date_obj,Gilded%20platebody price
2015-07-24,313015
2015-07-25,313015
2015-07-26,313015
2015-07-27,319750
2015-07-28,319750
2015-07-29,319750
2015-07-30,334022
2015-07-31,334022
2015-08-01,334022
2015-08-02,349158
2015-08-03,349158
2015-08-04,349158
2015-08-05,365237
2015-08-06,365237
2015-08-07,365237
2015-08-08,381674
2015-08-09,381674
2015-08-10,381674
2015-08-11,391197
2015-08-12,391197
2015-08-13,391197
2015-08-14,391197
2015-08-15,388556
2015-08-16,388556
2015-08-17,388556
2015-08-18,396424
2015-08-19,396424
2015-08-20,396424
2015-08-21,393669
2015-08-22,393669
2015-08-23,393669
2015-08-24,393986
2015-08-25,393986
2015-08-26,393986
2015-08-27,393986
2015-08-28,384138
2015-08-29,384138
2015-08-30,384138
2015-08-31,365924
2015-09-01,365924
2015-09-02,365924
2015-09-03,365924
2015-09-04,351020
2015-09-05,351020
2015-09-06,351020
2015-09-07,351020
2015-09-08,343517
2015-09-09,343517
2015-09-10,343517
2015-09-11,339419
2015-09-12,339419
2015-09-13,339419
2015-09-14,344135
2015-09-15,344135
2015-09-16,344135
2015-09-17,360072
2015-09-18,360072
2015-09-19,360072
2015-09-20,360072
2015-09-21,373882
2015-09-22,373882
2015-09-23,373882
2015-09-24,373882
2015-09-25,381131
2015-09-27,381131
2015-09-28,381131
2015-09-29,382246
2015-09-30,382246
2015-10-05,389181
2015-10-06,405603
2015-10-07,405603
2015-10-08,405603
2015-10-09,405603
2015-10-10,412447
2015-10-11,412447
2015-10-12,412447
2015-10-13,408148
2015-10-14,408148
2015-10-15,408148
2015-10-16,404387
2015-10-17,404387
2015-10-18,404387
2015-10-19,404387
2015-10-20,406407
2015-10-22,406407
2015-10-23,406407
2015-10-24,396050
2015-10-25,396050
2015-10-26,396050
2015-10-27,393472
2015-10-29,393472
2015-10-30,393472
2015-10-31,388880
2015-11-01,388880
2015-11-02,388880
2015-11-03,388880
2015-11-04,399880
2015-11-05,399880
2015-11-06,399880
2015-11-07,399880
2015-11-08,394783
2015-11-09,394783
2015-11-10,394783
2015-11-11,394783
2015-11-12,388331
2015-11-13,388331
2015-11-14,388331
2015-11-15,388331
2015-11-16,400860
2015-11-17,400860
2015-11-18,400860
2015-11-19,400860
2015-11-20,403556
2015-11-21,403556
2015-11-22,403556
2015-11-23,403556
2015-11-24,421946
2015-11-25,421946
2015-11-26,421946
2015-11-27,421946
2015-11-28,441704
2015-11-29,441704
2015-11-30,441704
2015-12-01,441704
2015-12-02,462185
2015-12-03,462185
2015-12-04,462185
2015-12-05,462185
2015-12-06,479146
2015-12-07,479146
2015-12-08,479146
2015-12-09,479146
2015-12-10,491488
2015-12-11,491488
2015-12-12,491488
2015-12-13,491488
2015-12-14,491488
2015-12-15,514620
2015-12-16,514620
2015-12-17,514620
2015-12-18,514620
2015-12-19,536800
2015-12-20,536800
2015-12-21,536800
2015-12-22,523211
2015-12-23,523211
2015-12-24,523211
2015-12-25,498913
2015-12-26,498913
2015-12-27,498913
2015-12-28,475412
2015-12-29,475412
2015-12-30,452205
2015-12-31,452205
2016-01-01,452205
2016-01-02,430706
2016-01-03,430706
2016-01-04,414091
2016-01-05,414091
2016-01-06,414091
2016-01-07,414091
2016-01-08,421683
2016-01-09,421683
2016-01-10,421683
2016-01-11,421683
2016-01-12,403288
2016-01-13,403288
2016-01-14,403288
2016-01-15,383234
2016-01-16,383234
2016-01-17,383234
2016-01-18,368744
2016-01-19,368744
2016-01-20,368744
2016-01-21,363316
2016-01-22,363316
2016-01-23,363316
2016-01-24,351420
2016-01-25,351420
2016-01-26,351420
2016-01-27,363470
2016-01-28,363470
2016-01-29,363470
2016-01-30,363470
2016-01-31,380767
2016-02-01,380767
2016-02-02,380767
2016-02-03,398853
2016-02-04,398853
2016-02-05,398853
2016-02-06,404666
2016-02-07,404666
2016-02-08,404666
2016-02-09,404666
2016-02-10,404408
2016-02-11,404408
2016-02-12,404408
2016-02-13,392908
2016-02-14,392908
2016-02-15,392908
2016-02-16,376272
2016-02-17,376272
2016-02-18,376272
2016-02-19,376272
2016-02-20,358984
2016-02-21,358984
2016-02-22,358984
2016-02-23,343216
2016-02-24,343216
2016-02-25,343216
2016-02-26,330193
2016-02-27,330193
2016-02-28,330193
2016-02-29,322744
2016-03-01,322744
2016-03-02,322744
2016-03-03,334862
2016-03-04,334862
2016-03-05,334862
2016-03-06,350955
2016-03-07,350955
2016-03-08,350955
2016-03-09,350955
2016-03-10,367556
2016-03-11,367556
2016-03-12,367556
2016-03-13,371612
2016-03-14,371612
2016-03-15,371612
2016-03-16,372279
2016-03-17,372279
2016-03-18,372279
2016-03-19,383318
2016-03-20,383318
2016-03-21,383318
2016-03-22,388946
2016-03-23,388946
2016-03-24,388946
2016-03-25,377642
2016-03-26,377642
2016-03-27,377642
2016-03-28,360332
2016-03-29,360332
2016-03-30,360332
2016-03-31,344741
2016-04-01,344741
2016-04-02,344741
2016-04-03,330875
2016-04-04,330875
2016-04-05,330875
2016-04-06,324765
2016-04-07,324765
2016-04-08,324765
2016-04-09,311839
2016-04-10,311839
2016-04-11,311839
2016-04-12,309793
2016-04-13,309793
2016-04-14,323526
2016-04-15,323526
2016-04-16,338349
2016-04-17,338349
2016-04-18,353941
2016-04-19,353941
2016-04-20,353941
2016-04-21,369767
2016-04-22,369767
2016-04-23,369767
2016-04-24,386736
2016-04-25,386736
2016-04-26,386736
2016-04-27,404448
2016-04-28,404448
2016-04-29,404448
2016-04-30,422806
2016-05-01,422806
2016-05-02,422806
2016-05-03,442190
2016-05-04,442190
2016-05-05,442190
2016-05-06,462364
2016-05-07,462364
2016-05-08,462364
2016-05-09,483252
2016-05-10,483252
2016-05-11,483252
2016-05-12,483252
2016-05-13,505556
2016-05-14,505556
2016-05-15,505556
2016-05-16,528936
2016-05-17,528936
2016-05-18,553640
2016-05-19,553640
2016-05-22,604814
2016-05-23,604814
2016-05-24,633092
2016-05-25,633092
2016-05-26,661696
2016-05-27,691800
2016-05-28,691800
2016-05-29,726390
2016-05-30,726390
2016-05-31,760125
2016-06-01,793440
2016-06-02,793440
2016-06-03,828090
2016-06-04,864222
2016-06-05,864222
2016-06-06,902288
2016-06-07,902288
2016-06-08,941703
2016-06-09,941703
2016-06-10,988789
2016-06-11,988789
2016-06-12,1031455
2016-06-13,1031455
2016-06-14,1078657
2016-06-15,1078657
2016-06-16,1078657
2016-06-17,1132590
2016-06-18,1132590
2016-06-19,1182245
2016-06-20,1182245
2016-06-21,1228958
2016-06-22,1228958
2016-06-23,1262696
2016-06-24,1262696
2016-06-25,1206134
2016-06-26,1206134
2016-06-27,1206134
2016-06-28,1152259
2016-06-29,1152259
2016-06-30,1118687
2016-07-01,1118687
2016-07-02,1093209
2016-07-03,1093209
2016-07-04,1072454
2016-07-05,1072454
2016-07-06,1056989
2016-07-07,1056989
2016-07-08,1013435
2016-07-09,1013435
2016-07-10,987349
2016-07-11,987349
2016-07-12,952523
2016-07-13,952523
2016-07-14,911853
2016-07-15,911853
2016-07-16,911853
2016-07-17,881040
2016-07-18,881040
2016-07-23,809946
2016-07-24,775155
2016-07-25,775155
2016-07-26,775155
2016-07-27,746807
2016-07-28,746807
2016-07-29,746807
2016-07-30,722046
2016-07-31,722046
2016-08-01,722046
2016-08-02,712868
2016-08-03,712868
2016-08-04,712868
2016-08-05,694130
2016-08-06,694130
2016-08-07,694130
2016-08-08,673142
2016-08-09,673142
2016-08-10,673142
2016-08-11,682542
2016-08-12,682542
2016-08-13,682542
2016-08-14,700395
2016-08-15,700395
2016-08-16,728915
2016-08-17,728915
2016-08-18,728915
2016-08-19,746418
2016-08-20,746418
2016-08-21,746418
2016-08-22,782035
2016-08-23,782035
2016-08-24,811536
2016-08-25,811536
2016-08-26,811536
2016-08-28,842053
2016-08-31,879960
2016-09-01,920074
2016-09-02,920074
2016-09-03,920074
2016-09-04,962909
2016-09-05,962909
2016-09-06,962909
2016-09-07,979143
2016-09-08,979143
2016-09-09,979143
2016-09-10,935070
2016-09-11,935070
2016-09-12,935070
2016-09-13,912911
2016-09-14,912911
2016-09-15,912911
2016-09-16,897042
2016-09-17,897042
2016-09-18,897042
2016-09-19,887057
2016-09-20,887057
2016-09-21,887057
2016-09-22,875889
2016-09-23,875889
2016-09-24,875889
2016-09-25,861536
2016-09-26,861536
2016-09-27,861536
2016-09-28,881028
2016-09-29,881028
2016-09-30,881028
2016-10-01,892652
2016-10-02,892652
2016-10-03,892652
2016-10-04,892652
2016-10-05,878381
2016-10-06,878381
2016-10-07,878381
2016-10-08,900678
2016-10-09,900678
2016-10-10,900678
2016-10-11,941781
2016-10-12,941781
2016-10-13,941781
2016-10-14,944131
2016-10-15,944131
2016-10-16,944131
2016-10-17,939270
2016-10-18,939270
2016-10-19,939270
2016-10-20,939270
2016-10-21,974510
2016-10-22,974510
2016-10-23,974510
2016-10-24,990720
2016-10-25,990720
2016-10-26,990720
2016-10-27,990720
2016-10-28,969744
2016-10-29,969744
2016-10-30,969744
2016-10-31,950918
2016-11-01,950918
2016-11-02,950918
2016-11-03,950918
2016-11-04,951180
2016-11-05,951180
2016-11-06,951180
2016-11-07,938545
2016-11-08,938545
2016-11-09,938545
2016-11-10,933676
2016-11-11,933676
2016-11-12,933676
2016-11-13,933676
2016-11-14,918785
2016-11-15,918785
2016-12-07,875117
2016-12-08,875117
2016-12-09,864367
2016-12-10,864367
2016-12-11,864367
2016-12-12,855251
2016-12-13,855251
2016-12-14,855251
2016-12-15,842938
2016-12-16,842938
2016-12-17,842938
2016-12-18,840831
2016-12-19,840831
2016-12-20,840831
2016-12-21,835742
2016-12-22,835742
2016-12-23,835742
2016-12-24,834787
2016-12-25,834787
2016-12-26,834787
2016-12-27,829970
2016-12-28,829970
2016-12-29,829970
2016-12-30,829413
2016-12-31,829413
2017-01-01,829413
2017-01-02,821214
2017-01-03,821214
2017-01-04,821214
2017-01-05,801890
2017-01-06,801890
2017-01-07,801890
2017-01-08,767881
2017-01-09,767881
2017-01-10,767881
2017-01-11,739373
2017-01-12,739373
2017-01-13,739373
2017-01-14,726365
2017-01-15,726365
2017-01-16,692670
2017-01-17,692670
2017-01-18,670209
2017-01-19,670209
2017-01-20,670209
2017-01-21,657844
2017-01-22,657844
2017-01-23,657844
2017-01-27,646616
2017-01-28,653626
2017-01-29,653626
2017-01-30,653626
2017-01-31,664530
2017-02-01,664530
2017-02-02,664710
2017-02-03,664710
2017-02-04,669895
2017-02-05,669895
2017-02-06,669895
2017-02-07,670550
2017-02-08,670550
2017-02-09,670550
2017-02-10,677557
2017-02-11,677557
2017-02-12,677557
2017-02-13,687164
2017-02-14,687164
2017-02-15,687164
2017-02-16,696718
2017-02-18,696718
2017-02-19,708849
2017-02-20,708849
2017-02-21,708849
2017-02-22,732338
2017-02-23,732338
2017-02-24,732338
2017-02-25,741870
2017-02-26,741870
2017-02-27,741870
2017-02-28,736938
2017-03-01,736938
2017-03-02,736938
2017-03-03,714359
2017-03-04,714359
2017-03-05,714359
2017-03-06,715910
2017-03-07,715910
2017-03-08,715910
2017-03-09,709497
2017-03-10,709497
2017-03-11,701956
2017-03-12,701956
2017-03-13,701956
2017-03-14,706373
2017-03-15,706373
2017-03-16,706373
2017-03-17,705911
2017-03-18,705911
2017-03-19,695965
2017-03-20,695965
2017-03-21,694269
2017-03-22,694269
2017-03-23,723332
2017-03-24,723332
2017-03-25,723332
2017-03-26,757347
2017-03-27,757347
2017-03-28,791242
2017-03-29,791242
2017-03-30,826859
2017-03-31,826859
2017-04-01,864429
2017-04-02,864429
2017-04-03,901901
2017-04-04,901901
2017-04-12,830049
2017-04-13,814081
2017-04-14,814081
2017-04-15,814081
2017-04-16,837398
2017-04-17,837398
2017-04-18,837398
2017-04-19,840808
2017-04-20,840808
2017-04-21,840808
2017-04-22,824264
2017-04-23,824264
2017-04-24,824264
2017-04-25,836000
2017-04-26,836000
2017-04-27,836000
2017-04-28,818976
2017-04-29,818976
2017-04-30,794548
2017-05-01,794548
2017-05-02,794548
2017-05-03,773393
2017-05-04,773393
2017-05-05,773393
2017-05-06,763950
2017-05-07,763950
2017-05-08,763950
2017-05-09,762366
2017-05-10,762366
2017-05-11,762366
2017-05-12,785800
2017-05-13,785800
2017-05-14,773317
2017-05-15,773317
2017-05-16,743777
2017-05-17,743777
2017-05-18,743777
2017-05-19,713684
2017-05-20,713684
2017-05-21,694831
2017-05-22,694831
2017-05-23,694831
2017-05-24,699453
2017-05-25,699453
2017-05-26,699453
2017-05-27,700780
2017-05-28,700780
2017-05-29,700780
2017-05-30,692400
2017-05-31,692400
2017-06-01,692400
2017-06-02,687703
2017-06-03,687703
2017-06-04,687703
2017-06-05,678507
2017-06-06,678507
2017-06-07,672972
2017-06-08,672972
2017-06-09,672972
2017-06-10,656989
2017-06-11,656989
2017-06-12,656989
2017-06-13,638549
2017-06-14,638549
2017-06-15,638549
2017-06-16,650826
2017-06-17,650826
2017-06-18,650826
2017-06-19,676808
2017-06-20,676808
2017-06-21,683472
2017-06-22,683472
2017-06-23,683472
2017-06-24,683799
2017-06-25,683799
2017-06-26,683799
2017-06-27,672815
2017-06-28,672815
2017-06-29,672815
2017-06-30,665641
2017-07-01,665641
2017-07-02,665641
2017-07-03,665641
2017-07-04,658550
2017-07-05,658550
2017-07-06,658550
2017-07-07,658550
2017-07-08,650443
2017-07-13,663090
2017-07-14,658799
2017-07-15,658799
2017-07-16,658799
2017-07-17,657044
2017-07-18,657044
2017-07-19,683476
2017-07-20,683476
2017-07-21,716702
2017-07-22,716702
2017-07-23,752510
2017-07-24,752510
2017-07-25,752510
2017-07-26,788737
2017-07-27,788737
2017-07-28,788737
2017-07-29,822708
2017-07-30,822708
2017-07-31,849370
2017-08-01,849370
2017-08-02,883809
2017-08-03,883809
2017-08-04,883809
2017-08-05,878538
2017-08-06,878538
2017-08-09,868206
2017-08-10,868206
2017-08-11,868206
2017-08-12,870126
2017-08-13,870126
2017-08-14,870126
2017-08-15,886602
2017-08-16,886602
2017-08-17,920332
2017-08-18,920332
2017-08-19,920332
2017-08-20,946655
2017-08-21,946655
2017-08-22,977995
2017-08-23,977995
2017-08-24,977995
2017-08-25,977995
2017-08-26,1016471
2017-08-27,1016471
2017-08-28,1016471
2017-08-29,1016471
2017-08-30,1024627
2017-08-31,1024627
2017-09-01,1024627
2017-09-02,1002467
2017-09-03,1002467
2017-09-04,1002467
2017-09-05,1011855
2017-09-06,1011855
2017-09-07,1011855
2017-09-08,1044914
2017-09-09,1044914
2017-09-10,1070839
2017-09-11,1070839
2017-09-12,1070839
2017-09-13,1071287
2017-09-14,1071287
2017-09-15,1071287
2017-09-16,1071287
2017-09-17,1062088
2017-09-18,1062088
2017-09-19,1062088
2017-09-20,1019899
2017-09-21,1019899
2017-09-22,1019899
2017-09-23,1006427
2017-09-24,1006427
2017-09-25,1006427
2017-09-26,1011452
2017-09-27,1011452
2017-09-28,1011452
2017-09-29,1014836
2017-09-30,1014836
2017-10-01,1014836
2017-10-02,1020479
2017-10-03,1020479
2017-10-04,1020479
2017-10-05,1020479
2017-10-06,1012680
2017-10-07,1012680
2017-10-08,1012680
2017-10-09,1012680
2017-10-10,1022157
2017-10-11,1022157
2017-10-12,1022157
2017-10-13,1014941
2017-10-14,1014941
2017-10-15,1014941
2017-10-16,1000311
2017-10-17,1000311
2017-10-18,1000311
2017-10-19,1000311
2017-10-20,1018782
2017-10-21,1018782
2017-10-22,1018782
2017-10-23,1008277
2017-10-24,1008277
2017-10-25,1008277
2017-10-26,1004412
2017-10-27,1004412
2017-10-28,1004412
2017-10-29,1004412
2017-10-30,1022120
2017-10-31,1022120
2017-11-01,1022120
2017-11-02,1022120
2017-11-03,1034537
2017-11-04,1034537
2017-11-05,1034537
2017-11-06,1026730
2017-11-07,1026730
2017-11-08,1026730
2017-11-09,1026730
2017-11-10,1037214
2017-11-11,1037214
2017-11-12,1037214
2017-11-13,1054971
2017-11-14,1054971
2017-11-15,1054971
2017-11-16,1054971
2017-11-17,1052721
2017-11-18,1052721
2017-11-19,1052721
2017-11-20,1035362
2017-11-21,1035362
2017-11-22,1035362
2017-11-23,1019492
2017-11-24,1019492
2017-11-25,1019492
2017-11-26,1016383
2017-11-27,1016383
2017-11-28,1016383
2017-11-29,1016383
2017-11-30,1014993
2017-12-01,1014993
2017-12-02,1014993
2017-12-03,1008002
2017-12-04,1008002
2017-12-05,1008002
2017-12-06,1005283
2017-12-07,1005283
2017-12-08,1005283
2017-12-09,1001765
2017-12-10,1001765
2017-12-11,1008406
2017-12-12,1008406
2017-12-13,1008406
2017-12-14,1049641
2017-12-15,1049641
2017-12-16,1049641
2017-12-17,1080563
2017-12-18,1080563
2017-12-19,1061517
2017-12-20,1061517
2017-12-21,1068793
2017-12-22,1068793
2017-12-23,1039035
2017-12-24,1039035
2017-12-25,1030177
2017-12-26,1030177
2017-12-27,1022902
2017-12-28,1022902
2017-12-29,1022902
2017-12-30,1035968
2017-12-31,1035968
2018-01-01,1035968
2018-01-02,1044011
2018-01-03,1044011
2018-01-04,1044011
2018-01-05,1055116
2018-01-06,1055116
2018-01-07,1055116
2018-01-08,1031667
2018-01-09,1031667
2018-01-10,1031667
2018-01-11,1004455
2018-01-12,1004455
2018-01-13,994376
2018-01-14,994376
2018-01-15,994376
2018-01-16,980932
2018-01-17,980932
2018-01-18,992664
2018-01-19,992664
2018-01-20,992664
2018-01-21,976464
2018-01-22,976464
2018-01-23,972092
2018-01-24,979517
2018-01-25,979517
2018-01-26,979619
2018-01-27,972995
2018-01-28,968875
2018-01-29,967774
2018-01-30,977282
2018-01-31,986412
2018-02-01,986412
2018-02-02,983878
2018-02-03,975555
2018-02-04,975555
2018-02-05,978124
2018-02-06,974364
2018-02-07,968419
2018-02-08,968419
2018-02-09,967331
2018-02-10,967331
2018-02-11,977798
2018-02-12,977798
2018-02-13,973886
2018-02-14,973044
2018-02-15,973044
2018-02-16,967083
2018-02-17,945204
2018-02-18,945204
2018-02-19,942313
2018-02-20,942313
2018-02-21,948142
2018-02-22,948142
2018-02-23,961522
2018-02-24,961522
2018-02-25,978900
2018-02-26,978900
2018-02-27,971825
2018-02-28,971825
2018-03-01,961541
2018-03-02,967826
2018-03-03,974397
2018-03-04,974397
2018-03-05,973596
2018-03-06,965139
2018-03-07,965139
2018-03-08,965775
2018-03-09,965990
2018-03-10,965990
2018-03-11,971314
2018-03-12,971314
2018-03-13,978591
2018-03-14,978591
2018-03-15,977197
2018-03-16,977197
2018-03-17,981948
2018-03-18,981948
2018-03-20,1001806
2018-03-21,1001806
2018-03-23,1010786
2018-03-24,1013977
2018-03-25,1013977
2018-03-26,1027498
2018-03-27,1040333
2018-03-28,1040333
2018-03-29,1081772
2018-03-30,1081772
2018-03-31,1134093
2018-04-01,1174745
2018-04-02,1228224
2018-04-03,1264684
2018-04-04,1272999
2018-04-05,1272999
2018-04-06,1298493
2018-04-07,1348051
2018-04-08,1415454
2018-04-09,1478588
2018-04-10,1535661
2018-04-11,1554497
2018-04-12,1562487
2018-04-13,1562487
2018-04-14,1557980
2018-04-15,1557824
2018-04-16,1557824
2018-04-17,1560984
2018-04-18,1560984
2018-04-19,1543514
2018-04-20,1543514
2018-04-21,1531959
2018-04-22,1531959
2018-04-23,1509372
2018-04-24,1509372
2018-04-25,1532359
2018-04-26,1532359
2018-04-27,1551496
2018-04-28,1556837
2018-04-29,1549846
2018-04-30,1539836
2018-05-01,1539836
2018-05-02,1543357
2018-05-03,1543357
2018-05-04,1531081
2018-05-05,1528896
2018-05-06,1528896
2018-05-07,1530581
2018-05-08,1548762
2018-05-09,1550327
2018-05-10,1554285
2018-05-11,1554285
2018-05-12,1568984
2018-05-13,1568984
2018-05-14,1573766
2018-05-15,1573766
2018-05-16,1595445
2018-05-17,1595445
2018-05-18,1585209
2018-05-19,1573798
2018-05-20,1573798
2018-05-21,1548427
2018-05-22,1548427
2018-05-23,1535246
2018-05-24,1535246
2018-05-25,1535993
2018-05-26,1546286
2018-05-27,1546286
2018-05-28,1547805
2018-05-29,1547805
2018-05-30,1534617
2018-05-31,1534617
2018-06-01,1530938
2018-06-02,1547268
2018-06-03,1547268
2018-06-04,1537787
2018-06-05,1531204
2018-06-06,1512703
2018-06-07,1512703
2018-06-08,1490185
2018-06-09,1490185
2018-06-10,1496036
2018-06-11,1496036
2018-06-12,1478319
2018-06-13,1470298
2018-06-14,1470298
2018-06-15,1487124
2018-06-16,1487124
2018-06-17,1487182
2018-06-18,1487182
2018-06-19,1472399
2018-06-20,1472399
2018-06-21,1495493
2018-06-22,1507032
2018-06-23,1507032
2018-06-24,1505712
2018-06-25,1486212
2018-06-26,1486212
2018-06-27,1497034
2018-06-28,1497034
2018-06-29,1510457
2018-06-30,1510457
2018-07-01,1514397
2018-07-02,1514397
2018-07-03,1507980
2018-07-04,1507980
2018-07-05,1499047
2018-07-06,1476473
2018-07-07,1476473
2018-07-08,1466918
2018-07-09,1466918
2018-07-10,1462281
2018-07-11,1462281
2018-07-12,1462281
2018-07-13,1425593
2018-07-14,1417382
2018-07-15,1417382
2018-07-16,1375435
2018-07-17,1358269
2018-07-18,1358269
2018-07-19,1362236
2018-07-20,1362236
2018-07-21,1358801
2018-07-22,1358801
2018-07-23,1343085
2018-07-24,1343085
2018-07-25,1326837
2018-07-26,1326837
2018-07-27,1299205
2018-07-28,1299205
2018-07-29,1280070
2018-07-30,1280070
2018-07-31,1257522
2018-08-01,1257522
2018-08-02,1255293
2018-08-03,1255293
2018-08-04,1239324
2018-08-05,1239324
2018-08-06,1215191
2018-08-07,1215191
2018-08-08,1186049
2018-08-09,1186049
2018-08-10,1176660
2018-08-11,1176660
2018-08-12,1151988
2018-08-14,1116144
2018-08-16,1119875
2018-08-17,1125404
2018-08-18,1125404
2018-08-19,1129060
2018-08-20,1126804
2018-08-21,1126804
2018-08-22,1132215
2018-08-23,1132215
2018-08-24,1153394
2018-08-25,1185194
2018-08-26,1185194
2018-08-27,1210226
2018-08-28,1241943
2018-08-29,1241943
2018-08-30,1252067
2018-08-31,1278040
2018-09-01,1309504
2018-09-02,1309504
2018-09-03,1304769
2018-09-04,1285995
2018-09-05,1285995
2018-09-06,1269902
2018-09-07,1264347
2018-09-08,1253931
2018-09-09,1253931
2018-09-10,1243839
2018-09-11,1243839
2018-09-12,1259754
2018-09-13,1259754
2018-09-14,1260554
2018-09-15,1256078
2018-09-16,1256078
2018-09-17,1269140
2018-09-18,1300786
2018-09-19,1300786
2018-09-20,1310171
2018-09-21,1310171
2018-09-22,1343382
2018-09-23,1350978
2018-09-24,1350978
2018-09-25,1330494
2018-09-26,1329125
2018-09-27,1329125
2018-09-28,1332031
2018-09-29,1359305
2018-09-30,1367071
2018-10-01,1377273
2018-10-02,1377273
2018-10-03,1383248
2018-10-04,1383248
2018-10-05,1377266
2018-10-06,1378523
2018-10-07,1378523
2018-10-08,1388974
2018-10-09,1388974
2018-10-10,1407029
2018-10-11,1408315
2018-10-12,1408315
2018-10-13,1392318
2018-10-14,1384723
2018-10-15,1384388
2018-10-16,1384388
2018-10-17,1382296
2018-10-18,1382024
2018-10-19,1403071
2018-10-20,1403071
2018-10-21,1413247
2018-10-22,1406819
2018-10-23,1406819
2018-10-24,1419589
2018-10-25,1424798
2018-10-26,1424798
2018-10-27,1420898
2018-10-28,1426865
2018-10-29,1426865
2018-10-30,1434694
2018-10-31,1461579
2018-11-01,1467452
2018-11-03,1563894
2018-11-04,1621783
2018-11-05,1695298
2018-11-06,1770247
2018-11-07,1847971
2018-11-08,1930904
2018-11-09,2015374
2018-11-10,2115370
2018-11-11,2211501
2018-11-12,2322077
2018-11-13,2438181
2018-11-14,2549607
2018-11-15,2668391
2018-11-16,2801811
2018-11-17,2924057
2018-11-18,3068194
2018-11-19,3155200
2018-11-20,3312960
2018-11-21,3312960
2018-11-22,3435363
2018-11-23,3395446
2018-11-24,3373039
2018-11-25,3295699
2018-11-26,3295699
2018-11-27,3233579
2018-11-28,3127748
2018-11-29,2975333
2018-12-01,2869988
2018-12-02,2769698
2018-12-03,2769698
2018-12-04,2752642
2018-12-05,2736126
2018-12-07,2727057
2018-12-09,2829134
2018-12-10,2873622
2018-12-11,2873622
2018-12-12,2895266
2018-12-13,2905856
2018-12-14,2912094
2018-12-15,2980470
2018-12-16,3100188
2018-12-17,3100188
2018-12-18,3082072
2018-12-19,3077644
2018-12-20,2982829
2018-12-21,2921899
2018-12-22,2896469
2018-12-23,2857269
2018-12-24,2901654
2018-12-25,2901895
2018-12-26,2868507
2018-12-27,2851770
2018-12-28,2851770
2018-12-29,2839433
2018-12-30,2794646
2018-12-31,2773987
2019-01-01,2773987
2019-01-02,2723481
2019-01-03,2691616
2019-01-04,2691616
2019-01-05,2668258
2019-01-06,2702868
2019-01-08,2686032
2019-01-10,2625784
2019-01-11,2625784
2019-01-12,2531410
2019-01-13,2511417
2019-01-14,2442167
2019-01-15,2342762
2019-01-16,2295018
2019-01-17,2256582
2019-01-18,2259917
2019-01-19,2278157
2019-01-20,2247239
2019-01-21,2247239
2019-01-22,2234748
2019-01-23,2178437
2019-01-24,2180129
2019-01-25,2233139
2019-01-26,2259370
2019-01-27,2322502
2019-01-29,2309388
2019-01-30,2331204
2019-01-31,2331204
2019-02-01,2316926
2019-02-02,2322796
2019-02-03,2298125
2019-02-04,2298125
2019-02-05,2299938
