date_obj,Mithril%20brutal price
2015-03-26,174
2015-03-27,174
2015-03-28,174
2015-03-29,174
2015-03-30,174
2015-03-31,174
2015-04-01,174
2015-04-02,174
2015-04-03,174
2015-04-04,174
2015-04-05,181
2015-04-06,181
2015-04-07,181
2015-04-08,181
2015-04-09,181
2015-04-10,181
2015-04-11,181
2015-04-12,181
2015-04-13,181
2015-04-14,181
2015-04-15,181
2015-04-16,181
2015-04-17,181
2015-04-18,189
2015-04-19,189
2015-04-20,189
2015-04-21,189
2015-04-22,189
2015-04-23,189
2015-04-24,189
2015-04-25,189
2015-04-26,189
2015-04-27,189
2015-04-28,198
2015-04-29,198
2015-04-30,198
2015-05-01,198
2015-05-02,198
2015-05-03,198
2015-05-04,198
2015-05-05,198
2015-05-06,198
2015-05-07,198
2015-05-08,205
2015-05-09,205
2015-05-10,205
2015-05-11,205
2015-05-12,205
2015-05-13,205
2015-05-14,205
2015-05-15,205
2015-05-16,205
2015-05-17,205
2015-05-18,215
2015-05-19,215
2015-05-20,215
2015-05-21,215
2015-05-22,215
2015-05-23,215
2015-05-24,215
2015-05-25,215
2015-05-26,215
2015-05-27,215
2015-05-28,226
2015-05-29,226
2015-05-30,226
2015-05-31,226
2015-06-01,226
2015-06-02,226
2015-06-03,226
2015-06-04,234
2015-06-05,234
2015-06-06,234
2015-06-07,234
2015-06-08,234
2015-06-09,234
2015-06-10,242
2015-06-11,242
2015-06-12,242
2015-06-13,242
2015-06-14,242
2015-06-15,242
2015-06-16,242
2015-06-17,242
2015-06-18,254
2015-06-19,254
2015-06-20,254
2015-06-21,254
2015-06-22,254
2015-06-23,254
2015-06-24,254
2015-06-25,254
2015-06-26,262
2015-06-27,262
2015-06-28,262
2015-06-29,262
2015-06-30,262
2015-07-01,262
2015-07-02,262
2015-07-03,262
2015-07-04,269
2015-07-05,269
2015-07-06,269
2015-07-07,269
2015-07-08,269
2015-07-09,269
2015-07-10,269
2015-07-11,269
2015-07-12,269
2015-07-13,276
2015-07-14,276
2015-07-15,276
2015-07-16,276
2015-07-17,276
2015-07-18,276
2015-07-19,276
2015-07-20,276
2015-07-21,288
2015-07-22,288
2015-07-23,288
2015-07-24,288
2015-07-25,288
2015-07-26,288
2015-07-27,288
2015-07-28,301
2015-07-29,301
2015-07-30,301
2015-07-31,301
2015-08-01,301
2015-08-02,301
2015-08-03,301
2015-08-04,310
2015-08-05,310
2015-08-06,310
2015-08-07,310
2015-08-08,310
2015-08-09,310
2015-08-10,311
2015-08-11,311
2015-08-12,311
2015-08-13,311
2015-08-14,311
2015-08-15,311
2015-08-16,311
2015-08-17,311
2015-08-18,307
2015-08-19,307
2015-08-20,307
2015-08-21,307
2015-08-22,307
2015-08-23,307
2015-08-24,307
2015-08-25,307
2015-08-26,315
2015-08-27,315
2015-08-28,315
2015-08-29,315
2015-08-30,315
2015-08-31,315
2015-09-01,315
2015-09-02,323
2015-09-03,323
2015-09-04,323
2015-09-05,323
2015-09-06,323
2015-09-07,323
2015-09-08,331
2015-09-09,331
2015-09-10,331
2015-09-11,331
2015-09-12,331
2015-09-13,331
2015-09-14,331
2015-09-15,331
2015-09-16,331
2015-09-17,338
2015-09-18,338
2015-09-19,338
2015-09-20,338
2015-09-21,338
2015-09-22,338
2015-09-23,338
2015-09-24,338
2015-09-25,338
2015-09-27,345
2015-09-28,345
2015-09-29,345
2015-09-30,345
2015-10-05,345
2015-10-06,351
2015-10-07,351
2015-10-08,351
2015-10-09,351
2015-10-10,351
2015-10-11,351
2015-10-12,351
2015-10-13,351
2015-10-14,351
2015-10-15,351
2015-10-16,357
2015-10-17,357
2015-10-18,357
2015-10-19,357
2015-10-20,357
2015-10-22,357
2015-10-23,357
2015-10-24,357
2015-10-25,355
2015-10-26,355
2015-10-27,355
2015-10-29,355
2015-10-30,355
2015-10-31,355
2015-11-01,355
2015-11-02,355
2015-11-03,358
2015-11-04,358
2015-11-05,358
2015-11-06,358
2015-11-07,358
2015-11-08,358
2015-11-09,358
2015-11-10,358
2015-11-11,358
2015-11-12,358
2015-11-13,340
2015-11-14,340
2015-11-15,340
2015-11-16,340
2015-11-17,340
2015-11-18,340
2015-11-19,340
2015-11-20,340
2015-11-21,340
2015-11-22,339
2015-11-23,339
2015-11-24,339
2015-11-25,339
2015-11-26,339
2015-11-27,339
2015-11-28,339
2015-11-29,339
2015-11-30,339
2015-12-01,339
2015-12-02,347
2015-12-03,347
2015-12-04,347
2015-12-05,347
2015-12-06,347
2015-12-07,347
2015-12-08,347
2015-12-09,347
2015-12-10,348
2015-12-11,348
2015-12-12,348
2015-12-13,348
2015-12-14,348
2015-12-15,348
2015-12-16,348
2015-12-17,348
2015-12-18,348
2015-12-19,357
2015-12-20,357
2015-12-21,357
2015-12-22,357
2015-12-23,357
2015-12-24,357
2015-12-25,357
2015-12-26,363
2015-12-27,363
2015-12-28,363
2015-12-29,363
2015-12-30,363
2015-12-31,373
2016-01-01,373
2016-01-02,373
2016-01-03,373
2016-01-04,373
2016-01-05,379
2016-01-06,379
2016-01-07,379
2016-01-08,379
2016-01-09,379
2016-01-10,379
2016-01-11,379
2016-01-12,378
2016-01-13,378
2016-01-14,378
2016-01-15,378
2016-01-16,378
2016-01-17,378
2016-01-18,378
2016-01-19,378
2016-01-20,378
2016-01-21,378
2016-01-22,378
2016-01-23,378
2016-01-24,377
2016-01-25,377
2016-01-26,377
2016-01-27,377
2016-01-28,377
2016-01-29,377
2016-01-30,377
2016-01-31,375
2016-02-01,375
2016-02-02,375
2016-02-03,375
2016-02-04,375
2016-02-05,375
2016-02-06,373
2016-02-07,373
2016-02-08,373
2016-02-09,373
2016-02-10,373
2016-02-11,373
2016-02-12,373
2016-02-13,372
2016-02-14,372
2016-02-15,372
2016-02-16,372
2016-02-17,372
2016-02-18,372
2016-02-19,372
2016-02-20,360
2016-02-21,360
2016-02-22,360
2016-02-23,360
2016-02-24,360
2016-02-25,343
2016-02-26,343
2016-02-27,343
2016-02-28,343
2016-02-29,343
2016-03-01,343
2016-03-02,325
2016-03-03,325
2016-03-04,325
2016-03-05,325
2016-03-06,325
2016-03-07,325
2016-03-08,313
2016-03-09,313
2016-03-10,313
2016-03-11,313
2016-03-12,313
2016-03-13,313
2016-03-14,305
2016-03-15,305
2016-03-16,305
2016-03-17,305
2016-03-18,305
2016-03-19,305
2016-03-20,309
2016-03-21,309
2016-03-22,309
2016-03-23,309
2016-03-24,309
2016-03-25,309
2016-03-26,311
2016-03-27,311
2016-03-28,311
2016-03-29,311
2016-03-30,311
2016-03-31,311
2016-04-01,318
2016-04-02,318
2016-04-03,318
2016-04-04,318
2016-04-05,318
2016-04-06,318
2016-04-07,324
2016-04-08,324
2016-04-09,324
2016-04-10,324
2016-04-11,324
2016-04-12,324
2016-04-13,326
2016-04-14,326
2016-04-15,326
2016-04-16,326
2016-04-17,326
2016-04-18,327
2016-04-19,327
2016-04-20,327
2016-04-21,327
2016-04-22,327
2016-04-23,327
2016-04-24,327
2016-04-25,331
2016-04-26,331
2016-04-27,331
2016-04-28,331
2016-04-29,331
2016-04-30,331
2016-05-01,339
2016-05-02,339
2016-05-03,339
2016-05-04,339
2016-05-05,339
2016-05-06,339
2016-05-07,341
2016-05-08,341
2016-05-09,341
2016-05-10,341
2016-05-11,341
2016-05-12,341
2016-05-13,345
2016-05-14,345
2016-05-15,345
2016-05-16,345
2016-05-17,345
2016-05-18,351
2016-05-19,351
2016-05-22,351
2016-05-23,351
2016-05-24,360
2016-05-25,360
2016-05-26,360
2016-05-27,360
2016-05-28,360
2016-05-29,368
2016-05-30,368
2016-05-31,368
2016-06-01,368
2016-06-02,381
2016-06-03,381
2016-06-04,381
2016-06-05,381
2016-06-06,381
2016-06-07,391
2016-06-08,391
2016-06-09,391
2016-06-10,391
2016-06-11,391
2016-06-12,397
2016-06-13,397
2016-06-14,397
2016-06-15,397
2016-06-16,397
2016-06-17,398
2016-06-18,398
2016-06-19,398
2016-06-20,398
2016-06-21,398
2016-06-22,393
2016-06-23,393
2016-06-24,393
2016-06-25,393
2016-06-26,382
2016-06-27,382
2016-06-28,382
2016-06-29,382
2016-06-30,382
2016-07-01,379
2016-07-02,379
2016-07-03,379
2016-07-04,379
2016-07-05,379
2016-07-06,380
2016-07-07,380
2016-07-08,380
2016-07-09,380
2016-07-10,384
2016-07-11,384
2016-07-12,384
2016-07-13,384
2016-07-14,384
2016-07-15,384
2016-07-16,384
2016-07-17,384
2016-07-18,384
2016-07-23,370
2016-07-24,352
2016-07-25,352
2016-07-26,352
2016-07-27,352
2016-07-28,352
2016-07-29,343
2016-07-30,343
2016-07-31,343
2016-08-01,343
2016-08-02,342
2016-08-03,342
2016-08-04,342
2016-08-05,342
2016-08-06,336
2016-08-07,336
2016-08-08,336
2016-08-09,336
2016-08-10,336
2016-08-11,324
2016-08-12,324
2016-08-13,324
2016-08-14,324
2016-08-15,318
2016-08-16,318
2016-08-17,318
2016-08-18,318
2016-08-19,318
2016-08-20,308
2016-08-21,308
2016-08-22,308
2016-08-23,308
2016-08-24,308
2016-08-25,303
2016-08-26,303
2016-08-28,303
2016-08-31,305
2016-09-01,305
2016-09-02,305
2016-09-03,305
2016-09-04,301
2016-09-05,301
2016-09-06,301
2016-09-07,301
2016-09-08,301
2016-09-09,301
2016-09-10,299
2016-09-11,299
2016-09-12,299
2016-09-13,299
2016-09-14,299
2016-09-15,299
2016-09-16,299
2016-09-17,295
2016-09-18,295
2016-09-19,295
2016-09-20,295
2016-09-21,295
2016-09-22,295
2016-09-23,304
2016-09-24,304
2016-09-25,304
2016-09-26,304
2016-09-27,304
2016-09-28,304
2016-09-29,304
2016-09-30,295
2016-10-01,295
2016-10-02,295
2016-10-03,295
2016-10-04,295
2016-10-05,295
2016-10-06,295
2016-10-07,281
2016-10-08,281
2016-10-09,281
2016-10-10,281
2016-10-11,281
2016-10-12,281
2016-10-13,266
2016-10-14,266
2016-10-15,266
2016-10-16,266
2016-10-17,266
2016-10-18,266
2016-10-19,257
2016-10-20,257
2016-10-21,257
2016-10-22,257
2016-10-23,257
2016-10-24,254
2016-10-25,254
2016-10-26,254
2016-10-27,254
2016-10-28,254
2016-10-29,254
2016-10-30,256
2016-10-31,256
2016-11-01,256
2016-11-02,256
2016-11-03,256
2016-11-04,256
2016-11-05,259
2016-11-06,259
2016-11-07,259
2016-11-08,259
2016-11-09,259
2016-11-10,259
2016-11-11,259
2016-11-12,259
2016-11-13,259
2016-11-14,259
2016-12-07,279
2016-12-08,279
2016-12-09,279
2016-12-10,288
2016-12-11,288
2016-12-12,288
2016-12-13,288
2016-12-14,288
2016-12-15,288
2016-12-16,288
2016-12-17,288
2016-12-18,288
2016-12-19,280
2016-12-20,280
2016-12-21,280
2016-12-22,280
2016-12-23,274
2016-12-24,274
2016-12-25,274
2016-12-26,274
2016-12-27,274
2016-12-28,267
2016-12-29,267
2016-12-30,267
2016-12-31,267
2017-01-01,268
2017-01-02,268
2017-01-03,268
2017-01-04,268
2017-01-05,264
2017-01-06,264
2017-01-07,264
2017-01-08,264
2017-01-09,266
2017-01-10,266
2017-01-11,266
2017-01-12,270
2017-01-13,270
2017-01-14,270
2017-01-15,270
2017-01-16,272
2017-01-17,272
2017-01-18,272
2017-01-19,272
2017-01-20,282
2017-01-21,282
2017-01-22,282
2017-01-27,298
2017-01-28,298
2017-01-29,293
2017-01-30,293
2017-01-31,293
2017-02-01,297
2017-02-02,297
2017-02-03,297
2017-02-04,297
2017-02-05,297
2017-02-06,297
2017-02-07,297
2017-02-08,300
2017-02-09,300
2017-02-10,300
2017-02-11,296
2017-02-12,296
2017-02-13,296
2017-02-14,298
2017-02-15,298
2017-02-16,298
2017-02-18,286
2017-02-19,286
2017-02-20,286
2017-02-21,279
2017-02-22,279
2017-02-23,279
2017-02-24,279
2017-02-25,267
2017-02-26,267
2017-02-27,267
2017-02-28,254
2017-03-01,254
2017-03-02,254
2017-03-03,245
2017-03-04,245
2017-03-05,245
2017-03-06,241
2017-03-07,241
2017-03-08,241
2017-03-09,241
2017-03-10,229
2017-03-11,229
2017-03-12,229
2017-03-13,221
2017-03-14,221
2017-03-15,221
2017-03-16,214
2017-03-17,214
2017-03-18,214
2017-03-19,208
2017-03-20,208
2017-03-21,208
