date_obj,Smoke%20battlestaff price
2018-11-26,3850822
2018-11-27,3983987
2018-11-28,4008965
2018-11-29,3988534
2018-12-01,3936967
2018-12-02,3936854
2018-12-03,3910713
2018-12-04,3889211
2018-12-05,3868145
2018-12-07,3846260
2018-12-09,3712076
2018-12-10,3642783
2018-12-11,3597347
2018-12-12,3571117
2018-12-13,3562049
2018-12-14,3612045
2018-12-15,3604174
2018-12-16,3614157
2018-12-17,3626803
2018-12-18,3622251
2018-12-19,3675496
2018-12-20,3684280
2018-12-21,3666499
2018-12-22,3642880
2018-12-23,3659128
2018-12-24,3687272
2018-12-25,3661049
2018-12-26,3650151
2018-12-27,3741125
2018-12-28,3751547
2018-12-29,3804175
2018-12-30,3834839
2018-12-31,3890547
2019-01-01,3912187
2019-01-02,3850364
2019-01-03,3849858
2019-01-04,3857419
2019-01-05,3798214
2019-01-06,3763727
2019-01-08,3715302
2019-01-10,3586792
2019-01-11,3456832
2019-01-12,3297739
2019-01-13,3221817
2019-01-14,3092623
2019-01-15,3037129
2019-01-16,2984312
2019-01-17,2945276
2019-01-18,2903626
2019-01-19,3008629
2019-01-20,3016656
2019-01-21,3097742
2019-01-22,3173009
2019-01-23,3245411
2019-01-24,3363276
2019-01-25,3458578
2019-01-26,3505533
2019-01-27,3496256
2019-01-28,3469008
2019-01-29,3435572
2019-01-30,3387707
2019-01-31,3363042
2019-02-01,3335502
2019-02-02,3294026
2019-02-03,3293441
2019-02-04,3281094
2019-02-05,3267611
2019-02-06,3236027
2019-02-07,3213578
2019-02-08,3243535
2019-02-09,3241128
2019-02-10,3237464
2019-02-11,3268737
2019-02-12,3256348
2019-02-13,3321076
2019-02-14,3474941
2019-02-15,3623765
2019-02-16,3698791
2019-02-17,3805448
2019-02-18,3850578
2019-02-19,3920626
2019-02-20,4014094
2019-02-21,3933595
2019-02-22,3807404
2019-02-23,3735868
2019-02-24,3712093
2019-02-25,3738005
2019-02-26,3754833
2019-02-27,3780765
2019-02-28,3907207
2019-03-01,3926516
2019-03-02,3939335
2019-03-03,3922005
2019-03-04,3894673
2019-03-05,3952374
2019-03-06,4009439
2019-03-07,4031906
2019-03-08,4013321
2019-03-09,3987777
2019-03-10,3935278
2019-03-11,3895699
2019-03-12,3859140
2019-03-13,3734626
2019-03-14,3742719
2019-03-15,3679170
2019-03-16,3654350
2019-03-17,3611374
2019-03-18,3588527
2019-03-19,3552607
2019-03-20,3552713
2019-03-21,3530463
2019-03-22,3507343
2019-03-23,3482248
2019-03-24,3441355
2019-03-25,3550276
2019-03-26,3565145
2019-03-27,3564775
2019-03-28,3529945
2019-03-29,3503803
2019-03-30,3477004
2019-03-31,3415954
2019-04-01,3402439
2019-04-02,3382333
2019-04-03,3378858
2019-04-04,3336370
2019-04-05,3354412
2019-04-06,3351081
2019-04-07,3355421
2019-04-08,3456182
2019-04-09,3605667
2019-04-10,3713508
2019-04-11,3850531
2019-04-12,3769491
2019-04-13,3659081
2019-04-14,3616114
2019-04-15,3616882
2019-04-16,3575319
2019-04-17,3543529
2019-04-18,3550773
2019-04-19,3534771
2019-04-20,3536432
2019-04-21,3541367
2019-04-22,3539584
2019-04-23,3527866
2019-04-24,3542285
2019-04-25,3524298
2019-04-26,3516821
2019-04-27,3478713
2019-04-28,3500580
2019-04-29,3623978
2019-04-30,3723494
2019-05-01,3661073
2019-05-02,3667199
2019-05-03,3668912
2019-05-04,3637479
2019-05-05,3611769
2019-05-06,3607833
2019-05-07,3647918
2019-05-08,3576578
2019-05-09,3556506
2019-05-10,3511452
2019-05-11,3470074
2019-05-12,3415255
2019-05-13,3353332
2019-05-14,3337810
2019-05-15,3321241
2019-05-16,3319430
2019-05-17,3287220
2019-05-18,3284920
2019-05-19,3303380
2019-05-20,3295098
2019-05-21,3280636
2019-05-22,3284847
2019-05-23,3353688
2019-05-24,3355077
2019-05-25,3386520
2019-05-26,3425836
2019-05-27,3447813
2019-05-28,3451026
2019-05-29,3426887
2019-05-30,3390480
2019-05-31,3389119
2019-06-01,3372878
2019-06-02,3349523
2019-06-03,3340269
2019-06-04,3332534
2019-06-05,3323029
2019-06-06,3314746
2019-06-07,3285742
2019-06-08,3255980
2019-06-09,3237883
2019-06-10,3231110
2019-06-11,3194960
2019-06-12,3136336
2019-06-13,3120483
2019-06-14,3099706
2019-06-15,3080076
2019-06-16,3084952
2019-06-17,3143600
2019-06-18,3168497
2019-06-19,3154198
2019-06-20,3153497
2019-06-21,3116594
2019-06-22,3063292
2019-06-23,3058546
2019-06-24,3020227
2019-06-25,2962836
2019-06-26,2918501
2019-06-27,2901482
2019-06-28,2888771
2019-06-29,2864154
2019-06-30,2872969
2019-07-01,2916409
2019-07-02,2936477
2019-07-03,2993129
2019-07-04,2991118
2019-07-05,2962382
2019-07-06,2945384
2019-07-07,2903764
2019-07-08,2880025
2019-07-09,2860657
2019-07-10,2845377
2019-07-11,2840144
2019-07-12,2821983
2019-07-13,2748834
2019-07-14,2717362
2019-07-15,2703161
2019-07-16,2671228
2019-07-17,2634740
2019-07-18,2584501
2019-07-19,2511204
2019-07-20,2457748
2019-07-21,2372096
2019-07-22,2406738
2019-07-23,2339648
2019-07-24,2334917
2019-07-25,2337884
2019-07-26,2311929
2019-07-27,2323467
2019-07-28,2350631
2019-07-29,2403129
2019-07-30,2409332
2019-07-31,2437768
2019-08-01,2452760
2019-08-02,2476564
2019-08-03,2516717
2019-08-04,2500342
2019-08-05,2527608
2019-08-06,2524130
2019-08-07,2617944
2019-08-08,2566123
2019-08-09,2594421
2019-08-10,2511455
2019-08-11,2419233
2019-08-12,2395596
2019-08-13,2329889
2019-08-14,2355725
2019-08-15,2336037
2019-08-16,2362120
2019-08-17,2366623
2019-08-18,2438492
2019-08-19,2501730
2019-08-20,2523110
2019-08-21,2531230
2019-08-22,2609163
2019-08-23,2622909
2019-08-24,2705780
2019-08-24,2705780
2019-08-25,2832614
2019-08-25,2832614
2019-08-26,2803600
2019-08-26,2803600
2019-08-27,2919166
2019-08-27,2919166
2019-08-28,2984208
2019-08-29,3007574
2019-08-30,2961039
2019-08-31,2950428
2019-09-01,2920286
2019-09-02,2913149
2019-09-03,2845207
2019-09-04,2838380
2019-09-05,2815992
2019-09-06,2794805
2019-09-07,2822145
2019-09-08,2787698
2019-09-09,2774509
2019-09-10,2757683
2019-09-11,2741153
2019-09-12,2722098
2019-09-13,2683942
2019-09-14,2644088
2019-09-15,2615600
2019-09-16,2561024
2019-09-17,2561263
2019-09-18,2562985
2019-09-19,2493355
2019-09-20,2455998
2019-09-21,2473713
2019-09-22,2467145
2019-09-23,2453827
2019-09-24,2467980
2019-09-25,2426458
2019-09-26,2451218
2019-09-27,2513867
2019-09-28,2439382
2019-09-29,2480184
2019-09-30,2450314
2019-10-01,2481741
2019-10-02,2471805
2019-10-03,2476943
2019-10-04,2568770
2019-10-05,2495164
2019-10-06,2399061
2019-10-07,2427514
2019-10-08,2459598
2019-10-09,2485441
2019-10-10,2489523
2019-10-11,2533568
2019-10-12,2509618
2019-10-13,2506461
2019-10-14,2466748
2019-10-15,2500899
2019-10-16,2490756
2019-10-17,2480109
2019-10-18,2508922
2019-10-19,2476247
2019-10-20,2480764
2019-10-21,2461695
2019-10-22,2434443
2019-10-23,2405527
2019-10-24,2412153
2019-10-25,2448827
2019-10-26,2421031
2019-10-27,2395746
2019-10-28,2384291
2019-10-29,2371703
2019-10-30,2440800
2019-10-31,2408784
2019-11-01,2373845
2019-11-02,2350719
2019-11-03,2389311
2019-11-04,2393356
2019-11-05,2380157
2019-11-06,2384912
2019-11-07,2390293
2019-11-08,2360385
2019-11-09,2346885
2019-11-10,2329684
2019-11-11,2301182
2019-11-12,2314360
2019-11-13,2335540
2019-11-14,2344514
2019-11-15,2320556
2019-11-16,2408881
2019-11-17,2412029
2019-11-18,2489561
2019-11-19,2504611
2019-11-20,2611592
2019-11-21,2680705
2019-11-22,2781468
2019-11-23,2743291
2019-11-24,2698589
2019-11-25,2630840
2019-11-26,2625680
2019-11-27,2599148
2019-11-28,2552618
2019-11-29,2520661
2019-11-30,2481881
2019-12-01,2455724
2019-12-02,2477045
2019-12-03,2447192
2019-12-04,2424674
2019-12-05,2408519
2019-12-06,2408327
2019-12-07,2415345
2019-12-08,2373015
2019-12-09,2412746
2019-12-10,2423471
2019-12-11,2371863
2019-12-12,2358315
2019-12-13,2371574
2019-12-14,2352936
2019-12-15,2333633
2019-12-16,2298735
2019-12-17,2258870
2019-12-18,2227956
2019-12-19,2213298
2019-12-20,2205811
2019-12-21,2267710
2019-12-22,2365262
2019-12-23,2345067
2019-12-24,2328154
2019-12-25,2312479
2019-12-26,2336484
2019-12-27,2316562
2019-12-28,2307696
2019-12-29,2298037
2019-12-30,2276751
2019-12-31,2291414
2020-01-01,2310191
2020-01-02,2287485
2020-01-03,2289947
2020-01-04,2286330
2020-01-05,2256012
2020-01-06,2243665
2020-01-07,2224567
2020-01-08,2192905
2020-01-09,2229522
2020-01-10,2193148
2020-01-11,2180359
2020-01-12,2156135
2020-01-13,2121727
2020-01-14,2143495
2020-01-15,2162598
2020-01-16,2201661
2020-01-17,2190147
2020-01-18,2187107
2020-01-19,2161243
2020-01-20,2161695
2020-01-21,2157495
2020-01-22,2175889
2020-01-23,2143887
2020-01-24,2103075
2020-01-25,2083231
2020-01-26,2068700
2020-01-27,2039982
2020-01-28,2031252
2020-01-29,1995635
2020-01-30,2000881
2020-01-31,1979751
2020-02-01,1936120
2020-02-02,1948828
2020-02-03,1927601
2020-02-04,1916484
2020-02-05,1895826
2020-02-06,1867474
2020-02-07,1896894
2020-02-08,1875191
2020-02-09,1853621
2020-02-10,1856217
2020-02-11,1895005
2020-02-12,1942040
2020-02-13,1926648
2020-02-14,1993212
2020-02-15,1972704
2020-02-16,2008376
2020-02-17,2023798
2020-02-18,2005851
2020-02-19,1991469
2020-02-20,1966499
2020-02-21,1967067
2020-02-22,1979000
2020-02-23,2038270
2020-02-24,2005699
2020-02-25,1987598
2020-02-26,1995963
2020-02-27,2005530
2020-02-28,1979959
2020-02-29,1945332
2020-03-01,1935992
2020-03-02,1929076
2020-03-03,1936271
2020-03-04,1960020
2020-03-05,1962388
2020-03-06,1971247
2020-03-07,2017780
2020-03-08,2083701
2020-03-09,2111726
2020-03-10,2199766
2020-03-11,2299925
2020-03-12,2280895
2020-03-13,2268737
2020-03-14,2271156
2020-03-15,2291668
2020-03-16,2283292
2020-03-17,2275137
2020-03-18,2353963
2020-03-19,2319231
2020-03-20,2316340
2020-03-21,2396144
2020-03-22,2380057
2020-03-23,2486578
2020-03-24,2584941
2020-03-25,2602391
2020-03-26,2589557
2020-03-27,2558653
2020-03-28,2551014
2020-03-29,2512802
2020-03-30,2492393
2020-03-31,2487688
2020-04-01,2477528
2020-04-02,2477614
2020-04-03,2512410
2020-04-04,2482607
2020-04-05,2452171
2020-04-06,2431735
2020-04-07,2449960
2020-04-08,2447581
2020-04-09,2453123
2020-04-10,2475689
2020-04-11,2466057
2020-04-12,2456346
2020-04-13,2476762
2020-04-14,2503963
2020-04-15,2475015
2020-04-16,2512024
2020-04-17,2477966
2020-04-18,2469181
2020-04-19,2467564
2020-04-20,2444693
2020-04-21,2451355
2020-04-22,2437309
2020-04-23,2422779
2020-04-24,2407851
2020-04-25,2363442
2020-04-26,2354286
2020-04-27,2330282
2020-04-28,2354972
2020-04-29,2356647
2020-04-30,2341836
2020-05-01,2343680
2020-05-02,2339483
2020-05-03,2310587
2020-05-04,2285369
2020-05-05,2299832
2020-05-06,2293598
2020-05-07,2245909
2020-05-08,2264034
2020-05-09,2279228
2020-05-10,2336208
2020-05-11,2345403
2020-05-12,2328591
2020-05-13,2371914
