date_obj,Mind%20talisman price
2015-11-03,105
2015-11-04,107
2015-11-05,107
2015-11-06,107
2015-11-07,106
2015-11-08,106
2015-11-09,107
2015-11-10,107
2015-11-11,103
2015-11-12,103
2015-11-13,100
2015-11-14,100
2015-11-15,95
2015-11-16,95
2015-11-17,91
2015-11-18,91
2015-11-19,89
2015-11-20,89
2015-11-21,89
2015-11-22,89
2015-11-23,89
2015-11-24,89
2015-11-25,89
2015-11-26,89
2015-11-27,87
2015-11-28,87
2015-11-29,87
2015-11-30,87
2015-12-01,92
2015-12-02,92
2015-12-03,89
2015-12-04,89
2015-12-05,87
2015-12-06,85
2015-12-07,85
2015-12-08,87
2015-12-09,92
2015-12-10,92
2015-12-11,95
2015-12-12,95
2015-12-13,98
2015-12-14,98
2015-12-15,98
2015-12-16,98
2015-12-17,96
2015-12-18,96
2015-12-19,93
2015-12-20,93
2015-12-21,91
2015-12-22,91
2015-12-23,92
2015-12-24,92
2015-12-25,89
2015-12-26,89
2015-12-27,88
2015-12-28,88
2015-12-29,87
2015-12-30,87
2015-12-31,83
2016-01-01,83
2016-01-02,81
2016-01-03,79
2016-01-04,77
2016-01-05,77
2016-01-06,75
2016-01-07,75
2016-01-08,74
2016-01-09,74
2016-01-10,72
2016-01-11,72
2016-01-12,71
2016-01-13,71
2016-01-14,72
2016-01-15,72
2016-01-16,70
2016-01-17,70
2016-01-18,69
2016-01-19,69
2016-01-20,69
2016-01-21,69
2016-01-22,70
2016-01-23,70
2016-01-24,71
2016-01-25,69
2016-01-26,69
2016-01-27,72
2016-01-28,72
2016-01-29,76
2016-01-30,76
2016-01-31,80
2016-02-01,80
2016-02-02,81
2016-02-03,81
2016-02-04,86
2016-02-05,86
2016-02-06,91
2016-02-07,91
2016-02-08,96
2016-02-09,96
2016-02-10,101
2016-02-11,101
2016-02-12,107
2016-02-13,113
2016-02-14,113
2016-02-15,119
2016-02-16,119
2016-02-17,125
2016-02-18,125
2016-02-19,132
2016-02-20,132
2016-02-21,139
2016-02-22,139
2016-02-23,146
2016-02-24,146
2016-02-25,154
2016-02-26,154
2016-02-27,162
2016-02-28,162
2016-02-29,171
2016-03-01,180
2016-03-02,180
2016-03-03,189
2016-03-04,189
2016-03-05,199
2016-03-06,209
2016-03-07,209
2016-03-08,220
2016-03-09,231
2016-03-10,243
2016-03-11,243
2016-03-12,256
2016-03-13,256
2016-03-14,269
2016-03-15,269
2016-03-16,283
2016-03-17,283
2016-03-18,298
2016-03-19,298
2016-03-20,313
2016-03-21,313
2016-03-22,329
2016-03-23,346
2016-03-24,346
2016-03-25,345
2016-03-26,331
2016-03-27,331
2016-03-28,323
2016-03-29,310
2016-03-30,310
2016-03-31,301
2016-04-01,301
2016-04-02,286
2016-04-03,272
2016-04-04,272
2016-04-05,265
2016-04-06,263
2016-04-07,263
2016-04-08,267
2016-04-09,278
2016-04-10,284
2016-04-11,284
2016-04-12,286
2016-04-13,286
2016-04-14,278
2016-04-15,283
2016-04-16,283
2016-04-17,276
2016-04-18,277
2016-04-19,277
2016-04-20,275
2016-04-21,275
2016-04-22,262
2016-04-23,263
2016-04-24,264
2016-04-25,269
2016-04-26,269
2016-04-27,270
2016-04-28,270
2016-04-29,260
2016-04-30,249
2016-05-01,249
2016-05-02,239
2016-05-03,228
2016-05-04,228
2016-05-05,218
2016-05-06,218
2016-05-07,226
2016-05-08,226
2016-05-09,233
2016-05-10,226
2016-05-11,226
2016-05-12,216
2016-05-13,227
2016-05-14,227
2016-05-15,237
2016-05-16,237
2016-05-17,247
2016-05-18,256
2016-05-19,256
2016-05-22,236
2016-05-23,233
2016-05-24,243
2016-05-25,243
2016-05-26,250
2016-05-27,263
2016-05-28,263
2016-05-29,277
2016-05-30,277
2016-05-31,280
2016-06-01,267
2016-06-02,267
2016-06-03,253
2016-06-04,241
2016-06-05,231
2016-06-06,225
2016-06-07,225
2016-06-08,220
2016-06-09,214
2016-06-10,205
2016-06-11,205
2016-06-12,206
2016-06-13,206
2016-06-14,216
2016-06-15,216
2016-06-16,219
2016-06-17,230
2016-06-18,230
2016-06-19,231
2016-06-20,231
2016-06-21,220
2016-06-22,210
2016-06-23,201
2016-06-24,201
2016-06-25,193
2016-06-26,193
2016-06-27,186
2016-06-28,192
2016-06-29,202
2016-06-30,213
2016-07-01,212
2016-07-02,212
2016-07-03,216
2016-07-04,214
2016-07-05,214
2016-07-06,223
2016-07-07,223
2016-07-08,233
2016-07-09,228
2016-07-10,238
2016-07-11,241
2016-07-12,241
2016-07-13,251
2016-07-14,251
2016-07-15,251
2016-07-16,245
2016-07-17,245
2016-07-18,235
2016-07-23,223
2016-07-24,218
2016-07-25,218
2016-07-26,210
2016-07-27,210
2016-07-28,215
2016-07-29,206
2016-07-30,195
2016-07-31,195
2016-08-01,185
2016-08-02,175
2016-08-03,175
2016-08-04,176
2016-08-05,176
2016-08-06,174
2016-08-07,170
2016-08-08,170
2016-08-09,163
2016-08-10,163
2016-08-11,158
2016-08-12,158
2016-08-13,151
2016-08-14,151
2016-08-15,145
2016-08-16,145
2016-08-17,152
2016-08-18,152
2016-08-19,158
2016-08-20,158
2016-08-21,163
2016-08-22,163
2016-08-23,171
2016-08-24,171
2016-08-25,180
2016-08-26,180
2016-08-28,189
2016-08-31,209
2016-09-01,220
2016-09-02,220
2016-09-03,231
2016-09-04,231
2016-09-05,243
2016-09-06,243
2016-09-07,256
2016-09-08,256
2016-09-09,256
2016-09-10,269
2016-09-11,269
2016-09-12,281
2016-09-13,281
2016-09-14,288
2016-09-15,288
2016-09-16,294
2016-09-17,294
2016-09-18,309
2016-09-19,309
2016-09-20,325
2016-09-21,325
2016-09-22,342
2016-09-23,342
2016-09-24,342
2016-09-25,359
2016-09-26,359
2016-09-27,377
2016-09-28,377
2016-09-29,396
2016-09-30,396
2016-10-01,393
2016-10-02,393
2016-10-03,393
2016-10-04,413
2016-10-05,413
2016-10-06,432
2016-10-07,432
2016-10-08,435
2016-10-09,435
2016-10-10,454
2016-10-11,454
2016-10-12,456
2016-10-13,456
2016-10-14,437
2016-10-15,437
2016-10-16,424
2016-10-17,405
2016-10-18,405
2016-10-19,392
2016-10-20,392
2016-10-21,376
2016-10-22,376
2016-10-23,358
2016-10-24,341
2016-10-25,341
2016-10-26,323
2016-10-27,323
2016-10-28,310
2016-10-29,297
2016-10-30,297
2016-10-31,305
2016-11-01,305
2016-11-02,310
2016-11-03,310
2016-11-04,310
2016-11-05,310
2016-11-06,315
2016-11-07,315
2016-11-08,329
2016-11-09,329
2016-11-10,317
2016-11-11,317
2016-11-12,305
2016-11-13,305
2016-11-14,308
2016-12-07,332
2016-12-08,331
2016-12-09,331
2016-12-10,339
2016-12-11,355
2016-12-12,355
2016-12-13,362
2016-12-14,381
2016-12-15,381
2016-12-16,401
2016-12-17,422
2016-12-18,422
2016-12-19,444
2016-12-20,467
2016-12-21,491
2016-12-22,491
2016-12-23,516
2016-12-24,516
2016-12-25,532
2016-12-26,532
2016-12-27,536
2016-12-28,537
2016-12-29,533
2016-12-30,531
2016-12-31,531
2017-01-01,540
2017-01-02,563
2017-01-03,563
2017-01-04,561
2017-01-05,561
2017-01-06,562
2017-01-07,533
2017-01-08,530
2017-01-09,531
2017-01-10,531
2017-01-11,533
2017-01-12,527
2017-01-13,527
2017-01-14,529
2017-01-15,539
2017-01-16,533
2017-01-17,527
2017-01-18,527
2017-01-19,527
2017-01-20,526
2017-01-21,532
2017-01-22,532
2017-01-27,570
2017-01-28,548
2017-01-29,550
2017-01-30,550
2017-01-31,574
2017-02-01,603
2017-02-02,634
2017-02-03,666
2017-02-04,700
2017-02-05,704
2017-02-06,671
2017-02-07,642
2017-02-08,648
2017-02-09,648
2017-02-10,622
2017-02-11,628
2017-02-12,628
2017-02-13,597
2017-02-14,567
2017-02-15,567
2017-02-16,538
2017-02-18,511
2017-02-19,485
2017-02-20,464
2017-02-21,442
2017-02-22,420
2017-02-23,400
2017-02-24,382
2017-02-25,363
2017-02-26,363
2017-02-27,346
2017-02-28,329
2017-03-01,313
2017-03-02,300
2017-03-03,300
2017-03-04,285
2017-03-05,273
2017-03-06,281
2017-03-07,281
2017-03-08,296
2017-03-09,296
2017-03-10,311
2017-03-11,327
2017-03-12,329
2017-03-13,339
2017-03-14,346
2017-03-15,345
2017-03-16,345
2017-03-17,353
2017-03-18,353
2017-03-19,352
2017-03-20,342
2017-03-21,351
2017-03-22,351
2017-03-23,334
2017-03-24,338
2017-03-25,338
2017-03-26,322
2017-03-27,320
2017-03-28,320
2017-03-29,317
2017-03-30,317
2017-03-31,320
2017-04-01,320
2017-04-02,335
2017-04-03,340
2017-04-04,340
2017-04-12,362
2017-04-13,355
2017-04-14,355
2017-04-15,355
2017-04-16,347
2017-04-17,345
2017-04-18,345
2017-04-19,334
2017-04-20,334
2017-04-21,322
2017-04-22,322
2017-04-23,310
2017-04-24,314
2017-04-25,310
2017-04-26,310
2017-04-27,307
2017-04-28,307
2017-04-29,311
2017-04-30,313
2017-05-01,313
2017-05-02,311
2017-05-03,311
2017-05-04,322
2017-05-05,339
2017-05-06,339
2017-05-07,356
2017-05-08,356
2017-05-09,374
2017-05-10,374
2017-05-11,393
2017-05-12,413
2017-05-13,432
2017-05-14,432
2017-05-15,452
2017-05-16,468
2017-05-17,468
2017-05-18,470
2017-05-19,470
2017-05-20,469
2017-05-21,469
2017-05-22,483
2017-05-23,483
2017-05-24,467
2017-05-25,467
2017-05-26,444
2017-05-27,423
2017-05-28,423
2017-05-29,402
2017-05-30,402
2017-05-31,402
2017-06-01,383
2017-06-02,371
2017-06-03,371
2017-06-06,353
2017-06-07,350
2017-06-08,350
2017-06-09,356
2017-06-10,363
2017-06-11,352
2017-06-12,352
2017-06-13,342
2017-06-14,344
2017-06-15,344
2017-06-16,335
2017-06-17,335
2017-06-18,341
2017-06-19,341
2017-06-20,324
2017-06-21,341
2017-06-22,341
2017-06-23,348
2017-06-24,350
2017-06-25,366
2017-06-26,366
2017-06-27,351
2017-06-28,351
2017-06-29,344
2017-06-30,343
2017-07-01,343
2017-07-02,329
2017-07-03,335
2017-07-04,318
2017-07-05,318
2017-07-06,321
2017-07-07,321
2017-07-08,337
2017-07-13,344
2017-07-14,347
2017-07-15,347
2017-07-16,365
2017-07-17,384
2017-07-18,384
2017-07-19,404
2017-07-20,425
2017-07-21,447
2017-07-22,455
2017-07-23,460
2017-07-24,460
2017-07-25,469
2017-07-26,459
2017-07-27,469
2017-07-28,474
2017-07-29,474
2017-07-30,481
2017-07-31,481
2017-08-01,488
2017-08-02,470
2017-08-03,451
2017-08-04,451
2017-08-05,429
2017-08-06,408
2017-08-09,363
2017-08-10,363
2017-08-11,362
2017-08-12,372
2017-08-13,382
2017-08-14,365
2017-08-15,352
2017-08-16,369
2017-08-17,366
2017-08-18,366
2017-08-19,378
2017-08-20,376
2017-08-21,392
2017-08-22,406
2017-08-23,418
2017-08-24,418
2017-08-25,398
2017-08-26,400
2017-08-27,419
2017-08-28,440
2017-08-29,440
2017-08-30,452
2017-08-31,474
2017-09-01,474
2017-09-02,498
2017-09-03,498
2017-09-04,523
2017-09-05,548
2017-09-06,524
2017-09-07,550
2017-09-08,550
2017-09-09,526
2017-09-10,499
2017-09-11,479
2017-09-12,479
2017-09-13,457
2017-09-14,442
2017-09-15,442
2017-09-16,425
2017-09-17,404
2017-09-19,391
2017-09-20,374
2017-09-21,372
2017-09-22,369
2017-09-23,369
2017-09-24,354
2017-09-25,337
2017-09-26,348
2017-09-27,348
2017-09-28,346
2017-09-29,339
2017-09-30,339
2017-10-01,345
2017-10-02,332
2017-10-03,332
2017-10-04,336
2017-10-05,328
2017-10-06,326
2017-10-07,332
2017-10-08,332
2017-10-09,346
2017-10-10,336
2017-10-11,336
2017-10-12,330
2017-10-13,339
2017-10-14,330
2017-10-15,330
2017-10-16,341
2017-10-17,341
2017-10-18,328
2017-10-19,327
2017-10-20,327
2017-10-21,327
2017-10-22,340
2017-10-23,345
2017-10-24,345
2017-10-25,334
2017-10-26,334
2017-10-27,332
2017-10-28,332
2017-10-29,328
2017-10-30,325
2017-10-31,332
2017-11-02,318
2017-11-03,311
2017-11-04,327
2017-11-05,344
2017-11-06,362
2017-11-07,362
2017-11-08,381
2017-11-09,401
2017-11-10,401
2017-11-11,417
2017-11-12,401
2017-11-13,395
2017-11-14,395
2017-11-15,375
2017-11-16,364
2017-11-17,355
2017-11-18,355
2017-11-19,344
2017-11-20,331
2017-11-21,315
2017-11-22,315
2017-11-23,299
2017-11-24,299
2017-11-25,284
2017-11-26,278
2017-11-27,278
2017-11-28,274
2017-11-29,261
2017-11-30,261
2017-12-01,252
2017-12-02,252
2017-12-03,260
2017-12-04,260
2017-12-05,250
2017-12-06,248
2017-12-07,238
2017-12-08,238
2017-12-09,249
2017-12-10,243
2017-12-11,243
2017-12-12,244
2017-12-14,264
2017-12-15,278
2017-12-17,292
2017-12-18,307
2017-12-19,307
2017-12-20,323
2017-12-21,340
2017-12-22,357
2017-12-23,375
2017-12-24,375
2017-12-25,374
2017-12-26,356
2017-12-27,338
2017-12-28,326
2017-12-29,310
2017-12-30,297
2017-12-31,297
2018-01-01,312
2018-01-02,328
2018-01-03,345
2018-01-04,362
2018-01-05,351
2018-01-06,340
2018-01-07,331
2018-01-08,341
2018-01-09,343
2018-01-10,343
2018-01-11,357
2018-01-12,360
2018-01-13,344
2018-01-14,352
2018-01-15,338
2018-01-16,351
2018-01-17,335
2018-01-18,321
2018-01-19,321
2018-01-20,324
2018-01-21,322
2018-01-22,323
2018-01-23,311
2018-01-25,301
2018-01-26,306
2018-01-27,302
2018-01-28,310
2018-01-29,317
2018-01-31,307
2018-02-01,310
2018-02-02,308
2018-02-03,312
2018-02-04,309
2018-02-05,320
2018-02-06,321
2018-02-07,331
2018-02-08,340
2018-02-09,327
2018-02-10,328
2018-02-11,320
2018-02-12,314
2018-02-13,320
2018-02-14,332
2018-02-15,320
2018-02-16,322
2018-02-17,325
2018-02-18,333
2018-02-19,325
2018-02-20,324
2018-02-21,319
2018-02-22,317
2018-02-23,304
2018-02-24,305
2018-02-25,308
2018-02-26,306
2018-02-27,317
2018-03-01,318
2018-03-02,320
2018-03-03,317
2018-03-04,316
2018-03-05,319
2018-03-06,322
2018-03-07,321
2018-03-08,316
2018-03-09,307
2018-03-10,306
2018-03-11,306
2018-03-12,307
2018-03-13,322
2018-03-14,306
2018-03-15,290
2018-03-16,281
2018-03-17,282
2018-03-18,273
2018-03-19,284
2018-03-20,292
2018-03-21,285
2018-03-23,287
2018-03-24,281
2018-03-26,268
2018-03-27,265
2018-03-28,264
2018-03-29,262
2018-03-30,261
2018-03-31,265
2018-04-01,279
2018-04-02,293
2018-04-03,304
2018-04-04,296
2018-04-05,283
2018-04-06,275
2018-04-07,269
2018-04-08,276
2018-04-09,286
2018-04-10,281
2018-04-11,284
2018-04-12,271
2018-04-13,258
2018-04-14,245
2018-04-15,254
2018-04-16,253
2018-04-17,258
2018-04-18,245
2018-04-19,232
2018-04-20,224
2018-04-21,227
2018-04-22,237
2018-04-23,248
2018-04-24,235
2018-04-25,223
2018-04-26,229
2018-04-27,223
2018-04-28,215
2018-04-29,211
2018-04-30,208
2018-05-01,216
2018-05-04,202
2018-05-05,207
2018-05-06,207
2018-05-07,218
2018-05-08,229
2018-05-09,225
2018-05-10,233
2018-05-11,221
2018-05-12,220
2018-05-13,218
2018-05-14,209
2018-05-15,201
2018-05-16,191
2018-05-17,185
2018-05-18,179
2018-05-19,171
2018-05-20,167
2018-05-21,172
2018-05-22,172
2018-05-23,180
2018-05-24,189
2018-05-25,199
2018-05-26,209
2018-05-27,220
2018-05-28,231
2018-05-29,243
2018-05-30,256
2018-05-31,269
2018-06-01,283
2018-06-02,298
2018-06-03,301
2018-06-04,310
2018-06-05,300
2018-06-06,290
2018-06-07,294
2018-06-08,283
2018-06-09,283
2018-06-10,295
2018-06-11,287
2018-06-12,288
2018-06-13,293
2018-06-14,287
2018-06-15,285
2018-06-16,284
2018-06-17,286
2018-06-18,286
2018-06-19,285
2018-06-20,285
2018-06-21,288
2018-06-22,285
2018-06-23,285
2018-06-24,295
2018-06-25,305
2018-06-26,310
2018-06-27,312
2018-06-28,315
2018-06-29,311
2018-06-30,312
2018-07-01,301
2018-07-02,300
2018-07-03,294
2018-07-04,288
2018-07-05,273
2018-07-06,262
2018-07-07,249
2018-07-08,256
2018-07-09,269
2018-07-10,283
2018-07-11,298
2018-07-12,313
2018-07-13,309
2018-07-14,313
2018-07-15,304
2018-07-16,289
2018-07-17,292
2018-07-18,277
2018-07-19,271
2018-07-20,258
2018-07-21,252
2018-07-22,240
2018-07-23,243
2018-07-24,254
2018-07-25,264
2018-07-26,267
2018-07-27,260
2018-07-28,247
2018-07-29,240
2018-07-30,234
2018-07-31,243
2018-08-01,256
2018-08-02,262
2018-08-03,252
2018-08-04,247
2018-08-05,246
2018-08-06,243
2018-08-07,247
2018-08-08,259
2018-08-09,272
2018-08-10,284
2018-08-11,284
2018-08-12,289
2018-08-14,283
2018-08-16,313
2018-08-17,329
2018-08-18,346
2018-08-19,357
2018-08-20,356
2018-08-21,354
2018-08-22,372
2018-08-23,391
2018-08-24,411
2018-08-25,432
2018-08-26,454
2018-08-27,477
2018-08-28,479
2018-08-29,479
2018-08-30,492
2018-08-31,509
2018-09-01,535
2018-09-02,562
2018-09-03,588
2018-09-04,597
2018-09-05,600
2018-09-06,613
2018-09-07,608
2018-09-08,597
2018-09-09,608
2018-09-10,634
2018-09-11,666
2018-09-12,700
2018-09-13,735
2018-09-14,772
2018-09-15,811
2018-09-16,852
2018-09-17,895
2018-09-18,940
2018-09-19,987
2018-09-20,1037
2018-09-21,1064
2018-09-22,1042
2018-09-23,1095
2018-09-24,1150
2018-09-25,1208
2018-09-26,1266
2018-09-27,1308
2018-09-28,1261
2018-09-29,1197
2018-09-30,1137
2018-10-02,1056
2018-10-03,1003
2018-10-04,952
2018-10-05,904
2018-10-06,860
2018-10-07,817
2018-10-08,776
2018-10-09,810
2018-10-10,845
2018-10-11,888
2018-10-12,933
2018-10-13,978
2018-10-14,1027
2018-10-15,1059
2018-10-16,1051
2018-10-17,998
2018-10-18,954
2018-10-19,906
2018-10-20,881
2018-10-21,850
2018-10-22,807
2018-10-23,768
2018-10-24,729
2018-10-25,692
2018-10-26,657
2018-10-27,624
2018-10-28,592
2018-10-29,562
2018-10-30,533
2018-10-31,506
2018-11-01,483
2018-11-03,472
2018-11-04,468
2018-11-05,452
2018-11-06,440
2018-11-07,455
2018-11-08,438
2018-11-09,417
2018-11-10,396
2018-11-11,376
2018-11-12,357
2018-11-13,339
2018-11-14,322
2018-11-15,305
2018-11-16,293
2018-11-17,278
2018-11-18,272
2018-11-19,258
2018-11-20,250
2018-11-21,262
2018-11-22,276
2018-11-23,290
2018-11-24,305
2018-11-25,316
2018-11-26,328
2018-11-27,313
2018-11-28,298
2018-11-29,305
2018-12-01,328
2018-12-02,314
2018-12-03,298
2018-12-04,283
2018-12-05,268
2018-12-07,241
2018-12-09,222
2018-12-10,215
2018-12-11,223
2018-12-12,231
2018-12-13,243
2018-12-14,254
2018-12-15,257
2018-12-16,255
2018-12-17,259
2018-12-18,256
2018-12-19,256
2018-12-20,245
2018-12-21,244
2018-12-22,239
2018-12-23,235
2018-12-24,232
2018-12-25,224
2018-12-26,221
2018-12-27,228
2018-12-28,231
2018-12-29,222
2018-12-30,231
2018-12-31,243
2019-01-01,246
2019-01-02,246
2019-01-03,251
2019-01-04,252
2019-01-05,254
2019-01-06,266
2019-01-08,294
2019-01-10,325
2019-01-11,342
2019-01-12,360
2019-01-13,378
2019-01-14,397
2019-01-15,417
2019-01-16,438
2019-01-17,460
2019-01-18,483
2019-01-19,508
2019-01-20,534
2019-01-21,561
2019-01-22,590
2019-01-23,620
2019-01-24,651
2019-01-25,684
2019-01-26,719
2019-01-28,793
2019-01-29,833
2019-01-30,875
2019-01-31,919
2019-02-01,965
2019-02-02,1014
2019-02-03,1065
2019-02-04,1119
2019-02-05,1175
2019-02-06,1234
2019-02-07,1296
2019-02-08,1361
2019-02-09,1430
2019-02-10,1502
2019-02-11,1578
2019-02-12,1657
2019-02-13,1740
2019-02-14,1827
2019-02-15,1919
2019-02-16,2015
2019-02-17,2116
2019-02-18,2222
2019-02-19,2334
2019-02-20,2451
2019-02-21,2574
2019-02-22,2703
2019-02-23,2839
2019-02-24,2981
2019-02-25,3131
2019-02-26,3288
2019-02-27,3453
2019-02-28,3605
2019-03-01,3786
2019-03-02,3976
2019-03-03,4163
2019-03-04,4362
2019-03-05,4389
2019-03-06,4246
2019-03-07,4257
2019-03-08,4275
2019-03-09,4163
2019-03-10,4236
2019-03-11,4333
2019-03-12,4258
2019-03-13,4127
2019-03-14,4114
2019-03-15,3975
2019-03-16,3776
2019-03-17,3593
2019-03-18,3413
2019-03-19,3242
2019-03-20,3079
2019-03-21,2933
2019-03-22,2898
2019-03-23,2753
2019-03-24,2634
2019-03-25,2526
2019-03-26,2417
2019-03-27,2319
2019-03-28,2278
2019-03-29,2190
2019-03-30,2080
2019-03-31,1991
2019-04-01,1924
2019-04-02,1875
2019-04-03,1962
2019-04-04,2032
2019-04-05,2134
2019-04-06,2241
2019-04-07,2354
2019-04-08,2472
2019-04-09,2596
2019-04-10,2725
2019-04-11,2828
2019-04-12,2762
2019-04-13,2691
2019-04-14,2637
2019-04-15,2662
2019-04-16,2648
2019-04-17,2780
2019-04-18,2907
2019-04-19,2878
2019-04-20,2800
2019-04-21,2850
2019-04-22,2993
2019-04-23,3120
2019-04-24,3276
2019-04-25,3440
2019-04-26,3406
2019-04-27,3235
2019-04-28,3073
2019-04-29,2949
2019-04-30,2872
2019-05-01,2739
2019-05-02,2697
2019-05-03,2736
2019-05-04,2873
2019-05-05,3017
2019-05-06,3168
2019-05-07,3327
2019-05-08,3494
2019-05-09,3669
2019-05-10,3824
2019-05-11,3686
2019-05-12,3700
2019-05-13,3688
2019-05-14,3693
2019-05-15,3792
2019-05-16,3851
2019-05-17,3749
2019-05-18,3678
2019-05-19,3571
2019-05-20,3487
2019-05-21,3580
2019-05-22,3505
2019-05-23,3524
2019-05-24,3404
2019-05-25,3454
2019-05-26,3428
2019-05-27,3420
2019-05-28,3319
2019-05-29,3304
2019-05-30,3341
2019-05-31,3265
2019-06-01,3206
2019-06-02,3199
2019-06-03,3097
2019-06-04,3089
2019-06-05,2969
2019-06-06,2887
2019-06-07,2778
2019-06-08,2695
2019-06-09,2780
2019-06-10,2659
2019-06-11,2612
2019-06-12,2493
2019-06-13,2494
2019-06-14,2433
2019-06-15,2404
2019-06-16,2322
2019-06-17,2363
2019-06-18,2340
2019-06-19,2272
2019-06-20,2256
2019-06-21,2301
2019-06-22,2322
2019-06-23,2243
2019-06-24,2223
2019-06-25,2251
2019-06-26,2325
2019-06-27,2442
2019-06-28,2565
2019-06-29,2643
2019-06-30,2773
2019-07-01,2787
2019-07-02,2906
2019-07-03,3036
2019-07-04,2994
2019-07-05,3022
2019-07-06,3108
2019-07-07,3137
2019-07-08,3101
2019-07-09,3138
2019-07-10,3119
2019-07-11,3165
2019-07-12,3157
2019-07-13,3129
2019-07-14,3231
2019-07-15,3216
2019-07-16,3314
2019-07-17,3428
2019-07-18,3419
2019-07-19,3324
2019-07-20,3323
2019-07-21,3323
2019-07-22,3370
2019-07-23,3380
2019-07-24,3211
2019-07-25,3060
2019-07-26,2985
2019-07-27,2965
2019-07-28,2978
2019-07-29,2915
2019-07-30,2882
2019-07-31,2781
2019-08-01,2848
2019-08-02,2835
2019-08-03,2906
2019-08-04,3040
2019-08-05,3192
2019-08-06,3301
2019-08-07,3298
2019-08-08,3281
2019-08-09,3314
2019-08-10,3278
2019-08-11,3176
2019-08-12,3061
2019-08-13,3210
2019-08-14,3216
2019-08-15,3102
2019-08-16,2955
