date_obj,Proselyte%20tasset price
2015-03-26,37116
2015-03-27,37116
2015-03-28,37116
2015-03-29,37116
2015-03-30,37116
2015-03-31,37116
2015-04-01,37116
2015-04-02,37116
2015-04-03,37116
2015-04-04,35285
2015-04-05,35285
2015-04-06,35285
2015-04-07,35285
2015-04-08,35285
2015-04-09,35285
2015-04-10,35285
2015-04-11,35285
2015-04-12,35285
2015-04-13,35285
2015-04-14,35285
2015-04-15,35285
2015-04-16,35285
2015-04-17,33538
2015-04-18,33538
2015-04-19,33538
2015-04-20,33538
2015-04-21,33538
2015-04-22,33538
2015-04-23,33538
2015-04-24,33538
2015-04-25,33538
2015-04-26,33538
2015-04-27,33538
2015-04-28,33538
2015-04-29,33538
2015-04-30,33538
2015-05-01,31884
2015-05-02,31884
2015-05-03,31884
2015-05-04,31884
2015-05-05,31884
2015-05-06,31884
2015-05-07,31884
2015-05-08,31884
2015-05-09,31884
2015-05-10,31884
2015-05-11,31884
2015-05-12,31884
2015-05-13,31884
2015-05-14,30308
2015-05-15,30308
2015-05-16,30308
2015-05-17,30308
2015-05-18,30308
2015-05-19,30308
2015-05-20,30308
2015-05-21,30308
2015-05-22,30308
2015-05-23,30308
2015-05-24,30308
2015-05-25,30308
2015-05-26,30308
2015-05-27,28806
2015-05-28,28806
2015-05-29,28806
2015-05-30,28806
2015-05-31,28806
2015-06-01,28806
2015-06-02,28806
2015-06-03,27389
2015-06-04,27389
2015-06-05,27389
2015-06-06,27389
2015-06-07,27389
2015-06-08,27389
2015-06-09,27389
2015-06-10,26054
2015-06-11,26054
2015-06-12,26054
2015-06-13,26054
2015-06-14,26054
2015-06-15,26054
2015-06-16,26054
2015-06-17,26054
2015-06-18,24782
2015-06-19,24782
2015-06-20,24782
2015-06-21,24782
2015-06-22,24782
2015-06-23,24782
2015-06-24,24782
2015-06-25,23594
2015-06-26,23594
2015-06-27,23594
2015-06-28,23594
2015-06-29,23594
2015-06-30,23594
2015-07-01,23594
2015-07-02,23594
2015-07-03,22435
2015-07-04,22435
2015-07-05,22435
2015-07-06,22435
2015-07-07,22435
2015-07-08,22435
2015-07-09,22435
2015-07-10,22435
2015-07-11,22435
2015-07-12,21335
2015-07-13,21335
2015-07-14,21335
2015-07-15,21335
2015-07-16,21335
2015-07-17,21335
2015-07-18,21335
2015-07-19,21335
2015-07-20,20285
2015-07-21,20285
2015-07-22,20285
2015-07-23,20285
2015-07-24,20285
2015-07-25,20285
2015-07-26,20285
2015-07-27,20285
2015-07-28,20285
2015-07-29,19306
2015-07-30,19306
2015-07-31,19306
2015-08-01,19306
2015-08-02,19306
2015-08-03,19306
2015-08-04,19306
2015-08-05,19306
2015-08-06,18378
2015-08-07,18378
2015-08-08,18378
2015-08-09,18378
2015-08-10,18378
2015-08-11,18378
2015-08-12,18378
2015-08-13,17493
2015-08-14,17493
2015-08-15,17493
2015-08-16,17493
2015-08-17,17493
2015-08-18,17493
2015-08-19,16650
2015-08-20,16650
2015-08-21,16650
2015-08-22,16650
2015-08-23,16650
2015-08-24,16650
2015-08-25,16650
2015-08-26,16650
2015-08-27,15855
2015-08-28,15855
2015-08-29,15855
2015-08-30,15855
2015-08-31,15855
2015-09-01,15855
2015-09-02,15855
2015-09-03,15855
2015-09-04,15094
2015-09-05,15094
2015-09-06,15094
2015-09-07,15094
2015-09-08,15094
2015-09-09,15094
2015-09-10,15094
2015-09-11,15094
2015-09-12,14352
2015-09-13,14352
2015-09-14,14352
2015-09-15,14352
2015-09-16,14352
2015-09-17,14352
2015-09-18,13703
2015-09-19,13703
2015-09-20,13703
2015-09-21,13703
2015-09-22,13703
2015-09-23,13703
2015-09-24,13703
2015-09-25,13703
2015-09-27,13024
2015-09-28,13024
2015-09-29,13024
2015-09-30,13024
2015-10-05,12421
2015-10-06,12421
2015-10-07,12421
2015-10-08,12421
2015-10-09,12421
2015-10-10,12421
2015-10-11,12421
2015-10-12,11806
2015-10-13,11806
2015-10-14,11806
2015-10-15,11806
2015-10-16,11806
2015-10-17,11806
2015-10-18,11806
2015-10-19,11806
2015-10-20,11228
2015-10-22,11228
2015-10-23,11228
2015-10-24,11228
2015-10-25,11228
2015-10-26,11228
2015-10-27,11228
2015-10-29,10750
2015-10-30,10750
2015-10-31,10750
2015-11-01,10750
2015-11-02,10750
2015-11-03,10750
2015-11-04,10750
2015-11-05,10750
2015-11-06,10750
2015-11-07,10451
2015-11-08,10451
2015-11-09,10451
2015-11-10,10451
2015-11-11,10451
2015-11-12,10451
2015-11-13,10451
2015-11-14,10451
2015-11-15,10451
2015-11-16,10451
2015-11-17,10451
2015-11-18,10451
2015-11-19,9952
2015-11-20,9952
2015-11-21,9952
2015-11-22,9952
2015-11-23,9952
2015-11-24,9952
2015-11-25,9952
2015-11-26,9952
2015-11-27,9952
2015-11-28,9564
2015-11-29,9564
2015-11-30,9564
2015-12-01,9564
2015-12-02,9564
2015-12-03,9564
2015-12-04,9564
2015-12-05,9564
2015-12-06,9564
2015-12-07,9101
2015-12-08,9101
2015-12-09,9101
2015-12-10,9101
2015-12-11,9101
2015-12-12,9101
2015-12-13,9101
2015-12-14,9101
2015-12-15,9101
2015-12-16,8828
2015-12-17,8828
2015-12-18,8828
2015-12-19,8828
2015-12-20,8828
2015-12-21,8828
2015-12-22,8828
2015-12-23,8828
2015-12-24,8741
2015-12-25,8741
2015-12-26,8741
2015-12-27,8741
2015-12-28,8741
2015-12-29,8741
2015-12-30,8661
2015-12-31,8661
2016-01-01,8661
2016-01-02,8661
2016-01-03,8661
2016-01-04,8661
2016-01-05,8661
2016-01-06,8654
2016-01-07,8654
2016-01-08,8654
2016-01-09,8654
2016-01-10,8654
2016-01-11,8654
2016-01-12,8654
2016-01-13,8654
2016-01-14,8489
2016-01-15,8489
2016-01-16,8489
2016-01-17,8489
2016-01-18,8489
2016-01-19,8489
2016-01-20,8489
2016-01-21,8465
2016-01-22,8465
2016-01-23,8465
2016-01-24,8465
2016-01-25,8465
2016-01-26,8465
2016-01-27,8465
2016-01-28,8465
2016-01-29,8354
2016-01-30,8354
2016-01-31,8354
2016-02-01,8354
2016-02-02,8354
2016-02-03,8354
2016-02-04,8354
2016-02-05,8354
2016-02-06,8079
2016-02-07,8079
2016-02-08,8079
2016-02-09,8079
2016-02-10,8079
2016-02-11,8079
2016-02-12,8079
2016-02-13,7815
2016-02-14,7815
2016-02-15,7815
2016-02-16,7815
2016-02-17,7815
2016-02-18,7815
2016-02-19,7815
2016-02-20,7815
2016-02-21,7725
2016-02-22,7725
2016-02-23,7725
2016-02-24,7725
2016-02-25,7725
2016-02-26,7725
2016-02-27,7725
2016-02-28,7710
2016-02-29,7710
2016-03-01,7710
2016-03-02,7710
2016-03-03,7710
2016-03-04,7710
2016-03-05,7710
2016-03-06,7764
2016-03-07,7764
2016-03-08,7764
2016-03-09,7764
2016-03-10,7764
2016-03-11,7764
2016-03-12,7764
2016-03-13,7764
2016-03-14,7752
2016-03-15,7752
2016-03-16,7752
2016-03-17,7752
2016-03-18,7752
2016-03-19,7752
2016-03-20,7752
2016-03-21,7708
2016-03-22,7708
2016-03-23,7708
2016-03-24,7708
2016-03-25,7708
2016-03-26,7708
2016-03-27,7708
2016-03-28,7555
2016-03-29,7555
2016-03-30,7555
2016-03-31,7555
2016-04-01,7555
2016-04-02,7555
2016-04-03,7555
2016-04-04,7555
2016-04-05,7555
2016-04-06,7575
2016-04-07,7575
2016-04-08,7575
2016-04-09,7575
2016-04-10,7575
2016-04-11,7575
2016-04-12,7575
2016-04-13,7575
2016-04-14,7517
2016-04-15,7517
2016-04-16,7517
2016-04-17,7517
2016-04-18,7517
2016-04-19,7517
2016-04-20,7477
2016-04-21,7477
2016-04-22,7477
2016-04-23,7477
2016-04-24,7477
2016-04-25,7477
2016-04-26,7477
2016-04-27,7412
2016-04-28,7412
2016-04-29,7412
2016-04-30,7412
2016-05-01,7412
2016-05-02,7412
2016-05-03,7412
2016-05-04,7321
2016-05-05,7321
2016-05-06,7321
2016-05-07,7321
2016-05-08,7321
2016-05-09,7321
2016-05-10,7321
2016-05-11,7209
2016-05-12,7209
2016-05-13,7209
2016-05-14,7209
2016-05-15,7209
2016-05-16,7209
2016-05-17,7209
2016-05-18,7095
2016-05-19,7095
2016-05-22,7095
2016-05-23,7095
2016-05-24,7095
2016-05-25,6877
2016-05-26,6877
2016-05-27,6877
2016-05-28,6877
2016-05-29,6877
2016-05-30,6877
2016-05-31,6877
2016-06-01,6794
2016-06-02,6794
2016-06-03,6794
2016-06-04,6794
2016-06-05,6794
2016-06-06,6794
2016-06-07,6794
2016-06-08,6708
2016-06-09,6708
2016-06-10,6708
2016-06-11,6708
2016-06-12,6708
2016-06-13,6708
2016-06-14,6704
2016-06-15,6704
2016-06-16,6704
2016-06-17,6704
2016-06-18,6704
2016-06-19,6704
2016-06-20,6704
2016-06-21,6697
2016-06-22,6697
2016-06-23,6697
2016-06-24,6697
2016-06-25,6697
2016-06-26,6697
2016-06-27,6697
2016-06-28,6579
2016-06-29,6579
2016-06-30,6579
2016-07-01,6579
2016-07-02,6579
2016-07-03,6579
2016-07-04,6579
2016-07-05,6588
2016-07-06,6588
2016-07-07,6588
2016-07-08,6588
2016-07-09,6588
2016-07-10,6588
2016-07-11,6493
2016-07-12,6493
2016-07-13,6493
2016-07-14,6493
2016-07-15,6493
2016-07-16,6493
2016-07-17,6493
2016-07-18,6459
2016-07-23,6459
2016-07-24,6459
2016-07-25,6381
2016-07-26,6381
2016-07-27,6381
2016-07-28,6381
2016-07-29,6381
2016-07-30,6381
2016-07-31,6381
2016-08-01,6381
2016-08-02,6372
2016-08-03,6372
2016-08-04,6372
2016-08-05,6372
2016-08-06,6372
2016-08-07,6372
2016-08-08,6372
2016-08-09,6671
2016-08-10,6671
2016-08-11,6671
2016-08-12,6671
2016-08-13,6671
2016-08-14,6671
2016-08-15,6671
2016-08-16,6671
2016-08-17,6671
2016-08-18,6657
2016-08-19,6657
2016-08-20,6657
2016-08-21,6657
2016-08-22,6657
2016-08-23,6657
2016-08-24,6657
2016-08-25,6657
2016-08-26,6657
2016-08-28,6629
2016-08-31,6629
2016-09-01,6629
2016-09-02,6629
2016-09-03,6629
2016-09-04,6629
2016-09-05,6518
2016-09-06,6518
2016-09-07,6518
2016-09-08,6518
2016-09-09,6518
2016-09-10,6518
2016-09-11,6518
2016-09-12,6518
2016-09-13,6518
2016-09-14,6518
2016-09-15,6366
2016-09-16,6366
2016-09-17,6366
2016-09-18,6366
2016-09-19,6366
2016-09-20,6366
2016-09-21,6366
2016-09-22,6366
2016-09-23,6366
2016-09-24,6366
2016-09-25,6278
2016-09-26,6278
2016-09-27,6278
2016-09-28,6278
2016-09-29,6278
2016-09-30,6278
2016-10-01,6278
2016-10-02,6278
2016-10-03,6278
2016-10-04,6278
2016-10-05,6244
2016-10-06,6244
2016-10-07,6244
2016-10-08,6244
2016-10-09,6244
2016-10-10,6244
2016-10-11,6244
2016-10-12,6244
2016-10-13,6244
2016-10-14,6200
2016-10-15,6200
2016-10-16,6200
2016-10-17,6200
2016-10-18,6200
2016-10-19,6200
2016-10-20,6200
2016-10-21,6200
2016-10-22,6160
2016-10-23,6160
2016-10-24,6160
2016-10-25,6160
2016-10-26,6160
2016-10-27,6160
2016-10-28,6160
2016-10-29,6160
2016-10-30,6165
2016-10-31,6165
2016-11-01,6165
2016-11-02,6165
2016-11-03,6165
2016-11-04,6165
2016-11-05,6165
2016-11-06,6165
2016-11-07,6378
2016-11-08,6378
2016-11-09,6378
2016-11-10,6378
2016-11-11,6378
2016-11-12,6378
2016-11-13,6378
2016-11-14,6378
2016-12-08,6516
2016-12-09,6516
2016-12-10,6538
2016-12-11,6538
2016-12-12,6538
2016-12-13,6538
2016-12-14,6538
2016-12-15,6538
2016-12-16,6538
2016-12-17,6771
2016-12-18,6771
2016-12-19,6771
2016-12-20,6771
2016-12-21,6771
2016-12-22,6771
2016-12-23,6771
2016-12-24,6771
2016-12-25,6938
2016-12-26,6938
2016-12-27,6938
2016-12-28,6938
2016-12-29,6938
2016-12-30,6938
2016-12-31,6938
2017-01-01,6927
2017-01-02,6927
2017-01-03,6927
2017-01-04,6927
2017-01-05,6927
2017-01-06,6927
2017-01-07,6819
2017-01-08,6819
2017-01-09,6819
2017-01-10,6819
2017-01-11,6819
2017-01-12,6819
2017-01-13,6819
2017-01-14,6810
2017-01-15,6810
2017-01-16,6810
2017-01-17,6810
2017-01-18,6810
2017-01-19,6810
2017-01-20,6810
2017-01-21,6692
2017-01-22,6692
2017-01-27,6692
2017-01-28,6643
2017-01-29,6643
2017-01-30,6643
2017-01-31,6643
2017-02-01,6643
2017-02-02,6643
2017-02-03,6643
2017-02-04,6577
2017-02-05,6577
2017-02-06,6577
2017-02-07,6577
2017-02-08,6577
2017-02-09,6577
2017-02-10,6577
2017-02-11,6529
2017-02-12,6529
2017-02-13,6529
2017-02-14,6529
2017-02-15,6529
2017-02-16,6529
2017-02-18,6571
2017-02-19,6571
2017-02-20,6571
2017-02-21,6571
2017-02-22,6571
2017-02-23,6571
2017-02-24,6571
2017-02-25,6556
2017-02-26,6556
2017-02-27,6556
2017-02-28,6556
2017-03-01,6556
2017-03-02,6556
2017-03-03,6556
2017-03-04,6457
2017-03-05,6457
2017-03-06,6457
2017-03-07,6457
2017-03-08,6457
2017-03-09,6457
2017-03-10,6457
2017-03-11,6414
2017-03-12,6414
2017-03-13,6414
