date_obj,Proselyte%20tasset price
2017-03-14,6414
2017-03-15,6414
2017-03-16,6414
2017-03-17,6386
2017-03-18,6386
2017-03-19,6386
2017-03-20,6386
2017-03-21,6386
2017-03-22,6386
2017-03-23,6510
2017-03-24,6510
2017-03-25,6510
2017-03-26,6510
2017-03-27,6510
2017-03-28,6510
2017-03-29,6510
2017-03-30,6492
2017-03-31,6492
2017-04-01,6492
2017-04-02,6492
2017-04-03,6492
2017-04-04,6492
2017-04-12,6346
2017-04-13,6267
2017-04-14,6267
2017-04-15,6267
2017-04-16,6267
2017-04-17,6267
2017-04-18,6283
2017-04-19,6283
2017-04-20,6283
2017-04-21,6283
2017-04-22,6283
2017-04-23,6283
2017-04-24,6291
2017-04-25,6291
2017-04-26,6291
2017-04-27,6291
2017-04-28,6291
2017-04-29,6291
2017-04-30,6418
2017-05-01,6418
2017-05-02,6418
2017-05-03,6418
2017-05-04,6418
2017-05-05,6418
2017-05-06,6394
2017-05-07,6394
2017-05-08,6394
2017-05-09,6394
2017-05-10,6394
2017-05-11,6394
2017-05-12,6394
2017-05-13,6354
2017-05-14,6354
2017-05-15,6354
2017-05-16,6354
2017-05-17,6354
2017-05-18,6354
2017-05-19,6354
2017-05-20,6305
2017-05-21,6305
2017-05-22,6305
2017-05-23,6305
2017-05-24,6305
2017-05-25,6305
2017-05-26,6305
2017-05-27,6305
2017-05-28,6270
2017-05-29,6270
2017-05-30,6270
2017-05-31,6270
2017-06-01,6270
2017-06-02,6270
2017-06-03,6270
2017-06-06,6150
2017-06-07,6150
2017-06-08,6150
2017-06-09,6150
2017-06-10,6132
2017-06-11,6132
2017-06-12,6132
2017-06-13,6132
2017-06-14,6132
2017-06-15,6132
2017-06-16,6201
2017-06-17,6201
2017-06-18,6201
2017-06-19,6201
2017-06-20,6201
2017-06-21,6201
2017-06-22,6201
2017-06-23,6201
2017-06-24,6236
2017-06-25,6236
2017-06-26,6236
2017-06-27,6236
2017-06-28,6236
2017-06-29,6236
2017-06-30,6236
2017-07-01,6172
2017-07-02,6172
2017-07-03,6172
2017-07-04,6172
2017-07-05,6172
2017-07-06,6172
2017-07-07,6172
2017-07-08,6172
2017-07-13,6175
2017-07-14,6175
2017-07-15,6175
2017-07-16,6175
2017-07-17,6186
2017-07-18,6186
2017-07-19,6186
2017-07-20,6186
2017-07-21,6186
2017-07-22,6186
2017-07-23,6377
2017-07-24,6377
2017-07-25,6377
2017-07-26,6377
2017-07-27,6377
2017-07-28,6377
2017-07-29,6377
2017-07-30,6417
2017-07-31,6417
2017-08-01,6417
2017-08-02,6417
2017-08-03,6417
2017-08-04,6417
2017-08-05,6444
2017-08-06,6444
2017-08-09,6444
2017-08-10,6444
2017-08-11,6444
2017-08-12,6543
2017-08-13,6543
2017-08-14,6543
2017-08-15,6543
2017-08-16,6543
2017-08-17,6543
2017-08-18,6543
2017-08-19,6543
2017-08-20,6613
2017-08-22,6613
2017-08-23,6613
2017-08-24,6613
2017-08-25,6613
2017-08-26,6613
2017-08-27,6613
2017-08-28,6542
2017-08-29,6542
2017-08-30,6542
2017-08-31,6542
2017-09-01,6542
2017-09-02,6542
2017-09-03,6542
2017-09-04,6542
2017-09-05,6781
2017-09-06,6781
2017-09-07,6781
2017-09-08,6781
2017-09-09,6781
2017-09-10,6781
2017-09-11,6781
2017-09-12,6660
2017-09-13,6660
2017-09-14,6660
2017-09-15,6660
2017-09-16,6660
2017-09-17,6660
2017-09-19,6560
2017-09-20,6560
2017-09-21,6560
2017-09-22,6560
2017-09-23,6560
2017-09-24,6560
2017-09-25,6560
2017-09-26,6560
2017-09-27,6420
2017-09-28,6420
2017-09-29,6420
2017-09-30,6420
2017-10-01,6420
2017-10-02,6420
2017-10-03,6420
2017-10-04,6420
2017-10-05,6342
2017-10-06,6342
2017-10-07,6342
2017-10-08,6342
2017-10-09,6342
2017-10-10,6342
2017-10-11,6342
2017-10-12,6342
2017-10-13,6334
2017-10-14,6334
2017-10-15,6334
2017-10-16,6334
2017-10-17,6334
2017-10-18,6334
2017-10-19,6334
2017-10-20,6350
2017-10-21,6350
2017-10-22,6350
2017-10-23,6350
2017-10-24,6350
2017-10-25,6350
2017-10-26,6350
2017-10-27,6337
2017-10-28,6337
2017-10-29,6337
2017-10-30,6337
2017-10-31,6337
2017-11-01,6337
2017-11-02,6337
2017-11-03,6359
2017-11-04,6359
2017-11-05,6359
2017-11-06,6359
2017-11-07,6359
2017-11-08,6359
2017-11-09,6359
2017-11-10,6291
2017-11-11,6291
2017-11-12,6291
2017-11-13,6291
2017-11-14,6291
2017-11-15,6291
2017-11-16,6291
2017-11-17,6303
2017-11-18,6303
2017-11-19,6303
2017-11-20,6303
2017-11-21,6303
2017-11-22,6303
2017-11-23,6552
2017-11-24,6552
2017-11-25,6552
2017-11-26,6552
2017-11-27,6552
2017-11-28,6524
2017-11-29,6524
2017-11-30,6524
2017-12-01,6524
2017-12-02,6524
2017-12-03,6558
2017-12-04,6558
2017-12-05,6558
2017-12-06,6558
2017-12-07,6558
2017-12-08,6558
2017-12-09,6537
2017-12-10,6537
2017-12-11,6537
2017-12-12,6537
2017-12-14,6537
2017-12-15,6537
2017-12-16,6564
2017-12-17,6564
2017-12-18,6564
2017-12-19,6564
2017-12-20,6564
2017-12-21,6564
2017-12-22,6586
2017-12-23,6586
2017-12-24,6586
2017-12-25,6586
2017-12-26,6586
2017-12-27,6586
2017-12-28,6578
2017-12-29,6578
2017-12-30,6578
2017-12-31,6578
2018-01-01,6578
2018-01-02,6442
2018-01-03,6442
2018-01-04,6442
2018-01-05,6442
2018-01-06,6442
2018-01-07,6397
2018-01-08,6397
2018-01-09,6397
2018-01-10,6397
2018-01-11,6397
2018-01-12,6397
2018-01-13,6315
2018-01-14,6315
2018-01-15,6315
2018-01-16,6315
2018-01-17,6315
2018-01-18,6199
2018-01-19,6199
2018-01-20,6199
2018-01-21,6199
2018-01-22,6199
2018-01-23,6199
2018-01-24,6071
2018-01-25,6071
2018-01-26,6071
2018-01-27,6071
2018-01-28,5958
2018-01-29,5958
2018-01-31,6000
2018-02-01,6000
2018-02-02,6000
2018-02-03,6065
2018-02-04,6065
2018-02-05,6065
2018-02-06,6065
2018-02-07,6054
2018-02-08,6054
2018-02-09,6054
2018-02-10,6299
2018-02-11,6299
2018-02-13,6614
2018-02-14,6614
2018-02-15,6945
2018-02-16,6945
2018-02-17,6945
2018-02-18,6836
2018-02-19,6836
2018-02-20,6836
2018-02-21,6860
2018-02-22,6860
2018-02-23,6860
2018-02-24,6860
2018-02-25,6837
2018-02-26,6837
2018-02-27,6837
2018-02-28,6837
2018-03-01,6727
2018-03-02,6727
2018-03-03,6727
2018-03-04,6727
2018-03-05,6528
2018-03-06,6528
2018-03-07,6528
2018-03-08,6528
2018-03-09,6616
2018-03-10,6616
2018-03-11,6616
2018-03-12,6616
2018-03-13,6512
2018-03-14,6512
2018-03-15,6512
2018-03-16,6512
2018-03-17,6607
2018-03-18,6607
2018-03-19,6607
2018-03-20,6607
2018-03-21,6672
2018-03-23,6672
2018-03-24,6672
2018-03-26,6404
2018-03-27,6404
2018-03-28,6404
2018-03-29,6404
2018-03-30,6448
2018-03-31,6448
2018-04-01,6448
2018-04-02,6448
2018-04-03,6573
2018-04-04,6573
2018-04-05,6573
2018-04-06,6573
2018-04-08,6622
2018-04-09,6622
2018-04-10,6622
2018-04-11,6622
2018-04-12,6611
2018-04-13,6611
2018-04-14,6611
2018-04-15,6611
2018-04-16,6611
2018-04-17,6503
2018-04-18,6503
2018-04-19,6503
2018-04-20,6503
2018-04-21,6503
2018-04-22,6597
2018-04-23,6597
2018-04-24,6597
2018-04-25,6597
2018-04-26,6597
2018-04-27,6546
2018-04-28,6546
2018-04-29,6546
2018-04-30,6546
2018-05-01,6635
2018-05-02,6635
2018-05-03,6635
2018-05-04,6635
2018-05-05,6635
2018-05-06,6635
2018-05-07,6575
2018-05-08,6575
2018-05-09,6575
2018-05-10,6575
2018-05-11,6737
2018-05-12,6737
2018-05-13,6737
2018-05-14,6737
2018-05-15,6627
2018-05-16,6627
2018-05-17,6627
2018-05-18,6627
2018-05-19,6497
2018-05-20,6497
2018-05-21,6497
2018-05-22,6497
2018-05-23,6331
2018-05-24,6331
2018-05-25,6331
2018-05-26,6331
2018-05-27,6331
2018-05-28,6354
2018-05-29,6354
2018-05-30,6354
2018-05-31,6354
2018-06-01,6408
2018-06-02,6408
2018-06-03,6408
2018-06-04,6408
2018-06-05,6360
2018-06-06,6360
2018-06-07,6360
2018-06-08,6360
2018-06-09,6360
2018-06-10,6241
2018-06-11,6241
2018-06-12,6241
2018-06-13,6241
2018-06-14,6107
2018-06-15,6107
2018-06-16,6107
2018-06-17,6107
2018-06-18,6107
2018-06-19,6161
2018-06-20,6161
2018-06-21,6161
2018-06-22,6161
2018-06-23,6161
2018-06-24,6094
2018-06-25,6094
2018-06-26,6094
2018-06-27,6094
2018-06-28,6094
2018-06-29,6096
2018-06-30,6096
2018-07-01,6096
2018-07-02,6096
2018-07-03,6347
2018-07-04,6347
2018-07-05,6347
2018-07-06,6347
2018-07-07,6347
2018-07-08,6656
2018-07-09,6656
2018-07-10,6656
2018-07-11,6656
2018-07-12,6656
2018-07-13,6656
2018-07-14,6656
2018-07-15,6920
2018-07-16,6920
2018-07-17,6920
2018-07-18,6902
2018-07-19,6902
2018-07-20,6902
2018-07-21,6902
2018-07-22,6776
2018-07-23,6776
2018-07-24,6776
2018-07-25,6776
2018-07-26,6878
2018-07-27,6878
2018-07-28,7055
2018-07-29,7055
2018-07-30,7167
2018-07-31,7167
2018-08-01,7167
2018-08-02,7357
2018-08-03,7357
2018-08-04,7357
2018-08-05,7640
2018-08-06,7640
2018-08-07,7640
2018-08-08,7847
2018-08-09,7847
2018-08-10,7847
2018-08-11,7847
2018-08-12,7888
2018-08-14,7888
2018-08-16,7922
2018-08-17,7922
2018-08-18,7937
2018-08-19,7937
2018-08-20,7716
2018-08-21,7716
2018-08-22,7716
2018-08-23,7755
2018-08-24,7755
2018-08-25,8031
2018-08-26,8031
2018-08-27,8031
2018-08-28,7935
2018-08-29,7935
2018-08-30,7935
2018-08-31,7935
2018-09-01,7814
2018-09-02,7814
2018-09-03,7814
2018-09-04,7886
2018-09-05,7886
2018-09-06,7886
2018-09-07,7886
2018-09-08,7892
2018-09-09,7892
2018-09-10,7892
2018-09-11,7892
2018-09-12,7678
2018-09-13,7678
2018-09-14,7678
2018-09-15,7493
2018-09-16,7493
2018-09-17,7493
2018-09-18,7493
2018-09-19,7426
2018-09-20,7426
2018-09-21,7426
2018-09-22,7291
2018-09-23,7291
2018-09-24,7291
2018-09-25,7291
2018-09-26,7216
2018-09-27,7216
2018-09-28,7216
2018-09-29,7216
2018-09-30,7156
2018-10-02,7156
2018-10-03,6979
2018-10-04,6979
2018-10-05,6979
2018-10-06,7223
2018-10-07,7223
2018-10-08,7223
2018-10-09,7223
2018-10-10,7580
2018-10-11,7580
2018-10-12,7580
2018-10-13,7950
2018-10-14,7950
2018-10-15,7950
2018-10-16,7950
2018-10-17,8158
2018-10-18,8158
2018-10-19,8158
2018-10-20,7976
2018-10-21,7976
2018-10-22,7976
2018-10-23,7976
2018-10-24,7721
2018-10-25,7721
2018-10-26,7721
2018-10-27,7817
2018-10-28,7817
2018-10-29,7817
2018-10-30,7711
2018-10-31,7711
2018-11-01,7711
2018-11-03,7700
2018-11-04,7700
2018-11-05,7884
2018-11-06,7884
2018-11-07,7884
2018-11-08,7963
2018-11-09,7963
2018-11-10,7963
2018-11-11,7650
2018-11-12,7650
2018-11-13,7764
2018-11-14,7764
2018-11-15,7764
2018-11-16,7661
2018-11-17,7661
2018-11-18,7661
2018-11-19,7802
2018-11-20,7802
2018-11-21,7802
2018-11-22,7596
2018-11-23,7596
2018-11-24,7596
2018-11-25,7373
2018-11-26,7373
2018-11-27,7373
2018-11-28,7161
2018-11-29,7161
2018-12-01,7056
2018-12-02,7056
2018-12-03,7056
2018-12-05,7072
2018-12-07,7217
2018-12-09,7282
2018-12-10,7282
2018-12-11,7501
2018-12-12,7501
2018-12-13,7501
2018-12-14,7598
2018-12-15,7598
2018-12-16,7364
2018-12-17,7364
2018-12-18,7364
2018-12-19,7329
2018-12-20,7329
2018-12-21,7329
2018-12-22,7574
2018-12-23,7574
2018-12-24,7384
2018-12-25,7384
2018-12-26,7384
2018-12-27,7462
2018-12-28,7462
2018-12-29,7297
2018-12-30,7297
2018-12-31,7297
2019-01-01,7268
2019-01-02,7268
2019-01-03,7388
2019-01-04,7388
2019-01-05,7564
2019-01-06,7564
2019-01-08,7556
2019-01-10,7227
2019-01-11,7003
2019-01-12,7003
2019-01-13,6897
2019-01-14,6897
2019-01-15,6841
2019-01-16,6841
2019-01-17,6841
2019-01-18,6805
2019-01-19,6805
2019-01-20,6786
2019-01-21,6786
2019-01-22,6786
2019-01-23,6784
2019-01-24,6784
2019-01-25,6784
2019-01-26,6949
2019-01-27,6949
2019-01-28,6949
2019-01-29,7016
2019-01-30,7016
2019-01-31,7016
2019-02-01,7015
2019-02-02,7015
2019-02-03,7015
2019-02-04,7134
2019-02-05,7134
2019-02-06,7134
2019-02-07,7113
2019-02-08,7113
2019-02-09,7113
2019-02-10,6983
2019-02-11,6983
2019-02-12,6983
2019-02-13,7097
2019-02-14,7097
2019-02-15,7097
2019-02-16,7050
2019-02-17,7050
2019-02-18,7050
2019-02-19,7014
2019-02-20,7014
2019-02-21,7014
2019-02-22,7170
2019-02-23,7170
2019-02-24,7170
2019-02-25,7121
2019-02-26,7121
2019-02-27,7121
2019-02-28,7121
2019-03-01,7121
2019-03-02,7348
2019-03-03,7348
2019-03-04,7390
2019-03-05,7390
2019-03-06,7390
2019-03-07,7321
2019-03-08,7321
2019-03-09,7321
2019-03-10,7275
2019-03-11,7275
2019-03-12,7273
2019-03-13,7273
2019-03-14,7273
2019-03-15,7246
2019-03-16,7246
2019-03-17,7245
2019-03-18,7245
2019-03-19,7245
2019-03-20,7065
2019-03-21,7065
2019-03-22,7065
2019-03-23,6873
2019-03-24,6873
2019-03-25,6873
2019-03-26,6903
2019-03-27,6903
2019-03-28,6903
2019-03-29,6995
2019-03-30,6995
2019-03-31,6995
2019-04-01,7090
2019-04-02,7090
2019-04-03,7090
2019-04-04,6999
2019-04-05,6999
2019-04-06,6999
