date_obj,Purple%20elegant%20shirt price
2015-07-09,15096
2015-07-10,15553
2015-07-11,15553
2015-07-12,15553
2015-07-13,16147
2015-07-14,16147
2015-07-15,15877
2015-07-16,15877
2015-07-17,15528
2015-07-18,15528
2015-07-19,15528
2015-07-20,15480
2015-07-21,15480
2015-07-22,15894
2015-07-23,15894
2015-07-24,16368
2015-07-25,16368
2015-07-26,16368
2015-07-27,16958
2015-07-28,16958
2015-07-29,17458
2015-07-30,17458
2015-07-31,17842
2015-08-01,17842
2015-08-02,17801
2015-08-03,17801
2015-08-04,17801
2015-08-05,17530
2015-08-06,17530
2015-08-07,17392
2015-08-08,17392
2015-08-09,17431
2015-08-10,17431
2015-08-11,17530
2015-08-12,17530
2015-08-13,17530
2015-08-14,18216
2015-08-15,18216
2015-08-16,18216
2015-08-17,18473
2015-08-18,18473
2015-08-19,19294
2015-08-20,19294
2015-08-21,20206
2015-08-22,20206
2015-08-23,20206
2015-08-24,20312
2015-08-25,20312
2015-08-26,20312
2015-08-27,20606
2015-08-28,20606
2015-08-29,20606
2015-08-30,21585
2015-08-31,21585
2015-09-01,22532
2015-09-02,22532
2015-09-03,22532
2015-09-04,23063
2015-09-05,23063
2015-09-06,23063
2015-09-07,24078
2015-09-08,24078
2015-09-09,24782
2015-09-10,24782
2015-09-11,24782
2015-09-12,25902
2015-09-13,25902
2015-09-14,26744
2015-09-15,26744
2015-09-16,27831
2015-09-17,27831
2015-09-18,28947
2015-09-19,28947
2015-09-20,28947
2015-09-21,29690
2015-09-22,29690
2015-09-23,29690
2015-09-24,30132
2015-09-25,30132
2015-09-27,30512
2015-09-28,30512
2015-09-29,30512
2015-09-30,30707
2015-10-05,30202
2015-10-06,29669
2015-10-07,29669
2015-10-08,29669
2015-10-09,28884
2015-10-10,28884
2015-10-11,28884
2015-10-12,28715
2015-10-13,28715
2015-10-14,28715
2015-10-15,28591
2015-10-16,28591
2015-10-17,28591
2015-10-18,29084
2015-10-19,29084
2015-10-20,29084
2015-10-22,30174
2015-10-23,30174
2015-10-24,29814
2015-10-25,29814
2015-10-26,30141
2015-10-27,30141
2015-10-29,30843
2015-10-30,30843
2015-10-31,30843
2015-11-01,30843
2015-11-02,31320
2015-11-03,31320
2015-11-04,31320
2015-11-05,31473
2015-11-06,31473
2015-11-07,31473
2015-11-08,31473
2015-11-09,32237
2015-11-10,32237
2015-11-11,32237
2015-11-12,32828
2015-11-13,32828
2015-11-14,32828
2015-11-15,32935
2015-11-16,32935
2015-11-17,32935
2015-11-18,32935
2015-11-19,32327
2015-11-20,32327
2015-11-21,32327
2015-11-22,31371
2015-11-23,31371
2015-11-24,31371
2015-11-25,29954
2015-11-26,29954
2015-11-27,29954
2015-11-28,28980
2015-11-29,28980
2015-11-30,28040
2015-12-01,28040
2015-12-02,28040
2015-12-03,27446
2015-12-04,27446
2015-12-05,27446
2015-12-06,26874
2015-12-07,26874
2015-12-08,26874
2015-12-09,25833
2015-12-10,25833
2015-12-11,25833
2015-12-12,25920
2015-12-13,25920
2015-12-14,25920
2015-12-15,25492
2015-12-16,25492
2015-12-17,25492
2015-12-18,24706
2015-12-19,24706
2015-12-20,23591
2015-12-21,23591
2015-12-22,23591
2015-12-23,22514
2015-12-24,22514
2015-12-25,22514
2015-12-26,21536
2015-12-27,21536
2015-12-28,21255
2015-12-29,21255
2015-12-30,21234
2015-12-31,21234
2016-01-01,21234
2016-01-02,20302
2016-01-03,20302
2016-01-04,19385
2016-01-05,19385
2016-01-06,19385
2016-01-07,18547
2016-01-08,18547
2016-01-09,18292
2016-01-10,18292
2016-01-11,18651
2016-01-12,18651
2016-01-13,17929
2016-01-14,17929
2016-01-15,17092
2016-01-16,17092
2016-01-17,17068
2016-01-18,17068
2016-01-19,16456
2016-01-20,16456
2016-01-21,16267
2016-01-22,16267
2016-01-23,16239
2016-01-24,16239
2016-01-25,15915
2016-01-26,15915
2016-01-27,15119
2016-01-28,15119
2016-01-29,15400
2016-01-30,15400
2016-01-31,15400
2016-02-01,14871
2016-02-02,14871
2016-02-03,14332
2016-02-04,14332
2016-02-05,14332
2016-02-06,13835
2016-02-07,13835
2016-02-08,13835
2016-02-09,13597
2016-02-10,13597
2016-02-11,13409
2016-02-12,13409
2016-02-13,12880
2016-02-14,12880
2016-02-15,12278
2016-02-16,12278
2016-02-17,11971
2016-02-18,11971
2016-02-19,11971
2016-02-20,11861
2016-02-21,11861
2016-02-22,11617
2016-02-23,11617
2016-02-24,11419
2016-02-25,11419
2016-02-26,11402
2016-02-27,11402
2016-02-28,11258
2016-02-29,11258
2016-03-01,11155
2016-03-02,11155
2016-03-03,11155
2016-03-04,10620
2016-03-05,10620
2016-03-06,10362
2016-03-07,10362
2016-03-08,10282
2016-03-09,10282
2016-03-10,10471
2016-03-11,10471
2016-03-12,10356
2016-03-13,10356
2016-03-14,10356
2016-03-15,10323
2016-03-16,10323
2016-03-17,10031
2016-03-18,10031
2016-03-19,9720
2016-03-20,9720
2016-03-21,9585
2016-03-22,9585
2016-03-23,9567
2016-03-24,9567
2016-03-25,9567
2016-03-26,9762
2016-03-27,9762
2016-03-28,10033
2016-03-29,10033
2016-03-30,10033
2016-03-31,10385
2016-04-01,10385
2016-04-02,10385
2016-04-03,10495
2016-04-04,10495
2016-04-05,10495
2016-04-06,10688
2016-04-07,10688
2016-04-08,10688
2016-04-09,10455
2016-04-10,10455
2016-04-11,10455
2016-04-12,10366
2016-04-13,10366
2016-04-14,10207
2016-04-15,10207
2016-04-16,10343
2016-04-17,10343
2016-04-18,10178
2016-04-19,10178
2016-04-20,10139
2016-04-21,10139
2016-04-22,10139
2016-04-23,10430
2016-04-24,10430
2016-04-25,10798
2016-04-26,10798
2016-04-27,10911
2016-04-28,10911
2016-04-29,10911
2016-04-30,10906
2016-05-01,10906
2016-05-02,10906
2016-05-03,10719
2016-05-04,10719
2016-05-05,10598
2016-05-06,10598
2016-05-07,10299
2016-05-08,10299
2016-05-09,10299
2016-05-10,10389
2016-05-11,10389
2016-05-12,10389
2016-05-13,10372
2016-05-14,10372
2016-05-15,10183
2016-05-16,10183
2016-05-17,10087
2016-05-18,10087
2016-05-19,10198
2016-05-22,10223
2016-05-23,10665
2016-05-24,10665
2016-05-25,10908
2016-05-26,10908
2016-05-27,11036
2016-05-28,11036
2016-05-29,10852
2016-05-30,10852
2016-05-31,11008
2016-06-01,11008
2016-06-02,11371
2016-06-03,11371
2016-06-04,11747
2016-06-05,11747
2016-06-06,12063
2016-06-07,12063
2016-06-08,12403
2016-06-09,12403
2016-06-10,12345
2016-06-11,12345
2016-06-12,12469
2016-06-13,12469
2016-06-14,12686
2016-06-15,12686
2016-06-16,12686
2016-06-17,12537
2016-06-18,12537
2016-06-19,12679
2016-06-20,12679
2016-06-21,12679
2016-06-22,12453
2016-06-23,12453
2016-06-24,12013
2016-06-25,12013
2016-06-26,12013
2016-06-27,11811
2016-06-28,11811
2016-06-29,11702
2016-06-30,11702
2016-07-01,11649
2016-07-02,11649
2016-07-03,11649
2016-07-04,11484
2016-07-05,11484
2016-07-06,11297
2016-07-07,11297
2016-07-08,11328
2016-07-09,11328
2016-07-10,11461
2016-07-11,11461
2016-07-12,11598
2016-07-13,11598
2016-07-14,11644
2016-07-15,11644
2016-07-16,11614
2016-07-17,11614
2016-07-18,11435
2016-07-23,11109
2016-07-24,11109
2016-07-25,11109
2016-07-26,11109
2016-07-27,11059
2016-07-28,11059
2016-07-29,10709
2016-07-30,10709
2016-07-31,10709
2016-08-01,10307
2016-08-02,10307
2016-08-03,10307
2016-08-04,10110
2016-08-05,10110
2016-08-06,10110
2016-08-07,10209
2016-08-08,10209
2016-08-09,10209
2016-08-10,10053
2016-08-11,10053
2016-08-12,10053
2016-08-13,9811
2016-08-14,9811
2016-08-15,9811
2016-08-16,9470
2016-08-17,9470
2016-08-18,9470
2016-08-19,9412
2016-08-20,9412
2016-08-21,9412
2016-08-22,9319
2016-08-23,9319
2016-08-24,9319
2016-08-25,8973
2016-08-26,8973
2016-08-28,8547
2016-08-31,8119
2016-09-01,8119
2016-09-02,8119
2016-09-03,8119
2016-09-04,7713
2016-09-05,7713
2016-09-06,7391
2016-09-07,7391
2016-09-08,7391
2016-09-09,7391
2016-09-10,7237
2016-09-11,7237
2016-09-12,7237
2016-09-13,7045
2016-09-14,7045
2016-09-15,7045
2016-09-16,7045
2016-09-17,6918
2016-09-18,6918
2016-09-19,6918
2016-09-20,6937
2016-09-21,6937
2016-09-22,6937
2016-09-23,6679
2016-09-24,6679
2016-09-25,6679
2016-09-26,6360
2016-09-27,6360
2016-09-28,6222
2016-09-29,6222
2016-09-30,6222
2016-10-01,5983
2016-10-02,5983
2016-10-03,5983
2016-10-04,5983
2016-10-05,5895
2016-10-06,5895
2016-10-07,5895
2016-10-08,5839
2016-10-09,5839
2016-10-10,5839
2016-10-11,6020
2016-10-12,6020
2016-10-13,6020
2016-10-14,6256
2016-10-15,6256
2016-10-16,6256
2016-10-17,6311
2016-10-18,6311
2016-10-19,6311
2016-10-20,6311
2016-10-21,6342
2016-10-22,6342
2016-10-23,6342
2016-10-24,6319
2016-10-25,6319
2016-10-26,6319
2016-10-27,6223
2016-10-28,6223
2016-10-29,6223
2016-10-30,6148
2016-10-31,6148
2016-11-01,6148
2016-11-02,6243
2016-11-03,6243
2016-11-04,6243
2016-11-05,6305
2016-11-06,6305
2016-11-07,6305
2016-11-08,6197
2016-11-09,6197
2016-11-10,6197
2016-11-11,6171
2016-11-12,6171
2016-11-13,6171
2016-11-14,6283
2016-12-08,6585
2016-12-09,6585
2016-12-10,6489
2016-12-11,6489
2016-12-12,6489
2016-12-13,6299
2016-12-14,6299
2016-12-15,6299
2016-12-16,6118
2016-12-17,6118
2016-12-18,6118
2016-12-19,5914
2016-12-20,5914
2016-12-21,5914
2016-12-22,6077
2016-12-23,6077
2016-12-24,6077
2016-12-25,6245
2016-12-26,6245
2016-12-27,6245
2016-12-28,6492
2016-12-29,6492
2016-12-30,6492
2016-12-31,6674
2017-01-01,6674
2017-01-02,6912
2017-01-03,6912
2017-01-04,6912
2017-01-05,7125
2017-01-06,7125
2017-01-07,7336
2017-01-08,7336
2017-01-09,7336
2017-01-10,7268
2017-01-11,7268
2017-01-12,7125
2017-01-13,7125
2017-01-14,7125
2017-01-15,6966
2017-01-16,6966
2017-01-17,7187
2017-01-18,7187
2017-01-19,7187
2017-01-20,7327
2017-01-21,7327
2017-01-22,7539
2017-01-27,7563
2017-01-28,7503
2017-01-29,7503
2017-01-30,7503
2017-01-31,7589
2017-02-01,7589
2017-02-02,7842
2017-02-03,7842
2017-02-04,7771
2017-02-05,7771
2017-02-06,7805
2017-02-07,7805
2017-02-08,7662
2017-02-09,7662
2017-02-10,7737
2017-02-11,7737
2017-02-12,7737
2017-02-13,7484
2017-02-14,7484
2017-02-15,7484
2017-02-16,7394
2017-02-18,7394
2017-02-19,7087
2017-02-20,7087
2017-02-21,7087
2017-02-22,6887
2017-02-23,6887
2017-02-24,6887
2017-02-25,6947
2017-02-26,6947
2017-02-27,7054
2017-02-28,7054
2017-03-01,7108
2017-03-02,7108
2017-03-03,7088
2017-03-04,7088
2017-03-05,6902
2017-03-06,6902
2017-03-07,6791
2017-03-08,6791
2017-03-09,6791
2017-03-10,6535
2017-03-11,6535
2017-03-12,6334
2017-03-13,6334
2017-03-14,6019
2017-03-15,6084
2017-03-16,6084
2017-03-17,5843
2017-03-18,5843
2017-03-19,5782
2017-03-20,5782
2017-03-21,5725
2017-03-22,5725
2017-03-23,5462
2017-03-24,5462
2017-03-25,5462
2017-03-26,5390
2017-03-27,5390
2017-03-28,5390
2017-03-29,5343
2017-03-30,5343
2017-03-31,5227
2017-04-01,5227
2017-04-02,5227
2017-04-03,5040
2017-04-04,5040
2017-04-12,4406
2017-04-13,4484
2017-04-14,4484
2017-04-15,4659
2017-04-16,4659
2017-04-17,4683
2017-04-18,4683
2017-04-19,4683
2017-04-20,4582
2017-04-21,4582
2017-04-22,4363
2017-04-23,4363
2017-04-24,4211
2017-04-25,4049
2017-04-26,4049
2017-04-27,4049
2017-04-28,3992
2017-04-29,3992
2017-04-30,3859
2017-05-01,3859
2017-05-02,3755
2017-05-03,3755
2017-05-04,3805
2017-05-05,3805
2017-05-06,3693
2017-05-07,3693
2017-05-08,3650
2017-05-09,3650
2017-05-10,3659
2017-05-11,3659
2017-05-12,3657
2017-05-13,3657
2017-05-14,3670
2017-05-15,3670
2017-05-16,3621
2017-05-17,3621
2017-05-18,3628
2017-05-19,3628
2017-05-20,3594
2017-05-21,3594
2017-05-22,3594
2017-05-23,3604
2017-05-24,3604
2017-05-25,3507
2017-05-26,3507
2017-05-27,3485
2017-05-28,3485
2017-05-29,3485
2017-05-30,3346
2017-05-31,3346
2017-06-01,3346
2017-06-02,3178
2017-06-03,3178
2017-06-06,2994
2017-06-07,2994
2017-06-08,2973
2017-06-09,2973
2017-06-10,2931
2017-06-11,2931
2017-06-12,2979
2017-06-13,2979
2017-06-14,3110
2017-06-15,3110
2017-06-16,3110
2017-06-17,3215
2017-06-18,3215
2017-06-19,3215
2017-06-20,3152
2017-06-21,3152
2017-06-22,3152
2017-06-23,3152
2017-06-24,3106
2017-06-25,3106
2017-06-26,3106
2017-06-27,3059
2017-06-28,3059
2017-06-29,3059
2017-06-30,3067
2017-07-01,3067
2017-07-02,3067
2017-07-03,3038
2017-07-04,3038
2017-07-05,3038
2017-07-06,2972
2017-07-07,2972
2017-07-08,2972
2017-07-13,3088
2017-07-14,3088
2017-07-15,3222
2017-07-16,3222
2017-07-17,3380
2017-07-18,3380
2017-07-19,3491
2017-07-20,3491
2017-07-21,3598
2017-07-22,3598
2017-07-23,3728
2017-07-24,3728
2017-07-25,3728
2017-07-26,3841
2017-07-27,3841
2017-07-28,3897
2017-07-29,3897
2017-07-30,3858
2017-07-31,3858
2017-08-01,3858
2017-08-02,3979
2017-08-03,3979
2017-08-04,3979
2017-08-05,4020
2017-08-06,4020
2017-08-09,4103
2017-08-10,4103
2017-08-11,4103
2017-08-12,4103
2017-08-13,4103
2017-08-14,4025
2017-08-15,4025
2017-08-16,4016
2017-08-17,4016
2017-08-18,4016
2017-08-19,4020
2017-08-20,4020
2017-08-22,4083
2017-08-23,4129
2017-08-24,4129
2017-08-25,4129
2017-08-26,4165
2017-08-27,4165
2017-08-28,4107
2017-08-29,4107
2017-08-30,4107
2017-08-31,4212
2017-09-01,4212
2017-09-02,4212
2017-09-03,4326
2017-09-04,4326
2017-09-05,4326
2017-09-06,4223
2017-09-07,4223
2017-09-08,4223
2017-09-09,4153
2017-09-10,4153
2017-09-11,4186
2017-09-12,4186
2017-09-13,4186
2017-09-14,4266
2017-09-15,4266
2017-09-16,4266
2017-09-17,4223
2017-09-19,4223
2017-09-20,4344
2017-09-21,4344
2017-09-22,4469
2017-09-23,4469
2017-09-24,4469
2017-09-25,4576
2017-09-26,4576
2017-09-27,4576
2017-09-28,4481
2017-09-29,4481
2017-09-30,4481
2017-10-01,4447
2017-10-02,4447
2017-10-03,4447
2017-10-04,4405
2017-10-05,4405
2017-10-06,4239
2017-10-07,4239
2017-10-08,4097
2017-10-09,4097
2017-10-10,4083
2017-10-11,4083
2017-10-12,4083
2017-10-13,4040
2017-10-14,4040
2017-10-15,4040
2017-10-16,3939
2017-10-17,3939
2017-10-18,3939
2017-10-19,3805
2017-10-20,3805
2017-10-21,3805
2017-10-22,3755
2017-10-23,3755
2017-10-24,3755
2017-10-25,3653
2017-10-26,3653
2017-10-27,3653
2017-10-28,3653
2017-10-29,3625
2017-10-30,3625
2017-10-31,3632
2017-11-01,3632
2017-11-02,3632
2017-11-03,3598
2017-11-04,3598
2017-11-05,3650
2017-11-06,3650
2017-11-07,3650
2017-11-08,3628
2017-11-09,3628
2017-11-10,3628
2017-11-11,3544
2017-11-12,3544
2017-11-13,3544
2017-11-14,3506
2017-11-15,3506
2017-11-16,3402
2017-11-17,3402
2017-11-18,3402
2017-11-19,3291
2017-11-20,3291
2017-11-21,3291
2017-11-22,3199
2017-11-23,3199
2017-11-24,3199
2017-11-25,3081
2017-11-26,3081
2017-11-27,3081
2017-11-28,3162
2017-11-29,3162
2017-11-30,3162
2017-12-01,3085
2017-12-02,3085
2017-12-03,3085
2017-12-04,3061
2017-12-05,3061
2017-12-06,3114
2017-12-07,3114
2017-12-08,3114
2017-12-09,3036
2017-12-10,3036
2017-12-11,2990
2017-12-12,2990
2017-12-14,2910
2017-12-15,2910
2017-12-16,2910
2017-12-17,2875
2017-12-18,2875
2017-12-19,2960
2017-12-20,2960
2017-12-21,2994
2017-12-22,2994
2017-12-23,2994
2017-12-24,3024
2017-12-25,3024
2017-12-26,3008
2017-12-27,3008
2017-12-28,3008
2017-12-29,3008
2017-12-30,3008
2017-12-31,2933
2018-01-01,2933
2018-01-02,2933
2018-01-03,2947
2018-01-04,2947
2018-01-05,2951
2018-01-06,2951
2018-01-07,2999
2018-01-08,2999
2018-01-09,3132
2018-01-10,3132
2018-01-11,3165
2018-01-12,3165
2018-01-13,3226
2018-01-14,3226
2018-01-15,3298
2018-01-16,3298
2018-01-17,3189
2018-01-18,3189
2018-01-19,3189
2018-01-20,3138
2018-01-21,3138
2018-01-22,3035
2018-01-23,3035
2018-01-24,3041
2018-01-25,3041
2018-01-26,3082
2018-01-27,3082
2018-01-28,3054
2018-01-29,3054
2018-01-31,3139
2018-02-01,3139
2018-02-02,3080
2018-02-03,3146
2018-02-04,3146
2018-02-05,3167
2018-02-06,3167
2018-02-07,3050
2018-02-08,3050
2018-02-09,3007
2018-02-10,3007
2018-02-11,2884
2018-02-12,2884
2018-02-13,2799
2018-02-14,2799
2018-02-15,2711
2018-02-16,2711
2018-02-17,2667
2018-02-18,2667
2018-02-19,2600
2018-02-20,2600
2018-02-21,2553
2018-02-22,2553
2018-02-23,2489
2018-02-24,2489
2018-02-25,2400
2018-02-26,2400
2018-02-27,2389
2018-02-28,2389
2018-03-01,2300
2018-03-02,2300
2018-03-03,2241
2018-03-04,2241
2018-03-05,2311
2018-03-06,2311
2018-03-07,2374
2018-03-08,2374
2018-03-09,2374
2018-03-10,2368
2018-03-11,2368
2018-03-12,2306
2018-03-13,2306
2018-03-14,2289
2018-03-15,2289
2018-03-16,2238
2018-03-17,2238
2018-03-18,2241
2018-03-19,2241
2018-03-20,2195
2018-03-21,2195
2018-03-23,2244
2018-03-24,2244
2018-03-26,2312
2018-03-27,2303
2018-03-28,2303
2018-03-29,2280
2018-03-30,2280
2018-03-31,2280
2018-04-01,2221
2018-04-02,2221
2018-04-03,2178
2018-04-04,2178
2018-04-05,2178
2018-04-06,2096
2018-04-08,2096
2018-04-09,2088
2018-04-10,2088
2018-04-11,2088
2018-04-12,2129
2018-04-13,2129
2018-04-14,2129
2018-04-15,2080
2018-04-16,2080
2018-04-17,2058
2018-04-18,2058
2018-04-19,2058
2018-04-20,2038
2018-04-21,2038
2018-04-22,2123
2018-04-23,2123
2018-04-24,2123
2018-04-25,2124
2018-04-26,2124
2018-04-27,2124
2018-04-28,2111
2018-04-29,2111
2018-04-30,2125
2018-05-01,2125
2018-05-02,2125
2018-05-03,2191
2018-05-04,2191
2018-05-05,2203
2018-05-06,2203
2018-05-07,2203
2018-05-08,2260
2018-05-09,2260
2018-05-10,2317
2018-05-11,2317
2018-05-12,2331
2018-05-13,2331
2018-05-14,2331
2018-05-15,2416
2018-05-16,2416
2018-05-17,2416
2018-05-18,2485
2018-05-19,2485
2018-05-20,2485
2018-05-21,2503
2018-05-22,2503
2018-05-23,2619
2018-05-24,2619
2018-05-25,2619
2018-05-26,2750
2018-05-27,2750
2018-05-28,2750
2018-05-29,2843
2018-05-30,2843
2018-05-31,2843
2018-06-01,2977
2018-06-02,2977
2018-06-03,2934
2018-06-04,2934
2018-06-05,2875
2018-06-06,2875
2018-06-07,2875
2018-06-08,2820
2018-06-09,2820
2018-06-10,2741
2018-06-11,2741
2018-06-12,2679
2018-06-13,2679
2018-06-14,2600
2018-06-15,2600
2018-06-16,2600
2018-06-17,2590
2018-06-18,2590
2018-06-19,2641
2018-06-20,2641
2018-06-21,2641
2018-06-22,2594
2018-06-23,2594
2018-06-24,2594
2018-06-25,2668
2018-06-26,2668
2018-06-27,2668
2018-06-28,2778
2018-06-29,2778
2018-06-30,2778
2018-07-01,2869
2018-07-02,2869
2018-07-03,2869
2018-07-04,2984
2018-07-05,2984
2018-07-06,3050
2018-07-07,3050
2018-07-08,3050
2018-07-09,3048
2018-07-10,3048
2018-07-11,3026
2018-07-12,3026
2018-07-13,2948
2018-07-14,2948
2018-07-15,3087
2018-07-16,3087
2018-07-17,3183
2018-07-18,3183
2018-07-19,3183
2018-07-20,3292
2018-07-21,3292
2018-07-22,3309
2018-07-23,3238
2018-07-24,3238
2018-07-25,3238
2018-07-26,3326
2018-07-27,3353
2018-07-28,3353
2018-07-29,3336
2018-07-30,3336
2018-07-31,3362
2018-08-01,3362
2018-08-02,3492
2018-08-03,3492
2018-08-04,3597
2018-08-05,3597
2018-08-06,3671
2018-08-07,3671
2018-08-08,3704
2018-08-09,3704
2018-08-10,3561
2018-08-11,3561
2018-08-12,3543
2018-08-14,3683
2018-08-16,3608
2018-08-17,3608
2018-08-18,3611
2018-08-19,3611
2018-08-20,3758
2018-08-21,3758
2018-08-22,3842
2018-08-23,3842
2018-08-24,3966
2018-08-25,3987
2018-08-26,3987
2018-08-27,3884
2018-08-28,3884
2018-08-29,4039
2018-08-30,4039
2018-08-31,4169
2018-09-01,4169
2018-09-02,4187
2018-09-03,4187
2018-09-04,4243
2018-09-05,4243
2018-09-06,4306
2018-09-07,4306
2018-09-08,4421
2018-09-09,4421
2018-09-10,4608
2018-09-11,4608
2018-09-12,4738
2018-09-13,4738
2018-09-14,4884
2018-09-15,4884
2018-09-16,4972
2018-09-17,4972
2018-09-18,4980
2018-09-19,4980
2018-09-20,4938
2018-09-21,4938
2018-09-22,4796
2018-09-23,4796
2018-09-24,4599
2018-09-25,4599
2018-09-26,4477
2018-09-27,4477
2018-09-28,4423
2018-09-29,4423
2018-09-30,4293
2018-10-02,4170
2018-10-03,4170
2018-10-04,4074
2018-10-05,4074
2018-10-06,4062
2018-10-07,4062
2018-10-08,4062
2018-10-09,3914
2018-10-10,3914
2018-10-11,3781
2018-10-12,3781
2018-10-13,3787
2018-10-14,3787
2018-10-15,3657
2018-10-16,3657
2018-10-17,3558
2018-10-18,3558
2018-10-19,3394
2018-10-20,3394
2018-10-21,3300
2018-10-22,3300
2018-10-23,3217
2018-10-24,3217
2018-10-25,3130
2018-10-26,3130
2018-10-27,3047
2018-10-28,3047
2018-10-29,2981
2018-10-30,2981
2018-10-31,2921
2018-11-01,2921
2018-11-03,2909
2018-11-04,2837
2018-11-05,2840
2018-11-06,2847
2018-11-07,2847
2018-11-08,2812
2018-11-09,2812
2018-11-10,2761
2018-11-11,2761
2018-11-12,2804
2018-11-13,2796
2018-11-14,2796
2018-11-15,2847
2018-11-16,2846
2018-11-17,2846
2018-11-18,2783
2018-11-19,2783
2018-11-20,2727
2018-11-21,2727
2018-11-22,2763
2018-11-23,2763
2018-11-24,2724
2018-11-25,2800
2018-11-26,2800
2018-11-27,2890
2018-11-28,2977
2018-11-29,2985
2018-12-01,2980
2018-12-02,2909
2018-12-03,2909
2018-12-05,2872
2018-12-07,2909
2018-12-09,2833
2018-12-10,2819
2018-12-11,2819
2018-12-12,2917
2018-12-13,2970
2018-12-14,2970
2018-12-15,2966
2018-12-16,3037
2018-12-17,3037
2018-12-18,3046
2018-12-19,3046
2018-12-20,2996
2018-12-21,2981
2018-12-22,2981
2018-12-23,3035
2018-12-24,3035
2018-12-25,3091
2018-12-26,3091
2018-12-27,3185
2018-12-28,3185
2018-12-29,3165
2018-12-30,3165
2018-12-31,3136
2019-01-01,3136
2019-01-02,3167
2019-01-03,3092
2019-01-04,3092
2019-01-05,3011
2019-01-06,2919
2019-01-08,2871
2019-01-10,2879
2019-01-11,2879
2019-01-12,2925
2019-01-13,2925
2019-01-14,2948
2019-01-15,2948
2019-01-16,3040
2019-01-17,3040
2019-01-18,3100
2019-01-19,3177
2019-01-20,3194
2019-01-21,3194
2019-01-22,3245
2019-01-23,3331
2019-01-24,3331
2019-01-25,3338
2019-01-26,3178
2019-01-27,3223
2019-01-28,3223
2019-01-29,3383
2019-01-30,3383
2019-01-31,3491
2019-02-01,3499
2019-02-02,3499
2019-02-03,3470
2019-02-04,3470
2019-02-05,3366
2019-02-06,3366
2019-02-07,3197
2019-02-08,3197
2019-02-09,3037
2019-02-10,2890
2019-02-11,2784
2019-02-12,2755
2019-02-13,2755
2019-02-14,2814
2019-02-15,2716
2019-02-16,2603
2019-02-17,2603
2019-02-18,2624
2019-02-19,2624
2019-02-20,2630
2019-02-21,2623
2019-02-22,2623
2019-02-23,2633
2019-02-24,2633
2019-02-25,2582
2019-02-26,2582
2019-02-27,2519
2019-02-28,2519
2019-03-01,2413
2019-03-02,2413
2019-03-03,2353
2019-03-04,2353
2019-03-05,2373
2019-03-06,2393
2019-03-07,2393
2019-03-08,2432
2019-03-09,2432
2019-03-10,2421
2019-03-11,2421
2019-03-12,2511
2019-03-13,2511
2019-03-14,2585
2019-03-15,2585
2019-03-16,2679
2019-03-17,2714
2019-03-18,2714
2019-03-19,2714
2019-03-20,2666
2019-03-21,2666
2019-03-22,2721
2019-03-23,2670
2019-03-24,2670
2019-03-25,2602
2019-03-26,2622
2019-03-27,2622
2019-03-28,2668
2019-03-29,2591
2019-03-30,2591
2019-03-31,2591
2019-04-01,2508
2019-04-02,2508
2019-04-03,2597
2019-04-04,2597
2019-04-05,2706
