date_obj,Dragonstone%20full%20helm price
2019-07-24,2000000
2019-07-25,2065528
2019-07-26,2145163
2019-07-27,2235864
2019-07-28,2328368
2019-07-29,2418502
2019-07-30,2514770
2019-07-31,2616168
2019-08-01,2616168
2019-08-02,2722068
2019-08-03,2834049
2019-08-04,2950161
2019-08-05,3067148
2019-08-06,3067148
2019-08-07,3193344
2019-08-08,3193344
2019-08-09,3329655
2019-08-10,3329655
2019-08-11,3470217
2019-08-12,3470217
2019-08-13,3615562
2019-08-14,3615562
2019-08-15,3771715
2019-08-16,3932494
2019-08-17,3932494
2019-08-18,4095375
2019-08-19,4095375
2019-08-20,4276055
2019-08-21,4276055
2019-08-22,4465062
2019-08-23,4465062
2019-08-24,4465062
2019-08-24,4465062
2019-08-25,4642204
2019-08-25,4642204
2019-08-26,4642204
2019-08-26,4642204
2019-08-27,4642204
2019-08-27,4642204
2019-08-28,4843961
2019-08-29,4843961
2019-08-30,4843961
2019-08-31,5050036
2019-09-01,5050036
2019-09-02,5050036
2019-09-03,5263115
2019-09-04,5263115
2019-09-05,5263115
2019-09-06,5263115
2019-09-07,5500956
2019-09-08,5500956
2019-09-09,5500956
2019-09-10,5726120
2019-09-11,5726120
2019-09-12,5726120
2019-09-13,5726120
2019-09-14,5958942
2019-09-15,5958942
2019-09-16,5958942
2019-09-17,6206366
2019-09-18,6206366
2019-09-19,6206366
2019-09-20,6206366
2019-09-21,6206366
2019-09-22,6457269
2019-09-23,6457269
2019-09-24,6457269
2019-09-25,6457269
2019-09-26,6457269
2019-09-27,6457269
2019-09-28,6730283
2019-09-29,6730283
2019-09-30,6730283
2019-10-01,6730283
2019-10-02,6730283
2019-10-03,6730283
2019-10-04,7003200
2019-10-05,7003200
2019-10-06,7003200
2019-10-07,7003200
2019-10-08,7311692
2019-10-09,7311692
2019-10-10,7311692
2019-10-11,7311692
2019-10-12,7311692
2019-10-13,7311692
2019-10-14,7612934
2019-10-15,7612934
2019-10-16,7612934
2019-10-17,7612934
2019-10-18,7612934
2019-10-19,7945643
2019-10-20,7945643
2019-10-21,7945643
2019-10-22,7945643
2019-10-23,7945643
2019-10-24,8256779
2019-10-25,8256779
2019-10-26,8256779
2019-10-27,8256779
2019-10-28,8256779
2019-10-29,8312065
2019-10-30,8312065
2019-10-31,8312065
2019-11-01,8312065
2019-11-02,7961829
2019-11-03,7961829
2019-11-04,7961829
2019-11-05,7961829
2019-11-06,7961829
2019-11-07,7585560
2019-11-08,7585560
2019-11-09,7585560
2019-11-10,7228660
2019-11-11,7228660
2019-11-12,7228660
2019-11-13,7228660
2019-11-14,6880577
2019-11-15,6880577
2019-11-16,6880577
2019-11-17,6880577
2019-11-18,6550966
2019-11-19,6550966
2019-11-20,6550966
2019-11-21,6232291
2019-11-22,6232291
2019-11-23,6232291
2019-11-24,5932013
2019-11-25,5932013
2019-11-26,5635412
2019-11-27,5635412
2019-11-28,5635412
2019-11-29,5353641
2019-11-30,5353641
2019-12-01,5353641
2019-12-02,5107462
2019-12-03,5107462
2019-12-04,5107462
2019-12-05,5107462
2019-12-06,4952538
2019-12-07,4952538
2019-12-08,4952538
2019-12-09,4707236
2019-12-10,4707236
2019-12-11,4707236
2019-12-12,4471874
2019-12-13,4471874
2019-12-14,4471874
2019-12-15,4253340
2019-12-16,4253340
2019-12-17,4253340
2019-12-18,4050807
2019-12-19,4050807
2019-12-20,4050807
2019-12-21,3848266
2019-12-22,3848266
2019-12-23,3664381
2019-12-24,3664381
2019-12-25,3488599
2019-12-26,3488599
2019-12-27,3326008
2019-12-28,3326008
2019-12-29,3326008
2019-12-30,3159707
2019-12-31,3159707
2020-01-01,3159707
2020-01-02,3001721
2020-01-03,3001721
2020-01-04,3001721
2020-01-05,2851634
2020-01-06,2851634
2020-01-07,2851634
2020-01-08,2718449
2020-01-09,2718449
2020-01-10,2604212
2020-01-11,2604212
2020-01-12,2530152
2020-01-13,2530152
2020-01-14,2530152
2020-01-15,2499057
2020-01-16,2499057
2020-01-17,2470908
2020-01-18,2470908
2020-01-19,2470908
2020-01-20,2410119
2020-01-21,2410119
2020-01-22,2410119
2020-01-23,2416434
2020-01-24,2416434
2020-01-25,2416434
2020-01-26,2524426
2020-01-27,2524426
2020-01-28,2532310
2020-01-29,2532310
2020-01-30,2607497
2020-01-31,2607497
2020-02-01,2607497
2020-02-02,2599186
2020-02-03,2599186
2020-02-04,2599186
2020-02-05,2519092
2020-02-06,2519092
2020-02-07,2459662
2020-02-08,2459662
2020-02-09,2428335
2020-02-10,2428335
2020-02-11,2385620
2020-02-12,2385620
2020-02-13,2385620
2020-02-14,2344638
2020-02-15,2344638
2020-02-16,2344638
2020-02-17,2305141
2020-02-18,2305141
2020-02-19,2305141
2020-02-20,2191083
2020-02-21,2191083
2020-02-22,2103457
2020-02-23,2103457
2020-02-24,2014632
2020-02-25,2014632
2020-02-26,1918214
2020-02-27,1918214
2020-02-28,1824446
2020-02-29,1824446
2020-03-01,1733223
2020-03-02,1733223
2020-03-03,1646561
2020-03-04,1646561
2020-03-05,1564985
2020-03-06,1564985
2020-03-07,1513955
2020-03-08,1513955
2020-03-09,1519839
2020-03-10,1519839
2020-03-11,1464978
2020-03-12,1464978
2020-03-13,1459007
2020-03-14,1459007
2020-03-15,1450316
2020-03-16,1450316
2020-03-17,1478529
2020-03-18,1478529
2020-03-19,1523269
2020-03-20,1523269
2020-03-21,1561543
2020-03-22,1561543
2020-03-23,1589501
2020-03-24,1589501
2020-03-25,1657354
2020-03-26,1657354
2020-03-27,1620707
2020-03-28,1620707
2020-03-29,1568983
2020-03-30,1568983
2020-03-31,1546841
2020-04-01,1546841
2020-04-02,1602617
2020-04-03,1602617
2020-04-04,1602617
2020-04-05,1631080
2020-04-06,1698548
2020-04-07,1698548
2020-04-08,1772735
2020-04-09,1772735
2020-04-10,1772735
2020-04-11,1861372
2020-04-12,1861372
2020-04-13,1927305
2020-04-14,2017085
2020-04-15,2083999
2020-04-16,2083999
2020-04-17,2083999
2020-04-18,2055944
2020-04-19,2055944
2020-04-20,2021573
2020-04-21,2021573
2020-04-22,1970395
2020-04-23,1970395
2020-04-24,1970395
2020-04-25,1913426
2020-04-26,1913426
2020-04-27,1870469
2020-04-28,1870469
2020-04-29,1863763
2020-04-30,1863763
2020-05-01,1863763
2020-05-02,1843980
2020-05-03,1843980
2020-05-04,1784308
2020-05-05,1784308
2020-05-06,1725779
2020-05-07,1725779
2020-05-08,1698894
2020-05-09,1698894
2020-05-10,1643825
2020-05-11,1643825
2020-05-12,1643825
2020-05-13,1598241
