date_obj,Bagged%20willow%20tree price
2015-06-21,11345
2015-06-22,11345
2015-06-23,11345
2015-06-24,11345
2015-06-25,11345
2015-06-26,11345
2015-06-27,11345
2015-06-28,11345
2015-06-29,11345
2015-06-30,11345
2015-07-01,11345
2015-07-02,11345
2015-07-03,11345
2015-07-04,11345
2015-07-05,11345
2015-07-06,11345
2015-07-07,11345
2015-07-08,11345
2015-07-09,11345
2015-07-10,11345
2015-07-11,11345
2015-07-12,11345
2015-07-13,11345
2015-07-14,11345
2015-07-15,11345
2015-07-16,11345
2015-07-17,11345
2015-07-18,11345
2015-07-19,11345
2015-07-20,11345
2015-07-21,11555
2015-07-22,11555
2015-07-23,11555
2015-07-24,11555
2015-07-25,11555
2015-07-26,11555
2015-07-27,11555
2015-07-28,11555
2015-07-29,11555
2015-07-30,11555
2015-07-31,11555
2015-08-01,11555
2015-08-02,11555
2015-08-03,11555
2015-08-04,11555
2015-08-05,11555
2015-08-06,11555
2015-08-07,11555
2015-08-08,11555
2015-08-09,11555
2015-08-10,11555
2015-08-11,11555
2015-08-12,11555
2015-08-13,11555
2015-08-14,11555
2015-08-15,11555
2015-08-16,11555
2015-08-17,11555
2015-08-18,11555
2015-08-19,11555
2015-08-20,11555
2015-08-21,11555
2015-08-22,11555
2015-08-23,11555
2015-08-24,11555
2015-08-25,11555
2015-08-26,11555
2015-08-27,11555
2015-08-28,11555
2015-08-29,11555
2015-08-30,11555
2015-08-31,11555
2015-09-02,11555
2015-09-07,11555
2015-09-08,11555
2015-09-10,11555
2015-09-14,11555
2015-09-16,11555
2015-09-22,11555
2015-09-23,11555
2015-09-24,11555
2015-09-25,11555
2015-09-27,11555
2015-09-28,11555
2015-09-29,11555
2015-09-30,11732
2015-10-05,11732
2015-10-06,11732
2015-10-07,11732
2015-10-08,11732
2015-10-09,11732
2015-10-10,11732
2015-10-11,11732
2015-10-12,11732
2015-10-13,11732
2015-10-14,11732
2015-10-15,11732
2015-10-16,11732
2015-10-17,11732
2015-10-18,11732
2015-10-19,11732
2015-10-20,11732
2015-10-22,11732
2015-10-23,11732
2015-10-24,11732
2015-10-25,11732
2015-10-26,11732
2015-10-27,11732
2015-10-28,11732
2015-10-29,11732
2015-10-30,11732
2015-10-31,11732
2015-11-01,11732
2015-11-02,11732
2015-11-03,11732
2015-11-04,11732
2015-11-05,11732
2015-11-06,11732
2015-11-07,11732
2015-11-08,11732
2015-11-09,11732
2015-11-10,11732
2015-11-11,11732
2015-11-12,11732
2015-11-13,11732
2015-11-14,11732
2015-11-15,11732
2015-11-16,11732
2015-11-17,11732
2015-11-18,11732
2015-11-19,11732
2015-11-20,11732
2015-11-21,11732
2015-11-22,11732
2015-11-23,11732
2015-11-24,11732
2015-11-25,11732
2015-11-26,11732
2015-11-27,11732
2015-11-28,11732
2015-11-29,11732
2015-11-30,11732
2015-12-01,11732
2015-12-02,11732
2015-12-03,11732
2015-12-04,11732
2015-12-05,11732
2015-12-06,11732
2015-12-07,11732
2015-12-08,11732
2015-12-09,11732
2015-12-10,11732
2015-12-11,11732
2015-12-12,11732
2015-12-13,11732
2015-12-14,11732
2015-12-15,11732
2015-12-16,11732
2015-12-17,11732
2015-12-18,11732
2015-12-19,11732
2015-12-20,11982
2015-12-21,11982
2015-12-22,11982
2015-12-23,11982
2015-12-24,11982
2015-12-25,11982
2015-12-26,11982
2015-12-27,11982
2015-12-28,11982
2015-12-29,11982
2015-12-30,11982
2015-12-31,11982
2016-01-01,11982
2016-01-02,11982
2016-01-03,11982
2016-01-04,11982
2016-01-05,11982
2016-01-06,11982
2016-01-07,11982
2016-01-08,11982
2016-01-09,11982
2016-01-10,11982
2016-01-11,11982
2016-01-12,11982
2016-01-13,11982
2016-01-14,11982
2016-01-15,11982
2016-01-16,11982
2016-01-17,11982
2016-01-18,11982
2016-01-19,11982
2016-01-20,11982
2016-01-21,11982
2016-01-22,11982
2016-01-23,11982
2016-01-24,11982
2016-01-25,11982
2016-01-26,11982
2016-01-27,11982
2016-01-28,11982
2016-01-29,11982
2016-01-30,11982
2016-01-31,11982
2016-02-01,11982
2016-02-02,11982
2016-02-03,11982
2016-02-04,11982
2016-02-05,11982
2016-02-06,11982
2016-02-07,11982
2016-02-08,11982
2016-02-09,11982
2016-02-10,11982
2016-02-11,11982
2016-02-12,11982
2016-02-13,11982
2016-02-14,11982
2016-02-15,11982
2016-02-16,11982
2016-02-17,12173
2016-02-18,12173
2016-02-19,12173
2016-02-20,12173
2016-02-21,12173
2016-02-22,12173
2016-02-23,12173
2016-02-24,12173
2016-02-25,12173
2016-02-26,12173
2016-02-27,12173
2016-02-28,12173
2016-02-29,12173
2016-03-01,12173
2016-03-02,12173
2016-03-03,12173
2016-03-04,12173
2016-03-05,12173
2016-03-06,12173
2016-03-07,12173
2016-03-08,12173
2016-03-09,12173
2016-03-10,12173
2016-03-11,12173
2016-03-12,12173
2016-03-13,12173
2016-03-14,12173
2016-03-15,12173
2016-03-16,12173
2016-03-17,12173
2016-03-18,12173
2016-03-19,12173
2016-03-20,12173
2016-03-21,12173
2016-03-22,12173
2016-03-23,12173
2016-03-24,12173
2016-03-25,12173
2016-03-26,12173
2016-03-27,12173
2016-03-28,12173
2016-03-29,12173
2016-03-30,12173
2016-03-31,12173
2016-04-01,12173
2016-04-02,12173
2016-04-03,12173
2016-04-04,12173
2016-04-05,12173
2016-04-06,12173
2016-04-07,12173
2016-04-08,12173
2016-04-09,12173
2016-04-10,12173
2016-04-11,12173
2016-04-12,12173
2016-04-13,12173
2016-04-14,12173
2016-04-15,12173
2016-04-16,12173
2016-04-17,12173
2016-04-18,12173
2016-04-19,12173
2016-04-20,12173
2016-04-21,12173
2016-04-22,12173
2016-04-23,12348
2016-04-24,12348
2016-04-25,12348
2016-04-26,12348
2016-04-27,12348
2016-04-28,12348
2016-04-29,12348
2016-04-30,12348
2016-05-01,12348
2016-05-02,12348
2016-05-03,12348
2016-05-04,12348
2016-05-05,12348
2016-05-06,12348
2016-05-07,12348
2016-05-08,12348
2016-05-09,12348
2016-05-10,12348
2016-05-11,12348
2016-05-12,12348
2016-05-13,12348
2016-05-14,12348
2016-05-15,12348
2016-05-16,12348
2016-05-17,12348
2016-05-18,12348
2016-05-19,12348
2016-05-22,12348
2016-05-23,12348
2016-05-24,12348
2016-05-25,12348
2016-05-26,12348
2016-05-27,12348
2016-05-28,12348
2016-05-29,12348
2016-05-30,12348
2016-05-31,12348
2016-06-01,12348
2016-06-02,12348
2016-06-03,12348
2016-06-04,12348
2016-06-05,12348
2016-06-06,12348
2016-06-07,12348
2016-06-08,12348
2016-06-09,12348
2016-06-10,12348
2016-06-11,12348
2016-06-12,12348
2016-06-13,12348
2016-06-14,12348
2016-06-15,12348
2016-06-16,12348
2016-06-17,12494
2016-06-18,12494
2016-06-19,12494
2016-06-20,12494
2016-06-21,12494
2016-06-22,12494
2016-06-23,12494
2016-06-24,12494
2016-06-25,12494
2016-06-26,12494
2016-06-27,12494
2016-06-28,12494
2016-06-29,12494
2016-06-30,12494
2016-07-01,12494
2016-07-02,12494
2016-07-03,12494
2016-07-04,12494
2016-07-05,12494
2016-07-06,12494
2016-07-07,12494
2016-07-08,12494
2016-07-09,12494
2016-07-10,12494
2016-07-11,12494
2016-07-12,12494
2016-07-13,12494
2016-07-14,12494
2016-07-15,12494
2016-07-16,12494
2016-07-17,12494
2016-07-18,12494
2016-07-23,12494
2016-07-24,12494
2016-07-25,12494
2016-07-26,12494
2016-07-27,12494
2016-07-28,12494
2016-07-29,12494
2016-07-30,12494
2016-07-31,12494
2016-08-01,12494
2016-08-02,12494
2016-08-03,12494
2016-08-04,12494
2016-08-05,12494
2016-08-06,12494
2016-08-07,12494
2016-08-08,12494
2016-08-09,12494
2016-08-10,12494
2016-08-11,12642
2016-08-12,12642
2016-08-13,12642
2016-08-14,12642
2016-08-15,12642
2016-08-16,12642
2016-08-17,12642
2016-08-18,12642
2016-08-19,12642
2016-08-20,12642
2016-08-21,12642
2016-08-22,12642
2016-08-23,12642
2016-08-24,12642
2016-08-25,12642
2016-08-26,12642
2016-08-28,12642
2016-08-31,12642
2016-09-01,12642
2016-09-02,12642
2016-09-03,12642
2016-09-04,12642
2016-09-05,12642
2016-09-06,12642
2016-09-07,12642
2016-09-08,12642
2016-09-09,12642
2016-09-10,12642
2016-09-11,12642
2016-09-12,12642
2016-09-13,12642
2016-09-14,12642
2016-09-15,12642
2016-09-16,12642
2016-09-17,12642
2016-09-18,12642
2016-09-19,12642
2016-09-20,12642
2016-09-21,12642
2016-09-22,12642
2016-09-23,12642
2016-09-24,12642
2016-09-25,12642
2016-09-26,12642
2016-09-27,12642
2016-09-28,12642
2016-09-29,12642
2016-09-30,12642
2016-10-01,12642
2016-10-02,12642
2016-10-03,12642
2016-10-04,12642
2016-10-05,12642
2016-10-06,12642
2016-10-07,12642
2016-10-08,12642
2016-10-09,12642
2016-10-10,12642
2016-10-11,12642
2016-10-12,12642
2016-10-13,12642
2016-10-14,12805
2016-10-15,12805
2016-10-16,12805
2016-10-17,12805
2016-10-18,12805
2016-10-19,12805
2016-10-20,12805
2016-10-21,12805
2016-10-22,12805
2016-10-23,12805
2016-10-24,12805
2016-10-25,12805
2016-10-26,12805
2016-10-27,12805
2016-10-28,12805
2016-10-29,12805
2016-10-30,12805
2016-10-31,12805
2016-11-01,12805
2016-11-02,12805
2016-11-03,12805
2016-11-04,12805
2016-11-05,12805
2016-11-06,12805
2016-11-07,12805
2016-11-08,12805
2016-11-09,12805
2016-11-10,12805
2016-11-11,12805
2016-11-12,12805
2016-11-13,12805
2016-11-14,12805
2016-11-15,12805
2016-12-07,12679
2016-12-08,12679
2016-12-09,12679
2016-12-10,12679
2016-12-11,12679
2016-12-12,12679
2016-12-13,12679
2016-12-14,12679
2016-12-15,12679
2016-12-16,12679
2016-12-17,12679
2016-12-18,12679
2016-12-19,12679
2016-12-20,12679
2016-12-21,12679
2016-12-22,12679
2016-12-23,12679
2016-12-24,12679
2016-12-25,12679
2016-12-26,12679
2016-12-27,12679
2016-12-28,12679
2016-12-29,12679
2016-12-30,12679
2016-12-31,12679
2017-01-01,12679
2017-01-02,12679
2017-01-03,12679
2017-01-04,12679
2017-01-05,12679
2017-01-06,12679
2017-01-07,12679
2017-01-08,12679
2017-01-09,12679
2017-01-10,12679
2017-01-11,12679
2017-01-12,12679
2017-01-13,12679
2017-01-14,12679
2017-01-15,12679
2017-01-16,12679
2017-01-17,12679
2017-01-18,12679
2017-01-19,12679
2017-01-20,12679
2017-01-21,12747
2017-01-22,12747
2017-01-23,12747
2017-01-27,12747
2017-01-28,12747
2017-01-29,12747
2017-01-30,12747
2017-01-31,12747
2017-02-01,12747
2017-02-02,12747
2017-02-03,12747
2017-02-04,12747
2017-02-05,12747
2017-02-06,12747
2017-02-07,12747
2017-02-08,12747
2017-02-09,12747
2017-02-10,12747
2017-02-11,12747
2017-02-12,12747
2017-02-13,12747
2017-02-14,12747
2017-02-15,12747
2017-02-16,12747
2017-02-18,12747
2017-02-19,12747
2017-02-20,12747
2017-02-21,12747
2017-02-22,12747
2017-02-23,12747
2017-02-24,12747
2017-02-25,12747
2017-02-26,12747
2017-02-27,12747
2017-02-28,12747
2017-03-01,12747
2017-03-02,12747
2017-03-03,12792
2017-03-04,12792
2017-03-05,12792
2017-03-06,12792
2017-03-07,12792
2017-03-08,12792
2017-03-09,12792
2017-03-10,12792
2017-03-11,12792
2017-03-12,12792
2017-03-13,12792
2017-03-14,12792
2017-03-15,12792
2017-03-16,12792
2017-03-17,12792
2017-03-18,12792
2017-03-19,12792
2017-03-20,12792
2017-03-21,12792
2017-03-22,12792
2017-03-23,12792
2017-03-24,12792
2017-03-25,12792
2017-03-26,12792
2017-03-27,12792
2017-03-28,12792
2017-03-29,12792
2017-03-30,12792
2017-03-31,12792
2017-04-01,12792
2017-04-02,12792
2017-04-03,12792
2017-04-04,12792
2017-04-05,12792
2017-04-12,12873
2017-04-13,12873
2017-04-14,12873
2017-04-15,12873
2017-04-16,12873
2017-04-17,12873
2017-04-18,12873
2017-04-19,12873
2017-04-20,12873
2017-04-21,12873
2017-04-22,12873
2017-04-23,12873
2017-04-24,12873
2017-04-25,12873
2017-04-26,12873
2017-04-27,12873
2017-04-28,12873
2017-04-29,12873
2017-04-30,12873
2017-05-01,12873
2017-05-02,12873
2017-05-03,12873
2017-05-04,12873
2017-05-05,12873
2017-05-06,12873
2017-05-07,12873
2017-05-08,12873
2017-05-09,12873
2017-05-10,12873
2017-05-11,12873
2017-05-12,12873
2017-05-13,12873
2017-05-14,12873
2017-05-15,12873
2017-05-16,12873
2017-05-17,12873
2017-05-18,12873
2017-05-19,12873
2017-05-20,13024
2017-05-21,13024
2017-05-22,13024
2017-05-23,13024
2017-05-24,13024
2017-05-25,13024
2017-05-26,13024
2017-05-27,13024
2017-05-28,13024
2017-05-29,13024
2017-05-30,13024
2017-05-31,13024
2017-06-01,13024
2017-06-02,13024
2017-06-03,13024
2017-06-04,13024
2017-06-05,13024
2017-06-06,13024
2017-06-07,13024
2017-06-08,13024
2017-06-09,13024
2017-06-10,13024
2017-06-11,13024
2017-06-12,13024
2017-06-13,13024
2017-06-14,13024
2017-06-15,13024
2017-06-16,13024
2017-06-17,13024
2017-06-18,13024
2017-06-19,13024
2017-06-20,13024
2017-06-21,13024
2017-06-22,13024
2017-06-23,13024
2017-06-24,13024
2017-06-25,13024
2017-06-26,13024
2017-06-27,13024
2017-06-28,13024
2017-06-29,13024
2017-06-30,13024
2017-07-01,13024
2017-07-02,13024
2017-07-03,12983
2017-07-04,12983
2017-07-05,12983
2017-07-06,12983
2017-07-07,12983
2017-07-08,12983
2017-07-09,12983
2017-07-13,12983
2017-07-14,12983
2017-07-15,12983
2017-07-16,12983
2017-07-17,12983
2017-07-18,12983
2017-07-19,12983
2017-07-20,12983
2017-07-21,12983
2017-07-22,12983
2017-07-23,12983
2017-07-24,12983
2017-07-25,12983
2017-07-26,12983
2017-07-27,12983
2017-07-28,12983
2017-07-29,12983
2017-07-30,12983
2017-07-31,12983
2017-08-01,12983
2017-08-02,12983
2017-08-03,12983
2017-08-04,12983
2017-08-05,12983
2017-08-06,12983
2017-08-07,12983
2017-08-08,12983
2017-08-09,12983
2017-08-10,12983
2017-08-11,12983
2017-08-12,12983
2017-08-13,12983
2017-08-14,12983
2017-08-15,12983
2017-08-16,12862
2017-08-17,12862
2017-08-18,12862
2017-08-19,12862
2017-08-20,12862
2017-08-21,12862
2017-08-22,12862
2017-08-23,12862
2017-08-24,12862
2017-08-25,12862
2017-08-26,12862
2017-08-27,12862
2017-08-28,12862
2017-08-29,12862
2017-08-30,12862
2017-08-31,12862
2017-09-01,12862
2017-09-02,12862
2017-09-03,12862
2017-09-04,12862
2017-09-05,12862
2017-09-06,12862
2017-09-07,12862
2017-09-08,12862
2017-09-09,12862
2017-09-10,12862
2017-09-11,12862
2017-09-12,12862
2017-09-13,12862
2017-09-14,12862
2017-09-15,12862
2017-09-16,12862
2017-09-17,12862
2017-09-18,12862
2017-09-19,12862
2017-09-20,12862
2017-09-22,12862
2017-09-23,12862
2017-09-24,12862
2017-09-25,12817
2017-09-26,12817
2017-09-27,12817
2017-09-28,12817
2017-09-29,12817
2017-09-30,12817
2017-10-01,12817
2017-10-02,12817
2017-10-03,12817
2017-10-04,12817
2017-10-05,12817
2017-10-06,12817
2017-10-07,12817
2017-10-08,12817
2017-10-09,12817
2017-10-10,12817
2017-10-11,12817
2017-10-12,12817
2017-10-13,12817
2017-10-14,12817
2017-10-15,12817
2017-10-16,12817
2017-10-17,12817
2017-10-18,12817
2017-10-19,12817
2017-10-20,12817
2017-10-21,12817
2017-10-22,12817
2017-10-23,12817
2017-10-24,12817
2017-10-25,12817
2017-10-26,12817
2017-10-27,12817
2017-10-28,12817
2017-10-29,12817
2017-10-30,12817
2017-10-31,12817
2017-11-01,12817
2017-11-02,12817
2017-11-03,12817
2017-11-04,12817
2017-11-05,12817
2017-11-06,12817
2017-11-07,12817
2017-11-08,12817
2017-11-09,12817
2017-11-10,12888
2017-11-11,12888
2017-11-12,12888
2017-11-13,12888
2017-11-14,12888
2017-11-15,12888
2017-11-16,12888
2017-11-17,12888
2017-11-18,12888
2017-11-19,12888
2017-11-20,12888
2017-11-21,12888
2017-11-22,12888
2017-11-23,12888
2017-11-24,12888
2017-11-25,12888
2017-11-26,12888
2017-11-27,12888
2017-11-28,12888
2017-11-29,12888
2017-11-30,12888
2017-12-01,12888
2017-12-02,12888
2017-12-03,12888
2017-12-04,12888
2017-12-05,12888
2017-12-06,12888
2017-12-07,12888
2017-12-08,12888
2017-12-09,12888
2017-12-10,12888
2017-12-11,12888
2017-12-12,12888
2017-12-13,12888
2017-12-14,12888
2017-12-15,12888
2017-12-16,12888
2017-12-17,12888
2017-12-18,12888
2017-12-19,12888
2017-12-20,12888
2017-12-21,12888
2017-12-22,12888
2017-12-23,12888
2017-12-24,12888
2017-12-25,12888
2017-12-26,12888
2017-12-27,12888
2017-12-28,12746
2017-12-29,12746
2017-12-30,12746
2017-12-31,12746
2018-01-01,12746
2018-01-02,12746
2018-01-03,12746
2018-01-04,12746
2018-01-05,12746
2018-01-06,12746
2018-01-07,12746
2018-01-08,12746
2018-01-09,12746
2018-01-10,12746
2018-01-11,12746
2018-01-12,12746
2018-01-13,12746
2018-01-14,12746
2018-01-15,12746
2018-01-16,12746
2018-01-17,12746
2018-01-18,12746
2018-01-19,12746
2018-01-20,12746
2018-01-21,12746
2018-01-22,12746
2018-01-23,12746
2018-01-24,12746
2018-01-25,12746
2018-01-26,12746
2018-01-27,12746
2018-01-28,12858
2018-01-29,12858
2018-01-30,12858
2018-01-31,12858
2018-02-01,12858
2018-02-02,12858
2018-02-03,12858
2018-02-04,12858
2018-02-05,12858
2018-02-06,12858
2018-02-07,12858
2018-02-08,12858
2018-02-09,12858
2018-02-10,12858
2018-02-11,12858
2018-02-12,12858
2018-02-13,12858
2018-02-14,12858
2018-02-15,12858
2018-02-16,12858
2018-02-17,12858
2018-02-18,12858
2018-02-19,12858
2018-02-20,12858
2018-02-21,12858
2018-02-22,12858
2018-02-23,12858
2018-02-24,12858
2018-02-25,12858
2018-02-26,12858
2018-02-27,12858
2018-02-28,12931
2018-03-01,12931
2018-03-02,12931
2018-03-03,12931
2018-03-04,12931
2018-03-05,12931
2018-03-06,12931
2018-03-07,12931
2018-03-08,12931
2018-03-09,12931
2018-03-10,12931
2018-03-11,12931
2018-03-12,12931
2018-03-13,12931
2018-03-14,12931
2018-03-15,12931
2018-03-16,12931
2018-03-17,12931
2018-03-18,12931
2018-03-20,12931
2018-03-22,12931
2018-03-23,12931
2018-03-24,12931
2018-03-25,12931
2018-03-26,12931
2018-03-27,12931
2018-03-28,12931
2018-03-29,12931
2018-03-30,12931
2018-03-31,12931
2018-04-01,12931
2018-04-02,12931
2018-04-03,12964
2018-04-04,12964
2018-04-05,12964
2018-04-06,12964
2018-04-07,12964
2018-04-08,12964
2018-04-09,12964
2018-04-10,12964
2018-04-11,12964
2018-04-12,12964
2018-04-13,12964
2018-04-14,12964
2018-04-15,12964
2018-04-16,12964
2018-04-17,12964
2018-04-18,12964
2018-04-19,12964
2018-04-20,12964
2018-04-21,12964
2018-04-22,12964
2018-04-23,12964
2018-04-24,12964
2018-04-25,12964
2018-04-26,12964
2018-04-27,12964
2018-04-28,12964
2018-04-29,12964
2018-04-30,12964
2018-05-01,12964
2018-05-02,12964
2018-05-03,12964
2018-05-04,12964
2018-05-05,12964
2018-05-06,12964
2018-05-07,12964
2018-05-08,12964
2018-05-09,12964
2018-05-10,12964
2018-05-11,12964
2018-05-12,13165
2018-05-13,13165
2018-05-14,13165
2018-05-15,13165
2018-05-16,13165
2018-05-17,13165
2018-05-18,13165
2018-05-19,13165
2018-05-20,13165
2018-05-21,13165
2018-05-22,13165
2018-05-23,13165
2018-05-24,13165
2018-05-25,13165
2018-05-26,13165
2018-05-27,13165
2018-05-28,13165
2018-05-29,13165
2018-05-30,13165
2018-05-31,13165
2018-06-01,13165
2018-06-02,13165
2018-06-03,13165
2018-06-04,13165
2018-06-05,13165
2018-06-06,13165
2018-06-07,13165
2018-06-08,13165
2018-06-09,13165
2018-06-10,13165
2018-06-11,13165
2018-06-12,13165
2018-06-13,13345
2018-06-14,13345
2018-06-15,13345
2018-06-16,13345
2018-06-17,13345
2018-06-18,13345
2018-06-19,13345
2018-06-20,13345
2018-06-21,13345
2018-06-22,13345
2018-06-23,13345
2018-06-24,13345
2018-06-25,13345
2018-06-26,13345
2018-06-27,13345
2018-06-28,13345
2018-06-29,13345
2018-06-30,13345
2018-07-01,13345
2018-07-02,13345
2018-07-03,13345
2018-07-04,13345
2018-07-05,13345
2018-07-06,13345
2018-07-07,13345
2018-07-08,13345
2018-07-09,13345
2018-07-10,13345
2018-07-11,13345
2018-07-12,13345
2018-07-13,13345
2018-07-14,13345
2018-07-15,13345
2018-07-16,13345
2018-07-17,13345
2018-07-18,13345
2018-07-19,13345
2018-07-20,13345
2018-07-21,13345
2018-07-22,13345
2018-07-23,13345
2018-07-24,13345
2018-07-25,13345
2018-07-26,13345
2018-07-27,13345
2018-07-28,13345
2018-07-29,13345
2018-07-30,13345
2018-07-31,13345
2018-08-01,13345
2018-08-02,13345
2018-08-03,13345
2018-08-04,13345
2018-08-05,13345
2018-08-06,13345
2018-08-07,13345
2018-08-08,13345
2018-08-09,13345
2018-08-10,13231
2018-08-11,13231
2018-08-12,13231
2018-08-14,13231
2018-08-16,13231
2018-08-17,13231
2018-08-18,13231
2018-08-19,13231
2018-08-20,13231
2018-08-21,13231
2018-08-22,13231
2018-08-23,13231
2018-08-24,13231
2018-08-25,13231
2018-08-26,13231
2018-08-27,13231
2018-08-28,13231
2018-08-29,13231
2018-08-30,13231
2018-08-31,13231
2018-09-01,13231
2018-09-02,13231
2018-09-03,13231
2018-09-04,13231
2018-09-05,13084
2018-09-06,13084
2018-09-07,13084
2018-09-08,13084
2018-09-09,13084
2018-09-10,13084
2018-09-11,13084
2018-09-12,13084
2018-09-13,13084
2018-09-14,13084
2018-09-15,13084
2018-09-16,13084
2018-09-17,13084
2018-09-18,13084
2018-09-19,13084
2018-09-20,13084
2018-09-21,13084
2018-09-22,13084
2018-09-23,13084
2018-09-24,13084
2018-09-25,13084
2018-09-26,13084
2018-09-27,13084
2018-09-28,13084
2018-09-29,13084
2018-09-30,13084
2018-10-01,13084
2018-10-02,12859
2018-10-03,12859
2018-10-04,12859
2018-10-05,12859
2018-10-06,12859
2018-10-07,12859
2018-10-08,12859
2018-10-09,12859
2018-10-10,12859
2018-10-11,12859
2018-10-12,12859
2018-10-13,12859
2018-10-14,12859
2018-10-15,12859
2018-10-16,12859
2018-10-17,12859
2018-10-18,12859
2018-10-19,12859
2018-10-20,12859
2018-10-21,12859
2018-10-22,12859
2018-10-23,12859
2018-10-24,12859
2018-10-25,12859
2018-10-26,12859
2018-10-27,12859
2018-10-28,12594
2018-10-29,12594
2018-10-30,12594
2018-10-31,12594
2018-11-01,12594
2018-11-03,12594
2018-11-04,12594
2018-11-05,12594
2018-11-06,12594
2018-11-07,12594
2018-11-08,12594
2018-11-09,12594
2018-11-10,12594
2018-11-11,12594
2018-11-12,12594
2018-11-13,12594
2018-11-14,12594
2018-11-15,12594
2018-11-16,12473
2018-11-17,12473
2018-11-18,12473
2018-11-19,12473
2018-11-20,12473
2018-11-21,12473
2018-11-22,12473
2018-11-23,12473
2018-11-24,12473
2018-11-25,12473
2018-11-26,12473
2018-11-27,12473
2018-11-28,12473
2018-11-29,12473
2018-12-01,12345
2018-12-02,12345
2018-12-03,12345
2018-12-04,12345
2018-12-05,12345
2018-12-07,12345
2018-12-09,12345
2018-12-10,12345
2018-12-11,12345
2018-12-12,12345
2018-12-13,12345
2018-12-14,12345
2018-12-15,12345
2018-12-16,12451
2018-12-17,12451
2018-12-18,12451
2018-12-19,12451
2018-12-20,12451
2018-12-21,12451
2018-12-22,12451
2018-12-23,12451
2018-12-24,12451
2018-12-25,12451
2018-12-26,12451
2018-12-27,12451
2018-12-28,12451
2018-12-29,12451
2018-12-30,12451
2018-12-31,12592
2019-01-01,12592
2019-01-02,12592
2019-01-03,12592
2019-01-04,12592
2019-01-05,12592
2019-01-06,12592
2019-01-08,12592
2019-01-10,12592
2019-01-11,12592
2019-01-12,12592
2019-01-13,12684
2019-01-14,12684
2019-01-15,12684
2019-01-16,12684
2019-01-17,12684
2019-01-18,12684
2019-01-19,12684
2019-01-20,12684
2019-01-21,12684
2019-01-22,12684
2019-01-23,12684
2019-01-24,12684
2019-01-25,12684
2019-01-26,12684
2019-01-27,12515
2019-01-28,12515
2019-01-29,12515
2019-01-30,12515
2019-01-31,12515
2019-02-01,12515
2019-02-02,12515
2019-02-03,12515
2019-02-04,12515
2019-02-05,12515
2019-02-06,12515
2019-02-07,12515
2019-02-08,12515
2019-02-09,12515
2019-02-10,12515
2019-02-11,12376
2019-02-12,12376
2019-02-13,12376
2019-02-14,12376
2019-02-15,12376
2019-02-16,12376
2019-02-17,12376
2019-02-18,12376
2019-02-19,12376
2019-02-20,12376
2019-02-21,12376
2019-02-22,12376
2019-02-23,12376
2019-02-24,12376
2019-02-25,12376
2019-02-26,12376
2019-02-27,12170
2019-02-28,12170
2019-03-01,12170
2019-03-02,12170
2019-03-03,12170
2019-03-04,12170
2019-03-05,12170
2019-03-06,12170
2019-03-07,12170
2019-03-08,12170
2019-03-09,12170
2019-03-10,12170
2019-03-11,12170
2019-03-12,12170
2019-03-13,12170
2019-03-14,12170
