date_obj,Mithril%20mace price
2017-10-04,165
2017-10-05,165
2017-10-06,165
2017-10-07,166
2017-10-08,166
2017-10-09,166
2017-10-10,166
2017-10-11,166
2017-10-12,166
2017-10-13,166
2017-10-14,171
2017-10-15,171
2017-10-16,171
2017-10-17,171
2017-10-18,172
2017-10-19,172
2017-10-20,172
2017-10-21,172
2017-10-22,175
2017-10-23,175
2017-10-24,175
2017-10-25,175
2017-10-26,175
2017-10-27,180
2017-10-28,180
2017-10-29,180
2017-10-30,180
2017-10-31,173
2017-11-01,173
2017-11-02,173
2017-11-03,173
2017-11-04,167
2017-11-05,167
2017-11-06,167
2017-11-07,167
2017-11-08,167
2017-11-09,170
2017-11-10,170
2017-11-11,170
2017-11-12,170
2017-11-13,167
2017-11-14,167
2017-11-15,167
2017-11-16,167
2017-11-17,165
2017-11-18,165
2017-11-19,165
2017-11-20,165
2017-11-21,161
2017-11-22,161
2017-11-23,161
2017-11-24,161
2017-11-25,162
2017-11-26,162
2017-11-27,162
2017-11-28,162
2017-11-29,162
2017-11-30,161
2017-12-01,161
2017-12-02,161
2017-12-03,161
2017-12-04,161
2017-12-05,161
2017-12-06,161
2017-12-07,159
2017-12-08,159
2017-12-09,159
2017-12-10,159
2017-12-11,163
2017-12-12,163
2017-12-14,163
2017-12-15,164
2017-12-17,164
2017-12-18,164
2017-12-19,166
2017-12-20,166
2017-12-21,166
2017-12-22,166
2017-12-23,161
2017-12-24,161
2017-12-25,161
2017-12-26,161
2017-12-27,157
2017-12-28,157
2017-12-29,157
2017-12-30,157
2017-12-31,159
2018-01-01,159
2018-01-02,159
2018-01-03,158
2018-01-04,158
2018-01-05,158
2018-01-06,155
2018-01-07,155
2018-01-08,155
2018-01-09,155
2018-01-10,158
2018-01-11,158
2018-01-12,158
2018-01-13,163
2018-01-14,163
2018-01-15,163
2018-01-16,164
2018-01-17,164
2018-01-18,164
2018-01-19,164
2018-01-20,161
2018-01-21,161
2018-01-22,161
2018-01-23,163
2018-01-25,165
2018-01-26,165
2018-01-27,165
2018-01-28,163
2018-01-29,163
2018-01-31,161
2018-02-01,161
2018-02-02,162
2018-02-03,162
2018-02-04,157
2018-02-05,157
2018-02-06,157
2018-02-07,156
2018-02-08,156
2018-02-09,160
2018-02-10,160
2018-02-11,156
2018-02-12,156
2018-02-13,156
2018-02-14,156
2018-02-15,153
2018-02-16,153
2018-02-17,155
2018-02-18,155
2018-02-19,156
2018-02-20,156
2018-02-21,161
2018-02-22,161
2018-02-23,163
2018-02-24,163
2018-02-25,161
2018-02-26,161
2018-02-27,162
2018-03-01,162
2018-03-02,162
2018-03-03,162
2018-03-04,162
2018-03-05,159
2018-03-06,159
2018-03-07,159
2018-03-08,159
2018-03-09,159
2018-03-10,159
2018-03-11,159
2018-03-12,159
2018-03-13,159
2018-03-14,161
2018-03-15,161
2018-03-16,161
2018-03-17,160
2018-03-18,160
2018-03-19,160
2018-03-20,160
2018-03-21,160
2018-03-23,163
2018-03-24,163
2018-03-26,169
2018-03-27,166
2018-03-28,166
2018-03-29,170
2018-03-30,170
2018-03-31,170
2018-04-01,170
2018-04-02,170
2018-04-03,168
2018-04-04,168
2018-04-05,168
2018-04-06,164
2018-04-07,164
2018-04-08,164
2018-04-09,165
2018-04-10,165
2018-04-11,165
2018-04-12,166
2018-04-13,166
2018-04-14,166
2018-04-15,166
2018-04-16,166
2018-04-17,166
2018-04-18,165
2018-04-19,165
2018-04-20,165
2018-04-21,168
2018-04-22,168
2018-04-23,168
2018-04-24,168
2018-04-25,168
2018-04-26,168
2018-04-27,169
2018-04-28,169
2018-04-29,169
2018-04-30,166
2018-05-01,166
2018-05-04,165
2018-05-05,166
2018-05-06,166
2018-05-07,166
2018-05-08,163
2018-05-09,163
2018-05-10,166
2018-05-11,166
2018-05-12,166
2018-05-13,166
2018-05-14,166
2018-05-15,168
2018-05-16,168
2018-05-17,168
2018-05-18,168
2018-05-19,168
2018-05-20,168
2018-05-21,168
2018-05-22,168
2018-05-23,168
2018-05-24,172
2018-05-25,172
2018-05-26,172
2018-05-27,172
2018-05-28,172
2018-05-29,173
2018-05-30,173
2018-05-31,173
2018-06-01,172
2018-06-02,172
2018-06-03,172
2018-06-04,175
2018-06-05,175
2018-06-06,176
2018-06-07,176
2018-06-08,176
2018-06-09,176
2018-06-10,176
2018-06-11,176
2018-06-12,178
2018-06-13,178
2018-06-14,178
2018-06-15,178
2018-06-16,178
2018-06-17,174
2018-06-18,174
2018-06-19,174
2018-06-20,171
2018-06-21,171
2018-06-22,174
2018-06-23,174
2018-06-24,174
2018-06-25,175
2018-06-26,175
2018-06-27,175
2018-06-28,171
2018-06-29,171
2018-06-30,171
2018-07-01,171
2018-07-02,171
2018-07-03,171
2018-07-04,174
2018-07-05,174
2018-07-06,173
2018-07-07,173
2018-07-08,173
2018-07-09,175
2018-07-10,175
2018-07-11,179
2018-07-12,179
2018-07-13,179
2018-07-14,176
2018-07-15,176
2018-07-16,176
2018-07-17,175
2018-07-18,175
2018-07-19,175
2018-07-20,176
2018-07-21,176
2018-07-22,179
2018-07-23,179
2018-07-24,177
2018-07-25,177
2018-07-26,179
2018-07-27,179
2018-07-28,177
2018-07-29,177
2018-07-30,175
2018-07-31,175
2018-08-01,173
2018-08-02,169
2018-08-03,169
2018-08-04,167
2018-08-05,167
2018-08-06,168
2018-08-07,168
2018-08-08,164
2018-08-09,164
2018-08-10,164
2018-08-11,171
2018-08-12,171
2018-08-14,170
2018-08-16,167
2018-08-17,175
2018-08-18,175
2018-08-19,176
2018-08-20,176
2018-08-21,177
2018-08-22,177
2018-08-23,176
2018-08-24,176
2018-08-25,176
2018-08-26,176
2018-08-27,174
2018-08-28,174
2018-08-29,177
2018-08-30,177
2018-08-31,174
2018-09-01,174
2018-09-02,169
2018-09-03,169
2018-09-04,172
2018-09-05,172
2018-09-06,172
2018-09-07,180
2018-09-08,180
2018-09-09,178
2018-09-10,178
2018-09-11,179
2018-09-12,179
2018-09-13,181
2018-09-14,181
2018-09-15,182
2018-09-16,182
2018-09-17,179
2018-09-18,179
2018-09-19,179
2018-09-20,179
2018-09-21,180
2018-09-22,176
2018-09-23,176
2018-09-24,172
2018-09-25,172
2018-09-26,171
2018-09-27,171
2018-09-28,168
2018-09-29,168
2018-09-30,169
2018-10-02,174
2018-10-03,173
2018-10-04,173
2018-10-05,173
2018-10-06,173
2018-10-07,173
2018-10-08,171
2018-10-09,171
2018-10-10,173
2018-10-11,173
2018-10-12,173
2018-10-13,173
2018-10-14,175
2018-10-15,175
2018-10-16,175
2018-10-17,175
2018-10-18,178
2018-10-19,178
2018-10-20,176
2018-10-21,176
2018-10-22,177
2018-10-23,177
2018-10-24,178
2018-10-25,178
2018-10-26,177
2018-10-27,177
2018-10-28,176
2018-10-29,176
2018-10-30,174
2018-10-31,177
2018-11-01,177
2018-11-03,179
2018-11-04,179
2018-11-05,177
2018-11-06,181
2018-11-07,181
2018-11-08,180
2018-11-09,180
2018-11-10,173
2018-11-11,168
2018-11-12,163
2018-11-13,161
2018-11-14,156
2018-11-15,154
2018-11-16,152
2018-11-17,151
2018-11-18,149
2018-11-19,148
2018-11-20,148
2018-11-21,150
2018-11-22,149
2018-11-23,148
2018-11-24,146
2018-11-25,147
2018-11-26,147
2018-11-27,148
2018-11-28,147
2018-11-29,144
2018-12-01,145
2018-12-02,146
2018-12-03,146
2018-12-04,148
2018-12-05,153
2018-12-07,155
2018-12-09,148
2018-12-10,148
2018-12-11,151
2018-12-13,150
2018-12-14,148
2018-12-15,148
2018-12-16,148
2018-12-17,149
2018-12-18,148
2018-12-19,150
2018-12-20,150
2018-12-21,150
2018-12-22,154
2018-12-23,154
2018-12-24,159
2018-12-25,160
2018-12-26,160
2018-12-27,161
2018-12-28,158
2018-12-29,158
2018-12-30,156
2018-12-31,159
2019-01-01,156
2019-01-02,158
2019-01-03,160
2019-01-04,159
2019-01-05,155
2019-01-06,150
2019-01-08,151
2019-01-10,150
2019-01-11,152
2019-01-12,148
2019-01-13,147
2019-01-14,143
2019-01-15,143
2019-01-16,141
2019-01-17,141
2019-01-18,144
2019-01-19,142
2019-01-20,139
2019-01-21,142
2019-01-22,140
2019-01-23,139
2019-01-24,139
2019-01-25,138
2019-01-26,136
2019-01-27,136
2019-01-28,135
2019-01-29,135
2019-01-30,132
2019-01-31,132
2019-02-01,132
2019-02-02,130
2019-02-03,128
2019-02-04,128
2019-02-05,132
2019-02-06,132
2019-02-07,133
2019-02-08,135
2019-02-09,137
2019-02-10,138
2019-02-11,143
2019-02-12,143
2019-02-13,147
2019-02-14,147
2019-02-15,148
2019-02-16,151
2019-02-17,150
2019-02-18,150
2019-02-19,149
2019-02-20,149
2019-02-21,150
2019-02-22,150
2019-02-23,151
2019-02-24,153
2019-02-25,153
2019-02-26,156
2019-02-27,156
2019-02-28,156
2019-03-01,157
2019-03-02,160
2019-03-03,158
2019-03-04,159
2019-03-05,152
2019-03-06,154
2019-03-07,161
2019-03-08,161
2019-03-09,162
2019-03-10,161
2019-03-11,157
2019-03-12,158
2019-03-13,158
2019-03-14,161
2019-03-15,161
2019-03-16,160
2019-03-17,156
2019-03-18,156
2019-03-19,155
2019-03-20,152
2019-03-21,149
2019-03-22,149
2019-03-23,149
2019-03-24,147
2019-03-25,147
2019-03-26,148
2019-03-27,148
2019-03-28,149
2019-03-29,148
2019-03-30,148
2019-03-31,147
2019-04-01,145
2019-04-02,145
2019-04-03,144
2019-04-04,141
2019-04-05,141
2019-04-06,140
2019-04-07,138
2019-04-08,140
2019-04-09,140
2019-04-10,142
2019-04-11,141
2019-04-12,142
2019-04-13,141
2019-04-14,146
2019-04-15,146
2019-04-16,147
2019-04-17,147
2019-04-18,145
2019-04-19,145
2019-04-20,146
2019-04-21,146
2019-04-22,147
2019-04-23,148
2019-04-24,148
2019-04-25,147
2019-04-26,147
2019-04-27,145
2019-04-28,145
2019-04-29,141
2019-04-30,140
2019-05-01,140
2019-05-02,138
2019-05-03,137
2019-05-04,133
2019-05-05,133
2019-05-06,130
2019-05-07,128
2019-05-08,128
2019-05-09,131
2019-05-10,131
2019-05-11,132
2019-05-12,132
2019-05-13,132
2019-05-14,132
2019-05-15,134
2019-05-16,134
2019-05-17,136
2019-05-18,134
2019-05-19,134
2019-05-20,137
2019-05-21,137
2019-05-22,140
2019-05-23,140
2019-05-24,139
2019-05-25,141
2019-05-26,141
2019-05-27,144
2019-05-28,144
2019-05-29,147
2019-05-30,147
2019-05-31,150
2019-06-01,150
2019-06-02,148
2019-06-03,148
2019-06-04,149
2019-06-05,149
2019-06-06,152
2019-06-07,152
2019-06-08,151
2019-06-09,154
2019-06-10,154
2019-06-11,156
2019-06-12,156
2019-06-13,155
2019-06-14,155
2019-06-15,151
2019-06-16,148
2019-06-17,148
2019-06-18,149
2019-06-19,149
2019-06-20,148
2019-06-21,148
2019-06-22,147
2019-06-23,146
2019-06-24,146
2019-06-25,147
2019-06-26,147
2019-06-27,150
2019-06-28,150
2019-06-29,153
2019-06-30,154
2019-07-01,154
2019-07-02,159
2019-07-03,159
2019-07-04,163
2019-07-05,163
2019-07-06,159
2019-07-07,159
2019-07-08,155
2019-07-09,155
2019-07-10,151
2019-07-11,151
2019-07-12,150
2019-07-13,150
2019-07-14,155
2019-07-15,155
2019-07-16,155
2019-07-17,154
2019-07-18,154
2019-07-19,150
2019-07-20,150
2019-07-21,146
2019-07-22,141
2019-07-23,141
2019-07-24,141
2019-07-25,141
2019-07-26,139
2019-07-27,134
2019-07-28,131
2019-07-29,129
2019-07-30,127
2019-07-31,132
2019-08-01,134
2019-08-02,137
2019-08-03,133
2019-08-04,129
2019-08-05,125
2019-08-06,125
2019-08-07,122
2019-08-08,122
2019-08-09,120
2019-08-10,121
2019-08-11,121
2019-08-12,121
2019-08-13,121
2019-08-14,122
2019-08-15,123
2019-08-16,123
2019-08-17,123
2019-08-18,123
2019-08-19,125
2019-08-20,125
2019-08-21,123
2019-08-22,128
2019-08-23,128
2019-08-24,129
2019-08-24,129
2019-08-25,129
2019-08-25,129
2019-08-26,131
2019-08-26,131
