date_obj,Mithril%20mace price
2015-03-26,7111
2015-03-27,7111
2015-03-28,6782
2015-03-29,6782
2015-03-30,6782
2015-03-31,6451
2015-04-01,6451
2015-04-02,6451
2015-04-03,6153
2015-04-04,6153
2015-04-05,6153
2015-04-06,5854
2015-04-07,5854
2015-04-08,5854
2015-04-09,5568
2015-04-10,5568
2015-04-11,5568
2015-04-12,5300
2015-04-13,5300
2015-04-14,5300
2015-04-15,5059
2015-04-16,5059
2015-04-17,5059
2015-04-18,4818
2015-04-19,4818
2015-04-20,4818
2015-04-21,4584
2015-04-22,4584
2015-04-23,4584
2015-04-24,4363
2015-04-25,4363
2015-04-26,4363
2015-04-27,4149
2015-04-28,4149
2015-04-29,4149
2015-04-30,3955
2015-05-01,3955
2015-05-02,3955
2015-05-03,3763
2015-05-04,3763
2015-05-05,3763
2015-05-06,3581
2015-05-07,3581
2015-05-08,3581
2015-05-09,3416
2015-05-10,3416
2015-05-11,3416
2015-05-12,3251
2015-05-13,3251
2015-05-14,3251
2015-05-15,3093
2015-05-16,3093
2015-05-17,3093
2015-05-18,2947
2015-05-19,2947
2015-05-20,2947
2015-05-21,2947
2015-05-22,2808
2015-05-23,2808
2015-05-24,2808
2015-05-25,2676
2015-05-26,2676
2015-05-27,2676
2015-05-28,2546
2015-05-29,2546
2015-05-30,2424
2015-05-31,2424
2015-06-01,2311
2015-06-02,2311
2015-06-03,2199
2015-06-04,2199
2015-06-05,2098
2015-06-06,2098
2015-06-07,1997
2015-06-08,1997
2015-06-09,1901
2015-06-10,1901
2015-06-11,1811
2015-06-12,1811
2015-06-13,1724
2015-06-14,1724
2015-06-15,1642
2015-06-16,1642
2015-06-17,1565
2015-06-18,1565
2015-06-19,1489
2015-06-20,1489
2015-06-21,1417
2015-06-22,1417
2015-06-23,1359
2015-06-24,1359
2015-06-25,1299
2015-06-26,1299
2015-06-27,1238
2015-06-28,1238
2015-06-29,1183
2015-06-30,1183
2015-07-01,1131
2015-07-02,1131
2015-07-03,1079
2015-07-04,1079
2015-07-05,1029
2015-07-06,1029
2015-07-07,980
2015-07-08,980
2015-07-09,938
2015-07-10,938
2015-07-11,938
2015-07-12,895
2015-07-13,895
2015-07-14,854
2015-07-15,854
2015-07-16,813
2015-07-17,813
2015-07-18,776
2015-07-19,776
2015-07-20,743
2015-07-21,743
2015-07-22,708
2015-07-23,708
2015-07-24,677
2015-07-25,677
2015-07-26,646
2015-07-27,646
2015-07-28,617
2015-07-29,617
2015-07-30,589
2015-07-31,589
2015-08-01,562
2015-08-02,562
2015-08-03,539
2015-08-04,539
2015-08-05,514
2015-08-06,514
2015-08-07,514
2015-08-08,490
2015-08-09,490
2015-08-10,490
2015-08-11,468
2015-08-12,468
2015-08-13,468
2015-08-14,448
2015-08-15,448
2015-08-16,448
2015-08-17,427
2015-08-18,427
2015-08-19,409
2015-08-20,409
2015-08-21,409
2015-08-22,391
2015-08-23,391
2015-08-24,391
2015-08-25,375
2015-08-26,375
2015-08-27,359
2015-08-28,359
2015-08-29,359
2015-08-30,342
2015-08-31,342
2015-09-01,342
2015-09-02,325
2015-09-03,325
2015-09-04,325
2015-09-05,311
2015-09-06,311
2015-09-07,311
2015-09-08,311
2015-09-09,299
2015-09-10,299
2015-09-11,299
2015-09-12,286
2015-09-13,286
2015-09-14,286
2015-09-15,273
2015-09-16,273
2015-09-17,273
2015-09-18,273
2015-09-19,262
2015-09-20,262
2015-09-21,262
2015-09-22,262
2015-09-23,250
2015-09-24,250
2015-09-25,250
2015-09-27,250
2015-09-28,241
2015-09-29,241
2015-09-30,241
2015-10-05,231
2015-10-06,231
2015-10-07,223
2015-10-08,223
2015-10-09,223
2015-10-10,223
2015-10-11,225
2015-10-12,225
2015-10-13,225
2015-10-14,225
2015-10-15,225
2015-10-16,220
2015-10-17,220
2015-10-18,220
2015-10-19,220
2015-10-20,220
2015-10-22,219
2015-10-23,219
2015-10-24,219
2015-10-25,219
2015-10-26,219
2015-10-27,219
2015-10-29,219
2015-10-30,219
2015-10-31,211
2015-11-01,211
2015-11-02,211
2015-11-03,211
2015-11-04,211
2015-11-05,209
2015-11-06,209
2015-11-07,209
2015-11-08,209
2015-11-09,209
2015-11-10,204
2015-11-11,204
2015-11-12,204
2015-11-13,204
2015-11-14,204
2015-11-15,203
2015-11-16,203
2015-11-17,203
2015-11-18,203
2015-11-19,203
2015-11-20,203
2015-11-21,205
2015-11-22,205
2015-11-23,205
2015-11-24,205
2015-11-25,204
2015-11-26,204
2015-11-27,204
2015-11-28,204
2015-11-29,204
2015-11-30,203
2015-12-01,203
2015-12-02,203
2015-12-03,203
2015-12-04,203
2015-12-05,203
2015-12-06,203
2015-12-07,203
2015-12-08,203
2015-12-09,203
2015-12-10,203
2015-12-11,205
2015-12-12,205
2015-12-13,205
2015-12-14,205
2015-12-15,205
2015-12-16,206
2015-12-17,206
2015-12-18,206
2015-12-19,206
2015-12-20,206
2015-12-21,213
2015-12-22,213
2015-12-23,213
2015-12-24,213
2015-12-25,213
2015-12-26,212
2015-12-27,212
2015-12-28,212
2015-12-29,212
2015-12-30,213
2015-12-31,213
2016-01-01,213
2016-01-02,213
2016-01-03,213
2016-01-04,213
2016-01-05,213
2016-01-06,213
2016-01-07,213
2016-01-08,213
2016-01-09,214
2016-01-10,214
2016-01-11,214
2016-01-12,214
2016-01-13,214
2016-01-14,220
2016-01-15,220
2016-01-16,220
2016-01-17,220
2016-01-18,214
2016-01-19,214
2016-01-20,214
2016-01-21,214
2016-01-22,209
2016-01-23,209
2016-01-24,209
2016-01-25,209
2016-01-26,209
2016-01-27,201
2016-01-28,201
2016-01-29,201
2016-01-30,201
2016-01-31,200
2016-02-01,200
2016-02-02,200
2016-02-03,200
2016-02-04,194
2016-02-05,194
2016-02-06,194
2016-02-07,194
2016-02-08,194
2016-02-09,190
2016-02-10,190
2016-02-11,190
2016-02-12,190
2016-02-13,186
2016-02-14,186
2016-02-15,186
2016-02-16,186
2016-02-17,186
2016-02-18,180
2016-02-19,180
2016-02-20,180
2016-02-21,180
2016-02-22,180
2016-02-23,188
2016-02-24,188
2016-02-25,188
2016-02-26,188
2016-02-27,190
2016-02-28,190
2016-02-29,190
2016-03-01,190
2016-03-02,190
2016-03-03,189
2016-03-04,189
2016-03-05,189
2016-03-06,189
2016-03-07,191
2016-03-08,191
2016-03-09,191
2016-03-10,191
2016-03-11,191
2016-03-12,197
2016-03-13,197
2016-03-14,197
2016-03-15,197
2016-03-16,197
2016-03-17,190
2016-03-18,190
2016-03-19,190
2016-03-20,190
2016-03-21,190
2016-03-22,181
2016-03-23,181
2016-03-24,181
2016-03-25,181
2016-03-26,178
2016-03-27,178
2016-03-28,178
2016-03-29,178
2016-03-30,183
2016-03-31,183
2016-04-01,183
2016-04-02,183
2016-04-03,183
2016-04-04,187
2016-04-05,187
2016-04-06,187
2016-04-07,187
2016-04-08,187
2016-04-09,181
2016-04-10,181
2016-04-11,181
2016-04-12,181
2016-04-13,181
2016-04-14,185
2016-04-15,185
2016-04-16,185
2016-04-17,185
2016-04-18,183
2016-04-19,183
2016-04-20,183
2016-04-21,183
2016-04-22,183
2016-04-23,181
2016-04-24,181
2016-04-25,181
2016-04-26,181
2016-04-27,185
2016-04-28,185
2016-04-29,185
2016-04-30,185
2016-05-01,185
2016-05-02,181
2016-05-03,181
2016-05-04,181
2016-05-05,181
2016-05-06,181
2016-05-07,176
2016-05-08,176
2016-05-09,176
2016-05-10,176
2016-05-11,176
2016-05-12,175
2016-05-13,175
2016-05-14,175
2016-05-15,175
2016-05-16,175
2016-05-17,175
2016-05-18,175
2016-05-19,175
2016-05-22,173
2016-05-23,173
2016-05-24,167
2016-05-25,167
2016-05-26,167
2016-05-27,167
2016-05-28,167
2016-05-29,163
2016-05-30,163
2016-05-31,163
2016-06-01,163
2016-06-02,165
2016-06-03,165
2016-06-04,165
2016-06-05,165
2016-06-06,167
2016-06-07,167
2016-06-08,167
2016-06-09,167
2016-06-10,167
2016-06-11,167
2016-06-12,167
2016-06-13,167
2016-06-14,168
2016-06-15,168
2016-06-16,168
2016-06-17,168
2016-06-18,168
2016-06-19,168
2016-06-20,168
2016-06-21,168
2016-06-22,171
2016-06-23,171
2016-06-24,171
2016-06-25,171
2016-06-26,175
2016-06-27,175
2016-06-28,175
2016-06-29,175
2016-06-30,182
2016-07-01,182
2016-07-02,182
2016-07-03,182
2016-07-04,184
2016-07-05,184
2016-07-06,184
2016-07-07,184
2016-07-08,186
2016-07-09,186
2016-07-10,186
2016-07-11,186
2016-07-12,189
2016-07-13,189
2016-07-14,189
2016-07-15,189
2016-07-16,189
2016-07-17,187
2016-07-18,187
2016-07-23,187
2016-07-24,187
2016-07-25,187
2016-07-26,187
2016-07-27,187
2016-07-28,188
2016-07-29,188
2016-07-30,188
2016-07-31,188
2016-08-01,188
2016-08-02,194
2016-08-03,194
2016-08-04,194
2016-08-05,194
2016-08-06,194
2016-08-07,190
2016-08-08,190
2016-08-09,190
2016-08-10,190
2016-08-11,190
2016-08-12,190
2016-08-13,189
2016-08-14,189
2016-08-15,189
2016-08-16,189
2016-08-17,189
2016-08-18,189
2016-08-19,184
2016-08-20,184
2016-08-21,184
2016-08-22,184
2016-08-23,184
2016-08-24,174
2016-08-25,174
2016-08-26,174
2016-08-28,174
2016-08-31,166
2016-09-01,166
2016-09-02,166
2016-09-03,166
2016-09-04,166
2016-09-05,171
2016-09-06,171
2016-09-07,171
2016-09-08,171
2016-09-09,171
2016-09-10,171
2016-09-11,171
2016-09-12,172
2016-09-13,172
2016-09-14,172
2016-09-15,172
2016-09-16,172
2016-09-17,172
2016-09-18,176
2016-09-19,176
2016-09-20,176
2016-09-21,176
2016-09-22,176
2016-09-23,176
2016-09-24,176
2016-09-25,182
2016-09-26,182
2016-09-27,182
2016-09-28,182
2016-09-29,182
2016-09-30,182
2016-10-01,181
2016-10-02,181
2016-10-03,181
2016-10-04,181
2016-10-05,181
2016-10-06,181
2016-10-07,183
2016-10-08,183
2016-10-09,183
2016-10-10,183
2016-10-11,183
2016-10-12,175
2016-10-13,175
2016-10-14,175
2016-10-15,175
2016-10-16,175
2016-10-17,170
2016-10-18,170
2016-10-19,170
2016-10-20,170
2016-10-21,170
2016-10-22,172
2016-10-23,172
2016-10-24,172
2016-10-25,172
2016-10-26,177
2016-10-27,177
2016-10-28,177
2016-10-29,177
2016-10-30,177
2016-10-31,177
2016-11-01,178
2016-11-02,178
2016-11-03,178
2016-11-04,178
2016-11-05,178
2016-11-06,178
2016-11-07,178
2016-11-08,178
2016-11-09,178
2016-11-10,178
2016-11-11,178
2016-11-12,177
2016-11-13,177
2016-11-14,177
2016-12-07,187
2016-12-08,187
2016-12-09,187
2016-12-10,187
2016-12-11,185
2016-12-12,185
2016-12-13,185
2016-12-14,185
2016-12-15,185
2016-12-16,182
2016-12-17,182
2016-12-18,182
2016-12-19,182
2016-12-20,181
2016-12-21,181
2016-12-22,181
2016-12-23,181
2016-12-24,181
2016-12-25,178
2016-12-26,178
2016-12-27,178
2016-12-28,178
2016-12-29,174
2016-12-30,174
2016-12-31,174
2017-01-01,174
2017-01-02,179
2017-01-03,179
2017-01-04,179
2017-01-05,179
2017-01-06,174
2017-01-07,174
2017-01-08,174
2017-01-09,175
2017-01-10,175
2017-01-11,175
2017-01-12,172
2017-01-13,172
2017-01-14,172
2017-01-15,172
2017-01-16,173
2017-01-17,173
2017-01-18,173
2017-01-19,173
2017-01-20,175
2017-01-21,175
2017-01-22,175
2017-01-27,176
2017-01-28,179
2017-01-29,179
2017-01-30,179
2017-01-31,179
2017-02-01,176
2017-02-02,176
2017-02-03,176
2017-02-04,176
2017-02-05,179
2017-02-06,179
2017-02-07,179
2017-02-08,179
2017-02-09,182
2017-02-10,182
2017-02-11,182
2017-02-12,178
2017-02-13,178
2017-02-14,178
2017-02-15,178
2017-02-16,177
2017-02-18,177
2017-02-19,177
2017-02-20,169
2017-02-21,169
2017-02-22,169
2017-02-23,169
2017-02-24,169
2017-02-25,164
2017-02-26,164
2017-02-27,164
2017-02-28,164
2017-03-01,159
2017-03-02,159
2017-03-03,159
2017-03-04,159
2017-03-05,161
2017-03-06,161
2017-03-07,161
2017-03-08,161
2017-03-09,157
2017-03-10,157
2017-03-11,157
2017-03-12,157
2017-03-13,157
2017-03-14,157
2017-03-15,157
2017-03-16,157
2017-03-17,161
2017-03-18,161
2017-03-19,161
2017-03-20,161
2017-03-21,166
2017-03-22,166
2017-03-23,166
2017-03-24,166
2017-03-25,166
2017-03-26,169
2017-03-27,169
2017-03-28,169
2017-03-29,169
2017-03-30,166
2017-03-31,166
2017-04-01,166
2017-04-02,166
2017-04-03,167
2017-04-04,167
2017-04-12,164
2017-04-13,164
2017-04-14,164
2017-04-15,164
2017-04-16,171
2017-04-17,171
2017-04-18,171
2017-04-19,171
2017-04-20,177
2017-04-21,177
2017-04-22,177
2017-04-23,177
2017-04-24,179
2017-04-25,179
2017-04-26,179
2017-04-27,179
2017-04-28,179
2017-04-29,179
2017-04-30,179
2017-05-01,179
2017-05-02,180
2017-05-03,180
2017-05-04,180
2017-05-05,180
2017-05-06,177
2017-05-07,177
2017-05-08,177
2017-05-09,176
2017-05-10,176
2017-05-11,176
2017-05-12,176
2017-05-13,180
2017-05-14,180
2017-05-15,180
2017-05-16,180
2017-05-17,180
2017-05-18,179
2017-05-19,179
2017-05-20,179
2017-05-21,179
2017-05-22,177
2017-05-23,177
2017-05-24,177
2017-05-25,177
2017-05-26,169
2017-05-27,169
2017-05-28,169
2017-05-29,169
2017-05-30,169
2017-05-31,168
2017-06-01,168
2017-06-02,168
2017-06-03,168
2017-06-06,165
2017-06-07,165
2017-06-08,160
2017-06-09,160
2017-06-10,160
2017-06-11,163
2017-06-12,163
2017-06-13,163
2017-06-14,163
2017-06-15,166
2017-06-16,166
2017-06-17,166
2017-06-18,166
2017-06-19,166
2017-06-20,162
2017-06-21,162
2017-06-22,162
2017-06-23,162
2017-06-24,162
2017-06-25,161
2017-06-26,161
2017-06-27,161
2017-06-28,161
2017-06-29,165
2017-06-30,165
2017-07-01,165
2017-07-02,165
2017-07-03,165
2017-07-04,165
2017-07-05,165
2017-07-06,165
2017-07-07,165
2017-07-08,164
2017-07-13,160
2017-07-14,160
2017-07-15,160
2017-07-16,162
2017-07-17,162
2017-07-18,162
2017-07-19,162
2017-07-20,167
2017-07-21,167
2017-07-22,167
2017-07-23,167
2017-07-24,171
2017-07-25,171
2017-07-26,171
2017-07-27,171
2017-07-28,170
2017-07-29,170
2017-07-30,170
2017-07-31,170
2017-08-01,173
2017-08-02,173
2017-08-03,173
2017-08-04,173
2017-08-05,168
2017-08-06,168
2017-08-09,169
2017-08-10,169
2017-08-11,169
2017-08-12,169
2017-08-13,171
2017-08-14,171
2017-08-15,171
2017-08-16,171
2017-08-17,168
2017-08-18,168
2017-08-19,168
2017-08-20,168
2017-08-21,171
2017-08-22,171
2017-08-23,171
2017-08-24,171
2017-08-25,174
2017-08-26,174
2017-08-27,174
2017-08-28,174
2017-08-29,175
2017-08-30,175
2017-08-31,175
2017-09-01,175
2017-09-02,176
2017-09-03,176
2017-09-04,176
2017-09-05,176
2017-09-06,176
2017-09-07,176
2017-09-08,176
2017-09-09,178
2017-09-10,178
2017-09-11,178
2017-09-12,178
2017-09-13,176
2017-09-14,176
2017-09-15,176
2017-09-16,176
2017-09-17,174
2017-09-19,174
2017-09-20,174
2017-09-21,173
2017-09-22,173
2017-09-23,173
2017-09-24,173
2017-09-25,171
2017-09-26,171
2017-09-27,171
2017-09-28,171
2017-09-29,167
2017-09-30,167
2017-10-01,167
2017-10-02,167
2017-10-03,165
