date_obj,Iron%20gold-trimmed%20set%20(sk) price
2015-11-01,1123990
2015-11-02,1123990
2015-11-03,1123990
2015-11-04,1123990
2015-11-05,1123990
2015-11-06,1123990
2015-11-07,1123990
2015-11-08,1123990
2015-11-09,1123990
2015-11-10,1123990
2015-11-11,1123990
2015-11-12,1123990
2015-11-13,1123990
2015-11-14,1123990
2015-11-15,1123990
2015-11-16,1123990
2015-11-17,1123990
2015-11-18,1123990
2015-11-19,1123990
2015-11-20,1123990
2015-11-21,1123990
2015-11-22,1123990
2015-11-23,1123990
2015-11-24,1123990
2015-11-25,1123990
2015-11-26,1123990
2015-11-27,1123990
2015-11-28,1123990
2015-11-29,1123990
2015-11-30,1123990
2015-12-01,1123990
2015-12-02,1123990
2015-12-03,1123990
2015-12-04,1123990
2015-12-05,1123990
2015-12-06,1123990
2015-12-07,1123990
2015-12-08,1123990
2015-12-10,1123990
2015-12-11,1123990
2015-12-12,1123990
2015-12-13,1123990
2015-12-14,1123990
2015-12-15,1123990
2015-12-16,1123990
2015-12-17,1169778
2015-12-18,1169778
2015-12-19,1169778
2015-12-20,1169778
2015-12-21,1169778
2015-12-22,1169778
2015-12-23,1169778
2015-12-24,1169778
2015-12-25,1169778
2015-12-26,1169778
2015-12-27,1169778
2015-12-28,1169778
2015-12-29,1169778
2015-12-30,1169778
2015-12-31,1169778
2016-01-01,1169778
2016-01-02,1169778
2016-01-03,1169778
2016-01-04,1169778
2016-01-05,1169778
2016-01-06,1169778
2016-01-07,1169778
2016-01-08,1169778
2016-01-09,1169778
2016-01-10,1169778
2016-01-11,1169778
2016-01-12,1169778
2016-01-13,1169778
2016-01-14,1169778
2016-01-15,1169778
2016-01-16,1169778
2016-01-17,1169778
2016-01-18,1169778
2016-01-19,1169778
2016-01-20,1169778
2016-01-21,1169778
2016-01-22,1169778
2016-01-23,1169778
2016-01-24,1169778
2016-01-25,1169778
2016-01-26,1169778
2016-01-27,1169778
2016-01-28,1169778
2016-01-29,1169778
2016-01-30,1215932
2016-01-31,1215932
2016-02-01,1215932
2016-02-02,1215932
2016-02-03,1215932
2016-02-04,1215932
2016-02-05,1215932
2016-02-06,1215932
2016-02-07,1215932
2016-02-08,1215932
2016-02-09,1215932
2016-02-10,1215932
2016-02-11,1215932
2016-02-12,1215932
2016-02-13,1215932
2016-02-14,1215932
2016-02-15,1215932
2016-02-16,1215932
2016-02-17,1215932
2016-02-18,1215932
2016-02-19,1215932
2016-02-20,1215932
2016-02-21,1215932
2016-02-22,1215932
2016-02-23,1215932
2016-02-24,1215932
2016-02-25,1215932
2016-02-26,1215932
2016-02-27,1215932
2016-02-28,1215932
2016-02-29,1215932
2016-03-01,1215932
2016-03-02,1215932
2016-03-03,1215932
2016-03-04,1215932
2016-03-05,1215932
2016-03-06,1215932
2016-03-07,1215932
2016-03-08,1215932
2016-03-09,1215932
2016-03-10,1215932
2016-03-11,1262693
2016-03-12,1262693
2016-03-13,1262693
2016-03-14,1262693
2016-03-15,1262693
2016-03-16,1262693
2016-03-17,1262693
2016-03-18,1262693
2016-03-19,1262693
2016-03-20,1262693
2016-03-21,1262693
2016-03-22,1262693
2016-03-23,1262693
2016-03-24,1262693
2016-03-25,1262693
2016-03-26,1262693
2016-03-27,1262693
2016-03-28,1262693
2016-03-29,1262693
2016-03-30,1262693
2016-03-31,1262693
2016-04-01,1262693
2016-04-02,1262693
2016-04-03,1262693
2016-04-04,1262693
2016-04-05,1262693
2016-04-06,1262693
2016-04-07,1262693
2016-04-08,1262693
2016-04-09,1262693
2016-04-10,1262693
2016-04-11,1262693
2016-04-12,1262693
2016-04-13,1262693
2016-04-14,1262693
2016-04-15,1262693
2016-04-16,1262693
2016-04-17,1262693
2016-04-18,1262693
2016-04-19,1262693
2016-04-20,1262693
2016-04-21,1262693
2016-04-22,1262693
2016-04-23,1313938
2016-04-24,1313938
2016-04-25,1313938
2016-04-26,1313938
2016-04-27,1313938
2016-04-28,1313938
2016-04-29,1313938
2016-04-30,1313938
2016-05-01,1313938
2016-05-02,1313938
2016-05-03,1313938
2016-05-04,1313938
2016-05-05,1313938
2016-05-06,1313938
2016-05-07,1313938
2016-05-08,1313938
2016-05-09,1313938
2016-05-10,1313938
2016-05-11,1313938
2016-05-12,1313938
2016-05-13,1313938
2016-05-14,1313938
2016-05-15,1313938
2016-05-16,1313938
2016-05-17,1313938
2016-05-18,1313938
2016-05-19,1313938
2016-05-22,1313938
2016-05-23,1313938
2016-05-24,1313938
2016-05-25,1313938
2016-05-26,1313938
2016-05-27,1313938
2016-05-28,1313938
2016-05-29,1313938
2016-05-30,1313938
2016-05-31,1313938
2016-06-01,1313938
2016-06-02,1313938
2016-06-03,1313938
2016-06-04,1313938
2016-06-05,1354363
2016-06-06,1354363
2016-06-07,1354363
2016-06-08,1354363
2016-06-09,1354363
2016-06-10,1354363
2016-06-11,1354363
2016-06-12,1354363
2016-06-13,1354363
2016-06-14,1354363
2016-06-15,1354363
2016-06-16,1354363
2016-06-17,1354363
2016-06-18,1354363
2016-06-19,1354363
2016-06-20,1354363
2016-06-21,1354363
2016-06-22,1354363
2016-06-23,1354363
2016-06-24,1354363
2016-06-25,1354363
2016-06-26,1354363
2016-06-27,1354363
2016-06-28,1354363
2016-06-29,1354363
2016-06-30,1354363
2016-07-01,1354363
2016-07-02,1354363
2016-07-03,1354363
2016-07-04,1354363
2016-07-05,1354363
2016-07-06,1354363
2016-07-07,1354363
2016-07-08,1354363
2016-07-09,1354363
2016-07-10,1354363
2016-07-11,1354363
2016-07-12,1354363
2016-07-13,1354363
2016-07-14,1354363
2016-07-15,1354363
2016-07-16,1354363
2016-07-17,1354363
2016-07-18,1354363
2016-07-23,1371832
2016-07-24,1371832
2016-07-25,1371832
2016-07-26,1371832
2016-07-27,1371832
2016-07-28,1371832
2016-07-29,1371832
2016-07-30,1371832
2016-07-31,1371832
2016-08-01,1371832
2016-08-02,1371832
2016-08-03,1371832
2016-08-04,1371832
2016-08-05,1371832
2016-08-06,1371832
2016-08-07,1371832
2016-08-08,1371832
2016-08-09,1371832
2016-08-10,1371832
2016-08-11,1371832
2016-08-12,1371832
2016-08-13,1371832
2016-08-14,1371832
2016-08-15,1371832
2016-08-16,1371832
2016-08-17,1371832
2016-08-18,1371832
2016-08-19,1371832
2016-08-20,1371832
2016-08-21,1371832
2016-08-22,1371832
2016-08-23,1371832
2016-08-24,1371832
2016-08-25,1371832
2016-08-26,1371832
2016-08-28,1371832
2016-08-31,1371832
2016-09-01,1371832
2016-09-02,1371832
2016-09-03,1306119
2016-09-04,1306119
2016-09-05,1306119
2016-09-06,1306119
2016-09-07,1306119
2016-09-08,1306119
2016-09-09,1306119
2016-09-10,1306119
2016-09-11,1306119
2016-09-12,1306119
2016-09-13,1306119
2016-09-14,1306119
2016-09-15,1306119
2016-09-16,1306119
2016-09-17,1306119
2016-09-18,1306119
2016-09-19,1306119
2016-09-20,1306119
2016-09-21,1306119
2016-09-22,1306119
2016-09-23,1306119
2016-09-24,1306119
2016-09-25,1306119
2016-09-26,1306119
2016-09-27,1306119
2016-09-28,1306119
2016-09-29,1306119
2016-09-30,1306119
2016-10-01,1306119
2016-10-02,1306119
2016-10-03,1306119
2016-10-04,1306119
2016-10-05,1306119
2016-10-06,1306119
2016-10-07,1306119
2016-10-08,1306119
2016-10-09,1306119
2016-10-10,1306119
2016-10-11,1306119
2016-10-12,1306119
2016-10-13,1306119
2016-10-14,1241512
2016-10-15,1241512
2016-10-16,1241512
2016-10-17,1241512
2016-10-18,1241512
2016-10-19,1241512
2016-10-20,1241512
2016-10-21,1241512
2016-10-22,1241512
2016-10-23,1241512
2016-10-24,1241512
2016-10-25,1241512
2016-10-26,1241512
2016-10-27,1241512
2016-10-28,1241512
2016-10-29,1241512
2016-10-30,1241512
2016-10-31,1241512
2016-11-01,1241512
2016-11-02,1241512
2016-11-03,1241512
2016-11-04,1241512
2016-11-05,1241512
2016-11-06,1241512
2016-11-07,1241512
2016-11-08,1241512
2016-11-09,1241512
2016-11-10,1241512
2016-11-11,1241512
2016-11-12,1241512
2016-11-13,1241512
2016-11-14,1241512
2016-12-07,1186330
2016-12-08,1186330
2016-12-09,1186330
2016-12-10,1186330
2016-12-11,1186330
2016-12-12,1186330
2016-12-13,1186330
2016-12-14,1186330
2016-12-15,1186330
2016-12-16,1186330
2016-12-17,1186330
2016-12-18,1186330
2016-12-19,1186330
2016-12-20,1186330
2016-12-21,1186330
2016-12-22,1127609
2016-12-23,1127609
2016-12-24,1127609
2016-12-25,1127609
2016-12-26,1127609
2016-12-27,1127609
2016-12-28,1127609
2016-12-29,1127609
2016-12-30,1127609
2016-12-31,1127609
2017-01-01,1127609
2017-01-02,1127609
2017-01-03,1127609
2017-01-04,1127609
2017-01-05,1127609
2017-01-06,1127609
2017-01-07,1127609
2017-01-08,1127609
2017-01-09,1127609
2017-01-10,1127609
2017-01-11,1127609
2017-01-12,1127609
2017-01-13,1127609
2017-01-14,1127609
2017-01-15,1127609
2017-01-16,1127609
2017-01-17,1127609
2017-01-18,1127609
2017-01-19,1127609
2017-01-20,1127609
2017-01-21,1127609
2017-01-22,1127609
2017-01-23,1077046
2017-01-27,1077046
2017-01-28,1077046
2017-01-29,1077046
2017-01-30,1077046
2017-01-31,1077046
2017-02-01,1077046
2017-02-02,1077046
2017-02-03,1077046
2017-02-04,1077046
2017-02-05,1077046
2017-02-06,1077046
2017-02-07,1077046
2017-02-08,1077046
2017-02-09,1077046
2017-02-10,1077046
2017-02-11,1077046
2017-02-12,1077046
2017-02-13,1077046
2017-02-14,1077046
2017-02-15,1077046
2017-02-16,1077046
2017-02-18,1077046
2017-02-19,1077046
2017-02-20,1077046
2017-02-21,1077046
2017-02-22,1039588
2017-02-23,1039588
2017-02-24,1039588
2017-02-25,1039588
2017-02-26,1039588
2017-02-27,1039588
2017-02-28,1039588
2017-03-01,1039588
2017-03-02,1039588
2017-03-03,1039588
2017-03-04,1039588
2017-03-05,1039588
2017-03-06,1039588
2017-03-07,1039588
2017-03-08,1039588
2017-03-09,1039588
2017-03-10,1039588
2017-03-11,1039588
2017-03-12,1039588
2017-03-13,1039588
2017-03-14,1039588
2017-03-15,1039588
2017-03-16,1039588
2017-03-17,1039588
2017-03-18,1039588
2017-03-19,1039588
2017-03-20,1039588
2017-03-21,1039588
2017-03-22,1039588
2017-03-23,1039588
2017-03-24,1039588
2017-03-25,1039588
2017-03-26,1039588
2017-03-27,1039588
2017-03-28,996982
2017-03-29,996982
2017-03-30,996982
2017-03-31,996982
2017-04-01,996982
2017-04-02,996982
2017-04-03,996982
2017-04-04,996982
2017-04-12,996982
2017-04-13,996982
2017-04-14,996982
2017-04-15,996982
2017-04-16,996982
2017-04-17,996982
2017-04-18,996982
2017-04-19,996982
2017-04-20,996982
2017-04-21,996982
2017-04-22,996982
2017-04-23,996982
2017-04-24,996982
2017-04-25,996982
2017-04-26,951100
2017-04-27,951100
2017-04-28,951100
2017-04-29,951100
2017-04-30,951100
2017-05-01,951100
2017-05-02,951100
2017-05-03,951100
2017-05-04,951100
2017-05-05,951100
2017-05-06,951100
2017-05-07,951100
2017-05-08,951100
2017-05-09,951100
2017-05-10,951100
2017-05-11,951100
2017-05-12,951100
2017-05-13,951100
2017-05-14,951100
2017-05-15,951100
2017-05-16,951100
2017-05-17,951100
2017-05-18,951100
2017-05-19,951100
2017-05-20,951100
2017-05-21,951100
2017-05-22,951100
2017-05-23,951100
2017-05-24,951100
2017-05-25,951100
2017-05-26,951100
2017-05-27,951100
2017-05-28,951100
2017-05-29,951100
2017-05-30,951100
2017-05-31,936227
2017-06-01,936227
2017-06-02,936227
2017-06-03,936227
2017-06-04,936227
2017-06-06,936227
2017-06-07,936227
2017-06-08,936227
2017-06-09,936227
2017-06-10,936227
2017-06-11,936227
2017-06-12,936227
2017-06-13,936227
2017-06-14,936227
2017-06-15,936227
2017-06-16,936227
2017-06-17,936227
2017-06-18,936227
2017-06-19,936227
2017-06-20,936227
2017-06-21,936227
2017-06-22,936227
2017-06-23,936227
2017-06-24,936227
2017-06-25,936227
2017-06-26,936227
2017-06-27,936227
2017-06-28,936227
2017-06-29,936227
2017-06-30,936227
2017-07-01,891615
2017-07-02,891615
2017-07-03,891615
2017-07-04,891615
2017-07-05,891615
2017-07-06,891615
2017-07-07,891615
2017-07-08,891615
2017-07-13,891615
2017-07-14,891615
2017-07-15,891615
2017-07-16,891615
2017-07-17,891615
2017-07-18,891615
2017-07-19,891615
2017-07-20,891615
2017-07-21,891615
2017-07-22,891615
2017-07-23,891615
2017-07-24,891615
2017-07-25,891615
2017-07-26,891615
2017-07-27,891615
2017-07-28,891615
2017-07-29,891615
2017-07-30,891615
2017-07-31,891615
2017-08-01,859443
2017-08-02,859443
2017-08-03,859443
2017-08-04,859443
2017-08-05,859443
2017-08-06,859443
2017-08-09,859443
2017-08-10,859443
2017-08-11,859443
2017-08-12,859443
2017-08-13,859443
2017-08-14,859443
2017-08-15,859443
2017-08-16,859443
2017-08-17,859443
2017-08-18,859443
2017-08-19,859443
2017-08-20,859443
2017-08-21,859443
2017-08-22,859443
2017-08-23,859443
2017-08-24,859443
2017-08-25,859443
2017-08-26,859443
2017-08-27,859443
2017-08-28,859443
2017-08-29,871283
2017-08-30,871283
2017-08-31,871283
2017-09-01,871283
2017-09-02,871283
2017-09-03,871283
2017-09-04,871283
2017-09-05,871283
2017-09-06,871283
2017-09-07,871283
2017-09-08,871283
2017-09-09,871283
2017-09-10,871283
2017-09-11,871283
2017-09-12,871283
2017-09-13,871283
2017-09-14,871283
2017-09-15,871283
2017-09-16,871283
2017-09-17,871283
2017-09-19,871283
2017-09-20,871283
2017-09-21,871283
2017-09-22,871283
2017-09-23,871283
2017-09-24,871283
2017-09-25,871283
2017-09-26,893105
2017-09-27,893105
2017-09-28,893105
2017-09-29,893105
2017-09-30,893105
2017-10-01,893105
2017-10-02,893105
2017-10-03,893105
2017-10-04,893105
2017-10-05,893105
2017-10-06,893105
2017-10-07,893105
2017-10-08,893105
2017-10-09,893105
2017-10-10,893105
2017-10-11,893105
2017-10-12,893105
2017-10-13,893105
2017-10-14,893105
2017-10-15,893105
2017-10-16,893105
2017-10-17,893105
2017-10-18,893105
2017-10-19,893105
2017-10-20,893105
2017-10-21,893105
2017-10-22,893105
2017-10-23,893105
2017-10-24,893105
2017-10-25,893105
2017-10-26,893105
2017-10-27,893105
2017-10-28,922516
2017-10-29,922516
2017-10-30,922516
2017-10-31,922516
2017-11-01,922516
2017-11-02,922516
2017-11-03,922516
2017-11-04,922516
2017-11-05,922516
2017-11-06,922516
2017-11-07,922516
2017-11-08,922516
2017-11-09,922516
2017-11-10,922516
2017-11-11,922516
2017-11-12,922516
2017-11-13,922516
2017-11-14,922516
2017-11-15,922516
2017-11-16,922516
2017-11-17,922516
2017-11-18,922516
2017-11-19,922516
2017-11-20,922516
2017-11-21,922516
2017-11-22,922516
2017-11-23,922516
2017-11-24,922516
2017-11-25,922516
2017-11-26,922516
2017-11-27,922516
2017-11-28,922516
2017-11-29,922516
2017-11-30,922516
2017-12-01,922516
2017-12-02,922516
2017-12-03,906500
2017-12-04,906500
2017-12-05,906500
2017-12-06,906500
2017-12-07,906500
2017-12-08,906500
2017-12-09,906500
2017-12-10,906500
2017-12-11,906500
2017-12-12,906500
2017-12-13,906500
2017-12-14,906500
2017-12-15,906500
2017-12-16,906500
2017-12-17,906500
2017-12-18,906500
2017-12-19,906500
2017-12-20,906500
2017-12-21,906500
2017-12-22,906500
2017-12-23,906500
2017-12-24,906500
2017-12-25,906500
2017-12-26,906500
2017-12-27,906500
2017-12-28,906500
2017-12-29,906500
2017-12-30,906500
2017-12-31,906500
2018-01-01,906500
2018-01-02,906500
2018-01-03,906500
2018-01-04,906500
2018-01-05,934114
2018-01-06,934114
2018-01-07,934114
2018-01-08,934114
2018-01-09,934114
2018-01-10,934114
2018-01-11,934114
2018-01-12,934114
2018-01-13,934114
2018-01-14,934114
2018-01-15,934114
2018-01-16,934114
2018-01-17,934114
2018-01-18,934114
2018-01-19,934114
2018-01-20,934114
2018-01-21,934114
2018-01-22,934114
2018-01-23,934114
2018-01-25,961537
2018-01-26,961537
2018-01-27,961537
2018-01-28,961537
2018-01-29,961537
2018-01-30,961537
2018-01-31,961537
2018-02-01,961537
2018-02-02,961537
2018-02-03,961537
2018-02-04,961537
2018-02-05,961537
2018-02-06,961537
2018-02-07,992835
2018-02-08,992835
2018-02-09,992835
2018-02-10,992835
2018-02-11,992835
2018-02-12,992835
2018-02-13,992835
2018-02-14,992835
2018-02-15,992835
2018-02-16,992835
2018-02-17,992835
2018-02-18,992835
2018-02-19,992835
2018-02-20,992835
2018-02-21,992835
2018-02-22,1009726
2018-02-23,1009726
2018-02-24,1009726
2018-02-25,1009726
2018-02-26,1009726
2018-02-27,1009726
2018-02-28,1009726
2018-03-01,1009726
2018-03-02,1009726
2018-03-03,1009726
2018-03-04,1009726
2018-03-05,1009726
2018-03-06,1009726
2018-03-07,1009726
2018-03-08,1009726
2018-03-09,1009726
2018-03-10,1014083
2018-03-11,1014083
2018-03-12,1014083
2018-03-13,1014083
2018-03-14,1014083
2018-03-15,1014083
2018-03-16,1014083
2018-03-17,1014083
2018-03-18,1014083
2018-03-19,1014083
2018-03-20,1014083
2018-03-21,1014083
2018-03-23,1014083
2018-03-24,1014083
2018-03-25,1022241
2018-03-26,1022241
2018-03-27,1022241
2018-03-28,1022241
2018-03-29,1022241
2018-03-30,1022241
2018-03-31,1022241
2018-04-01,1022241
2018-04-02,1022241
2018-04-03,1022241
2018-04-04,1022241
2018-04-05,1022241
2018-04-06,1022241
2018-04-07,1022241
2018-04-08,1022241
2018-04-09,1022241
2018-04-10,1022241
2018-04-11,1022241
2018-04-12,1041693
2018-04-13,1041693
2018-04-14,1041693
2018-04-15,1041693
2018-04-16,1041693
2018-04-17,1041693
2018-04-18,1041693
2018-04-19,1041693
2018-04-20,1041693
2018-04-21,1041693
2018-04-22,1041693
2018-04-23,1041693
2018-04-24,1041693
2018-04-25,1041693
2018-04-26,1041693
2018-04-27,1041693
2018-04-28,1041693
2018-04-29,1041693
2018-04-30,1041693
2018-05-01,1072750
2018-05-04,1072750
2018-05-05,1072750
2018-05-06,1072750
2018-05-07,1072750
2018-05-08,1072750
2018-05-09,1072750
2018-05-10,1072750
2018-05-11,1072750
2018-05-12,1072750
2018-05-13,1072750
2018-05-14,1072750
2018-05-15,1072750
2018-05-16,1102633
2018-05-17,1102633
2018-05-18,1102633
2018-05-19,1102633
2018-05-20,1102633
2018-05-21,1102633
2018-05-22,1102633
2018-05-23,1102633
2018-05-24,1102633
2018-05-25,1102633
2018-05-26,1102633
2018-05-27,1102633
2018-05-28,1136906
2018-05-29,1136906
2018-05-30,1136906
2018-05-31,1136906
2018-06-01,1136906
2018-06-02,1136906
2018-06-03,1136906
2018-06-04,1136906
2018-06-05,1136906
2018-06-06,1136906
2018-06-07,1136906
2018-06-08,1136906
2018-06-09,1136906
2018-06-10,1136906
2018-06-11,1136906
2018-06-12,1151876
2018-06-13,1151876
2018-06-14,1151876
2018-06-15,1151876
2018-06-16,1151876
2018-06-17,1151876
2018-06-18,1151876
2018-06-19,1151876
2018-06-20,1151876
2018-06-21,1151876
2018-06-22,1151876
2018-06-23,1151876
2018-06-24,1151876
2018-06-25,1151876
2018-06-26,1151876
2018-06-27,1151876
2018-06-28,1151876
2018-06-29,1151876
2018-06-30,1151876
2018-07-01,1118626
2018-07-02,1118626
2018-07-03,1118626
2018-07-04,1118626
2018-07-05,1118626
2018-07-06,1118626
2018-07-07,1118626
2018-07-08,1118626
2018-07-09,1118626
2018-07-10,1118626
2018-07-11,1118626
2018-07-12,1118626
2018-07-13,1118626
2018-07-14,1118626
2018-07-15,1118626
2018-07-16,1118626
2018-07-17,1118626
2018-07-18,1118626
2018-07-19,1118626
2018-07-20,1118626
2018-07-21,1118626
2018-07-22,1118626
2018-07-23,1113381
2018-07-24,1113381
2018-07-25,1113381
2018-07-26,1113381
2018-07-27,1113381
2018-07-28,1113381
2018-07-29,1113381
2018-07-30,1113381
2018-07-31,1113381
2018-08-01,1113381
2018-08-02,1113381
2018-08-03,1113381
2018-08-04,1113381
2018-08-05,1113381
2018-08-06,1113381
2018-08-07,1113381
2018-08-08,1147009
2018-08-09,1147009
2018-08-10,1147009
2018-08-11,1147009
2018-08-12,1147009
2018-08-14,1147009
2018-08-16,1147009
2018-08-17,1147009
2018-08-18,1147009
2018-08-19,1147009
2018-08-20,1147009
2018-08-21,1147009
2018-08-22,1147009
2018-08-23,1147009
2018-08-24,1147009
2018-08-25,1174017
2018-08-26,1174017
2018-08-27,1174017
2018-08-28,1174017
2018-08-29,1174017
2018-08-30,1174017
2018-08-31,1174017
2018-09-01,1174017
2018-09-02,1174017
2018-09-03,1174017
2018-09-04,1174017
2018-09-05,1205053
2018-09-06,1205053
2018-09-07,1205053
2018-09-08,1205053
2018-09-09,1205053
2018-09-10,1205053
2018-09-11,1205053
2018-09-12,1205053
2018-09-13,1205053
2018-09-14,1205053
2018-09-15,1205053
2018-09-16,1205053
2018-09-17,1205053
2018-09-18,1205053
2018-09-19,1243081
2018-09-20,1243081
2018-09-21,1243081
2018-09-22,1243081
2018-09-23,1243081
2018-09-24,1243081
2018-09-25,1243081
2018-09-26,1243081
2018-09-27,1243081
2018-09-28,1243081
2018-09-29,1243081
2018-09-30,1243081
2018-10-02,1243081
2018-10-03,1243081
2018-10-04,1243081
2018-10-05,1243081
2018-10-06,1266182
2018-10-07,1266182
2018-10-08,1266182
2018-10-09,1266182
2018-10-10,1266182
2018-10-11,1266182
2018-10-12,1266182
2018-10-13,1266182
2018-10-14,1266182
2018-10-15,1266182
2018-10-16,1266182
2018-10-17,1266182
2018-10-18,1266182
2018-10-19,1266182
2018-10-20,1266182
2018-10-21,1266182
2018-10-22,1266182
2018-10-23,1286689
2018-10-24,1286689
2018-10-25,1286689
2018-10-26,1286689
2018-10-27,1286689
2018-10-28,1286689
2018-10-29,1286689
2018-10-30,1286689
2018-10-31,1286689
2018-11-01,1323936
2018-11-03,1323936
2018-11-04,1323936
2018-11-05,1371882
2018-11-06,1371882
2018-11-07,1371882
2018-11-08,1371882
2018-11-09,1371882
2018-11-10,1426070
2018-11-11,1426070
2018-11-12,1426070
2018-11-13,1426070
2018-11-14,1486325
2018-11-15,1486325
2018-11-16,1486325
2018-11-17,1486325
2018-11-18,1486325
2018-11-19,1544325
2018-11-20,1544325
2018-11-21,1544325
2018-11-22,1544325
2018-11-23,1544325
2018-11-24,1544325
2018-11-25,1609140
2018-11-26,1609140
2018-11-27,1609140
2018-11-28,1609140
2018-11-29,1609140
2018-12-01,1609140
2018-12-02,1609140
2018-12-03,1609140
2018-12-05,1671010
2018-12-07,1671010
2018-12-09,1671010
2018-12-10,1671010
2018-12-11,1671010
2018-12-13,1671010
2018-12-14,1619710
2018-12-15,1619710
2018-12-16,1619710
2018-12-17,1619710
2018-12-18,1619710
2018-12-19,1619710
2018-12-20,1619710
2018-12-21,1619710
2018-12-22,1619710
2018-12-23,1542245
2018-12-24,1542245
2018-12-25,1542245
2018-12-26,1542245
2018-12-27,1542245
2018-12-28,1542245
2018-12-29,1470517
