date_obj,Sapphire%20amulet%20(u) price
2015-07-15,2995
2015-07-16,2995
2015-07-17,2995
2015-07-18,2995
2015-07-19,2995
2015-07-20,2995
2015-07-21,2995
2015-07-22,2995
2015-07-23,2995
2015-07-24,2995
2015-07-25,2995
2015-07-26,2995
2015-07-27,2995
2015-07-28,2995
2015-07-29,2995
2015-07-30,2995
2015-07-31,2848
2015-08-01,2848
2015-08-02,2848
2015-08-03,2848
2015-08-04,2848
2015-08-05,2848
2015-08-06,2848
2015-08-07,2848
2015-08-08,2848
2015-08-09,2848
2015-08-10,2848
2015-08-11,2848
2015-08-12,2848
2015-08-13,2848
2015-08-14,2848
2015-08-15,2848
2015-08-16,2848
2015-08-17,2848
2015-08-18,2848
2015-08-19,2848
2015-08-20,2848
2015-08-21,2848
2015-08-22,2848
2015-08-23,2708
2015-08-24,2708
2015-08-25,2708
2015-08-26,2708
2015-08-27,2708
2015-08-28,2708
2015-08-29,2708
2015-08-30,2708
2015-08-31,2708
2015-09-01,2708
2015-09-02,2708
2015-09-03,2708
2015-09-04,2708
2015-09-05,2708
2015-09-06,2708
2015-09-07,2708
2015-09-08,2708
2015-09-09,2708
2015-09-10,2708
2015-09-11,2708
2015-09-12,2708
2015-09-13,2708
2015-09-14,2708
2015-09-15,2708
2015-09-16,2708
2015-09-17,2708
2015-09-18,2578
2015-09-19,2578
2015-09-20,2578
2015-09-21,2578
2015-09-22,2578
2015-09-23,2578
2015-09-24,2578
2015-09-25,2578
2015-09-27,2578
2015-09-28,2578
2015-09-29,2578
2015-09-30,2578
2015-10-05,2578
2015-10-06,2578
2015-10-07,2578
2015-10-08,2578
2015-10-09,2578
2015-10-10,2578
2015-10-11,2578
2015-10-12,2578
2015-10-13,2578
2015-10-14,2578
2015-10-15,2458
2015-10-16,2458
2015-10-17,2458
2015-10-18,2458
2015-10-19,2458
2015-10-20,2458
2015-10-22,2458
2015-10-23,2458
2015-10-24,2458
2015-10-25,2458
2015-10-26,2458
2015-10-27,2458
2015-10-29,2458
2015-10-30,2458
2015-10-31,2458
2015-11-01,2458
2015-11-02,2458
2015-11-03,2458
2015-11-04,2458
2015-11-05,2458
2015-11-06,2458
2015-11-07,2458
2015-11-08,2368
2015-11-09,2368
2015-11-10,2368
2015-11-11,2368
2015-11-12,2368
2015-11-13,2368
2015-11-14,2368
2015-11-15,2368
2015-11-16,2368
2015-11-17,2368
2015-11-18,2368
2015-11-19,2368
2015-11-20,2368
2015-11-21,2368
2015-11-22,2368
2015-11-23,2368
2015-11-24,2368
2015-11-25,2368
2015-11-26,2368
2015-11-27,2368
2015-11-28,2368
2015-11-29,2368
2015-11-30,2250
2015-12-01,2250
2015-12-02,2250
2015-12-03,2250
2015-12-04,2250
2015-12-05,2250
2015-12-06,2250
2015-12-07,2250
2015-12-08,2250
2015-12-09,2250
2015-12-10,2250
2015-12-11,2250
2015-12-12,2250
2015-12-13,2250
2015-12-14,2250
2015-12-15,2250
2015-12-16,2250
2015-12-17,2250
2015-12-18,2250
2015-12-19,2250
2015-12-20,2250
2015-12-21,2250
2015-12-22,2142
2015-12-23,2142
2015-12-24,2142
2015-12-25,2142
2015-12-26,2142
2015-12-27,2142
2015-12-28,2142
2015-12-29,2142
2015-12-30,2142
2015-12-31,2142
2016-01-01,2142
2016-01-02,2142
2016-01-03,2142
2016-01-04,2142
2016-01-05,2142
2016-01-06,2142
2016-01-07,2142
2016-01-08,2142
2016-01-09,2142
2016-01-10,2142
2016-01-11,2142
2016-01-12,2053
2016-01-13,2053
2016-01-14,2053
2016-01-15,2053
2016-01-16,2053
2016-01-17,2053
2016-01-18,2053
2016-01-19,2053
2016-01-20,2053
2016-01-21,2053
2016-01-22,2053
2016-01-23,2053
2016-01-24,2053
2016-01-25,2053
2016-01-26,2053
2016-01-27,2053
2016-01-28,2053
2016-01-29,1953
2016-01-30,1953
2016-01-31,1953
2016-02-01,1953
2016-02-02,1953
2016-02-03,1953
2016-02-04,1953
2016-02-05,1953
2016-02-06,1953
2016-02-07,1953
2016-02-08,1953
2016-02-09,1953
2016-02-10,1953
2016-02-11,1953
2016-02-12,1953
2016-02-13,1953
2016-02-14,1953
2016-02-15,1953
2016-02-16,1953
2016-02-17,1953
2016-02-18,1953
2016-02-19,1953
2016-02-20,1953
2016-02-21,1953
2016-02-22,1953
2016-02-23,1953
2016-02-24,1864
2016-02-25,1864
2016-02-26,1864
2016-02-27,1864
2016-02-28,1864
2016-02-29,1864
2016-03-01,1864
2016-03-02,1864
2016-03-03,1864
2016-03-04,1864
2016-03-05,1864
2016-03-06,1864
2016-03-07,1864
2016-03-08,1864
2016-03-09,1864
2016-03-10,1864
2016-03-11,1864
2016-03-12,1864
2016-03-13,1864
2016-03-14,1864
2016-03-15,1864
2016-03-16,1864
2016-03-17,1864
2016-03-18,1864
2016-03-19,1864
2016-03-20,1864
2016-03-21,1864
2016-03-22,1864
2016-03-23,1864
2016-03-24,1812
2016-03-25,1812
2016-03-26,1812
2016-03-27,1812
2016-03-28,1812
2016-03-29,1812
2016-03-30,1812
2016-03-31,1812
2016-04-01,1812
2016-04-02,1812
2016-04-03,1812
2016-04-04,1812
2016-04-05,1812
2016-04-06,1812
2016-04-07,1812
2016-04-08,1812
2016-04-09,1812
2016-04-10,1812
2016-04-11,1812
2016-04-12,1812
2016-04-13,1812
2016-04-14,1812
2016-04-15,1812
2016-04-16,1812
2016-04-17,1812
2016-04-18,1812
2016-04-19,1812
2016-04-20,1812
2016-04-21,1735
2016-04-22,1735
2016-04-23,1735
2016-04-24,1735
2016-04-25,1735
2016-04-26,1735
2016-04-27,1735
2016-04-28,1735
2016-04-29,1735
2016-04-30,1735
2016-05-01,1735
2016-05-02,1735
2016-05-03,1735
2016-05-04,1735
2016-05-05,1735
2016-05-06,1735
2016-05-07,1735
2016-05-08,1735
2016-05-09,1735
2016-05-10,1735
2016-05-11,1735
2016-05-12,1735
2016-05-13,1735
2016-05-14,1653
2016-05-15,1653
2016-05-16,1653
2016-05-17,1653
2016-05-18,1653
2016-05-19,1653
2016-05-22,1653
2016-05-23,1653
2016-05-24,1653
2016-05-25,1653
2016-05-26,1653
2016-05-27,1653
2016-05-28,1653
2016-05-29,1653
2016-05-30,1653
2016-05-31,1653
2016-06-01,1653
2016-06-02,1653
2016-06-03,1653
2016-06-04,1653
2016-06-05,1653
2016-06-06,1573
2016-06-07,1573
2016-06-08,1573
2016-06-09,1573
2016-06-10,1573
2016-06-11,1573
2016-06-12,1573
2016-06-13,1573
2016-06-14,1573
2016-06-15,1573
2016-06-16,1573
2016-06-17,1573
2016-06-18,1573
2016-06-19,1573
2016-06-20,1573
2016-06-21,1573
2016-06-22,1573
2016-06-23,1573
2016-06-24,1573
2016-06-25,1573
2016-06-26,1573
2016-06-27,1573
2016-06-28,1573
2016-06-29,1573
2016-06-30,1506
2016-07-01,1506
2016-07-02,1506
2016-07-03,1506
2016-07-04,1506
2016-07-05,1506
2016-07-06,1506
2016-07-07,1506
2016-07-08,1506
2016-07-09,1506
2016-07-10,1506
2016-07-11,1506
2016-07-12,1506
2016-07-13,1506
2016-07-14,1506
2016-07-15,1506
2016-07-16,1506
2016-07-17,1506
2016-07-18,1506
2016-07-23,1506
2016-07-24,1506
2016-07-25,1506
2016-07-26,1506
2016-07-27,1506
2016-07-28,1506
2016-07-29,1434
2016-07-30,1434
2016-07-31,1434
2016-08-01,1434
2016-08-02,1434
2016-08-03,1434
2016-08-04,1434
2016-08-05,1434
2016-08-06,1434
2016-08-07,1434
2016-08-08,1434
2016-08-09,1434
2016-08-10,1434
2016-08-11,1434
2016-08-12,1434
2016-08-13,1434
2016-08-14,1434
2016-08-15,1434
2016-08-16,1434
2016-08-17,1434
2016-08-18,1434
2016-08-19,1434
2016-08-20,1434
2016-08-21,1434
2016-08-22,1434
2016-08-23,1434
2016-08-24,1434
2016-08-25,1434
2016-08-26,1434
2016-08-28,1434
2016-08-31,1434
2016-09-01,1434
2016-09-02,1434
2016-09-03,1434
2016-09-04,1370
2016-09-05,1370
2016-09-06,1370
2016-09-07,1370
2016-09-08,1370
2016-09-09,1370
2016-09-10,1370
2016-09-11,1370
2016-09-12,1370
2016-09-13,1370
2016-09-14,1370
2016-09-15,1370
2016-09-16,1370
2016-09-17,1370
2016-09-18,1370
2016-09-19,1370
2016-09-20,1370
2016-09-21,1370
2016-09-22,1370
2016-09-23,1370
2016-09-24,1370
2016-09-25,1370
2016-09-26,1370
2016-09-27,1370
2016-09-28,1370
2016-09-29,1370
2016-09-30,1370
2016-10-01,1370
2016-10-02,1370
2016-10-03,1370
2016-10-04,1370
2016-10-05,1370
2016-10-06,1370
2016-10-07,1370
2016-10-08,1370
2016-10-09,1370
2016-10-10,1370
2016-10-11,1370
2016-10-12,1370
2016-10-13,1370
2016-10-14,1370
2016-10-15,1370
2016-10-16,1370
2016-10-17,1306
2016-10-18,1306
2016-10-19,1306
2016-10-20,1306
2016-10-21,1306
2016-10-22,1306
2016-10-23,1306
2016-10-24,1306
2016-10-25,1306
2016-10-26,1306
2016-10-27,1306
2016-10-28,1306
2016-10-29,1306
2016-10-30,1306
2016-10-31,1306
2016-11-01,1306
2016-11-02,1306
2016-11-03,1306
2016-11-04,1306
2016-11-05,1306
2016-11-06,1306
2016-11-07,1306
2016-11-08,1306
2016-11-09,1306
2016-11-10,1306
2016-11-11,1306
2016-11-12,1306
2016-11-13,1306
2016-11-14,1306
2016-12-08,1241
2016-12-09,1241
2016-12-10,1241
2016-12-11,1241
2016-12-12,1241
2016-12-13,1241
2016-12-14,1241
2016-12-15,1241
2016-12-16,1241
2016-12-17,1241
2016-12-18,1241
2016-12-19,1241
2016-12-20,1241
2016-12-21,1241
2016-12-22,1241
2016-12-23,1241
2016-12-24,1241
2016-12-25,1241
2016-12-26,1241
2016-12-27,1182
2016-12-28,1182
2016-12-29,1182
2016-12-30,1182
2016-12-31,1182
2017-01-01,1182
2017-01-02,1182
2017-01-03,1182
2017-01-04,1182
2017-01-05,1182
2017-01-06,1182
2017-01-07,1182
2017-01-08,1182
2017-01-09,1182
2017-01-10,1182
2017-01-11,1182
2017-01-12,1182
2017-01-13,1182
2017-01-14,1182
2017-01-15,1182
2017-01-16,1182
2017-01-17,1182
2017-01-18,1182
2017-01-19,1182
2017-01-20,1182
2017-01-21,1182
2017-01-22,1182
2017-01-27,1130
2017-01-28,1130
2017-01-29,1130
2017-01-30,1130
2017-01-31,1130
2017-02-01,1130
2017-02-02,1130
2017-02-03,1130
2017-02-04,1130
2017-02-05,1130
2017-02-06,1130
2017-02-07,1130
2017-02-08,1130
2017-02-09,1130
2017-02-10,1130
2017-02-11,1130
2017-02-12,1130
2017-02-13,1130
2017-02-14,1130
2017-02-15,1130
2017-02-16,1130
2017-02-18,1130
2017-02-19,1130
2017-02-20,1130
2017-02-21,1130
2017-02-22,1130
2017-02-23,1130
2017-02-24,1130
2017-02-25,1130
2017-02-26,1075
2017-02-27,1075
2017-02-28,1075
2017-03-01,1075
2017-03-02,1075
2017-03-03,1075
2017-03-04,1075
2017-03-05,1075
2017-03-06,1075
2017-03-07,1075
2017-03-08,1075
2017-03-09,1075
2017-03-10,1075
2017-03-11,1075
2017-03-12,1075
2017-03-13,1075
2017-03-14,1075
2017-03-15,1075
2017-03-16,1075
2017-03-17,1075
2017-03-18,1075
2017-03-19,1075
2017-03-20,1075
2017-03-21,1075
2017-03-22,1075
2017-03-23,1075
2017-03-24,1075
2017-03-25,1075
2017-03-26,1075
2017-03-27,1075
2017-03-28,1075
2017-03-29,1041
2017-03-30,1041
2017-03-31,1041
2017-04-01,1041
2017-04-02,1041
2017-04-03,1041
2017-04-04,1041
2017-04-12,1041
2017-04-13,1041
2017-04-14,1041
2017-04-15,1041
2017-04-16,1041
2017-04-17,1041
2017-04-18,1041
2017-04-19,1041
2017-04-20,1041
2017-04-21,1041
2017-04-22,1041
2017-04-23,1041
2017-04-24,1041
2017-04-25,1041
2017-04-26,1041
2017-04-27,1041
2017-04-28,1041
2017-04-29,1003
2017-04-30,1003
2017-05-01,1003
2017-05-02,1003
2017-05-03,1003
2017-05-04,1003
2017-05-05,1003
2017-05-06,1003
2017-05-07,1003
2017-05-08,1003
2017-05-09,1003
2017-05-10,1003
2017-05-11,1003
2017-05-12,1003
2017-05-13,1003
2017-05-14,1003
2017-05-15,1003
2017-05-16,1003
2017-05-17,1003
2017-05-18,1003
2017-05-19,1003
2017-05-20,1003
2017-05-21,1003
2017-05-22,1003
2017-05-23,1003
2017-05-24,1003
2017-05-25,1003
2017-05-26,1003
2017-05-27,1003
2017-05-28,1003
2017-05-29,1003
2017-05-30,1003
2017-05-31,1003
2017-06-01,975
2017-06-02,975
2017-06-03,975
2017-06-06,975
2017-06-07,975
2017-06-08,975
2017-06-09,975
2017-06-10,975
2017-06-11,975
2017-06-12,975
2017-06-13,975
2017-06-14,975
2017-06-15,975
2017-06-16,975
2017-06-17,975
2017-06-18,975
2017-06-19,975
2017-06-20,975
2017-06-21,975
2017-06-22,975
2017-06-23,975
2017-06-24,975
2017-06-25,975
2017-06-26,975
2017-06-27,927
2017-06-28,927
2017-06-29,927
2017-06-30,927
2017-07-01,927
2017-07-02,927
2017-07-03,927
2017-07-04,927
2017-07-05,927
2017-07-06,927
2017-07-07,927
2017-07-08,927
2017-07-13,927
2017-07-14,927
2017-07-15,927
2017-07-16,881
2017-07-17,881
2017-07-18,881
2017-07-19,881
2017-07-20,881
2017-07-21,881
2017-07-22,881
2017-07-23,881
2017-07-24,881
2017-07-25,881
2017-07-26,881
2017-07-27,881
2017-07-28,881
2017-07-29,881
2017-07-30,881
2017-07-31,881
2017-08-01,881
2017-08-02,881
2017-08-03,838
2017-08-04,838
2017-08-05,838
2017-08-06,838
2017-08-09,838
2017-08-10,838
2017-08-11,838
2017-08-12,838
2017-08-13,838
2017-08-14,838
2017-08-15,838
2017-08-17,838
2017-08-18,838
2017-08-19,838
2017-08-20,798
2017-08-21,798
2017-08-22,798
2017-08-23,798
2017-08-24,798
2017-08-25,798
2017-08-26,798
2017-08-27,798
2017-08-28,798
2017-08-29,798
2017-08-30,798
2017-08-31,798
2017-09-01,798
2017-09-02,798
2017-09-03,761
2017-09-04,761
2017-09-05,761
2017-09-06,761
2017-09-07,761
2017-09-08,761
2017-09-09,761
2017-09-10,761
2017-09-11,761
2017-09-12,761
2017-09-13,761
2017-09-14,761
2017-09-15,761
2017-09-16,761
2017-09-17,724
2017-09-19,724
2017-09-20,724
2017-09-21,724
2017-09-22,724
2017-09-23,724
2017-09-24,724
2017-09-25,724
2017-09-26,724
2017-09-27,724
2017-09-28,724
2017-09-29,724
2017-09-30,724
2017-10-01,724
2017-10-02,689
2017-10-03,689
2017-10-04,689
2017-10-05,689
2017-10-06,689
2017-10-07,689
2017-10-08,689
2017-10-09,689
2017-10-10,689
2017-10-11,689
2017-10-12,689
2017-10-13,689
2017-10-14,689
2017-10-15,689
2017-10-16,689
2017-10-17,689
2017-10-18,656
2017-10-19,656
2017-10-20,656
2017-10-21,656
2017-10-22,656
2017-10-23,656
2017-10-24,656
2017-10-25,656
2017-10-26,656
2017-10-27,656
2017-10-28,656
2017-10-29,656
2017-10-30,656
2017-10-31,656
2017-11-01,656
2017-11-02,656
2017-11-03,656
2017-11-04,625
2017-11-05,625
2017-11-06,625
2017-11-07,625
2017-11-08,625
2017-11-09,625
2017-11-10,625
2017-11-11,625
2017-11-12,625
2017-11-13,625
2017-11-14,625
2017-11-15,625
2017-11-16,625
2017-11-17,625
2017-11-18,625
2017-11-19,625
2017-11-20,625
2017-11-21,625
2017-11-22,625
2017-11-23,605
2017-11-24,605
2017-11-25,605
2017-11-26,605
2017-11-27,605
2017-11-28,605
2017-11-29,605
2017-11-30,605
2017-12-01,605
2017-12-02,605
2017-12-03,605
2017-12-04,605
2017-12-05,605
2017-12-06,605
2017-12-07,605
2017-12-08,605
2017-12-09,605
2017-12-10,605
2017-12-11,605
2017-12-12,605
2017-12-13,605
2017-12-14,593
2017-12-15,593
2017-12-16,593
2017-12-17,593
2017-12-18,593
2017-12-19,593
2017-12-20,593
2017-12-21,593
2017-12-22,593
2017-12-23,593
2017-12-24,593
2017-12-25,593
2017-12-26,593
2017-12-27,593
2017-12-28,593
2017-12-29,593
2017-12-30,593
2017-12-31,593
2018-01-01,593
2018-01-02,593
2018-01-03,606
2018-01-04,606
2018-01-05,606
2018-01-06,606
2018-01-07,606
2018-01-08,606
2018-01-09,606
2018-01-10,606
2018-01-11,606
2018-01-12,606
2018-01-13,606
2018-01-14,606
2018-01-15,606
2018-01-16,606
2018-01-17,606
2018-01-18,606
2018-01-19,606
2018-01-20,615
2018-01-21,615
2018-01-22,615
2018-01-23,615
2018-01-24,615
2018-01-25,615
2018-01-26,615
2018-01-27,615
2018-01-28,615
2018-01-29,615
2018-01-30,615
2018-02-01,615
2018-02-02,615
2018-02-03,615
2018-02-04,597
2018-02-05,597
2018-02-06,597
2018-02-07,597
2018-02-08,597
2018-02-09,597
2018-02-10,597
2018-02-11,597
2018-02-12,597
2018-02-13,597
2018-02-14,597
2018-02-15,597
2018-02-16,597
2018-02-17,597
2018-02-18,597
2018-02-19,592
2018-02-20,592
2018-02-21,592
2018-02-22,592
2018-02-23,592
2018-02-24,592
2018-02-25,592
2018-02-26,592
2018-02-27,592
2018-02-28,592
2018-03-01,592
2018-03-02,592
2018-03-03,592
2018-03-04,592
2018-03-05,592
2018-03-06,592
2018-03-07,582
2018-03-08,582
2018-03-09,582
2018-03-10,582
2018-03-11,582
2018-03-12,582
2018-03-13,582
2018-03-14,582
2018-03-15,582
2018-03-16,582
2018-03-17,582
2018-03-18,582
2018-03-19,582
2018-03-20,582
2018-03-21,582
2018-03-23,582
2018-03-24,595
2018-03-26,595
2018-03-27,595
2018-03-28,595
2018-03-29,595
2018-03-30,595
2018-03-31,595
2018-04-01,595
2018-04-02,595
2018-04-03,595
2018-04-04,595
2018-04-05,595
2018-04-06,595
2018-04-08,598
2018-04-09,598
2018-04-10,598
2018-04-11,598
2018-04-12,598
2018-04-13,598
2018-04-14,598
2018-04-15,598
2018-04-16,598
2018-04-17,598
2018-04-18,598
2018-04-19,598
2018-04-20,598
2018-04-21,598
2018-04-22,598
2018-04-23,608
2018-04-24,608
2018-04-25,608
2018-04-26,608
2018-04-27,608
2018-04-28,608
2018-04-29,608
2018-04-30,608
2018-05-01,608
2018-05-02,608
2018-05-03,608
2018-05-04,608
2018-05-05,608
2018-05-06,608
2018-05-07,608
2018-05-08,608
2018-05-09,608
2018-05-10,608
2018-05-11,608
2018-05-12,608
2018-05-13,608
2018-05-14,608
2018-05-15,608
2018-05-16,608
2018-05-17,608
2018-05-18,608
2018-05-19,608
2018-05-20,608
2018-05-21,608
2018-05-22,608
2018-05-23,623
2018-05-24,623
2018-05-25,623
2018-05-26,623
2018-05-27,623
2018-05-28,623
2018-05-29,623
2018-05-30,623
2018-05-31,623
2018-06-01,623
2018-06-02,623
2018-06-03,623
2018-06-04,623
2018-06-05,623
2018-06-06,647
2018-06-07,647
2018-06-08,647
2018-06-09,647
2018-06-10,647
2018-06-11,647
2018-06-12,647
2018-06-13,647
2018-06-14,647
2018-06-15,647
2018-06-16,647
2018-06-17,647
2018-06-18,647
2018-06-19,647
2018-06-20,665
2018-06-21,665
2018-06-22,665
2018-06-23,665
2018-06-24,665
2018-06-25,665
2018-06-26,665
2018-06-27,665
2018-06-28,665
2018-06-29,665
2018-06-30,665
2018-07-01,665
2018-07-02,665
2018-07-03,665
2018-07-04,665
2018-07-05,665
2018-07-06,653
2018-07-07,653
2018-07-08,653
2018-07-09,653
2018-07-10,653
2018-07-11,653
2018-07-12,653
2018-07-13,653
2018-07-14,653
2018-07-15,653
2018-07-16,653
2018-07-17,653
2018-07-18,653
2018-07-19,653
2018-07-20,653
2018-07-21,653
2018-07-22,653
2018-07-23,653
2018-07-24,653
2018-07-25,647
2018-07-26,647
2018-07-27,647
2018-07-28,647
2018-07-29,647
2018-07-30,647
2018-07-31,647
2018-08-01,647
2018-08-02,647
2018-08-03,647
2018-08-04,647
2018-08-05,647
2018-08-06,647
2018-08-07,647
2018-08-08,665
2018-08-09,665
2018-08-10,665
2018-08-11,665
2018-08-12,665
2018-08-14,665
2018-08-16,665
2018-08-17,665
2018-08-18,665
2018-08-19,665
2018-08-20,665
2018-08-21,665
2018-08-22,665
2018-08-23,665
2018-08-24,653
2018-08-25,653
2018-08-26,653
2018-08-27,653
2018-08-28,653
2018-08-29,653
2018-08-30,653
2018-08-31,653
2018-09-01,653
2018-09-02,653
2018-09-03,653
2018-09-04,653
2018-09-05,653
2018-09-06,653
2018-09-07,635
2018-09-08,635
2018-09-09,635
2018-09-10,635
2018-09-11,635
2018-09-12,635
2018-09-13,635
2018-09-14,635
2018-09-15,635
2018-09-16,635
2018-09-17,635
2018-09-18,635
2018-09-20,613
2018-09-21,613
2018-09-22,613
2018-09-23,613
2018-09-24,613
2018-09-25,613
2018-09-26,613
2018-09-27,613
2018-09-28,613
2018-09-29,613
2018-09-30,613
2018-10-02,609
2018-10-03,609
2018-10-04,609
2018-10-05,609
2018-10-06,609
2018-10-07,609
2018-10-08,609
2018-10-09,609
2018-10-10,609
2018-10-11,609
2018-10-12,609
2018-10-13,617
2018-10-14,617
2018-10-15,617
2018-10-16,617
2018-10-17,617
2018-10-18,617
2018-10-19,617
2018-10-20,617
2018-10-21,617
2018-10-22,617
2018-10-23,617
2018-10-24,617
2018-10-25,617
2018-10-26,607
2018-10-27,607
2018-10-28,607
2018-10-29,607
2018-10-30,607
2018-10-31,607
2018-11-01,607
2018-11-03,607
2018-11-04,619
2018-11-05,619
2018-11-06,619
2018-11-07,619
2018-11-08,619
2018-11-09,619
2018-11-10,606
2018-11-11,606
2018-11-12,606
2018-11-13,606
2018-11-14,624
2018-11-15,624
2018-11-16,624
2018-11-17,624
2018-11-18,607
2018-11-19,607
2018-11-20,607
2018-11-21,607
2018-11-22,607
2018-11-23,588
2018-11-24,588
2018-11-25,588
2018-11-26,588
2018-11-27,610
2018-11-28,610
2018-11-29,610
2018-12-01,594
2018-12-02,594
2018-12-03,594
2018-12-04,594
2018-12-05,594
2018-12-09,602
2018-12-10,602
2018-12-11,611
2018-12-12,611
2018-12-13,611
2018-12-14,611
2018-12-15,611
2018-12-16,620
2018-12-17,620
2018-12-18,620
2018-12-19,620
2018-12-20,620
2018-12-21,620
2018-12-22,623
2018-12-23,623
2018-12-24,623
2018-12-25,623
2018-12-26,623
2018-12-27,604
2018-12-28,604
2018-12-29,604
2018-12-30,604
2018-12-31,604
2019-01-01,591
2019-01-02,591
2019-01-03,591
2019-01-04,591
2019-01-05,591
2019-01-06,573
2019-01-08,573
2019-01-10,573
2019-01-11,573
2019-01-12,556
2019-01-13,556
2019-01-14,556
2019-01-15,556
2019-01-16,556
2019-01-17,543
2019-01-18,543
2019-01-19,543
2019-01-20,543
2019-01-21,543
2019-01-22,535
2019-01-23,535
2019-01-24,535
2019-01-25,535
2019-01-26,535
2019-01-27,535
2019-01-28,527
2019-01-29,527
2019-01-30,527
2019-01-31,527
2019-02-01,527
2019-02-02,527
2019-02-03,522
2019-02-04,522
2019-02-05,522
2019-02-06,522
2019-02-07,522
2019-02-08,522
2019-02-09,522
2019-02-10,544
2019-02-11,544
2019-02-12,544
2019-02-13,544
2019-02-14,544
2019-02-15,544
2019-02-16,544
2019-02-17,570
2019-02-18,570
2019-02-19,570
2019-02-20,570
2019-02-21,570
2019-02-22,570
2019-02-23,589
2019-02-24,589
2019-02-25,589
2019-02-26,589
2019-02-27,589
2019-02-28,589
2019-03-01,589
2019-03-02,589
2019-03-03,589
2019-03-04,589
2019-03-05,600
2019-03-06,600
2019-03-07,600
2019-03-08,600
2019-03-09,600
2019-03-10,600
2019-03-11,591
2019-03-12,591
2019-03-13,591
2019-03-14,591
2019-03-15,591
2019-03-16,591
2019-03-17,596
2019-03-18,596
2019-03-19,596
2019-03-20,596
2019-03-21,596
2019-03-22,596
2019-03-23,596
2019-03-24,596
2019-03-25,596
2019-03-26,596
2019-03-27,596
2019-03-28,596
2019-03-29,596
2019-03-30,596
2019-03-31,596
2019-04-01,605
2019-04-02,605
2019-04-03,605
2019-04-04,605
2019-04-05,605
2019-04-06,605
2019-04-07,605
2019-04-08,603
2019-04-09,603
2019-04-10,603
2019-04-11,603
2019-04-12,603
2019-04-13,603
2019-04-14,603
2019-04-15,603
2019-04-16,606
2019-04-17,606
2019-04-18,606
2019-04-19,606
2019-04-20,606
2019-04-21,606
2019-04-22,606
2019-04-23,613
2019-04-24,613
2019-04-25,613
2019-04-26,613
2019-04-27,613
2019-04-28,613
2019-04-29,613
2019-04-30,613
2019-05-01,608
2019-05-02,608
2019-05-03,608
2019-05-04,608
2019-05-05,608
2019-05-06,608
2019-05-07,608
2019-05-08,608
2019-05-09,596
2019-05-10,596
2019-05-11,596
2019-05-12,596
2019-05-13,596
2019-05-14,596
2019-05-15,596
2019-05-16,596
2019-05-17,596
2019-05-18,585
2019-05-19,585
2019-05-20,585
2019-05-21,585
2019-05-22,585
2019-05-23,585
2019-05-24,585
2019-05-25,585
2019-05-26,585
2019-05-27,585
2019-05-28,581
2019-05-29,581
2019-05-30,581
2019-05-31,581
2019-06-01,581
2019-06-02,581
2019-06-03,581
2019-06-04,581
2019-06-05,581
2019-06-06,581
2019-06-07,581
2019-06-08,584
2019-06-09,584
2019-06-10,584
2019-06-11,584
2019-06-12,584
2019-06-13,584
2019-06-14,584
2019-06-15,584
