date_obj,Pearl%20dragon%20bolts%20(e) price
2018-01-03,980
2018-01-04,980
2018-01-05,980
2018-01-06,1028
2018-01-07,1028
2018-01-08,1028
2018-01-09,1028
2018-01-10,1028
2018-01-11,1028
2018-01-12,1028
2018-01-13,1028
2018-01-14,1045
2018-01-15,1045
2018-01-16,1045
2018-01-17,1045
2018-01-18,1045
2018-01-19,1045
2018-01-20,1045
2018-01-21,1045
2018-01-22,1045
2018-01-23,1045
2018-01-24,1016
2018-01-25,1016
2018-01-26,986
2018-01-27,986
2018-01-28,980
2018-01-29,980
2018-01-31,974
2018-02-01,974
2018-02-02,974
2018-02-03,933
2018-02-04,933
2018-02-05,933
2018-02-06,913
2018-02-07,913
2018-02-08,913
2018-02-09,918
2018-02-10,918
2018-02-11,918
2018-02-12,902
2018-02-13,902
2018-02-14,902
2018-02-15,895
2018-02-16,895
2018-02-17,895
2018-02-18,931
2018-02-19,931
2018-02-20,931
2018-02-21,966
2018-02-22,966
2018-02-23,966
2018-02-24,966
2018-02-25,1007
2018-02-26,1007
2018-02-27,1007
2018-03-01,1055
2018-03-02,1055
2018-03-03,1055
2018-03-04,1055
2018-03-05,1108
2018-03-06,1108
2018-03-07,1108
2018-03-08,1108
2018-03-09,1108
2018-03-10,1108
2018-03-11,1160
2018-03-12,1160
2018-03-13,1160
2018-03-14,1160
2018-03-15,1160
2018-03-16,1160
2018-03-17,1215
2018-03-18,1215
2018-03-19,1215
2018-03-20,1215
2018-03-21,1215
2018-03-23,1215
2018-03-24,1215
2018-03-26,1254
2018-03-27,1254
2018-03-28,1254
2018-03-29,1254
2018-03-30,1254
2018-03-31,1254
2018-04-01,1254
2018-04-02,1254
2018-04-03,1287
2018-04-04,1287
2018-04-05,1287
2018-04-06,1287
2018-04-08,1287
2018-04-09,1287
2018-04-10,1287
2018-04-11,1287
2018-04-12,1311
2018-04-13,1311
2018-04-14,1311
2018-04-15,1311
2018-04-16,1311
2018-04-17,1311
2018-04-18,1311
2018-04-19,1311
2018-04-20,1311
2018-04-21,1311
2018-04-22,1369
2018-04-23,1369
2018-04-24,1369
2018-04-25,1369
2018-04-26,1369
2018-04-27,1369
2018-04-28,1369
2018-04-29,1369
2018-04-30,1369
2018-05-01,1369
2018-05-02,1369
2018-05-03,1369
2018-05-04,1410
2018-05-05,1410
2018-05-06,1410
2018-05-07,1410
2018-05-08,1410
2018-05-09,1410
2018-05-10,1410
2018-05-11,1410
2018-05-12,1410
2018-05-13,1410
2018-05-14,1467
2018-05-15,1467
2018-05-16,1467
2018-05-17,1467
2018-05-18,1467
2018-05-19,1467
2018-05-20,1467
2018-05-21,1534
2018-05-22,1534
2018-05-23,1534
2018-05-24,1534
2018-05-25,1534
2018-05-26,1534
2018-05-27,1534
2018-05-28,1534
2018-05-29,1534
2018-05-30,1534
2018-05-31,1601
2018-06-01,1601
2018-06-02,1601
2018-06-03,1601
2018-06-04,1601
2018-06-05,1601
2018-06-06,1601
2018-06-07,1601
2018-06-08,1652
2018-06-09,1652
2018-06-10,1652
2018-06-11,1652
2018-06-12,1652
2018-06-13,1652
2018-06-14,1652
2018-06-15,1652
2018-06-16,1652
2018-06-17,1652
2018-06-18,1715
2018-06-19,1715
2018-06-20,1715
2018-06-21,1715
2018-06-22,1715
2018-06-23,1715
2018-06-24,1715
2018-06-25,1715
2018-06-26,1715
2018-06-27,1715
2018-06-28,1715
2018-06-29,1715
2018-06-30,1747
2018-07-01,1747
2018-07-02,1747
2018-07-03,1747
2018-07-04,1747
2018-07-05,1747
2018-07-06,1747
2018-07-07,1747
2018-07-08,1747
2018-07-09,1747
2018-07-10,1747
2018-07-11,1718
2018-07-12,1718
2018-07-13,1718
2018-07-14,1718
2018-07-15,1718
2018-07-16,1718
2018-07-17,1718
2018-07-18,1718
2018-07-19,1718
2018-07-20,1718
2018-07-21,1718
2018-07-22,1718
2018-07-23,1733
2018-07-24,1733
2018-07-25,1733
2018-07-26,1733
2018-07-27,1733
2018-07-28,1733
2018-07-29,1733
2018-07-30,1733
2018-07-31,1733
2018-08-01,1733
2018-08-02,1733
2018-08-03,1733
2018-08-04,1733
2018-08-05,1733
2018-08-06,1733
2018-08-07,1733
2018-08-08,1789
2018-08-09,1789
2018-08-10,1789
2018-08-11,1789
2018-08-12,1789
2018-08-14,1789
2018-08-16,1789
2018-08-17,1789
2018-08-18,1789
2018-08-19,1789
2018-08-20,1716
2018-08-21,1716
2018-08-22,1716
2018-08-23,1716
2018-08-24,1716
2018-08-25,1716
2018-08-26,1716
2018-08-27,1716
2018-08-28,1676
2018-08-29,1676
2018-08-30,1676
2018-08-31,1676
2018-09-01,1676
2018-09-02,1676
2018-09-03,1676
2018-09-04,1676
2018-09-05,1676
2018-09-06,1676
2018-09-07,1613
2018-09-08,1613
2018-09-09,1613
2018-09-10,1613
2018-09-11,1613
2018-09-12,1613
2018-09-13,1613
2018-09-14,1613
2018-09-15,1613
2018-09-16,1613
2018-09-17,1613
2018-09-18,1659
2018-09-19,1659
2018-09-20,1659
2018-09-21,1659
2018-09-22,1659
2018-09-23,1659
2018-09-24,1659
2018-09-25,1659
2018-09-26,1659
2018-09-27,1659
2018-09-28,1598
2018-09-29,1598
2018-09-30,1598
2018-10-02,1598
2018-10-03,1598
2018-10-04,1598
2018-10-05,1598
2018-10-06,1559
2018-10-07,1559
2018-10-08,1559
2018-10-09,1559
2018-10-10,1559
2018-10-11,1559
2018-10-12,1559
2018-10-13,1559
2018-10-14,1536
2018-10-15,1536
2018-10-16,1536
2018-10-17,1536
2018-10-18,1536
2018-10-19,1536
2018-10-20,1536
2018-10-21,1536
2018-10-22,1536
2018-10-23,1607
2018-10-24,1607
2018-10-25,1607
2018-10-26,1607
2018-10-27,1607
2018-10-28,1607
2018-10-29,1607
2018-10-30,1607
2018-10-31,1607
2018-11-01,1658
2018-11-03,1658
2018-11-04,1658
2018-11-05,1658
2018-11-06,1658
2018-11-07,1708
2018-11-08,1708
2018-11-09,1708
2018-11-10,1708
2018-11-11,1708
2018-11-12,1718
2018-11-13,1718
2018-11-15,1718
2018-11-16,1718
2018-11-17,1718
2018-11-18,1635
2018-11-19,1635
2018-11-20,1635
2018-11-21,1635
2018-11-22,1635
2018-11-23,1635
2018-11-24,1635
2018-11-25,1624
2018-11-26,1624
2018-11-27,1624
2018-11-28,1624
2018-11-29,1624
2018-12-01,1609
2018-12-02,1609
2018-12-03,1609
2018-12-04,1609
2018-12-05,1609
2018-12-07,1609
2018-12-09,1633
2018-12-10,1633
2018-12-11,1633
2018-12-12,1633
2018-12-13,1633
2018-12-14,1633
2018-12-15,1633
2018-12-16,1678
2018-12-17,1678
2018-12-18,1678
2018-12-19,1678
2018-12-20,1678
2018-12-21,1678
2018-12-22,1678
2018-12-23,1678
2018-12-24,1688
2018-12-25,1688
2018-12-26,1688
2018-12-27,1688
2018-12-28,1688
2018-12-29,1688
2018-12-30,1650
2018-12-31,1650
2019-01-01,1650
2019-01-02,1650
2019-01-03,1650
2019-01-04,1640
2019-01-05,1640
2019-01-06,1640
2019-01-08,1640
2019-01-10,1640
2019-01-11,1612
2019-01-12,1612
2019-01-13,1612
2019-01-14,1612
2019-01-15,1612
2019-01-16,1612
2019-01-17,1536
2019-01-18,1536
2019-01-19,1536
2019-01-20,1536
2019-01-21,1536
2019-01-22,1460
2019-01-23,1460
2019-01-24,1460
2019-01-25,1460
2019-01-26,1460
2019-01-28,1394
2019-01-29,1394
2019-01-30,1394
2019-01-31,1369
2019-02-01,1369
2019-02-02,1369
2019-02-03,1369
2019-02-04,1369
2019-02-05,1315
2019-02-06,1315
2019-02-07,1315
2019-02-08,1315
2019-02-09,1315
2019-02-10,1315
2019-02-11,1315
2019-02-12,1263
2019-02-13,1263
2019-02-14,1263
2019-02-15,1263
2019-02-16,1263
2019-02-17,1263
2019-02-18,1228
2019-02-19,1228
2019-02-20,1228
2019-02-21,1228
2019-02-22,1228
2019-02-23,1228
2019-02-24,1228
2019-02-25,1204
2019-02-26,1204
2019-02-27,1204
2019-02-28,1204
2019-03-01,1204
2019-03-02,1204
2019-03-03,1204
2019-03-04,1204
2019-03-05,1204
2019-03-06,1217
2019-03-07,1217
2019-03-08,1217
2019-03-09,1217
2019-03-10,1217
2019-03-11,1217
2019-03-12,1248
2019-03-13,1248
2019-03-14,1248
2019-03-15,1248
2019-03-16,1248
2019-03-17,1248
2019-03-18,1248
2019-03-19,1254
2019-03-20,1254
2019-03-21,1254
2019-03-22,1254
2019-03-23,1254
2019-03-24,1254
2019-03-25,1254
2019-03-26,1257
2019-03-27,1257
2019-03-28,1257
2019-03-29,1257
2019-03-30,1257
2019-03-31,1257
2019-04-01,1257
2019-04-02,1257
2019-04-03,1257
2019-04-04,1291
2019-04-05,1291
2019-04-06,1291
2019-04-07,1291
2019-04-08,1291
2019-04-09,1291
2019-04-10,1291
2019-04-11,1291
2019-04-12,1291
2019-04-13,1351
2019-04-14,1351
2019-04-15,1351
2019-04-16,1351
2019-04-17,1351
2019-04-18,1351
2019-04-19,1351
2019-04-20,1351
2019-04-21,1351
2019-04-22,1351
2019-04-23,1401
2019-04-24,1401
2019-04-25,1401
2019-04-26,1401
2019-04-27,1401
2019-04-28,1401
2019-04-29,1401
2019-04-30,1401
2019-05-01,1401
2019-05-02,1401
2019-05-03,1372
2019-05-04,1372
2019-05-05,1372
2019-05-06,1372
2019-05-07,1372
2019-05-08,1372
2019-05-09,1372
2019-05-10,1372
2019-05-11,1372
2019-05-12,1372
2019-05-13,1378
2019-05-14,1378
2019-05-15,1378
2019-05-16,1378
2019-05-17,1378
2019-05-18,1378
2019-05-19,1378
2019-05-20,1378
2019-05-21,1378
2019-05-22,1378
2019-05-23,1378
2019-05-24,1386
2019-05-25,1386
2019-05-26,1386
2019-05-27,1386
2019-05-28,1386
2019-05-29,1386
2019-05-30,1386
2019-05-31,1386
2019-06-01,1386
2019-06-02,1403
2019-06-03,1403
2019-06-04,1403
2019-06-05,1403
2019-06-06,1403
2019-06-07,1403
2019-06-08,1403
2019-06-09,1425
2019-06-10,1425
2019-06-11,1425
2019-06-12,1425
2019-06-13,1425
2019-06-14,1425
2019-06-15,1425
2019-06-16,1425
2019-06-17,1413
2019-06-18,1413
2019-06-19,1413
2019-06-20,1413
2019-06-21,1413
2019-06-22,1413
2019-06-23,1413
2019-06-24,1413
2019-06-25,1413
2019-06-26,1419
2019-06-27,1419
2019-06-28,1419
2019-06-29,1419
2019-06-30,1419
2019-07-01,1419
2019-07-02,1419
2019-07-03,1424
2019-07-04,1424
2019-07-05,1424
2019-07-06,1424
2019-07-07,1424
2019-07-08,1424
2019-07-09,1424
2019-07-10,1380
2019-07-11,1380
2019-07-12,1380
2019-07-13,1380
2019-07-14,1380
2019-07-15,1380
2019-07-16,1380
2019-07-17,1335
2019-07-18,1335
2019-07-19,1335
2019-07-20,1335
2019-07-21,1335
2019-07-22,1335
2019-07-23,1335
2019-07-24,1335
2019-07-25,1335
2019-07-26,1335
2019-07-27,1335
2019-07-28,1309
2019-07-29,1309
2019-07-30,1309
2019-07-31,1309
2019-08-01,1309
2019-08-02,1309
2019-08-03,1309
2019-08-04,1309
2019-08-05,1309
2019-08-06,1323
2019-08-07,1323
2019-08-08,1323
2019-08-09,1323
2019-08-10,1323
2019-08-11,1323
2019-08-12,1323
2019-08-13,1323
2019-08-14,1323
2019-08-15,1323
2019-08-16,1359
2019-08-17,1359
2019-08-18,1359
2019-08-19,1359
2019-08-20,1359
2019-08-21,1359
2019-08-22,1359
2019-08-23,1359
2019-08-24,1347
2019-08-24,1347
2019-08-25,1347
2019-08-25,1347
2019-08-26,1347
2019-08-26,1347
2019-08-27,1347
2019-08-27,1347
2019-08-28,1347
2019-08-29,1347
2019-08-30,1347
2019-08-31,1347
2019-09-01,1346
2019-09-02,1346
2019-09-03,1346
2019-09-04,1346
2019-09-05,1346
2019-09-06,1346
2019-09-07,1346
2019-09-08,1353
2019-09-09,1353
2019-09-10,1353
2019-09-11,1353
2019-09-12,1353
2019-09-13,1353
2019-09-14,1353
2019-09-15,1353
2019-09-16,1353
2019-09-17,1351
2019-09-18,1351
2019-09-19,1351
2019-09-20,1351
2019-09-21,1351
2019-09-22,1351
2019-09-23,1351
2019-09-24,1351
2019-09-25,1351
2019-09-26,1353
2019-09-27,1353
2019-09-28,1353
2019-09-29,1353
2019-09-30,1353
2019-10-01,1353
2019-10-02,1353
2019-10-03,1353
2019-10-04,1353
2019-10-05,1337
2019-10-06,1337
2019-10-07,1337
2019-10-08,1337
2019-10-09,1337
2019-10-10,1337
2019-10-11,1337
2019-10-12,1306
2019-10-13,1306
2019-10-14,1306
2019-10-15,1306
2019-10-16,1306
2019-10-17,1306
2019-10-18,1308
2019-10-19,1308
2019-10-20,1308
2019-10-21,1308
2019-10-22,1308
2019-10-23,1308
2019-10-24,1308
2019-10-25,1273
2019-10-26,1273
2019-10-27,1273
2019-10-28,1273
2019-10-29,1273
2019-10-30,1273
2019-10-31,1273
2019-11-01,1237
2019-11-02,1237
2019-11-03,1237
2019-11-04,1237
2019-11-05,1237
2019-11-06,1237
2019-11-07,1237
2019-11-08,1237
2019-11-09,1211
2019-11-10,1211
2019-11-11,1211
2019-11-12,1211
2019-11-13,1211
2019-11-14,1211
2019-11-15,1177
2019-11-16,1177
2019-11-17,1177
2019-11-18,1177
2019-11-19,1177
2019-11-20,1126
2019-11-21,1126
2019-11-22,1126
2019-11-23,1126
2019-11-24,1126
2019-11-25,1071
2019-11-26,1071
2019-11-27,1071
2019-11-28,1071
2019-11-29,1071
2019-11-30,1071
2019-12-01,1084
2019-12-02,1084
2019-12-03,1084
2019-12-04,1084
2019-12-05,1084
2019-12-06,1084
2019-12-07,1084
2019-12-08,1084
2019-12-09,1090
2019-12-10,1090
2019-12-11,1090
2019-12-12,1090
2019-12-13,1090
2019-12-14,1090
2019-12-15,1090
2019-12-16,1090
2019-12-17,1117
2019-12-18,1117
2019-12-19,1117
2019-12-20,1117
2019-12-21,1117
2019-12-22,1117
2019-12-23,1117
2019-12-24,1117
2019-12-25,1138
2019-12-26,1138
2019-12-27,1138
2019-12-28,1138
2019-12-29,1138
2019-12-30,1138
2019-12-31,1138
2020-01-01,1169
2020-01-02,1169
2020-01-03,1169
2020-01-04,1169
2020-01-05,1169
2020-01-06,1169
2020-01-07,1169
2020-01-08,1187
2020-01-09,1187
2020-01-10,1187
2020-01-11,1187
2020-01-12,1187
2020-01-13,1187
2020-01-14,1187
2020-01-15,1204
2020-01-16,1204
2020-01-17,1204
2020-01-18,1204
2020-01-19,1204
2020-01-20,1204
2020-01-21,1204
2020-01-22,1204
2020-01-23,1240
2020-01-24,1240
2020-01-25,1240
2020-01-26,1240
2020-01-27,1240
2020-01-28,1240
2020-01-29,1240
2020-01-30,1300
2020-01-31,1300
2020-02-01,1300
2020-02-02,1300
2020-02-03,1300
2020-02-04,1300
2020-02-05,1300
2020-02-06,1359
2020-02-07,1359
2020-02-08,1359
2020-02-09,1359
2020-02-10,1336
2020-02-11,1336
2020-02-12,1336
2020-02-13,1336
2020-02-14,1281
2020-02-15,1281
2020-02-16,1281
2020-02-17,1281
2020-02-18,1223
2020-02-19,1223
2020-02-20,1223
2020-02-21,1223
2020-02-22,1223
2020-02-23,1167
2020-02-24,1167
2020-02-25,1167
2020-02-26,1167
2020-02-27,1133
2020-02-28,1133
2020-02-29,1133
2020-03-01,1133
2020-03-02,1120
2020-03-03,1120
2020-03-04,1120
2020-03-05,1120
2020-03-06,1120
2020-03-07,1159
2020-03-08,1159
2020-03-09,1159
2020-03-10,1159
2020-03-11,1159
2020-03-12,1200
2020-03-13,1200
2020-03-14,1200
2020-03-15,1200
2020-03-16,1200
2020-03-17,1227
2020-03-18,1227
2020-03-19,1227
2020-03-20,1227
2020-03-21,1227
2020-03-22,1244
2020-03-23,1244
2020-03-24,1244
2020-03-25,1244
2020-03-26,1201
2020-03-27,1201
2020-03-28,1201
2020-03-29,1201
2020-03-30,1140
2020-03-31,1140
2020-04-01,1140
2020-04-02,1135
2020-04-03,1135
2020-04-04,1135
2020-04-05,1135
2020-04-06,1137
2020-04-07,1137
2020-04-08,1137
2020-04-09,1137
2020-04-10,1181
2020-04-11,1181
2020-04-12,1181
2020-04-13,1181
2020-04-14,1148
2020-04-15,1148
2020-04-16,1148
2020-04-17,1148
2020-04-18,1132
2020-04-19,1132
2020-04-20,1132
2020-04-21,1132
2020-04-22,1078
2020-04-23,1078
2020-04-24,1078
2020-04-25,1078
2020-04-26,1044
2020-04-27,1044
2020-04-28,1044
2020-04-29,1044
2020-04-30,1071
2020-05-01,1071
2020-05-02,1071
2020-05-03,1071
2020-05-04,1071
2020-05-05,1079
2020-05-06,1079
2020-05-07,1079
2020-05-08,1079
2020-05-09,1079
2020-05-10,1073
2020-05-11,1073
2020-05-12,1073
2020-05-13,1073
