date_obj,Blood'n'tar%20snelm%20(pointed) price
2015-02-25,3000
2015-02-26,3000
2015-02-27,3000
2015-02-28,3000
2015-03-01,3000
2015-03-02,3000
2015-03-03,3000
2015-03-04,3000
2015-03-05,3000
2015-03-06,3000
2015-03-07,3000
2015-03-08,3000
2015-03-09,3000
2015-03-10,3000
2015-03-11,3000
2015-03-12,3000
2015-03-13,3000
2015-03-14,3000
2015-03-15,3000
2015-03-16,3000
2015-03-17,3000
2015-03-18,2923
2015-03-19,2923
2015-03-20,2923
2015-03-21,2923
2015-03-22,2923
2015-03-23,2923
2015-03-24,2923
2015-03-25,2923
2015-03-26,2923
2015-03-27,2923
2015-03-28,2923
2015-03-29,2923
2015-03-30,2923
2015-03-31,2923
2015-04-01,2923
2015-04-02,2923
2015-04-03,2923
2015-04-04,2923
2015-04-05,2923
2015-04-06,2838
2015-04-07,2838
2015-04-08,2838
2015-04-09,2838
2015-04-10,2838
2015-04-11,2838
2015-04-12,2838
2015-04-13,2838
2015-04-14,2838
2015-04-15,2838
2015-04-16,2838
2015-04-17,2838
2015-04-18,2838
2015-04-19,2838
2015-04-20,2838
2015-04-21,2838
2015-04-22,2838
2015-04-23,2838
2015-04-24,2838
2015-04-25,2838
2015-04-26,2786
2015-04-27,2786
2015-04-28,2786
2015-04-29,2786
2015-04-30,2786
2015-05-01,2786
2015-05-02,2786
2015-05-03,2786
2015-05-04,2786
2015-05-05,2786
2015-05-06,2786
2015-05-07,2786
2015-05-08,2786
2015-05-09,2786
2015-05-10,2786
2015-05-11,2786
2015-05-12,2786
2015-05-13,2786
2015-05-14,2786
2015-05-15,2702
2015-05-16,2702
2015-05-17,2702
2015-05-18,2702
2015-05-19,2702
2015-05-20,2702
2015-05-21,2702
2015-05-22,2702
2015-05-23,2702
2015-05-24,2702
2015-05-25,2702
2015-05-26,2702
2015-05-27,2702
2015-05-28,2702
2015-05-29,2702
2015-05-30,2702
2015-05-31,2702
2015-06-01,2656
2015-06-02,2656
2015-06-03,2656
2015-06-04,2656
2015-06-05,2656
2015-06-06,2656
2015-06-07,2656
2015-06-08,2656
2015-06-09,2656
2015-06-10,2656
2015-06-11,2656
2015-06-12,2656
2015-06-13,2656
2015-06-14,2656
2015-06-15,2656
2015-06-16,2656
2015-06-17,2656
2015-06-18,2656
2015-06-19,2656
2015-06-20,2656
2015-06-21,2656
2015-06-22,2656
2015-06-23,2656
2015-06-24,2656
2015-06-25,2656
2015-06-26,2656
2015-06-27,2656
2015-06-28,2656
2015-06-29,2656
2015-06-30,2656
2015-07-01,2656
2015-07-02,2656
2015-07-03,2656
2015-07-04,2656
2015-07-05,2625
2015-07-06,2625
2015-07-07,2625
2015-07-08,2625
2015-07-09,2625
2015-07-10,2625
2015-07-11,2625
2015-07-12,2625
2015-07-13,2625
2015-07-14,2625
2015-07-15,2625
2015-07-16,2625
2015-07-17,2625
2015-07-18,2625
2015-07-19,2625
2015-07-20,2630
2015-07-21,2630
2015-07-22,2630
2015-07-23,2630
2015-07-24,2630
2015-07-25,2630
2015-07-26,2630
2015-07-27,2630
2015-07-28,2630
2015-07-29,2630
2015-07-30,2630
2015-07-31,2630
2015-08-01,2630
2015-08-02,2630
2015-08-03,2630
2015-08-04,2630
2015-08-05,2630
2015-08-06,2616
2015-08-07,2616
2015-08-08,2616
2015-08-09,2616
2015-08-10,2616
2015-08-11,2616
2015-08-12,2616
2015-08-13,2616
2015-08-14,2616
2015-08-15,2616
2015-08-16,2616
2015-08-17,2616
2015-08-18,2616
2015-08-19,2616
2015-08-20,2529
2015-08-21,2529
2015-08-22,2529
2015-08-23,2529
2015-08-24,2529
2015-08-25,2529
2015-08-26,2529
2015-08-27,2529
2015-08-28,2529
2015-08-29,2529
2015-08-30,2529
2015-08-31,2529
2015-09-01,2529
2015-09-02,2529
2015-09-03,2447
2015-09-04,2447
2015-09-05,2447
2015-09-06,2447
2015-09-07,2447
2015-09-08,2447
2015-09-09,2447
2015-09-10,2447
2015-09-11,2447
2015-09-12,2447
2015-09-13,2447
2015-09-14,2447
2015-09-15,2447
2015-09-16,2447
2015-09-17,2447
2015-09-18,2447
2015-09-19,2466
2015-09-20,2466
2015-09-21,2466
2015-09-22,2466
2015-09-23,2466
2015-09-24,2466
2015-09-25,2466
2015-09-26,2466
2015-09-27,2466
2015-09-28,2466
2015-09-29,2466
2015-09-30,2466
2015-10-01,2466
2015-10-02,2466
2015-10-03,2466
2015-10-04,2466
2015-10-05,2466
2015-10-06,2466
2015-10-07,2466
2015-10-08,2466
2015-10-09,2425
2015-10-10,2425
2015-10-11,2425
2015-10-12,2425
2015-10-13,2425
2015-10-14,2425
2015-10-15,2425
2015-10-16,2425
2015-10-17,2425
2015-10-18,2425
2015-10-19,2425
2015-10-20,2425
2015-10-21,2425
2015-10-22,2425
2015-10-23,2425
2015-10-24,2425
2015-10-25,2425
2015-10-26,2425
2015-10-27,2425
2015-10-28,2425
2015-10-29,2425
2015-10-30,2425
2015-10-31,2451
2015-11-01,2451
2015-11-02,2451
2015-11-03,2451
2015-11-04,2451
2015-11-05,2451
2015-11-06,2451
2015-11-07,2451
2015-11-08,2451
2015-11-09,2451
2015-11-10,2451
2015-11-11,2451
2015-11-12,2451
2015-11-13,2451
2015-11-14,2451
2015-11-15,2451
2015-11-16,2451
2015-11-17,2451
2015-11-18,2451
2015-11-19,2451
2015-11-20,2451
2015-11-21,2451
2015-11-22,2405
2015-11-23,2405
2015-11-24,2405
2015-11-25,2405
2015-11-26,2405
2015-11-27,2405
2015-11-28,2405
2015-11-29,2405
2015-11-30,2405
2015-12-01,2405
2015-12-02,2405
2015-12-03,2405
2015-12-04,2405
2015-12-05,2405
2015-12-06,2405
2015-12-07,2405
2015-12-08,2405
2015-12-09,2405
2015-12-10,2405
2015-12-11,2323
2015-12-12,2323
2015-12-13,2323
2015-12-14,2323
2015-12-15,2323
2015-12-16,2323
2015-12-17,2323
2015-12-18,2323
2015-12-19,2323
2015-12-20,2323
2015-12-21,2323
2015-12-22,2323
2015-12-23,2323
2015-12-24,2323
2015-12-25,2323
2015-12-26,2323
2015-12-27,2323
2015-12-28,2323
2015-12-29,2323
2015-12-30,2323
2015-12-31,2323
2016-01-01,2275
2016-01-02,2275
2016-01-03,2275
2016-01-04,2275
2016-01-05,2275
2016-01-06,2275
2016-01-07,2275
2016-01-08,2275
2016-01-09,2275
2016-01-10,2275
2016-01-11,2275
2016-01-12,2275
2016-01-13,2275
2016-01-14,2275
2016-01-15,2275
2016-01-16,2275
2016-01-17,2202
2016-01-18,2202
2016-01-19,2202
2016-01-20,2202
2016-01-21,2202
2016-01-22,2202
2016-01-23,2202
2016-01-24,2202
2016-01-25,2202
2016-01-26,2202
2016-01-27,2202
2016-01-28,2202
2016-01-29,2202
2016-01-30,2202
2016-01-31,2202
2016-02-01,2202
2016-02-02,2202
2016-02-03,2202
2016-02-04,2202
2016-02-05,2202
2016-02-06,2202
2016-02-07,2202
2016-02-08,2202
2016-02-09,2202
2016-02-10,2202
2016-02-11,2202
2016-02-12,2202
2016-02-13,2202
2016-02-14,2202
2016-02-15,2202
2016-02-16,2202
2016-02-17,2202
2016-02-18,2202
2016-02-19,2202
2016-02-20,2202
2016-02-21,2202
2016-02-22,2202
2016-02-23,2202
2016-02-24,2202
2016-02-25,2164
2016-02-26,2164
2016-02-27,2164
2016-02-28,2164
2016-02-29,2164
2016-03-01,2164
2016-03-02,2164
2016-03-03,2164
2016-03-04,2164
2016-03-05,2164
2016-03-06,2164
2016-03-07,2164
2016-03-08,2164
2016-03-09,2164
2016-03-10,2164
2016-03-11,2164
2016-03-12,2164
2016-03-13,2137
2016-03-14,2137
2016-03-15,2137
2016-03-16,2137
2016-03-17,2137
2016-03-18,2137
2016-03-19,2137
2016-03-20,2137
2016-03-21,2137
2016-03-22,2137
2016-03-23,2137
2016-03-24,2137
2016-03-25,2137
2016-03-26,2137
2016-03-27,2137
2016-03-28,2104
2016-03-29,2104
2016-03-30,2104
2016-03-31,2104
2016-04-01,2104
2016-04-02,2104
2016-04-03,2104
2016-04-04,2104
2016-04-05,2104
2016-04-06,2104
2016-04-07,2104
2016-04-08,2104
2016-04-09,2104
2016-04-10,2104
2016-04-11,2006
2016-04-12,2006
2016-04-13,2006
2016-04-14,2006
2016-04-15,2006
2016-04-16,2006
2016-04-17,2006
2016-04-18,2006
2016-04-19,2006
2016-04-20,2006
2016-04-21,2006
2016-04-22,2006
2016-04-23,2006
2016-04-24,2006
2016-04-25,1966
2016-04-26,1966
2016-04-27,1966
2016-04-28,1966
2016-04-29,1966
2016-04-30,1966
2016-05-01,1966
2016-05-02,1966
2016-05-03,1966
2016-05-04,1966
2016-05-05,1966
2016-05-06,1966
2016-05-07,1966
2016-05-08,1950
2016-05-09,1950
2016-05-10,1950
2016-05-11,1950
2016-05-12,1950
2016-05-13,1950
2016-05-14,1950
2016-05-15,1950
2016-05-16,1950
2016-05-17,1950
2016-05-18,1950
2016-05-19,1950
2016-05-20,1950
2016-05-21,1950
2016-05-22,1950
2016-05-23,1870
2016-05-24,1870
2016-05-25,1870
2016-05-26,1870
2016-05-27,1870
2016-05-28,1870
2016-05-29,1870
2016-05-30,1870
2016-05-31,1870
2016-06-01,1870
2016-06-02,1870
2016-06-03,1870
2016-06-04,1870
2016-06-05,1870
2016-06-06,1870
2016-06-07,1870
2016-06-08,1870
2016-06-09,1870
2016-06-10,1870
2016-06-11,1852
2016-06-12,1852
2016-06-13,1852
2016-06-14,1852
2016-06-15,1852
2016-06-16,1852
2016-06-17,1852
2016-06-18,1852
2016-06-19,1852
2016-06-20,1852
2016-06-21,1852
2016-06-22,1852
2016-06-23,1852
2016-06-24,1852
2016-06-25,1852
2016-06-26,1852
2016-06-27,1852
2016-06-28,1799
2016-06-29,1799
2016-06-30,1799
2016-07-01,1799
2016-07-02,1799
2016-07-03,1799
2016-07-04,1799
2016-07-05,1799
2016-07-06,1799
2016-07-07,1799
2016-07-08,1799
2016-07-09,1799
2016-07-10,1799
2016-07-11,1799
2016-07-12,1799
2016-07-13,1769
2016-07-14,1769
2016-07-15,1769
2016-07-16,1769
2016-07-17,1769
2016-07-18,1769
2016-07-19,1769
2016-07-20,1769
2016-07-21,1769
2016-07-22,1769
2016-07-23,1769
2016-07-24,1769
2016-07-25,1769
2016-07-26,1769
2016-07-27,1769
2016-07-28,1769
2016-07-29,1769
2016-07-30,1769
2016-07-31,1769
2016-08-01,1769
2016-08-02,1763
2016-08-03,1763
2016-08-04,1763
2016-08-05,1763
2016-08-06,1763
2016-08-07,1763
2016-08-08,1763
2016-08-09,1763
2016-08-10,1763
2016-08-11,1763
2016-08-12,1763
2016-08-13,1763
2016-08-14,1763
2016-08-15,1763
2016-08-16,1763
2016-08-17,1763
2016-08-18,1763
2016-08-19,1763
2016-08-20,1763
2016-08-21,1763
2016-08-22,1763
2016-08-23,1721
2016-08-24,1721
2016-08-25,1721
2016-08-26,1721
2016-08-27,1721
2016-08-28,1721
2016-08-29,1721
2016-08-30,1721
2016-08-31,1721
2016-09-01,1721
2016-09-02,1721
2016-09-03,1721
2016-09-04,1721
2016-09-05,1721
2016-09-06,1721
2016-09-07,1721
2016-09-08,1721
2016-09-09,1721
2016-09-10,1721
2016-09-11,1721
2016-09-12,1721
2016-09-13,1664
2016-09-14,1664
2016-09-15,1664
2016-09-16,1664
2016-09-17,1664
2016-09-18,1664
2016-09-19,1664
2016-09-20,1664
2016-09-21,1664
2016-09-22,1664
2016-09-23,1664
2016-09-24,1664
2016-09-25,1664
2016-09-26,1664
2016-09-27,1664
2016-09-28,1664
2016-09-29,1664
2016-09-30,1619
2016-10-01,1619
2016-10-02,1619
2016-10-03,1619
2016-10-04,1619
2016-10-05,1619
2016-10-06,1619
2016-10-07,1619
2016-10-08,1619
2016-10-09,1619
2016-10-10,1619
2016-10-11,1619
2016-10-12,1619
2016-10-13,1619
2016-10-14,1619
2016-10-15,1619
2016-10-16,1619
2016-10-17,1619
2016-10-18,1619
2016-10-19,1619
2016-10-20,1555
2016-10-21,1555
2016-10-22,1555
2016-10-23,1555
2016-10-24,1555
2016-10-25,1555
2016-10-26,1555
2016-10-27,1555
2016-10-28,1555
2016-10-29,1555
