date_obj,Bagged%20maple%20tree price
2015-07-30,16910
2015-07-31,16910
2015-08-01,16910
2015-08-02,16910
2015-08-03,16910
2015-08-04,16910
2015-08-05,16910
2015-08-06,16910
2015-08-07,16910
2015-08-08,16910
2015-08-09,16910
2015-08-10,16910
2015-08-11,16910
2015-08-12,16910
2015-08-13,16910
2015-08-14,16910
2015-08-15,16910
2015-08-16,16910
2015-08-17,16910
2015-08-18,16910
2015-08-19,16910
2015-08-20,16910
2015-08-21,16910
2015-08-22,16910
2015-08-23,16910
2015-08-24,16910
2015-08-25,16910
2015-08-26,16910
2015-08-27,16910
2015-08-28,16910
2015-08-29,16910
2015-08-30,16910
2015-08-31,16910
2015-09-01,16910
2015-09-02,16910
2015-09-03,16910
2015-09-04,16910
2015-09-05,16910
2015-09-06,16910
2015-09-07,16910
2015-09-08,16910
2015-09-09,16910
2015-09-10,16910
2015-09-11,16910
2015-09-12,16910
2015-09-13,16910
2015-09-14,16910
2015-09-15,16910
2015-09-16,16910
2015-09-17,16910
2015-09-18,16910
2015-09-19,16910
2015-09-20,16910
2015-09-21,17404
2015-09-22,17404
2015-09-23,17404
2015-09-24,17404
2015-09-25,17404
2015-09-27,17404
2015-09-28,17404
2015-09-29,17404
2015-09-30,17404
2015-10-05,17404
2015-10-06,17404
2015-10-07,17404
2015-10-08,17404
2015-10-09,17404
2015-10-10,17404
2015-10-11,17404
2015-10-12,17404
2015-10-13,17404
2015-10-14,17404
2015-10-15,17404
2015-10-16,17404
2015-10-17,17404
2015-10-18,17404
2015-10-19,17404
2015-10-20,17404
2015-10-22,17404
2015-10-23,17404
2015-10-24,17404
2015-10-25,17404
2015-10-26,17404
2015-10-27,17404
2015-10-28,17404
2015-10-29,17404
2015-10-30,17404
2015-10-31,17404
2015-11-01,17404
2015-11-02,17404
2015-11-03,17404
2015-11-04,17404
2015-11-05,17404
2015-11-06,17404
2015-11-07,17404
2015-11-08,17404
2015-11-09,17404
2015-11-10,17404
2015-11-11,17404
2015-11-12,17404
2015-11-13,17404
2015-11-14,17404
2015-11-15,17404
2015-11-16,17404
2015-11-17,17404
2015-11-18,17404
2015-11-19,17404
2015-11-20,17404
2015-11-21,17404
2015-11-22,17918
2015-11-23,17918
2015-11-24,17918
2015-11-25,17918
2015-11-26,17918
2015-11-27,17918
2015-11-28,17918
2015-11-29,17918
2015-11-30,17918
2015-12-01,17918
2015-12-02,17918
2015-12-03,17918
2015-12-04,17918
2015-12-05,17918
2015-12-06,17918
2015-12-07,17918
2015-12-08,17918
2015-12-09,17918
2015-12-10,17918
2015-12-11,17918
2015-12-12,17918
2015-12-13,17918
2015-12-14,17918
2015-12-15,17918
2015-12-16,17918
2015-12-17,17918
2015-12-18,17918
2015-12-19,17918
2015-12-20,17918
2015-12-21,17918
2015-12-22,17918
2015-12-23,17918
2015-12-24,17918
2015-12-25,17918
2015-12-26,17918
2015-12-27,17918
2015-12-28,17918
2015-12-29,17918
2015-12-30,17918
2015-12-31,17918
2016-01-01,17918
2016-01-02,17918
2016-01-03,17918
2016-01-04,17918
2016-01-05,17918
2016-01-06,17918
2016-01-07,17918
2016-01-08,17918
2016-01-09,17918
2016-01-10,17918
2016-01-11,17918
2016-01-12,17918
2016-01-13,17918
2016-01-14,18106
2016-01-15,18106
2016-01-16,18106
2016-01-17,18106
2016-01-18,18106
2016-01-19,18106
2016-01-20,18106
2016-01-21,18106
2016-01-22,18106
2016-01-23,18106
2016-01-24,18106
2016-01-25,18106
2016-01-26,18106
2016-01-27,18106
2016-01-28,18106
2016-01-29,18106
2016-01-30,18106
2016-01-31,18106
2016-02-01,18106
2016-02-02,18106
2016-02-03,18106
2016-02-04,18106
2016-02-05,18106
2016-02-06,18106
2016-02-07,18106
2016-02-08,18106
2016-02-09,18106
2016-02-10,18106
2016-02-11,18106
2016-02-12,18106
2016-02-13,18106
2016-02-14,18106
2016-02-15,18106
2016-02-16,18106
2016-02-17,18106
2016-02-18,18106
2016-02-19,18106
2016-02-20,18106
2016-02-21,18106
2016-02-22,18106
2016-02-23,18106
2016-02-24,18106
2016-02-25,18106
2016-02-26,18106
2016-02-27,18106
2016-02-28,18106
2016-02-29,18106
2016-03-01,18106
2016-03-02,18106
2016-03-03,18247
2016-03-04,18247
2016-03-05,18247
2016-03-06,18247
2016-03-07,18247
2016-03-08,18247
2016-03-09,18247
2016-03-10,18247
2016-03-11,18247
2016-03-12,18247
2016-03-13,18247
2016-03-14,18247
2016-03-15,18247
2016-03-16,18247
2016-03-17,18247
2016-03-18,18247
2016-03-19,18247
2016-03-20,18247
2016-03-21,18247
2016-03-22,18247
2016-03-23,18247
2016-03-24,18247
2016-03-25,18247
2016-03-26,18247
2016-03-27,18247
2016-03-28,18247
2016-03-29,18247
2016-03-30,18247
2016-03-31,18247
2016-04-01,18247
2016-04-02,18247
2016-04-03,18247
2016-04-04,18247
2016-04-05,18247
2016-04-06,18247
2016-04-07,18247
2016-04-08,18247
2016-04-09,18247
2016-04-10,18247
2016-04-11,18247
2016-04-12,18247
2016-04-13,18247
2016-04-14,18247
2016-04-15,18247
2016-04-16,18247
2016-04-17,18247
2016-04-18,18247
2016-04-19,18247
2016-04-20,18247
2016-04-21,18188
2016-04-22,18188
2016-04-23,18188
2016-04-24,18188
2016-04-25,18188
2016-04-26,18188
2016-04-27,18188
2016-04-28,18188
2016-04-29,18188
2016-04-30,18188
2016-05-01,18188
2016-05-02,18188
2016-05-03,18188
2016-05-04,18188
2016-05-05,18188
2016-05-06,18188
2016-05-07,18188
2016-05-08,18188
2016-05-09,18188
2016-05-10,18188
2016-05-11,18188
2016-05-12,18188
2016-05-13,18188
2016-05-14,18188
2016-05-15,18188
2016-05-16,18188
2016-05-17,18188
2016-05-18,18188
2016-05-19,18188
2016-05-22,18188
2016-05-23,18188
2016-05-24,18188
2016-05-25,18188
2016-05-26,18188
2016-05-27,18188
2016-05-28,18188
2016-05-29,18188
2016-05-30,18188
2016-05-31,18188
2016-06-01,18188
2016-06-02,18188
2016-06-03,18188
2016-06-04,18188
2016-06-05,18188
2016-06-06,18366
2016-06-07,18366
2016-06-08,18366
2016-06-09,18366
2016-06-10,18366
2016-06-11,18366
2016-06-12,18366
2016-06-13,18366
2016-06-14,18366
2016-06-15,18366
2016-06-16,18366
2016-06-17,18366
2016-06-18,18366
2016-06-19,18366
2016-06-20,18366
2016-06-21,18366
2016-06-22,18366
2016-06-23,18366
2016-06-24,18366
2016-06-25,18366
2016-06-26,18366
2016-06-27,18366
2016-06-28,18366
2016-06-29,18366
2016-06-30,18366
2016-07-01,18366
2016-07-02,18366
2016-07-03,18366
2016-07-04,18366
2016-07-05,18366
2016-07-06,18366
2016-07-07,18366
2016-07-08,18366
2016-07-09,18366
2016-07-10,18366
2016-07-11,18366
2016-07-12,18366
2016-07-13,18366
2016-07-14,18366
2016-07-15,18366
2016-07-16,18366
2016-07-17,18366
2016-07-18,18366
2016-07-23,18274
2016-07-24,18274
2016-07-25,18274
2016-07-26,18274
2016-07-27,18274
2016-07-28,18274
2016-07-29,18274
2016-07-30,18274
2016-07-31,18274
2016-08-01,18274
2016-08-02,18274
2016-08-03,18274
2016-08-04,18274
2016-08-05,18274
2016-08-06,18274
2016-08-07,18274
2016-08-08,18274
2016-08-09,18274
2016-08-10,18274
2016-08-11,18274
2016-08-12,18274
2016-08-13,18274
2016-08-14,18274
2016-08-15,18274
2016-08-16,18274
2016-08-17,18274
2016-08-18,18274
2016-08-19,18274
2016-08-20,18274
2016-08-21,18274
2016-08-22,18274
2016-08-23,18274
2016-08-24,18274
2016-08-25,18274
2016-08-26,18274
2016-08-28,18274
2016-08-31,18274
2016-09-01,18274
2016-09-02,18274
2016-09-03,18274
2016-09-04,18274
2016-09-05,18274
2016-09-06,18274
2016-09-07,18274
2016-09-08,18274
2016-09-09,17670
2016-09-10,17670
2016-09-11,17670
2016-09-12,17670
2016-09-13,17670
2016-09-14,17670
2016-09-15,17670
2016-09-16,17670
2016-09-17,17670
2016-09-18,17670
2016-09-19,17670
2016-09-20,17670
2016-09-21,17670
2016-09-22,17670
2016-09-23,17670
2016-09-24,17670
2016-09-25,17670
2016-09-26,17670
2016-09-27,17670
2016-09-28,17670
2016-09-29,17670
2016-09-30,17670
2016-10-01,17670
2016-10-02,17670
2016-10-03,17670
2016-10-04,17670
2016-10-05,17670
2016-10-06,17670
2016-10-07,17670
2016-10-08,17670
2016-10-09,17670
2016-10-10,17670
2016-10-11,17670
2016-10-12,17670
2016-10-13,17670
2016-10-14,17670
2016-10-15,17670
2016-10-16,17670
2016-10-17,17670
2016-10-18,17670
2016-10-19,17670
2016-10-20,17670
2016-10-21,17670
2016-10-22,17670
2016-10-23,17791
2016-10-24,17791
2016-10-25,17791
2016-10-26,17791
2016-10-27,17791
2016-10-28,17791
2016-10-29,17791
2016-10-30,17791
2016-10-31,17791
2016-11-01,17791
2016-11-02,17791
2016-11-03,17791
2016-11-04,17791
2016-11-05,17791
2016-11-06,17791
2016-11-07,17791
2016-11-08,17791
2016-11-09,17791
2016-11-10,17791
2016-11-11,17791
2016-11-12,17791
2016-11-13,17791
2016-11-14,17791
2016-11-15,17791
2016-12-07,18046
2016-12-08,18046
2016-12-09,18046
2016-12-10,18046
2016-12-11,18046
2016-12-12,18046
2016-12-13,18046
2016-12-14,18046
2016-12-15,18046
2016-12-16,18046
2016-12-17,18046
2016-12-18,18046
2016-12-19,18046
2016-12-20,18046
2016-12-21,18046
2016-12-22,18046
2016-12-23,18046
2016-12-24,18046
2016-12-25,18046
2016-12-26,18046
2016-12-27,18046
2016-12-28,18046
2016-12-29,18046
2016-12-30,18046
2016-12-31,18046
2017-01-01,18046
2017-01-02,18046
2017-01-03,18046
2017-01-04,18046
2017-01-05,18046
2017-01-06,18046
2017-01-07,18046
2017-01-08,18046
2017-01-09,18046
2017-01-10,18046
2017-01-11,18046
2017-01-12,18046
2017-01-13,18046
2017-01-14,17662
2017-01-15,17662
2017-01-16,17662
2017-01-17,17662
2017-01-18,17662
2017-01-19,17662
2017-01-20,17662
2017-01-21,17662
2017-01-22,17662
2017-01-23,17662
2017-01-27,17662
2017-01-28,17662
2017-01-29,17662
2017-01-30,17662
2017-01-31,17662
2017-02-01,17662
2017-02-02,17662
2017-02-03,17662
2017-02-04,17662
2017-02-05,17662
2017-02-06,17662
2017-02-07,17662
2017-02-08,17662
2017-02-09,17662
2017-02-10,17662
2017-02-11,17662
2017-02-12,17662
2017-02-13,17662
2017-02-14,17662
2017-02-15,17662
2017-02-16,17662
2017-02-18,17474
2017-02-19,17474
2017-02-20,17474
2017-02-21,17474
2017-02-22,17474
2017-02-23,17474
2017-02-24,17474
2017-02-25,17474
2017-02-26,17474
2017-02-27,17474
2017-02-28,17474
2017-03-01,17474
2017-03-02,17474
2017-03-03,17474
2017-03-04,17474
2017-03-05,17474
2017-03-06,17474
2017-03-07,17474
2017-03-08,17474
2017-03-09,17474
2017-03-10,17474
2017-03-11,17474
2017-03-12,17474
2017-03-13,17474
2017-03-14,17474
2017-03-15,17474
2017-03-16,17474
2017-03-17,17474
2017-03-18,17474
2017-03-19,17474
2017-03-20,17474
2017-03-21,16954
2017-03-22,16954
2017-03-23,16954
2017-03-24,16954
2017-03-25,16954
2017-03-26,16954
2017-03-27,16954
2017-03-28,16954
2017-03-29,16954
2017-03-30,16954
2017-03-31,16954
2017-04-01,16954
2017-04-02,16954
2017-04-03,16954
2017-04-04,16954
2017-04-05,16954
2017-04-12,16954
2017-04-13,16954
2017-04-14,16954
2017-04-15,16954
2017-04-16,16954
2017-04-17,16954
2017-04-18,16954
2017-04-19,16954
2017-04-20,16954
2017-04-21,16954
2017-04-22,16954
2017-04-23,17321
2017-04-24,17321
2017-04-25,17321
2017-04-26,17321
2017-04-27,17321
2017-04-28,17321
2017-04-29,17321
2017-04-30,17321
2017-05-01,17321
2017-05-02,17321
2017-05-03,17321
2017-05-04,17321
2017-05-05,17321
2017-05-06,17321
2017-05-07,17321
2017-05-08,17321
2017-05-09,17321
2017-05-10,17321
2017-05-11,17321
2017-05-12,17321
2017-05-13,17321
2017-05-14,17321
2017-05-15,17321
2017-05-16,17321
2017-05-17,17321
2017-05-18,17321
2017-05-19,17321
2017-05-20,17321
2017-05-21,17321
2017-05-22,17321
2017-05-23,17321
2017-05-24,17321
2017-05-25,17321
2017-05-26,17321
2017-05-27,17321
2017-05-28,17321
2017-05-29,17729
2017-05-30,17729
2017-05-31,17729
2017-06-01,17729
2017-06-02,17729
2017-06-03,17729
2017-06-04,17729
2017-06-05,17729
2017-06-06,17729
2017-06-07,17729
2017-06-08,17729
2017-06-09,17729
2017-06-10,17729
2017-06-11,17729
2017-06-12,17729
2017-06-13,17729
2017-06-14,17729
2017-06-15,17729
2017-06-16,17729
2017-06-17,17729
2017-06-18,17729
2017-06-19,17729
2017-06-20,17729
2017-06-21,17729
2017-06-22,17729
2017-06-23,17729
2017-06-24,17729
2017-06-25,17729
2017-06-26,17729
2017-06-27,17729
2017-06-28,17729
2017-06-29,17729
2017-06-30,17729
2017-07-01,17729
2017-07-02,17729
2017-07-03,17757
2017-07-04,17757
2017-07-05,17757
2017-07-06,17757
2017-07-07,17757
2017-07-08,17757
2017-07-09,17757
2017-07-13,17757
2017-07-14,17757
2017-07-15,17757
2017-07-16,17757
2017-07-17,17757
2017-07-18,17757
2017-07-19,17757
2017-07-20,17757
2017-07-21,17757
2017-07-22,17757
2017-07-23,17757
2017-07-24,17757
2017-07-25,17757
2017-07-26,17757
2017-07-27,17757
2017-07-28,17757
2017-07-29,17757
2017-07-30,17757
2017-07-31,17757
2017-08-01,17757
2017-08-02,17757
2017-08-03,17757
2017-08-04,17757
2017-08-05,17757
2017-08-06,17757
2017-08-07,17757
2017-08-08,17580
2017-08-09,17580
2017-08-10,17580
2017-08-11,17580
2017-08-12,17580
2017-08-13,17580
2017-08-14,17580
2017-08-15,17580
2017-08-16,17580
2017-08-17,17580
2017-08-18,17580
2017-08-19,17580
2017-08-20,17580
2017-08-21,17580
2017-08-22,17580
2017-08-23,17580
2017-08-24,17580
2017-08-25,17580
2017-08-26,17580
2017-08-27,17580
2017-08-28,17580
2017-08-29,17580
2017-08-30,17580
2017-08-31,17580
2017-09-01,17580
2017-09-02,17580
2017-09-03,17580
2017-09-04,17580
2017-09-05,17580
2017-09-06,17580
2017-09-07,17580
2017-09-08,17580
2017-09-09,17580
2017-09-10,17580
2017-09-11,17580
2017-09-12,17580
2017-09-13,17580
2017-09-14,17584
2017-09-15,17584
2017-09-16,17584
2017-09-17,17584
2017-09-18,17584
2017-09-19,17584
2017-09-20,17584
2017-09-22,17584
2017-09-23,17584
2017-09-24,17584
2017-09-25,17584
2017-09-26,17584
2017-09-27,17584
2017-09-28,17584
2017-09-29,17584
2017-09-30,17584
2017-10-01,17584
2017-10-02,17584
2017-10-03,17584
2017-10-04,17584
2017-10-05,17584
2017-10-06,17584
2017-10-07,17584
2017-10-08,17584
2017-10-09,17584
2017-10-10,17584
2017-10-11,17584
2017-10-12,17584
2017-10-13,17584
2017-10-14,17584
2017-10-15,17584
2017-10-16,17584
2017-10-17,17584
2017-10-18,17584
2017-10-19,17584
2017-10-20,17584
2017-10-21,17584
2017-10-22,17584
2017-10-23,17584
2017-10-24,17584
2017-10-25,17387
2017-10-26,17387
2017-10-27,17387
2017-10-28,17387
2017-10-29,17387
2017-10-30,17387
2017-10-31,17387
2017-11-01,17387
2017-11-02,17387
2017-11-03,17387
2017-11-04,17387
2017-11-05,17387
2017-11-06,17387
2017-11-07,17387
2017-11-08,17387
2017-11-09,17387
2017-11-10,17387
2017-11-11,17387
2017-11-12,17387
2017-11-13,17387
2017-11-14,17387
2017-11-15,17387
2017-11-16,17387
2017-11-17,17387
2017-11-18,17387
2017-11-19,17387
2017-11-20,17387
2017-11-21,17387
2017-11-22,17387
2017-11-23,17387
2017-11-24,17387
2017-11-25,17387
2017-11-26,17387
2017-11-27,17387
2017-11-28,17387
2017-11-29,17387
2017-11-30,17387
2017-12-01,17387
2017-12-02,17387
2017-12-03,17387
2017-12-04,17387
2017-12-05,17387
2017-12-06,17387
2017-12-07,17096
2017-12-08,17096
2017-12-09,17096
2017-12-10,17096
2017-12-11,17096
2017-12-12,17096
2017-12-13,17096
2017-12-14,17096
2017-12-15,17096
2017-12-16,17096
2017-12-17,17096
2017-12-18,17096
2017-12-19,17096
2017-12-20,17096
2017-12-21,17096
2017-12-22,17096
2017-12-23,17096
2017-12-24,17096
2017-12-25,17096
2017-12-26,17096
2017-12-27,17096
2017-12-28,17096
2017-12-29,17096
2017-12-30,17096
2017-12-31,17096
2018-01-01,17096
2018-01-02,17096
2018-01-03,17096
2018-01-04,17096
2018-01-05,17096
2018-01-06,17096
2018-01-07,17096
2018-01-08,17096
2018-01-09,17096
2018-01-10,17096
2018-01-11,17096
2018-01-12,16977
2018-01-13,16977
2018-01-14,16977
2018-01-15,16977
2018-01-16,16977
2018-01-17,16977
2018-01-18,16977
2018-01-19,16977
2018-01-20,16977
2018-01-21,16977
2018-01-22,16977
2018-01-23,16977
2018-01-24,16977
2018-01-25,16977
2018-01-26,16977
2018-01-27,16977
2018-01-28,16977
2018-01-29,16977
2018-01-30,16977
2018-01-31,16977
2018-02-01,16977
2018-02-02,16977
2018-02-03,16977
2018-02-04,16977
2018-02-05,16977
2018-02-06,16977
2018-02-07,16977
2018-02-08,16977
2018-02-09,16977
2018-02-10,16977
2018-02-11,16977
2018-02-12,16803
2018-02-13,16803
2018-02-14,16803
2018-02-15,16803
2018-02-16,16803
2018-02-17,16803
2018-02-18,16803
2018-02-19,16803
2018-02-20,16803
2018-02-21,16803
2018-02-22,16803
2018-02-23,16803
2018-02-24,16803
2018-02-25,16803
2018-02-26,16803
2018-02-27,16803
2018-02-28,16803
2018-03-01,16803
2018-03-02,16803
2018-03-03,16803
2018-03-04,16803
2018-03-05,16803
2018-03-06,16803
2018-03-07,16803
2018-03-08,16803
2018-03-09,16803
2018-03-10,16803
2018-03-11,16803
2018-03-12,16704
2018-03-13,16704
2018-03-14,16704
2018-03-15,16704
2018-03-16,16704
2018-03-17,16704
2018-03-18,16704
2018-03-20,16704
2018-03-22,16704
2018-03-23,16704
2018-03-24,16704
2018-03-25,16704
2018-03-26,16704
2018-03-27,16704
2018-03-28,16704
2018-03-29,16704
2018-03-30,16704
2018-03-31,16704
2018-04-01,16704
2018-04-02,16704
2018-04-03,16704
2018-04-04,16704
2018-04-05,16704
2018-04-06,16704
2018-04-07,16704
2018-04-08,16704
2018-04-09,16704
2018-04-10,16704
2018-04-11,16704
2018-04-12,16704
2018-04-13,16704
2018-04-14,16704
2018-04-15,16666
2018-04-16,16666
2018-04-17,16666
2018-04-18,16666
2018-04-19,16666
2018-04-20,16666
2018-04-21,16666
2018-04-22,16666
2018-04-23,16666
2018-04-24,16666
2018-04-25,16666
2018-04-26,16666
2018-04-27,16666
2018-04-28,16666
2018-04-29,16666
2018-04-30,16666
2018-05-01,16666
2018-05-02,16666
2018-05-03,16666
2018-05-04,16666
2018-05-05,16666
2018-05-06,16666
2018-05-07,16666
2018-05-08,16666
2018-05-09,16666
2018-05-10,16666
2018-05-11,16666
2018-05-12,16666
2018-05-13,16666
2018-05-14,16666
2018-05-15,16666
2018-05-16,16666
2018-05-17,16666
2018-05-18,16666
2018-05-19,16666
2018-05-20,16666
2018-05-21,16721
2018-05-22,16721
2018-05-23,16721
2018-05-24,16721
2018-05-25,16721
2018-05-26,16721
2018-05-27,16721
2018-05-28,16721
2018-05-29,16721
2018-05-30,16721
2018-05-31,16721
2018-06-01,16721
2018-06-02,16721
2018-06-03,16721
2018-06-04,16721
2018-06-05,16721
2018-06-06,16721
2018-06-07,16721
2018-06-08,16721
2018-06-09,16721
2018-06-10,16721
2018-06-11,16721
2018-06-12,16721
2018-06-13,16721
2018-06-14,16721
2018-06-15,16721
2018-06-16,16721
2018-06-17,16721
2018-06-18,16721
2018-06-19,16721
2018-06-20,16721
2018-06-21,16619
2018-06-22,16619
2018-06-23,16619
2018-06-24,16619
2018-06-25,16619
2018-06-26,16619
2018-06-27,16619
2018-06-28,16619
2018-06-29,16619
2018-06-30,16619
2018-07-01,16619
2018-07-02,16619
2018-07-03,16619
2018-07-04,16619
2018-07-05,16619
2018-07-06,16619
2018-07-07,16619
2018-07-08,16619
2018-07-09,16619
2018-07-10,16619
2018-07-11,16619
2018-07-12,16619
2018-07-13,16619
2018-07-14,16619
2018-07-15,16619
2018-07-16,16619
2018-07-17,16619
2018-07-18,16619
2018-07-19,16619
2018-07-20,16619
2018-07-21,16619
2018-07-22,16619
2018-07-23,16619
2018-07-24,16619
2018-07-25,16619
2018-07-26,16619
2018-07-27,16619
2018-07-28,16619
2018-07-29,16619
2018-07-30,16619
2018-07-31,16619
2018-08-01,16619
2018-08-02,16619
2018-08-03,16619
2018-08-04,16619
2018-08-05,16619
2018-08-06,16619
2018-08-07,16724
2018-08-08,16724
2018-08-09,16724
2018-08-10,16724
2018-08-11,16724
2018-08-12,16724
2018-08-14,16724
2018-08-16,16724
2018-08-17,16724
2018-08-18,16724
2018-08-19,16724
2018-08-20,16724
2018-08-21,16724
2018-08-22,16724
2018-08-23,16724
2018-08-24,16724
2018-08-25,16724
2018-08-26,16724
2018-08-27,16724
2018-08-28,16724
2018-08-29,16724
2018-08-30,16724
2018-08-31,16724
2018-09-01,16724
2018-09-02,16891
2018-09-03,16891
2018-09-04,16891
2018-09-05,16891
2018-09-06,16891
2018-09-07,16891
2018-09-08,16891
2018-09-09,16891
2018-09-10,16891
2018-09-11,16891
2018-09-12,16891
2018-09-13,16891
2018-09-14,16891
2018-09-15,16891
2018-09-16,16891
2018-09-17,16891
2018-09-18,16891
2018-09-19,16891
2018-09-20,16891
2018-09-21,16891
2018-09-22,16891
2018-09-23,16891
2018-09-24,16891
2018-09-25,16891
2018-09-26,16891
2018-09-27,16891
2018-09-28,16823
2018-09-29,16823
2018-09-30,16823
2018-10-01,16823
2018-10-02,16823
2018-10-03,16823
2018-10-04,16823
2018-10-05,16823
2018-10-06,16823
2018-10-07,16823
2018-10-08,16823
2018-10-09,16823
2018-10-10,16823
2018-10-11,16823
2018-10-12,16823
2018-10-13,16823
2018-10-14,16823
2018-10-15,16823
2018-10-16,16823
2018-10-17,16823
2018-10-18,16823
2018-10-19,16823
2018-10-20,16823
2018-10-21,16823
2018-10-22,16823
2018-10-23,16823
2018-10-24,16823
2018-10-25,16758
2018-10-26,16758
2018-10-27,16758
2018-10-28,16758
2018-10-29,16758
2018-10-30,16758
2018-10-31,16758
2018-11-01,16758
2018-11-03,16758
2018-11-04,16758
2018-11-05,16758
2018-11-06,16758
2018-11-07,16758
2018-11-08,16758
2018-11-09,16758
2018-11-10,16758
2018-11-11,16758
2018-11-12,16758
2018-11-13,16758
2018-11-14,16553
2018-11-15,16553
2018-11-16,16553
2018-11-17,16553
2018-11-18,16553
2018-11-19,16553
2018-11-20,16553
2018-11-21,16553
2018-11-22,16553
2018-11-23,16553
2018-11-24,16553
2018-11-25,16553
2018-11-26,16553
2018-11-27,16553
2018-11-28,16553
2018-11-29,16553
2018-12-01,16651
2018-12-02,16651
2018-12-03,16651
2018-12-04,16651
2018-12-05,16651
2018-12-07,16651
2018-12-09,16651
2018-12-10,16651
2018-12-11,16651
2018-12-12,16651
2018-12-13,16651
2018-12-14,16651
2018-12-15,16651
2018-12-16,16969
2018-12-17,16969
2018-12-18,16969
2018-12-19,16969
2018-12-20,16969
2018-12-21,16969
2018-12-22,16969
2018-12-23,16969
2018-12-24,16969
2018-12-25,16969
2018-12-26,16969
2018-12-27,16969
2018-12-28,16969
2018-12-29,16969
2018-12-30,16969
2018-12-31,16969
2019-01-01,16969
2019-01-02,17355
2019-01-03,17355
2019-01-04,17355
2019-01-05,17355
2019-01-06,17355
2019-01-08,17355
2019-01-10,17355
2019-01-11,17355
2019-01-12,17355
2019-01-13,17355
2019-01-14,17355
2019-01-15,17206
2019-01-16,17206
2019-01-17,17206
2019-01-18,17206
2019-01-19,17206
2019-01-20,17206
2019-01-21,17206
2019-01-22,17206
2019-01-23,17206
2019-01-24,17206
2019-01-25,17206
2019-01-26,17206
2019-01-27,17206
2019-01-28,17269
2019-01-29,17269
2019-01-30,17269
2019-01-31,17269
2019-02-01,17269
2019-02-02,17269
2019-02-03,17269
2019-02-04,17269
2019-02-05,17269
2019-02-06,17269
2019-02-07,17269
2019-02-08,17269
2019-02-09,17269
2019-02-10,17269
2019-02-11,16960
2019-02-12,16960
2019-02-13,16960
2019-02-14,16960
2019-02-15,16960
2019-02-16,16960
2019-02-17,16960
2019-02-18,16960
2019-02-19,16960
2019-02-20,16960
2019-02-21,16960
2019-02-22,16960
2019-02-23,16960
2019-02-24,16960
2019-02-25,16960
2019-02-26,16730
2019-02-27,16730
2019-02-28,16730
2019-03-01,16730
2019-03-02,16730
2019-03-03,16730
2019-03-04,16730
2019-03-05,16730
2019-03-06,16730
2019-03-07,16730
2019-03-08,16730
2019-03-09,16730
2019-03-10,16730
2019-03-11,16730
2019-03-12,16730
2019-03-13,16730
2019-03-14,16730
2019-03-15,16730
2019-03-16,16830
2019-03-17,16830
2019-03-18,16830
2019-03-19,16830
2019-03-20,16830
