date_obj,Dharok's%20helm price
2019-03-29,331935
2019-03-30,342894
2019-03-31,330641
2019-04-01,321979
2019-04-02,311754
2019-04-03,302112
2019-04-04,301386
2019-04-05,301490
2019-04-06,302200
2019-04-07,290173
2019-04-08,282271
2019-04-09,287088
2019-04-10,286345
2019-04-11,293900
2019-04-12,291882
2019-04-13,297339
2019-04-14,301645
2019-04-15,299453
2019-04-16,307486
2019-04-17,300152
2019-04-18,295858
2019-04-19,295175
2019-04-20,291724
2019-04-21,291772
2019-04-22,291718
2019-04-23,297675
2019-04-24,295277
2019-04-25,295595
2019-04-26,296140
2019-04-27,294976
2019-04-28,300360
2019-04-29,306713
2019-04-30,304080
2019-05-01,301443
2019-05-02,304246
2019-05-03,301065
2019-05-04,298081
2019-05-05,297975
2019-05-06,295519
2019-05-07,295620
2019-05-08,292833
2019-05-09,298782
2019-05-10,303656
2019-05-11,306027
2019-05-12,301654
2019-05-13,301082
2019-05-14,298914
2019-05-15,301677
2019-05-16,300454
2019-05-17,301030
2019-05-18,309314
2019-05-19,324484
2019-05-20,327573
2019-05-21,333308
2019-05-22,322395
2019-05-23,324326
2019-05-24,318109
2019-05-25,314027
2019-05-26,306307
2019-05-27,300831
2019-05-28,297615
2019-05-29,300427
2019-05-30,300603
2019-05-31,298612
2019-06-01,304099
2019-06-02,309297
2019-06-03,309723
2019-06-04,308223
2019-06-05,314195
2019-06-06,311182
2019-06-07,308741
2019-06-08,305135
2019-06-09,302507
2019-06-10,297956
2019-06-11,287964
2019-06-12,288003
2019-06-13,288689
2019-06-14,296008
2019-06-15,298301
2019-06-16,300728
2019-06-17,306627
2019-06-18,308982
2019-06-19,305988
2019-06-20,306803
2019-06-21,310056
2019-06-22,302360
2019-06-23,301695
2019-06-24,305217
2019-06-25,300796
2019-06-26,298700
2019-06-27,300396
2019-06-28,303910
2019-06-29,302681
2019-06-30,301921
2019-07-01,301056
2019-07-02,296877
2019-07-03,292069
2019-07-04,294898
2019-07-05,298803
2019-07-06,294933
2019-07-07,294267
2019-07-08,298525
2019-07-09,296792
2019-07-10,292196
2019-07-11,291414
2019-07-12,295162
2019-07-13,299581
2019-07-14,297734
2019-07-15,301367
2019-07-16,299458
2019-07-17,300420
2019-07-18,298087
2019-07-19,296853
2019-07-20,302459
2019-07-21,301476
2019-07-22,300297
2019-07-23,298266
2019-07-24,299587
2019-07-25,289303
2019-07-26,296430
2019-07-27,298798
2019-07-28,298784
2019-07-29,298763
2019-07-30,299257
2019-07-31,301783
2019-08-01,299014
2019-08-02,296072
2019-08-03,298741
2019-08-04,297103
2019-08-05,302810
2019-08-06,301300
2019-08-07,295978
2019-08-08,290947
2019-08-09,288391
2019-08-10,289918
2019-08-11,292266
2019-08-12,290602
2019-08-13,293335
2019-08-14,287332
2019-08-15,286491
2019-08-16,287862
2019-08-17,294396
2019-08-18,308407
2019-08-19,310617
2019-08-20,302089
2019-08-21,295926
2019-08-22,289994
2019-08-23,284909
2019-08-24,282486
2019-08-24,282486
2019-08-25,286523
2019-08-25,286523
2019-08-26,284675
2019-08-26,284675
2019-08-27,282065
2019-08-27,282065
2019-08-28,275809
2019-08-29,273967
2019-08-30,271383
2019-08-31,271417
2019-09-01,274404
2019-09-02,267058
2019-09-03,270741
2019-09-04,276542
2019-09-05,273625
2019-09-06,276306
2019-09-07,271804
2019-09-08,272569
2019-09-09,273597
2019-09-10,267857
2019-09-11,264689
2019-09-12,259256
2019-09-13,258359
2019-09-14,259945
2019-09-15,258743
2019-09-16,262915
2019-09-17,266231
2019-09-18,265951
2019-09-19,260487
2019-09-20,259032
2019-09-21,260020
2019-09-22,258652
2019-09-23,255199
2019-09-24,255866
2019-09-25,253844
2019-09-26,250255
2019-09-27,243489
2019-09-28,246295
2019-09-29,253919
2019-09-30,262584
2019-10-01,269554
2019-10-02,269868
2019-10-03,268943
2019-10-04,267195
2019-10-05,268509
2019-10-06,278338
2019-10-07,289786
2019-10-08,296537
2019-10-09,297637
2019-10-10,306930
2019-10-11,319103
2019-10-12,312833
2019-10-13,318132
2019-10-14,310070
2019-10-15,307172
2019-10-16,299763
2019-10-17,285407
2019-10-18,278715
2019-10-19,280639
2019-10-20,277482
2019-10-21,277517
2019-10-22,275227
2019-10-23,276835
2019-10-24,274299
2019-10-25,278317
2019-10-26,280838
2019-10-27,292892
2019-10-28,289780
2019-10-29,286772
2019-10-30,279535
2019-10-31,267046
2019-11-01,261942
2019-11-02,259337
2019-11-03,252623
2019-11-04,239991
2019-11-05,227991
2019-11-06,229609
2019-11-07,239589
2019-11-08,250402
2019-11-09,262276
2019-11-10,275100
2019-11-11,288849
2019-11-12,302937
2019-11-13,297060
2019-11-14,291397
2019-11-15,284054
2019-11-16,270635
2019-11-17,262803
2019-11-18,253118
2019-11-19,245155
2019-11-20,247958
2019-11-21,251807
2019-11-22,261989
2019-11-23,272375
2019-11-24,284621
2019-11-25,296443
2019-11-26,310971
2019-11-27,326520
2019-11-28,341310
2019-11-29,358376
2019-11-30,364333
2019-12-01,346378
2019-12-02,331232
2019-12-03,314670
2019-12-04,298956
2019-12-05,285351
2019-12-06,283247
2019-12-07,270380
2019-12-08,265201
2019-12-09,261595
2019-12-10,265370
2019-12-11,276057
2019-12-12,288945
2019-12-13,298534
2019-12-14,294928
2019-12-15,296061
2019-12-16,297677
2019-12-17,309186
2019-12-18,319623
2019-12-19,323315
2019-12-20,324545
2019-12-21,338054
2019-12-22,352657
2019-12-23,345122
2019-12-24,333242
2019-12-25,316579
2019-12-26,301035
2019-12-27,292922
2019-12-28,287995
2019-12-29,287587
2019-12-30,283899
2019-12-31,290393
2020-01-01,290729
2020-01-02,294316
2020-01-03,289751
2020-01-04,285667
2020-01-05,297709
2020-01-06,284885
2020-01-07,283754
2020-01-08,285687
2020-01-09,287974
2020-01-10,289132
2020-01-11,294575
2020-01-12,297579
2020-01-13,295816
2020-01-14,293968
2020-01-15,295384
2020-01-16,293152
2020-01-17,290156
2020-01-18,286110
2020-01-19,284124
2020-01-20,282331
2020-01-21,284151
2020-01-22,286129
2020-01-23,279450
2020-01-24,269441
2020-01-25,263433
2020-01-26,261075
2020-01-27,257735
2020-01-28,256261
2020-01-29,254790
2020-01-30,255676
2020-01-31,251670
2020-02-01,249537
2020-02-02,261482
2020-02-03,268734
2020-02-04,272752
2020-02-05,270106
2020-02-06,259992
2020-02-07,249365
2020-02-08,252291
2020-02-09,255216
2020-02-10,258556
2020-02-11,261372
2020-02-12,267587
2020-02-13,274447
2020-02-14,265793
2020-02-15,276104
2020-02-16,270419
2020-02-17,268827
2020-02-18,270963
2020-02-19,273350
2020-02-20,270825
2020-02-21,271319
2020-02-22,270500
2020-02-23,260918
2020-02-24,267976
2020-02-25,265859
2020-02-26,262585
2020-02-27,252998
2020-02-28,251525
2020-02-29,254417
2020-03-01,262792
2020-03-02,261556
2020-03-03,259009
2020-03-04,252678
2020-03-05,257149
2020-03-06,259855
2020-03-07,253352
2020-03-08,251405
2020-03-09,252695
2020-03-10,248890
2020-03-11,259409
2020-03-12,250362
2020-03-13,244002
2020-03-14,252139
2020-03-15,253370
2020-03-16,253611
2020-03-17,256394
2020-03-18,262220
2020-03-19,268651
2020-03-20,281271
2020-03-21,280413
2020-03-22,294048
2020-03-23,293976
2020-03-24,295049
2020-03-25,290734
2020-03-26,280761
2020-03-27,267032
2020-03-28,258928
2020-03-29,247430
2020-03-30,249353
2020-03-31,247468
2020-04-01,247383
2020-04-02,259636
2020-04-03,264151
2020-04-04,260348
2020-04-05,260514
2020-04-06,271321
2020-04-07,272562
2020-04-08,273364
2020-04-09,266218
2020-04-10,257648
2020-04-11,251351
2020-04-12,262986
2020-04-13,271635
2020-04-14,262526
2020-04-15,266626
2020-04-16,270920
2020-04-17,265453
2020-04-18,265319
2020-04-19,275281
2020-04-20,286010
2020-04-21,283740
2020-04-22,281959
2020-04-23,288512
2020-04-24,284272
2020-04-25,284784
2020-04-26,279701
2020-04-27,276087
2020-04-28,262788
2020-04-29,265517
2020-04-30,269564
2020-05-01,274303
2020-05-02,273726
2020-05-03,261724
2020-05-04,252029
2020-05-05,242491
2020-05-06,236419
2020-05-07,245210
2020-05-08,250075
2020-05-09,246196
2020-05-10,251010
2020-05-11,254573
2020-05-12,253172
2020-05-13,255847
