date_obj,Pantaloons price
2015-08-17,3540
2015-08-18,3636
2015-08-19,3636
2015-08-20,3636
2015-08-21,3636
2015-08-22,3591
2015-08-23,3591
2015-08-24,3591
2015-08-25,3591
2015-08-26,3591
2015-08-27,3571
2015-08-28,3571
2015-08-29,3571
2015-08-30,3571
2015-08-31,3723
2015-09-01,3723
2015-09-02,3723
2015-09-03,3723
2015-09-04,3707
2015-09-05,3707
2015-09-06,3707
2015-09-07,3707
2015-09-08,3598
2015-09-09,3598
2015-09-10,3598
2015-09-11,3598
2015-09-12,3616
2015-09-13,3616
2015-09-14,3616
2015-09-15,3616
2015-09-16,3616
2015-09-17,3521
2015-09-18,3521
2015-09-19,3521
2015-09-20,3521
2015-09-21,3521
2015-09-22,3521
2015-09-23,3412
2015-09-24,3412
2015-09-25,3412
2015-09-27,3412
2015-09-28,3356
2015-09-29,3356
2015-09-30,3356
2015-10-05,3301
2015-10-06,3301
2015-10-07,3301
2015-10-08,3301
2015-10-09,3301
2015-10-10,3301
2015-10-11,3209
2015-10-12,3209
2015-10-13,3209
2015-10-14,3209
2015-10-15,3209
2015-10-16,3267
2015-10-17,3267
2015-10-18,3267
2015-10-19,3267
2015-10-20,3267
2015-10-22,3261
2015-10-23,3261
2015-10-24,3261
2015-10-25,3269
2015-10-26,3269
2015-10-27,3269
2015-10-29,3281
2015-10-30,3281
2015-10-31,3281
2015-11-01,3281
2015-11-02,3281
2015-11-03,3281
2015-11-04,3258
2015-11-05,3258
2015-11-06,3258
2015-11-07,3258
2015-11-08,3258
2015-11-09,3200
2015-11-10,3200
2015-11-11,3200
2015-11-12,3200
2015-11-13,3200
2015-11-14,3308
2015-11-15,3308
2015-11-16,3308
2015-11-17,3308
2015-11-18,3308
2015-11-19,3196
2015-11-20,3196
2015-11-21,3196
2015-11-22,3196
2015-11-23,3196
2015-11-24,3107
2015-11-25,3107
2015-11-26,3107
2015-11-27,3107
2015-11-28,2999
2015-11-29,2999
2015-11-30,2999
2015-12-01,2999
2015-12-02,2999
2015-12-03,2932
2015-12-04,2932
2015-12-05,2932
2015-12-06,2932
2015-12-07,2932
2015-12-08,2849
2015-12-09,2849
2015-12-10,2849
2015-12-11,2849
2015-12-12,2849
2015-12-13,2936
2015-12-14,2936
2015-12-15,2936
2015-12-16,2936
2015-12-17,2936
2015-12-18,2936
2015-12-19,2982
2015-12-20,2982
2015-12-21,2982
2015-12-22,2982
2015-12-23,2982
2015-12-24,3018
2015-12-25,3018
2015-12-26,3018
2015-12-27,3018
2015-12-28,3018
2015-12-29,3053
2015-12-30,3053
2015-12-31,3053
2016-01-01,3053
2016-01-02,3053
2016-01-03,3093
2016-01-04,3093
2016-01-05,3093
2016-01-06,3093
2016-01-07,3093
2016-01-08,3085
2016-01-09,3085
2016-01-10,3085
2016-01-11,3085
2016-01-12,3154
2016-01-13,3154
2016-01-14,3154
2016-01-15,3154
2016-01-16,3154
2016-01-17,3211
2016-01-18,3211
2016-01-19,3211
2016-01-20,3211
2016-01-21,3211
2016-01-22,3172
2016-01-23,3172
2016-01-24,3172
2016-01-25,3172
2016-01-26,3172
2016-01-27,3169
2016-01-28,3169
2016-01-29,3169
2016-01-30,3169
2016-01-31,3169
2016-02-01,3187
2016-02-02,3187
2016-02-03,3187
2016-02-04,3187
2016-02-05,3187
2016-02-06,3251
2016-02-07,3251
2016-02-08,3251
2016-02-09,3251
2016-02-10,3178
2016-02-11,3178
2016-02-12,3178
2016-02-13,3178
2016-02-14,3162
2016-02-15,3162
2016-02-16,3162
2016-02-17,3162
2016-02-18,3162
2016-02-19,3090
2016-02-20,3090
2016-02-21,3090
2016-02-22,3070
2016-02-23,3070
2016-02-24,3070
2016-02-25,3070
2016-02-26,3104
2016-02-27,3104
2016-02-28,3104
2016-02-29,3104
2016-03-01,3195
2016-03-02,3195
2016-03-03,3195
2016-03-04,3195
2016-03-05,3195
2016-03-06,3149
2016-03-07,3149
2016-03-08,3149
2016-03-09,3149
2016-03-10,3124
2016-03-11,3124
2016-03-12,3124
2016-03-13,3124
2016-03-14,3124
2016-03-15,3118
2016-03-16,3118
2016-03-17,3118
2016-03-18,3118
2016-03-19,3136
2016-03-20,3136
2016-03-21,3136
2016-03-22,3136
2016-03-23,3235
2016-03-24,3235
2016-03-25,3235
2016-03-26,3235
2016-03-27,3235
2016-03-28,3379
2016-03-29,3379
2016-03-30,3379
2016-03-31,3379
2016-04-01,3379
2016-04-02,3537
2016-04-03,3537
2016-04-04,3537
2016-04-05,3537
2016-04-06,3537
2016-04-07,3680
2016-04-08,3680
2016-04-09,3680
2016-04-10,3680
2016-04-11,3808
2016-04-12,3808
2016-04-13,3808
2016-04-14,3808
2016-04-15,3948
2016-04-16,3948
2016-04-17,3948
2016-04-18,3948
2016-04-19,4050
2016-04-20,4050
2016-04-21,4050
2016-04-22,4050
2016-04-23,4050
2016-04-24,4050
2016-04-25,4224
2016-04-26,4224
2016-04-27,4224
2016-04-28,4224
2016-04-29,4337
2016-04-30,4337
2016-05-01,4337
2016-05-02,4337
2016-05-03,4352
2016-05-04,4352
2016-05-05,4352
2016-05-06,4352
2016-05-07,4201
2016-05-08,4201
2016-05-09,4201
2016-05-10,4201
2016-05-11,4081
2016-05-12,4081
2016-05-13,4081
2016-05-14,4081
2016-05-15,3925
2016-05-16,3925
2016-05-17,3925
2016-05-18,3925
2016-05-19,3963
2016-05-22,3963
2016-05-23,4145
2016-05-24,4145
2016-05-25,4145
2016-05-26,4145
2016-05-27,4145
2016-05-28,4346
2016-05-29,4346
2016-05-30,4346
2016-05-31,4346
2016-06-01,4520
2016-06-02,4520
2016-06-03,4520
2016-06-04,4520
2016-06-05,4520
2016-06-06,4684
2016-06-07,4684
2016-06-08,4684
2016-06-09,4684
2016-06-10,4901
2016-06-11,4901
2016-06-12,4901
2016-06-13,4901
2016-06-14,4901
2016-06-15,5141
2016-06-16,5141
2016-06-17,5141
2016-06-18,5141
2016-06-19,5141
2016-06-20,5389
2016-06-21,5389
2016-06-22,5389
2016-06-23,5389
2016-06-24,5640
2016-06-25,5640
2016-06-26,5640
2016-06-27,5640
2016-06-28,5640
2016-06-29,5852
2016-06-30,5852
2016-07-01,5852
2016-07-02,5852
2016-07-03,6116
2016-07-04,6116
2016-07-05,6116
2016-07-06,6174
2016-07-07,6174
2016-07-08,6174
2016-07-09,6168
2016-07-10,6168
2016-07-11,5989
2016-07-12,5989
2016-07-13,5832
2016-07-14,5832
2016-07-15,5832
2016-07-16,5876
2016-07-17,5876
2016-07-18,5876
2016-07-23,5921
2016-07-24,5961
2016-07-25,5961
2016-07-26,5961
2016-07-27,5961
2016-07-28,5961
2016-07-29,6139
2016-07-30,6139
2016-07-31,6139
2016-08-01,6139
2016-08-02,6139
2016-08-03,6056
2016-08-04,6056
2016-08-05,6056
2016-08-06,6056
2016-08-07,5780
2016-08-08,5780
2016-08-09,5780
2016-08-10,5780
2016-08-11,5548
2016-08-12,5548
2016-08-13,5548
2016-08-14,5548
2016-08-15,5548
2016-08-16,5296
2016-08-17,5296
2016-08-18,5296
2016-08-19,5296
2016-08-20,5296
2016-08-21,5329
2016-08-22,5329
2016-08-23,5329
2016-08-24,5329
2016-08-25,5452
2016-08-26,5452
2016-08-28,5452
2016-08-31,5567
2016-09-01,5567
2016-09-02,5567
2016-09-03,5567
2016-09-04,5656
2016-09-05,5656
2016-09-06,5656
2016-09-07,5656
2016-09-08,5467
2016-09-09,5467
2016-09-10,5467
2016-09-11,5467
2016-09-12,5467
2016-09-13,5527
2016-09-14,5527
2016-09-15,5527
2016-09-16,5527
2016-09-17,5527
2016-09-18,5527
2016-09-19,5563
2016-09-20,5563
2016-09-21,5563
2016-09-22,5563
2016-09-23,5563
2016-09-24,5563
2016-09-25,5470
2016-09-26,5470
2016-09-27,5470
2016-09-28,5470
2016-09-29,5470
2016-09-30,5470
2016-10-01,5470
2016-10-02,5589
2016-10-03,5589
2016-10-04,5589
2016-10-05,5589
2016-10-06,5589
2016-10-07,5589
2016-10-08,5688
2016-10-09,5688
2016-10-10,5688
2016-10-11,5688
2016-10-12,5688
2016-10-13,5756
2016-10-14,5756
2016-10-15,5756
2016-10-16,5756
2016-10-17,5751
2016-10-18,5751
2016-10-19,5751
2016-10-20,5751
2016-10-21,5751
2016-10-22,5751
2016-10-23,5663
2016-10-24,5663
2016-10-25,5663
2016-10-26,5663
2016-10-27,5663
2016-10-28,5663
2016-10-29,5613
2016-10-30,5613
2016-10-31,5613
2016-11-01,5613
2016-11-02,5613
2016-11-03,5613
2016-11-04,5665
2016-11-05,5665
2016-11-06,5665
2016-11-07,5665
2016-11-08,5665
2016-11-09,5665
2016-11-10,5688
2016-11-11,5688
2016-11-12,5688
2016-11-13,5688
2016-11-14,5688
2016-12-07,5711
2016-12-08,5711
2016-12-09,5711
2016-12-10,5711
2016-12-11,5711
2016-12-12,5631
2016-12-13,5631
2016-12-14,5631
2016-12-15,5631
2016-12-16,5631
2016-12-17,5631
2016-12-18,5640
2016-12-19,5640
2016-12-20,5640
2016-12-21,5640
2016-12-22,5640
2016-12-23,5462
2016-12-24,5462
2016-12-25,5462
2016-12-26,5462
2016-12-27,5462
2016-12-28,5474
2016-12-29,5474
2016-12-30,5474
2016-12-31,5474
2017-01-01,5613
2017-01-02,5613
2017-01-03,5613
2017-01-04,5613
2017-01-05,5613
2017-01-06,5391
2017-01-07,5391
2017-01-08,5391
2017-01-09,5391
2017-01-10,5136
2017-01-11,5136
2017-01-12,5136
2017-01-13,5136
2017-01-14,4899
2017-01-15,4899
2017-01-16,4899
2017-01-17,4899
2017-01-18,4712
2017-01-19,4712
2017-01-20,4712
2017-01-21,4712
2017-01-22,4712
2017-01-27,4402
2017-01-28,4402
2017-01-29,4402
2017-01-30,4402
2017-01-31,4402
2017-02-01,4195
2017-02-02,4195
2017-02-03,4195
2017-02-04,4195
2017-02-05,4000
2017-02-06,4000
2017-02-07,4000
2017-02-08,3917
2017-02-09,3917
2017-02-10,3917
2017-02-11,3917
2017-02-12,3941
2017-02-13,3941
2017-02-14,3941
2017-02-15,3941
2017-02-16,3853
2017-02-18,3853
2017-02-19,3853
2017-02-20,3853
2017-02-21,4020
2017-02-22,4020
2017-02-23,4020
2017-02-24,4020
2017-02-25,4020
2017-02-26,4020
2017-02-27,4209
2017-02-28,4209
2017-03-01,4209
2017-03-02,4209
2017-03-03,4311
2017-03-04,4311
2017-03-05,4311
2017-03-06,4208
2017-03-07,4208
2017-03-08,4208
2017-03-09,4208
2017-03-10,4268
2017-03-11,4268
2017-03-12,4268
2017-03-13,4336
2017-03-14,4336
2017-03-15,4336
2017-03-16,4336
2017-03-17,4294
2017-03-18,4294
2017-03-19,4294
2017-03-20,4146
2017-03-21,4146
2017-03-22,4146
2017-03-23,4146
2017-03-24,4146
2017-03-25,3959
2017-03-26,3959
2017-03-27,3959
2017-03-28,3890
2017-03-29,3890
2017-03-30,3890
2017-03-31,3890
2017-04-01,3955
2017-04-02,3955
2017-04-03,3955
2017-04-04,3955
2017-04-12,3916
2017-04-13,3916
2017-04-14,4052
2017-04-15,4052
2017-04-16,4052
2017-04-17,4052
2017-04-18,4193
2017-04-19,4193
2017-04-20,4193
2017-04-21,4193
2017-04-22,4193
2017-04-23,4283
2017-04-24,4283
2017-04-25,4283
2017-04-26,4283
2017-04-27,4283
2017-04-28,4312
2017-04-29,4312
2017-04-30,4312
2017-05-01,4312
2017-05-02,4319
2017-05-03,4319
2017-05-04,4319
2017-05-05,4319
2017-05-06,4319
2017-05-07,4290
2017-05-08,4290
2017-05-09,4290
2017-05-10,4290
2017-05-11,4290
2017-05-12,4282
2017-05-13,4282
2017-05-14,4282
2017-05-15,4282
2017-05-16,4282
2017-05-17,4282
2017-05-18,4206
2017-05-19,4206
2017-05-20,4206
2017-05-21,4206
2017-05-22,4206
2017-05-23,4206
2017-05-24,4178
2017-05-25,4178
2017-05-26,4178
2017-05-27,4178
2017-05-28,4178
2017-05-29,4024
2017-05-30,4024
2017-05-31,4024
2017-06-01,4024
2017-06-02,4024
2017-06-03,3830
2017-06-06,3830
2017-06-07,3646
2017-06-08,3646
2017-06-09,3646
2017-06-10,3474
2017-06-11,3474
2017-06-12,3474
2017-06-13,3474
2017-06-14,3306
2017-06-15,3306
2017-06-16,3306
2017-06-17,3306
2017-06-18,3155
2017-06-19,3155
2017-06-20,3155
2017-06-21,3007
2017-06-22,3007
2017-06-23,3007
2017-06-24,3007
2017-06-25,2873
2017-06-26,2873
2017-06-27,2873
2017-06-28,2873
2017-06-29,2823
2017-06-30,2823
2017-07-01,2823
2017-07-02,2823
2017-07-03,2823
2017-07-04,2757
2017-07-05,2757
2017-07-06,2757
2017-07-07,2757
2017-07-08,2757
2017-07-13,2661
2017-07-14,2661
2017-07-15,2593
2017-07-16,2593
2017-07-17,2593
2017-07-18,2593
2017-07-19,2593
2017-07-20,2617
2017-07-21,2617
2017-07-22,2617
2017-07-23,2617
2017-07-24,2617
2017-07-25,2737
2017-07-26,2737
2017-07-27,2737
2017-07-28,2737
2017-07-29,2737
2017-07-30,2799
2017-07-31,2799
2017-08-01,2799
2017-08-02,2799
2017-08-03,2799
2017-08-04,2806
2017-08-05,2806
2017-08-06,2806
2017-08-09,2729
2017-08-10,2729
2017-08-11,2729
2017-08-12,2729
2017-08-13,2729
2017-08-14,2729
2017-08-15,2806
2017-08-17,2806
2017-08-18,2806
2017-08-19,2806
2017-08-20,2887
2017-08-21,2887
2017-08-22,2887
2017-08-23,2887
2017-08-24,2887
2017-08-25,2887
2017-08-26,2828
2017-08-27,2828
2017-08-28,2828
2017-08-29,2828
2017-08-30,2828
2017-08-31,2828
2017-09-01,2807
2017-09-02,2807
2017-09-03,2807
2017-09-04,2807
2017-09-05,2807
2017-09-06,2900
2017-09-07,2900
2017-09-08,2900
2017-09-09,2900
2017-09-10,2900
2017-09-11,3006
2017-09-12,3006
2017-09-13,3006
2017-09-14,3006
2017-09-15,3006
2017-09-16,3006
2017-09-17,3094
2017-09-19,3094
2017-09-20,3094
2017-09-21,3094
2017-09-22,3187
2017-09-23,3187
2017-09-24,3187
2017-09-25,3187
2017-09-26,3187
2017-09-27,3248
2017-09-28,3248
2017-09-29,3248
2017-09-30,3248
2017-10-01,3399
2017-10-02,3399
2017-10-03,3399
2017-10-04,3399
2017-10-05,3399
2017-10-06,3399
2017-10-07,3537
2017-10-08,3537
2017-10-09,3537
2017-10-10,3537
2017-10-11,3537
2017-10-12,3649
2017-10-13,3649
2017-10-14,3649
2017-10-15,3649
2017-10-16,3649
2017-10-17,3649
2017-10-18,3769
2017-10-19,3769
2017-10-20,3769
2017-10-21,3769
2017-10-22,3769
2017-10-23,3769
2017-10-24,3769
2017-10-25,3881
2017-10-26,3881
2017-10-27,3881
2017-10-28,3881
2017-10-29,3881
2017-10-30,3881
2017-10-31,4002
2017-11-01,4002
2017-11-02,4002
2017-11-03,4002
2017-11-04,4002
2017-11-05,4002
2017-11-06,4142
2017-11-07,4142
2017-11-08,4142
2017-11-09,4142
2017-11-10,4142
2017-11-11,4340
2017-11-12,4340
2017-11-13,4340
2017-11-14,4340
2017-11-15,4340
2017-11-16,4340
2017-11-17,4505
2017-11-18,4505
2017-11-19,4505
2017-11-20,4505
2017-11-21,4505
2017-11-22,4505
2017-11-23,4647
2017-11-24,4647
2017-11-25,4647
2017-11-26,4647
2017-11-27,4647
2017-11-28,4647
2017-11-29,4647
2017-11-30,4803
2017-12-01,4803
2017-12-02,4803
2017-12-03,4803
2017-12-04,4803
2017-12-05,5012
2017-12-06,5012
2017-12-07,5012
2017-12-08,5012
2017-12-09,5012
2017-12-10,5152
2017-12-11,5152
2017-12-12,5152
2017-12-14,5152
2017-12-15,5152
2017-12-16,5152
2017-12-17,5392
2017-12-18,5392
2017-12-19,5392
2017-12-20,5392
2017-12-21,5392
2017-12-22,5392
2017-12-23,5614
2017-12-24,5614
2017-12-25,5614
2017-12-26,5614
2017-12-27,5614
2017-12-28,5614
2017-12-29,5822
2017-12-30,5822
2017-12-31,5822
2018-01-01,5822
2018-01-02,5822
2018-01-03,6030
2018-01-04,6030
2018-01-05,6030
2018-01-06,6030
2018-01-07,6117
2018-01-08,6117
2018-01-09,6117
2018-01-10,6117
2018-01-11,6117
2018-01-12,6117
2018-01-13,6336
2018-01-14,6336
2018-01-15,6336
2018-01-16,6336
2018-01-17,6589
2018-01-18,6589
2018-01-19,6589
2018-01-20,6589
2018-01-21,6589
2018-01-22,6589
2018-01-23,6806
2018-01-24,6806
2018-01-25,6806
2018-01-26,6806
2018-01-27,6806
2018-01-28,6795
2018-01-29,6795
2018-01-31,6795
2018-02-01,6795
2018-02-02,6952
2018-02-03,6952
2018-02-04,6952
2018-02-05,6952
2018-02-06,6952
2018-02-07,7167
2018-02-08,7167
2018-02-09,7167
2018-02-10,7167
2018-02-11,7167
2018-02-12,7225
2018-02-13,7225
2018-02-14,7225
2018-02-15,7225
2018-02-16,7225
2018-02-17,7396
2018-02-18,7396
2018-02-19,7396
2018-02-20,7396
2018-02-21,7564
2018-02-22,7564
2018-02-23,7564
2018-02-24,7564
2018-02-25,7564
2018-02-26,7810
2018-02-27,7810
2018-03-01,7810
2018-03-02,7810
2018-03-03,7996
2018-03-04,7996
2018-03-05,7996
2018-03-06,7996
2018-03-07,7996
2018-03-08,7996
2018-03-09,8192
2018-03-10,8192
2018-03-11,8192
2018-03-12,8192
2018-03-13,8192
2018-03-14,8192
2018-03-15,8425
2018-03-16,8425
2018-03-17,8425
2018-03-18,8425
2018-03-19,8425
2018-03-20,8665
2018-03-21,8665
2018-03-23,8665
2018-03-24,8665
2018-03-26,8934
2018-03-27,8934
2018-03-28,8934
2018-03-29,8934
2018-03-30,8934
2018-03-31,9053
2018-04-01,9053
2018-04-02,9053
2018-04-03,9053
2018-04-04,9053
2018-04-05,9053
2018-04-06,9288
2018-04-08,9288
2018-04-09,9288
2018-04-10,9288
2018-04-11,9288
2018-04-12,9288
2018-04-13,9521
2018-04-14,9521
2018-04-15,9521
2018-04-16,9521
2018-04-17,9521
2018-04-18,9521
2018-04-19,9521
2018-04-20,9858
2018-04-21,9858
2018-04-22,9858
2018-04-23,9858
2018-04-24,9858
2018-04-25,10081
2018-04-26,10081
2018-04-27,10081
2018-04-28,10081
2018-04-29,10081
2018-04-30,10081
2018-05-01,10322
2018-05-02,10322
2018-05-04,10322
2018-05-05,10322
2018-05-06,10322
2018-05-07,10322
2018-05-08,10549
2018-05-09,10549
2018-05-10,10549
2018-05-11,10549
2018-05-12,10549
2018-05-13,10549
2018-05-14,10549
2018-05-15,10834
2018-05-16,10834
2018-05-17,10834
2018-05-18,10834
2018-05-19,10834
2018-05-20,10834
2018-05-21,10949
2018-05-22,10949
2018-05-23,10949
2018-05-24,10949
2018-05-25,10949
2018-05-26,11020
2018-05-27,11020
2018-05-28,11020
2018-05-29,11020
2018-05-30,11020
2018-05-31,11289
2018-06-01,11289
2018-06-02,11289
2018-06-03,11289
2018-06-04,11289
2018-06-05,11234
2018-06-06,11234
2018-06-07,11234
2018-06-08,11234
2018-06-09,11234
2018-06-10,11234
2018-06-11,10705
2018-06-12,10705
2018-06-13,10705
2018-06-14,10705
2018-06-15,10705
2018-06-16,10705
2018-06-17,10181
2018-06-18,10181
2018-06-19,10181
2018-06-20,10181
2018-06-21,10181
2018-06-22,9724
2018-06-23,9724
2018-06-24,9724
2018-06-25,9724
2018-06-26,9724
2018-06-27,9286
2018-06-28,9286
2018-06-29,9286
2018-06-30,9286
2018-07-01,8950
2018-07-02,8950
2018-07-03,8950
2018-07-04,8950
2018-07-05,8950
2018-07-06,8736
2018-07-07,8736
2018-07-08,8736
2018-07-09,8736
2018-07-10,8736
2018-07-11,8521
2018-07-12,8521
2018-07-13,8521
2018-07-14,8521
2018-07-15,8228
2018-07-16,8228
2018-07-17,8228
2018-07-18,8228
2018-07-19,8228
2018-07-20,8153
2018-07-21,8153
2018-07-22,8153
2018-07-23,8153
2018-07-24,7936
2018-07-25,7936
2018-07-26,7936
2018-07-27,7936
2018-07-28,7749
2018-07-29,7749
2018-07-30,7749
2018-07-31,7568
2018-08-01,7568
2018-08-02,7568
2018-08-03,7568
2018-08-04,7553
2018-08-05,7553
2018-08-06,7553
2018-08-07,7553
2018-08-08,7795
2018-08-09,7795
2018-08-10,7795
2018-08-11,7795
2018-08-12,7476
2018-08-14,7476
2018-08-16,7219
2018-08-17,7219
2018-08-18,7219
2018-08-19,7219
2018-08-20,7172
2018-08-21,7172
2018-08-22,7172
2018-08-23,7172
2018-08-24,7172
2018-08-25,7354
2018-08-26,7354
2018-08-27,7354
2018-08-28,7354
2018-08-29,7354
2018-08-30,7462
2018-08-31,7462
2018-09-01,7462
2018-09-02,7470
2018-09-03,7470
2018-09-04,7470
2018-09-05,7780
2018-09-06,7780
2018-09-07,7780
2018-09-08,7780
2018-09-09,7917
2018-09-10,7917
2018-09-11,7917
2018-09-12,7747
2018-09-13,7747
2018-09-14,7747
2018-09-15,7747
2018-09-16,7724
2018-09-17,7724
2018-09-18,7724
2018-09-19,7724
2018-09-20,7547
2018-09-21,7547
2018-09-22,7547
2018-09-23,7507
2018-09-24,7507
2018-09-25,7507
2018-09-26,7507
2018-09-27,7507
2018-09-28,7578
2018-09-29,7578
2018-09-30,7578
2018-10-02,7392
2018-10-03,7392
2018-10-04,7392
2018-10-05,7392
2018-10-06,7292
2018-10-07,7292
2018-10-08,7292
2018-10-09,7292
2018-10-10,7284
2018-10-11,7284
2018-10-12,7284
2018-10-13,7284
2018-10-14,7248
2018-10-15,7248
2018-10-16,7248
2018-10-17,7248
2018-10-18,7248
2018-10-19,7366
2018-10-20,7366
2018-10-21,7366
2018-10-22,7366
2018-10-23,7366
2018-10-24,7335
2018-10-25,7335
2018-10-26,7335
2018-10-27,7335
2018-10-28,7086
2018-10-29,7086
2018-10-30,7086
2018-10-31,7086
2018-11-01,6848
2018-11-03,6848
2018-11-04,6667
2018-11-05,6667
2018-11-06,6667
2018-11-07,6509
2018-11-08,6509
2018-11-09,6509
2018-11-10,6277
2018-11-11,6277
2018-11-12,6134
2018-11-13,6134
2018-11-15,5958
2018-11-16,5958
2018-11-17,5685
2018-11-18,5685
2018-11-19,5449
2018-11-20,5449
2018-11-21,5203
2018-11-22,5203
2018-11-23,4990
2018-11-24,4990
2018-11-25,4740
2018-11-26,4740
2018-11-27,4740
2018-11-28,4503
2018-11-29,4503
2018-12-01,4342
2018-12-02,4206
2018-12-03,4206
2018-12-04,4061
2018-12-05,4061
2018-12-07,3936
2018-12-09,3962
2018-12-10,3962
2018-12-11,3989
2018-12-12,3989
2018-12-13,4113
2018-12-14,4113
2018-12-15,4279
2018-12-16,4279
2018-12-17,4279
2018-12-18,4384
2018-12-19,4384
2018-12-20,4384
2018-12-21,4597
2018-12-22,4597
2018-12-23,4597
2018-12-24,4798
2018-12-25,4798
2018-12-26,4798
2018-12-27,5030
2018-12-28,5030
2018-12-29,5030
2018-12-30,5270
2018-12-31,5270
2019-01-01,5270
2019-01-02,5390
2019-01-03,5390
2019-01-04,5390
2019-01-05,5514
2019-01-06,5514
2019-01-08,5688
2019-01-10,5688
2019-01-11,5807
2019-01-12,5807
2019-01-13,5807
2019-01-14,5890
2019-01-15,5890
2019-01-16,5890
2019-01-17,6039
2019-01-18,6039
2019-01-19,6039
2019-01-20,6066
2019-01-21,6066
2019-01-22,6066
2019-01-23,5902
2019-01-24,5902
2019-01-25,5902
2019-01-26,5722
2019-01-27,5722
2019-01-28,5722
2019-01-29,5475
2019-01-30,5475
2019-01-31,5475
2019-02-01,5235
2019-02-02,5235
2019-02-03,5235
2019-02-04,5235
2019-02-05,5072
2019-02-06,5072
2019-02-07,5072
2019-02-08,4941
2019-02-09,4941
2019-02-10,4941
2019-02-11,4916
2019-02-12,4916
2019-02-13,4916
2019-02-14,4916
2019-02-15,4739
2019-02-16,4739
2019-02-17,4739
2019-02-18,4569
2019-02-19,4569
2019-02-20,4569
2019-02-21,4454
2019-02-22,4454
2019-02-23,4454
2019-02-24,4256
2019-02-25,4256
2019-02-26,4256
2019-02-27,4070
2019-02-28,4070
2019-03-01,4070
2019-03-02,3968
2019-03-03,3968
2019-03-04,3830
2019-03-05,3830
2019-03-06,3830
2019-03-07,3737
2019-03-08,3737
2019-03-09,3737
2019-03-10,3737
2019-03-11,3601
2019-03-12,3601
2019-03-13,3601
2019-03-14,3583
2019-03-15,3583
2019-03-16,3583
2019-03-17,3583
2019-03-18,3605
2019-03-19,3605
2019-03-20,3605
2019-03-21,3506
2019-03-22,3506
2019-03-23,3506
2019-03-24,3437
2019-03-25,3437
2019-03-26,3437
2019-03-27,3437
2019-03-28,3365
2019-03-29,3365
2019-03-30,3365
2019-03-31,3365
2019-04-01,3312
2019-04-02,3312
2019-04-03,3312
2019-04-04,3472
2019-04-05,3472
2019-04-06,3472
2019-04-07,3472
