date_obj,Ancient%20page%203 price
2015-03-26,44641
2015-03-27,44641
2015-03-28,46179
2015-03-29,46179
2015-03-30,47560
2015-03-31,47560
2015-04-01,47560
2015-04-02,49812
2015-04-03,49812
2015-04-04,52096
2015-04-05,52096
2015-04-06,54360
2015-04-07,54360
2015-04-08,56430
2015-04-09,56430
2015-04-10,58720
2015-04-11,58720
2015-04-12,61514
2015-04-13,61514
2015-04-14,63622
2015-04-15,63622
2015-04-16,64343
2015-04-17,64343
2015-04-18,64398
2015-04-19,64398
2015-04-20,64079
2015-04-21,64079
2015-04-22,64079
2015-04-23,63934
2015-04-24,63934
2015-04-25,63934
2015-04-26,61319
2015-04-27,61319
2015-04-28,58338
2015-04-29,58338
2015-04-30,56260
2015-05-01,56260
2015-05-02,53485
2015-05-03,53485
2015-05-04,50943
2015-05-05,50943
2015-05-06,48979
2015-05-07,48979
2015-05-08,46701
2015-05-09,46701
2015-05-10,44365
2015-05-11,44365
2015-05-12,42553
2015-05-13,42553
2015-05-14,40425
2015-05-15,40425
2015-05-16,38567
2015-05-17,37071
2015-05-18,37071
2015-05-19,35596
2015-05-20,35596
2015-05-21,35596
2015-05-22,34658
2015-05-23,34658
2015-05-24,33432
2015-05-25,33432
2015-05-26,33281
2015-05-27,33281
2015-05-28,33780
2015-05-29,33780
2015-05-30,34384
2015-05-31,34384
2015-06-01,35529
2015-06-02,35529
2015-06-03,36983
2015-06-04,36983
2015-06-05,38765
2015-06-06,40383
2015-06-07,40383
2015-06-08,42398
2015-06-09,44211
2015-06-10,46140
2015-06-11,46140
2015-06-12,46551
2015-06-13,46551
2015-06-14,46320
2015-06-15,46320
2015-06-16,46019
2015-06-17,46019
2015-06-18,46433
2015-06-19,46433
2015-06-20,48631
2015-06-21,48631
2015-06-22,50793
2015-06-23,50793
2015-06-24,53232
2015-06-25,53232
2015-06-26,54553
2015-06-27,54553
2015-06-28,55843
2015-06-29,55843
2015-06-30,57969
2015-07-01,57969
2015-07-02,59752
2015-07-03,61167
2015-07-04,61167
2015-07-05,63173
2015-07-06,63173
2015-07-07,65342
2015-07-08,65342
2015-07-09,66658
2015-07-10,66658
2015-07-11,67742
2015-07-12,67742
2015-07-13,68912
2015-07-14,68912
2015-07-15,67215
2015-07-16,67215
2015-07-17,65037
2015-07-18,65037
2015-07-19,65312
2015-07-20,65312
2015-07-21,65403
2015-07-22,65224
2015-07-23,65224
2015-07-24,64177
2015-07-25,64177
2015-07-26,62678
2015-07-27,62678
2015-07-28,63522
2015-07-29,65445
2015-07-30,65445
2015-07-31,68609
2015-08-01,68609
2015-08-02,72040
2015-08-03,72040
2015-08-04,75639
2015-08-05,75639
2015-08-06,77324
2015-08-07,77324
2015-08-08,74011
2015-08-09,74011
2015-08-10,71786
2015-08-11,71786
2015-08-12,70932
2015-08-13,70932
2015-08-14,70939
2015-08-15,70939
2015-08-16,69069
2015-08-17,69069
2015-08-18,66065
2015-08-19,66065
2015-08-20,62761
2015-08-21,59933
2015-08-22,59933
2015-08-23,56987
2015-08-24,54429
2015-08-25,54429
2015-08-26,54012
2015-08-27,52560
2015-08-28,52560
2015-08-29,50251
2015-08-30,50251
2015-08-31,48281
2015-09-01,48281
2015-09-02,47880
2015-09-03,47880
2015-09-04,48985
2015-09-05,48985
2015-09-06,49934
2015-09-07,49934
2015-09-08,48702
2015-09-09,48702
2015-09-10,47578
2015-09-11,47578
2015-09-12,48288
2015-09-13,48288
2015-09-14,48707
2015-09-15,48707
2015-09-16,48233
2015-09-17,48233
2015-09-18,47965
2015-09-19,47965
2015-09-20,46767
2015-09-21,46767
2015-09-22,45551
2015-09-23,45551
2015-09-24,44699
2015-09-25,44699
2015-09-27,44533
2015-09-28,42957
2015-09-29,42957
2015-09-30,40819
2015-10-05,37925
2015-10-06,37336
2015-10-07,37336
2015-10-08,39159
2015-10-09,39159
2015-10-10,40808
2015-10-11,42354
2015-10-12,42354
2015-10-13,42987
2015-10-14,42987
2015-10-15,44558
2015-10-16,44558
2015-10-17,43288
2015-10-18,43288
2015-10-19,41948
2015-10-20,41948
2015-10-22,39956
2015-10-23,39390
2015-10-24,39390
2015-10-25,41325
2015-10-26,41325
2015-10-27,42992
2015-10-28,42992
2015-10-29,45037
2015-10-30,45037
2015-10-31,46774
2015-11-01,46774
2015-11-02,46774
2015-11-03,48329
2015-11-04,48329
2015-11-05,50371
2015-11-06,50371
2015-11-07,52877
2015-11-08,52877
2015-11-09,52877
2015-11-10,55294
2015-11-11,55294
2015-11-12,57848
2015-11-13,57848
2015-11-14,57848
2015-11-15,56207
2015-11-16,56207
2015-11-17,56207
2015-11-18,53401
2015-11-19,53401
2015-11-20,50908
2015-11-21,50908
2015-11-22,48995
2015-11-23,48995
2015-11-24,48995
2015-11-25,47031
2015-11-26,47031
2015-11-27,45313
2015-11-28,45313
2015-11-29,44633
2015-11-30,44633
2015-12-01,43756
2015-12-02,43756
2015-12-03,42539
2015-12-04,42539
2015-12-05,42539
2015-12-06,42326
2015-12-07,42326
2015-12-08,42326
2015-12-09,43411
2015-12-10,43411
2015-12-11,44844
2015-12-12,44844
2015-12-13,46703
2015-12-14,46703
2015-12-15,48949
2015-12-16,48949
2015-12-17,51397
2015-12-18,51397
2015-12-19,53961
2015-12-20,56581
2015-12-21,56581
2015-12-22,59317
2015-12-23,59317
2015-12-24,62283
2015-12-25,62283
2015-12-26,65395
2015-12-27,68665
2015-12-28,68665
2015-12-29,72072
2015-12-30,75505
2015-12-31,75505
2016-01-01,79281
2016-01-02,79281
2016-01-03,83246
2016-01-04,87409
2016-01-05,91599
2016-01-06,95921
2016-01-07,95921
2016-01-08,100718
2016-01-09,100718
2016-01-10,105754
2016-01-11,105754
2016-01-12,110983
2016-01-13,110983
2016-01-14,116533
2016-01-15,116533
2016-01-16,121730
2016-01-17,121730
2016-01-18,126999
2016-01-19,126999
2016-01-20,130080
2016-01-21,130080
2016-01-22,129732
2016-01-23,129732
2016-01-24,125116
2016-01-25,118962
2016-01-26,118962
2016-01-27,113013
2016-01-28,113013
2016-01-29,107362
2016-01-30,107362
2016-01-31,101993
2016-02-01,97250
2016-02-02,97250
2016-02-03,92396
2016-02-04,92396
2016-02-05,88485
2016-02-06,84584
2016-02-07,84584
2016-02-08,81116
2016-02-09,81116
2016-02-10,77544
2016-02-11,77544
2016-02-12,73675
2016-02-13,70394
2016-02-14,70394
2016-02-15,69561
2016-02-16,69561
2016-02-17,67413
2016-02-18,67413
2016-02-19,68767
2016-02-20,68767
2016-02-21,68724
2016-02-22,68724
2016-02-23,70205
2016-02-24,70205
2016-02-25,70372
2016-02-26,70372
2016-02-27,67726
2016-02-28,67726
2016-02-29,64864
2016-03-01,64864
2016-03-02,64624
2016-03-03,67704
2016-03-04,70339
2016-03-05,73856
2016-03-06,77549
2016-03-07,77549
2016-03-08,81427
2016-03-09,85499
2016-03-10,89723
2016-03-11,89723
2016-03-12,93622
2016-03-13,93622
2016-03-14,97757
2016-03-15,102645
2016-03-16,107778
2016-03-17,107778
2016-03-18,112898
2016-03-19,112898
2016-03-20,118543
2016-03-21,118543
2016-03-22,124471
2016-03-23,129920
2016-03-24,129920
2016-03-25,136343
2016-03-26,143161
2016-03-27,143161
2016-03-28,150320
2016-03-29,157829
2016-03-30,157829
2016-03-31,165043
2016-04-01,165043
2016-04-02,167800
2016-04-03,166779
2016-04-04,166779
2016-04-05,159526
2016-04-06,154899
2016-04-07,154899
2016-04-08,154998
2016-04-09,160449
2016-04-10,167809
2016-04-11,167809
2016-04-12,175864
2016-04-13,175864
2016-04-14,184398
2016-04-15,191449
2016-04-16,191449
2016-04-17,196885
2016-04-18,197344
2016-04-19,197344
2016-04-20,188939
2016-04-21,188939
2016-04-22,180474
2016-04-23,173634
2016-04-24,165548
2016-04-25,158805
2016-04-26,158805
2016-04-27,151273
2016-04-28,151273
2016-04-29,145102
2016-04-30,141094
2016-05-01,141094
2016-05-02,138591
2016-05-03,145125
2016-05-04,145125
2016-05-05,151218
2016-05-06,151218
2016-05-07,155213
2016-05-08,155213
2016-05-09,151297
2016-05-10,152991
2016-05-11,152991
2016-05-12,157184
2016-05-13,163932
2016-05-14,163932
2016-05-15,171580
2016-05-16,171580
2016-05-17,180150
2016-05-18,188240
2016-05-19,188240
2016-05-22,200116
2016-05-23,205562
2016-05-24,207492
2016-05-25,207492
2016-05-26,215159
2016-05-27,222807
2016-05-28,222807
2016-05-29,233942
2016-05-30,233942
2016-05-31,245554
2016-06-01,257832
2016-06-02,257832
2016-06-03,270724
2016-06-04,284240
2016-06-05,284240
2016-06-06,298452
2016-06-07,298452
2016-06-08,309478
2016-06-09,319965
2016-06-10,317279
2016-06-11,317279
2016-06-12,305018
2016-06-13,305018
2016-06-14,290187
2016-06-15,290187
2016-06-16,275677
2016-06-17,262170
2016-06-18,262170
2016-06-19,249499
2016-06-20,238047
2016-06-21,227527
2016-06-22,216150
2016-06-23,208548
2016-06-24,208548
2016-06-25,209012
2016-06-26,209012
2016-06-27,202420
2016-06-28,207296
2016-06-29,207296
2016-06-30,215459
2016-07-01,225253
2016-07-02,225253
2016-07-03,235979
2016-07-04,247778
2016-07-05,247778
2016-07-06,249800
2016-07-07,237310
2016-07-08,225444
2016-07-09,214171
2016-07-10,203462
2016-07-11,193288
2016-07-12,183623
2016-07-13,174441
2016-07-14,165718
2016-07-15,157432
2016-07-16,149560
2016-07-17,142082
2016-07-18,134977
2016-07-23,125642
2016-07-24,122973
2016-07-25,119995
2016-07-26,119995
2016-07-27,116009
2016-07-28,116009
2016-07-29,119606
2016-07-30,124347
2016-07-31,124347
2016-08-01,127178
2016-08-02,132199
2016-08-03,137814
2016-08-04,137814
2016-08-05,143732
2016-08-06,147667
2016-08-07,149088
2016-08-08,149088
2016-08-09,156022
2016-08-10,156022
2016-08-11,158808
2016-08-12,158808
2016-08-13,160221
2016-08-14,160221
2016-08-15,166605
2016-08-16,173651
2016-08-17,173651
2016-08-18,176936
2016-08-19,176936
2016-08-20,181313
2016-08-21,181313
2016-08-22,188873
2016-08-23,196644
2016-08-24,196644
2016-08-25,204542
2016-08-26,204542
2016-08-28,208002
2016-08-31,206931
2016-09-01,206931
2016-09-02,207506
2016-09-03,207506
2016-09-04,209577
2016-09-05,209577
2016-09-06,210800
2016-09-07,210800
2016-09-08,219029
2016-09-09,219029
2016-09-10,227479
2016-09-11,227479
2016-09-12,238206
2016-09-13,238206
2016-09-14,249757
2016-09-15,249757
2016-09-16,259194
2016-09-17,259194
2016-09-18,249477
2016-09-19,249477
2016-09-20,237972
2016-09-21,237972
2016-09-22,227965
2016-09-23,227965
2016-09-24,217323
2016-09-25,208019
2016-09-26,208019
2016-09-27,197618
2016-09-28,197618
2016-09-29,188418
2016-09-30,183303
2016-10-01,183303
2016-10-02,175108
2016-10-03,175108
2016-10-04,167882
2016-10-05,167882
2016-10-06,160469
2016-10-07,160469
2016-10-08,153127
2016-10-09,153127
2016-10-10,150228
2016-10-11,150228
2016-10-12,145647
2016-10-13,145647
2016-10-14,144874
2016-10-15,144874
2016-10-16,138703
2016-10-17,138703
2016-10-18,142037
2016-10-19,142037
2016-10-20,141625
2016-10-21,141625
2016-10-22,144238
2016-10-23,144238
2016-10-24,146811
2016-10-25,146811
2016-10-26,148541
2016-10-27,148541
2016-10-28,148541
2016-10-29,147371
2016-10-30,147371
2016-10-31,140953
2016-11-01,140953
2016-11-02,142712
2016-11-03,142712
2016-11-04,148895
2016-11-05,148895
2016-11-06,155377
2016-11-07,155377
2016-11-08,153973
2016-11-09,153973
2016-11-10,158853
2016-11-11,158853
2016-11-12,164793
2016-11-13,164793
2016-11-14,168326
2016-11-15,168326
2016-12-07,166919
2016-12-08,172396
2016-12-09,175574
2016-12-10,175574
2016-12-11,168145
2016-12-12,168145
2016-12-13,164190
2016-12-15,168247
2016-12-16,170957
2016-12-17,166970
2016-12-18,166970
2016-12-19,159983
2016-12-20,154255
2016-12-21,147528
2016-12-22,147528
2016-12-23,143412
2016-12-24,143412
2016-12-25,145149
2016-12-26,145149
2016-12-27,147844
2016-12-28,155237
2016-12-29,162237
2016-12-30,169643
2016-12-31,171475
2017-01-01,171475
2017-01-02,174794
2017-01-03,174794
2017-01-04,178019
2017-01-05,178019
2017-01-06,171110
2017-01-07,163495
2017-01-08,157891
2017-01-09,161464
2017-01-10,161464
2017-01-11,168961
2017-01-12,176529
2017-01-13,176529
2017-01-14,185356
2017-01-15,194346
2017-01-16,203575
2017-01-17,208322
2017-01-18,204848
2017-01-19,204848
2017-01-20,209259
2017-01-21,218706
2017-01-22,218706
2017-01-23,228918
2017-01-27,252025
2017-01-28,263105
2017-01-29,267442
2017-01-30,267442
2017-01-31,273889
2017-02-01,279830
2017-02-02,279830
2017-02-03,285776
2017-02-04,291793
2017-02-05,303244
2017-02-06,303244
2017-02-07,301143
2017-02-08,300925
2017-02-09,300925
2017-02-10,298470
2017-02-11,294168
2017-02-12,294168
2017-02-13,294280
2017-02-14,305318
2017-02-15,305318
2017-02-16,309808
2017-02-17,309808
2017-02-18,298153
2017-02-19,297174
2017-02-20,297174
2017-02-21,292005
2017-02-22,292005
2017-02-23,293031
