date_obj,Fine%20cloth price
2015-07-31,13320
2015-08-01,13320
2015-08-02,13320
2015-08-03,13320
2015-08-04,13320
2015-08-05,13320
2015-08-06,13320
2015-08-07,13320
2015-08-08,13320
2015-08-09,13320
2015-08-10,13320
2015-08-11,13320
2015-08-12,13320
2015-08-13,13320
2015-08-14,13320
2015-08-15,13320
2015-08-16,13320
2015-08-17,13320
2015-08-18,13320
2015-08-19,13320
2015-08-20,13320
2015-08-21,13320
2015-08-22,13320
2015-08-23,13320
2015-08-24,13320
2015-08-25,13320
2015-08-26,13320
2015-08-27,13320
2015-08-28,13320
2015-08-29,13320
2015-08-30,13320
2015-08-31,13320
2015-09-01,12658
2015-09-02,12658
2015-09-03,12658
2015-09-04,12658
2015-09-05,12658
2015-09-06,12658
2015-09-07,12658
2015-09-08,12658
2015-09-09,12658
2015-09-10,12658
2015-09-11,12658
2015-09-12,12658
2015-09-13,12658
2015-09-14,12658
2015-09-15,12658
2015-09-16,12658
2015-09-17,12658
2015-09-18,12658
2015-09-19,12658
2015-09-20,12658
2015-09-21,12658
2015-09-22,12658
2015-09-23,12658
2015-09-24,12658
2015-09-25,12658
2015-09-27,12658
2015-09-28,12658
2015-09-29,12658
2015-09-30,12658
2015-10-05,12658
2015-10-06,12658
2015-10-07,12658
2015-10-08,12658
2015-10-09,12658
2015-10-10,12658
2015-10-11,12658
2015-10-12,12658
2015-10-13,12658
2015-10-14,12658
2015-10-15,12658
2015-10-16,12658
2015-10-17,12658
2015-10-18,12193
2015-10-19,12193
2015-10-20,12193
2015-10-22,12193
2015-10-23,12193
2015-10-24,12193
2015-10-25,12193
2015-10-26,12193
2015-10-27,12193
2015-10-29,12193
2015-10-30,12193
2015-10-31,12193
2015-11-01,12193
2015-11-02,12193
2015-11-03,12193
2015-11-04,12193
2015-11-05,12193
2015-11-06,12193
2015-11-07,12193
2015-11-08,12193
2015-11-09,12193
2015-11-10,12193
2015-11-11,12193
2015-11-12,12193
2015-11-13,12193
2015-11-14,12193
2015-11-15,12193
2015-11-16,12193
2015-11-17,12193
2015-11-18,12193
2015-11-19,12193
2015-11-20,12193
2015-11-21,12193
2015-11-22,12193
2015-11-23,12193
2015-11-24,12193
2015-11-25,12193
2015-11-26,12193
2015-11-27,12193
2015-11-28,12193
2015-11-29,12193
2015-11-30,12193
2015-12-01,12193
2015-12-02,12193
2015-12-03,12193
2015-12-04,12193
2015-12-05,12193
2015-12-06,12193
2015-12-07,12193
2015-12-08,12193
2015-12-09,12193
2015-12-10,12193
2015-12-11,12193
2015-12-12,12193
2015-12-13,12193
2015-12-14,12193
2015-12-15,11720
2015-12-16,11720
2015-12-17,11720
2015-12-18,11720
2015-12-19,11720
2015-12-20,11720
2015-12-21,11720
2015-12-22,11720
2015-12-23,11720
2015-12-24,11720
2015-12-25,11720
2015-12-26,11720
2015-12-27,11720
2015-12-28,11720
2015-12-29,11720
2015-12-30,11720
2015-12-31,11720
2016-01-01,11720
2016-01-02,11720
2016-01-03,11720
2016-01-04,11720
2016-01-05,11720
2016-01-06,11720
2016-01-07,11720
2016-01-08,11720
2016-01-09,11720
2016-01-10,11720
2016-01-11,11720
2016-01-12,11720
2016-01-13,11720
2016-01-14,11720
2016-01-15,11720
2016-01-16,11720
2016-01-17,11720
2016-01-18,11720
2016-01-19,11720
2016-01-20,11233
2016-01-21,11233
2016-01-22,11233
2016-01-23,11233
2016-01-24,11233
2016-01-25,11233
2016-01-26,11233
2016-01-27,11233
2016-01-28,11233
2016-01-29,11233
2016-01-30,11233
2016-01-31,11233
2016-02-01,11233
2016-02-02,11233
2016-02-03,11233
2016-02-04,11233
2016-02-05,11233
2016-02-06,11233
2016-02-07,11233
2016-02-08,11233
2016-02-09,11233
2016-02-10,11233
2016-02-11,11233
2016-02-12,11233
2016-02-13,11233
2016-02-14,11233
2016-02-15,11233
2016-02-16,11233
2016-02-17,11233
2016-02-18,11233
2016-02-19,11233
2016-02-20,11233
2016-02-21,11233
2016-02-22,11233
2016-02-23,11233
2016-02-24,11233
2016-02-25,11233
2016-02-26,11233
2016-02-27,11233
2016-02-28,11233
2016-02-29,11233
2016-03-01,10680
2016-03-02,10680
2016-03-03,10680
2016-03-04,10680
2016-03-05,10680
2016-03-06,10680
2016-03-07,10680
2016-03-08,10680
2016-03-09,10680
2016-03-10,10680
2016-03-11,10680
2016-03-12,10680
2016-03-13,10680
2016-03-14,10680
2016-03-15,10680
2016-03-16,10680
2016-03-17,10680
2016-03-18,10680
2016-03-19,10680
2016-03-20,10680
2016-03-21,10680
2016-03-22,10680
2016-03-23,10680
2016-03-24,10680
2016-03-25,10680
2016-03-26,10680
2016-03-27,10680
2016-03-28,10680
2016-03-29,10680
2016-03-30,10680
2016-03-31,10680
2016-04-01,10680
2016-04-02,10680
2016-04-03,10680
2016-04-04,10680
2016-04-05,10680
2016-04-06,10680
2016-04-07,10680
2016-04-08,10178
2016-04-09,10178
2016-04-10,10178
2016-04-11,10178
2016-04-12,10178
2016-04-13,10178
2016-04-14,10178
2016-04-15,10178
2016-04-16,10178
2016-04-17,10178
2016-04-18,10178
2016-04-19,10178
2016-04-20,10178
2016-04-21,10178
2016-04-22,10178
2016-04-23,10178
2016-04-24,10178
2016-04-25,10178
2016-04-26,10178
2016-04-27,10178
2016-04-28,10178
2016-04-29,10178
2016-04-30,10178
2016-05-01,10178
2016-05-02,10178
2016-05-03,10178
2016-05-04,10178
2016-05-05,10178
2016-05-06,10178
2016-05-07,10178
2016-05-08,10178
2016-05-09,10178
2016-05-10,10178
2016-05-11,10178
2016-05-12,10178
2016-05-13,10178
2016-05-14,10178
2016-05-15,10178
2016-05-16,9759
2016-05-17,9759
2016-05-18,9759
2016-05-19,9759
2016-05-22,9759
2016-05-23,9759
2016-05-24,9759
2016-05-25,9759
2016-05-26,9759
2016-05-27,9759
2016-05-28,9759
2016-05-29,9759
2016-05-30,9759
2016-05-31,9759
2016-06-01,9759
2016-06-02,9759
2016-06-03,9759
2016-06-04,9759
2016-06-05,9759
2016-06-06,9759
2016-06-07,9759
2016-06-08,9759
2016-06-09,9759
2016-06-10,9759
2016-06-11,9759
2016-06-12,9759
2016-06-13,9759
2016-06-14,9759
2016-06-15,9759
2016-06-16,9276
2016-06-17,9276
2016-06-18,9276
2016-06-19,9276
2016-06-20,9276
2016-06-21,9276
2016-06-22,9276
2016-06-23,9276
2016-06-24,9276
2016-06-25,9276
2016-06-26,9276
2016-06-27,9276
2016-06-28,9276
2016-06-29,9276
2016-06-30,9276
2016-07-01,9276
2016-07-02,9276
2016-07-03,9276
2016-07-04,9276
2016-07-05,9276
2016-07-06,9276
2016-07-07,9276
2016-07-08,9276
2016-07-09,9276
2016-07-10,9276
2016-07-11,9276
2016-07-12,9276
2016-07-13,9276
2016-07-14,9276
2016-07-15,9276
2016-07-16,9276
2016-07-17,9276
2016-07-18,9276
2016-07-23,8825
2016-07-24,8825
2016-07-25,8825
2016-07-26,8825
2016-07-27,8825
2016-07-28,8825
2016-07-29,8825
2016-07-30,8825
2016-07-31,8825
2016-08-01,8825
2016-08-02,8825
2016-08-03,8825
2016-08-04,8825
2016-08-05,8825
2016-08-06,8825
2016-08-07,8825
2016-08-08,8825
2016-08-09,8825
2016-08-10,8389
2016-08-11,8389
2016-08-12,8389
2016-08-13,8389
2016-08-14,8389
2016-08-15,8389
2016-08-16,8389
2016-08-17,8389
2016-08-18,8389
2016-08-19,8389
2016-08-20,8389
2016-08-21,8389
2016-08-22,8389
2016-08-23,8389
2016-08-24,8389
2016-08-25,8389
2016-08-26,8389
2016-08-28,8389
2016-08-31,8389
2016-09-01,8389
2016-09-02,8389
2016-09-03,8389
2016-09-04,7990
2016-09-05,7990
2016-09-06,7990
2016-09-07,7990
2016-09-08,7990
2016-09-09,7990
2016-09-10,7990
2016-09-11,7990
2016-09-12,7990
2016-09-13,7990
2016-09-14,7990
2016-09-15,7990
2016-09-16,7990
2016-09-17,7990
2016-09-18,7990
2016-09-19,7990
2016-09-20,7990
2016-09-21,7990
2016-09-22,7990
2016-09-23,7990
2016-09-24,7990
2016-09-25,7990
2016-09-26,7990
2016-09-27,7990
2016-09-28,7990
2016-09-29,7990
2016-09-30,7990
2016-10-01,7690
2016-10-02,7690
2016-10-03,7690
2016-10-04,7690
2016-10-05,7690
2016-10-06,7690
2016-10-07,7690
2016-10-08,7690
2016-10-09,7690
2016-10-10,7690
2016-10-11,7690
2016-10-12,7690
2016-10-13,7690
2016-10-14,7690
2016-10-15,7690
2016-10-16,7690
2016-10-17,7690
2016-10-18,7690
2016-10-19,7690
2016-10-20,7690
2016-10-21,7690
2016-10-22,7690
2016-10-23,7690
2016-10-24,7690
2016-10-25,7690
2016-10-26,7690
2016-10-27,7690
2016-10-28,7690
2016-10-29,7690
2016-10-30,7690
2016-10-31,7690
2016-11-01,7690
2016-11-02,7690
2016-11-03,7690
2016-11-04,7318
2016-11-05,7318
2016-11-06,7318
2016-11-07,7318
2016-11-08,7318
2016-11-09,7318
2016-11-10,7318
2016-11-11,7318
2016-11-12,7318
2016-11-13,7318
2016-11-14,7318
2016-11-15,7318
2016-12-07,6954
2016-12-08,6954
2016-12-09,6954
2016-12-10,6954
2016-12-11,6954
2016-12-12,6954
2016-12-13,6954
2016-12-14,6954
2016-12-15,6954
2016-12-16,6954
2016-12-17,6954
2016-12-18,6954
2016-12-19,6954
2016-12-20,6954
2016-12-21,6954
2016-12-22,6954
2016-12-23,6954
2016-12-24,6954
2016-12-25,6954
2016-12-26,6954
2016-12-27,6954
2016-12-28,6954
2016-12-29,6954
2016-12-30,6954
2016-12-31,6608
2017-01-01,6608
2017-01-02,6608
2017-01-03,6608
2017-01-04,6608
2017-01-05,6608
2017-01-06,6608
2017-01-07,6608
2017-01-08,6608
2017-01-09,6608
2017-01-10,6608
2017-01-11,6608
2017-01-12,6608
2017-01-13,6608
2017-01-14,6608
2017-01-15,6608
2017-01-16,6608
2017-01-17,6608
2017-01-18,6608
2017-01-19,6608
2017-01-20,6608
2017-01-21,6282
2017-01-22,6282
2017-01-23,6282
2017-01-27,6282
2017-01-28,6282
2017-01-29,6282
2017-01-30,6282
2017-01-31,6282
2017-02-01,6282
2017-02-02,6282
2017-02-03,6282
2017-02-04,6282
2017-02-05,6282
2017-02-06,6282
2017-02-07,6282
2017-02-08,6282
2017-02-09,6282
2017-02-10,6282
2017-02-11,6282
2017-02-12,6282
2017-02-13,6282
2017-02-14,6282
2017-02-15,6282
2017-02-16,6282
2017-02-18,5970
2017-02-19,5970
2017-02-20,5970
2017-02-21,5970
2017-02-22,5970
2017-02-23,5970
2017-02-24,5970
2017-02-25,5970
2017-02-26,5970
2017-02-27,5970
2017-02-28,5970
2017-03-01,5970
2017-03-02,5970
2017-03-03,5970
2017-03-04,5970
2017-03-05,5970
2017-03-06,5970
2017-03-07,5970
2017-03-08,5970
2017-03-09,5970
2017-03-10,5970
2017-03-11,5970
2017-03-12,5672
2017-03-13,5672
2017-03-14,5672
2017-03-15,5672
2017-03-16,5672
2017-03-17,5672
2017-03-18,5672
2017-03-19,5672
2017-03-20,5672
2017-03-21,5672
2017-03-22,5672
2017-03-23,5672
2017-03-24,5672
2017-03-25,5672
2017-03-26,5672
2017-03-27,5672
2017-03-28,5672
2017-03-29,5672
2017-03-30,5672
2017-03-31,5672
2017-04-01,5672
2017-04-02,5672
2017-04-03,5672
2017-04-04,5672
2017-04-12,5395
2017-04-13,5395
2017-04-14,5395
2017-04-15,5395
2017-04-16,5395
2017-04-17,5395
2017-04-18,5395
2017-04-19,5395
2017-04-20,5395
2017-04-21,5395
2017-04-22,5395
2017-04-23,5395
2017-04-24,5395
2017-04-25,5395
2017-04-26,5395
2017-04-27,5395
2017-04-28,5214
2017-04-29,5214
2017-04-30,5214
2017-05-01,5214
2017-05-02,5214
2017-05-03,5214
2017-05-04,5214
2017-05-05,5214
2017-05-06,5214
2017-05-07,5214
2017-05-08,5214
2017-05-09,5214
2017-05-10,5214
2017-05-11,5214
2017-05-12,5214
2017-05-13,5214
2017-05-14,5214
2017-05-15,5214
2017-05-16,5214
2017-05-17,5214
2017-05-18,5214
2017-05-19,5214
2017-05-20,5214
2017-05-21,5214
2017-05-22,5214
2017-05-23,5214
2017-05-24,4955
2017-05-25,4955
2017-05-26,4955
2017-05-27,4955
2017-05-28,4955
2017-05-29,4955
2017-05-30,4955
2017-05-31,4955
2017-06-01,4955
2017-06-02,4955
2017-06-03,4955
2017-06-04,4955
2017-06-05,4955
2017-06-06,4955
2017-06-07,4955
2017-06-08,4955
2017-06-09,4955
2017-06-10,4955
2017-06-11,4955
2017-06-12,4955
2017-06-13,4955
2017-06-14,4955
2017-06-15,4955
2017-06-16,4955
2017-06-17,4955
2017-06-18,4955
2017-06-19,4714
2017-06-20,4714
2017-06-21,4714
2017-06-22,4714
2017-06-23,4714
2017-06-24,4714
2017-06-25,4714
2017-06-26,4714
2017-06-27,4714
2017-06-28,4714
2017-06-29,4714
2017-06-30,4714
2017-07-01,4714
2017-07-02,4714
2017-07-03,4714
2017-07-04,4714
2017-07-05,4714
2017-07-06,4714
2017-07-07,4714
2017-07-08,4714
2017-07-13,4714
2017-07-14,4714
2017-07-15,4714
2017-07-16,4714
2017-07-17,4482
2017-07-18,4482
2017-07-19,4482
2017-07-20,4482
2017-07-21,4482
2017-07-22,4482
2017-07-23,4482
2017-07-24,4482
2017-07-25,4482
2017-07-26,4482
2017-07-27,4482
2017-07-28,4482
2017-07-29,4482
2017-07-30,4260
2017-07-31,4260
2017-08-01,4260
2017-08-02,4260
2017-08-03,4260
2017-08-04,4260
2017-08-05,4260
2017-08-06,4260
2017-08-09,4260
2017-08-10,4260
2017-08-11,4260
2017-08-12,4260
2017-08-13,4260
2017-08-14,4260
2017-08-15,4047
2017-08-16,4047
2017-08-17,4047
2017-08-18,4047
2017-08-19,4047
2017-08-20,4047
2017-08-21,4047
2017-08-22,4047
2017-08-23,4047
2017-08-24,4047
2017-08-25,4047
2017-08-26,4047
2017-08-27,4047
2017-08-28,4047
2017-08-29,4047
2017-08-30,4047
2017-08-31,4047
2017-09-01,4047
2017-09-02,4047
2017-09-03,4047
2017-09-04,4047
2017-09-05,4047
2017-09-06,3847
2017-09-07,3847
2017-09-08,3847
2017-09-09,3847
2017-09-10,3847
2017-09-11,3847
2017-09-12,3847
2017-09-13,3847
2017-09-14,3847
2017-09-15,3847
2017-09-16,3847
2017-09-17,3847
2017-09-18,3847
2017-09-19,3847
2017-09-20,3847
2017-09-21,3847
2017-09-22,3847
2017-09-23,3847
2017-09-24,3847
2017-09-25,3847
2017-09-26,3847
2017-09-27,3847
2017-09-28,3847
2017-09-29,3847
2017-09-30,3847
2017-10-01,3657
2017-10-02,3657
2017-10-03,3657
2017-10-04,3657
2017-10-05,3657
2017-10-06,3657
2017-10-07,3657
2017-10-08,3657
2017-10-09,3657
2017-10-10,3657
2017-10-11,3657
2017-10-12,3657
2017-10-13,3657
2017-10-14,3657
2017-10-15,3657
2017-10-16,3657
2017-10-17,3657
2017-10-18,3657
2017-10-19,3657
2017-10-20,3657
2017-10-21,3657
2017-10-22,3499
2017-10-23,3499
2017-10-24,3499
2017-10-25,3499
2017-10-26,3499
2017-10-27,3499
2017-10-28,3499
2017-10-29,3499
2017-10-30,3499
2017-10-31,3499
2017-11-01,3499
2017-11-02,3499
2017-11-03,3499
2017-11-04,3499
2017-11-05,3499
2017-11-06,3499
2017-11-07,3499
2017-11-08,3499
2017-11-09,3499
2017-11-10,3499
2017-11-11,3499
2017-11-12,3499
2017-11-13,3499
2017-11-14,3499
2017-11-15,3499
2017-11-16,3499
2017-11-17,3499
2017-11-18,3499
2017-11-19,3499
2017-11-20,3334
2017-11-21,3334
2017-11-22,3334
2017-11-23,3334
2017-11-24,3334
2017-11-25,3334
2017-11-26,3334
2017-11-27,3334
2017-11-28,3334
2017-11-29,3334
2017-11-30,3334
2017-12-01,3334
2017-12-02,3334
2017-12-03,3334
2017-12-04,3334
2017-12-05,3334
2017-12-06,3334
2017-12-07,3334
2017-12-08,3334
2017-12-09,3334
2017-12-10,3334
2017-12-11,3334
2017-12-12,3334
2017-12-13,3334
2017-12-14,3334
2017-12-15,3334
2017-12-16,3179
2017-12-17,3179
2017-12-18,3179
2017-12-19,3179
2017-12-20,3179
2017-12-21,3179
2017-12-22,3179
2017-12-23,3179
2017-12-24,3179
2017-12-25,3179
2017-12-26,3179
2017-12-27,3179
2017-12-28,3179
2017-12-29,3179
2017-12-30,3179
2017-12-31,3179
2018-01-01,3179
2018-01-02,3179
2018-01-03,3179
2018-01-04,3179
2018-01-05,3179
2018-01-06,3179
2018-01-07,3179
2018-01-08,3179
2018-01-09,3028
2018-01-10,3028
2018-01-11,3028
2018-01-12,3028
2018-01-13,3028
2018-01-14,3028
2018-01-15,3028
2018-01-16,3028
2018-01-17,3028
2018-01-18,3028
2018-01-19,3028
2018-01-20,3028
2018-01-21,3028
2018-01-22,3028
2018-01-23,3028
2018-01-24,2885
2018-01-25,2885
2018-01-26,2885
2018-01-27,2885
2018-01-28,2885
2018-01-29,2885
2018-01-30,2885
2018-01-31,2885
2018-02-01,2885
2018-02-02,2885
2018-02-03,2885
2018-02-04,2885
2018-02-05,2885
2018-02-06,2742
2018-02-07,2742
2018-02-08,2742
2018-02-09,2742
2018-02-10,2742
2018-02-11,2742
2018-02-12,2742
2018-02-13,2742
2018-02-14,2742
2018-02-15,2742
2018-02-16,2742
2018-02-17,2742
2018-02-18,2742
2018-02-19,2606
2018-02-20,2606
2018-02-21,2606
2018-02-22,2606
2018-02-23,2606
2018-02-24,2606
2018-02-25,2606
2018-02-26,2606
2018-02-27,2606
2018-02-28,2606
2018-03-01,2606
2018-03-02,2606
2018-03-03,2606
2018-03-04,2606
2018-03-05,2606
2018-03-06,2606
2018-03-07,2478
2018-03-08,2478
2018-03-09,2478
2018-03-10,2478
2018-03-11,2478
2018-03-12,2478
2018-03-13,2478
2018-03-14,2478
2018-03-15,2478
2018-03-16,2478
2018-03-17,2478
2018-03-18,2478
2018-03-20,2478
2018-03-21,2478
2018-03-23,2478
2018-03-24,2358
2018-03-25,2358
2018-03-26,2358
2018-03-27,2358
2018-03-28,2358
2018-03-29,2358
2018-03-30,2358
2018-03-31,2358
2018-04-01,2358
2018-04-02,2358
2018-04-03,2358
2018-04-04,2358
2018-04-05,2358
2018-04-06,2358
2018-04-07,2358
2018-04-08,2358
2018-04-09,2250
2018-04-10,2250
2018-04-11,2250
2018-04-12,2250
2018-04-13,2250
2018-04-14,2250
2018-04-15,2250
2018-04-16,2250
2018-04-17,2250
2018-04-18,2250
2018-04-19,2250
2018-04-20,2250
2018-04-21,2250
2018-04-22,2250
2018-04-23,2250
2018-04-24,2250
2018-04-25,2250
2018-04-26,2250
2018-04-27,2250
2018-04-28,2250
2018-04-29,2139
2018-04-30,2139
2018-05-01,2139
2018-05-03,2139
2018-05-04,2139
2018-05-05,2139
2018-05-06,2139
2018-05-07,2139
2018-05-08,2139
2018-05-09,2139
2018-05-10,2139
2018-05-11,2139
2018-05-12,2139
2018-05-13,2139
2018-05-14,2040
2018-05-15,2040
2018-05-16,2040
2018-05-17,2040
2018-05-18,2040
2018-05-19,2040
2018-05-20,2040
2018-05-21,2040
2018-05-22,2040
2018-05-23,2040
2018-05-24,2040
2018-05-25,2040
2018-05-26,2040
2018-05-27,2040
2018-05-28,1939
2018-05-29,1939
2018-05-30,1939
2018-05-31,1939
2018-06-01,1939
2018-06-02,1939
2018-06-03,1939
2018-06-04,1939
2018-06-05,1939
2018-06-06,1939
2018-06-07,1939
2018-06-08,1939
2018-06-09,1939
2018-06-10,1939
2018-06-11,1939
2018-06-12,1939
2018-06-13,1843
2018-06-14,1843
2018-06-15,1843
2018-06-16,1843
2018-06-17,1843
2018-06-18,1843
2018-06-19,1843
2018-06-20,1843
2018-06-21,1843
2018-06-22,1843
2018-06-23,1843
2018-06-24,1843
2018-06-25,1843
2018-06-26,1843
2018-06-27,1843
2018-06-28,1843
2018-06-29,1843
2018-06-30,1758
2018-07-01,1758
2018-07-02,1758
2018-07-03,1758
2018-07-04,1758
2018-07-05,1758
2018-07-06,1758
2018-07-07,1758
2018-07-08,1758
2018-07-09,1758
2018-07-10,1758
2018-07-11,1758
2018-07-12,1758
2018-07-13,1758
2018-07-14,1758
2018-07-15,1758
2018-07-16,1758
2018-07-17,1758
2018-07-18,1758
2018-07-19,1758
2018-07-20,1758
2018-07-21,1758
2018-07-22,1758
2018-07-23,1758
2018-07-24,1758
2018-07-25,1758
2018-07-26,1758
2018-07-27,1675
2018-07-28,1675
2018-07-29,1675
2018-07-30,1675
2018-07-31,1675
2018-08-01,1675
2018-08-02,1675
2018-08-03,1675
2018-08-04,1675
2018-08-05,1675
2018-08-06,1675
2018-08-07,1675
2018-08-08,1675
2018-08-09,1593
2018-08-10,1593
2018-08-11,1593
2018-08-12,1593
2018-08-14,1593
2018-08-16,1593
2018-08-17,1593
2018-08-18,1593
2018-08-19,1593
2018-08-20,1593
2018-08-21,1593
2018-08-22,1593
2018-08-23,1593
2018-08-24,1515
2018-08-25,1515
2018-08-26,1515
2018-08-27,1515
2018-08-28,1515
2018-08-29,1515
2018-08-30,1515
2018-08-31,1515
2018-09-01,1515
2018-09-02,1515
2018-09-03,1515
2018-09-04,1515
2018-09-05,1515
2018-09-06,1460
2018-09-07,1460
2018-09-08,1460
2018-09-09,1460
2018-09-10,1460
2018-09-11,1460
2018-09-12,1460
2018-09-13,1460
2018-09-14,1460
2018-09-15,1460
2018-09-16,1460
2018-09-17,1460
2018-09-18,1460
2018-09-19,1460
2018-09-20,1460
2018-09-21,1460
2018-09-22,1417
2018-09-23,1417
2018-09-24,1417
2018-09-25,1417
2018-09-26,1417
2018-09-27,1417
2018-09-28,1417
2018-09-29,1417
2018-09-30,1417
2018-10-01,1417
2018-10-02,1417
2018-10-03,1417
2018-10-04,1417
2018-10-05,1417
2018-10-06,1478
2018-10-07,1478
2018-10-08,1527
2018-10-09,1527
2018-10-10,1596
2018-10-11,1596
2018-10-12,1596
2018-10-13,1596
2018-10-14,1596
2018-10-15,1671
2018-10-16,1671
2018-10-17,1671
2018-10-18,1671
2018-10-19,1671
2018-10-20,1671
2018-10-21,1671
2018-10-22,1671
2018-10-23,1671
2018-10-24,1713
2018-10-25,1713
2018-10-26,1713
2018-10-27,1713
2018-10-28,1713
2018-10-29,1713
2018-10-30,1713
2018-10-31,1713
2018-11-01,1713
2018-11-03,1713
2018-11-04,1713
2018-11-05,1785
2018-11-06,1785
2018-11-07,1785
2018-11-08,1785
2018-11-09,1785
2018-11-10,1785
2018-11-11,1785
2018-11-12,1856
2018-11-13,1856
2018-11-14,1856
2018-11-15,1856
2018-11-16,1856
2018-11-17,1856
2018-11-18,1856
2018-11-19,1856
2018-11-20,1940
2018-11-21,1940
2018-11-22,1940
2018-11-23,1940
2018-11-24,1940
2018-11-25,1940
2018-11-26,1940
2018-11-27,1940
2018-11-28,1989
2018-11-29,1989
2018-12-01,1989
2018-12-02,1989
2018-12-03,1989
2018-12-04,1989
2018-12-05,2069
2018-12-07,2069
2018-12-09,2069
2018-12-10,2069
2018-12-11,2069
2018-12-12,2069
2018-12-13,2158
2018-12-14,2158
2018-12-15,2158
2018-12-16,2158
2018-12-17,2158
2018-12-18,2158
2018-12-19,2158
2018-12-20,2158
2018-12-21,2158
2018-12-22,2264
2018-12-23,2264
2018-12-24,2264
2018-12-25,2264
2018-12-26,2264
2018-12-27,2264
2018-12-28,2264
2018-12-29,2373
2018-12-30,2373
2018-12-31,2373
2019-01-01,2373
2019-01-02,2373
2019-01-03,2373
2019-01-04,2373
2019-01-05,2479
2019-01-06,2479
2019-01-08,2479
2019-01-10,2479
2019-01-11,2479
2019-01-12,2594
2019-01-13,2594
2019-01-14,2594
2019-01-15,2594
2019-01-16,2594
2019-01-17,2594
2019-01-18,2594
2019-01-19,2594
2019-01-20,2679
2019-01-21,2679
2019-01-22,2679
2019-01-23,2679
2019-01-24,2679
2019-01-25,2679
2019-01-26,2679
2019-01-27,2679
2019-01-28,2771
2019-01-29,2771
2019-01-30,2771
2019-01-31,2771
2019-02-01,2771
2019-02-02,2771
2019-02-03,2771
2019-02-04,2771
2019-02-05,2892
2019-02-06,2892
2019-02-07,2892
2019-02-08,2892
2019-02-09,2892
2019-02-10,2892
2019-02-11,2892
2019-02-12,2892
2019-02-13,3032
2019-02-14,3032
2019-02-15,3032
2019-02-16,3032
2019-02-17,3032
2019-02-18,3032
2019-02-19,3032
2019-02-20,3032
2019-02-21,3032
2019-02-22,3176
2019-02-23,3176
2019-02-24,3176
2019-02-25,3176
2019-02-26,3176
2019-02-27,3176
2019-02-28,3176
2019-03-01,3176
2019-03-02,3176
2019-03-03,3176
2019-03-04,3176
2019-03-05,3176
2019-03-06,3176
2019-03-07,3333
2019-03-08,3333
2019-03-09,3333
2019-03-10,3333
2019-03-11,3333
2019-03-12,3333
2019-03-13,3333
2019-03-14,3333
2019-03-15,3333
2019-03-16,3500
2019-03-17,3500
2019-03-18,3500
2019-03-19,3500
2019-03-20,3500
2019-03-21,3500
2019-03-22,3500
2019-03-23,3513
2019-03-24,3513
2019-03-25,3513
2019-03-26,3513
