date_obj,3rd%20age%20druidic%20cloak price
2019-04-11,150000000
2019-04-11,150000000
2019-04-12,155350560
2019-04-13,155350560
2019-04-14,155350560
2019-04-15,600000000
2019-04-16,600000000
2019-04-17,600000000
2019-04-18,600000000
2019-04-19,600000000
2019-04-20,600000000
2019-04-21,600000000
2019-04-22,600000000
2019-04-23,600000000
2019-04-24,600000000
2019-04-25,600000000
2019-04-26,600000000
2019-04-27,600000000
2019-04-28,600000000
2019-04-29,600000000
2019-04-30,600000000
2019-05-01,600000000
2019-05-02,600000000
2019-05-03,600000000
2019-05-04,600000000
2019-05-05,600000000
2019-05-06,600000000
2019-05-07,600000000
2019-05-08,600000000
2019-05-09,600000000
2019-05-10,600000000
2019-05-11,600000000
2019-05-12,600000000
2019-05-13,600000000
2019-05-14,600000000
2019-05-15,600000000
2019-05-16,600000000
2019-05-17,600000000
2019-05-18,600000000
2019-05-19,600000000
2019-05-20,600000000
2019-05-21,600000000
2019-05-22,600000000
2019-05-23,600000000
2019-05-24,600000000
2019-05-25,600000000
2019-05-26,600000000
2019-05-27,600000000
2019-05-28,600000000
2019-05-29,600000000
2019-05-30,600000000
2019-05-31,600000000
2019-06-01,600000000
2019-06-02,600000000
2019-06-03,600000000
2019-06-04,600000000
2019-06-05,600000000
2019-06-06,600000000
2019-06-07,600000000
2019-06-08,600000000
2019-06-09,600000000
2019-06-10,600000000
2019-06-11,623980392
2019-06-12,623980392
2019-06-13,623980392
2019-06-14,623980392
2019-06-15,623980392
2019-06-16,623980392
2019-06-17,623980392
2019-06-18,623980392
2019-06-19,623980392
2019-06-20,623980392
2019-06-21,623980392
2019-06-22,623980392
2019-06-23,623980392
2019-06-24,623980392
2019-06-25,623980392
2019-06-26,623980392
2019-06-27,623980392
2019-06-28,623980392
2019-06-29,623980392
2019-06-30,623980392
2019-07-01,623980392
2019-07-02,623980392
2019-07-03,623980392
2019-07-04,623980392
2019-07-05,623980392
2019-07-06,623980392
2019-07-07,623980392
2019-07-08,623980392
2019-07-09,623980392
2019-07-10,623980392
2019-07-11,623980392
2019-07-12,623980392
2019-07-13,623980392
2019-07-14,623980392
2019-07-15,623980392
2019-07-16,623980392
2019-07-17,623980392
2019-07-18,623980392
2019-07-19,623980392
2019-07-20,623980392
2019-07-21,623980392
2019-07-22,623980392
2019-07-23,623980392
2019-07-24,623980392
2019-07-25,623980392
2019-07-26,623980392
2019-07-27,623980392
2019-07-28,623980392
2019-07-29,623980392
2019-07-30,623980392
2019-07-31,623980392
2019-08-01,623980392
2019-08-02,623980392
2019-08-03,623980392
2019-08-04,623980392
2019-08-05,623980392
2019-08-06,652197514
2019-08-07,652197514
2019-08-08,652197514
2019-08-09,652197514
2019-08-10,652197514
2019-08-11,652197514
2019-08-12,652197514
2019-08-13,652197514
2019-08-14,652197514
2019-08-15,652197514
2019-08-16,652197514
2019-08-17,652197514
2019-08-18,652197514
2019-08-19,652197514
2019-08-20,652197514
2019-08-21,652197514
2019-08-22,652197514
2019-08-23,652197514
2019-08-23,652197514
2019-08-24,652197514
2019-08-24,652197514
2019-08-25,652197514
2019-08-25,652197514
2019-08-26,652197514
2019-08-26,652197514
2019-08-27,652197514
2019-08-27,652197514
2019-08-28,652197514
2019-08-29,652197514
2019-08-30,652197514
2019-08-31,652197514
2019-09-01,652197514
2019-09-02,652197514
2019-09-03,652197514
2019-09-04,652197514
2019-09-05,652197514
2019-09-06,652197514
2019-09-07,652197514
2019-09-08,652197514
2019-09-09,652197514
2019-09-10,652197514
2019-09-11,652197514
2019-09-12,652197514
2019-09-13,652197514
2019-09-14,652197514
2019-09-15,652197514
2019-09-16,682501865
2019-09-17,682501865
2019-09-18,682501865
2019-09-19,682501865
2019-09-20,682501865
2019-09-21,682501865
2019-09-22,682501865
2019-09-23,682501865
2019-09-24,682501865
2019-09-25,682501865
2019-09-26,682501865
2019-09-27,682501865
2019-09-28,682501865
2019-09-29,682501865
2019-09-30,682501865
2019-10-01,682501865
2019-10-02,682501865
2019-10-03,682501865
2019-10-04,682501865
2019-10-05,682501865
2019-10-06,682501865
2019-10-07,682501865
2019-10-08,682501865
2019-10-09,682501865
2019-10-10,682501865
2019-10-11,682501865
2019-10-12,682501865
2019-10-13,682501865
2019-10-14,682501865
2019-10-15,682501865
2019-10-16,682501865
2019-10-17,682501865
2019-10-18,682501865
2019-10-19,682501865
2019-10-20,682501865
2019-10-21,682501865
2019-10-22,682501865
2019-10-23,682501865
2019-10-24,682501865
2019-10-25,682501865
2019-10-26,682501865
2019-10-27,682501865
2019-10-28,682501865
2019-10-29,682501865
2019-10-30,682501865
2019-10-31,682501865
2019-11-01,682501865
2019-11-02,682501865
2019-11-03,682501865
2019-11-04,682501865
2019-11-05,682501865
2019-11-06,682501865
2019-11-07,682501865
2019-11-08,682501865
2019-11-09,682501865
2019-11-10,682501865
2019-11-11,682501865
2019-11-12,687602467
2019-11-13,687602467
2019-11-14,687602467
2019-11-15,687602467
2019-11-16,687602467
2019-11-17,687602467
2019-11-18,687602467
2019-11-19,687602467
2019-11-20,687602467
2019-11-21,687602467
2019-11-22,687602467
2019-11-23,687602467
2019-11-24,687602467
2019-11-25,687602467
2019-11-26,687602467
2019-11-27,687602467
2019-11-28,687602467
2019-11-29,687602467
2019-11-30,687602467
2019-12-01,687602467
2019-12-02,687602467
2019-12-03,687602467
2019-12-04,687602467
2019-12-05,687602467
2019-12-06,687602467
2019-12-07,687602467
2019-12-08,687602467
2019-12-09,687602467
2019-12-10,687602467
2019-12-11,687602467
2019-12-12,687602467
2019-12-13,687602467
2019-12-14,687602467
2019-12-15,687602467
2019-12-16,687602467
2019-12-17,687602467
2019-12-18,687602467
2019-12-19,687602467
2019-12-20,687602467
2019-12-21,687602467
2019-12-22,696948375
2019-12-23,696948375
2019-12-24,696948375
2019-12-25,696948375
2019-12-26,696948375
2019-12-27,696948375
2019-12-28,696948375
2019-12-29,696948375
2019-12-30,696948375
2019-12-31,696948375
2020-01-01,696948375
2020-01-02,696948375
2020-01-03,696948375
2020-01-04,696948375
2020-01-05,696948375
2020-01-06,696948375
2020-01-07,696948375
2020-01-08,696948375
2020-01-09,696948375
2020-01-10,696948375
2020-01-11,696948375
2020-01-12,696948375
2020-01-13,696948375
2020-01-14,696948375
2020-01-15,696948375
2020-01-16,696948375
2020-01-17,696948375
2020-01-18,696948375
2020-01-19,696948375
2020-01-20,696948375
2020-01-21,696948375
2020-01-22,696948375
2020-01-23,696948375
2020-01-24,696948375
2020-01-25,696948375
2020-01-26,696948375
2020-01-27,696948375
2020-01-28,682292046
2020-01-29,682292046
2020-01-30,682292046
2020-01-31,682292046
2020-02-01,682292046
2020-02-02,682292046
2020-02-03,682292046
2020-02-04,682292046
2020-02-05,682292046
2020-02-06,682292046
2020-02-07,682292046
2020-02-08,682292046
2020-02-09,682292046
2020-02-10,682292046
2020-02-11,682292046
2020-02-12,682292046
2020-02-13,682292046
2020-02-14,682292046
2020-02-15,682292046
2020-02-16,682292046
2020-02-17,682292046
2020-02-18,682292046
2020-02-19,682292046
2020-02-20,682292046
2020-02-21,682292046
2020-02-22,682292046
2020-02-23,682292046
2020-02-24,682292046
2020-02-25,682292046
2020-02-26,682292046
2020-02-27,682292046
2020-02-28,682292046
2020-02-29,682292046
2020-03-01,682292046
2020-03-02,682292046
2020-03-03,682292046
2020-03-04,682292046
2020-03-05,708354794
2020-03-06,708354794
2020-03-07,708354794
2020-03-08,708354794
2020-03-09,708354794
2020-03-10,708354794
2020-03-11,708354794
2020-03-12,708354794
2020-03-13,708354794
2020-03-14,708354794
2020-03-15,708354794
2020-03-16,708354794
2020-03-17,708354794
2020-03-18,708354794
2020-03-19,708354794
2020-03-20,708354794
2020-03-21,708354794
2020-03-22,708354794
2020-03-23,708354794
2020-03-24,708354794
2020-03-25,708354794
2020-03-26,708354794
2020-03-27,708354794
2020-03-28,708354794
2020-03-29,708354794
2020-03-30,708354794
2020-03-31,708354794
2020-04-01,708354794
2020-04-02,708354794
2020-04-03,708354794
2020-04-04,708354794
2020-04-05,708354794
2020-04-06,708354794
2020-04-07,708354794
2020-04-08,708354794
2020-04-09,708354794
2020-04-10,708354794
2020-04-11,708354794
2020-04-12,738616548
2020-04-13,738616548
2020-04-14,738616548
2020-04-15,738616548
2020-04-16,738616548
2020-04-17,738616548
2020-04-18,738616548
2020-04-19,738616548
2020-04-20,738616548
2020-04-21,738616548
2020-04-22,738616548
2020-04-23,738616548
2020-04-24,738616548
2020-04-25,738616548
2020-04-26,738616548
2020-04-27,738616548
2020-04-28,738616548
2020-04-29,738616548
2020-04-30,738616548
2020-05-01,738616548
2020-05-02,738616548
2020-05-03,738616548
2020-05-04,738616548
2020-05-05,738616548
2020-05-06,738616548
2020-05-07,738616548
2020-05-08,738616548
2020-05-09,738616548
2020-05-10,738616548
2020-05-11,738616548
2020-05-12,738616548
2020-05-13,738616548
