date_obj,Saradomin's%20light price
2016-06-23,191324
2016-06-24,191324
2016-06-25,191324
2016-06-26,191324
2016-06-27,191324
2016-06-28,184528
2016-06-29,184528
2016-06-30,184528
2016-07-01,184528
2016-07-02,184528
2016-07-03,175454
2016-07-04,175454
2016-07-05,175454
2016-07-06,175454
2016-07-07,175454
2016-07-08,169527
2016-07-09,169527
2016-07-10,169527
2016-07-11,169527
2016-07-12,169527
2016-07-13,165410
2016-07-14,165410
2016-07-15,165410
2016-07-16,165410
2016-07-17,165410
2016-07-18,163463
2016-07-23,163463
2016-07-24,156020
2016-07-25,156020
2016-07-26,156020
2016-07-27,156020
2016-07-28,156020
2016-07-29,148219
2016-07-30,148219
2016-07-31,148219
2016-08-01,148219
2016-08-02,148219
2016-08-03,148219
2016-08-04,141723
2016-08-05,141723
2016-08-06,141723
2016-08-07,141723
2016-08-08,141723
2016-08-09,137570
2016-08-10,137570
2016-08-11,137570
2016-08-12,137570
2016-08-13,137570
2016-08-14,137570
2016-08-15,130866
2016-08-16,130866
2016-08-17,130866
2016-08-18,130866
2016-08-19,130866
2016-08-20,124322
2016-08-21,124322
2016-08-22,124322
2016-08-23,124322
2016-08-24,118256
2016-08-25,118256
2016-08-26,118256
2016-08-28,118256
2016-08-31,112343
2016-09-01,112343
2016-09-02,112343
2016-09-03,112343
2016-09-04,107064
2016-09-05,107064
2016-09-06,107064
2016-09-07,107064
2016-09-08,107064
2016-09-09,107064
2016-09-10,104501
2016-09-11,104501
2016-09-12,104501
2016-09-13,104501
2016-09-14,104501
2016-09-15,106506
2016-09-16,106506
2016-09-17,106506
2016-09-18,106506
2016-09-19,106506
2016-09-20,106506
2016-09-21,110104
2016-09-22,110104
2016-09-23,110104
2016-09-24,110104
2016-09-25,110104
2016-09-26,110104
2016-09-27,112411
2016-09-28,112411
2016-09-29,112411
2016-09-30,112411
2016-10-01,117269
2016-10-02,117269
2016-10-03,117269
2016-10-04,117269
2016-10-05,117269
2016-10-06,117269
2016-10-07,122914
2016-10-08,122914
2016-10-09,122914
2016-10-11,122914
2016-10-12,128299
2016-10-13,128299
2016-10-14,128299
2016-10-15,128299
2016-10-16,128299
2016-10-17,134682
2016-10-18,134682
2016-10-19,134682
2016-10-20,134682
2016-10-21,134682
2016-10-22,139772
2016-10-23,139772
2016-10-24,139772
2016-10-25,139772
2016-10-26,146463
2016-10-27,146463
2016-10-28,146463
2016-10-29,146463
2016-10-30,153527
2016-10-31,153527
2016-11-01,153527
2016-11-02,153527
2016-11-03,153527
2016-11-04,155603
2016-11-05,155603
2016-11-06,155603
2016-11-07,155603
2016-11-08,155603
2016-11-09,153011
2016-11-10,153011
2016-11-11,153011
2016-11-12,153011
2016-11-13,153011
2016-11-14,156512
2016-12-08,147648
2016-12-09,147648
2016-12-10,147648
2016-12-11,144233
2016-12-12,144233
2016-12-13,144233
2016-12-14,144233
2016-12-15,144233
2016-12-16,144233
2016-12-17,141542
2016-12-18,141542
2016-12-19,141542
2016-12-20,141542
2016-12-21,141542
2016-12-22,140723
2016-12-23,140723
2016-12-24,140723
2016-12-25,140723
2016-12-26,141370
2016-12-27,141370
2016-12-28,141370
2016-12-29,141370
2016-12-30,141497
2016-12-31,141497
2017-01-01,141497
2017-01-02,141497
2017-01-03,136875
2017-01-04,136875
2017-01-05,136875
2017-01-06,136875
2017-01-07,130120
2017-01-08,130120
2017-01-09,130120
2017-01-10,130120
2017-01-11,125935
2017-01-12,125935
2017-01-13,125935
2017-01-14,125935
2017-01-15,123308
2017-01-16,123308
2017-01-17,123308
2017-01-18,123300
2017-01-19,123300
2017-01-20,123300
2017-01-21,123300
2017-01-22,125257
2017-01-27,127974
2017-01-28,127974
2017-01-29,130110
2017-01-30,130110
2017-01-31,130110
2017-02-01,130110
2017-02-02,130110
2017-02-03,129159
2017-02-04,129159
2017-02-05,129159
2017-02-06,129159
2017-02-07,124850
2017-02-08,124850
2017-02-09,124850
2017-02-10,124850
2017-02-11,119609
2017-02-12,119609
2017-02-13,119609
2017-02-14,119609
2017-02-15,117698
2017-02-16,117698
2017-02-18,117698
2017-02-19,117729
2017-02-20,117729
2017-02-21,117729
2017-02-22,117729
2017-02-23,117729
2017-02-24,117729
2017-02-25,113499
2017-02-26,113499
2017-02-27,113499
2017-02-28,113499
2017-03-01,112433
2017-03-02,112433
2017-03-03,112433
2017-03-04,112433
2017-03-05,112433
2017-03-06,109862
2017-03-07,109862
2017-03-08,109862
2017-03-09,109862
2017-03-10,109737
2017-03-11,109737
2017-03-12,109737
2017-03-13,109737
2017-03-14,109453
2017-03-15,109453
2017-03-16,109453
2017-03-17,109453
2017-03-18,109453
2017-03-19,107381
2017-03-20,107381
2017-03-21,107381
2017-03-22,107381
2017-03-23,107381
2017-03-24,102307
2017-03-25,102307
2017-03-26,102307
2017-03-27,102307
2017-03-28,102307
2017-03-29,101202
2017-03-30,101202
2017-03-31,101202
2017-04-01,101202
2017-04-02,101202
2017-04-03,104203
2017-04-04,104203
2017-04-12,109398
2017-04-13,109398
2017-04-14,109398
2017-04-15,114730
2017-04-16,114730
2017-04-17,114730
2017-04-18,114730
2017-04-19,114730
2017-04-20,120308
2017-04-21,120308
2017-04-22,120308
2017-04-23,120308
2017-04-24,120308
2017-04-25,125815
2017-04-26,125815
2017-04-27,125815
2017-04-28,125815
2017-04-29,125815
2017-04-30,123846
2017-05-01,123846
2017-05-02,123846
2017-05-03,125081
2017-05-04,125081
2017-05-05,131048
2017-05-06,131048
2017-05-07,131048
2017-05-08,137371
2017-05-09,137371
2017-05-10,137371
2017-05-11,144023
2017-05-12,144023
2017-05-13,144023
2017-05-14,151225
2017-05-15,151225
2017-05-16,151225
2017-05-17,151225
2017-05-18,156799
2017-05-19,156799
2017-05-20,156799
2017-05-21,156799
2017-05-22,158678
2017-05-23,158678
2017-05-24,158678
2017-05-25,158678
2017-05-26,158678
2017-05-27,156178
2017-05-28,156178
2017-05-29,156178
2017-05-30,156178
2017-05-31,158225
2017-06-01,158225
2017-06-02,158225
2017-06-03,158225
2017-06-06,165700
2017-06-07,172056
2017-06-08,172056
2017-06-09,172056
2017-06-10,172056
2017-06-11,171446
2017-06-12,171446
2017-06-13,171446
2017-06-14,171446
2017-06-15,167426
2017-06-16,167426
2017-06-17,167426
2017-06-18,175562
2017-06-19,175562
2017-06-20,175562
2017-06-21,175562
2017-06-22,184073
2017-06-23,184073
2017-06-24,184073
2017-06-25,184073
2017-06-26,192714
2017-06-27,192714
2017-06-28,192714
2017-06-29,192714
2017-06-30,202267
2017-07-01,202267
2017-07-02,202267
2017-07-03,202267
2017-07-04,199748
2017-07-05,199748
2017-07-06,199748
2017-07-07,199748
2017-07-08,199748
2017-07-13,192621
2017-07-14,182989
2017-07-15,182989
2017-07-16,182989
2017-07-17,182989
2017-07-18,182989
2017-07-19,173839
2017-07-20,173839
2017-07-21,173839
2017-07-22,173839
2017-07-23,165147
2017-07-24,165147
2017-07-25,165147
2017-07-26,165147
2017-07-27,165147
2017-07-28,157274
2017-07-29,157274
2017-07-30,157274
2017-07-31,157274
2017-08-01,162164
2017-08-02,162164
2017-08-03,162164
2017-08-04,162164
2017-08-05,170130
2017-08-06,170130
2017-08-09,178266
2017-08-10,178266
2017-08-11,178266
2017-08-12,175895
2017-08-13,175895
2017-08-14,175895
2017-08-15,175895
2017-08-17,183804
2017-08-18,183804
2017-08-19,191754
2017-08-20,191754
2017-08-21,191754
2017-08-22,188148
2017-08-23,188148
2017-08-24,188148
2017-08-25,188148
2017-08-26,183891
2017-08-27,183891
2017-08-28,183891
2017-08-29,183891
2017-08-30,176031
2017-08-31,176031
2017-09-01,176031
2017-09-02,167342
2017-09-03,167342
2017-09-04,167342
2017-09-05,159108
2017-09-06,159108
2017-09-07,159108
2017-09-08,159108
2017-09-09,152749
2017-09-10,152749
2017-09-11,152749
2017-09-12,152749
2017-09-13,148127
2017-09-14,148127
2017-09-15,148127
2017-09-16,148127
2017-09-17,144495
2017-09-19,144495
2017-09-20,144495
2017-09-21,140804
2017-09-22,140804
2017-09-23,140804
2017-09-24,140804
2017-09-25,145740
2017-09-26,145740
2017-09-27,145740
2017-09-28,145740
2017-09-29,150310
2017-09-30,150310
2017-10-01,150310
2017-10-02,150310
2017-10-03,153490
2017-10-04,153490
2017-10-05,153490
2017-10-06,153490
2017-10-07,154440
2017-10-08,154440
2017-10-09,154440
2017-10-10,154440
2017-10-11,154440
2017-10-12,150863
2017-10-13,150863
2017-10-14,150863
2017-10-15,150863
2017-10-16,147246
2017-10-17,147246
2017-10-18,147246
2017-10-19,153613
2017-10-20,153613
2017-10-21,153613
2017-10-22,161112
2017-10-23,161112
2017-10-24,161112
2017-10-25,168267
2017-10-26,168267
2017-10-27,168267
2017-10-28,168267
2017-10-29,175181
2017-10-30,175181
2017-10-31,175181
2017-11-01,175181
2017-11-02,179042
2017-11-03,179042
2017-11-04,179042
2017-11-05,179042
2017-11-06,187995
2017-11-07,187995
2017-11-08,187995
2017-11-09,187995
2017-11-10,197106
2017-11-11,197106
2017-11-12,197106
2017-11-13,197106
2017-11-14,197106
2017-11-15,203854
2017-11-16,203854
2017-11-17,203854
2017-11-18,203854
2017-11-19,197481
2017-11-20,197481
2017-11-21,197481
2017-11-22,197481
2017-11-23,187720
2017-11-24,187720
2017-11-25,187720
2017-11-26,187720
2017-11-27,187720
2017-11-28,178334
2017-11-29,178334
2017-11-30,178334
2017-12-01,178334
2017-12-02,169443
2017-12-03,169443
2017-12-04,169443
2017-12-05,169443
2017-12-06,160970
2017-12-07,160970
2017-12-08,160970
2017-12-09,160970
2017-12-10,153062
2017-12-11,153062
2017-12-12,153062
2017-12-13,153062
2017-12-14,145408
2017-12-15,145408
2017-12-16,145408
2017-12-17,145408
2017-12-18,138293
2017-12-19,138293
2017-12-20,138293
2017-12-21,138293
2017-12-22,133737
2017-12-23,133737
2017-12-24,133737
2017-12-25,133737
2017-12-26,133906
2017-12-27,133906
2017-12-28,133906
2017-12-29,133906
2017-12-30,127268
2017-12-31,127268
2018-01-01,127268
2018-01-02,123922
2018-01-03,123922
2018-01-04,123922
2018-01-05,125173
2018-01-06,125173
2018-01-07,125173
2018-01-08,127432
2018-01-09,127432
2018-01-10,127432
2018-01-11,127432
2018-01-12,130706
2018-01-13,130706
2018-01-14,130706
2018-01-15,134201
2018-01-16,134201
2018-01-17,140220
2018-01-18,140220
2018-01-19,140220
2018-01-20,140220
2018-01-21,146656
2018-01-22,146656
2018-01-23,146656
2018-01-24,153866
2018-01-25,153866
2018-01-26,161560
2018-01-27,169443
2018-01-28,177916
2018-01-29,177916
2018-01-30,186812
2018-02-01,205961
2018-02-02,216260
2018-02-03,213463
2018-02-04,224137
2018-02-05,234966
2018-02-06,246715
2018-02-07,258059
2018-02-08,253762
2018-02-09,241883
2018-02-10,229788
2018-02-11,218298
2018-02-12,207383
2018-02-13,197405
2018-02-14,187534
2018-02-15,178157
2018-02-16,169249
2018-02-17,160786
2018-02-18,153018
2018-02-19,145367
2018-02-20,138494
2018-02-21,131569
2018-02-22,131569
2018-02-23,124990
2018-02-24,124990
2018-02-25,118740
2018-02-26,118740
2018-02-27,112803
2018-02-28,112803
2018-03-01,107162
2018-03-02,101854
2018-03-03,96761
2018-03-04,96761
2018-03-05,92215
2018-03-06,92215
2018-03-07,89925
2018-03-08,89925
2018-03-09,87522
2018-03-10,87522
2018-03-11,89198
2018-03-12,89198
2018-03-13,92110
2018-03-14,92110
2018-03-15,93253
2018-03-16,93253
2018-03-17,94648
2018-03-18,94648
2018-03-19,92109
2018-03-20,92109
2018-03-21,89811
2018-03-23,89811
2018-03-24,88884
2018-03-26,86253
2018-03-27,82167
2018-03-28,82167
2018-03-29,83040
2018-03-30,83040
2018-03-31,81614
2018-04-01,81614
2018-04-02,80123
2018-04-03,80123
2018-04-04,81387
2018-04-05,81387
2018-04-06,83138
2018-04-08,84504
2018-04-09,84504
2018-04-10,85928
2018-04-11,85928
2018-04-12,86188
2018-04-13,86188
2018-04-14,86188
2018-04-15,86595
2018-04-16,86595
2018-04-17,86323
2018-04-18,86323
2018-04-19,86323
2018-04-20,85301
2018-04-21,85301
2018-04-22,85194
2018-04-23,85194
2018-04-24,86217
2018-04-25,86217
2018-04-26,86217
2018-04-27,88613
2018-04-28,88613
2018-04-29,91753
2018-04-30,91753
2018-05-01,91825
2018-05-02,91825
2018-05-03,91825
2018-05-04,88173
2018-05-05,88333
2018-05-06,88333
2018-05-07,90833
2018-05-08,90833
2018-05-09,86952
2018-05-10,86952
2018-05-11,82604
2018-05-12,78924
2018-05-13,78924
2018-05-14,76193
2018-05-15,76193
2018-05-16,74588
2018-05-17,74588
2018-05-18,73851
2018-05-19,73851
2018-05-20,74456
2018-05-21,74456
2018-05-22,74820
2018-05-23,77226
2018-05-24,77226
2018-05-25,77226
2018-05-26,80998
2018-05-27,80998
2018-05-28,84979
2018-05-29,84979
2018-05-30,89008
2018-05-31,89008
2018-06-01,89008
2018-06-02,92531
2018-06-03,92531
2018-06-04,92531
2018-06-05,96055
2018-06-06,96055
2018-06-07,94496
2018-06-08,94496
2018-06-09,90250
2018-06-10,90250
2018-06-11,85737
2018-06-12,85737
2018-06-13,82360
2018-06-14,82360
2018-06-15,80882
2018-06-16,80882
2018-06-17,77851
2018-06-18,77851
2018-06-19,75853
2018-06-20,75853
2018-06-21,75853
2018-06-22,74350
2018-06-23,74350
2018-06-24,74350
2018-06-25,74595
2018-06-26,74595
2018-06-27,74595
2018-06-28,75639
2018-06-29,75639
2018-06-30,76323
2018-07-01,76323
2018-07-02,76323
2018-07-03,77558
2018-07-04,77558
2018-07-05,77558
2018-07-06,77871
2018-07-07,77871
2018-07-08,78988
2018-07-09,78988
2018-07-10,78874
2018-07-11,78874
2018-07-12,78874
2018-07-13,79063
2018-07-14,79063
2018-07-15,78785
2018-07-16,78785
2018-07-17,78347
2018-07-18,78347
2018-07-19,78347
2018-07-20,76195
2018-07-21,76195
2018-07-22,74343
2018-07-23,74343
2018-07-24,75509
2018-07-25,75509
2018-07-26,75509
2018-07-27,73963
2018-07-28,73963
2018-07-29,71608
2018-07-30,71608
2018-07-31,69412
2018-08-01,69412
2018-08-02,70717
2018-08-03,70717
2018-08-04,70200
2018-08-05,70200
2018-08-06,70200
2018-08-07,69877
2018-08-08,69877
2018-08-09,70401
2018-08-10,70401
2018-08-11,70401
2018-08-12,69173
2018-08-14,69173
2018-08-16,67456
2018-08-17,67456
2018-08-18,68019
2018-08-19,68019
2018-08-20,66574
2018-08-21,66574
2018-08-22,66574
2018-08-23,67018
2018-08-24,67018
2018-08-25,63976
2018-08-26,63976
2018-08-27,63976
2018-08-28,63159
2018-08-29,63159
2018-08-30,63159
2018-08-31,64712
2018-09-01,64712
2018-09-02,64712
2018-09-03,67010
2018-09-04,67010
2018-09-05,68852
2018-09-06,68852
2018-09-07,68852
2018-09-08,70062
2018-09-09,70062
2018-09-10,70062
2018-09-11,70403
2018-09-12,70403
2018-09-13,70403
2018-09-14,69989
2018-09-15,69989
2018-09-16,69184
2018-09-17,69184
2018-09-18,69184
2018-09-19,67284
2018-09-20,67284
2018-09-21,67284
2018-09-22,66109
2018-09-23,66109
2018-09-24,66109
2018-09-25,66746
2018-09-26,66746
2018-09-27,66746
2018-09-28,65026
2018-09-29,65026
2018-09-30,63429
2018-10-02,63429
2018-10-03,62660
2018-10-04,62660
2018-10-05,62660
2018-10-06,62497
2018-10-07,62497
2018-10-08,62497
2018-10-09,61768
2018-10-10,61768
2018-10-11,63030
2018-10-12,63030
2018-10-13,64452
2018-10-14,64452
2018-10-15,64452
2018-10-16,66053
2018-10-17,66053
2018-10-18,68197
2018-10-19,68197
2018-10-20,68197
2018-10-21,70381
2018-10-22,70381
2018-10-23,72637
2018-10-24,72637
2018-10-25,75403
2018-10-26,75403
2018-10-27,76336
2018-10-28,76336
2018-10-29,78092
2018-10-30,78092
2018-10-31,78092
2018-11-01,79098
2018-11-03,79098
2018-11-04,79392
2018-11-05,79392
2018-11-06,77999
2018-11-07,77999
2018-11-08,77999
2018-11-09,78404
2018-11-10,78404
2018-11-11,77188
2018-11-12,77188
2018-11-13,77233
2018-11-14,77233
2018-11-15,77233
2018-11-16,78160
2018-11-17,78160
2018-11-18,79754
2018-11-19,79754
2018-11-20,80304
2018-11-21,80304
2018-11-22,78665
2018-11-23,78665
2018-11-24,80309
2018-11-25,80309
2018-11-26,81221
2018-11-27,81221
2018-11-28,80331
2018-11-29,80331
2018-12-01,74887
2018-12-02,74887
2018-12-03,73981
2018-12-05,71679
2018-12-07,71636
2018-12-09,71902
2018-12-10,72972
2018-12-11,72972
2018-12-12,74245
2018-12-13,74245
2018-12-14,76751
2018-12-15,76751
2018-12-16,76990
2018-12-17,76990
2018-12-18,78560
2018-12-19,78560
2018-12-20,79657
2018-12-21,79657
2018-12-22,78297
2018-12-23,78500
2018-12-24,78500
2018-12-25,80802
2018-12-26,80802
2018-12-27,84534
2018-12-28,84534
2018-12-29,88659
2018-12-30,88659
2018-12-31,93092
2019-01-01,93092
2019-01-02,96798
2019-01-03,96798
2019-01-04,101012
2019-01-05,106063
2019-01-06,111367
2019-01-08,116936
2019-01-10,122583
2019-01-11,124925
2019-01-12,124925
2019-01-13,120158
2019-01-14,120158
2019-01-15,114742
2019-01-16,114742
2019-01-17,109004
2019-01-18,109004
2019-01-19,103553
2019-01-20,103553
2019-01-21,98394
2019-01-22,98394
2019-01-23,94071
2019-01-24,94071
2019-01-25,91804
2019-01-26,91804
2019-01-27,90718
2019-01-28,90718
2019-01-29,93623
2019-01-30,93623
2019-01-31,96976
2019-02-01,96976
2019-02-02,96222
2019-02-03,93622
2019-02-04,93622
2019-02-05,93568
2019-02-06,93568
2019-02-07,92983
2019-02-08,92983
2019-02-09,93690
2019-02-10,93690
2019-02-11,93248
2019-02-12,93248
2019-02-13,92515
2019-02-14,92515
2019-02-15,90237
2019-02-16,90237
2019-02-17,86237
2019-02-18,86237
2019-02-19,81925
2019-02-20,81925
2019-02-21,79359
2019-02-22,79359
2019-02-23,81674
2019-02-24,81674
2019-02-25,85137
2019-02-26,85137
2019-02-27,85137
2019-02-28,85137
2019-03-01,86878
2019-03-02,86878
2019-03-03,89300
2019-03-04,89300
2019-03-05,90846
2019-03-06,90846
2019-03-07,91008
2019-03-08,91008
2019-03-09,91008
2019-03-10,89856
2019-03-11,89856
2019-03-12,87592
2019-03-13,87592
2019-03-14,86228
2019-03-15,86228
2019-03-16,86228
2019-03-17,87189
2019-03-18,87189
2019-03-19,90464
2019-03-20,90464
2019-03-21,94829
2019-03-22,94829
2019-03-23,95357
2019-03-24,95357
2019-03-25,95368
2019-03-26,95368
2019-03-27,95368
2019-03-28,94054
2019-03-29,93716
2019-03-30,93716
2019-03-31,93716
2019-04-01,94234
2019-04-02,94234
2019-04-03,94234
2019-04-04,93613
2019-04-05,93613
