date_obj,Yew%20shortbow%20(u) price
2015-03-26,136
2015-03-27,136
2015-03-28,136
2015-03-29,136
2015-03-30,136
2015-03-31,137
2015-04-01,137
2015-04-02,137
2015-04-03,137
2015-04-04,137
2015-04-05,137
2015-04-06,137
2015-04-07,141
2015-04-08,141
2015-04-09,141
2015-04-10,141
2015-04-11,141
2015-04-12,141
2015-04-13,141
2015-04-14,141
2015-04-15,148
2015-04-16,148
2015-04-17,148
2015-04-18,148
2015-04-19,148
2015-04-20,148
2015-04-21,148
2015-04-22,148
2015-04-23,155
2015-04-24,155
2015-04-25,155
2015-04-26,155
2015-04-27,155
2015-04-28,155
2015-04-29,155
2015-04-30,155
2015-05-01,162
2015-05-02,162
2015-05-03,162
2015-05-04,162
2015-05-05,162
2015-05-06,162
2015-05-07,162
2015-05-08,162
2015-05-09,171
2015-05-10,171
2015-05-11,171
2015-05-12,171
2015-05-13,171
2015-05-14,171
2015-05-15,171
2015-05-16,171
2015-05-17,180
2015-05-18,180
2015-05-19,180
2015-05-20,180
2015-05-21,180
2015-05-22,180
2015-05-23,180
2015-05-24,180
2015-05-25,180
2015-05-26,189
2015-05-27,189
2015-05-28,189
2015-05-29,189
2015-05-30,189
2015-05-31,198
2015-06-01,198
2015-06-02,198
2015-06-03,198
2015-06-04,198
2015-06-05,198
2015-06-06,206
2015-06-07,206
2015-06-08,206
2015-06-09,206
2015-06-10,206
2015-06-11,206
2015-06-12,206
2015-06-13,216
2015-06-14,216
2015-06-15,216
2015-06-16,216
2015-06-17,216
2015-06-18,216
2015-06-19,219
2015-06-20,219
2015-06-21,219
2015-06-22,219
2015-06-23,219
2015-06-24,219
2015-06-25,219
2015-06-26,227
2015-06-27,227
2015-06-28,227
2015-06-29,227
2015-06-30,227
2015-07-01,227
2015-07-02,227
2015-07-03,237
2015-07-04,237
2015-07-05,237
2015-07-06,237
2015-07-07,237
2015-07-08,237
2015-07-09,237
2015-07-10,237
2015-07-11,247
2015-07-12,247
2015-07-13,247
2015-07-14,247
2015-07-15,247
2015-07-16,247
2015-07-17,247
2015-07-18,247
2015-07-19,247
2015-07-20,247
2015-07-21,247
2015-07-22,247
2015-07-23,247
2015-07-24,247
2015-07-25,251
2015-07-26,251
2015-07-27,251
2015-07-28,251
2015-07-29,251
2015-07-30,251
2015-07-31,251
2015-08-01,256
2015-08-02,256
2015-08-03,256
2015-08-04,256
2015-08-05,256
2015-08-06,256
2015-08-07,262
2015-08-08,262
2015-08-09,262
2015-08-10,262
2015-08-11,262
2015-08-12,262
2015-08-13,263
2015-08-14,263
2015-08-15,263
2015-08-16,263
2015-08-17,263
2015-08-18,263
2015-08-19,263
2015-08-20,263
2015-08-21,263
2015-08-22,263
2015-08-23,263
2015-08-24,263
2015-08-25,263
2015-08-26,266
2015-08-27,266
2015-08-28,266
2015-08-29,266
2015-08-30,266
2015-08-31,266
2015-09-01,267
2015-09-02,267
2015-09-03,267
2015-09-04,267
2015-09-05,267
2015-09-06,267
2015-09-07,267
2015-09-08,270
2015-09-09,270
2015-09-10,270
2015-09-11,270
2015-09-12,270
2015-09-13,270
2015-09-14,270
2015-09-15,279
2015-09-16,279
2015-09-17,279
2015-09-18,279
2015-09-19,279
2015-09-20,279
2015-09-21,279
2015-09-22,283
2015-09-23,283
2015-09-24,283
2015-09-25,283
2015-09-27,283
2015-09-28,283
2015-09-29,286
2015-09-30,286
2015-10-05,286
2015-10-06,294
2015-10-07,294
2015-10-08,294
2015-10-09,294
2015-10-10,294
2015-10-11,294
2015-10-12,294
2015-10-13,289
2015-10-14,289
2015-10-15,289
2015-10-16,289
2015-10-17,289
2015-10-18,289
2015-10-19,289
2015-10-20,288
2015-10-22,288
2015-10-23,288
2015-10-24,288
2015-10-25,288
2015-10-26,288
2015-10-27,285
2015-10-29,285
2015-10-30,285
2015-10-31,285
2015-11-01,285
2015-11-02,285
2015-11-03,278
2015-11-05,278
2015-11-06,278
2015-11-07,278
2015-11-08,278
2015-11-09,278
2015-11-10,276
2015-11-11,276
2015-11-12,276
2015-11-13,276
2015-11-14,276
2015-11-15,276
2015-11-16,279
2015-11-17,279
2015-11-18,279
2015-11-19,279
2015-11-20,279
2015-11-21,279
2015-11-22,289
2015-11-23,289
2015-11-24,289
2015-11-25,289
2015-11-26,289
2015-11-27,289
2015-11-28,290
2015-11-29,290
2015-11-30,290
2015-12-01,290
2015-12-02,290
2015-12-03,290
2015-12-04,284
2015-12-05,284
2015-12-06,284
2015-12-07,284
2015-12-08,284
2015-12-09,278
2015-12-10,278
2015-12-11,278
2015-12-13,278
2015-12-14,278
2015-12-15,274
2015-12-16,274
2015-12-17,274
2015-12-18,274
2015-12-19,274
2015-12-20,270
2015-12-21,270
2015-12-22,270
2015-12-23,270
2015-12-24,270
2015-12-25,269
2015-12-26,269
2015-12-27,269
2015-12-28,269
2015-12-29,269
2015-12-30,273
2015-12-31,273
2016-01-01,273
2016-01-02,273
2016-01-03,273
2016-01-04,276
2016-01-05,276
2016-01-06,276
2016-01-07,276
2016-01-08,276
2016-01-09,276
2016-01-10,276
2016-01-11,276
2016-01-12,276
2016-01-13,276
2016-01-14,276
2016-01-15,274
2016-01-16,274
2016-01-18,274
2016-01-19,274
2016-01-20,276
2016-01-21,276
2016-01-22,276
2016-01-23,276
2016-01-24,276
2016-01-25,276
2016-01-26,271
2016-01-27,271
2016-01-28,271
2016-01-29,271
2016-01-30,271
2016-01-31,280
2016-02-01,280
2016-02-02,280
2016-02-03,280
2016-02-04,280
2016-02-05,280
2016-02-06,287
2016-02-07,287
2016-02-08,287
2016-02-09,287
2016-02-10,287
2016-02-11,287
2016-02-12,295
2016-02-13,295
2016-02-14,295
2016-02-15,295
2016-02-16,295
2016-02-17,299
2016-02-18,299
2016-02-19,299
2016-02-20,299
2016-02-21,299
2016-02-22,299
2016-02-23,298
2016-02-24,298
2016-02-25,298
2016-02-26,298
2016-02-27,298
2016-02-28,298
2016-02-29,298
2016-03-01,298
2016-03-02,298
2016-03-03,298
2016-03-04,298
2016-03-05,298
2016-03-06,302
2016-03-07,302
2016-03-08,302
2016-03-09,302
2016-03-10,302
2016-03-11,302
2016-03-12,303
2016-03-13,303
2016-03-14,303
2016-03-15,303
2016-03-16,303
2016-03-17,303
2016-03-18,294
2016-03-19,294
2016-03-20,294
2016-03-21,294
2016-03-22,294
2016-03-23,294
2016-03-24,291
2016-03-25,291
2016-03-26,291
2016-03-27,291
2016-03-28,291
2016-03-29,291
2016-03-30,291
2016-03-31,291
2016-04-01,291
2016-04-02,291
2016-04-03,294
2016-04-04,294
2016-04-05,294
2016-04-06,294
2016-04-07,294
2016-04-08,287
2016-04-09,287
2016-04-10,287
2016-04-11,287
2016-04-12,287
2016-04-13,287
2016-04-14,288
2016-04-15,288
2016-04-16,288
2016-04-17,288
2016-04-18,288
2016-04-19,282
2016-04-20,282
2016-04-21,282
2016-04-22,282
2016-04-23,282
2016-04-24,282
2016-04-25,275
2016-04-26,275
2016-04-27,275
2016-04-28,275
2016-04-29,275
2016-04-30,275
2016-05-01,273
2016-05-02,273
2016-05-03,273
2016-05-04,273
2016-05-05,273
2016-05-06,277
2016-05-07,277
2016-05-08,277
2016-05-09,277
2016-05-10,277
2016-05-11,271
2016-05-12,271
2016-05-13,271
2016-05-14,271
2016-05-15,269
2016-05-16,269
2016-05-17,269
2016-05-18,269
2016-05-19,269
2016-05-22,265
2016-05-23,265
2016-05-24,265
2016-05-25,264
2016-05-26,264
2016-05-27,264
2016-05-28,264
2016-05-29,269
2016-05-30,269
2016-05-31,269
2016-06-01,269
2016-06-02,269
2016-06-03,269
2016-06-04,275
2016-06-05,275
2016-06-06,275
2016-06-07,275
2016-06-08,275
2016-06-09,278
2016-06-10,278
2016-06-11,278
2016-06-12,278
2016-06-13,277
2016-06-14,277
2016-06-15,277
2016-06-16,277
2016-06-17,271
2016-06-18,271
2016-06-19,271
2016-06-20,271
2016-06-21,271
2016-06-22,267
2016-06-23,267
2016-06-24,267
2016-06-25,267
2016-06-26,267
2016-06-27,260
2016-06-28,260
2016-06-29,260
2016-06-30,260
2016-07-01,255
2016-07-02,255
2016-07-03,255
2016-07-04,255
2016-07-05,255
2016-07-06,251
2016-07-07,251
2016-07-08,251
2016-07-09,251
2016-07-10,251
2016-07-11,251
2016-07-12,251
2016-07-13,251
2016-07-14,251
2016-07-15,251
2016-07-16,251
2016-07-17,251
2016-07-18,251
2016-07-24,260
2016-07-25,260
2016-07-26,260
2016-07-27,260
2016-07-28,260
2016-07-29,259
2016-07-30,259
2016-07-31,259
2016-08-01,259
2016-08-02,259
2016-08-03,259
2016-08-04,259
2016-08-05,259
2016-08-06,259
2016-08-07,259
2016-08-08,259
2016-08-09,262
2016-08-10,262
2016-08-11,262
2016-08-12,262
2016-08-13,262
2016-08-14,262
2016-08-15,257
2016-08-16,257
2016-08-17,257
2016-08-18,257
2016-08-19,257
2016-08-20,257
2016-08-21,260
2016-08-22,260
2016-08-23,260
2016-08-24,260
2016-08-25,260
2016-08-26,260
2016-08-28,260
2016-08-31,260
2016-09-01,260
2016-09-02,260
2016-09-03,258
2016-09-04,258
2016-09-05,258
2016-09-06,258
2016-09-07,258
2016-09-08,258
2016-09-09,258
2016-09-10,253
2016-09-11,253
2016-09-12,253
2016-09-13,253
2016-09-14,253
2016-09-15,253
2016-09-16,246
2016-09-17,246
2016-09-18,246
2016-09-19,246
2016-09-20,246
2016-09-21,246
2016-09-22,235
2016-09-23,235
2016-09-24,235
2016-09-25,235
2016-09-26,235
2016-09-27,225
2016-09-28,225
2016-09-29,225
2016-09-30,225
2016-10-01,225
2016-10-02,217
2016-10-03,217
2016-10-04,217
2016-10-05,217
2016-10-06,217
2016-10-07,217
2016-10-08,215
2016-10-09,215
2016-10-10,215
2016-10-11,215
2016-10-12,215
2016-10-13,212
2016-10-14,212
2016-10-15,212
2016-10-16,212
2016-10-17,212
2016-10-18,209
2016-10-19,209
2016-10-20,209
2016-10-21,209
2016-10-22,209
2016-10-23,213
2016-10-24,213
2016-10-25,213
2016-10-26,213
2016-10-27,213
2016-10-28,213
2016-10-29,218
2016-10-30,218
2016-10-31,218
2016-11-01,218
2016-11-02,218
2016-11-03,218
2016-11-04,223
2016-11-05,223
2016-11-06,223
2016-11-07,223
2016-11-08,223
2016-11-09,225
2016-11-10,225
2016-11-11,225
2016-11-12,225
2016-11-13,225
2016-11-14,225
2016-12-08,245
2016-12-09,245
2016-12-10,244
2016-12-11,244
2016-12-12,244
2016-12-13,244
2016-12-14,246
2016-12-15,246
2016-12-16,246
2016-12-17,246
2016-12-18,246
2016-12-19,250
2016-12-20,250
2016-12-21,250
2016-12-22,250
2016-12-23,255
2016-12-24,255
2016-12-25,255
2016-12-26,255
2016-12-27,264
2016-12-28,264
2016-12-29,264
2016-12-30,264
2016-12-31,272
2017-01-01,272
2017-01-02,272
2017-01-03,272
2017-01-04,279
2017-01-05,279
2017-01-06,279
2017-01-07,279
2017-01-08,280
2017-01-09,280
2017-01-10,280
2017-01-11,280
2017-01-12,282
2017-01-13,282
2017-01-14,282
2017-01-15,282
2017-01-16,283
2017-01-17,283
2017-01-18,283
2017-01-19,283
2017-01-20,283
2017-01-21,290
2017-01-22,290
2017-01-27,289
2017-01-28,289
2017-01-29,285
2017-01-30,285
2017-01-31,285
2017-02-01,285
2017-02-02,275
2017-02-03,275
2017-02-04,275
2017-02-05,275
2017-02-06,267
2017-02-07,267
2017-02-08,267
2017-02-09,267
2017-02-10,266
2017-02-11,266
2017-02-12,266
2017-02-13,266
2017-02-14,268
2017-02-15,268
2017-02-16,268
2017-02-18,268
2017-02-19,270
2017-02-20,270
2017-02-21,270
2017-02-22,270
