date_obj,Rune%20platelegs price
2019-04-05,37934
2019-04-06,37873
2019-04-07,37910
2019-04-08,37917
2019-04-09,37954
2019-04-10,37955
2019-04-11,37947
2019-04-12,37868
2019-04-13,37885
2019-04-14,37912
2019-04-15,37906
2019-04-16,37885
2019-04-17,37933
2019-04-18,37972
2019-04-19,37970
2019-04-20,37878
2019-04-21,37905
2019-04-22,37872
2019-04-23,37911
2019-04-24,37963
2019-04-25,37958
2019-04-26,37933
2019-04-27,37881
2019-04-28,37914
2019-04-29,37948
2019-04-30,37934
2019-05-01,37955
2019-05-02,37949
2019-05-03,37941
2019-05-04,37941
2019-05-05,37934
2019-05-06,37944
2019-05-07,37892
2019-05-08,37929
2019-05-09,37946
2019-05-10,37908
2019-05-11,37929
2019-05-12,37919
2019-05-13,37935
2019-05-14,37958
2019-05-15,37959
2019-05-16,37965
2019-05-17,37945
2019-05-18,37847
2019-05-19,37912
2019-05-20,37917
2019-05-21,37858
2019-05-22,37863
2019-05-23,37907
2019-05-24,37945
2019-05-25,37784
2019-05-26,37711
2019-05-27,37825
2019-05-28,37820
2019-05-29,37827
2019-05-30,37879
2019-05-31,37607
2019-06-01,37566
2019-06-02,37679
2019-06-03,37763
2019-06-04,37861
2019-06-05,37892
2019-06-06,37681
2019-06-07,37592
2019-06-08,37548
2019-06-09,37722
2019-06-10,37824
2019-06-11,37906
2019-06-12,37947
2019-06-13,37979
2019-06-14,38016
2019-06-15,38043
2019-06-16,37988
2019-06-17,37973
2019-06-18,37955
2019-06-19,37973
2019-06-20,37962
2019-06-21,37987
2019-06-22,38048
2019-06-23,37936
2019-06-24,37926
2019-06-25,37924
2019-06-26,37932
2019-06-27,37941
2019-06-28,37951
2019-06-29,37948
2019-06-30,37935
2019-07-01,37965
2019-07-02,37917
2019-07-03,37939
2019-07-04,37927
2019-07-05,37885
2019-07-06,37930
2019-07-07,37934
2019-07-08,37930
2019-07-09,37944
2019-07-10,37949
2019-07-11,37945
2019-07-12,37942
2019-07-13,37934
2019-07-14,37943
2019-07-15,38001
2019-07-16,37990
2019-07-17,37978
2019-07-18,37930
2019-07-19,37941
2019-07-20,37945
2019-07-21,37921
2019-07-22,37919
2019-07-23,37937
2019-07-24,37901
2019-07-25,37933
2019-07-26,38000
2019-07-27,37863
2019-07-28,37782
2019-07-29,37849
2019-07-30,37865
2019-07-31,37848
2019-08-01,37870
2019-08-02,37848
2019-08-03,37838
2019-08-04,37839
2019-08-05,37802
2019-08-06,37863
2019-08-07,37819
2019-08-08,37694
2019-08-09,37718
2019-08-10,37783
2019-08-11,37799
2019-08-12,37735
2019-08-13,37818
2019-08-14,37740
2019-08-15,37832
2019-08-16,37882
2019-08-17,37899
2019-08-18,37913
2019-08-19,37910
2019-08-20,37953
2019-08-21,37850
2019-08-22,37856
2019-08-23,37907
2019-08-24,37880
2019-08-24,37880
2019-08-25,37854
2019-08-25,37854
2019-08-26,37873
2019-08-26,37873
2019-08-27,37914
2019-08-27,37914
2019-08-28,37953
2019-08-29,37963
2019-08-30,37882
2019-08-31,37871
2019-09-01,37894
2019-09-02,37891
2019-09-03,37944
2019-09-04,37934
2019-09-05,37921
2019-09-06,37924
2019-09-07,37889
2019-09-08,37896
2019-09-09,37916
2019-09-10,37942
2019-09-11,37985
2019-09-12,37999
2019-09-13,37938
2019-09-14,37915
2019-09-15,37890
2019-09-16,37942
2019-09-17,37918
2019-09-18,37872
2019-09-19,37924
2019-09-20,37918
2019-09-21,37852
2019-09-22,37839
2019-09-23,37856
2019-09-24,37873
2019-09-25,37891
2019-09-26,37899
2019-09-27,37922
2019-09-28,37857
2019-09-29,37823
2019-09-30,37826
2019-10-01,37844
2019-10-02,37836
2019-10-03,37873
2019-10-04,37781
2019-10-05,37853
2019-10-06,37881
2019-10-07,37889
2019-10-08,37818
2019-10-09,37729
2019-10-10,37796
2019-10-11,37830
2019-10-12,37837
2019-10-13,37807
2019-10-14,37790
2019-10-15,37785
2019-10-16,37832
2019-10-17,37834
2019-10-18,37871
2019-10-19,37865
2019-10-20,37867
2019-10-21,37830
2019-10-22,37858
2019-10-23,37860
2019-10-24,37873
2019-10-25,37906
2019-10-26,37885
2019-10-27,37839
2019-10-28,37845
2019-10-29,37858
2019-10-30,37861
2019-10-31,37877
2019-11-01,37744
2019-11-02,37787
2019-11-03,37857
2019-11-04,37843
2019-11-05,37851
2019-11-06,37769
2019-11-07,37787
2019-11-08,37786
2019-11-09,37825
2019-11-10,37827
2019-11-11,37830
2019-11-12,37838
2019-11-13,37819
2019-11-14,37826
2019-11-15,37847
2019-11-16,37836
2019-11-17,37851
2019-11-18,37818
2019-11-19,37825
2019-11-20,37795
2019-11-21,37823
2019-11-22,37788
2019-11-23,37826
2019-11-24,37818
2019-11-25,37845
2019-11-26,37804
2019-11-27,37774
2019-11-28,37813
2019-11-29,37641
2019-11-30,37694
2019-12-01,37755
2019-12-02,37787
2019-12-03,37797
2019-12-04,37809
2019-12-05,37817
2019-12-06,37794
2019-12-07,37749
2019-12-08,37786
2019-12-09,37809
2019-12-10,37825
2019-12-11,37781
2019-12-12,37823
2019-12-13,37824
2019-12-14,37739
2019-12-15,37793
2019-12-16,37814
2019-12-17,37827
2019-12-18,37843
2019-12-19,37826
2019-12-20,37817
2019-12-21,37802
2019-12-22,37810
2019-12-23,37903
2019-12-24,37851
2019-12-25,37845
2019-12-26,37850
2019-12-27,37816
2019-12-28,37787
2019-12-29,37844
2019-12-30,37840
2019-12-31,37824
2020-01-01,37797
2020-01-02,37818
2020-01-03,37828
2020-01-04,37816
2020-01-05,37788
2020-01-06,37801
2020-01-07,37820
2020-01-08,37818
2020-01-09,37789
2020-01-10,37840
2020-01-11,37937
2020-01-12,37865
2020-01-13,37821
2020-01-14,37831
2020-01-15,37835
2020-01-16,37806
2020-01-17,37795
2020-01-18,37770
2020-01-19,37793
2020-01-20,37816
2020-01-21,37847
2020-01-22,37825
2020-01-23,37838
2020-01-24,37837
2020-01-25,37831
2020-01-26,37805
2020-01-27,37766
2020-01-28,37736
2020-01-29,37777
2020-01-30,37825
2020-01-31,37861
2020-02-01,37828
2020-02-02,37825
2020-02-03,37756
2020-02-04,37773
2020-02-05,37790
2020-02-06,37780
2020-02-07,37730
2020-02-08,37696
2020-02-09,37751
2020-02-10,37758
2020-02-11,37793
2020-02-12,37810
2020-02-13,37807
2020-02-14,37764
2020-02-15,37790
2020-02-16,37774
2020-02-17,37818
2020-02-18,37831
2020-02-19,37813
2020-02-20,37760
2020-02-21,37759
2020-02-22,37811
2020-02-23,37828
2020-02-24,37827
2020-02-25,37813
2020-02-26,37831
2020-02-27,37838
2020-02-28,37815
2020-02-29,37813
2020-03-01,37782
2020-03-02,37811
2020-03-03,37829
2020-03-04,37818
2020-03-05,37832
2020-03-06,37810
2020-03-07,37890
2020-03-08,37862
2020-03-09,37842
2020-03-10,37860
2020-03-11,37872
2020-03-12,37906
2020-03-13,37872
2020-03-14,37969
2020-03-15,37836
2020-03-16,37913
2020-03-17,37790
2020-03-18,37850
2020-03-19,37815
2020-03-20,37848
2020-03-21,37837
2020-03-22,37860
2020-03-23,37841
2020-03-24,37877
2020-03-25,37928
2020-03-26,37851
2020-03-27,37864
2020-03-28,37830
2020-03-29,37864
2020-03-30,37867
2020-03-31,37871
2020-04-01,37874
2020-04-02,37875
2020-04-03,37831
2020-04-04,37888
2020-04-05,37887
2020-04-06,37842
2020-04-07,37856
2020-04-08,37875
2020-04-09,37880
2020-04-10,37871
2020-04-11,37858
2020-04-12,37867
2020-04-13,37852
2020-04-14,37791
2020-04-15,37831
2020-04-16,37856
2020-04-17,37867
2020-04-18,37854
2020-04-19,37849
2020-04-20,37919
2020-04-21,37892
2020-04-22,37926
2020-04-23,37846
2020-04-24,37854
2020-04-25,37910
2020-04-26,37851
2020-04-27,37815
2020-04-28,37821
2020-04-29,37859
2020-04-30,37819
2020-05-01,37844
2020-05-02,37845
2020-05-03,37854
2020-05-04,37862
2020-05-05,37855
2020-05-06,37871
2020-05-07,37850
2020-05-08,37886
2020-05-09,37872
2020-05-10,37875
2020-05-11,37878
2020-05-12,37856
2020-05-13,37881
