date_obj,Black%20cavalier price
2016-06-10,38896
2016-06-11,38896
2016-06-12,40352
2016-06-13,40352
2016-06-14,42017
2016-06-15,42017
2016-06-16,43329
2016-06-17,44042
2016-06-18,44042
2016-06-19,45536
2016-06-20,45536
2016-06-21,47526
2016-06-22,47526
2016-06-23,49613
2016-06-24,49613
2016-06-25,50853
2016-06-26,50853
2016-06-27,51412
2016-06-28,51412
2016-06-29,53137
2016-06-30,53137
2016-07-01,52935
2016-07-02,52935
2016-07-03,52935
2016-07-04,50981
2016-07-05,50981
2016-07-06,49236
2016-07-07,49236
2016-07-08,46774
2016-07-09,46774
2016-07-10,45416
2016-07-11,45416
2016-07-12,44308
2016-07-13,44308
2016-07-14,42827
2016-07-15,42827
2016-07-16,43344
2016-07-17,43344
2016-07-18,44417
2016-07-23,46304
2016-07-24,46304
2016-07-25,46727
2016-07-26,46727
2016-07-27,46727
2016-07-28,46045
2016-07-29,46045
2016-07-30,44300
2016-07-31,44300
2016-08-01,44300
2016-08-02,42131
2016-08-03,42131
2016-08-04,42131
2016-08-05,40119
2016-08-06,40119
2016-08-07,38931
2016-08-08,38931
2016-08-09,37953
2016-08-10,37953
2016-08-11,37953
2016-08-12,37304
2016-08-13,37304
2016-08-14,37304
2016-08-15,36230
2016-08-16,36230
2016-08-17,36230
2016-08-18,35847
2016-08-19,35847
2016-08-20,35703
2016-08-21,35703
2016-08-22,35703
2016-08-23,35983
2016-08-24,35983
2016-08-25,35983
2016-08-26,36661
2016-08-28,36243
2016-08-31,36136
2016-09-01,36136
2016-09-02,36136
2016-09-03,35101
2016-09-04,35101
2016-09-05,34077
2016-09-06,34077
2016-09-07,33245
2016-09-08,33245
2016-09-09,33245
2016-09-10,33063
2016-09-11,33063
2016-09-12,33063
2016-09-13,32648
2016-09-14,32648
2016-09-15,32648
2016-09-16,32113
2016-09-17,32113
2016-09-18,31316
2016-09-19,31316
2016-09-20,31316
2016-09-21,30403
2016-09-22,30403
2016-09-23,30338
2016-09-24,30338
2016-09-25,30338
2016-09-26,30139
2016-09-27,30139
2016-09-28,30619
2016-09-29,30619
2016-09-30,30619
2016-10-01,30838
2016-10-02,30838
2016-10-03,30838
2016-10-04,31388
2016-10-05,31388
2016-10-06,31388
2016-10-07,31744
2016-10-08,31744
2016-10-09,32172
2016-10-10,32172
2016-10-11,32172
2016-10-12,32450
2016-10-13,32450
2016-10-14,32068
2016-10-15,32068
2016-10-16,32068
2016-10-17,31393
2016-10-18,31393
2016-10-19,31393
2016-10-20,31494
2016-10-21,31494
2016-10-22,31318
2016-10-23,31318
2016-10-24,30454
2016-10-25,30454
2016-10-26,30454
2016-10-27,30229
2016-10-28,30229
2016-10-29,30356
2016-10-30,30356
2016-10-31,29935
2016-11-01,29935
2016-11-02,29935
2016-11-03,29849
2016-11-04,29849
2016-11-05,29849
2016-11-06,30565
2016-11-07,30565
2016-11-08,30565
2016-11-09,30908
2016-11-10,30908
2016-11-11,30908
2016-11-12,30916
2016-11-13,30916
2016-11-14,30916
2016-11-15,30812
2016-12-07,27238
2016-12-08,26869
2016-12-09,26869
2016-12-10,26869
2016-12-11,26839
2016-12-12,26839
2016-12-13,26839
2016-12-14,27022
2016-12-15,27022
2016-12-16,27022
2016-12-17,26754
2016-12-18,26754
2016-12-19,26754
2016-12-20,26471
2016-12-21,26471
2016-12-22,26471
2016-12-23,26145
2016-12-24,26145
2016-12-25,26145
2016-12-26,26545
2016-12-27,26545
2016-12-28,26887
2016-12-29,26887
2016-12-30,27230
2016-12-31,27230
2017-01-01,27450
2017-01-02,27450
2017-01-03,27404
2017-01-04,27404
2017-01-05,27659
2017-01-06,27659
2017-01-07,28157
2017-01-08,28157
2017-01-09,28094
2017-01-10,28094
2017-01-11,28533
2017-01-12,28533
2017-01-13,28859
2017-01-14,28859
2017-01-15,28896
2017-01-16,28896
2017-01-17,28804
2017-01-18,28804
2017-01-19,29049
2017-01-20,29049
2017-01-21,29126
2017-01-22,29126
2017-01-23,29277
2017-01-27,30551
2017-01-28,30551
2017-01-29,30428
2017-01-30,30428
2017-01-31,30428
2017-02-01,30313
2017-02-02,30313
2017-02-03,30168
2017-02-04,30168
2017-02-05,30052
2017-02-06,30052
2017-02-07,29910
2017-02-08,29910
2017-02-09,30044
2017-02-10,30044
2017-02-11,29811
2017-02-12,29811
2017-02-13,29015
2017-02-14,29015
2017-02-15,28631
2017-02-16,28631
2017-02-18,28343
2017-02-19,27788
2017-02-20,27788
2017-02-21,27420
2017-02-22,27420
2017-02-23,26239
2017-02-24,26239
2017-02-25,25072
2017-02-26,25072
2017-02-27,24783
2017-02-28,24783
2017-03-01,24703
2017-03-02,24703
2017-03-03,24785
2017-03-04,24785
2017-03-05,24589
2017-03-06,24589
2017-03-07,24415
2017-03-08,24415
2017-03-09,24415
2017-03-10,24418
2017-03-11,24418
2017-03-12,24807
2017-03-13,24807
2017-03-14,24341
2017-03-15,24341
2017-03-16,23769
2017-03-17,23769
2017-03-18,24010
2017-03-19,24010
2017-03-20,23573
2017-03-21,23573
2017-03-22,23150
2017-03-23,23150
2017-03-24,22841
2017-03-25,22841
2017-03-26,23252
2017-03-27,23252
2017-03-28,23590
2017-03-29,23590
2017-03-30,23673
2017-03-31,23673
2017-04-01,23805
2017-04-02,23805
2017-04-03,23909
2017-04-04,23909
2017-04-12,24469
2017-04-13,24760
2017-04-14,24760
2017-04-15,24376
2017-04-16,24376
2017-04-17,24362
2017-04-18,24362
2017-04-19,24339
2017-04-20,24339
2017-04-21,24396
2017-04-22,24396
2017-04-23,24455
2017-04-24,24455
2017-04-25,24211
2017-04-26,24211
2017-04-27,24211
2017-04-28,24470
2017-04-29,24470
2017-04-30,25508
2017-05-01,25508
2017-05-02,25742
2017-05-03,25742
2017-05-04,26293
2017-05-05,26293
2017-05-06,26567
2017-05-07,26567
2017-05-08,26851
2017-05-09,26851
2017-05-10,27694
2017-05-11,27694
2017-05-12,28528
2017-05-13,28528
2017-05-14,28856
2017-05-15,28856
2017-05-16,28743
2017-05-17,28743
2017-05-18,29219
2017-05-19,29219
2017-05-20,29800
2017-05-21,29800
2017-05-22,29800
2017-05-23,30009
2017-05-24,30009
2017-05-25,29799
2017-05-26,29799
2017-05-27,29925
2017-05-28,29925
2017-05-29,29969
2017-05-30,29969
2017-05-31,29830
2017-06-01,29830
2017-06-02,30085
2017-06-03,30085
2017-06-04,29458
2017-06-05,29458
2017-06-06,29381
2017-06-07,29381
2017-06-08,29261
2017-06-09,29261
2017-06-10,29086
2017-06-11,29086
2017-06-12,28750
2017-06-13,28750
2017-06-14,28512
2017-06-15,28512
2017-06-16,27684
2017-06-17,27684
2017-06-18,26959
2017-06-19,26959
2017-06-20,26959
2017-06-21,26763
2017-06-22,26763
2017-06-23,26763
2017-06-24,26454
2017-06-25,26454
2017-06-26,26252
2017-06-27,26252
2017-06-28,26361
2017-06-29,26361
2017-06-30,26114
2017-07-01,26114
2017-07-02,26114
2017-07-03,25913
2017-07-04,25913
2017-07-05,25913
2017-07-06,25196
2017-07-07,25196
2017-07-08,25196
2017-07-13,24579
2017-07-14,24176
2017-07-15,24176
2017-07-16,24176
2017-07-17,24028
2017-07-18,24028
2017-07-19,24028
2017-07-20,23966
2017-07-21,23966
2017-07-22,24386
2017-07-23,24386
2017-07-24,25085
2017-07-25,25085
2017-07-26,25384
2017-07-27,25384
2017-07-28,25845
2017-07-29,25845
2017-07-30,25945
2017-07-31,25945
2017-08-01,25945
2017-08-02,25738
2017-08-03,25738
2017-08-04,25738
2017-08-05,25335
2017-08-06,25335
2017-08-07,25335
2017-08-08,25213
2017-08-09,25213
2017-08-10,24747
2017-08-11,24747
2017-08-12,24747
2017-08-13,24457
2017-08-14,24457
2017-08-15,24976
2017-08-16,24976
2017-08-17,24626
2017-08-18,24626
2017-08-19,24626
2017-08-20,23912
2017-08-21,23912
2017-08-22,24031
2017-08-23,24031
2017-08-24,24031
2017-08-25,24019
2017-08-26,24019
2017-08-27,24108
2017-08-28,24108
2017-08-29,24108
2017-08-30,24356
2017-08-31,24356
2017-09-01,24356
2017-09-02,24674
2017-09-03,24674
2017-09-04,24674
2017-09-05,24484
2017-09-06,24484
2017-09-07,25030
2017-09-08,25030
2017-09-09,25941
2017-09-10,25941
2017-09-11,26134
2017-09-12,26134
2017-09-13,26134
2017-09-14,26850
2017-09-15,26850
2017-09-16,26850
2017-09-17,27247
2017-09-18,27247
2017-09-19,27247
2017-09-20,27268
2017-09-22,27066
2017-09-23,27066
2017-09-24,27066
2017-09-25,26776
2017-09-26,26776
2017-09-27,26776
2017-09-28,26712
2017-09-29,26712
2017-09-30,26712
2017-10-01,26553
2017-10-02,26553
2017-10-03,26553
2017-10-04,25572
2017-10-05,25572
2017-10-06,24879
2017-10-07,24879
2017-10-08,25081
2017-10-09,25081
2017-10-10,25067
2017-10-11,25067
2017-10-12,25067
2017-10-13,25223
2017-10-14,25223
2017-10-15,25223
2017-10-16,25394
2017-10-17,25394
2017-10-18,25394
2017-10-19,25593
2017-10-20,25593
2017-10-21,25593
2017-10-22,26147
2017-10-23,26147
2017-10-24,26147
2017-10-25,26625
2017-10-26,26625
2017-10-27,26625
2017-10-28,26865
2017-10-29,26865
2017-10-30,27059
2017-10-31,27059
2017-11-01,27059
2017-11-02,27001
2017-11-03,27001
2017-11-04,26911
2017-11-05,26911
2017-11-06,26911
2017-11-07,26655
2017-11-08,26655
2017-11-09,26527
2017-11-10,26527
2017-11-11,26527
2017-11-12,26908
2017-11-13,26908
2017-11-14,26908
2017-11-15,27359
2017-11-16,27359
2017-11-17,27291
2017-11-18,27291
2017-11-19,27291
2017-11-20,26954
2017-11-21,26954
2017-11-22,26954
2017-11-23,26767
2017-11-24,26767
2017-11-25,26767
2017-11-26,25991
2017-11-27,25991
2017-11-28,25991
2017-11-29,25506
2017-11-30,25506
2017-12-01,25316
2017-12-02,25316
2017-12-03,25316
2017-12-04,25036
2017-12-05,25036
2017-12-06,24611
2017-12-07,24611
2017-12-08,24611
2017-12-09,24134
2017-12-10,24134
2017-12-11,23579
2017-12-12,23579
2017-12-13,23579
2017-12-14,23527
2017-12-15,23527
2017-12-16,23527
2017-12-17,23187
2017-12-18,23187
2017-12-19,23472
2017-12-20,23472
2017-12-21,23445
2017-12-22,23445
2017-12-23,23445
2017-12-24,23630
2017-12-25,23630
2017-12-26,23630
2017-12-27,23846
2017-12-28,23846
2017-12-29,23846
2017-12-30,23736
2017-12-31,23736
2018-01-01,23736
2018-01-02,23580
2018-01-03,23580
2018-01-04,23580
2018-01-05,23427
2018-01-06,23427
2018-01-07,23588
2018-01-08,23588
2018-01-09,23251
2018-01-10,23251
2018-01-11,23251
2018-01-12,22794
2018-01-13,22794
2018-01-14,22350
2018-01-15,22350
2018-01-16,22391
2018-01-17,22391
2018-01-18,22428
2018-01-19,22428
2018-01-20,22463
2018-01-21,22463
2018-01-22,22859
2018-01-23,22859
2018-01-24,23486
2018-01-25,23486
2018-01-26,24615
2018-01-27,25260
2018-01-28,26076
2018-01-29,27003
2018-01-30,27103
2018-01-31,27764
2018-02-01,27764
2018-02-02,28593
2018-02-03,28602
2018-02-04,28965
2018-02-05,28965
2018-02-06,29391
2018-02-07,29212
2018-02-08,29212
2018-02-09,28489
2018-02-10,28489
2018-02-11,27883
2018-02-12,27541
2018-02-13,27541
2018-02-14,27280
2018-02-15,26789
2018-02-16,26118
2018-02-17,25906
2018-02-18,25966
2018-02-19,26330
2018-02-20,26330
2018-02-21,26716
2018-02-22,26716
2018-02-23,27092
2018-02-24,27092
2018-02-25,27390
2018-02-26,27923
2018-02-27,28426
2018-02-28,28426
2018-03-01,28736
2018-03-02,29420
2018-03-03,29450
2018-03-04,29450
2018-03-05,29075
2018-03-06,29782
2018-03-07,29840
2018-03-08,29840
2018-03-09,29753
2018-03-10,29753
2018-03-11,29279
2018-03-12,28908
2018-03-13,28908
2018-03-14,28767
2018-03-15,28767
2018-03-16,28460
2018-03-17,28096
2018-03-18,27785
2018-03-19,27785
2018-03-20,27719
2018-03-21,27588
2018-03-22,27588
2018-03-23,26353
2018-03-24,25905
2018-03-25,25773
2018-03-26,25773
2018-03-27,26085
2018-03-28,26085
2018-03-29,26511
2018-03-30,26511
2018-03-31,26505
2018-04-01,26505
2018-04-02,26326
2018-04-03,26183
2018-04-04,26183
2018-04-05,26109
2018-04-06,26188
2018-04-07,26188
2018-04-08,26072
2018-04-09,26218
2018-04-10,26218
2018-04-11,26228
2018-04-12,26403
2018-04-13,26403
2018-04-14,26529
2018-04-15,26264
2018-04-16,26264
2018-04-17,26385
2018-04-18,26385
2018-04-19,26216
2018-04-20,25866
2018-04-21,25711
2018-04-22,25711
2018-04-23,25756
2018-04-24,25661
2018-04-25,25661
2018-04-26,25779
2018-04-27,25480
2018-04-28,25480
2018-04-29,25577
2018-04-30,25558
2018-05-01,25558
2018-05-02,25628
2018-05-03,25628
2018-05-04,25894
2018-05-05,26482
2018-05-06,26482
2018-05-07,26462
2018-05-08,26462
2018-05-09,26332
2018-05-10,26332
2018-05-11,26221
2018-05-12,25600
2018-05-13,25600
2018-05-14,25336
2018-05-15,25336
2018-05-16,24944
2018-05-17,24944
2018-05-18,24420
2018-05-19,23689
2018-05-20,23689
2018-05-21,23150
2018-05-22,23150
2018-05-23,23318
2018-05-24,23318
2018-05-25,22896
2018-05-26,22292
2018-05-27,22292
2018-05-28,21418
2018-05-29,21194
2018-05-30,21194
2018-05-31,21436
2018-06-01,21436
2018-06-02,21015
2018-06-03,21015
2018-06-04,20187
2018-06-05,19842
2018-06-06,19633
2018-06-07,19633
2018-06-08,19507
2018-06-09,19507
2018-06-10,19248
2018-06-11,19248
2018-06-12,19524
2018-06-13,19702
2018-06-14,19794
2018-06-15,19794
2018-06-16,19221
2018-06-17,19791
2018-06-18,19791
2018-06-19,19883
2018-06-20,19883
2018-06-21,19656
2018-06-22,19356
2018-06-23,19356
2018-06-24,19469
2018-06-25,19469
2018-06-26,20009
2018-06-27,20009
2018-06-28,20723
2018-06-29,21060
2018-06-30,21060
2018-07-01,21046
2018-07-02,21046
2018-07-03,20606
2018-07-04,20606
2018-07-05,20195
2018-07-06,20031
2018-07-07,20031
2018-07-08,19984
2018-07-09,20008
2018-07-10,20008
2018-07-11,20016
2018-07-12,20016
2018-07-13,19885
2018-07-14,19737
2018-07-15,19737
2018-07-16,19627
2018-07-17,19589
2018-07-18,19589
2018-07-19,19392
2018-07-20,19605
2018-07-21,19674
2018-07-22,19667
2018-07-23,19521
2018-07-24,19521
2018-07-25,19611
2018-07-26,19983
2018-07-27,19976
2018-07-28,19976
2018-07-29,19969
2018-07-30,19859
2018-07-31,19716
2018-08-01,19716
2018-08-02,19901
2018-08-03,19901
2018-08-04,20101
2018-08-05,20256
2018-08-06,20273
2018-08-07,20449
2018-08-08,20925
2018-08-09,20925
2018-08-10,21444
2018-08-11,21953
2018-08-12,22454
2018-08-14,23516
2018-08-16,23836
2018-08-17,23630
2018-08-18,23630
2018-08-19,23621
2018-08-20,23511
2018-08-21,23511
2018-08-22,23679
2018-08-23,23854
2018-08-24,23428
2018-08-25,22873
2018-08-26,22873
2018-08-27,23215
2018-08-28,23367
2018-08-29,24208
2018-08-30,25134
2018-08-31,25778
2018-09-01,25553
2018-09-02,25965
2018-09-03,25675
2018-09-04,25899
2018-09-05,26192
2018-09-06,26192
2018-09-07,26973
2018-09-08,27278
2018-09-09,27278
2018-09-10,27649
2018-09-11,27649
2018-09-12,27661
2018-09-13,27661
2018-09-14,27918
2018-09-15,27675
2018-09-16,27675
2018-09-17,27561
2018-09-18,26958
2018-09-19,26958
2018-09-20,26445
2018-09-21,26445
2018-09-22,25122
2018-09-23,24477
2018-09-24,24414
2018-09-25,24414
2018-09-26,23950
2018-09-27,23950
2018-09-28,23729
2018-09-29,23729
2018-09-30,23666
2018-10-01,24367
2018-10-02,24367
2018-10-03,25423
2018-10-04,25423
2018-10-05,26174
2018-10-06,27296
2018-10-07,27296
2018-10-08,27844
2018-10-09,28407
2018-10-10,28994
2018-10-11,28994
2018-10-12,29219
2018-10-13,29175
2018-10-14,29175
2018-10-15,28473
2018-10-16,28739
2018-10-17,28701
2018-10-18,28608
2018-10-19,28775
2018-10-20,28775
2018-10-21,28736
2018-10-22,28154
2018-10-23,28154
2018-10-24,26746
2018-10-25,26428
2018-10-26,26428
2018-10-27,26048
2018-10-28,26179
2018-10-29,26179
2018-10-30,27018
2018-10-31,27825
2018-11-01,29032
2018-11-03,31269
2018-11-04,32762
2018-11-05,34335
2018-11-06,35723
2018-11-07,37356
2018-11-08,39224
2018-11-09,41025
2018-11-10,43064
2018-11-11,45034
2018-11-12,47251
2018-11-13,49614
2018-11-15,54295
2018-11-16,56968
2018-11-17,59624
2018-11-18,60340
2018-11-19,60366
2018-11-20,62625
2018-11-21,64892
2018-11-22,67960
2018-11-23,70411
2018-11-24,72696
2018-11-25,74999
2018-11-26,77151
2018-11-27,79710
2018-11-28,77166
2018-11-29,73307
2018-12-01,66181
2018-12-02,63646
2018-12-03,63646
2018-12-04,60847
2018-12-05,57980
2018-12-07,52406
2018-12-09,48088
2018-12-10,47624
2018-12-11,46801
2018-12-12,46343
2018-12-13,44033
2018-12-14,42104
2018-12-15,40476
2018-12-16,39214
2018-12-17,38471
2018-12-18,38355
2018-12-19,37893
2018-12-20,37168
2018-12-21,36259
2018-12-22,35540
2018-12-23,34716
2018-12-24,33876
2018-12-25,33854
2018-12-26,34010
2018-12-27,34383
2018-12-28,34272
2018-12-29,34079
2018-12-30,33842
2018-12-31,34664
2019-01-01,33965
2019-01-02,33441
2019-01-03,32832
2019-01-04,32175
2019-01-05,31604
2019-01-06,31167
2019-01-08,30068
2019-01-10,29781
2019-01-11,28973
2019-01-12,27919
2019-01-13,26895
2019-01-14,26759
2019-01-15,26656
2019-01-16,26229
2019-01-17,25560
2019-01-18,24841
2019-01-19,24197
2019-01-20,23480
2019-01-21,22979
2019-01-22,22396
2019-01-23,22170
2019-01-24,21986
2019-01-25,22001
2019-01-26,21795
2019-01-27,21236
2019-01-28,20864
2019-01-29,21047
2019-01-30,20933
2019-01-31,20933
2019-02-01,21017
2019-02-02,21480
2019-02-03,21230
2019-02-04,21230
2019-02-05,21289
2019-02-06,21289
2019-02-07,21189
2019-02-08,21201
2019-02-09,20995
2019-02-10,21031
2019-02-11,20787
2019-02-12,20815
2019-02-13,20977
2019-02-14,20977
2019-02-15,20655
2019-02-16,20634
2019-02-17,20656
2019-02-18,20388
2019-02-19,19957
2019-02-20,20052
2019-02-21,20014
2019-02-22,20020
2019-02-23,19877
2019-02-24,20019
2019-02-25,20152
2019-02-26,20791
2019-02-27,20728
2019-02-28,20728
2019-03-01,20437
2019-03-02,20072
2019-03-03,19943
2019-03-04,19903
2019-03-05,19626
2019-03-06,19166
2019-03-07,18949
2019-03-08,18949
2019-03-09,18807
2019-03-10,18830
2019-03-11,18908
2019-03-12,19015
2019-03-13,19015
2019-03-14,19192
2019-03-15,19192
2019-03-16,19631
2019-03-17,19807
2019-03-18,19807
2019-03-19,19880
2019-03-20,19316
2019-03-21,19077
2019-03-22,19077
