date_obj,Red%20beret price
2015-08-20,18916
2015-08-21,19161
2015-08-22,19161
2015-08-23,19161
2015-08-24,19051
2015-08-25,19051
2015-08-26,19051
2015-08-27,19051
2015-08-28,18826
2015-08-29,18826
2015-08-30,18826
2015-08-31,18876
2015-09-01,18876
2015-09-02,18876
2015-09-03,18876
2015-09-04,18969
2015-09-05,18969
2015-09-06,18969
2015-09-07,18969
2015-09-08,19469
2015-09-09,19469
2015-09-10,19469
2015-09-11,19469
2015-09-12,19316
2015-09-13,19316
2015-09-14,19316
2015-09-15,20044
2015-09-16,20044
2015-09-17,20044
2015-09-18,20492
2015-09-19,20492
2015-09-20,20492
2015-09-21,20492
2015-09-22,20047
2015-09-23,20047
2015-09-24,20047
2015-09-25,20047
2015-09-27,19297
2015-09-28,19297
2015-09-29,19459
2015-09-30,19459
2015-10-05,19708
2015-10-06,19641
2015-10-07,19641
2015-10-08,19641
2015-10-09,19333
2015-10-10,19333
2015-10-11,19333
2015-10-12,18934
2015-10-13,18934
2015-10-14,18934
2015-10-15,18132
2015-10-16,18132
2015-10-17,18132
2015-10-18,18132
2015-10-19,17543
2015-10-20,17543
2015-10-22,17543
2015-10-23,17781
2015-10-24,17781
2015-10-25,17781
2015-10-26,17903
2015-10-27,17903
2015-10-29,17903
2015-10-30,17533
2015-10-31,17533
2015-11-01,17533
2015-11-02,17533
2015-11-03,17533
2015-11-04,17822
2015-11-05,17822
2015-11-06,17822
2015-11-07,17487
2015-11-08,17487
2015-11-09,17487
2015-11-10,17487
2015-11-11,17810
2015-11-12,17810
2015-11-13,17810
2015-11-14,17810
2015-11-15,17688
2015-11-16,17688
2015-11-17,17688
2015-11-18,17688
2015-11-19,17688
2015-11-20,18278
2015-11-21,18278
2015-11-22,18278
2015-11-23,18278
2015-11-24,18243
2015-11-25,18243
2015-11-26,18243
2015-11-27,18308
2015-11-28,18308
2015-11-29,18308
2015-11-30,18662
2015-12-01,18662
2015-12-02,18662
2015-12-03,19452
2015-12-04,19452
2015-12-05,19452
2015-12-06,19452
2015-12-07,19709
2015-12-08,19709
2015-12-09,19709
2015-12-10,20130
2015-12-11,20130
2015-12-12,20130
2015-12-13,20676
2015-12-14,20676
2015-12-15,20676
2015-12-16,20951
2015-12-17,20951
2015-12-18,20951
2015-12-19,20951
2015-12-20,20821
2015-12-21,20821
2015-12-22,20821
2015-12-23,20821
2015-12-24,21469
2015-12-25,21469
2015-12-26,21469
2015-12-27,21469
2015-12-28,22127
2015-12-29,22127
2015-12-30,22127
2015-12-31,22789
2016-01-01,22789
2016-01-02,22789
2016-01-03,22789
2016-01-04,22155
2016-01-05,22155
2016-01-06,22155
2016-01-07,22155
2016-01-08,21054
2016-01-09,21054
2016-01-10,21054
2016-01-11,20174
2016-01-12,20174
2016-01-13,20174
2016-01-14,19272
2016-01-15,19272
2016-01-16,19272
2016-01-17,19272
2016-01-18,18308
2016-01-19,18308
2016-01-20,18308
2016-01-21,18308
2016-01-22,17584
2016-01-23,17584
2016-01-24,17584
2016-01-25,16864
2016-01-26,16864
2016-01-27,16864
2016-01-28,16727
2016-01-29,16727
2016-01-30,16727
2016-01-31,16557
2016-02-01,16557
2016-02-02,16557
2016-02-03,16284
2016-02-04,16284
2016-02-05,16284
2016-02-06,16284
2016-02-07,15880
2016-02-08,15880
2016-02-09,15880
2016-02-10,15467
2016-02-11,15467
2016-02-12,15467
2016-02-13,15441
2016-02-14,15441
2016-02-15,15441
2016-02-16,15229
2016-02-17,15229
2016-02-18,15229
2016-02-19,15229
2016-02-20,14609
2016-02-21,14609
2016-02-22,14609
2016-02-23,14779
2016-02-24,14779
2016-02-25,14779
2016-02-26,14788
2016-02-27,14788
2016-02-28,14788
2016-02-29,14551
2016-03-01,14551
2016-03-02,14551
2016-03-03,14284
2016-03-04,14284
2016-03-05,14284
2016-03-06,13693
2016-03-07,13693
2016-03-08,13693
2016-03-09,13693
2016-03-10,13211
2016-03-11,13211
2016-03-12,13276
2016-03-13,13276
2016-03-14,13276
2016-03-15,13276
2016-03-16,13265
2016-03-17,13265
2016-03-18,13265
2016-03-19,13508
2016-03-20,13508
2016-03-21,13508
2016-03-22,13508
2016-03-23,13645
2016-03-24,13645
2016-03-25,13645
2016-03-26,13994
2016-03-27,13994
2016-03-28,13994
2016-03-29,13886
2016-03-30,13886
2016-03-31,13886
2016-04-01,13886
2016-04-02,13468
2016-04-03,13468
2016-04-04,13468
2016-04-05,13433
2016-04-06,13433
2016-04-07,13433
2016-04-08,13465
2016-04-09,13465
2016-04-10,13618
2016-04-11,13618
2016-04-12,13618
2016-04-13,13618
2016-04-14,13885
2016-04-15,13885
2016-04-16,13885
2016-04-17,14111
2016-04-18,14111
2016-04-19,14182
2016-04-20,14182
2016-04-21,14182
2016-04-22,14182
2016-04-23,14677
2016-04-24,14677
2016-04-25,14677
2016-04-26,14718
2016-04-27,14718
2016-04-28,14718
2016-04-29,14908
2016-04-30,14908
2016-05-01,14908
2016-05-02,15259
2016-05-03,15259
2016-05-04,15908
2016-05-05,15908
2016-05-06,15908
2016-05-07,16410
2016-05-08,16410
2016-05-09,16410
2016-05-10,16867
2016-05-11,16867
2016-05-12,16867
2016-05-13,16867
2016-05-14,17273
2016-05-15,17273
2016-05-16,17273
2016-05-17,17578
2016-05-18,17578
2016-05-19,17578
2016-05-22,17990
2016-05-23,18374
2016-05-24,18374
2016-05-25,18374
2016-05-26,18502
2016-05-27,18502
2016-05-28,18502
2016-05-29,18397
2016-05-30,18397
2016-05-31,18397
2016-06-01,18630
2016-06-02,18630
2016-06-03,18630
2016-06-04,17874
2016-06-05,17874
2016-06-06,17874
2016-06-07,17003
2016-06-08,17003
2016-06-09,16930
2016-06-10,16930
2016-06-11,16930
2016-06-12,16924
2016-06-13,16924
2016-06-14,16924
2016-06-15,16864
2016-06-16,16864
2016-06-17,17114
2016-06-18,17114
2016-06-19,17114
2016-06-20,17114
2016-06-21,16996
2016-06-22,16996
2016-06-23,16996
2016-06-24,17325
2016-06-25,17325
2016-06-26,17325
2016-06-27,17451
2016-06-28,17451
2016-06-29,17451
2016-06-30,16853
2016-07-01,16853
2016-07-02,16815
2016-07-03,16815
2016-07-04,16628
2016-07-05,16628
2016-07-06,16259
2016-07-07,16259
2016-07-08,15762
2016-07-09,15473
2016-07-10,15473
2016-07-11,15448
2016-07-12,15448
2016-07-13,15081
2016-07-14,15081
2016-07-15,15275
2016-07-16,15275
2016-07-17,15298
2016-07-18,15298
2016-07-23,14157
2016-07-24,13479
2016-07-25,13479
2016-07-26,13479
2016-07-27,12805
2016-07-28,12805
2016-07-29,12199
2016-07-30,12199
2016-07-31,11636
2016-08-01,11636
2016-08-02,11315
2016-08-03,11315
2016-08-04,11315
2016-08-05,11237
2016-08-06,11237
2016-08-07,11237
2016-08-08,11237
2016-08-09,11130
2016-08-10,11130
2016-08-11,11130
2016-08-12,11637
2016-08-13,11637
2016-08-14,11637
2016-08-15,11527
2016-08-16,11527
2016-08-17,11527
2016-08-18,11599
2016-08-19,11599
2016-08-20,11599
2016-08-21,11599
2016-08-22,11380
2016-08-23,11380
2016-08-24,11380
2016-08-25,11523
2016-08-26,11523
2016-08-28,11523
2016-08-31,11043
2016-09-01,11106
2016-09-02,11106
2016-09-03,11106
2016-09-04,11106
2016-09-05,11470
2016-09-06,11470
2016-09-07,11470
2016-09-08,11470
2016-09-09,11703
2016-09-10,11703
2016-09-11,11703
2016-09-12,11703
2016-09-13,11647
2016-09-14,11647
2016-09-15,11647
2016-09-16,11647
2016-09-17,11761
2016-09-18,11761
2016-09-19,11761
2016-09-20,11761
2016-09-21,11916
2016-09-22,11916
2016-09-23,11916
2016-09-24,11916
2016-09-25,12102
2016-09-26,12102
2016-09-27,12102
2016-09-28,12102
2016-09-29,12201
2016-09-30,12201
2016-10-01,12201
2016-10-02,12201
2016-10-03,12207
2016-10-04,12207
2016-10-05,12207
2016-10-06,12207
2016-10-07,11824
2016-10-08,11824
2016-10-09,11824
2016-10-10,12185
2016-10-11,12185
2016-10-12,12185
2016-10-13,12185
2016-10-14,12570
2016-10-15,12570
2016-10-16,12570
2016-10-17,13182
2016-10-18,13182
2016-10-19,13182
2016-10-20,13182
2016-10-21,13826
2016-10-22,13826
2016-10-23,13826
2016-10-24,13826
2016-10-25,13826
2016-10-26,14496
2016-10-27,14496
2016-10-28,14496
2016-10-29,14496
2016-10-30,15144
2016-10-31,15144
2016-11-01,15144
2016-11-02,15144
2016-11-03,15792
2016-11-04,15792
2016-11-05,15792
2016-11-06,15792
2016-11-07,16004
2016-11-08,16004
2016-11-09,16004
2016-11-10,16004
2016-11-11,16108
2016-11-12,16108
2016-11-13,16108
2016-11-14,16108
2016-12-08,18592
2016-12-09,18592
2016-12-10,18592
2016-12-11,18592
2016-12-12,18651
2016-12-13,18651
2016-12-14,18651
2016-12-15,18651
2016-12-16,18503
2016-12-17,18503
2016-12-18,18503
2016-12-19,18503
2016-12-20,18427
2016-12-21,18427
2016-12-22,18427
2016-12-23,18427
2016-12-24,18295
2016-12-25,18295
2016-12-26,18295
2016-12-27,18295
2016-12-28,18078
2016-12-29,18078
2016-12-30,18078
2016-12-31,18078
2017-01-01,17580
2017-01-02,17580
2017-01-03,17580
2017-01-04,16903
2017-01-05,16903
2017-01-06,16903
2017-01-07,16903
2017-01-08,16859
2017-01-09,16859
2017-01-10,16859
2017-01-11,16962
2017-01-12,16962
2017-01-13,16962
2017-01-14,16962
2017-01-15,16905
2017-01-16,16905
2017-01-17,16905
2017-01-18,16765
2017-01-19,16765
2017-01-20,16765
2017-01-21,16906
2017-01-22,16906
2017-01-27,16920
2017-01-28,16920
2017-01-29,16920
2017-01-30,16190
2017-01-31,16190
2017-02-01,15639
2017-02-02,15639
2017-02-03,15639
2017-02-04,15643
2017-02-05,15643
2017-02-06,15643
2017-02-07,15637
2017-02-08,15637
2017-02-09,15637
2017-02-10,15169
2017-02-11,15169
2017-02-12,15169
2017-02-13,15369
2017-02-14,15369
2017-02-15,15369
2017-02-16,15457
2017-02-18,15457
2017-02-19,15256
2017-02-20,15256
2017-02-21,15256
2017-02-22,14568
2017-02-23,14568
2017-02-24,14568
2017-02-25,14204
2017-02-26,14204
2017-02-27,14204
2017-02-28,14354
2017-03-01,14354
2017-03-02,14354
2017-03-03,14496
2017-03-04,14496
2017-03-05,14496
2017-03-06,14954
2017-03-07,14954
2017-03-08,14954
2017-03-09,14954
2017-03-10,15007
2017-03-11,15007
2017-03-12,15007
2017-03-13,14703
2017-03-14,14703
2017-03-15,14492
2017-03-16,14492
2017-03-17,14492
2017-03-18,14051
2017-03-19,14051
2017-03-20,14051
2017-03-21,13520
2017-03-22,13520
2017-03-23,13520
2017-03-24,12976
2017-03-25,12976
2017-03-26,12976
2017-03-27,12528
2017-03-28,12528
2017-03-29,12528
2017-03-30,12144
2017-03-31,12144
2017-04-01,12144
2017-04-02,12256
2017-04-03,12256
2017-04-04,12256
2017-04-12,12197
2017-04-13,12197
2017-04-14,12009
2017-04-15,12009
2017-04-16,12009
2017-04-17,12171
2017-04-18,12171
2017-04-19,12171
2017-04-20,12660
2017-04-21,12660
2017-04-22,12660
2017-04-23,13185
2017-04-24,13185
2017-04-25,13270
2017-04-26,13270
2017-04-27,13270
2017-04-28,13557
2017-04-29,13557
2017-04-30,13614
2017-05-01,13614
2017-05-02,13614
2017-05-03,13614
2017-05-04,13926
2017-05-05,13926
2017-05-06,13926
2017-05-07,13926
2017-05-08,14086
2017-05-09,14086
2017-05-10,14086
2017-05-11,14406
2017-05-12,14406
2017-05-13,14406
2017-05-14,14489
2017-05-15,14489
2017-05-16,14489
2017-05-17,14926
2017-05-18,14926
2017-05-19,14926
2017-05-20,14914
2017-05-21,14914
2017-05-22,14914
2017-05-23,14914
2017-05-24,15232
2017-05-25,15232
2017-05-26,15232
2017-05-27,15232
2017-05-28,15294
2017-05-29,15294
2017-05-30,15294
2017-05-31,15294
2017-06-01,14529
2017-06-02,14529
2017-06-03,14529
2017-06-06,13851
2017-06-07,13489
2017-06-08,13489
2017-06-09,13489
2017-06-10,13753
2017-06-11,13753
2017-06-12,13753
2017-06-13,14233
2017-06-14,14233
2017-06-15,14233
2017-06-16,14233
2017-06-17,14573
2017-06-18,14573
2017-06-19,14573
2017-06-20,14822
2017-06-21,14822
2017-06-22,14822
2017-06-23,14822
2017-06-24,14822
2017-06-25,14899
2017-06-26,14899
2017-06-27,14899
2017-06-28,14899
2017-06-29,15448
2017-06-30,15448
2017-07-01,15448
2017-07-02,15448
2017-07-03,15607
2017-07-04,15607
2017-07-05,15607
2017-07-06,16209
2017-07-07,16209
2017-07-08,16209
2017-07-13,17278
2017-07-14,17278
2017-07-15,17278
2017-07-16,17965
2017-07-17,17965
2017-07-18,17965
2017-07-19,18855
2017-07-20,18855
2017-07-21,18855
2017-07-22,18855
2017-07-23,19798
2017-07-24,19798
2017-07-25,19798
2017-07-26,19798
2017-07-27,20754
2017-07-28,20754
2017-07-29,20754
2017-07-30,21702
2017-07-31,21702
2017-08-01,21702
2017-08-02,21702
2017-08-03,22413
2017-08-04,22413
2017-08-05,22413
2017-08-06,22413
2017-08-09,22624
2017-08-10,22843
2017-08-11,22843
2017-08-12,22843
2017-08-13,23921
2017-08-14,23921
2017-08-15,23921
2017-08-16,23921
2017-08-17,25034
2017-08-18,25034
2017-08-19,25034
2017-08-20,25853
2017-08-22,25853
2017-08-23,26234
2017-08-24,26234
2017-08-25,26234
2017-08-26,26234
2017-08-27,27058
2017-08-28,27058
2017-08-29,27058
2017-08-30,27058
2017-08-31,27122
2017-09-01,27122
2017-09-02,27122
2017-09-03,27122
2017-09-04,26474
2017-09-05,26474
2017-09-06,26474
2017-09-07,25925
2017-09-08,25925
2017-09-09,25925
2017-09-10,25090
2017-09-11,25090
2017-09-12,25090
2017-09-13,25090
2017-09-14,24850
2017-09-15,24850
2017-09-16,24850
2017-09-17,24850
2017-09-19,24743
2017-09-20,24743
2017-09-21,24743
2017-09-22,23993
2017-09-23,23993
2017-09-24,23993
2017-09-25,23727
2017-09-26,23727
2017-09-27,23727
2017-09-28,23597
2017-09-29,23597
2017-09-30,23597
2017-10-01,24559
2017-10-02,24559
2017-10-03,24559
2017-10-04,24559
2017-10-05,24587
2017-10-06,24587
2017-10-07,24587
2017-10-08,24587
2017-10-09,25480
2017-10-10,25480
2017-10-11,25480
2017-10-12,25480
2017-10-13,25378
2017-10-14,25378
2017-10-15,25378
2017-10-16,25378
2017-10-17,25087
2017-10-18,25087
2017-10-19,25087
2017-10-20,25087
2017-10-21,25191
2017-10-22,25191
2017-10-23,25191
2017-10-24,25191
2017-10-25,24721
2017-10-26,24721
2017-10-27,24721
2017-10-28,24721
2017-10-29,24721
2017-10-30,24494
2017-10-31,24494
2017-11-01,24494
2017-11-02,24494
2017-11-03,24494
2017-11-04,24033
2017-11-05,24033
2017-11-06,24033
2017-11-07,24033
2017-11-08,24033
2017-11-09,24287
2017-11-10,24287
2017-11-11,24287
2017-11-12,24287
2017-11-13,24144
2017-11-14,24144
2017-11-15,24144
2017-11-16,24144
2017-11-17,24144
2017-11-18,24545
2017-11-19,24545
2017-11-20,24545
2017-11-21,24545
2017-11-22,24388
2017-11-23,24388
2017-11-24,24388
2017-11-25,24217
2017-11-26,24217
2017-11-27,24217
2017-11-28,24217
2017-11-29,24217
2017-11-30,24137
2017-12-01,24137
2017-12-02,24137
2017-12-03,24137
2017-12-04,23849
2017-12-05,23849
2017-12-06,23849
2017-12-07,23849
2017-12-08,24503
2017-12-09,24503
2017-12-10,24503
2017-12-11,24779
2017-12-12,24779
2017-12-14,24779
2017-12-15,24166
2017-12-16,24166
2017-12-17,24166
2017-12-18,24166
2017-12-19,23650
2017-12-20,23650
2017-12-21,23650
2017-12-22,23650
2017-12-23,22910
2017-12-24,22910
2017-12-25,22910
2017-12-26,22910
2017-12-27,22910
2017-12-28,22512
2017-12-29,22512
2017-12-30,22512
2017-12-31,22512
2018-01-01,21938
2018-01-02,21938
2018-01-03,21938
2018-01-04,21938
2018-01-05,21301
2018-01-06,21301
2018-01-07,21301
2018-01-08,20965
2018-01-09,20965
2018-01-10,20965
2018-01-11,20965
2018-01-12,20173
2018-01-13,20173
2018-01-14,20173
2018-01-15,19462
2018-01-16,19462
2018-01-17,19462
2018-01-18,19947
2018-01-19,19947
2018-01-20,19947
2018-01-21,19947
2018-01-22,20078
2018-01-23,20078
2018-01-24,20078
2018-01-25,19462
2018-01-26,19462
2018-01-27,19462
2018-01-28,18688
2018-01-29,18688
2018-01-31,18618
2018-02-01,18618
2018-02-02,18618
2018-02-03,18010
2018-02-04,18010
2018-02-05,18010
2018-02-06,18010
2018-02-07,17375
2018-02-08,17375
2018-02-09,17375
2018-02-10,17375
2018-02-11,16527
2018-02-12,16527
2018-02-13,16527
2018-02-14,15726
2018-02-15,15726
2018-02-16,15726
2018-02-17,15064
2018-02-18,15064
2018-02-19,15064
2018-02-20,14733
2018-02-21,14733
2018-02-22,14733
2018-02-23,14517
2018-02-24,14517
2018-02-25,14517
2018-02-26,14477
2018-02-27,14477
2018-02-28,14477
2018-03-01,14291
2018-03-02,14291
2018-03-03,14291
2018-03-04,13951
2018-03-05,13951
2018-03-06,13951
2018-03-07,13729
2018-03-08,13729
2018-03-09,13729
2018-03-10,13729
2018-03-11,13658
2018-03-12,13658
2018-03-13,13658
2018-03-14,13658
2018-03-15,13226
2018-03-16,13226
2018-03-17,13226
2018-03-18,12775
2018-03-19,12775
2018-03-20,12775
2018-03-21,12775
2018-03-23,12890
2018-03-24,12890
2018-03-26,12770
2018-03-27,12770
2018-03-28,12770
2018-03-29,12511
2018-03-30,12511
2018-03-31,12511
2018-04-01,12511
2018-04-02,12221
2018-04-03,12221
2018-04-04,12221
2018-04-05,12221
2018-04-06,11902
2018-04-08,11902
2018-04-09,11902
2018-04-10,11500
2018-04-11,11500
2018-04-12,11500
2018-04-13,11500
2018-04-14,11442
2018-04-15,11442
2018-04-16,11442
2018-04-17,11616
2018-04-18,11616
2018-04-19,11616
2018-04-20,11616
2018-04-21,11827
2018-04-22,11827
2018-04-23,11827
2018-04-24,11827
2018-04-25,11702
2018-04-26,11702
2018-04-27,11702
2018-04-28,11702
2018-04-29,11490
2018-04-30,11490
2018-05-01,11490
2018-05-02,11490
2018-05-03,11441
2018-05-04,11441
2018-05-05,11441
2018-05-06,11020
2018-05-07,11020
2018-05-08,11020
2018-05-09,10952
2018-05-10,10952
2018-05-11,10952
2018-05-12,11449
2018-05-13,11449
2018-05-14,11449
2018-05-15,11449
2018-05-16,11671
2018-05-17,11671
2018-05-18,11671
2018-05-19,11548
2018-05-20,11548
2018-05-21,11548
2018-05-22,11548
2018-05-23,11325
2018-05-24,11325
2018-05-25,11325
2018-05-26,11219
2018-05-27,11219
2018-05-28,11219
2018-05-29,10839
2018-05-30,10839
2018-05-31,10839
2018-06-01,11102
2018-06-02,11102
2018-06-03,11424
2018-06-04,11424
2018-06-05,11424
2018-06-06,11044
2018-06-07,11044
2018-06-08,11044
2018-06-09,11044
2018-06-10,10818
2018-06-11,10818
2018-06-12,10818
2018-06-13,10431
2018-06-14,10431
2018-06-15,10431
2018-06-16,10226
2018-06-17,10226
2018-06-18,10226
2018-06-19,9776
2018-06-20,9776
2018-06-21,9776
2018-06-22,9776
2018-06-23,9598
2018-06-24,9598
2018-06-25,9598
2018-06-26,9344
2018-06-27,9344
2018-06-28,9344
2018-06-29,9620
2018-06-30,9620
2018-07-01,9620
2018-07-02,9620
2018-07-03,9483
2018-07-04,9483
2018-07-05,9483
2018-07-06,9681
2018-07-07,9681
2018-07-08,9681
2018-07-09,9730
2018-07-10,9730
2018-07-11,9739
2018-07-12,9739
2018-07-13,9739
2018-07-14,9800
2018-07-15,9800
2018-07-16,9800
2018-07-17,10239
2018-07-18,10239
2018-07-19,10239
2018-07-20,10239
2018-07-21,10651
2018-07-22,10651
2018-07-23,10651
2018-07-24,11072
2018-07-25,11072
2018-07-26,11072
2018-07-27,11551
2018-07-28,11551
2018-07-29,11551
2018-07-30,11660
2018-07-31,11660
2018-08-01,11660
2018-08-02,11780
2018-08-03,11780
2018-08-04,11780
2018-08-05,11956
2018-08-06,11956
2018-08-07,11956
2018-08-08,12111
2018-08-09,12111
2018-08-10,12111
2018-08-11,12111
2018-08-12,12150
2018-08-14,11788
2018-08-16,11788
2018-08-17,11530
2018-08-18,11530
2018-08-19,11530
2018-08-20,11302
2018-08-21,11302
2018-08-22,11302
2018-08-23,11302
2018-08-24,11274
2018-08-25,11274
2018-08-26,11610
2018-08-27,11610
2018-08-28,11610
2018-08-29,11946
2018-08-30,11946
2018-08-31,11946
2018-09-01,12505
2018-09-02,12505
2018-09-03,12505
2018-09-04,12684
2018-09-05,12684
2018-09-06,12684
2018-09-07,13249
2018-09-08,13249
2018-09-09,13249
2018-09-10,13631
2018-09-11,13631
2018-09-12,13631
2018-09-13,13978
2018-09-14,13978
2018-09-15,13978
2018-09-16,14590
2018-09-17,14590
2018-09-18,14590
2018-09-19,15246
2018-09-20,15246
2018-09-21,15246
2018-09-22,15384
2018-09-23,15384
2018-09-24,15384
2018-09-25,15395
2018-09-26,15395
2018-09-27,15395
2018-09-28,15745
2018-09-29,15745
2018-09-30,15745
2018-10-02,15870
2018-10-03,15870
2018-10-04,15640
2018-10-05,15640
2018-10-06,15355
2018-10-07,15355
2018-10-08,15355
2018-10-09,15937
2018-10-10,15937
2018-10-11,15937
2018-10-12,16286
2018-10-13,16286
2018-10-14,16286
2018-10-15,16499
2018-10-16,16499
2018-10-17,16499
2018-10-18,16757
2018-10-19,16757
2018-10-20,16757
2018-10-21,16757
2018-10-22,16413
2018-10-23,16413
2018-10-24,16413
2018-10-25,15959
2018-10-26,15959
2018-10-27,15959
2018-10-28,15933
2018-10-29,15933
2018-10-30,15933
2018-10-31,15873
2018-11-01,15873
2018-11-03,16450
2018-11-04,17084
2018-11-05,17084
2018-11-06,17883
2018-11-07,17883
2018-11-08,18694
2018-11-09,18694
2018-11-10,19522
2018-11-11,19522
2018-11-12,19742
2018-11-13,19742
2018-11-14,20462
2018-11-15,20462
2018-11-16,21486
2018-11-17,21486
2018-11-18,22470
2018-11-19,22470
2018-11-20,23594
2018-11-21,23594
2018-11-22,24146
2018-11-23,24146
2018-11-24,25242
2018-11-25,25790
2018-11-26,25790
2018-11-27,25939
2018-11-28,25939
2018-11-29,26153
2018-12-01,26711
2018-12-02,26711
2018-12-03,26979
2018-12-05,27935
2018-12-07,27601
2018-12-09,26957
2018-12-10,26074
2018-12-11,26074
2018-12-12,25969
2018-12-13,25969
2018-12-14,25507
2018-12-15,25507
2018-12-16,24928
2018-12-17,24928
2018-12-18,23861
2018-12-19,23861
2018-12-20,22751
2018-12-21,22751
2018-12-22,22751
2018-12-23,21869
2018-12-24,21869
2018-12-25,21869
2018-12-26,22363
2018-12-27,22363
2018-12-28,21546
2018-12-29,21546
2018-12-30,21100
2018-12-31,21100
2019-01-01,20229
2019-01-02,20229
2019-01-03,19786
2019-01-04,19786
2019-01-05,19034
2019-01-06,18443
2019-01-08,18443
2019-01-10,17872
2019-01-11,18011
2019-01-12,18011
2019-01-13,18161
2019-01-14,18161
2019-01-15,18722
2019-01-16,18722
2019-01-17,19122
2019-01-18,19122
2019-01-19,19460
2019-01-20,19460
2019-01-21,20166
2019-01-22,20166
2019-01-23,20961
2019-01-24,20961
2019-01-25,20961
2019-01-26,21707
2019-01-27,21707
2019-01-28,22473
2019-01-29,22473
2019-01-30,23545
2019-01-31,23545
2019-02-01,24613
2019-02-02,24613
2019-02-03,25742
2019-02-04,25742
2019-02-05,26246
2019-02-06,26246
2019-02-07,27480
2019-02-08,27480
2019-02-09,28601
2019-02-10,28601
2019-02-11,28601
2019-02-12,29915
2019-02-13,29915
2019-02-14,31318
2019-02-15,31318
2019-02-16,32656
2019-02-17,32656
2019-02-18,34106
2019-02-19,34106
2019-02-20,34106
2019-02-21,35567
2019-02-22,35567
2019-02-23,35567
2019-02-24,36780
2019-02-25,36780
2019-02-26,38399
2019-02-27,38399
2019-02-28,38399
2019-03-01,38399
2019-03-02,39969
2019-03-03,39969
2019-03-04,41520
2019-03-05,41520
2019-03-06,43348
2019-03-07,43348
2019-03-08,43348
2019-03-09,45313
2019-03-10,45313
2019-03-11,45313
2019-03-12,47287
2019-03-13,47287
2019-03-14,47287
2019-03-15,48304
2019-03-16,48304
2019-03-17,50503
2019-03-18,50503
2019-03-19,50503
2019-03-20,52547
2019-03-21,52547
2019-03-22,52547
2019-03-23,52933
2019-03-24,52933
2019-03-25,52933
2019-03-26,50645
2019-03-27,50645
2019-03-28,50645
2019-03-29,48959
2019-03-30,48959
2019-03-31,48959
2019-04-01,48049
2019-04-02,48049
2019-04-03,48049
2019-04-04,47614
2019-04-05,47614
2019-04-06,47614
