date_obj,3rd%20age%20cloak price
2015-03-26,600000000
2015-03-27,600000000
2015-03-28,600000000
2015-03-29,600000000
2015-03-30,600000000
2015-03-31,600000000
2015-04-01,600000000
2015-04-02,600000000
2015-04-03,600000000
2015-04-04,600000000
2015-04-05,600000000
2015-04-06,600000000
2015-04-07,600000000
2015-04-08,600000000
2015-04-09,600000000
2015-04-10,600000000
2015-04-11,600000000
2015-04-12,600000000
2015-04-13,600000000
2015-04-14,600000000
2015-04-15,600000000
2015-04-16,600000000
2015-04-17,600000000
2015-04-18,600000000
2015-04-19,600000000
2015-04-20,600000000
2015-04-21,600000000
2015-04-22,600000000
2015-04-23,600000000
2015-04-24,600000000
2015-04-25,600000000
2015-04-26,600000000
2015-04-27,600000000
2015-04-28,600000000
2015-04-29,600000000
2015-04-30,600000000
2015-05-01,600000000
2015-05-02,600000000
2015-05-03,600000000
2015-05-04,600000000
2015-05-05,600000000
2015-05-06,600000000
2015-05-07,600000000
2015-05-08,600000000
2015-05-09,600000000
2015-05-10,600000000
2015-05-11,600000000
2015-05-12,600000000
2015-05-13,600000000
2015-05-14,600000000
2015-05-15,600000000
2015-05-16,600000000
2015-05-17,600000000
2015-05-18,600000000
2015-05-19,600000000
2015-05-20,600000000
2015-05-21,600000000
2015-05-22,600000000
2015-05-23,890000000
2015-05-24,890000000
2015-05-25,890000000
2015-05-26,890000000
2015-05-27,890000000
2015-05-28,890000000
2015-05-29,890000000
2015-05-30,890000000
2015-05-31,890000000
2015-06-01,890000000
2015-06-02,890000000
2015-06-03,890000000
2015-06-04,890000000
2015-06-05,890000000
2015-06-06,890000000
2015-06-07,890000000
2015-06-08,890000000
2015-06-09,890000000
2015-06-10,890000000
2015-06-11,890000000
2015-06-12,890000000
2015-06-13,890000000
2015-06-14,890000000
2015-06-15,890000000
2015-06-16,890000000
2015-06-17,890000000
2015-06-18,890000000
2015-06-19,890000000
2015-06-20,890000000
2015-06-21,890000000
2015-06-22,890000000
2015-06-23,890000000
2015-06-24,890000000
2015-06-25,890000000
2015-06-26,890000000
2015-06-27,890000000
2015-06-28,890000000
2015-06-29,890000000
2015-06-30,890000000
2015-07-01,890000000
2015-07-02,890000000
2015-07-03,890000000
2015-07-04,890000000
2015-07-05,890000000
2015-07-06,890000000
2015-07-07,890000000
2015-07-08,890000000
2015-07-09,890000000
2015-07-10,890000000
2015-07-11,890000000
2015-07-12,890000000
2015-07-13,890000000
2015-07-14,890000000
2015-07-15,890000000
2015-07-16,890000000
2015-07-17,890000000
2015-07-18,890000000
2015-07-19,890000000
2015-07-20,890000000
2015-07-21,890000000
2015-07-22,890000000
2015-07-23,890000000
2015-07-24,890000000
2015-07-25,890000000
2015-07-26,890000000
2015-07-27,890000000
2015-07-28,890000000
2015-07-29,890000000
2015-07-30,890000000
2015-07-31,890000000
2015-08-01,890000000
2015-08-02,890000000
2015-08-03,890000000
2015-08-04,890000000
2015-08-05,890000000
2015-08-06,890000000
2015-08-07,890000000
2015-08-08,890000000
2015-08-09,890000000
2015-08-10,890000000
2015-08-11,890000000
2015-08-12,890000000
2015-08-13,890000000
2015-08-14,890000000
2015-08-15,890000000
2015-08-16,890000000
2015-08-17,890000000
2015-08-18,890000000
2015-08-19,890000000
2015-08-20,890000000
2015-08-21,890000000
2015-08-22,890000000
2015-08-23,890000000
2015-08-24,890000000
2015-08-25,890000000
2015-08-26,890000000
2015-08-27,890000000
2015-08-28,890000000
2015-08-29,890000000
2015-08-30,890000000
2015-08-31,890000000
2015-09-01,890000000
2015-09-02,890000000
2015-09-03,883140434
2015-09-04,883140434
2015-09-05,883140434
2015-09-06,883140434
2015-09-07,883140434
2015-09-08,883140434
2015-09-09,883140434
2015-09-10,883140434
2015-09-11,883140434
2015-09-12,883140434
2015-09-13,883140434
2015-09-14,883140434
2015-09-15,883140434
2015-09-16,883140434
2015-09-17,883140434
2015-09-18,883140434
2015-09-19,883140434
2015-09-20,883140434
2015-09-21,883140434
2015-09-22,883140434
2015-09-23,883140434
2015-09-24,883140434
2015-09-25,883140434
2015-09-27,883140434
2015-09-28,883140434
2015-09-29,883140434
2015-09-30,883140434
2015-10-05,883140434
2015-10-06,883140434
2015-10-07,883140434
2015-10-08,883140434
2015-10-09,883140434
2015-10-10,883140434
2015-10-11,883140434
2015-10-12,883140434
2015-10-13,883140434
2015-10-14,883140434
2015-10-15,883140434
2015-10-16,883140434
2015-10-17,883140434
2015-10-18,883140434
2015-10-19,883140434
2015-10-20,883140434
2015-10-22,883140434
2015-10-23,883140434
2015-10-24,883140434
2015-10-25,883140434
2015-10-26,883140434
2015-10-27,883140434
2015-10-28,883140434
2015-10-29,883140434
2015-10-30,883140434
2015-10-31,883140434
2015-11-01,883140434
2015-11-02,883140434
2015-11-03,883140434
2015-11-04,883140434
2015-11-05,883140434
2015-11-06,883140434
2015-11-07,883140434
2015-11-08,883140434
2015-11-09,883140434
2015-11-10,883140434
2015-11-11,883140434
2015-11-12,883140434
2015-11-13,883140434
2015-11-14,883140434
2015-11-15,883140434
2015-11-16,883140434
2015-11-17,883140434
2015-11-18,883140434
2015-11-19,883140434
2015-11-20,918286875
2015-11-21,918286875
2015-11-22,918286875
2015-11-23,918286875
2015-11-24,918286875
2015-11-25,918286875
2015-11-26,918286875
2015-11-27,918286875
2015-11-28,918286875
2015-11-29,918286875
2015-11-30,918286875
2015-12-01,918286875
2015-12-02,918286875
2015-12-03,918286875
2015-12-04,918286875
2015-12-05,918286875
2015-12-06,918286875
2015-12-07,918286875
2015-12-08,918286875
2015-12-09,918286875
2015-12-10,918286875
2015-12-11,918286875
2015-12-12,918286875
2015-12-13,918286875
2015-12-14,918286875
2015-12-15,918286875
2015-12-16,918286875
2015-12-17,918286875
2015-12-18,918286875
2015-12-19,918286875
2015-12-20,918286875
2015-12-21,918286875
2015-12-22,918286875
2015-12-23,918286875
2015-12-24,918286875
2015-12-25,918286875
2015-12-26,918286875
2015-12-27,918286875
2015-12-28,918286875
2015-12-29,918286875
2015-12-30,918286875
2015-12-31,918286875
2016-01-01,918286875
2016-01-02,918286875
2016-01-03,918286875
2016-01-04,918286875
2016-01-05,918286875
2016-01-06,918286875
2016-01-07,918286875
2016-01-08,918286875
2016-01-09,918286875
2016-01-10,918286875
2016-01-11,918286875
2016-01-12,918286875
2016-01-13,918286875
2016-01-14,918286875
2016-01-15,918286875
2016-01-16,918286875
2016-01-17,918286875
2016-01-18,918286875
2016-01-19,918286875
2016-01-20,918286875
2016-01-21,918286875
2016-01-22,918286875
2016-01-23,918286875
2016-01-24,918286875
2016-01-25,918286875
2016-01-26,918286875
2016-01-27,918286875
2016-01-28,918286875
2016-01-29,918286875
2016-01-30,918286875
2016-01-31,918286875
2016-02-01,918286875
2016-02-02,918286875
2016-02-03,918286875
2016-02-04,918286875
2016-02-05,918286875
2016-02-06,918286875
2016-02-07,918286875
2016-02-08,918286875
2016-02-09,918286875
2016-02-10,918286875
2016-02-11,918286875
2016-02-12,918286875
2016-02-13,918286875
2016-02-14,918286875
2016-02-15,918286875
2016-02-16,918286875
2016-02-17,918286875
2016-02-18,918286875
2016-02-19,918286875
2016-02-20,918286875
2016-02-21,918286875
2016-02-22,918286875
2016-02-23,918286875
2016-02-24,918286875
2016-02-25,918286875
2016-02-26,918286875
2016-02-27,958864956
2016-02-28,958864956
2016-02-29,958864956
2016-03-01,958864956
2016-03-02,958864956
2016-03-03,958864956
2016-03-04,958864956
2016-03-05,958864956
2016-03-06,958864956
2016-03-07,958864956
2016-03-08,958864956
2016-03-09,958864956
2016-03-10,958864956
2016-03-11,958864956
2016-03-12,958864956
2016-03-13,958864956
2016-03-14,958864956
2016-03-15,958864956
2016-03-16,958864956
2016-03-17,958864956
2016-03-18,958864956
2016-03-19,958864956
2016-03-20,958864956
2016-03-21,958864956
2016-03-22,958864956
2016-03-23,958864956
2016-03-24,958864956
2016-03-25,958864956
2016-03-26,958864956
2016-03-27,958864956
2016-03-28,958864956
2016-03-29,958864956
2016-03-30,958864956
2016-03-31,958864956
2016-04-01,958864956
2016-04-02,958864956
2016-04-03,958864956
2016-04-04,958864956
2016-04-05,958864956
2016-04-06,958864956
2016-04-07,958864956
2016-04-08,958864956
2016-04-09,958864956
2016-04-10,958864956
2016-04-11,958864956
2016-04-12,958864956
2016-04-13,958864956
2016-04-14,958864956
2016-04-15,958864956
2016-04-16,958864956
2016-04-17,958864956
2016-04-18,958864956
2016-04-19,958864956
2016-04-20,958864956
2016-04-21,958864956
2016-04-22,958864956
2016-04-23,958864956
2016-04-24,958864956
2016-04-25,958864956
2016-04-26,958864956
2016-04-27,958864956
2016-04-28,1001252476
2016-04-29,1001252476
2016-04-30,1001252476
2016-05-01,1001252476
2016-05-02,1001252476
2016-05-03,1001252476
2016-05-04,1001252476
2016-05-05,1001252476
2016-05-06,1001252476
2016-05-07,1001252476
2016-05-08,1001252476
2016-05-09,1001252476
2016-05-10,1001252476
2016-05-11,1001252476
2016-05-12,1001252476
2016-05-13,1001252476
2016-05-14,1001252476
2016-05-15,1001252476
2016-05-16,1001252476
2016-05-17,1001252476
2016-05-18,1001252476
2016-05-19,1001252476
2016-05-21,1001252476
2016-05-22,1001252476
2016-05-23,1001252476
2016-05-24,1001252476
2016-05-25,1001252476
2016-05-26,1001252476
2016-05-27,1001252476
2016-05-28,1001252476
2016-05-29,1001252476
2016-05-30,1001252476
2016-05-31,1001252476
2016-06-01,1001252476
2016-06-02,1001252476
2016-06-03,1001252476
2016-06-04,1001252476
2016-06-05,1001252476
2016-06-06,1001252476
2016-06-07,1001252476
2016-06-08,1001252476
2016-06-09,1001252476
2016-06-10,1001252476
2016-06-11,1001252476
2016-06-12,1001252476
2016-06-13,1001252476
2016-06-14,1001252476
2016-06-15,1001252476
2016-06-16,1001252476
2016-06-17,1001252476
2016-06-18,1001252476
2016-06-19,1001252476
2016-06-20,1001252476
2016-06-21,1001252476
2016-06-22,1001252476
2016-06-23,1001252476
2016-06-24,1001252476
2016-06-25,1001252476
2016-06-26,1001252476
2016-06-27,1001252476
2016-06-28,1001252476
2016-06-29,1001252476
2016-06-30,1001252476
2016-07-01,1001252476
2016-07-02,1001252476
2016-07-03,1001252476
2016-07-04,1001252476
2016-07-05,1001252476
2016-07-06,1001252476
2016-07-07,1001252476
2016-07-08,1001252476
2016-07-09,1001252476
2016-07-10,1001252476
2016-07-11,1001252476
2016-07-12,1001252476
2016-07-13,1004437045
2016-07-14,1004437045
2016-07-15,1004437045
2016-07-16,1004437045
2016-07-17,1004437045
2016-07-18,1004437045
2016-07-19,1004437045
2016-07-23,1004437045
2016-07-24,1004437045
2016-07-25,1004437045
2016-07-26,1004437045
2016-07-27,1004437045
2016-07-28,1004437045
2016-07-29,1004437045
2016-07-30,1004437045
2016-07-31,1004437045
2016-08-01,1004437045
2016-08-02,1004437045
2016-08-03,1004437045
2016-08-04,1004437045
2016-08-05,1004437045
2016-08-06,1004437045
2016-08-07,1004437045
2016-08-08,1004437045
2016-08-09,1004437045
2016-08-10,1004437045
2016-08-11,1004437045
2016-08-12,1004437045
2016-08-13,1004437045
2016-08-14,1004437045
2016-08-15,1004437045
2016-08-16,1004437045
2016-08-17,1004437045
2016-08-18,1004437045
2016-08-19,1004437045
2016-08-20,1004437045
2016-08-21,1004437045
2016-08-22,1004437045
2016-08-23,1004437045
2016-08-24,1004437045
2016-08-25,1004437045
2016-08-26,1004437045
2016-08-28,1004437045
2016-08-31,1004437045
2016-09-01,1004437045
2016-09-02,1004437045
2016-09-03,954867669
2016-09-04,954867669
2016-09-05,954867669
2016-09-06,954867669
2016-09-07,954867669
2016-09-08,954867669
2016-09-09,954867669
2016-09-10,954867669
2016-09-11,954867669
2016-09-12,954867669
2016-09-13,954867669
2016-09-14,954867669
2016-09-15,954867669
2016-09-16,954867669
2016-09-17,954867669
2016-09-18,954867669
2016-09-19,954867669
2016-09-20,954867669
2016-09-21,954867669
2016-09-22,954867669
2016-09-23,954867669
2016-09-24,954867669
2016-09-25,954867669
2016-09-26,954867669
2016-09-27,954867669
2016-09-28,954867669
2016-09-29,954867669
2016-09-30,954867669
2016-10-01,954867669
2016-10-02,954867669
2016-10-03,954867669
2016-10-04,954867669
2016-10-05,954867669
2016-10-06,954867669
2016-10-07,954867669
2016-10-08,954867669
2016-10-09,954867669
2016-10-10,954867669
2016-10-11,954867669
2016-10-12,954867669
2016-10-13,954867669
2016-10-14,954867669
2016-10-15,954867669
2016-10-16,954867669
2016-10-17,954867669
2016-10-18,954867669
2016-10-19,954867669
2016-10-20,954867669
2016-10-21,954867669
2016-10-22,954867669
2016-10-23,907426458
2016-10-24,907426458
2016-10-25,907426458
2016-10-26,907426458
2016-10-27,907426458
2016-10-28,907426458
2016-10-29,907426458
2016-10-30,907426458
2016-10-31,907426458
2016-11-01,907426458
2016-11-02,907426458
2016-11-03,907426458
2016-11-04,907426458
2016-11-05,907426458
2016-11-06,907426458
2016-11-07,907426458
2016-11-08,907426458
2016-11-09,907426458
2016-11-10,907426458
2016-11-11,907426458
2016-11-12,907426458
2016-11-13,907426458
2016-11-14,907426458
2016-11-15,907426458
2016-12-07,862349754
2016-12-08,862349754
2016-12-09,862349754
2016-12-10,862349754
2016-12-11,862349754
2016-12-12,862349754
2016-12-13,862349754
2016-12-14,862349754
2016-12-15,862349754
2016-12-16,862349754
2016-12-17,862349754
2016-12-18,862349754
2016-12-19,862349754
2016-12-20,862349754
2016-12-21,862349754
2016-12-22,862349754
2016-12-23,862349754
2016-12-24,862349754
2016-12-25,862349754
2016-12-26,862349754
2016-12-27,862349754
2016-12-28,862349754
2016-12-29,862349754
2016-12-30,862349754
2016-12-31,862349754
2017-01-01,862349754
2017-01-02,862349754
2017-01-03,862349754
2017-01-04,862349754
2017-01-05,862349754
2017-01-06,862349754
2017-01-07,862349754
2017-01-08,862349754
2017-01-09,862349754
2017-01-10,862349754
2017-01-11,862349754
2017-01-12,862349754
2017-01-13,862349754
2017-01-14,862349754
2017-01-15,862349754
2017-01-16,862349754
2017-01-17,862349754
2017-01-18,862349754
2017-01-19,862349754
2017-01-20,862349754
2017-01-21,862349754
2017-01-22,862349754
2017-01-23,862349754
2017-01-27,819232266
2017-01-28,819232266
2017-01-29,819232266
2017-01-30,819232266
2017-01-31,819232266
2017-02-01,819232266
2017-02-02,819232266
2017-02-03,819232266
2017-02-04,819232266
2017-02-05,819232266
2017-02-06,819232266
2017-02-07,819232266
2017-02-08,819232266
2017-02-09,819232266
2017-02-10,819232266
2017-02-11,819232266
2017-02-12,819232266
2017-02-13,819232266
2017-02-14,819232266
2017-02-15,819232266
2017-02-16,819232266
2017-02-17,819232266
2017-02-18,819232266
2017-02-19,819232266
2017-02-20,819232266
2017-02-21,819232266
2017-02-22,819232266
2017-02-23,819232266
2017-02-24,819232266
2017-02-25,819232266
2017-02-26,819232266
2017-02-27,819232266
2017-02-28,778270652
2017-03-01,778270652
2017-03-02,778270652
2017-03-03,778270652
2017-03-04,778270652
