date_obj,Yew%20sapling price
2015-09-11,92667
2015-09-12,88152
2015-09-13,88152
2015-09-14,88152
2015-09-15,88152
2015-09-16,88085
2015-09-17,88085
2015-09-18,88085
2015-09-19,88085
2015-09-20,88085
2015-09-21,91528
2015-09-22,91528
2015-09-23,91528
2015-09-24,91528
2015-09-25,91528
2015-09-27,95519
2015-09-28,95519
2015-09-29,95519
2015-09-30,95519
2015-10-05,95333
2015-10-06,95333
2015-10-07,95333
2015-10-08,95333
2015-10-09,90566
2015-10-10,90566
2015-10-11,90566
2015-10-12,90566
2015-10-13,90566
2015-10-14,90566
2015-10-15,88858
2015-10-16,88858
2015-10-17,88858
2015-10-18,88858
2015-10-19,88858
2015-10-20,91235
2015-10-22,91235
2015-10-23,91235
2015-10-24,91235
2015-10-25,94521
2015-10-26,94521
2015-10-27,94521
2015-10-29,94521
2015-10-30,94521
2015-10-31,96024
2015-11-01,96024
2015-11-02,96024
2015-11-03,96024
2015-11-05,96024
2015-11-06,95256
2015-11-07,95256
2015-11-08,95256
2015-11-09,95256
2015-11-10,95256
2015-11-11,95256
2015-11-12,93381
2015-11-13,93381
2015-11-14,93381
2015-11-15,93381
2015-11-16,93381
2015-11-17,93381
2015-11-18,93381
2015-11-19,90887
2015-11-20,90887
2015-11-21,90887
2015-11-22,90887
2015-11-23,90887
2015-11-24,90887
2015-11-25,89273
2015-11-26,89273
2015-11-27,89273
2015-11-28,89273
2015-11-29,89273
2015-11-30,90032
2015-12-01,90032
2015-12-02,90032
2015-12-03,90032
2015-12-04,90032
2015-12-05,94008
2015-12-06,94008
2015-12-07,94008
2015-12-08,94008
2015-12-09,98391
2015-12-10,98391
2015-12-11,98391
2015-12-13,102719
2015-12-14,102719
2015-12-15,102719
2015-12-16,102719
2015-12-17,102719
2015-12-18,106966
2015-12-19,106966
2015-12-20,106966
2015-12-21,106966
2015-12-22,106966
2015-12-23,108675
2015-12-24,108675
2015-12-25,108675
2015-12-26,108675
2015-12-27,106131
2015-12-28,106131
2015-12-29,106131
2015-12-30,106131
2015-12-31,104321
2016-01-01,104321
2016-01-02,104321
2016-01-03,104321
2016-01-04,103726
2016-01-05,103726
2016-01-06,103726
2016-01-07,107560
2016-01-08,107560
2016-01-09,107560
2016-01-10,107560
2016-01-11,112368
2016-01-12,112368
2016-01-13,112368
2016-01-14,117482
2016-01-15,117482
2016-01-16,117482
2016-01-18,123134
2016-01-19,123134
2016-01-20,123134
2016-01-21,129059
2016-01-22,129059
2016-01-23,129059
2016-01-24,129059
2016-01-25,123435
2016-01-26,123435
2016-01-27,123435
2016-01-28,123435
2016-01-29,117263
2016-01-30,117263
2016-01-31,117263
2016-02-01,111580
2016-02-02,111580
2016-02-03,111580
2016-02-04,106122
2016-02-05,106122
2016-02-06,106122
2016-02-07,100815
2016-02-08,100815
2016-02-09,100815
2016-02-10,98295
2016-02-11,98295
2016-02-12,98295
2016-02-13,98821
2016-02-14,98821
2016-02-15,98821
2016-02-16,98821
2016-02-17,96910
2016-02-18,96910
2016-02-19,96910
2016-02-20,96910
2016-02-21,93362
2016-02-22,93362
2016-02-23,93362
2016-02-24,93362
2016-02-25,92846
2016-02-26,92846
2016-02-27,92846
2016-02-28,92846
2016-02-29,94968
2016-03-01,94968
2016-03-02,94968
2016-03-03,93172
2016-03-04,93172
2016-03-05,93172
2016-03-06,92280
2016-03-07,92280
2016-03-08,92280
2016-03-09,92280
2016-03-10,91608
2016-03-11,91608
2016-03-12,91608
2016-03-13,91608
2016-03-14,91572
2016-03-15,91572
2016-03-16,91572
2016-03-17,92737
2016-03-18,92737
2016-03-19,92737
2016-03-20,92602
2016-03-21,92602
2016-03-22,92602
2016-03-23,92602
2016-03-24,92386
2016-03-25,92386
2016-03-26,92386
2016-03-27,92386
2016-03-28,93419
2016-03-29,93419
2016-03-30,93419
2016-03-31,93419
2016-04-01,92623
2016-04-02,92623
2016-04-03,92623
2016-04-04,91892
2016-04-05,91892
2016-04-06,91892
2016-04-07,91892
2016-04-08,92783
2016-04-09,92783
2016-04-10,92783
2016-04-11,92783
2016-04-12,91411
2016-04-13,91411
2016-04-14,91411
2016-04-15,90857
2016-04-16,90857
2016-04-17,90857
2016-04-18,93042
2016-04-19,93042
2016-04-20,93042
2016-04-21,92735
2016-04-22,92735
2016-04-23,92735
2016-04-24,92735
2016-04-25,91210
2016-04-26,91210
2016-04-27,91210
2016-04-28,89500
2016-04-29,89500
2016-04-30,89500
2016-05-01,89500
2016-05-02,87725
2016-05-03,87725
2016-05-04,87725
2016-05-05,86460
2016-05-06,86460
2016-05-07,86460
2016-05-08,86460
2016-05-09,82382
2016-05-10,82382
2016-05-11,82382
2016-05-12,78262
2016-05-13,78262
2016-05-14,74365
2016-05-15,74365
2016-05-16,71843
2016-05-17,71843
2016-05-18,70702
2016-05-19,70702
2016-05-22,71025
2016-05-23,71210
2016-05-24,71210
2016-05-25,71210
2016-05-26,71189
2016-05-27,71189
2016-05-28,70072
2016-05-29,70072
2016-05-30,69974
2016-05-31,69974
2016-06-01,69222
2016-06-02,69222
2016-06-03,69222
2016-06-04,69499
2016-06-05,69499
2016-06-06,71548
2016-06-07,71548
2016-06-08,71548
2016-06-09,74030
2016-06-10,74030
2016-06-11,77044
2016-06-12,77044
2016-06-13,80445
2016-06-14,80445
2016-06-15,84468
2016-06-16,84468
2016-06-17,88313
2016-06-18,88313
2016-06-19,85094
2016-06-20,85094
2016-06-21,83534
2016-06-22,83534
2016-06-23,82897
2016-06-24,82897
2016-06-25,86293
2016-06-26,86293
2016-06-27,86293
2016-06-28,89804
2016-06-29,89804
2016-06-30,88252
2016-07-01,88252
2016-07-02,87650
2016-07-03,87650
2016-07-04,88294
2016-07-05,88294
2016-07-06,88294
2016-07-07,92522
2016-07-08,92522
2016-07-09,96318
2016-07-10,96318
2016-07-11,101047
2016-07-12,101047
2016-07-13,99938
2016-07-14,99938
2016-07-15,100083
2016-07-16,100083
2016-07-17,100083
2016-07-18,103295
2016-07-24,97756
2016-07-25,97756
2016-07-26,97756
2016-07-27,92868
2016-07-28,92868
2016-07-29,90343
2016-07-30,90343
2016-07-31,90343
2016-08-01,90319
2016-08-02,90319
2016-08-03,92475
2016-08-04,92475
2016-08-05,92475
2016-08-06,94336
2016-08-07,94336
2016-08-08,97422
2016-08-09,97422
2016-08-10,100687
2016-08-11,100687
2016-08-12,100687
2016-08-13,99812
2016-08-14,99812
2016-08-15,99812
2016-08-16,98404
2016-08-17,98404
2016-08-18,98404
2016-08-19,94501
2016-08-20,94501
2016-08-21,94501
2016-08-22,92819
2016-08-23,92819
2016-08-24,92819
2016-08-25,89963
2016-08-26,89963
2016-08-28,85810
2016-08-31,83348
2016-09-01,85675
2016-09-02,85675
2016-09-03,85675
2016-09-04,89818
2016-09-05,89818
2016-09-06,93068
2016-09-07,93068
2016-09-08,91585
2016-09-09,91585
2016-09-10,87005
2016-09-11,87005
2016-09-12,82654
2016-09-13,78521
2016-09-14,78521
2016-09-15,74594
2016-09-16,74594
2016-09-17,70864
2016-09-18,67383
2016-09-19,64013
2016-09-20,64013
2016-09-21,60812
2016-09-22,57771
2016-09-23,54882
2016-09-24,54882
2016-09-25,52137
2016-09-26,52137
2016-09-27,49545
2016-09-28,47090
2016-09-29,47090
2016-09-30,45376
2016-10-01,43236
2016-10-02,43236
2016-10-03,41237
2016-10-04,41356
2016-10-05,43423
2016-10-06,43423
2016-10-07,45527
2016-10-08,46017
2016-10-09,46017
2016-10-10,43815
2016-10-11,43815
2016-10-12,42560
2016-10-13,42560
2016-10-14,41062
2016-10-15,41062
2016-10-16,41820
2016-10-17,43235
2016-10-18,43235
2016-10-19,45392
2016-10-20,45392
2016-10-21,47662
2016-10-22,47662
2016-10-23,50027
2016-10-24,52111
2016-10-25,52111
2016-10-26,53815
2016-10-27,53815
2016-10-28,53815
2016-10-29,51874
2016-10-30,51874
2016-10-31,50817
2016-11-01,50817
2016-11-02,53091
2016-11-03,53091
2016-11-04,53657
2016-11-05,53657
2016-11-06,54421
2016-11-07,54421
2016-11-08,54130
2016-11-09,54130
2016-11-10,54159
2016-11-11,54159
2016-11-12,52940
2016-11-13,52940
2016-11-14,51943
2016-12-08,68077
2016-12-09,68077
2016-12-10,69342
2016-12-11,69342
2016-12-12,68985
2016-12-13,68985
2016-12-14,68591
2016-12-15,68591
2016-12-16,69092
2016-12-17,68485
2016-12-18,68485
2016-12-19,67333
2016-12-20,67333
2016-12-21,66687
2016-12-22,66687
2016-12-23,66847
2016-12-24,66847
2016-12-25,69136
2016-12-26,69136
2016-12-27,68850
2016-12-28,68850
2016-12-29,68464
2016-12-30,68464
2016-12-31,69031
2017-01-01,69031
2017-01-02,70455
2017-01-03,70455
2017-01-04,68400
2017-01-05,68400
2017-01-06,64984
2017-01-07,61734
2017-01-08,61734
2017-01-09,59400
2017-01-10,59400
2017-01-11,61589
2017-01-12,62525
2017-01-13,62525
2017-01-14,65375
2017-01-15,66864
2017-01-16,67142
2017-01-17,66241
2017-01-18,65244
2017-01-19,65244
2017-01-20,62768
2017-01-21,61251
2017-01-22,61251
2017-01-27,61309
2017-01-28,58846
2017-01-29,57197
2017-01-30,57197
2017-01-31,56570
2017-02-01,57445
2017-02-02,57445
2017-02-03,56285
2017-02-04,56536
2017-02-05,55340
2017-02-06,55340
2017-02-07,56515
2017-02-08,57361
2017-02-09,57361
2017-02-10,56760
2017-02-11,56279
2017-02-12,56279
2017-02-13,57177
2017-02-14,58982
2017-02-15,58982
2017-02-16,61443
2017-02-18,64226
2017-02-19,64182
2017-02-20,64182
2017-02-21,64137
2017-02-22,64137
2017-02-23,65862
2017-02-24,65862
2017-02-25,66456
2017-02-26,66456
2017-02-27,65658
2017-02-28,67058
2017-03-01,67058
2017-03-02,67575
2017-03-03,67575
2017-03-04,68778
2017-03-05,68778
2017-03-06,71249
2017-03-07,71249
2017-03-08,73093
2017-03-09,73093
2017-03-10,75477
2017-03-11,76721
2017-03-12,76721
2017-03-13,74886
2017-03-14,74368
2017-03-15,73235
2017-03-16,74196
2017-03-17,74196
2017-03-18,74131
2017-03-19,72420
2017-03-20,72715
2017-03-21,74589
2017-03-22,74589
2017-03-23,77625
2017-03-24,77925
2017-03-25,77925
2017-03-26,79036
2017-03-27,78703
2017-03-28,78703
2017-03-29,79688
2017-03-30,79688
2017-03-31,79470
2017-04-01,79470
2017-04-02,79218
2017-04-03,79687
2017-04-04,79687
2017-04-12,72114
2017-04-13,74361
2017-04-14,74361
2017-04-15,72539
2017-04-16,69190
2017-04-17,69588
2017-04-18,69588
2017-04-19,70521
2017-04-20,70521
2017-04-21,69615
2017-04-22,69615
2017-04-23,68880
2017-04-24,69403
2017-04-25,68405
2017-04-26,68405
2017-04-27,68256
2017-04-28,69711
2017-04-29,69193
2017-04-30,69193
2017-05-01,68848
2017-05-02,68406
2017-05-03,68406
2017-05-04,68937
2017-05-05,68280
2017-05-06,68280
2017-05-07,68176
2017-05-08,68176
2017-05-09,68722
2017-05-10,68722
2017-05-11,69853
2017-05-12,71369
2017-05-13,73031
2017-05-14,73031
2017-05-15,76275
2017-05-16,76091
2017-05-17,76091
2017-05-18,75796
2017-05-19,75796
2017-05-20,72650
2017-05-21,72650
2017-05-22,71943
2017-05-23,71943
2017-05-24,71730
2017-05-25,71730
2017-05-26,73374
2017-05-27,74678
2017-05-28,74678
2017-05-29,76655
2017-05-30,76655
2017-05-31,79202
2017-06-01,78066
2017-06-02,75766
2017-06-03,75766
2017-06-06,71477
2017-06-07,70553
2017-06-08,70553
2017-06-09,70097
2017-06-10,70251
2017-06-11,70675
2017-06-12,70675
2017-06-13,73156
2017-06-14,75328
2017-06-15,75328
2017-06-16,75848
2017-06-17,75848
2017-06-18,78195
2017-06-19,78195
2017-06-20,79448
2017-06-21,80686
2017-06-22,80686
2017-06-23,83205
2017-06-24,87103
2017-06-25,87103
2017-06-26,88207
2017-06-27,87305
2017-06-28,87305
2017-06-29,87378
2017-06-30,87378
2017-07-01,90329
2017-07-02,90329
2017-07-03,88391
2017-07-04,85229
2017-07-05,85229
2017-07-06,82387
2017-07-07,82387
2017-07-08,78764
2017-07-13,76319
2017-07-14,79696
2017-07-15,79696
2017-07-16,80289
2017-07-17,81980
2017-07-18,81980
2017-07-19,81964
2017-07-20,81079
2017-07-21,82975
2017-07-22,82688
2017-07-23,81568
2017-07-24,81568
2017-07-25,82527
2017-07-26,81366
2017-07-27,81918
2017-07-28,81918
2017-07-29,81870
2017-07-30,82646
2017-07-31,82646
2017-08-01,83386
2017-08-02,84024
2017-08-03,84024
2017-08-04,85403
2017-08-05,85809
2017-08-06,85809
2017-08-09,87315
2017-08-10,85557
2017-08-11,85557
2017-08-12,84858
2017-08-13,84858
2017-08-14,84238
2017-08-15,83205
2017-08-16,83205
2017-08-17,82663
2017-08-18,82663
2017-08-19,83023
2017-08-20,82823
2017-08-21,82823
2017-08-22,81847
2017-08-23,81847
2017-08-24,82236
2017-08-25,82236
2017-08-26,82821
2017-08-27,82136
2017-08-28,82136
2017-08-29,82561
2017-08-30,81642
2017-08-31,81642
2017-09-01,82953
2017-09-02,82903
2017-09-03,82903
2017-09-04,83894
2017-09-05,86316
2017-09-06,86316
2017-09-07,84589
2017-09-08,84589
2017-09-09,80769
2017-09-10,77259
2017-09-11,77259
2017-09-12,75297
2017-09-13,74080
2017-09-14,75886
2017-09-15,75886
2017-09-16,79385
2017-09-17,79008
2017-09-18,79008
2017-09-19,78264
2017-09-20,77519
2017-09-21,77519
2017-09-22,78329
2017-09-23,78329
2017-09-24,79417
2017-09-25,79417
2017-09-26,81822
2017-09-27,81822
2017-09-28,85727
2017-09-29,89361
2017-09-30,89361
2017-10-01,91305
2017-10-02,89326
2017-10-03,89326
2017-10-04,87758
2017-10-05,87758
2017-10-06,87363
2017-10-07,87787
2017-10-08,87787
2017-10-09,88320
2017-10-10,92241
2017-10-11,92241
2017-10-12,94826
2017-10-13,97618
2017-10-14,96133
2017-10-15,96133
2017-10-16,92113
2017-10-17,92113
2017-10-18,87513
2017-10-19,87513
2017-10-20,83137
2017-10-21,83137
2017-10-22,81474
2017-10-23,81474
2017-10-24,85090
2017-10-25,85616
2017-10-26,85616
2017-10-27,83348
2017-10-28,83348
2017-10-29,82684
2017-10-30,82414
2017-10-31,81967
2017-11-01,81967
2017-11-02,80817
2017-11-03,80817
2017-11-04,80064
2017-11-05,80064
2017-11-06,80364
2017-11-07,80364
2017-11-08,82461
2017-11-09,86347
2017-11-10,86347
2017-11-11,85399
2017-11-12,84593
2017-11-13,84593
2017-11-14,83461
2017-11-15,83461
2017-11-16,81426
2017-11-17,79332
2017-11-18,79332
2017-11-19,77196
2017-11-20,76513
2017-11-21,79971
2017-11-22,79971
2017-11-23,78684
2017-11-24,78684
2017-11-25,78606
2017-11-26,78904
2017-11-27,78904
2017-11-28,78579
2017-11-29,78579
2017-11-30,80338
2017-12-01,80716
2017-12-02,80716
2017-12-03,80761
2017-12-04,80761
2017-12-05,79318
2017-12-06,79318
2017-12-07,80261
2017-12-08,80261
2017-12-09,79585
2017-12-10,79505
2017-12-11,78980
2017-12-12,78980
2017-12-13,77632
2017-12-14,77632
2017-12-15,79680
2017-12-16,79680
2017-12-17,78428
2017-12-18,77579
2017-12-19,77579
2017-12-20,77107
2017-12-21,77052
2017-12-22,77052
2017-12-23,76241
2017-12-24,76241
2017-12-25,74725
2017-12-26,75104
2017-12-27,74974
2017-12-28,74974
2017-12-29,73052
2017-12-30,72461
2017-12-31,72461
2018-01-01,71870
2018-01-02,72728
2018-01-03,73881
2018-01-04,73881
2018-01-05,71853
2018-01-06,69115
2018-01-07,68766
2018-01-08,66661
2018-01-09,63527
2018-01-10,63527
2018-01-11,63911
2018-01-12,65845
2018-01-13,66257
2018-01-14,68362
2018-01-15,71780
2018-01-16,75369
2018-01-17,78298
2018-01-18,81647
2018-01-19,81647
2018-01-20,83266
2018-01-21,81434
2018-01-22,82111
2018-01-23,84497
2018-01-24,86644
2018-01-25,90022
2018-01-26,92281
2018-01-27,92492
2018-01-28,90910
2018-01-29,88518
2018-01-30,87065
2018-02-01,82563
2018-02-02,82650
2018-02-03,83974
2018-02-04,86844
2018-02-05,88108
2018-02-06,89068
2018-02-07,88464
2018-02-08,88415
2018-02-09,89765
2018-02-10,89765
2018-02-11,87947
2018-02-12,84607
2018-02-13,84117
2018-02-14,83391
2018-02-15,83543
2018-02-16,82809
2018-02-17,82509
2018-02-18,81579
2018-02-19,81002
2018-02-20,80269
2018-02-21,80245
2018-02-22,79820
2018-02-23,80435
2018-02-24,81979
2018-02-25,81184
2018-02-26,80992
2018-02-27,81613
2018-02-28,84787
2018-03-01,86929
2018-03-02,86411
2018-03-03,85734
2018-03-04,85734
2018-03-05,85405
2018-03-06,86475
2018-03-07,86057
2018-03-08,85790
2018-03-09,86663
2018-03-10,86017
2018-03-11,85752
2018-03-12,85898
2018-03-13,85359
2018-03-14,87467
2018-03-15,88766
2018-03-16,91381
2018-03-17,93073
2018-03-18,91721
2018-03-20,91275
2018-03-21,93429
2018-03-23,92645
2018-03-24,91899
2018-03-26,91113
2018-03-27,90569
2018-03-28,89941
2018-03-29,90171
2018-03-30,89604
2018-03-31,87979
2018-04-01,87807
2018-04-02,87443
2018-04-03,87650
2018-04-04,87191
2018-04-05,87191
2018-04-06,86587
2018-04-08,85525
2018-04-09,84768
2018-04-10,84314
2018-04-11,84066
2018-04-12,83625
2018-04-13,83362
2018-04-14,81847
2018-04-16,80540
2018-04-17,81514
2018-04-18,82071
2018-04-19,82710
2018-04-20,82628
2018-04-21,83480
2018-04-22,82810
2018-04-23,83997
2018-04-24,86757
2018-04-25,87596
2018-04-26,85168
2018-04-27,85600
2018-04-28,85416
2018-04-29,85449
2018-04-30,87587
2018-05-02,92965
2018-05-03,96197
2018-05-04,96161
2018-05-05,94521
2018-05-06,94521
2018-05-07,93089
2018-05-08,92211
2018-05-09,91523
2018-05-10,89977
2018-05-11,87722
2018-05-12,85087
2018-05-13,84440
2018-05-14,84054
2018-05-15,83510
2018-05-16,83241
2018-05-17,82021
2018-05-18,80542
2018-05-19,80804
2018-05-20,82273
2018-05-21,81066
2018-05-22,80799
2018-05-23,81205
2018-05-24,81902
2018-05-25,80885
2018-05-26,81184
2018-05-27,80763
2018-05-28,80095
2018-05-29,79752
2018-05-30,78814
2018-05-31,79818
2018-06-01,81231
2018-06-02,81606
2018-06-03,80893
2018-06-04,80824
2018-06-05,81281
2018-06-06,80302
2018-06-07,79289
2018-06-08,76496
2018-06-09,74723
2018-06-10,75455
2018-06-11,74110
2018-06-12,73649
2018-06-13,73765
2018-06-14,72502
2018-06-15,73243
2018-06-16,72605
2018-06-17,73418
2018-06-18,72842
2018-06-19,72585
2018-06-20,72585
2018-06-21,73727
2018-06-22,72509
2018-06-23,71520
2018-06-24,72623
2018-06-25,72254
2018-06-26,72022
2018-06-27,71981
2018-06-28,72289
2018-06-29,72436
2018-06-30,71863
2018-07-01,71997
2018-07-02,71199
2018-07-03,71253
2018-07-04,70593
2018-07-05,70801
2018-07-06,71888
2018-07-07,71707
2018-07-08,70065
2018-07-09,70045
2018-07-10,69915
2018-07-11,69348
2018-07-12,69841
2018-07-13,71364
2018-07-14,72623
2018-07-15,72290
2018-07-16,71123
2018-07-17,71057
2018-07-18,70674
2018-07-19,70609
2018-07-20,70330
2018-07-21,70146
2018-07-22,70928
2018-07-23,70800
2018-07-24,71535
2018-07-25,73523
2018-07-26,75518
2018-07-27,72889
2018-07-28,72565
2018-07-29,73896
2018-07-30,77152
2018-07-31,80659
2018-08-01,79599
2018-08-02,79788
2018-08-03,81704
2018-08-04,82933
2018-08-05,81574
2018-08-06,80843
2018-08-07,79719
2018-08-08,79493
2018-08-09,78904
2018-08-10,77522
2018-08-11,75083
2018-08-12,74709
2018-08-14,73426
2018-08-16,74143
2018-08-17,73314
2018-08-18,72777
2018-08-19,72004
2018-08-20,72481
2018-08-21,73751
2018-08-22,73587
2018-08-23,73798
2018-08-24,76555
2018-08-25,77984
2018-08-26,77049
2018-08-27,78521
2018-08-28,77714
2018-08-29,77399
2018-08-30,78389
2018-08-31,79707
2018-09-01,80591
2018-09-02,82669
2018-09-03,83069
2018-09-04,84590
2018-09-05,83483
2018-09-06,81904
2018-09-07,81428
2018-09-08,79428
2018-09-09,77615
2018-09-10,77965
2018-09-11,79440
2018-09-12,79529
2018-09-13,80672
2018-09-14,79710
2018-09-15,78746
2018-09-16,77946
2018-09-17,78353
2018-09-18,79820
2018-09-19,79113
2018-09-20,81468
2018-09-21,82136
2018-09-22,81043
2018-09-23,80372
2018-09-24,80706
2018-09-25,80471
2018-09-26,80333
2018-09-27,83914
2018-09-28,83482
2018-09-29,82539
2018-09-30,81861
2018-10-02,82046
2018-10-03,81871
2018-10-04,81763
2018-10-05,82498
2018-10-06,83215
2018-10-07,83127
2018-10-08,85983
2018-10-09,88395
2018-10-10,90705
2018-10-11,91157
2018-10-12,89806
2018-10-13,89399
2018-10-14,88762
2018-10-15,88702
2018-10-16,87795
2018-10-17,86635
2018-10-18,85259
2018-10-19,84711
2018-10-20,84302
2018-10-21,83681
2018-10-22,83370
2018-10-23,82600
2018-10-24,82027
2018-10-25,81474
2018-10-26,80904
2018-10-27,80052
2018-10-28,79247
2018-10-29,78632
2018-10-30,77626
2018-10-31,77848
2018-11-01,77987
2018-11-03,76990
2018-11-04,76316
2018-11-05,76906
2018-11-06,79462
2018-11-07,79696
2018-11-08,79096
2018-11-09,79422
2018-11-10,79216
2018-11-11,78426
2018-11-12,77918
2018-11-13,77842
2018-11-14,80383
2018-11-15,81122
2018-11-16,81085
2018-11-17,80525
2018-11-18,79450
2018-11-19,78791
2018-11-20,79230
2018-11-21,79164
2018-11-22,78446
2018-11-23,77472
2018-11-24,75431
2018-11-25,74883
2018-11-26,77253
2018-11-27,78377
2018-11-28,79163
2018-11-29,80553
2018-12-01,82071
2018-12-02,82026
2018-12-03,82052
2018-12-04,82852
2018-12-05,82694
2018-12-07,81571
2018-12-09,81455
2018-12-10,82969
2018-12-11,84432
2018-12-12,84953
2018-12-13,83961
2018-12-14,83512
2018-12-15,82192
2018-12-16,81182
2018-12-17,80103
2018-12-18,79128
2018-12-19,78573
2018-12-20,77941
2018-12-21,76677
2018-12-22,76124
2018-12-23,74528
2018-12-24,73300
2018-12-25,72738
2018-12-26,72721
2018-12-27,72699
2018-12-28,74512
2018-12-29,76503
2018-12-30,76746
2018-12-31,78670
2019-01-01,81348
2019-01-02,84662
2019-01-03,88887
2019-01-04,93092
2019-01-05,93081
2019-01-06,92544
2019-01-08,90406
2019-01-10,84993
2019-01-11,81243
2019-01-12,79149
2019-01-13,82202
2019-01-14,86280
2019-01-15,90594
2019-01-16,94988
2019-01-17,99699
2019-01-18,104665
2019-01-19,104923
2019-01-20,102083
2019-01-21,103345
2019-01-22,105172
2019-01-23,109150
2019-01-24,109197
2019-01-25,109641
2019-01-26,108986
2019-01-27,107670
2019-01-28,105134
2019-01-29,104633
2019-01-30,105219
2019-01-31,107407
2019-02-01,106907
2019-02-02,106909
2019-02-03,106154
2019-02-04,105238
2019-02-05,103658
2019-02-06,100385
2019-02-07,97413
2019-02-08,96401
2019-02-09,94861
2019-02-10,91837
2019-02-11,91523
2019-02-12,92414
2019-02-13,96072
2019-02-14,98477
2019-02-15,99349
2019-02-16,98003
2019-02-17,96688
2019-02-18,95307
2019-02-19,94944
2019-02-20,94215
2019-02-21,94869
2019-02-22,95516
2019-02-23,96282
2019-02-24,95219
2019-02-25,95210
2019-02-26,95148
2019-02-27,95594
2019-02-28,96070
2019-03-01,95854
2019-03-02,96630
2019-03-03,96177
2019-03-04,92930
2019-03-05,91824
2019-03-06,92247
2019-03-07,92469
2019-03-08,93462
2019-03-09,93322
2019-03-10,92316
2019-03-11,91554
2019-03-12,90821
2019-03-13,90239
2019-03-14,89377
2019-03-15,88869
2019-03-16,87607
2019-03-17,87227
2019-03-18,86667
2019-03-19,86181
2019-03-20,85625
2019-03-21,85114
2019-03-22,84030
2019-03-23,83402
2019-03-24,82969
2019-03-25,82702
2019-03-26,83250
2019-03-27,82681
2019-03-28,82877
2019-03-29,82859
2019-03-30,83341
2019-03-31,82072
2019-04-01,82374
2019-04-02,82935
2019-04-03,85148
2019-04-04,84797
2019-04-05,87313
2019-04-06,86387
2019-04-07,85895
2019-04-08,84887
2019-04-09,85326
