date_obj,Ancient%20chaps price
2019-03-19,230453
2019-03-20,227940
2019-03-21,224340
2019-03-22,219903
2019-03-23,218546
2019-03-24,213209
2019-03-25,208685
2019-03-26,208895
2019-03-27,205812
2019-03-28,202321
2019-03-29,207757
2019-03-30,213855
2019-03-31,212900
2019-04-01,211066
2019-04-02,211018
2019-04-03,211484
2019-04-04,215615
2019-04-05,215963
2019-04-06,216157
2019-04-07,216770
2019-04-08,213047
2019-04-09,216969
2019-04-10,224815
2019-04-11,225197
2019-04-12,216711
2019-04-13,207499
2019-04-14,201515
2019-04-15,204528
2019-04-16,209278
2019-04-17,214842
2019-04-18,220351
2019-04-19,221044
2019-04-20,219041
2019-04-21,220674
2019-04-22,218543
2019-04-23,211789
2019-04-24,209029
2019-04-25,210496
2019-04-26,212984
2019-04-27,216098
2019-04-28,216931
2019-04-29,211064
2019-04-30,207660
2019-05-01,205175
2019-05-02,195477
2019-05-03,186860
2019-05-04,183136
2019-05-05,178234
2019-05-06,175383
2019-05-07,171930
2019-05-08,171683
2019-05-09,168472
2019-05-10,163778
2019-05-11,162000
2019-05-12,157816
2019-05-13,159094
2019-05-14,158893
2019-05-15,158904
2019-05-16,158967
2019-05-17,158912
2019-05-18,159537
2019-05-19,160661
2019-05-20,161555
2019-05-21,162550
2019-05-22,161793
2019-05-23,167351
2019-05-24,170657
2019-05-25,175729
2019-05-26,177958
2019-05-27,183093
2019-05-28,191398
2019-05-29,198145
2019-05-30,199307
2019-05-31,205344
2019-06-01,212227
2019-06-02,213369
2019-06-03,218476
2019-06-04,224941
2019-06-05,233227
2019-06-06,232599
2019-06-07,236860
2019-06-08,236947
2019-06-09,242777
2019-06-10,239100
2019-06-11,246382
2019-06-12,248824
2019-06-13,254583
2019-06-14,256575
2019-06-15,259559
2019-06-16,256947
2019-06-17,254510
2019-06-18,252768
2019-06-19,249119
2019-06-20,243717
2019-06-21,243604
2019-06-22,246686
2019-06-23,248485
2019-06-24,248557
2019-06-25,247742
2019-06-26,238981
2019-06-27,230678
2019-06-28,223292
2019-06-29,222088
2019-06-30,221799
2019-07-01,219551
2019-07-02,224489
2019-07-03,226469
2019-07-04,226921
2019-07-05,227046
2019-07-06,225356
2019-07-07,223886
2019-07-08,221061
2019-07-09,221631
2019-07-10,221088
2019-07-11,221126
2019-07-12,217833
2019-07-13,221012
2019-07-14,223961
2019-07-15,224813
2019-07-16,223796
2019-07-17,227271
2019-07-18,226210
2019-07-19,227654
2019-07-20,227183
2019-07-21,222159
2019-07-22,221001
2019-07-23,215692
2019-07-24,209997
2019-07-25,209242
2019-07-26,207505
2019-07-27,206433
2019-07-28,201926
2019-07-29,194681
2019-07-30,191598
2019-07-31,192096
2019-08-01,193453
2019-08-02,190307
2019-08-03,190232
2019-08-04,189997
2019-08-05,189600
2019-08-06,187410
2019-08-07,189144
2019-08-08,188675
2019-08-09,181841
2019-08-10,180929
2019-08-11,181061
2019-08-12,179074
2019-08-13,177879
2019-08-14,181005
2019-08-15,182385
2019-08-16,183732
2019-08-17,184869
2019-08-18,184479
2019-08-19,184633
2019-08-20,187690
2019-08-21,190582
2019-08-22,191191
2019-08-23,192550
2019-08-24,189553
2019-08-24,189553
2019-08-25,192642
2019-08-25,192642
2019-08-26,188683
2019-08-27,190442
2019-08-27,190442
2019-08-28,191057
2019-08-29,194550
2019-08-30,199243
2019-08-31,199120
2019-09-01,203981
2019-09-02,206677
2019-09-03,207606
2019-09-04,208149
2019-09-05,207389
2019-09-06,208440
2019-09-07,216126
2019-09-08,224702
2019-09-09,230195
2019-09-10,227556
2019-09-11,224180
2019-09-12,224325
2019-09-13,217202
2019-09-14,219434
2019-09-15,216561
2019-09-16,216838
2019-09-17,211541
2019-09-18,204173
2019-09-19,201278
2019-09-20,204585
2019-09-21,201843
2019-09-22,202104
2019-09-23,197173
2019-09-24,199725
2019-09-25,193963
2019-09-26,189833
2019-09-27,188582
2019-09-28,186684
2019-09-29,188371
2019-09-30,187457
2019-10-01,185808
2019-10-02,180734
2019-10-03,180643
2019-10-04,176170
2019-10-05,171821
2019-10-06,170897
2019-10-07,173697
2019-10-08,177905
2019-10-09,178101
2019-10-10,180000
2019-10-11,181174
2019-10-12,176168
2019-10-13,175632
2019-10-14,175748
2019-10-15,175617
2019-10-16,177426
2019-10-17,174395
2019-10-18,176202
2019-10-19,178267
2019-10-20,178426
2019-10-21,177261
2019-10-22,177472
2019-10-23,175109
2019-10-24,176649
2019-10-25,177838
2019-10-26,178990
2019-10-27,178770
2019-10-28,177381
2019-10-29,177864
2019-10-30,174463
2019-10-31,171730
2019-11-01,166927
2019-11-02,164440
2019-11-03,164505
2019-11-04,166700
2019-11-05,174757
2019-11-06,176489
2019-11-07,180344
2019-11-08,182805
2019-11-09,176653
2019-11-10,171477
2019-11-11,167471
2019-11-12,163825
2019-11-13,162635
2019-11-14,166464
2019-11-15,169054
2019-11-16,169794
2019-11-17,167114
2019-11-18,165172
2019-11-19,161318
2019-11-20,159428
2019-11-21,154807
2019-11-22,151034
2019-11-23,145841
2019-11-24,143557
2019-11-25,147029
2019-11-26,148101
2019-11-27,150937
2019-11-28,150098
2019-11-29,150112
2019-11-30,149237
2019-12-01,147882
2019-12-02,142596
2019-12-03,139318
2019-12-04,139520
2019-12-05,137259
2019-12-06,138422
2019-12-07,136671
2019-12-08,137051
2019-12-09,137265
2019-12-10,137509
2019-12-11,137405
2019-12-12,138034
2019-12-13,138250
2019-12-14,136183
2019-12-15,132422
2019-12-16,128268
2019-12-17,129276
2019-12-18,128623
2019-12-19,132009
2019-12-20,134185
2019-12-21,135143
2019-12-22,140951
2019-12-23,147886
2019-12-24,154313
2019-12-25,159487
2019-12-26,164739
2019-12-27,170903
2019-12-28,173441
2019-12-29,175985
2019-12-30,174719
2019-12-31,172187
2020-01-01,179084
2020-01-02,184511
2020-01-03,186190
2020-01-04,191750
2020-01-05,199071
2020-01-06,206078
2020-01-07,211404
2020-01-08,213042
2020-01-09,214208
2020-01-10,219478
2020-01-11,220077
2020-01-12,222150
2020-01-13,222296
2020-01-14,218171
2020-01-15,209834
2020-01-16,208805
2020-01-17,208857
2020-01-18,209887
2020-01-19,205352
2020-01-20,200848
2020-01-21,199134
2020-01-22,197739
2020-01-23,199055
2020-01-24,198538
2020-01-25,191496
2020-01-26,190857
2020-01-27,188192
2020-01-28,187803
2020-01-29,185916
2020-01-30,182243
2020-01-31,180102
2020-02-01,179868
2020-02-02,176037
2020-02-03,171571
2020-02-04,175456
2020-02-05,178150
2020-02-06,177742
2020-02-07,180866
2020-02-08,179394
2020-02-09,178599
2020-02-10,175429
2020-02-11,175673
2020-02-12,177315
2020-02-13,176809
2020-02-14,176421
2020-02-15,172872
2020-02-16,169364
2020-02-17,167482
2020-02-18,166543
2020-02-19,168605
2020-02-20,164151
2020-02-21,162715
2020-02-22,164378
2020-02-23,167729
2020-02-24,168864
2020-02-25,166616
2020-02-26,163926
2020-02-27,166895
2020-02-28,172440
2020-02-29,173920
2020-03-01,174819
2020-03-02,170589
2020-03-03,169024
2020-03-04,165391
2020-03-05,162188
2020-03-06,163809
2020-03-07,166482
2020-03-08,167545
2020-03-09,165037
2020-03-10,165756
2020-03-11,164830
2020-03-12,164949
2020-03-13,162316
2020-03-14,165874
2020-03-15,168324
2020-03-16,169552
2020-03-17,168853
2020-03-18,169522
2020-03-19,164640
2020-03-20,162001
2020-03-21,164056
2020-03-22,160006
2020-03-23,159014
2020-03-24,158726
2020-03-25,160108
2020-03-26,159678
2020-03-27,160823
2020-03-28,159974
2020-03-29,161556
2020-03-30,165832
2020-03-31,165374
2020-04-01,165829
2020-04-02,169344
2020-04-03,169632
2020-04-04,170931
2020-04-05,173349
2020-04-06,168551
2020-04-07,169051
2020-04-08,174568
2020-04-09,177900
2020-04-10,179328
2020-04-11,183130
2020-04-12,189909
2020-04-13,195655
2020-04-14,197424
2020-04-15,198520
2020-04-16,198942
2020-04-17,206132
2020-04-18,209007
2020-04-19,215989
2020-04-20,219121
2020-04-21,222822
2020-04-22,223994
2020-04-23,216599
2020-04-24,212025
2020-04-25,208208
2020-04-26,208881
2020-04-27,212537
2020-04-28,214126
2020-04-29,214252
2020-04-30,213645
2020-05-01,212131
2020-05-02,210905
2020-05-03,209411
2020-05-04,211994
2020-05-05,212433
2020-05-06,208423
2020-05-07,205485
2020-05-08,205001
2020-05-09,199661
2020-05-10,196579
2020-05-11,195076
2020-05-12,194356
2020-05-13,193447
