date_obj,Red%20halloween%20mask price
2019-03-29,11983
2019-03-30,11983
2019-03-31,11983
2019-04-01,11983
2019-04-02,12327
2019-04-03,12327
2019-04-04,12327
2019-04-05,12479
2019-04-06,12479
2019-04-07,12479
2019-04-08,12602
2019-04-09,12602
2019-04-10,12602
2019-04-11,12602
2019-04-12,12570
2019-04-13,12570
2019-04-14,12570
2019-04-15,12524
2019-04-16,12524
2019-04-17,12524
2019-04-18,12505
2019-04-19,12505
2019-04-20,12505
2019-04-21,12505
2019-04-22,12543
2019-04-23,12543
2019-04-24,12543
2019-04-25,12588
2019-04-26,12588
2019-04-27,12588
2019-04-28,12607
2019-04-29,12607
2019-04-30,12607
2019-05-01,12651
2019-05-02,12651
2019-05-03,12651
2019-05-04,12727
2019-05-05,12727
2019-05-06,12727
2019-05-07,12727
2019-05-08,12674
2019-05-09,12674
2019-05-10,12674
2019-05-11,12674
2019-05-12,12933
2019-05-13,12933
2019-05-14,12933
2019-05-15,12959
2019-05-16,12959
2019-05-17,12959
2019-05-18,13275
2019-05-19,13275
2019-05-20,13275
2019-05-21,13275
2019-05-22,13490
2019-05-23,13490
2019-05-24,13490
2019-05-25,13435
2019-05-26,13435
2019-05-27,13435
2019-05-28,13737
2019-05-29,13737
2019-05-30,13737
2019-05-31,14259
2019-06-01,14259
2019-06-02,14259
2019-06-03,14572
2019-06-04,14572
2019-06-05,14572
2019-06-06,15084
2019-06-07,15084
2019-06-08,15084
2019-06-09,15718
2019-06-10,15718
2019-06-11,15718
2019-06-12,15718
2019-06-13,15922
2019-06-14,15922
2019-06-15,15922
2019-06-16,16247
2019-06-17,16247
2019-06-18,16247
2019-06-19,16247
2019-06-20,16839
2019-06-21,16839
2019-06-22,16839
2019-06-23,16839
2019-06-24,17175
2019-06-25,17175
2019-06-26,17175
2019-06-27,17175
2019-06-28,17659
2019-06-29,17659
2019-06-30,17659
2019-07-01,17659
2019-07-02,17906
2019-07-03,17906
2019-07-04,17906
2019-07-05,17906
2019-07-06,17967
2019-07-07,17967
2019-07-08,17967
2019-07-09,17967
2019-07-10,17864
2019-07-11,17864
2019-07-12,17864
2019-07-13,17864
2019-07-14,18046
2019-07-15,18046
2019-07-16,18046
2019-07-17,18046
2019-07-18,18209
2019-07-19,18209
2019-07-20,18209
2019-07-21,18209
2019-07-22,17630
2019-07-23,17630
2019-07-24,17630
2019-07-25,17630
2019-07-26,17630
2019-07-27,17868
2019-07-28,17868
2019-07-29,17868
2019-07-30,17868
2019-07-31,17513
2019-08-01,17513
2019-08-02,17513
2019-08-03,17513
2019-08-04,17247
2019-08-05,17247
2019-08-06,17247
2019-08-07,17247
2019-08-08,17324
2019-08-09,17324
2019-08-10,17324
2019-08-11,17324
2019-08-12,17439
2019-08-13,17439
2019-08-14,17439
2019-08-15,17439
2019-08-16,17614
2019-08-17,17614
2019-08-18,17614
2019-08-19,17614
2019-08-20,16929
2019-08-21,16929
2019-08-22,16929
2019-08-23,16929
2019-08-24,16609
2019-08-24,16609
2019-08-25,16609
2019-08-25,16609
2019-08-26,16609
2019-08-26,16609
2019-08-27,16609
2019-08-27,16609
2019-08-28,16554
2019-08-29,16554
2019-08-30,16554
2019-08-31,16554
2019-09-01,16632
2019-09-02,16632
2019-09-03,16632
2019-09-04,16632
2019-09-05,16634
2019-09-06,16634
2019-09-07,16634
2019-09-08,16634
2019-09-09,16818
2019-09-10,16818
2019-09-11,16818
2019-09-12,16818
2019-09-13,16799
2019-09-14,16799
2019-09-15,16799
2019-09-16,16881
2019-09-17,16881
2019-09-18,16881
2019-09-19,16881
2019-09-20,16881
2019-09-21,16328
2019-09-22,16328
2019-09-23,16328
2019-09-24,16328
2019-09-25,16267
2019-09-26,16267
2019-09-27,16267
2019-09-28,16267
2019-09-29,15554
2019-09-30,15554
2019-10-01,15554
2019-10-02,15554
2019-10-03,15651
2019-10-04,15651
2019-10-05,15651
2019-10-06,15651
2019-10-07,14959
2019-10-08,14959
2019-10-09,14959
2019-10-10,14959
2019-10-11,14564
2019-10-12,14564
2019-10-13,14564
2019-10-14,14104
2019-10-15,14104
2019-10-16,14104
2019-10-17,14104
2019-10-18,13480
2019-10-19,13480
2019-10-20,13480
2019-10-21,13480
2019-10-22,12891
2019-10-23,12891
2019-10-24,12292
2019-10-25,11677
2019-10-26,11093
2019-10-27,10538
2019-10-28,10011
2019-10-29,9522
2019-10-30,9060
2019-10-31,8688
2019-11-01,8586
2019-11-02,8530
2019-11-03,8336
2019-11-04,8297
2019-11-05,8283
2019-11-06,8232
2019-11-07,8300
2019-11-08,8434
2019-11-09,8523
2019-11-10,8493
2019-11-11,8493
2019-11-12,8456
2019-11-13,8456
2019-11-14,8405
2019-11-15,8405
2019-11-16,8375
2019-11-17,8375
2019-11-18,8385
2019-11-19,8385
2019-11-20,8066
2019-11-21,8066
2019-11-22,8066
2019-11-23,7918
2019-11-24,7918
2019-11-25,7663
2019-11-26,7663
2019-11-27,7305
2019-11-28,7305
2019-11-29,7022
2019-11-30,7022
2019-12-01,6903
2019-12-02,6903
2019-12-03,6789
2019-12-04,6789
2019-12-05,6789
2019-12-06,6702
2019-12-07,6702
2019-12-08,6702
2019-12-09,6654
2019-12-10,6654
2019-12-11,6408
2019-12-12,6408
2019-12-13,6408
2019-12-14,6300
2019-12-15,6300
2019-12-16,6303
2019-12-17,6303
2019-12-18,6303
2019-12-19,6424
2019-12-20,6424
2019-12-21,6534
2019-12-22,6534
2019-12-23,6534
2019-12-24,6576
2019-12-25,6576
2019-12-26,6576
2019-12-27,6624
2019-12-28,6624
2019-12-29,6624
2019-12-30,6830
2019-12-31,6830
2020-01-01,6830
2020-01-02,6951
2020-01-03,6951
2020-01-04,6951
2020-01-05,6966
2020-01-06,6966
2020-01-07,6966
2020-01-08,6953
2020-01-09,6953
2020-01-10,6953
2020-01-11,6891
2020-01-12,6891
2020-01-13,6891
2020-01-14,7037
2020-01-15,7037
2020-01-16,6826
2020-01-17,6826
2020-01-18,6826
2020-01-19,6863
2020-01-20,6863
2020-01-21,6863
2020-01-22,6890
2020-01-23,6890
2020-01-24,6890
2020-01-25,6970
2020-01-26,6970
2020-01-27,6970
2020-01-28,7089
2020-01-29,7089
2020-01-30,7089
2020-01-31,7096
2020-02-01,7096
2020-02-02,7096
2020-02-03,7160
2020-02-04,7160
2020-02-05,7160
2020-02-06,7175
2020-02-07,7175
2020-02-08,7175
2020-02-09,7222
2020-02-10,7222
2020-02-11,7222
2020-02-12,7367
2020-02-13,7367
2020-02-14,7367
2020-02-15,7268
2020-02-16,7268
2020-02-17,7268
2020-02-18,7372
2020-02-19,7372
2020-02-20,7372
2020-02-21,7372
2020-02-22,7272
2020-02-23,7272
2020-02-24,7272
2020-02-25,7309
2020-02-26,7309
2020-02-27,7309
2020-02-28,7307
2020-02-29,7307
2020-03-01,7307
2020-03-02,7307
2020-03-03,7334
2020-03-04,7334
2020-03-05,7334
2020-03-06,7334
2020-03-07,7378
2020-03-08,7378
2020-03-09,7378
2020-03-10,7376
2020-03-11,7376
2020-03-12,7376
2020-03-13,7376
2020-03-14,7237
2020-03-15,7237
2020-03-16,7237
2020-03-17,7043
2020-03-18,7043
2020-03-19,7043
2020-03-20,6799
2020-03-21,6799
2020-03-22,6799
2020-03-23,6575
2020-03-24,6575
2020-03-25,6575
2020-03-26,6493
2020-03-27,6493
2020-03-28,6493
2020-03-29,6338
2020-03-30,6338
2020-03-31,6247
2020-04-01,6247
2020-04-02,6100
2020-04-03,6100
2020-04-04,6100
2020-04-05,5914
2020-04-06,5914
2020-04-07,5662
2020-04-08,5662
2020-04-09,5401
2020-04-10,5401
2020-04-11,5196
2020-04-12,5196
2020-04-13,5196
2020-04-14,5070
2020-04-15,5070
2020-04-16,5070
2020-04-17,5025
2020-04-18,5025
2020-04-19,5050
2020-04-20,5050
2020-04-21,5050
2020-04-22,5052
2020-04-23,5052
2020-04-24,5052
2020-04-25,5202
2020-04-26,5202
2020-04-27,5190
2020-04-28,5190
2020-04-29,5190
2020-04-30,5271
2020-05-01,5271
2020-05-02,5271
2020-05-03,5409
2020-05-04,5409
2020-05-05,5409
2020-05-06,5393
2020-05-07,5393
2020-05-08,5393
2020-05-09,5285
2020-05-10,5285
2020-05-11,5285
2020-05-12,5410
2020-05-13,5410
