date_obj,Dragonstone%20amulet%20(u) price
2016-02-16,45706
2016-02-17,45706
2016-02-18,43462
2016-02-19,43462
2016-02-20,43462
2016-02-21,43462
2016-02-22,43462
2016-02-23,43462
2016-02-24,43462
2016-02-25,43462
2016-02-26,43462
2016-02-27,43462
2016-02-28,43462
2016-02-29,43462
2016-03-01,43462
2016-03-02,43462
2016-03-03,43462
2016-03-04,43462
2016-03-05,43462
2016-03-06,43462
2016-03-07,43462
2016-03-08,43462
2016-03-09,43462
2016-03-10,43462
2016-03-11,43462
2016-03-12,43462
2016-03-13,43462
2016-03-14,43462
2016-03-15,43462
2016-03-16,43462
2016-03-17,43462
2016-03-18,43462
2016-03-19,43462
2016-03-20,43462
2016-03-21,43462
2016-03-22,43462
2016-03-23,43462
2016-03-24,43462
2016-03-25,43462
2016-03-26,43462
2016-03-27,43462
2016-03-28,43462
2016-03-29,43462
2016-03-30,43462
2016-03-31,43462
2016-04-01,43462
2016-04-02,43462
2016-04-04,43462
2016-04-05,43462
2016-04-06,43462
2016-04-07,43462
2016-04-08,43462
2016-04-09,43462
2016-04-10,43462
2016-04-11,43462
2016-04-12,43462
2016-04-13,43462
2016-04-14,43462
2016-04-15,43462
2016-04-16,43462
2016-04-17,43462
2016-04-18,43462
2016-04-19,43462
2016-04-20,43462
2016-04-21,43462
2016-04-22,43462
2016-04-23,43462
2016-04-24,43462
2016-04-25,43462
2016-04-26,43462
2016-04-27,43462
2016-04-28,43462
2016-04-29,43462
2016-04-30,43462
2016-05-01,43462
2016-05-02,43462
2016-05-03,43462
2016-05-04,43462
2016-05-05,43462
2016-05-06,43462
2016-05-07,43462
2016-05-08,41322
2016-05-09,41322
2016-05-10,41322
2016-05-11,41322
2016-05-12,41322
2016-05-13,41322
2016-05-14,41322
2016-05-15,41322
2016-05-16,41322
2016-05-17,41322
2016-05-18,41322
2016-05-19,41322
2016-05-22,41322
2016-05-23,41322
2016-05-24,41322
2016-05-25,41322
2016-05-26,41322
2016-05-27,41322
2016-05-28,41322
2016-05-29,41322
2016-05-30,41322
2016-05-31,41322
2016-06-01,41322
2016-06-02,41322
2016-06-03,41322
2016-06-04,41322
2016-06-05,41322
2016-06-06,41322
2016-06-07,41322
2016-06-08,41322
2016-06-09,41322
2016-06-10,41322
2016-06-11,41322
2016-06-12,41322
2016-06-13,41322
2016-06-14,41322
2016-06-15,41322
2016-06-16,41322
2016-06-17,41322
2016-06-18,41322
2016-06-19,41322
2016-06-20,41322
2016-06-21,41322
2016-06-22,41322
2016-06-23,41322
2016-06-24,41322
2016-06-25,41322
2016-06-26,41322
2016-06-27,41322
2016-06-28,41322
2016-06-29,41322
2016-06-30,41322
2016-07-01,41322
2016-07-02,41322
2016-07-03,41322
2016-07-04,41322
2016-07-05,41322
2016-07-06,41322
2016-07-07,41322
2016-07-08,39255
2016-07-09,39255
2016-07-10,39255
2016-07-11,39255
2016-07-12,39255
2016-07-13,39255
2016-07-14,39255
2016-07-15,39255
2016-07-16,39255
2016-07-17,39255
2016-07-18,39255
2016-07-23,39255
2016-07-24,39255
2016-07-25,39255
2016-07-26,39255
2016-07-27,39255
2016-07-28,39255
2016-07-29,39255
2016-07-30,39255
2016-07-31,39255
2016-08-01,39255
2016-08-02,39255
2016-08-03,39255
2016-08-04,39255
2016-08-05,39255
2016-08-06,39255
2016-08-07,39255
2016-08-08,39255
2016-08-09,39255
2016-08-10,37294
2016-08-11,37294
2016-08-12,37294
2016-08-13,37294
2016-08-14,37294
2016-08-15,37294
2016-08-16,37294
2016-08-17,37294
2016-08-18,37294
2016-08-19,37294
2016-08-20,37294
2016-08-21,37294
2016-08-22,37294
2016-08-23,37294
2016-08-24,37294
2016-08-25,37294
2016-08-26,37294
2016-08-28,37294
2016-08-31,37294
2016-09-01,37294
2016-09-02,37294
2016-09-03,37294
2016-09-04,37294
2016-09-05,37294
2016-09-06,37294
2016-09-07,37294
2016-09-08,37294
2016-09-09,37294
2016-09-10,37294
2016-09-11,37294
2016-09-12,37294
2016-09-13,37294
2016-09-14,37294
2016-09-15,37294
2016-09-16,37294
2016-09-17,37294
2016-09-18,37294
2016-09-19,37294
2016-09-20,35430
2016-09-21,35430
2016-09-22,35430
2016-09-23,35430
2016-09-24,35430
2016-09-25,35430
2016-09-26,35430
2016-09-27,35430
2016-09-28,35430
2016-09-29,35430
2016-09-30,35430
2016-10-01,35430
2016-10-02,35430
2016-10-03,35430
2016-10-04,35430
2016-10-05,35430
2016-10-06,35430
2016-10-07,35430
2016-10-08,35430
2016-10-09,35430
2016-10-10,35430
2016-10-11,35430
2016-10-12,35430
2016-10-13,35430
2016-10-14,35430
2016-10-15,35430
2016-10-16,35430
2016-10-17,35430
2016-10-18,35430
2016-10-19,35430
2016-10-20,35430
2016-10-21,35430
2016-10-22,35430
2016-10-23,35430
2016-10-24,35430
2016-10-25,35430
2016-10-26,35430
2016-10-27,35430
2016-10-28,35430
2016-10-29,35430
2016-10-30,35430
2016-10-31,33664
2016-11-01,33664
2016-11-02,33664
2016-11-03,33664
2016-11-04,33664
2016-11-05,33664
2016-11-06,33664
2016-11-07,33664
2016-11-08,33664
2016-11-09,33664
2016-11-10,33664
2016-11-11,33664
2016-11-12,33664
2016-11-13,33664
2016-11-14,33664
2016-11-15,33664
2016-12-07,31982
2016-12-08,31982
2016-12-09,31982
2016-12-10,31982
2016-12-11,31982
2016-12-12,31982
2016-12-13,31982
2016-12-14,31982
2016-12-15,31982
2016-12-16,31982
2016-12-17,31982
2016-12-18,31982
2016-12-19,31982
2016-12-20,31982
2016-12-21,31982
2016-12-22,31982
2016-12-23,31982
2016-12-24,31982
2016-12-25,31982
2016-12-26,31982
2016-12-27,31982
2016-12-28,31982
2016-12-29,31982
2016-12-30,31982
2016-12-31,31982
2017-01-01,31982
2017-01-02,31982
2017-01-03,31982
2017-01-04,31982
2017-01-05,31982
2017-01-06,31982
2017-01-07,31982
2017-01-08,30414
2017-01-09,30414
2017-01-10,30414
2017-01-11,30414
2017-01-12,30414
2017-01-13,30414
2017-01-14,30414
2017-01-15,30414
2017-01-16,30414
2017-01-17,30414
2017-01-18,30414
2017-01-19,30414
2017-01-20,30414
2017-01-21,30414
2017-01-22,30414
2017-01-23,30414
2017-01-27,30414
2017-01-28,30414
2017-01-29,30414
2017-01-30,30414
2017-01-31,30414
2017-02-01,30414
2017-02-02,30414
2017-02-03,30414
2017-02-04,30414
2017-02-05,30414
2017-02-06,30414
2017-02-07,30414
2017-02-08,30414
2017-02-09,30414
2017-02-10,28897
2017-02-11,28897
2017-02-12,28897
2017-02-13,28897
2017-02-14,28897
2017-02-15,28897
2017-02-16,28897
2017-02-18,28897
2017-02-19,28897
2017-02-20,28897
2017-02-21,28897
2017-02-22,28897
2017-02-23,28897
2017-02-24,28897
2017-02-25,28897
2017-02-26,28897
2017-02-27,28897
2017-02-28,28897
2017-03-01,28897
2017-03-02,28897
2017-03-03,28897
2017-03-04,28897
2017-03-05,28897
2017-03-06,28897
2017-03-07,28897
2017-03-08,28897
2017-03-09,28897
2017-03-10,27453
2017-03-11,27453
2017-03-12,27453
2017-03-13,27453
2017-03-14,27453
2017-03-15,27453
2017-03-16,27453
2017-03-17,27453
2017-03-18,27453
2017-03-19,27453
2017-03-20,27453
2017-03-21,27453
2017-03-22,27453
2017-03-23,27453
2017-03-24,27453
2017-03-25,27453
2017-03-26,27453
2017-03-27,27453
2017-03-28,27453
2017-03-29,27453
2017-03-30,27453
2017-03-31,27453
2017-04-01,27453
2017-04-02,27453
2017-04-03,27453
2017-04-04,27453
2017-04-12,26081
2017-04-13,26081
2017-04-14,26081
2017-04-15,26081
2017-04-16,26081
2017-04-17,26081
2017-04-18,26081
2017-04-19,26081
2017-04-20,26081
2017-04-21,26081
2017-04-22,26081
2017-04-23,26081
2017-04-24,26081
2017-04-25,26081
2017-04-26,26081
2017-04-27,26081
2017-04-28,26081
2017-04-29,26081
2017-04-30,26081
2017-05-01,26081
2017-05-02,24777
2017-05-03,24777
2017-05-04,24777
2017-05-05,24777
2017-05-06,24777
2017-05-07,24777
2017-05-08,24777
2017-05-09,24777
2017-05-10,24777
2017-05-11,24777
2017-05-12,24777
2017-05-13,24777
2017-05-14,24777
2017-05-15,24777
2017-05-16,24777
2017-05-17,24777
2017-05-18,24777
2017-05-19,24777
2017-05-20,24777
2017-05-21,24777
2017-05-22,24777
2017-05-23,24777
2017-05-24,24777
2017-05-25,24777
2017-05-26,23544
2017-05-27,23544
2017-05-28,23544
2017-05-29,23544
2017-05-30,23544
2017-05-31,23544
2017-06-01,23544
2017-06-02,23544
2017-06-03,23544
2017-06-04,23544
2017-06-05,23544
2017-06-06,23544
2017-06-07,23544
2017-06-08,23544
2017-06-09,23544
2017-06-10,23544
2017-06-11,23544
2017-06-12,23544
2017-06-13,23544
2017-06-14,23544
2017-06-15,23544
2017-06-16,23544
2017-06-17,23544
2017-06-18,23544
2017-06-19,23544
2017-06-20,22367
2017-06-21,22367
2017-06-22,22367
2017-06-23,22367
2017-06-24,22367
2017-06-25,22367
2017-06-26,22367
2017-06-27,22367
2017-06-28,22367
2017-06-29,22367
2017-06-30,22367
2017-07-01,22367
2017-07-02,22367
2017-07-03,22367
2017-07-04,22367
2017-07-05,22367
2017-07-06,22367
2017-07-07,22367
2017-07-08,22367
2017-07-13,22367
2017-07-14,22367
2017-07-15,21249
2017-07-16,21249
2017-07-17,21249
2017-07-18,21249
2017-07-19,21249
2017-07-20,21249
2017-07-21,21249
2017-07-22,21249
2017-07-23,21249
2017-07-24,21249
2017-07-25,21249
2017-07-26,21249
2017-07-27,21249
2017-07-28,21249
2017-07-29,21249
2017-07-30,21249
2017-07-31,21249
2017-08-01,21249
2017-08-02,21249
2017-08-03,21249
2017-08-04,21249
2017-08-05,21249
2017-08-06,21249
2017-08-09,20186
2017-08-10,20186
2017-08-11,20186
2017-08-12,20186
2017-08-13,20186
2017-08-14,20186
2017-08-15,20186
2017-08-16,20186
2017-08-17,20186
2017-08-18,20186
2017-08-19,20186
2017-08-20,20186
2017-08-21,20186
2017-08-22,20186
2017-08-23,20186
2017-08-24,20186
2017-08-25,20186
2017-08-26,20186
2017-08-27,20186
2017-08-28,20186
2017-08-29,20186
2017-08-30,20186
2017-08-31,20186
2017-09-01,19184
2017-09-03,19184
2017-09-04,19184
2017-09-05,19184
2017-09-06,19184
2017-09-07,19184
2017-09-08,19184
2017-09-09,19184
2017-09-10,19184
2017-09-11,19184
2017-09-12,19184
2017-09-13,19184
2017-09-14,19184
2017-09-15,19184
2017-09-16,19184
2017-09-17,19184
2017-09-18,19184
2017-09-19,19184
2017-09-20,19184
2017-09-21,19184
2017-09-22,19184
2017-09-23,19184
2017-09-24,18351
2017-09-25,18351
2017-09-26,18351
2017-09-27,18351
2017-09-28,18351
2017-09-29,18351
2017-09-30,18351
2017-10-01,18351
2017-10-02,18351
2017-10-03,18351
2017-10-04,18351
2017-10-05,18351
2017-10-06,18351
2017-10-07,18351
2017-10-08,18351
2017-10-09,18351
2017-10-10,18351
2017-10-11,18919
2017-10-12,18919
2017-10-13,18919
2017-10-14,18919
2017-10-15,18919
2017-10-16,18919
2017-10-17,18919
2017-10-18,18919
2017-10-19,18919
2017-10-20,18919
2017-10-21,18919
2017-10-22,18919
2017-10-23,18919
2017-10-24,18919
2017-10-25,18919
2017-10-26,18919
2017-10-27,18919
2017-10-28,18919
2017-10-29,18919
2017-10-30,19543
2017-10-31,19543
2017-11-01,19543
2017-11-02,19543
2017-11-03,19543
2017-11-04,19543
2017-11-05,19543
2017-11-06,19543
2017-11-07,19543
2017-11-08,19543
2017-11-09,19543
2017-11-10,19543
2017-11-11,19543
2017-11-12,19543
2017-11-13,19543
2017-11-14,19543
2017-11-15,19543
2017-11-16,19543
2017-11-17,19543
2017-11-18,19828
2017-11-19,19828
2017-11-20,19828
2017-11-21,19828
2017-11-22,19828
2017-11-23,19828
2017-11-24,19828
2017-11-25,19828
2017-11-26,19828
2017-11-27,19828
2017-11-28,19828
2017-11-29,19828
2017-11-30,19828
2017-12-01,19828
2017-12-02,19828
2017-12-03,19828
2017-12-04,19828
2017-12-05,19828
2017-12-06,19828
2017-12-07,19828
2017-12-08,19828
2017-12-09,19828
2017-12-10,19828
2017-12-11,19289
2017-12-12,19289
2017-12-13,19289
2017-12-14,19289
2017-12-15,19289
2017-12-16,19289
2017-12-17,19289
2017-12-18,19289
2017-12-19,19289
2017-12-20,19289
2017-12-21,19289
2017-12-22,19289
2017-12-23,19289
2017-12-24,19289
2017-12-25,19289
2017-12-26,19289
2017-12-27,19289
2017-12-28,19289
2017-12-29,19289
2017-12-30,19289
2017-12-31,19289
2018-01-01,19289
2018-01-02,18735
2018-01-03,18735
2018-01-04,18735
2018-01-05,18735
2018-01-06,18735
2018-01-07,18735
2018-01-08,18735
2018-01-09,18735
2018-01-10,18735
2018-01-11,18735
2018-01-12,18735
2018-01-13,18735
2018-01-14,18735
2018-01-15,18735
2018-01-16,18735
2018-01-17,18735
2018-01-18,17989
2018-01-19,17989
2018-01-20,17989
2018-01-21,17989
2018-01-22,17989
2018-01-23,17989
2018-01-25,17989
2018-01-26,17989
2018-01-27,17989
2018-01-28,17989
2018-01-29,17989
2018-01-30,17989
2018-01-31,17989
2018-02-01,17091
2018-02-02,17091
2018-02-03,17091
2018-02-04,17091
2018-02-05,17091
2018-02-06,17091
2018-02-07,17091
2018-02-08,17091
2018-02-09,17091
2018-02-10,17091
2018-02-11,17091
2018-02-12,17091
2018-02-13,17091
2018-02-14,16239
2018-02-15,16239
2018-02-16,16239
2018-02-17,16239
2018-02-18,16239
2018-02-19,16239
2018-02-20,16239
2018-02-21,16239
2018-02-22,16239
2018-02-23,16239
2018-02-24,16239
2018-02-25,16239
2018-02-26,16239
2018-02-27,15429
2018-02-28,15429
2018-03-01,15429
2018-03-02,15429
2018-03-03,15429
2018-03-04,15429
2018-03-05,15429
2018-03-06,15429
2018-03-07,15429
2018-03-09,15429
2018-03-10,15429
2018-03-11,15429
2018-03-12,15429
2018-03-13,14657
2018-03-14,14657
2018-03-15,14657
2018-03-16,14657
2018-03-17,14657
2018-03-18,14657
2018-03-20,14657
2018-03-21,14657
2018-03-23,14657
2018-03-24,14657
2018-03-25,14657
2018-03-26,14657
2018-03-27,14657
2018-03-28,14657
2018-03-29,13925
2018-03-30,13925
2018-03-31,13925
2018-04-01,13925
2018-04-02,13925
2018-04-03,13925
2018-04-04,13925
2018-04-05,13925
2018-04-06,13925
2018-04-07,13925
2018-04-08,13925
2018-04-09,13925
2018-04-10,13925
2018-04-11,13925
2018-04-12,13925
2018-04-13,13925
2018-04-14,13253
2018-04-15,13253
2018-04-16,13253
2018-04-17,13253
2018-04-18,13253
2018-04-19,13253
2018-04-20,13253
2018-04-21,13253
2018-04-22,13253
2018-04-23,13253
2018-04-24,13253
2018-04-25,13253
2018-04-26,13253
2018-04-27,13253
2018-04-28,13253
2018-04-29,13253
2018-04-30,12613
2018-05-01,12613
2018-05-03,12613
2018-05-04,12613
2018-05-05,12613
2018-05-07,12613
2018-05-08,12613
2018-05-09,12613
2018-05-10,12613
2018-05-11,12613
2018-05-12,12613
2018-05-13,12613
2018-05-14,12613
2018-05-15,12613
2018-05-16,12613
2018-05-17,12054
2018-05-18,12054
2018-05-19,12054
2018-05-20,12054
2018-05-21,12054
2018-05-22,12054
2018-05-23,12054
2018-05-24,12054
2018-05-25,12054
2018-05-26,12054
2018-05-27,12054
2018-05-28,12304
2018-05-29,12304
2018-05-30,12304
2018-05-31,12304
2018-06-01,12304
2018-06-02,12304
2018-06-03,12304
2018-06-04,12304
2018-06-05,12304
2018-06-06,12304
2018-06-07,12304
2018-06-08,12304
2018-06-09,12304
2018-06-10,12304
2018-06-11,11902
2018-06-12,11902
2018-06-13,11902
2018-06-14,11902
2018-06-15,11902
2018-06-16,11902
2018-06-17,11902
2018-06-18,11902
2018-06-19,11902
2018-06-20,11902
2018-06-21,11902
2018-06-22,11902
2018-06-23,11902
2018-06-24,11902
2018-06-25,11522
2018-06-26,11522
2018-06-27,11522
2018-06-28,11522
2018-06-29,11522
2018-06-30,11522
2018-07-01,11522
2018-07-02,11522
2018-07-03,11522
2018-07-04,11522
2018-07-05,11522
2018-07-06,11522
2018-07-07,11737
2018-07-08,11737
2018-07-09,11737
2018-07-10,11737
2018-07-11,11737
2018-07-12,11737
2018-07-13,11737
2018-07-14,11737
2018-07-15,11737
2018-07-16,11737
2018-07-17,11737
2018-07-18,11737
2018-07-19,11737
2018-07-20,11737
2018-07-21,11737
2018-07-22,11737
2018-07-23,11860
2018-07-24,11860
2018-07-25,11860
2018-07-26,11860
2018-07-27,11860
2018-07-28,11860
2018-07-29,11860
2018-07-30,11860
2018-07-31,11860
2018-08-01,11860
2018-08-02,11860
2018-08-03,11860
2018-08-04,11860
2018-08-05,11611
2018-08-06,11611
2018-08-07,11611
2018-08-08,11611
2018-08-09,11611
2018-08-10,11611
2018-08-11,11611
2018-08-12,11611
2018-08-14,11611
2018-08-16,11611
2018-08-17,11880
2018-08-18,11880
2018-08-19,11880
2018-08-20,11880
2018-08-21,11880
2018-08-22,11880
2018-08-23,11880
2018-08-24,11880
2018-08-25,11880
2018-08-26,11880
2018-08-27,11880
2018-08-28,11880
2018-08-29,11880
2018-08-30,11763
2018-08-31,11763
2018-09-01,11763
2018-09-02,11763
2018-09-03,11763
2018-09-04,11763
2018-09-05,11763
2018-09-06,11763
2018-09-07,11763
2018-09-08,11763
2018-09-09,11763
2018-09-10,11763
2018-09-11,11931
2018-09-12,11931
2018-09-13,11931
2018-09-14,11931
2018-09-15,11931
2018-09-16,11931
2018-09-17,11931
2018-09-18,11931
2018-09-19,11931
2018-09-20,11931
2018-09-21,11931
2018-09-22,12166
2018-09-23,12166
2018-09-24,12166
2018-09-25,12166
2018-09-26,12166
2018-09-27,12166
2018-09-28,12166
2018-09-29,12166
2018-09-30,12166
2018-10-01,12166
2018-10-02,12166
2018-10-03,12166
2018-10-04,12166
2018-10-05,12166
2018-10-06,12020
2018-10-07,12020
2018-10-08,12020
2018-10-09,12020
2018-10-10,12020
2018-10-11,12020
2018-10-12,12020
2018-10-13,12020
2018-10-14,12020
2018-10-15,12020
2018-10-16,12020
2018-10-17,12020
2018-10-18,12020
2018-10-19,12011
2018-10-20,12011
2018-10-21,12011
2018-10-22,12011
2018-10-23,12011
2018-10-24,12011
2018-10-25,12011
2018-10-26,12011
2018-10-27,12011
2018-10-28,12011
2018-10-29,12011
2018-10-30,12011
2018-10-31,11954
2018-11-01,11954
2018-11-03,11954
2018-11-04,11954
2018-11-05,11954
2018-11-06,11954
2018-11-07,11954
2018-11-08,11954
2018-11-09,11954
2018-11-10,11954
2018-11-11,11901
2018-11-12,11901
2018-11-13,11901
2018-11-14,11901
2018-11-15,11901
2018-11-16,11901
2018-11-17,11901
2018-11-18,11901
2018-11-19,11901
2018-11-20,12134
2018-11-21,12134
2018-11-22,12134
2018-11-23,12134
2018-11-24,12134
2018-11-25,12134
2018-11-26,12134
2018-11-27,12134
2018-11-28,12520
2018-11-29,12520
2018-12-01,12520
2018-12-02,12520
2018-12-03,12520
2018-12-04,12520
2018-12-05,12520
2018-12-07,12520
2018-12-09,12342
2018-12-10,12342
2018-12-11,12342
2018-12-12,12342
2018-12-13,12342
2018-12-14,12342
2018-12-15,12342
2018-12-16,12342
2018-12-17,12342
2018-12-18,12191
2018-12-19,12191
2018-12-20,12191
2018-12-21,12191
2018-12-22,12191
2018-12-23,12191
2018-12-24,12191
2018-12-25,12191
2018-12-26,12191
2018-12-27,12191
2018-12-28,12191
2018-12-29,11869
2018-12-30,11869
2018-12-31,11869
2019-01-01,11869
2019-01-02,11869
2019-01-03,11869
2019-01-04,11869
2019-01-05,11869
2019-01-06,11921
2019-01-08,11921
2019-01-10,11921
2019-01-11,11921
2019-01-12,11921
2019-01-13,11921
2019-01-14,11921
2019-01-15,12099
2019-01-16,12099
2019-01-17,12099
2019-01-18,12099
2019-01-19,12099
2019-01-20,12099
2019-01-21,12099
2019-01-22,12099
2019-01-23,12099
2019-01-24,12071
2019-01-25,12071
2019-01-26,12071
2019-01-27,12071
2019-01-28,12071
2019-01-29,12071
2019-01-30,12071
2019-01-31,12071
2019-02-01,12258
2019-02-02,12258
2019-02-03,12258
2019-02-04,12258
2019-02-05,12258
2019-02-06,12258
2019-02-07,12258
2019-02-08,12258
2019-02-09,12258
2019-02-10,12141
2019-02-11,12141
2019-02-12,12141
2019-02-13,12141
2019-02-14,12141
2019-02-15,12141
2019-02-16,12141
2019-02-17,12141
2019-02-18,12141
2019-02-19,12141
2019-02-20,11983
2019-02-21,11983
2019-02-22,11983
2019-02-23,11983
2019-02-24,11983
2019-02-25,11983
2019-02-26,11983
2019-02-27,11983
2019-02-28,11983
2019-03-01,11983
2019-03-02,11983
2019-03-03,11983
2019-03-04,11983
2019-03-05,11983
2019-03-06,11983
2019-03-07,11983
2019-03-08,12102
2019-03-09,12102
2019-03-10,12102
2019-03-11,12102
2019-03-12,12102
2019-03-13,12102
2019-03-14,12102
2019-03-15,12102
2019-03-16,12102
2019-03-17,12245
2019-03-18,12245
2019-03-19,12245
2019-03-20,12245
2019-03-21,12245
2019-03-22,12245
