date_obj,Guthix%20chaps price
2019-03-26,202762
2019-03-27,202966
2019-03-28,201579
2019-03-29,205070
2019-03-30,208644
2019-03-31,207020
2019-04-01,206768
2019-04-02,206313
2019-04-03,205265
2019-04-04,208651
2019-04-05,207883
2019-04-06,206899
2019-04-07,211524
2019-04-08,213771
2019-04-09,217323
2019-04-10,219946
2019-04-11,222033
2019-04-12,218701
2019-04-13,218722
2019-04-14,218694
2019-04-15,217940
2019-04-16,220450
2019-04-17,224336
2019-04-18,226421
2019-04-19,224894
2019-04-20,226683
2019-04-21,227460
2019-04-22,227864
2019-04-23,222554
2019-04-24,217747
2019-04-25,216423
2019-04-26,215741
2019-04-27,215191
2019-04-28,215885
2019-04-29,210428
2019-04-30,206594
2019-05-01,199597
2019-05-02,192629
2019-05-03,187144
2019-05-04,179095
2019-05-05,174315
2019-05-06,173877
2019-05-07,173161
2019-05-08,172521
2019-05-09,174878
2019-05-10,174120
2019-05-11,172535
2019-05-12,169050
2019-05-13,165249
2019-05-14,160711
2019-05-15,159547
2019-05-16,159887
2019-05-17,161675
2019-05-18,163344
2019-05-19,161662
2019-05-20,164501
2019-05-21,164619
2019-05-22,165323
2019-05-23,169353
2019-05-24,172136
2019-05-25,173179
2019-05-26,173409
2019-05-27,176147
2019-05-28,184594
2019-05-29,193176
2019-05-30,196879
2019-05-31,203557
2019-06-01,210178
2019-06-02,215770
2019-06-03,221992
2019-06-04,229492
2019-06-05,238022
2019-06-06,243787
2019-06-07,246868
2019-06-08,248409
2019-06-09,248556
2019-06-10,249099
2019-06-11,251276
2019-06-12,250295
2019-06-13,254268
2019-06-14,254526
2019-06-15,252824
2019-06-16,249930
2019-06-17,244646
2019-06-18,243862
2019-06-19,243903
2019-06-20,238827
2019-06-21,237363
2019-06-22,235019
2019-06-23,237371
2019-06-24,235098
2019-06-25,228658
2019-06-26,222312
2019-06-27,220140
2019-06-28,211136
2019-06-29,209813
2019-06-30,212644
2019-07-01,212760
2019-07-02,211758
2019-07-03,212670
2019-07-04,211446
2019-07-05,211299
2019-07-06,210022
2019-07-07,209016
2019-07-08,210305
2019-07-09,205546
2019-07-10,200829
2019-07-11,197776
2019-07-12,201704
2019-07-13,201748
2019-07-14,199842
2019-07-15,197456
2019-07-16,198612
2019-07-17,198323
2019-07-18,196412
2019-07-19,194670
2019-07-20,192937
2019-07-21,192180
2019-07-22,195146
2019-07-23,191247
2019-07-24,189312
2019-07-25,187890
2019-07-26,185866
2019-07-27,186420
2019-07-28,188949
2019-07-29,187616
2019-07-30,182656
2019-07-31,178605
2019-08-01,176458
2019-08-02,173333
2019-08-03,169816
2019-08-04,168560
2019-08-05,168262
2019-08-06,167039
2019-08-07,170091
2019-08-08,171679
2019-08-09,170826
2019-08-10,171620
2019-08-11,169707
2019-08-12,170070
2019-08-13,170109
2019-08-14,169010
2019-08-15,168204
2019-08-16,170578
2019-08-17,171813
2019-08-18,172781
2019-08-19,176715
2019-08-20,176886
2019-08-21,181016
2019-08-22,184256
2019-08-23,185599
2019-08-24,182238
2019-08-24,182238
2019-08-25,183197
2019-08-25,183197
2019-08-26,183753
2019-08-26,183753
2019-08-27,185560
2019-08-27,185560
2019-08-28,186124
2019-08-29,185978
2019-08-30,186244
2019-08-31,185468
2019-09-01,187681
2019-09-02,192791
2019-09-03,193237
2019-09-04,196376
2019-09-05,200267
2019-09-06,205407
2019-09-07,204853
2019-09-08,208793
2019-09-09,208595
2019-09-10,207986
2019-09-11,208137
2019-09-12,204921
2019-09-13,202760
2019-09-14,200740
2019-09-15,198441
2019-09-16,193183
2019-09-17,188153
2019-09-18,186862
2019-09-19,187096
2019-09-20,188729
2019-09-21,189470
2019-09-22,186903
2019-09-23,184761
2019-09-24,186852
2019-09-25,184134
2019-09-26,178146
2019-09-27,178655
2019-09-28,177928
2019-09-29,176679
2019-09-30,174973
2019-10-01,176918
2019-10-02,176518
2019-10-03,175210
2019-10-04,170629
2019-10-05,167992
2019-10-06,169579
2019-10-07,172354
2019-10-08,171291
2019-10-09,170584
2019-10-10,167216
2019-10-11,166364
2019-10-12,166081
2019-10-13,167357
2019-10-14,167281
2019-10-15,166040
2019-10-16,165183
2019-10-17,165316
2019-10-18,162612
2019-10-19,160425
2019-10-20,160065
2019-10-21,162782
2019-10-22,160192
2019-10-23,157810
2019-10-24,157239
2019-10-25,157552
2019-10-26,160513
2019-10-27,162112
2019-10-28,162287
2019-10-29,157018
2019-10-30,153135
2019-10-31,148775
2019-11-01,145090
2019-11-02,148755
2019-11-03,149688
2019-11-04,154323
2019-11-05,156549
2019-11-06,153235
2019-11-07,148881
2019-11-08,148533
2019-11-09,143551
2019-11-10,139948
2019-11-11,137454
2019-11-12,138034
2019-11-13,138648
2019-11-14,137651
2019-11-15,136850
2019-11-16,134014
2019-11-17,132602
2019-11-18,133520
2019-11-19,129303
2019-11-20,126794
2019-11-21,124681
2019-11-22,122000
2019-11-23,120891
2019-11-24,119926
2019-11-25,120915
2019-11-26,120520
2019-11-27,120422
2019-11-28,119499
2019-11-29,121243
2019-11-30,124502
2019-12-01,126304
2019-12-02,128864
2019-12-03,130346
2019-12-04,133222
2019-12-05,134475
2019-12-06,138438
2019-12-07,139610
2019-12-08,139586
2019-12-09,137167
2019-12-10,139492
2019-12-11,139739
2019-12-12,141101
2019-12-13,140850
2019-12-14,138010
2019-12-15,141526
2019-12-16,139260
2019-12-17,137895
2019-12-18,140897
2019-12-19,144723
2019-12-20,148308
2019-12-21,151078
2019-12-22,154502
2019-12-23,160627
2019-12-24,166240
2019-12-25,167262
2019-12-26,171333
2019-12-27,174282
2019-12-28,176425
2019-12-29,176339
2019-12-30,174746
2019-12-31,174773
2020-01-01,181303
2020-01-02,183478
2020-01-03,187302
2020-01-04,186733
2020-01-05,190613
2020-01-06,195051
2020-01-07,196584
2020-01-08,198553
2020-01-09,202680
2020-01-10,207775
2020-01-11,207654
2020-01-12,202297
2020-01-13,203416
2020-01-14,207195
2020-01-15,206483
2020-01-16,203448
2020-01-17,205373
2020-01-18,201755
2020-01-19,198144
2020-01-20,198623
2020-01-21,201187
2020-01-22,198280
2020-01-23,195535
2020-01-24,196560
2020-01-25,192126
2020-01-26,189739
2020-01-27,190312
2020-01-28,193316
2020-01-29,191828
2020-01-30,189945
2020-01-31,190836
2020-02-01,188682
2020-02-02,186757
2020-02-03,182709
2020-02-04,174988
2020-02-05,170690
2020-02-06,167775
2020-02-07,169257
2020-02-08,168494
2020-02-09,170462
2020-02-10,170477
2020-02-11,169894
2020-02-12,169915
2020-02-13,168903
2020-02-14,170520
2020-02-15,168043
2020-02-16,168416
2020-02-17,165399
2020-02-18,165716
2020-02-19,167507
2020-02-20,167032
2020-02-21,164775
2020-02-22,162234
2020-02-23,158391
2020-02-24,152432
2020-02-25,154895
2020-02-26,153881
2020-02-27,150165
2020-02-28,150498
2020-02-29,153858
2020-03-01,154153
2020-03-02,150076
2020-03-03,150400
2020-03-04,151300
2020-03-05,150159
2020-03-06,153713
2020-03-07,157140
2020-03-08,159627
2020-03-09,159595
2020-03-10,160522
2020-03-11,158934
2020-03-12,160503
2020-03-13,160629
2020-03-14,158988
2020-03-15,156432
2020-03-16,156192
2020-03-17,156585
2020-03-18,159321
2020-03-19,160306
2020-03-20,159380
2020-03-21,159175
2020-03-22,158577
2020-03-23,158429
2020-03-24,159640
2020-03-25,162232
2020-03-26,162224
2020-03-27,161575
2020-03-28,162063
2020-03-29,161399
2020-03-30,159638
2020-03-31,159746
2020-04-01,159261
2020-04-02,160226
2020-04-03,162977
2020-04-04,164829
2020-04-05,168989
2020-04-06,166385
2020-04-07,167788
2020-04-08,166736
2020-04-09,167633
2020-04-10,170483
2020-04-11,172103
2020-04-12,175521
2020-04-13,180448
2020-04-14,185210
2020-04-15,186312
2020-04-16,187914
2020-04-17,190434
2020-04-18,194574
2020-04-19,201921
2020-04-20,207600
2020-04-21,206055
2020-04-22,201067
2020-04-23,198790
2020-04-24,201127
2020-04-25,203293
2020-04-26,206641
2020-04-27,210105
2020-04-28,215765
2020-04-29,214852
2020-04-30,211455
2020-05-01,208788
2020-05-02,209786
2020-05-03,208754
2020-05-04,209621
2020-05-05,207814
2020-05-06,205682
2020-05-07,203405
2020-05-08,201583
2020-05-09,195229
2020-05-10,194892
2020-05-11,194188
2020-05-12,195360
2020-05-13,193292
