date_obj,Unstrung%20light%20ballista price
2017-06-23,114615
2017-06-24,114615
2017-06-25,114615
2017-06-26,114615
2017-06-27,114615
2017-06-28,114615
2017-06-29,114615
2017-06-30,114615
2017-07-01,114615
2017-07-02,114615
2017-07-03,114615
2017-07-04,114615
2017-07-05,114615
2017-07-06,114615
2017-07-07,114615
2017-07-08,114615
2017-07-13,114615
2017-07-14,114615
2017-07-15,114615
2017-07-16,114615
2017-07-17,114615
2017-07-18,114615
2017-07-19,114615
2017-07-20,114615
2017-07-21,114615
2017-07-22,114615
2017-07-23,114615
2017-07-24,114615
2017-07-25,114615
2017-07-26,114615
2017-07-27,114615
2017-07-28,114615
2017-07-29,114615
2017-07-30,114615
2017-07-31,114615
2017-08-01,114615
2017-08-02,114615
2017-08-03,114615
2017-08-04,114615
2017-08-05,114615
2017-08-06,114615
2017-08-09,114615
2017-08-10,114615
2017-08-11,114615
2017-08-12,114615
2017-08-13,114615
2017-08-14,114615
2017-08-15,114615
2017-08-16,114615
2017-08-17,114615
2017-08-18,114615
2017-08-19,114615
2017-08-20,114615
2017-08-21,114615
2017-08-22,114615
2017-08-23,114615
2017-08-24,114615
2017-08-25,114615
2017-08-26,114615
2017-08-27,114615
2017-08-28,114615
2017-08-29,114615
2017-08-30,114615
2017-08-31,114615
2017-09-01,114615
2017-09-02,114615
2017-09-03,114615
2017-09-04,114615
2017-09-05,114615
2017-09-06,114615
2017-09-07,114615
2017-09-08,114615
2017-09-09,114615
2017-09-10,111377
2017-09-11,111377
2017-09-12,111377
2017-09-13,111377
2017-09-14,111377
2017-09-15,111377
2017-09-16,111377
2017-09-17,111377
2017-09-18,111377
2017-09-19,111377
2017-09-20,111377
2017-09-21,111377
2017-09-22,111377
2017-09-23,111377
2017-09-24,111377
2017-09-25,111377
2017-09-26,111377
2017-09-27,111377
2017-09-28,111377
2017-09-29,111377
2017-09-30,111377
2017-10-01,111377
2017-10-02,111377
2017-10-03,111377
2017-10-04,111377
2017-10-05,111377
2017-10-06,111377
2017-10-07,111377
2017-10-08,111377
2017-10-09,111377
2017-10-10,111377
2017-10-11,111377
2017-10-12,111377
2017-10-13,111377
2017-10-14,111377
2017-10-15,111377
2017-10-16,111377
2017-10-17,111377
2017-10-18,111377
2017-10-19,111377
2017-10-20,111377
2017-10-21,111377
2017-10-22,111377
2017-10-23,111377
2017-10-24,111377
2017-10-25,111377
2017-10-26,111377
2017-10-27,111377
2017-10-28,111377
2017-10-29,111377
2017-10-30,111377
2017-10-31,111377
2017-11-01,111377
2017-11-02,111377
2017-11-03,111377
2017-11-04,111377
2017-11-05,111377
2017-11-06,111377
2017-11-07,111377
2017-11-08,111377
2017-11-09,111377
2017-11-10,111377
2017-11-11,111377
2017-11-12,111377
2017-11-13,111377
2017-11-14,111377
2017-11-15,111377
2017-11-16,111377
2017-11-17,111377
2017-11-18,111377
2017-11-19,111377
2017-11-20,111377
2017-11-21,111377
2017-11-22,111377
2017-11-23,111377
2017-11-24,111377
2017-11-25,111377
2017-11-26,111377
2017-11-27,111377
2017-11-28,111377
2017-11-29,107408
2017-11-30,107408
2017-12-01,107408
2017-12-02,107408
2017-12-03,107408
2017-12-04,107408
2017-12-05,107408
2017-12-06,107408
2017-12-07,107408
2017-12-08,107408
2017-12-09,107408
2017-12-10,107408
2017-12-11,107408
2017-12-12,107408
2017-12-13,107408
2017-12-14,107408
2017-12-15,107408
2017-12-16,107408
2017-12-17,107408
2017-12-18,107408
2017-12-19,107408
2017-12-20,107408
2017-12-21,107408
2017-12-22,107408
2017-12-23,107408
2017-12-24,107408
2017-12-25,107408
2017-12-26,107408
2017-12-27,107408
2017-12-28,107408
2017-12-29,107408
2017-12-30,107408
2017-12-31,107408
2018-01-01,107408
2018-01-02,107408
2018-01-03,107408
2018-01-04,107408
2018-01-05,107408
2018-01-06,107408
2018-01-07,107408
2018-01-08,107408
2018-01-09,107408
2018-01-10,107408
2018-01-11,107408
2018-01-12,107408
2018-01-13,107408
2018-01-14,107408
2018-01-15,107408
2018-01-16,107408
2018-01-17,107408
2018-01-18,107408
2018-01-19,107408
2018-01-20,107408
2018-01-21,107408
2018-01-22,107408
2018-01-23,107408
2018-01-24,102870
2018-01-25,102870
2018-01-26,102870
2018-01-27,102870
2018-01-28,102870
2018-01-29,102870
2018-01-30,102870
2018-02-01,102870
2018-02-02,102870
2018-02-03,102870
2018-02-04,102870
2018-02-05,102870
2018-02-06,102870
2018-02-07,102870
2018-02-08,102870
2018-02-09,102870
2018-02-10,102870
2018-02-11,102870
2018-02-12,102870
2018-02-13,102870
2018-02-14,102870
2018-02-15,102870
2018-02-16,102870
2018-02-17,102870
2018-02-18,102870
2018-02-19,102870
2018-02-20,102870
2018-02-21,102870
2018-02-22,102870
2018-02-23,102870
2018-02-24,102870
2018-02-25,102870
2018-02-26,102870
2018-02-27,102870
2018-02-28,102870
2018-03-01,102870
2018-03-02,102870
2018-03-03,98914
2018-03-04,98914
2018-03-05,98914
2018-03-06,98914
2018-03-07,98914
2018-03-08,98914
2018-03-09,98914
2018-03-10,98914
2018-03-11,98914
2018-03-12,98914
2018-03-13,98914
2018-03-14,98914
2018-03-15,98914
2018-03-16,98914
2018-03-17,98914
2018-03-18,98914
2018-03-19,98914
2018-03-20,98914
2018-03-21,98914
2018-03-23,98914
2018-03-24,98914
2018-03-26,98914
2018-03-27,98914
2018-03-28,98914
2018-03-29,98914
2018-03-30,98914
2018-03-31,98914
2018-04-01,98914
2018-04-02,98914
2018-04-03,98914
2018-04-04,98914
2018-04-05,98914
2018-04-06,98914
2018-04-08,98914
2018-04-09,98914
2018-04-10,98914
2018-04-11,98914
2018-04-12,98914
2018-04-13,98914
2018-04-14,98914
2018-04-16,98914
2018-04-17,95473
2018-04-18,95473
2018-04-19,95473
2018-04-20,95473
2018-04-21,95473
2018-04-22,95473
2018-04-23,95473
2018-04-24,95473
2018-04-25,95473
2018-04-26,95473
2018-04-27,95473
2018-04-28,95473
2018-04-29,95473
2018-04-30,95473
2018-05-02,95473
2018-05-03,95473
2018-05-04,95473
2018-05-05,95473
2018-05-06,95473
2018-05-07,95473
2018-05-08,95473
2018-05-09,95473
2018-05-10,95473
2018-05-11,95473
2018-05-12,95473
2018-05-13,95473
2018-05-14,95473
2018-05-15,95473
2018-05-16,95473
2018-05-17,95473
2018-05-18,95473
2018-05-19,95473
2018-05-20,95473
2018-05-21,95473
2018-05-22,95473
2018-05-23,95473
2018-05-24,95473
2018-05-25,95473
2018-05-26,95473
2018-05-27,95473
2018-05-28,95473
2018-05-29,95473
2018-05-30,95473
2018-05-31,95473
2018-06-01,95473
2018-06-02,95473
2018-06-03,95473
2018-06-04,95473
2018-06-05,92082
2018-06-06,92082
2018-06-07,92082
2018-06-08,92082
2018-06-09,92082
2018-06-10,92082
2018-06-11,92082
2018-06-12,92082
2018-06-13,92082
2018-06-14,92082
2018-06-15,92082
2018-06-16,92082
2018-06-17,92082
2018-06-18,92082
2018-06-19,92082
2018-06-20,92082
2018-06-21,92082
2018-06-22,92082
2018-06-23,92082
2018-06-24,92082
2018-06-25,92082
2018-06-26,92082
2018-06-27,92082
2018-06-28,92082
2018-06-29,92082
2018-06-30,92082
2018-07-01,92082
2018-07-02,92082
2018-07-03,92082
2018-07-04,92082
2018-07-05,92082
2018-07-06,92082
2018-07-07,92082
2018-07-08,92082
2018-07-09,92082
2018-07-10,92082
2018-07-11,92082
2018-07-12,92082
2018-07-13,92082
2018-07-14,92082
2018-07-15,92082
2018-07-16,92082
2018-07-17,92082
2018-07-18,92082
2018-07-19,92082
2018-07-20,92082
2018-07-21,92082
2018-07-22,92082
2018-07-23,92082
2018-07-24,92082
2018-07-25,92082
2018-07-26,92082
2018-07-27,92082
2018-07-28,92082
2018-07-29,92082
2018-07-30,92082
2018-07-31,92082
2018-08-01,92082
2018-08-02,92082
2018-08-03,92082
2018-08-04,92082
2018-08-05,92082
2018-08-06,92082
2018-08-07,92082
2018-08-08,92082
2018-08-09,92082
2018-08-10,92082
2018-08-11,92082
2018-08-12,92082
2018-08-14,91903
2018-08-16,91903
2018-08-17,91903
2018-08-18,91903
2018-08-19,91903
2018-08-20,91903
2018-08-21,91903
2018-08-22,91903
2018-08-23,91903
2018-08-24,91903
2018-08-25,91903
2018-08-26,91903
2018-08-27,91903
2018-08-28,91903
2018-08-29,91903
2018-08-30,91903
2018-08-31,91903
2018-09-01,91903
2018-09-02,91903
2018-09-03,91903
2018-09-04,91903
2018-09-05,91903
2018-09-06,91903
2018-09-07,91903
2018-09-08,91903
2018-09-09,91903
2018-09-10,91903
2018-09-11,91903
2018-09-12,91903
2018-09-13,91903
2018-09-14,91903
2018-09-15,92142
2018-09-16,92142
2018-09-17,92142
2018-09-18,92142
2018-09-19,92142
2018-09-20,92142
2018-09-21,92142
2018-09-22,92142
2018-09-23,92142
2018-09-24,92142
2018-09-25,92142
2018-09-26,92142
2018-09-27,92142
2018-09-28,92142
2018-09-29,92142
2018-09-30,92142
2018-10-02,92142
2018-10-03,92142
2018-10-04,92142
2018-10-05,92142
2018-10-06,92142
2018-10-07,92142
2018-10-08,92142
2018-10-09,92142
2018-10-10,92142
2018-10-11,92142
2018-10-12,92142
2018-10-13,92142
2018-10-14,92142
2018-10-15,92142
2018-10-16,92142
2018-10-17,92142
2018-10-18,92142
2018-10-19,92142
2018-10-20,92142
2018-10-21,92142
2018-10-22,92142
2018-10-23,90836
2018-10-24,90836
2018-10-25,90836
2018-10-26,90836
2018-10-27,90836
2018-10-28,90836
2018-10-29,90836
2018-10-30,90836
2018-10-31,90836
2018-11-01,90836
2018-11-03,90836
2018-11-04,90836
2018-11-05,90836
2018-11-06,90836
2018-11-07,90836
2018-11-08,90836
2018-11-09,90836
2018-11-10,90836
2018-11-11,90836
2018-11-12,90836
2018-11-13,90836
2018-11-14,90836
2018-11-15,90836
2018-11-16,90836
2018-11-17,90836
2018-11-18,90836
2018-11-19,90836
2018-11-20,90836
2018-11-21,90836
2018-11-22,90315
2018-11-23,90315
2018-11-24,90315
2018-11-25,90315
2018-11-26,90315
2018-11-27,90315
2018-11-28,90315
2018-11-29,90315
2018-12-01,90315
2018-12-02,90315
2018-12-03,90315
2018-12-04,90315
2018-12-05,90315
2018-12-09,90315
2018-12-10,92537
2018-12-11,92537
2018-12-12,92537
2018-12-13,92537
2018-12-14,92537
2018-12-15,92537
2018-12-16,92537
2018-12-17,92537
2018-12-18,92537
2018-12-19,92537
2018-12-20,92537
2018-12-21,92537
2018-12-22,92537
2018-12-23,92537
2018-12-24,92537
2018-12-25,92537
2018-12-26,92537
2018-12-27,92537
2018-12-28,92537
2018-12-29,92537
2018-12-30,92537
2018-12-31,92537
2019-01-01,92537
2019-01-02,92537
2019-01-03,92537
2019-01-04,91151
2019-01-05,91151
2019-01-06,91151
2019-01-08,91151
2019-01-10,91151
2019-01-11,91151
2019-01-12,91151
2019-01-13,91151
2019-01-14,91151
2019-01-15,91151
2019-01-16,91151
2019-01-17,91151
2019-01-18,91151
2019-01-19,91151
2019-01-20,91151
2019-01-21,91151
2019-01-22,91151
2019-01-23,91151
2019-01-24,91151
2019-01-25,92269
2019-01-26,92269
2019-01-27,92269
2019-01-28,92269
2019-01-29,92269
2019-01-30,92269
2019-01-31,92269
2019-02-01,92269
2019-02-02,92269
2019-02-03,92269
2019-02-04,92269
2019-02-05,92269
2019-02-06,92269
2019-02-07,92269
2019-02-08,92269
2019-02-09,92269
2019-02-10,92269
2019-02-11,92269
2019-02-12,92269
2019-02-13,92269
2019-02-14,92269
2019-02-15,92269
2019-02-16,92269
2019-02-17,92269
2019-02-18,92269
2019-02-19,92269
2019-02-20,92269
2019-02-21,92269
2019-02-22,92269
2019-02-23,92269
2019-02-24,92606
2019-02-25,92606
2019-02-26,92606
2019-02-27,92606
2019-02-28,92606
2019-03-01,92606
2019-03-02,92606
2019-03-03,92606
2019-03-04,92606
2019-03-05,92606
2019-03-06,92606
2019-03-07,92606
2019-03-08,92606
2019-03-09,92606
2019-03-10,92606
2019-03-11,92606
2019-03-12,92606
2019-03-13,92606
2019-03-14,92606
2019-03-15,92606
2019-03-16,92606
2019-03-17,92606
2019-03-18,92606
2019-03-19,92606
2019-03-20,92606
2019-03-21,92606
2019-03-22,92606
2019-03-23,92606
2019-03-24,92606
2019-03-25,92606
2019-03-26,92606
2019-03-27,92606
2019-03-28,92606
2019-03-29,92606
2019-03-30,92606
2019-03-31,92606
2019-04-01,92606
2019-04-02,92606
2019-04-03,91887
2019-04-04,91887
2019-04-05,91887
2019-04-06,91887
2019-04-07,91887
2019-04-08,91887
2019-04-09,91887
2019-04-10,91887
2019-04-11,91887
2019-04-12,91887
2019-04-13,91887
2019-04-14,91887
2019-04-15,91887
2019-04-16,91887
2019-04-17,91887
2019-04-18,91887
2019-04-19,91887
2019-04-20,91887
2019-04-21,91887
2019-04-22,91887
2019-04-23,91887
2019-04-24,91887
2019-04-25,91887
2019-04-26,91887
2019-04-27,91887
2019-04-28,91887
2019-04-29,91887
2019-04-30,91887
2019-05-01,91887
2019-05-02,91887
2019-05-03,91887
2019-05-04,91887
2019-05-05,91887
2019-05-06,91072
2019-05-07,91072
2019-05-08,91072
2019-05-09,91072
2019-05-10,91072
2019-05-11,91072
2019-05-12,91072
2019-05-13,91072
2019-05-14,91072
2019-05-15,91072
2019-05-16,91072
2019-05-17,91072
2019-05-18,91072
2019-05-19,91072
2019-05-20,91072
2019-05-21,91072
2019-05-22,91072
2019-05-23,91072
2019-05-24,91072
2019-05-25,91072
2019-05-26,91072
2019-05-27,91072
2019-05-28,91072
2019-05-29,91072
2019-05-30,91072
2019-05-31,91072
2019-06-01,91072
2019-06-02,91072
2019-06-03,91072
2019-06-04,91072
2019-06-05,91072
2019-06-06,91072
2019-06-07,91072
2019-06-08,91072
2019-06-09,91072
2019-06-10,88650
2019-06-11,88650
2019-06-12,88650
2019-06-13,88650
2019-06-14,88650
2019-06-15,88650
2019-06-16,88650
2019-06-17,88650
2019-06-18,88650
2019-06-19,88650
2019-06-20,88650
2019-06-21,88650
2019-06-22,88650
2019-06-23,88650
2019-06-24,88650
2019-06-25,88650
2019-06-26,88650
2019-06-27,88650
2019-06-28,88650
2019-06-29,88650
2019-06-30,88650
2019-07-01,88650
2019-07-02,88650
2019-07-03,88650
2019-07-04,88650
2019-07-05,88650
2019-07-06,88650
2019-07-07,88650
2019-07-08,88650
2019-07-09,88650
2019-07-10,88650
2019-07-11,88650
2019-07-12,88650
2019-07-13,88088
2019-07-14,88088
2019-07-15,88088
2019-07-16,88088
2019-07-17,88088
2019-07-18,88088
2019-07-19,88088
2019-07-20,88088
2019-07-21,88088
2019-07-22,88088
2019-07-23,88088
2019-07-24,88088
2019-07-25,88088
2019-07-26,88088
2019-07-27,88088
2019-07-28,88088
2019-07-29,88088
2019-07-30,88088
2019-07-31,88088
2019-08-01,88088
2019-08-02,88088
2019-08-03,88088
2019-08-04,88088
2019-08-05,88088
2019-08-06,88088
2019-08-07,88088
2019-08-08,88088
2019-08-09,88088
2019-08-10,88088
2019-08-11,88088
2019-08-12,88088
2019-08-13,88088
2019-08-14,88088
2019-08-15,88088
2019-08-16,88088
2019-08-17,88088
2019-08-18,88088
2019-08-19,88088
2019-08-20,88088
2019-08-21,88088
2019-08-22,86944
2019-08-23,86944
2019-08-24,86944
2019-08-24,86944
2019-08-25,86944
2019-08-25,86944
2019-08-26,86944
2019-08-26,86944
2019-08-27,86944
2019-08-27,86944
2019-08-28,86944
2019-08-29,86944
2019-08-30,86944
2019-08-31,86944
2019-09-01,86944
2019-09-02,86944
2019-09-03,86944
2019-09-04,86944
2019-09-05,86944
2019-09-06,86944
2019-09-07,86944
2019-09-08,86944
2019-09-09,86944
2019-09-10,86944
2019-09-11,86944
2019-09-12,86944
2019-09-13,86944
2019-09-14,86944
2019-09-15,86944
2019-09-16,86944
2019-09-17,86944
2019-09-18,86944
2019-09-19,86944
2019-09-20,86944
2019-09-21,86944
2019-09-22,86944
2019-09-23,86944
2019-09-24,86944
2019-09-25,86944
2019-09-26,86944
2019-09-27,86944
2019-09-28,86944
2019-09-29,86944
2019-09-30,86944
2019-10-01,86944
2019-10-02,86944
2019-10-03,86944
2019-10-04,85784
2019-10-05,85784
2019-10-06,85784
2019-10-07,85784
2019-10-08,85784
2019-10-09,85784
2019-10-10,85784
2019-10-11,85784
2019-10-12,85784
2019-10-13,85784
2019-10-14,85784
2019-10-15,85784
2019-10-16,85784
2019-10-17,85784
2019-10-18,85784
2019-10-19,85784
2019-10-20,85784
2019-10-21,85784
2019-10-22,85784
2019-10-23,85784
2019-10-24,85784
2019-10-25,85784
2019-10-26,85784
2019-10-27,85784
2019-10-28,85784
2019-10-29,85784
2019-10-30,85784
2019-10-31,85784
2019-11-01,85784
2019-11-02,85784
2019-11-03,85784
2019-11-04,85784
2019-11-05,85784
2019-11-06,85784
2019-11-07,85784
2019-11-08,85784
2019-11-09,85784
2019-11-10,85784
2019-11-11,85784
2019-11-12,85784
2019-11-13,85784
2019-11-14,84748
2019-11-15,84748
2019-11-16,84748
2019-11-17,84748
2019-11-18,84748
2019-11-19,84748
2019-11-20,84748
2019-11-21,84748
2019-11-22,84748
2019-11-23,84748
2019-11-24,84748
2019-11-25,84748
2019-11-26,84748
2019-11-27,84748
2019-11-28,84748
2019-11-29,84748
2019-11-30,84748
2019-12-01,84748
2019-12-02,84748
2019-12-03,84748
2019-12-04,84748
2019-12-05,84748
2019-12-06,84748
2019-12-07,84748
2019-12-08,84748
2019-12-09,84748
2019-12-10,84748
2019-12-11,84748
2019-12-12,84748
2019-12-13,84748
2019-12-14,84748
2019-12-15,84748
2019-12-16,84748
2019-12-17,84748
2019-12-18,84748
2019-12-19,84748
2019-12-20,85418
2019-12-21,85418
2019-12-22,85418
2019-12-23,85418
2019-12-24,85418
2019-12-25,85418
2019-12-26,85418
2019-12-27,85418
2019-12-28,85418
2019-12-29,85418
2019-12-30,85418
2019-12-31,85418
2020-01-01,85418
2020-01-02,85418
2020-01-03,85418
2020-01-04,85418
2020-01-05,85418
2020-01-06,85418
2020-01-07,85418
2020-01-08,85418
2020-01-09,85418
2020-01-10,85418
2020-01-11,85418
2020-01-12,85418
2020-01-13,85418
2020-01-14,85418
2020-01-15,85418
2020-01-16,85418
2020-01-17,85418
2020-01-18,85418
2020-01-19,85418
2020-01-20,85418
2020-01-21,85418
2020-01-22,85418
2020-01-23,86429
2020-01-24,86429
2020-01-25,86429
2020-01-26,86429
2020-01-27,86429
2020-01-28,86429
2020-01-29,86429
2020-01-30,86429
2020-01-31,86429
2020-02-01,86429
2020-02-02,86429
2020-02-03,86429
2020-02-04,86429
2020-02-05,86429
2020-02-06,86429
2020-02-07,86429
2020-02-08,86429
2020-02-09,86429
2020-02-10,86429
2020-02-11,86429
2020-02-12,86429
2020-02-13,86429
2020-02-14,86429
2020-02-15,86429
2020-02-16,86429
2020-02-17,86429
2020-02-18,86429
2020-02-19,86429
2020-02-20,86429
2020-02-21,86429
2020-02-22,86429
2020-02-23,86429
2020-02-24,86429
2020-02-25,86429
2020-02-26,86429
2020-02-27,86429
2020-02-28,86429
2020-02-29,86429
2020-03-01,85948
2020-03-02,85948
2020-03-03,85948
2020-03-04,85948
2020-03-05,85948
2020-03-06,85948
2020-03-07,85948
2020-03-08,85948
2020-03-09,85948
2020-03-10,85948
2020-03-11,85948
2020-03-12,85948
2020-03-13,85948
2020-03-14,85948
2020-03-15,85948
2020-03-16,85948
2020-03-17,85948
2020-03-18,85948
2020-03-19,85948
2020-03-20,85948
2020-03-21,85948
2020-03-22,85948
2020-03-23,85948
2020-03-24,85948
2020-03-25,85948
2020-03-26,85948
2020-03-27,85948
2020-03-28,85948
2020-03-29,85948
2020-03-30,85948
2020-03-31,85948
2020-04-01,85948
2020-04-02,85948
2020-04-03,85948
2020-04-04,85877
2020-04-05,85877
2020-04-06,85877
2020-04-07,85877
2020-04-08,85877
2020-04-09,85877
2020-04-10,85877
2020-04-11,85877
2020-04-12,85877
2020-04-13,85877
2020-04-14,85877
2020-04-15,85877
2020-04-16,85877
2020-04-17,85877
2020-04-18,85877
2020-04-19,85877
2020-04-20,85877
2020-04-21,85877
2020-04-22,85877
2020-04-23,85877
2020-04-24,87536
2020-04-25,87536
2020-04-26,87536
2020-04-27,87536
2020-04-28,87536
2020-04-29,87536
2020-04-30,87536
2020-05-01,87536
2020-05-02,87536
