date_obj,Shirt%20(brown) price
2015-03-05,3500
2015-03-06,3500
2015-03-07,3500
2015-03-08,3500
2015-03-09,3500
2015-03-10,3500
2015-03-11,3500
2015-03-12,3500
2015-03-13,3500
2015-03-14,3500
2015-03-15,3500
2015-03-16,3500
2015-03-17,3500
2015-03-18,3500
2015-03-19,3500
2015-03-20,3500
2015-03-21,3500
2015-03-22,3500
2015-03-23,3500
2015-03-24,3500
2015-03-25,3500
2015-03-26,3500
2015-03-27,3500
2015-03-28,3500
2015-03-29,3500
2015-03-30,3500
2015-03-31,3500
2015-04-01,3500
2015-04-02,3500
2015-04-03,3500
2015-04-04,3500
2015-04-05,3500
2015-04-06,3500
2015-04-07,3500
2015-04-08,3500
2015-04-09,3500
2015-04-10,3500
2015-04-11,3500
2015-04-12,3500
2015-04-13,3500
2015-04-14,3500
2015-04-15,3500
2015-04-16,3500
2015-04-17,3500
2015-04-18,3500
2015-04-19,3500
2015-04-20,3500
2015-04-21,3500
2015-04-22,3500
2015-04-23,3500
2015-04-24,3500
2015-04-25,3500
2015-04-26,3500
2015-04-27,3500
2015-04-28,3500
2015-04-29,3500
2015-04-30,3500
2015-05-01,3500
2015-05-02,3500
2015-05-03,3500
2015-05-04,3500
2015-05-05,3500
2015-05-06,3500
2015-05-07,3500
2015-05-08,3500
2015-05-09,3500
2015-05-10,3500
2015-05-11,3500
2015-05-12,3500
2015-05-13,3500
2015-05-14,3500
2015-05-15,3500
2015-05-16,3500
2015-05-17,3500
2015-05-18,3471
2015-05-19,3471
2015-05-20,3471
2015-05-21,3471
2015-05-22,3471
2015-05-23,3471
2015-05-24,3471
2015-05-25,3471
2015-05-26,3471
2015-05-27,3471
2015-05-28,3471
2015-05-29,3471
2015-05-30,3471
2015-05-31,3471
2015-06-01,3471
2015-06-02,3471
2015-06-03,3471
2015-06-04,3471
2015-06-05,3471
2015-06-06,3471
2015-06-07,3471
2015-06-08,3471
2015-06-09,3471
2015-06-10,3471
2015-06-11,3471
2015-06-12,3471
2015-06-13,3471
2015-06-14,3471
2015-06-15,3471
2015-06-16,3471
2015-06-17,3471
2015-06-18,3471
2015-06-19,3471
2015-06-20,3471
2015-06-21,3471
2015-06-22,3471
2015-06-23,3471
2015-06-24,3471
2015-06-25,3471
2015-06-26,3471
2015-06-27,3471
2015-06-28,3471
2015-06-29,3471
2015-06-30,3471
2015-07-01,3471
2015-07-02,3471
2015-07-03,3471
2015-07-04,3471
2015-07-05,3471
2015-07-06,3471
2015-07-07,3471
2015-07-08,3471
2015-07-09,3471
2015-07-10,3471
2015-07-11,3471
2015-07-12,3471
2015-07-13,3458
2015-07-14,3458
2015-07-15,3458
2015-07-16,3458
2015-07-17,3458
2015-07-18,3458
2015-07-19,3458
2015-07-20,3458
2015-07-21,3458
2015-07-22,3458
2015-07-23,3458
2015-07-24,3458
2015-07-25,3458
2015-07-26,3458
2015-07-27,3458
2015-07-28,3458
2015-07-29,3458
2015-07-30,3458
2015-07-31,3458
2015-08-01,3458
2015-08-02,3458
2015-08-03,3458
2015-08-04,3458
2015-08-05,3458
2015-08-06,3458
2015-08-07,3458
2015-08-08,3458
2015-08-09,3458
2015-08-10,3458
2015-08-11,3458
2015-08-12,3458
2015-08-13,3458
2015-08-14,3458
2015-08-15,3458
2015-08-16,3458
2015-08-17,3458
2015-08-18,3458
2015-08-19,3458
2015-08-20,3458
2015-08-21,3458
2015-08-22,3458
2015-08-23,3458
2015-08-24,3458
2015-08-25,3458
2015-08-26,3458
2015-08-27,3458
2015-08-28,3458
2015-08-29,3458
2015-08-30,3458
2015-08-31,3458
2015-09-02,3458
2015-09-07,3325
2015-09-08,3325
2015-09-10,3325
2015-09-14,3325
2015-09-16,3325
2015-09-22,3325
2015-09-23,3325
2015-09-24,3325
2015-09-25,3325
2015-09-27,3325
2015-09-28,3325
2015-09-29,3325
2015-09-30,3325
2015-10-05,3325
2015-10-06,3325
2015-10-07,3325
2015-10-08,3325
2015-10-09,3325
2015-10-10,3325
2015-10-11,3325
2015-10-12,3325
2015-10-13,3325
2015-10-14,3325
2015-10-15,3325
2015-10-16,3325
2015-10-17,3325
2015-10-18,3325
2015-10-19,3325
2015-10-20,3325
2015-10-22,3325
2015-10-23,3325
2015-10-24,3325
2015-10-25,3325
2015-10-26,3325
2015-10-27,3325
2015-10-29,3325
2015-10-30,3325
2015-10-31,3325
2015-11-01,3325
2015-11-02,3325
2015-11-03,3325
2015-11-04,3325
2015-11-05,3325
2015-11-06,3325
2015-11-07,3277
2015-11-08,3277
2015-11-09,3277
2015-11-10,3277
2015-11-11,3277
2015-11-12,3277
2015-11-13,3277
2015-11-14,3277
2015-11-15,3277
2015-11-16,3277
2015-11-17,3277
2015-11-18,3277
2015-11-19,3277
2015-11-20,3277
2015-11-21,3277
2015-11-22,3277
2015-11-23,3277
2015-11-24,3277
2015-11-25,3277
2015-11-26,3277
2015-11-27,3277
2015-11-28,3277
2015-11-29,3277
2015-11-30,3277
2015-12-01,3277
2015-12-02,3277
2015-12-03,3277
2015-12-04,3277
2015-12-05,3277
2015-12-06,3277
2015-12-07,3277
2015-12-08,3277
2015-12-09,3277
2015-12-10,3277
2015-12-11,3277
2015-12-12,3277
2015-12-13,3277
2015-12-14,3277
2015-12-15,3277
2015-12-16,3277
2015-12-17,3277
2015-12-18,3277
2015-12-19,3277
2015-12-20,3277
2015-12-21,3277
2015-12-22,3277
2015-12-23,3277
2015-12-24,3277
2015-12-25,3277
2015-12-26,3277
2015-12-27,3277
2015-12-28,3277
2015-12-29,3277
2015-12-30,3277
2015-12-31,3277
2016-01-01,3277
2016-01-02,3277
2016-01-03,3277
2016-01-04,3121
2016-01-05,3121
2016-01-06,3121
2016-01-07,3121
2016-01-08,3121
2016-01-09,3121
2016-01-10,3121
2016-01-11,3121
2016-01-12,3121
2016-01-13,3121
2016-01-14,3121
2016-01-15,3121
2016-01-16,3121
2016-01-17,3121
2016-01-18,3121
2016-01-19,3121
2016-01-20,3121
2016-01-21,3121
2016-01-22,3121
2016-01-23,3121
2016-01-24,3121
2016-01-25,3121
2016-01-26,3121
2016-01-27,3121
2016-01-28,3121
2016-01-29,3121
2016-01-30,3121
2016-01-31,3121
2016-02-01,3121
2016-02-02,3121
2016-02-03,3121
2016-02-04,3121
2016-02-05,3121
2016-02-06,3121
2016-02-07,3121
2016-02-08,3121
2016-02-09,3121
2016-02-10,3121
2016-02-11,3121
2016-02-12,3121
2016-02-13,3121
2016-02-14,3121
2016-02-15,3121
2016-02-16,3121
2016-02-17,3121
2016-02-18,3121
2016-02-19,3121
2016-02-20,3121
2016-02-21,3121
2016-02-22,3121
2016-02-23,3121
2016-02-24,3121
2016-02-25,3121
2016-02-26,3121
2016-02-27,3121
2016-02-28,3072
2016-02-29,3072
2016-03-01,3072
2016-03-02,3072
2016-03-03,3072
2016-03-04,3072
2016-03-05,3072
2016-03-06,3072
2016-03-07,3072
2016-03-08,3072
2016-03-09,3072
2016-03-10,3072
2016-03-11,3072
2016-03-12,3072
2016-03-13,3072
2016-03-14,3072
2016-03-15,3072
2016-03-16,3072
2016-03-17,3072
2016-03-18,3072
2016-03-19,3072
2016-03-20,3072
2016-03-21,3072
2016-03-22,3072
2016-03-23,3072
2016-03-24,3072
2016-03-25,3072
2016-03-26,3072
2016-03-27,3072
2016-03-28,3072
2016-03-29,3072
2016-03-30,3072
2016-03-31,3072
2016-04-01,3072
2016-04-02,3072
2016-04-03,3072
2016-04-04,3072
2016-04-05,3072
2016-04-06,3072
2016-04-07,3072
2016-04-08,3072
2016-04-09,3072
2016-04-10,3072
2016-04-11,3072
2016-04-12,3039
2016-04-13,3039
2016-04-14,3039
2016-04-15,3039
2016-04-16,3039
2016-04-17,3039
2016-04-18,3039
2016-04-19,3039
2016-04-20,3039
2016-04-21,3039
2016-04-22,3039
2016-04-23,3039
2016-04-24,3039
2016-04-25,3039
2016-04-26,3039
2016-04-27,3039
2016-04-28,3039
2016-04-29,3039
2016-04-30,3039
2016-05-01,3039
2016-05-02,3039
2016-05-03,3039
2016-05-04,3039
2016-05-05,3039
2016-05-06,3039
2016-05-07,3039
2016-05-08,3039
2016-05-09,3039
2016-05-10,3039
2016-05-11,3039
2016-05-12,3039
2016-05-13,3039
2016-05-14,3039
2016-05-15,3039
2016-05-16,3039
2016-05-17,3039
2016-05-18,3039
2016-05-19,3039
2016-05-22,3039
2016-05-23,3039
2016-05-24,3039
2016-05-25,3039
2016-05-26,3039
2016-05-27,3039
2016-05-28,3039
2016-05-29,2947
2016-05-30,2947
2016-05-31,2947
2016-06-01,2947
2016-06-02,2947
2016-06-03,2947
2016-06-04,2947
2016-06-05,2947
2016-06-06,2947
2016-06-07,2947
2016-06-08,2947
2016-06-09,2947
2016-06-10,2947
2016-06-11,2947
2016-06-12,2947
2016-06-13,2947
2016-06-14,2947
2016-06-15,2947
2016-06-16,2947
2016-06-17,2947
2016-06-18,2947
2016-06-19,2947
2016-06-20,2947
2016-06-21,2947
2016-06-22,2947
2016-06-23,2947
2016-06-24,2947
2016-06-25,2947
2016-06-26,2947
2016-06-27,2947
2016-06-28,2947
2016-06-29,2947
2016-06-30,2813
2016-07-01,2813
2016-07-02,2813
2016-07-03,2813
2016-07-04,2813
2016-07-05,2813
2016-07-06,2813
2016-07-07,2813
2016-07-08,2813
2016-07-09,2813
2016-07-10,2813
2016-07-11,2813
2016-07-12,2813
2016-07-13,2813
2016-07-14,2813
2016-07-15,2813
2016-07-16,2813
2016-07-17,2813
2016-07-18,2813
2016-07-24,2813
2016-07-25,2813
2016-07-26,2813
2016-07-27,2813
2016-07-28,2813
2016-07-29,2813
2016-07-30,2813
2016-07-31,2813
2016-08-01,2721
2016-08-02,2721
2016-08-03,2721
2016-08-04,2721
2016-08-05,2721
2016-08-06,2721
2016-08-07,2721
2016-08-08,2721
2016-08-09,2721
2016-08-10,2721
2016-08-11,2721
2016-08-12,2721
2016-08-13,2721
2016-08-14,2721
2016-08-15,2721
2016-08-16,2721
2016-08-17,2721
2016-08-18,2721
2016-08-19,2721
2016-08-20,2721
2016-08-21,2721
2016-08-22,2721
2016-08-23,2721
2016-08-24,2721
2016-08-25,2721
2016-08-26,2721
2016-08-28,2721
2016-08-31,2721
2016-09-01,2721
2016-09-02,2721
2016-09-03,2721
2016-09-04,2721
2016-09-05,2721
2016-09-06,2721
2016-09-07,2721
2016-09-08,2721
2016-09-09,2721
2016-09-10,2721
2016-09-11,2721
2016-09-12,2721
2016-09-13,2751
2016-09-14,2751
2016-09-15,2751
2016-09-16,2751
2016-09-17,2751
2016-09-18,2751
2016-09-19,2751
2016-09-20,2751
2016-09-21,2751
2016-09-22,2751
2016-09-23,2751
2016-09-24,2751
2016-09-25,2751
2016-09-26,2751
2016-09-27,2751
2016-09-28,2751
2016-09-29,2751
2016-09-30,2751
2016-10-01,2751
2016-10-02,2751
2016-10-03,2751
2016-10-04,2751
2016-10-05,2751
2016-10-06,2751
2016-10-07,2751
2016-10-08,2751
2016-10-09,2751
2016-10-11,2751
2016-10-12,2751
2016-10-13,2751
2016-10-14,2751
2016-10-15,2751
2016-10-16,2751
2016-10-17,2751
2016-10-18,2751
2016-10-19,2751
2016-10-20,2751
2016-10-21,2751
2016-10-22,2751
2016-10-23,2751
2016-10-24,2751
2016-10-25,2751
2016-10-26,2751
2016-10-27,2751
2016-10-28,2764
2016-10-29,2764
2016-10-30,2764
2016-10-31,2764
2016-11-01,2764
2016-11-02,2764
2016-11-03,2764
2016-11-04,2764
2016-11-05,2764
2016-11-06,2764
2016-11-07,2764
2016-11-08,2764
2016-11-09,2764
2016-11-10,2764
2016-11-11,2764
2016-11-12,2764
2016-11-13,2764
2016-11-14,2764
2016-12-08,2764
2016-12-09,2764
2016-12-10,2764
2016-12-11,2764
2016-12-12,2764
2016-12-13,2764
2016-12-14,2764
2016-12-15,2764
2016-12-16,2764
2016-12-17,2764
2016-12-18,2764
2016-12-19,2764
2016-12-20,2764
2016-12-21,2764
2016-12-22,2764
2016-12-23,2764
2016-12-24,2764
2016-12-25,2764
2016-12-26,2764
2016-12-27,2764
2016-12-28,2730
2016-12-29,2730
2016-12-30,2730
2016-12-31,2730
2017-01-01,2730
2017-01-02,2730
2017-01-03,2730
2017-01-04,2730
2017-01-05,2730
2017-01-06,2730
2017-01-07,2730
2017-01-08,2730
2017-01-09,2730
2017-01-10,2730
2017-01-11,2730
2017-01-12,2730
2017-01-13,2730
2017-01-14,2730
2017-01-15,2730
2017-01-16,2730
2017-01-17,2730
2017-01-18,2730
2017-01-19,2730
2017-01-20,2730
2017-01-21,2730
2017-01-22,2730
2017-01-27,2730
2017-01-28,2730
2017-01-29,2730
2017-01-30,2730
2017-01-31,2730
2017-02-01,2730
2017-02-02,2730
2017-02-03,2730
2017-02-04,2730
2017-02-05,2730
2017-02-06,2730
2017-02-07,2730
2017-02-08,2730
2017-02-09,2730
2017-02-10,2730
2017-02-11,2730
2017-02-12,2730
2017-02-13,2730
2017-02-14,2730
2017-02-15,2730
2017-02-16,2711
2017-02-18,2711
2017-02-19,2711
2017-02-20,2711
2017-02-21,2711
2017-02-22,2711
2017-02-23,2711
2017-02-24,2711
2017-02-25,2711
2017-02-26,2711
2017-02-27,2711
2017-02-28,2711
2017-03-01,2711
2017-03-02,2711
2017-03-03,2711
2017-03-04,2711
2017-03-05,2711
2017-03-06,2711
2017-03-07,2711
2017-03-08,2711
2017-03-09,2711
2017-03-10,2711
2017-03-11,2711
2017-03-12,2711
2017-03-13,2711
2017-03-14,2711
2017-03-15,2711
2017-03-16,2711
2017-03-17,2711
2017-03-18,2711
2017-03-19,2711
2017-03-20,2711
2017-03-21,2711
2017-03-22,2711
2017-03-23,2711
2017-03-24,2711
2017-03-25,2711
2017-03-26,2711
2017-03-27,2711
2017-03-28,2711
2017-03-29,2711
2017-03-30,2711
2017-03-31,2711
2017-04-01,2711
2017-04-02,2711
2017-04-03,2711
2017-04-04,2602
2017-04-12,2602
2017-04-13,2602
2017-04-14,2602
2017-04-15,2602
2017-04-16,2602
2017-04-17,2602
2017-04-18,2602
2017-04-19,2602
2017-04-20,2602
2017-04-21,2602
2017-04-22,2602
2017-04-23,2602
2017-04-24,2602
2017-04-25,2602
2017-04-26,2602
2017-04-27,2602
2017-04-28,2602
2017-04-29,2602
2017-04-30,2602
2017-05-01,2602
2017-05-02,2602
2017-05-03,2602
2017-05-04,2602
2017-05-05,2602
2017-05-06,2602
2017-05-07,2602
2017-05-08,2602
2017-05-09,2602
2017-05-10,2602
2017-05-11,2602
2017-05-12,2602
2017-05-13,2602
2017-05-14,2602
2017-05-15,2602
2017-05-16,2602
2017-05-17,2602
2017-05-18,2602
2017-05-19,2602
2017-05-20,2602
2017-05-21,2602
2017-05-22,2602
2017-05-23,2602
2017-05-24,2564
2017-05-25,2564
2017-05-26,2564
2017-05-27,2564
2017-05-28,2564
2017-05-29,2564
2017-05-30,2564
2017-05-31,2564
2017-06-01,2564
2017-06-02,2564
2017-06-03,2564
2017-06-06,2564
2017-06-07,2564
2017-06-08,2564
2017-06-09,2564
2017-06-10,2564
2017-06-11,2564
2017-06-12,2564
2017-06-13,2564
2017-06-14,2564
2017-06-15,2564
2017-06-16,2564
2017-06-17,2564
2017-06-18,2564
2017-06-19,2564
2017-06-20,2564
2017-06-21,2564
2017-06-22,2564
2017-06-23,2564
2017-06-24,2564
2017-06-25,2564
2017-06-26,2564
2017-06-27,2564
2017-06-28,2564
2017-06-29,2564
2017-06-30,2564
2017-07-01,2564
2017-07-02,2564
2017-07-03,2564
2017-07-04,2564
2017-07-05,2564
2017-07-06,2564
2017-07-07,2564
2017-07-08,2564
2017-07-13,2564
2017-07-14,2564
2017-07-15,2564
2017-07-16,2564
2017-07-17,2545
2017-07-18,2545
2017-07-19,2545
2017-07-20,2545
2017-07-21,2545
2017-07-22,2545
2017-07-23,2545
2017-07-24,2545
2017-07-25,2545
2017-07-26,2545
2017-07-27,2545
2017-07-28,2545
2017-07-29,2545
2017-07-30,2545
2017-07-31,2545
2017-08-01,2545
2017-08-02,2545
2017-08-03,2545
2017-08-04,2545
2017-08-05,2545
2017-08-06,2545
2017-08-09,2545
2017-08-10,2545
2017-08-11,2545
2017-08-12,2545
2017-08-13,2545
2017-08-14,2545
2017-08-15,2545
2017-08-17,2545
2017-08-18,2545
2017-08-19,2545
2017-08-20,2545
2017-08-21,2545
2017-08-22,2545
2017-08-23,2545
2017-08-24,2545
2017-08-25,2545
2017-08-26,2545
2017-08-27,2545
2017-08-28,2545
2017-08-29,2545
2017-08-30,2545
2017-08-31,2545
2017-09-01,2545
2017-09-02,2545
2017-09-03,2545
2017-09-04,2545
2017-09-05,2545
2017-09-06,2545
2017-09-07,2545
2017-09-08,2545
2017-09-09,2545
2017-09-10,2545
2017-09-11,2545
2017-09-12,2545
2017-09-13,2520
2017-09-14,2520
2017-09-15,2520
2017-09-16,2520
2017-09-17,2520
2017-09-19,2520
2017-09-20,2520
2017-09-21,2520
2017-09-22,2520
2017-09-23,2520
2017-09-24,2520
2017-09-25,2520
2017-09-26,2520
2017-09-27,2520
2017-09-28,2520
2017-09-29,2520
2017-09-30,2520
2017-10-01,2520
2017-10-02,2520
2017-10-03,2520
2017-10-04,2520
2017-10-05,2520
2017-10-06,2520
2017-10-07,2520
2017-10-08,2520
2017-10-09,2520
2017-10-10,2520
2017-10-11,2520
2017-10-12,2520
2017-10-13,2520
2017-10-14,2520
2017-10-15,2520
2017-10-16,2520
2017-10-17,2520
2017-10-18,2520
2017-10-19,2520
2017-10-20,2520
2017-10-21,2520
2017-10-22,2520
2017-10-23,2520
2017-10-24,2520
2017-10-25,2520
2017-10-26,2520
2017-10-27,2520
2017-10-28,2520
2017-10-29,2520
2017-10-30,2520
2017-10-31,2520
2017-11-01,2520
2017-11-02,2520
2017-11-03,2520
2017-11-04,2520
2017-11-05,2520
2017-11-06,2520
2017-11-07,2520
2017-11-08,2520
2017-11-09,2523
2017-11-10,2523
2017-11-11,2523
2017-11-12,2523
2017-11-13,2523
2017-11-14,2523
2017-11-15,2523
2017-11-16,2523
2017-11-17,2523
