date_obj,Summer%20pie price
2019-05-31,792
2019-06-01,832
2019-06-02,869
2019-06-03,907
2019-06-04,948
2019-06-05,964
2019-06-06,944
2019-06-07,962
2019-06-08,967
2019-06-09,984
2019-06-10,948
2019-06-11,942
2019-06-12,959
2019-06-13,955
2019-06-14,969
2019-06-15,949
2019-06-16,941
2019-06-17,923
2019-06-18,947
2019-06-19,943
2019-06-20,946
2019-06-21,956
2019-06-22,954
2019-06-23,944
2019-06-24,952
2019-06-25,949
2019-06-26,939
2019-06-27,951
2019-06-28,958
2019-06-29,945
2019-06-30,938
2019-07-01,942
2019-07-02,988
2019-07-03,988
2019-07-04,961
2019-07-05,934
2019-07-06,922
2019-07-07,905
2019-07-08,899
2019-07-09,941
2019-07-10,961
2019-07-11,924
2019-07-12,910
2019-07-13,951
2019-07-14,936
2019-07-15,933
2019-07-16,930
2019-07-17,933
2019-07-18,940
2019-07-19,935
2019-07-20,931
2019-07-21,922
2019-07-22,916
2019-07-23,932
2019-07-24,947
2019-07-25,913
2019-07-26,873
2019-07-27,861
2019-07-28,895
2019-07-29,901
2019-07-30,903
2019-07-31,916
2019-08-01,905
2019-08-02,928
2019-08-03,916
2019-08-04,899
2019-08-05,913
2019-08-06,936
2019-08-07,934
2019-08-08,910
2019-08-09,894
2019-08-10,923
2019-08-11,932
2019-08-12,950
2019-08-13,973
2019-08-14,966
2019-08-15,933
2019-08-16,918
2019-08-17,909
2019-08-18,910
2019-08-19,907
2019-08-20,911
2019-08-21,924
2019-08-22,915
2019-08-23,910
2019-08-24,911
2019-08-24,911
2019-08-25,941
2019-08-25,941
2019-08-26,959
2019-08-26,959
2019-08-27,995
2019-08-27,995
2019-08-28,1041
2019-08-29,1094
2019-08-30,1111
2019-08-31,1056
2019-09-01,1013
2019-09-02,972
2019-09-03,972
2019-09-04,967
2019-09-05,983
2019-09-06,1032
2019-09-07,1043
2019-09-08,1031
2019-09-09,1011
2019-09-10,981
2019-09-11,931
2019-09-12,893
2019-09-13,896
2019-09-14,894
2019-09-15,878
2019-09-16,882
2019-09-17,895
2019-09-18,903
2019-09-19,937
2019-09-20,947
2019-09-21,929
2019-09-22,912
2019-09-23,896
2019-09-24,880
2019-09-25,880
2019-09-26,867
2019-09-27,888
2019-09-28,891
2019-09-29,885
2019-09-30,874
2019-10-01,889
2019-10-02,915
2019-10-03,929
2019-10-04,907
2019-10-05,864
2019-10-06,848
2019-10-07,843
2019-10-08,859
2019-10-09,858
2019-10-10,852
2019-10-11,839
2019-10-12,814
2019-10-13,778
2019-10-14,739
2019-10-15,711
2019-10-16,711
2019-10-17,707
2019-10-18,728
2019-10-19,736
2019-10-20,728
2019-10-21,739
2019-10-22,742
2019-10-23,770
2019-10-24,743
2019-10-25,761
2019-10-26,785
2019-10-27,790
2019-10-28,775
2019-10-29,742
2019-10-30,708
2019-10-31,710
2019-11-01,724
2019-11-02,708
2019-11-03,731
2019-11-04,743
2019-11-05,758
2019-11-06,770
2019-11-07,758
2019-11-08,763
2019-11-09,741
2019-11-10,760
2019-11-11,779
2019-11-12,789
2019-11-13,793
2019-11-14,805
2019-11-15,810
2019-11-16,786
2019-11-17,762
2019-11-18,786
2019-11-19,784
2019-11-20,785
2019-11-21,814
2019-11-22,819
2019-11-23,846
2019-11-24,887
2019-11-25,920
2019-11-26,895
2019-11-27,888
2019-11-28,902
2019-11-29,864
2019-11-30,879
2019-12-01,874
2019-12-02,849
2019-12-03,837
2019-12-04,836
2019-12-05,846
2019-12-06,842
2019-12-07,823
2019-12-08,786
2019-12-09,788
2019-12-10,763
2019-12-11,769
2019-12-12,760
2019-12-13,774
2019-12-14,770
2019-12-15,794
2019-12-16,821
2019-12-17,801
2019-12-18,810
2019-12-19,794
2019-12-20,804
2019-12-21,788
2019-12-22,792
2019-12-23,809
2019-12-24,816
2019-12-25,805
2019-12-26,799
2019-12-27,791
2019-12-28,787
2019-12-29,757
2019-12-30,781
2019-12-31,794
2020-01-01,784
2020-01-02,782
2020-01-03,790
2020-01-04,798
2020-01-05,778
2020-01-06,775
2020-01-07,766
2020-01-08,768
2020-01-09,779
2020-01-10,780
2020-01-11,781
2020-01-12,799
2020-01-13,775
2020-01-14,777
2020-01-15,792
2020-01-16,814
2020-01-17,852
2020-01-18,875
2020-01-19,896
2020-01-20,918
2020-01-21,944
2020-01-22,943
2020-01-23,932
2020-01-24,923
2020-01-25,919
2020-01-26,884
2020-01-27,879
2020-01-28,870
2020-01-29,881
2020-01-30,860
2020-01-31,846
2020-02-01,869
2020-02-02,863
2020-02-03,903
2020-02-04,891
2020-02-05,879
2020-02-06,867
2020-02-07,873
2020-02-08,865
2020-02-09,867
2020-02-10,870
2020-02-11,900
2020-02-12,911
2020-02-13,883
2020-02-14,867
2020-02-15,852
2020-02-16,862
2020-02-17,862
2020-02-18,845
2020-02-19,845
2020-02-20,848
2020-02-21,819
2020-02-22,827
2020-02-23,833
2020-02-24,822
2020-02-25,825
2020-02-26,855
2020-02-27,881
2020-02-28,890
2020-02-29,915
2020-03-01,895
2020-03-02,895
2020-03-03,899
2020-03-04,898
2020-03-05,923
2020-03-06,883
2020-03-07,863
2020-03-08,896
2020-03-09,926
2020-03-10,937
2020-03-11,961
2020-03-12,980
2020-03-13,1019
2020-03-14,1029
2020-03-15,1064
2020-03-16,1059
2020-03-17,1051
2020-03-18,1034
2020-03-19,1009
2020-03-20,982
2020-03-21,972
2020-03-22,958
2020-03-23,919
2020-03-24,916
2020-03-25,907
2020-03-26,920
2020-03-27,921
2020-03-28,929
2020-03-29,956
2020-03-30,967
2020-03-31,979
2020-04-01,957
2020-04-02,918
2020-04-03,932
2020-04-04,963
2020-04-05,989
2020-04-06,993
2020-04-07,1011
2020-04-08,1062
2020-04-09,1101
2020-04-10,1133
2020-04-11,1101
2020-04-12,1109
2020-04-13,1081
2020-04-14,1063
2020-04-15,1050
2020-04-16,1035
2020-04-17,1026
2020-04-18,1054
2020-04-19,1066
2020-04-20,1072
2020-04-21,1082
2020-04-22,1127
2020-04-23,1138
2020-04-24,1099
2020-04-25,1111
2020-04-26,1113
2020-04-27,1123
2020-04-28,1151
2020-04-29,1186
2020-04-30,1173
2020-05-01,1192
2020-05-02,1252
2020-05-03,1314
2020-05-04,1340
2020-05-05,1307
2020-05-06,1255
2020-05-07,1296
2020-05-08,1321
2020-05-09,1331
2020-05-10,1280
2020-05-11,1301
2020-05-12,1348
2020-05-13,1403
