date_obj,Lava%20battlestaff price
2016-04-02,9867
2016-04-03,9869
2016-04-04,9896
2016-04-05,9889
2016-04-06,9900
2016-04-07,9876
2016-04-08,9883
2016-04-09,9831
2016-04-10,9877
2016-04-11,9896
2016-04-12,9900
2016-04-13,9892
2016-04-14,9835
2016-04-15,9897
2016-04-16,9897
2016-04-17,9873
2016-04-18,9906
2016-04-19,9904
2016-04-20,9892
2016-04-21,9891
2016-04-22,9825
2016-04-23,9893
2016-04-24,9807
2016-04-25,9891
2016-04-26,9911
2016-04-27,9872
2016-04-28,9859
2016-04-29,9853
2016-04-30,9846
2016-05-01,9823
2016-05-02,9888
2016-05-03,9837
2016-05-04,9904
2016-05-05,9898
2016-05-06,9894
2016-05-07,9891
2016-05-08,9852
2016-05-09,9841
2016-05-10,9889
2016-05-11,9878
2016-05-12,9885
2016-05-13,9896
2016-05-14,9882
2016-05-15,9872
2016-05-16,9830
2016-05-17,9892
2016-05-18,9904
2016-05-19,9893
2016-05-22,9853
2016-05-23,9852
2016-05-24,9910
2016-05-25,9888
2016-05-26,9641
2016-05-27,9836
2016-05-28,9887
2016-05-29,9900
2016-05-30,9907
2016-05-31,9844
2016-06-01,9925
2016-06-02,9929
2016-06-03,9928
2016-06-04,9921
2016-06-05,9911
2016-06-06,9921
2016-06-07,9852
2016-06-08,9908
2016-06-09,9899
2016-06-10,9913
2016-06-11,9917
2016-06-12,9889
2016-06-13,9914
2016-06-14,9917
2016-06-15,9921
2016-06-16,9933
2016-06-17,9934
2016-06-18,9932
2016-06-19,9917
2016-06-20,9920
2016-06-21,9914
2016-06-22,9911
2016-06-23,9928
2016-06-24,9927
2016-06-25,9923
2016-06-26,9936
2016-06-27,9941
2016-06-28,9941
2016-06-29,9939
2016-06-30,9934
2016-07-01,9963
2016-07-02,9955
2016-07-03,9948
2016-07-04,9960
2016-07-05,9957
2016-07-06,9952
2016-07-07,9940
2016-07-08,9945
2016-07-09,9945
2016-07-10,9931
2016-07-11,9934
2016-07-12,9930
2016-07-13,9918
2016-07-14,9919
2016-07-15,9934
2016-07-16,9942
2016-07-17,9940
2016-07-18,9945
2016-07-23,9960
2016-07-24,9958
2016-07-25,9954
2016-07-26,9947
2016-07-27,9940
2016-07-28,9937
2016-07-29,9949
2016-07-30,9922
2016-07-31,9939
2016-08-01,9940
2016-08-02,9947
2016-08-03,9928
2016-08-04,9952
2016-08-05,9941
2016-08-06,9952
2016-08-07,9944
2016-08-08,9902
2016-08-09,9922
2016-08-10,9895
2016-08-11,9915
2016-08-12,9916
2016-08-13,9932
2016-08-14,9928
2016-08-15,9928
2016-08-16,9923
2016-08-17,9922
2016-08-18,9911
2016-08-19,9925
2016-08-20,9932
2016-08-21,9940
2016-08-22,9937
2016-08-23,9924
2016-08-24,9928
2016-08-25,9938
2016-08-26,9942
2016-08-28,9941
2016-08-31,9969
2016-09-01,9960
2016-09-02,9959
2016-09-03,9949
2016-09-04,9947
2016-09-05,9948
2016-09-06,9932
2016-09-07,9952
2016-09-08,9964
2016-09-09,9956
2016-09-10,9885
2016-09-11,9900
2016-09-12,9942
2016-09-13,9955
2016-09-14,9952
2016-09-15,9910
2016-09-16,9943
2016-09-17,9897
2016-09-18,9922
2016-09-19,9930
2016-09-20,9858
2016-09-21,9929
2016-09-22,9882
2016-09-23,9917
2016-09-24,9902
2016-09-25,9864
2016-09-26,9890
2016-09-27,9924
2016-09-28,9922
2016-09-29,9928
2016-09-30,9919
2016-10-01,9895
2016-10-02,9806
2016-10-03,9847
2016-10-04,9890
2016-10-05,9911
2016-10-06,9929
2016-10-07,9930
2016-10-08,9941
2016-10-09,9934
2016-10-10,9934
2016-10-11,9950
2016-10-12,9954
2016-10-13,9954
2016-10-14,9943
2016-10-15,9895
2016-10-16,9937
2016-10-17,9963
2016-10-18,9950
2016-10-19,9943
2016-10-20,9919
2016-10-21,9945
2016-10-22,9928
2016-10-23,9899
2016-10-24,9942
2016-10-25,9938
2016-10-26,9949
2016-10-27,9915
2016-10-28,9929
2016-10-29,9923
2016-10-30,9842
2016-10-31,9943
2016-11-01,9891
2016-11-02,9930
2016-11-03,9894
2016-11-04,9949
2016-11-05,9942
2016-11-06,9926
2016-11-07,9876
2016-11-08,9939
2016-11-09,9888
2016-11-10,9930
2016-11-11,9856
2016-11-12,9909
2016-11-13,9858
2016-11-14,9900
2016-12-07,9810
2016-12-08,9938
2016-12-09,9910
2016-12-10,9921
2016-12-11,9896
2016-12-12,9920
2016-12-13,9944
2016-12-14,9953
2016-12-15,9954
2016-12-16,9964
2016-12-17,9966
2016-12-18,9945
2016-12-19,9943
2016-12-20,9937
2016-12-21,9946
2016-12-22,9759
2016-12-23,9939
2016-12-24,9939
2016-12-25,9938
2016-12-26,9942
2016-12-27,9896
2016-12-28,9945
2016-12-29,9954
2016-12-30,9949
2016-12-31,9956
2017-01-01,9845
2017-01-02,9864
2017-01-03,9817
2017-01-04,9814
2017-01-05,9770
2017-01-06,9889
2017-01-07,9883
2017-01-08,9855
2017-01-09,9924
2017-01-10,9937
2017-01-11,9932
2017-01-12,9957
2017-01-13,9940
2017-01-14,9919
2017-01-15,9921
2017-01-16,9940
2017-01-17,9943
2017-01-18,9954
2017-01-19,9958
2017-01-20,9975
2017-01-21,9952
2017-01-22,9913
2017-01-27,9913
2017-01-28,9860
2017-01-29,9916
2017-01-30,9922
2017-01-31,9919
2017-02-01,9948
2017-02-02,9930
2017-02-03,9943
2017-02-04,9942
2017-02-05,9935
2017-02-06,9926
2017-02-07,9928
2017-02-08,9967
2017-02-09,9892
2017-02-10,9926
2017-02-11,9904
2017-02-12,9800
2017-02-13,9903
2017-02-14,9925
2017-02-15,9869
2017-02-16,9878
2017-02-18,9890
2017-02-19,9837
2017-02-20,9911
2017-02-21,9892
2017-02-22,9924
2017-02-23,9891
2017-02-24,9814
2017-02-25,9881
2017-02-26,9843
2017-02-27,9916
2017-02-28,9931
2017-03-01,9935
2017-03-02,9946
2017-03-03,9953
2017-03-04,9953
2017-03-05,9912
2017-03-06,9924
2017-03-07,9922
2017-03-08,9914
2017-03-09,9917
2017-03-10,9864
2017-03-11,9922
2017-03-12,9904
2017-03-13,9917
2017-03-14,9916
2017-03-15,9915
2017-03-16,9925
2017-03-17,9941
2017-03-18,9887
2017-03-19,9912
2017-03-20,9954
2017-03-21,9972
2017-03-22,9962
2017-03-23,9931
2017-03-24,9923
2017-03-25,9922
2017-03-26,9915
2017-03-27,9938
2017-03-28,9924
2017-03-29,9939
2017-03-30,9950
2017-03-31,9953
2017-04-01,9958
2017-04-02,9914
2017-04-03,9938
2017-04-04,9947
2017-04-12,9933
2017-04-13,9948
2017-04-14,9952
2017-04-15,9959
2017-04-16,9939
2017-04-17,9941
2017-04-18,9956
2017-04-19,9961
2017-04-20,9922
2017-04-21,9892
2017-04-22,9802
2017-04-23,9807
2017-04-24,9863
2017-04-25,9822
2017-04-26,9838
2017-04-27,9892
2017-04-28,9848
2017-04-29,9922
2017-04-30,9812
2017-05-01,9901
2017-05-02,9939
2017-05-03,9887
2017-05-04,9846
2017-05-05,9875
2017-05-06,9812
2017-05-07,9738
2017-05-08,9868
2017-05-09,9915
2017-05-10,9906
2017-05-11,9841
2017-05-12,9849
2017-05-13,9865
2017-05-14,9841
2017-05-15,9834
2017-05-16,9902
2017-05-17,9857
2017-05-18,9853
2017-05-19,9858
2017-05-20,9816
2017-05-21,9778
2017-05-22,9836
2017-05-23,9881
2017-05-24,9903
2017-05-25,9750
2017-05-26,9670
2017-05-27,9664
2017-05-28,9636
2017-05-29,9639
2017-05-30,9700
2017-05-31,9713
2017-06-01,9690
2017-06-02,9656
2017-06-03,9538
2017-06-04,9561
2017-06-06,9743
2017-06-07,9744
2017-06-08,9773
2017-06-09,9727
2017-06-10,9722
2017-06-11,9666
2017-06-12,9625
2017-06-13,9756
2017-06-14,9779
2017-06-15,9762
2017-06-16,9750
2017-06-17,9780
2017-06-18,9750
2017-06-19,9704
2017-06-20,9769
2017-06-21,9749
2017-06-22,9755
2017-06-23,9698
2017-06-24,9723
2017-06-25,9643
2017-06-26,9710
2017-06-27,9736
2017-06-28,9793
2017-06-29,9751
2017-06-30,9720
2017-07-01,9758
2017-07-02,9724
2017-07-03,9719
2017-07-04,9665
2017-07-05,9625
2017-07-06,9728
2017-07-07,9679
2017-07-08,9719
2017-07-13,9730
2017-07-14,9725
2017-07-15,9713
2017-07-16,9662
2017-07-17,9693
2017-07-18,9710
2017-07-19,9690
2017-07-20,9716
2017-07-21,9711
2017-07-22,9708
2017-07-23,9663
2017-07-24,9656
2017-07-25,9661
2017-07-26,9674
2017-07-27,9679
2017-07-28,9754
2017-07-29,9722
2017-07-30,9743
2017-07-31,9735
2017-08-01,9725
2017-08-02,9777
2017-08-03,9776
2017-08-04,9753
2017-08-05,9749
2017-08-06,9671
2017-08-09,9746
2017-08-10,9751
2017-08-11,9761
2017-08-12,9684
2017-08-13,9694
2017-08-14,9731
2017-08-15,9714
2017-08-17,9724
2017-08-18,9671
2017-08-19,9673
2017-08-20,9678
2017-08-21,9673
2017-08-22,9752
2017-08-23,9769
2017-08-24,9756
2017-08-25,9755
2017-08-26,9764
2017-08-27,9729
2017-08-28,9722
2017-08-29,9699
2017-08-30,9732
2017-08-31,9678
2017-09-01,9716
2017-09-02,9733
2017-09-03,9705
2017-09-04,9668
2017-09-05,9765
2017-09-06,9746
2017-09-07,9756
2017-09-08,9785
2017-09-09,9780
2017-09-10,9753
2017-09-11,9790
2017-09-12,9663
2017-09-13,9767
2017-09-14,9767
2017-09-15,9759
2017-09-16,9746
2017-09-17,9730
2017-09-19,9730
2017-09-20,9760
2017-09-21,9687
2017-09-22,9726
2017-09-23,9785
2017-09-24,9844
2017-09-25,9857
2017-09-26,9830
2017-09-27,9766
2017-09-28,9784
2017-09-29,9738
2017-09-30,9674
2017-10-01,9650
2017-10-02,9680
2017-10-03,9772
2017-10-04,9701
2017-10-05,9777
2017-10-06,9765
2017-10-07,9714
2017-10-08,9753
2017-10-09,9754
2017-10-10,9757
2017-10-11,9729
2017-10-12,9804
2017-10-13,9713
2017-10-14,9672
2017-10-15,9679
2017-10-16,9703
2017-10-17,9609
2017-10-18,9648
2017-10-19,9697
2017-10-20,9705
2017-10-21,9628
2017-10-22,9630
2017-10-23,9677
2017-10-24,9669
2017-10-25,9692
2017-10-26,9677
2017-10-27,9660
2017-10-28,9595
2017-10-29,9604
2017-10-30,9665
2017-10-31,9725
2017-11-01,9654
2017-11-02,9669
2017-11-03,9739
2017-11-04,9691
2017-11-05,9702
2017-11-06,9756
2017-11-07,9773
2017-11-08,9680
2017-11-09,9744
2017-11-10,9777
2017-11-11,9689
2017-11-12,9660
2017-11-13,9662
2017-11-14,9654
2017-11-15,9683
2017-11-16,9715
2017-11-17,9708
2017-11-18,9632
2017-11-19,9579
2017-11-20,9652
2017-11-21,9705
2017-11-22,9645
2017-11-23,9710
2017-11-24,9632
2017-11-25,9613
2017-11-26,9604
2017-11-27,9610
2017-11-28,9712
2017-11-29,9674
2017-11-30,9575
2017-12-01,9639
2017-12-02,9617
2017-12-03,9679
2017-12-04,9700
2017-12-05,9760
2017-12-06,9719
2017-12-07,9718
2017-12-08,9699
2017-12-09,9741
2017-12-10,9708
2017-12-11,9705
2017-12-12,9682
2017-12-14,9760
2017-12-15,9757
2017-12-16,9716
2017-12-17,9588
2017-12-18,9699
2017-12-19,9707
2017-12-20,9685
2017-12-21,9682
2017-12-22,9697
2017-12-23,9684
2017-12-24,9687
2017-12-25,9730
2017-12-26,9732
2017-12-27,9695
2017-12-28,9711
2017-12-29,9764
2017-12-30,9686
2017-12-31,9783
2018-01-01,9710
2018-01-02,9642
2018-01-03,9667
2018-01-04,9608
2018-01-05,9659
2018-01-06,9620
2018-01-07,9674
2018-01-08,9694
2018-01-09,9702
2018-01-10,9683
2018-01-11,9707
2018-01-12,9725
2018-01-13,9687
2018-01-14,9620
2018-01-15,9673
2018-01-16,9685
2018-01-17,9694
2018-01-18,9676
2018-01-19,9692
2018-01-20,9714
2018-01-21,9684
2018-01-22,9722
2018-01-23,9726
2018-01-25,9696
2018-01-26,9689
2018-01-27,9688
2018-01-28,9691
2018-01-29,9696
2018-01-31,9718
2018-02-01,9680
2018-02-02,9731
2018-02-03,9722
2018-02-04,9740
2018-02-05,9743
2018-02-06,9705
2018-02-07,9672
2018-02-08,9638
2018-02-09,9702
2018-02-10,9587
2018-02-11,9621
2018-02-12,9643
2018-02-13,9682
2018-02-14,9683
2018-02-15,9704
2018-02-16,9715
2018-02-17,9678
2018-02-18,9645
2018-02-19,9705
2018-02-20,9734
2018-02-21,9689
2018-02-22,9738
2018-02-23,9711
2018-02-24,9728
2018-02-25,9736
2018-02-26,9754
2018-02-27,9786
2018-02-28,9731
2018-03-01,9736
2018-03-02,9762
2018-03-03,9745
2018-03-04,9705
2018-03-05,9759
2018-03-06,9774
2018-03-07,9615
2018-03-08,9765
2018-03-09,9731
2018-03-10,9773
2018-03-11,9735
2018-03-12,9735
2018-03-13,9790
2018-03-14,9769
2018-03-15,9781
2018-03-16,9744
2018-03-17,9728
2018-03-18,9708
2018-03-19,9769
2018-03-20,9801
2018-03-21,9753
2018-03-23,9728
2018-03-24,9710
2018-03-25,9715
2018-03-26,9766
2018-03-27,9741
2018-03-28,9753
2018-03-29,9736
2018-03-30,9785
2018-03-31,9671
2018-04-01,9725
2018-04-02,9710
2018-04-03,9744
2018-04-04,9718
2018-04-05,9726
2018-04-06,9720
2018-04-07,9683
2018-04-08,9685
2018-04-09,9745
2018-04-10,9739
2018-04-11,9738
2018-04-12,9733
2018-04-13,9758
2018-04-14,9705
2018-04-15,9688
2018-04-16,9710
2018-04-17,9731
2018-04-18,9719
2018-04-19,9729
2018-04-20,9727
2018-04-21,9672
2018-04-22,9673
2018-04-23,9695
2018-04-24,9678
2018-04-25,9724
2018-04-26,9724
2018-04-27,9745
2018-04-28,9699
2018-04-29,9706
2018-04-30,9724
2018-05-01,9767
2018-05-04,9790
2018-05-05,9735
2018-05-06,9682
2018-05-08,9778
2018-05-09,9766
2018-05-10,9723
2018-05-11,9721
2018-05-12,9689
2018-05-13,9607
2018-05-14,9679
2018-05-15,9763
2018-05-16,9770
2018-05-17,9759
2018-05-18,9775
2018-05-19,9703
2018-05-20,9686
2018-05-21,9735
2018-05-22,9741
2018-05-23,9733
2018-05-24,9775
2018-05-25,9759
2018-05-26,9771
2018-05-27,9718
2018-05-28,9722
2018-05-29,9725
2018-05-30,9705
2018-05-31,9726
2018-06-01,9600
2018-06-02,9728
2018-06-03,9699
2018-06-04,9697
2018-06-05,9732
2018-06-06,9707
2018-06-07,9712
2018-06-08,9727
2018-06-09,9704
2018-06-10,9611
2018-06-11,9624
2018-06-12,9633
2018-06-13,9666
2018-06-14,9681
2018-06-15,9659
2018-06-16,9681
2018-06-17,9664
2018-06-18,9710
2018-06-19,9663
2018-06-20,9602
2018-06-21,9724
2018-06-22,9717
2018-06-23,9652
2018-06-24,9661
2018-06-25,9700
2018-06-26,9715
2018-06-27,9694
2018-06-28,9707
2018-06-29,9729
2018-06-30,9767
2018-07-01,9667
2018-07-02,9683
2018-07-03,9729
2018-07-04,9742
2018-07-05,9694
2018-07-06,9715
2018-07-07,9656
2018-07-08,9674
2018-07-09,9734
2018-07-10,9741
2018-07-11,9731
2018-07-12,9611
2018-07-13,9717
2018-07-14,9677
2018-07-15,9716
2018-07-16,9705
2018-07-17,9707
2018-07-18,9706
2018-07-19,9721
2018-07-20,9710
2018-07-21,9691
2018-07-22,9635
2018-07-23,9664
2018-07-24,9720
2018-07-25,9665
2018-07-26,9719
2018-07-27,9673
2018-07-28,9647
2018-07-29,9636
2018-07-30,9644
2018-07-31,9676
2018-08-01,9698
2018-08-02,9694
2018-08-03,9662
2018-08-04,9684
2018-08-05,9668
2018-08-06,9689
2018-08-07,9668
2018-08-08,9682
2018-08-09,9625
2018-08-10,9680
2018-08-11,9609
2018-08-12,9494
2018-08-14,9680
2018-08-16,9614
2018-08-17,9635
2018-08-18,9560
2018-08-19,9613
2018-08-20,9607
2018-08-21,9682
2018-08-22,9708
2018-08-23,9731
2018-08-24,9712
2018-08-25,9682
2018-08-26,9646
2018-08-27,9653
2018-08-28,9711
2018-08-29,9731
2018-08-30,9748
2018-08-31,9719
2018-09-01,9690
2018-09-02,9630
2018-09-03,9601
2018-09-04,9690
2018-09-05,9707
2018-09-06,9727
2018-09-07,9740
2018-09-08,9697
2018-09-09,9667
2018-09-10,9690
2018-09-11,9724
2018-09-12,9765
2018-09-13,9779
2018-09-14,9670
2018-09-15,9761
2018-09-16,9756
2018-09-17,9735
2018-09-18,9753
2018-09-19,9740
2018-09-20,9746
2018-09-21,9738
2018-09-22,9749
2018-09-23,9720
2018-09-24,9701
2018-09-25,9683
2018-09-26,9751
2018-09-27,9730
2018-09-28,9722
2018-09-29,9664
2018-09-30,9640
2018-10-02,9656
2018-10-03,9713
2018-10-04,9712
2018-10-05,9709
2018-10-06,9680
2018-10-07,9633
2018-10-08,9696
2018-10-09,9711
2018-10-10,9742
2018-10-11,9723
2018-10-12,9701
2018-10-13,9712
2018-10-14,9682
2018-10-15,9693
2018-10-16,9691
2018-10-17,9700
2018-10-18,9695
2018-10-19,9709
2018-10-20,9729
2018-10-21,9635
2018-10-22,9679
2018-10-23,9611
2018-10-24,9680
2018-10-25,9700
2018-10-26,9690
2018-10-27,9696
2018-10-28,9710
2018-10-29,9662
2018-10-30,9627
2018-10-31,9667
2018-11-01,9672
2018-11-03,9730
2018-11-04,9651
2018-11-05,9735
2018-11-06,9731
2018-11-07,9744
2018-11-08,9744
2018-11-09,9746
2018-11-10,9705
2018-11-11,9662
2018-11-12,9708
2018-11-13,9724
2018-11-14,9732
2018-11-15,9751
2018-11-16,9749
2018-11-17,9698
2018-11-18,9667
2018-11-19,9686
2018-11-20,9740
2018-11-21,9697
2018-11-22,9726
2018-11-23,9735
2018-11-24,9730
2018-11-25,9765
2018-11-26,9781
2018-11-27,9791
2018-11-28,9792
2018-11-29,9785
2018-12-01,9716
2018-12-02,9727
2018-12-03,9784
2018-12-04,9790
2018-12-05,9800
2018-12-07,9699
2018-12-09,9647
2018-12-11,9776
2018-12-12,9785
2018-12-13,9778
2018-12-14,9730
2018-12-15,9749
2018-12-16,9752
2018-12-17,9726
2018-12-18,9733
2018-12-19,9752
2018-12-20,9760
2018-12-21,9773
2018-12-22,9759
2018-12-23,9731
2018-12-24,9731
2018-12-25,9717
2018-12-26,9699
2018-12-27,9709
2018-12-28,9670
2018-12-29,9694
2018-12-30,9694
2018-12-31,9746
2019-01-01,9673
2019-01-02,9693
2019-01-03,9692
2019-01-04,9682
2019-01-05,9686
2019-01-06,9730
2019-01-08,9742
2019-01-10,9606
2019-01-11,9611
2019-01-12,9654
2019-01-13,9633
2019-01-14,9680
2019-01-15,9709
2019-01-16,9736
2019-01-17,9683
2019-01-18,9720
2019-01-19,9699
2019-01-20,9666
2019-01-21,9684
2019-01-22,9730
2019-01-23,9734
2019-01-24,9726
2019-01-25,9714
2019-01-26,9680
2019-01-27,9658
2019-01-29,9742
2019-01-30,9729
2019-01-31,9722
2019-02-01,9747
2019-02-02,9725
2019-02-03,9730
2019-02-04,9717
2019-02-05,9758
2019-02-06,9754
2019-02-07,9764
2019-02-08,9771
2019-02-09,9775
2019-02-10,9739
2019-02-11,9773
2019-02-12,9798
2019-02-13,9805
2019-02-14,9808
2019-02-15,9787
2019-02-16,9723
2019-02-17,9665
2019-02-18,9725
2019-02-19,9786
2019-02-20,9784
2019-02-21,9788
2019-02-22,9768
2019-02-23,9766
2019-02-24,9755
2019-02-25,9723
2019-02-26,9790
2019-02-27,9815
2019-02-28,9674
2019-03-01,9750
2019-03-02,9743
2019-03-03,9753
2019-03-04,9765
2019-03-05,9803
2019-03-06,9812
2019-03-07,9788
2019-03-08,9708
2019-03-09,9736
2019-03-10,9739
2019-03-11,9763
2019-03-12,9730
2019-03-13,9704
2019-03-14,9724
2019-03-15,9689
2019-03-16,9640
2019-03-17,9663
2019-03-18,9651
2019-03-19,9716
2019-03-20,9715
2019-03-21,9714
2019-03-22,9706
2019-03-23,9671
2019-03-24,9705
2019-03-25,9721
2019-03-26,9743
2019-03-27,9634
2019-03-28,9692
2019-03-29,9709
2019-03-30,9696
2019-03-31,9664
2019-04-01,9685
2019-04-02,9644
2019-04-03,9686
2019-04-04,9712
2019-04-05,9706
2019-04-06,9671
