date_obj,Team%20cape%20x price
2016-07-07,8000000
2016-07-08,7986947
2016-07-09,7986947
2016-07-10,7986947
2016-07-11,7986947
2016-07-12,7587599
2016-07-13,7587599
2016-07-14,7587599
2016-07-15,7587599
2016-07-16,7209345
2016-07-17,7209345
2016-07-18,7209345
2016-07-24,6848877
2016-07-25,6848877
2016-07-26,6848877
2016-07-27,6506433
2016-07-28,6506433
2016-07-29,6506433
2016-07-30,6506433
2016-07-31,6506433
2016-08-01,6506433
2016-08-02,6181111
2016-08-03,6181111
2016-08-04,6181111
2016-08-05,6181111
2016-08-06,6181111
2016-08-07,5872123
2016-08-08,5872123
2016-08-09,5872123
2016-08-10,5872123
2016-08-11,5872123
2016-08-12,5872123
2016-08-13,5872123
2016-08-14,5578516
2016-08-15,5578516
2016-08-16,5578516
2016-08-17,5578516
2016-08-18,5578516
2016-08-19,5299590
2016-08-20,5299590
2016-08-21,5299590
2016-08-22,5299590
2016-08-23,5299590
2016-08-24,5038469
2016-08-25,5038469
2016-08-26,5038469
2016-08-28,5038469
2016-08-31,4789724
2016-09-01,4789724
2016-09-02,4789724
2016-09-03,4789724
2016-09-04,4550237
2016-09-05,4550237
2016-09-06,4550237
2016-09-07,4550237
2016-09-08,4550237
2016-09-09,4550237
2016-09-10,4322725
2016-09-11,4322725
2016-09-12,4322725
2016-09-13,4322725
2016-09-14,4322725
2016-09-15,4322725
2016-09-16,4108205
2016-09-17,4108205
2016-09-18,4108205
2016-09-19,4108205
2016-09-20,4108205
2016-09-21,4108205
2016-09-22,3902794
2016-09-23,3902794
2016-09-24,3902794
2016-09-25,3902794
2016-09-26,3902794
2016-09-27,3902794
2016-09-28,3902794
2016-09-29,3902794
2016-09-30,3707654
2016-10-01,3707654
2016-10-02,3707654
2016-10-03,3707654
2016-10-04,3707654
2016-10-05,3707654
2016-10-06,3707654
2016-10-07,3523458
2016-10-08,3523458
2016-10-09,3523458
2016-10-10,3523458
2016-10-11,3523458
2016-10-12,3523458
2016-10-13,3351457
2016-10-14,3351457
2016-10-15,3351457
2016-10-16,3351457
2016-10-17,3351457
2016-10-18,3351457
2016-10-19,3185009
2016-10-20,3185009
2016-10-21,3185009
2016-10-22,3185009
2016-10-23,3185009
2016-10-24,3185009
2016-10-25,3027557
2016-10-26,3027557
2016-10-27,3027557
2016-10-28,3027557
2016-10-29,3027557
2016-10-30,3027557
2016-10-31,2876179
2016-11-01,2876179
2016-11-02,2876179
2016-11-03,2876179
2016-11-04,2876179
2016-11-05,2876179
2016-11-06,2732370
2016-11-07,2732370
2016-11-08,2732370
2016-11-09,2732370
2016-11-10,2732370
2016-11-11,2595751
2016-11-12,2595751
2016-11-13,2595751
2016-11-14,2595751
2016-12-08,2028566
2016-12-09,2028566
2016-12-10,2028566
2016-12-11,2028566
2016-12-12,1929526
2016-12-13,1929526
2016-12-14,1929526
2016-12-15,1929526
2016-12-16,1929526
2016-12-17,1929526
2016-12-18,1843830
2016-12-19,1843830
2016-12-20,1843830
2016-12-21,1843830
2016-12-22,1843830
2016-12-23,1753807
2016-12-24,1753807
2016-12-25,1753807
2016-12-26,1753807
2016-12-27,1753807
2016-12-28,1690620
2016-12-29,1690620
2016-12-30,1690620
2016-12-31,1690620
2017-01-01,1690620
2017-01-02,1642449
2017-01-03,1642449
2017-01-04,1642449
2017-01-05,1642449
2017-01-06,1657396
2017-01-07,1657396
2017-01-08,1657396
2017-01-09,1657396
2017-01-10,1611393
2017-01-11,1611393
2017-01-12,1611393
2017-01-13,1611393
2017-01-14,1624326
2017-01-15,1624326
2017-01-16,1624326
2017-01-17,1682533
2017-01-18,1682533
2017-01-19,1682533
2017-01-20,1682533
2017-01-21,1748596
2017-01-22,1748596
2017-01-27,1718217
2017-01-28,1718217
2017-01-29,1704601
2017-01-30,1704601
2017-01-31,1704601
2017-02-01,1688565
2017-02-02,1688565
2017-02-03,1688565
2017-02-04,1715024
2017-02-05,1715024
2017-02-06,1715024
2017-02-07,1715024
2017-02-08,1747384
2017-02-09,1747384
2017-02-10,1747384
2017-02-11,1780778
2017-02-12,1780778
2017-02-13,1780778
2017-02-14,1780778
2017-02-15,1811803
2017-02-16,1811803
2017-02-18,1811803
2017-02-19,1798208
2017-02-20,1798208
2017-02-21,1798208
2017-02-22,1798208
2017-02-23,1798208
2017-02-24,1748716
2017-02-25,1748716
2017-02-26,1748716
2017-02-27,1748716
2017-02-28,1722409
2017-03-01,1722409
2017-03-02,1722409
2017-03-03,1722409
2017-03-04,1673489
2017-03-05,1673489
2017-03-06,1673489
2017-03-07,1673489
2017-03-08,1678140
2017-03-09,1678140
2017-03-10,1678140
2017-03-11,1690301
2017-03-12,1690301
2017-03-13,1690301
2017-03-14,1698216
2017-03-15,1698216
2017-03-16,1698216
2017-03-17,1736594
2017-03-18,1736594
2017-03-19,1736594
2017-03-20,1718889
2017-03-21,1718889
2017-03-22,1718889
2017-03-23,1718889
2017-03-24,1713676
2017-03-25,1713676
2017-03-26,1713676
2017-03-27,1713676
2017-03-28,1716205
2017-03-29,1716205
2017-03-30,1716205
2017-03-31,1725271
2017-04-01,1725271
2017-04-02,1725271
2017-04-03,1725271
2017-04-04,1736882
2017-04-12,1747144
2017-04-13,1747144
2017-04-14,1747144
2017-04-15,1747144
2017-04-16,1733392
2017-04-17,1733392
2017-04-18,1733392
2017-04-19,1733392
2017-04-20,1710958
2017-04-21,1710958
2017-04-22,1710958
2017-04-23,1710958
2017-04-24,1641818
2017-04-25,1641818
2017-04-26,1641818
2017-04-27,1641818
2017-04-28,1564036
2017-04-29,1564036
2017-04-30,1564036
2017-05-01,1515595
2017-05-02,1515595
2017-05-03,1515595
2017-05-04,1478529
2017-05-05,1478529
2017-05-06,1478529
2017-05-07,1514885
2017-05-08,1514885
2017-05-09,1514885
2017-05-10,1570752
2017-05-11,1570752
2017-05-12,1570752
