date_obj,Pink%20boots price
2015-12-01,2095
2015-12-02,2095
2015-12-03,1992
2015-12-04,1992
2015-12-05,1992
2015-12-06,1992
2015-12-07,1992
2015-12-08,1992
2015-12-09,1992
2015-12-10,1892
2015-12-11,1892
2015-12-12,1892
2015-12-13,1892
2015-12-14,1892
2015-12-15,1892
2015-12-16,1892
2015-12-17,1897
2015-12-18,1897
2015-12-19,1897
2015-12-20,1897
2015-12-21,1897
2015-12-22,1897
2015-12-23,1897
2015-12-24,1880
2015-12-25,1880
2015-12-26,1880
2015-12-27,1880
2015-12-28,1880
2015-12-29,1880
2015-12-30,1794
2015-12-31,1794
2016-01-01,1794
2016-01-02,1794
2016-01-03,1794
2016-01-04,1794
2016-01-05,1706
2016-01-06,1706
2016-01-07,1706
2016-01-08,1706
2016-01-09,1706
2016-01-10,1706
2016-01-11,1682
2016-01-12,1682
2016-01-13,1682
2016-01-14,1682
2016-01-15,1682
2016-01-16,1606
2016-01-17,1606
2016-01-18,1606
2016-01-19,1606
2016-01-20,1606
2016-01-21,1606
2016-01-22,1589
2016-01-23,1589
2016-01-24,1589
2016-01-25,1589
2016-01-26,1589
2016-01-27,1552
2016-01-28,1552
2016-01-29,1552
2016-01-30,1552
2016-01-31,1552
2016-02-01,1522
2016-02-02,1522
2016-02-03,1522
2016-02-04,1522
2016-02-05,1522
2016-02-06,1522
2016-02-07,1522
2016-02-08,1540
2016-02-09,1540
2016-02-10,1540
2016-02-11,1540
2016-02-12,1540
2016-02-13,1464
2016-02-14,1464
2016-02-15,1464
2016-02-16,1464
2016-02-17,1464
2016-02-18,1464
2016-02-19,1464
2016-02-20,1391
2016-02-21,1391
2016-02-22,1391
2016-02-23,1391
2016-02-24,1391
2016-02-25,1324
2016-02-26,1324
2016-02-27,1324
2016-02-28,1324
2016-02-29,1324
2016-03-01,1260
2016-03-02,1260
2016-03-03,1260
2016-03-04,1260
2016-03-05,1260
2016-03-06,1198
2016-03-07,1198
2016-03-08,1198
2016-03-09,1198
2016-03-10,1198
2016-03-11,1170
2016-03-12,1170
2016-03-13,1170
2016-03-14,1170
2016-03-15,1170
2016-03-16,1121
2016-03-17,1121
2016-03-18,1121
2016-03-19,1121
2016-03-20,1107
2016-03-21,1107
2016-03-22,1107
2016-03-23,1107
2016-03-24,1107
2016-03-25,1090
2016-03-26,1090
2016-03-27,1090
2016-03-28,1090
2016-03-29,1090
2016-03-30,1090
2016-03-31,1040
2016-04-01,1040
2016-04-02,1040
2016-04-03,1040
2016-04-04,1040
2016-04-05,1040
2016-04-06,993
2016-04-07,993
2016-04-08,993
2016-04-09,993
2016-04-10,993
2016-04-11,993
2016-04-12,954
2016-04-14,954
2016-04-15,954
2016-04-16,954
2016-04-17,919
2016-04-18,919
2016-04-19,919
2016-04-20,919
2016-04-21,919
2016-04-22,919
2016-04-23,917
2016-04-24,917
2016-04-25,917
2016-04-26,917
2016-04-27,917
2016-04-28,904
2016-04-29,904
2016-04-30,904
2016-05-01,904
2016-05-02,904
2016-05-03,904
2016-05-04,899
2016-05-05,899
2016-05-06,899
2016-05-07,899
2016-05-08,899
2016-05-09,899
2016-05-10,891
2016-05-11,891
2016-05-12,891
2016-05-13,891
2016-05-14,891
2016-05-15,899
2016-05-16,899
2016-05-17,899
2016-05-18,899
2016-05-19,899
2016-05-22,878
2016-05-23,878
2016-05-24,878
2016-05-25,878
2016-05-26,899
2016-05-27,899
2016-05-28,899
2016-05-29,899
2016-05-30,899
2016-05-31,899
2016-06-01,908
2016-06-02,908
2016-06-03,908
2016-06-04,908
2016-06-05,908
2016-06-06,893
2016-06-07,893
2016-06-08,893
2016-06-09,893
2016-06-10,893
2016-06-11,893
2016-06-12,894
2016-06-13,894
2016-06-14,894
2016-06-15,894
2016-06-16,894
2016-06-17,894
2016-06-18,897
2016-06-19,897
2016-06-20,897
2016-06-21,897
2016-06-22,897
2016-06-23,880
2016-06-24,880
2016-06-25,880
2016-06-26,880
2016-06-27,880
2016-06-28,880
2016-06-29,836
2016-06-30,836
2016-07-01,836
2016-07-02,836
2016-07-03,836
2016-07-04,796
2016-07-05,796
2016-07-06,796
2016-07-07,796
2016-07-08,796
2016-07-09,763
2016-07-10,763
2016-07-11,763
2016-07-12,763
2016-07-13,763
2016-07-14,763
2016-07-15,743
2016-07-16,743
2016-07-17,743
2016-07-18,743
2016-07-23,705
2016-07-24,705
2016-07-25,705
2016-07-26,705
2016-07-27,705
2016-07-28,705
2016-07-29,698
2016-07-30,698
2016-07-31,698
2016-08-01,698
2016-08-02,698
2016-08-03,698
2016-08-04,710
2016-08-05,710
2016-08-06,710
2016-08-07,710
2016-08-08,710
2016-08-09,710
2016-08-10,741
2016-08-11,741
2016-08-12,741
2016-08-13,741
2016-08-14,741
2016-08-15,741
2016-08-16,741
2016-08-17,741
2016-08-18,739
2016-08-19,739
2016-08-20,739
2016-08-21,739
2016-08-22,739
2016-08-23,739
2016-08-24,740
2016-08-25,740
2016-08-26,740
2016-08-28,740
2016-08-31,740
2016-09-01,740
2016-09-02,740
2016-09-03,740
2016-09-04,740
2016-09-05,740
2016-09-06,750
2016-09-07,750
2016-09-08,750
2016-09-09,750
2016-09-10,750
2016-09-11,750
2016-09-12,750
2016-09-13,750
2016-09-14,779
2016-09-15,779
2016-09-16,779
2016-09-17,779
2016-09-18,779
2016-09-19,779
2016-09-20,779
2016-09-21,769
2016-09-22,769
2016-09-23,769
2016-09-24,769
2016-09-25,769
2016-09-26,769
2016-09-27,769
2016-09-28,769
2016-09-29,777
2016-09-30,777
2016-10-01,777
2016-10-02,777
2016-10-03,777
2016-10-04,777
2016-10-05,777
2016-10-06,799
2016-10-07,799
2016-10-08,799
2016-10-09,799
2016-10-10,799
2016-10-11,799
2016-10-12,799
2016-10-13,833
2016-10-14,833
2016-10-15,833
2016-10-16,833
2016-10-17,833
2016-10-18,833
2016-10-19,857
2016-10-20,857
2016-10-21,857
2016-10-22,857
2016-10-23,857
2016-10-24,857
2016-10-25,857
2016-10-26,863
2016-10-27,863
2016-10-28,863
2016-10-29,863
2016-10-30,863
2016-10-31,863
2016-11-01,863
2016-11-02,863
2016-11-03,873
2016-11-04,873
2016-11-05,873
2016-11-06,873
2016-11-07,873
2016-11-08,873
2016-11-09,873
2016-11-10,876
2016-11-11,876
2016-11-12,876
2016-11-13,876
2016-11-14,876
2016-12-07,866
2016-12-08,866
2016-12-09,866
2016-12-10,866
2016-12-11,866
2016-12-12,866
2016-12-13,885
2016-12-14,885
2016-12-15,885
2016-12-16,885
2016-12-17,885
2016-12-18,885
2016-12-19,885
2016-12-20,906
2016-12-21,906
2016-12-22,906
2016-12-23,906
2016-12-24,906
2016-12-25,906
2016-12-26,906
2016-12-27,903
2016-12-28,903
2016-12-29,903
2016-12-30,903
2016-12-31,903
2017-01-01,903
2017-01-02,901
2017-01-03,901
2017-01-04,901
2017-01-05,901
2017-01-06,901
2017-01-07,901
2017-01-08,910
2017-01-09,910
2017-01-10,910
2017-01-11,910
2017-01-12,910
2017-01-13,920
2017-01-14,920
2017-01-15,920
2017-01-16,920
2017-01-17,939
2017-01-18,939
2017-01-19,939
2017-01-20,939
2017-01-21,939
2017-01-22,933
2017-01-27,929
2017-01-28,929
2017-01-29,929
2017-01-30,929
2017-01-31,929
2017-02-01,933
2017-02-02,933
2017-02-03,933
2017-02-04,933
2017-02-05,933
2017-02-06,933
2017-02-07,948
2017-02-08,948
2017-02-09,948
2017-02-10,948
2017-02-11,944
2017-02-12,944
2017-02-13,944
2017-02-14,944
2017-02-15,944
2017-02-16,934
2017-02-18,934
2017-02-19,934
2017-02-20,934
2017-02-21,934
2017-02-22,934
2017-02-23,922
2017-02-24,922
2017-02-25,922
2017-02-26,922
2017-02-27,922
2017-02-28,922
2017-03-01,899
2017-03-02,899
2017-03-03,899
2017-03-04,899
2017-03-05,899
2017-03-06,917
2017-03-07,917
2017-03-08,917
2017-03-09,917
2017-03-10,917
2017-03-11,917
2017-03-12,917
2017-03-13,917
2017-03-14,917
2017-03-15,917
2017-03-16,904
2017-03-17,904
2017-03-18,904
2017-03-19,904
2017-03-20,904
2017-03-21,899
2017-03-22,899
2017-03-23,899
2017-03-24,899
2017-03-25,899
2017-03-26,899
2017-03-27,898
2017-03-28,898
2017-03-29,898
2017-03-30,898
2017-03-31,898
2017-04-01,916
2017-04-02,916
2017-04-03,916
2017-04-04,916
2017-04-12,929
2017-04-13,929
2017-04-14,929
2017-04-15,929
2017-04-16,917
2017-04-17,917
2017-04-18,917
2017-04-19,917
2017-04-20,917
2017-04-21,912
2017-04-22,912
2017-04-23,912
2017-04-24,912
2017-04-25,912
2017-04-26,912
2017-04-27,908
2017-04-28,908
2017-04-29,908
2017-04-30,908
2017-05-01,908
2017-05-02,912
2017-05-03,912
2017-05-04,912
2017-05-05,912
2017-05-06,912
2017-05-07,876
2017-05-08,876
2017-05-09,876
2017-05-10,876
2017-05-11,876
2017-05-12,859
2017-05-13,859
2017-05-14,859
2017-05-15,859
2017-05-16,859
2017-05-17,859
2017-05-18,859
2017-05-19,859
2017-05-20,859
2017-05-21,859
2017-05-22,859
2017-05-23,824
2017-05-24,824
2017-05-25,824
2017-05-26,824
2017-05-27,824
2017-05-28,824
2017-05-29,842
2017-05-30,842
2017-05-31,842
2017-06-01,842
2017-06-02,842
2017-06-03,842
2017-06-06,838
2017-06-07,844
2017-06-08,844
2017-06-09,844
2017-06-10,860
2017-06-11,860
2017-06-12,860
2017-06-13,860
2017-06-14,841
2017-06-15,841
2017-06-16,841
2017-06-17,841
2017-06-18,841
2017-06-19,841
2017-06-20,833
2017-06-21,833
2017-06-22,833
2017-06-23,833
2017-06-24,833
2017-06-25,833
2017-06-26,842
2017-06-27,842
2017-06-28,842
2017-06-29,842
2017-06-30,842
2017-07-01,875
2017-07-02,875
2017-07-03,875
2017-07-04,875
2017-07-05,875
2017-07-06,904
2017-07-07,904
2017-07-08,904
2017-07-13,919
2017-07-14,919
2017-07-15,919
2017-07-16,919
2017-07-17,919
2017-07-18,912
2017-07-19,912
2017-07-20,912
2017-07-21,912
2017-07-22,912
2017-07-23,883
2017-07-24,883
2017-07-25,883
2017-07-26,883
2017-07-27,883
2017-07-28,883
2017-07-29,891
2017-07-30,891
2017-07-31,891
2017-08-01,891
2017-08-02,868
2017-08-03,868
2017-08-04,868
2017-08-05,868
2017-08-06,868
2017-08-09,862
2017-08-10,862
2017-08-11,862
2017-08-12,870
2017-08-13,870
2017-08-14,870
2017-08-15,870
2017-08-17,875
2017-08-18,875
2017-08-19,875
2017-08-20,875
2017-08-22,867
2017-08-23,867
2017-08-24,867
2017-08-25,867
2017-08-26,867
2017-08-27,867
2017-08-28,877
2017-08-29,877
2017-08-30,877
2017-08-31,877
2017-09-01,877
2017-09-02,877
2017-09-03,884
2017-09-04,884
2017-09-05,884
2017-09-06,884
2017-09-07,884
2017-09-08,884
2017-09-09,878
2017-09-10,878
2017-09-11,878
2017-09-12,878
2017-09-13,878
2017-09-14,895
2017-09-15,895
2017-09-16,895
2017-09-17,895
2017-09-19,895
2017-09-20,879
2017-09-21,879
2017-09-22,879
2017-09-23,879
2017-09-24,879
2017-09-25,879
2017-09-26,878
2017-09-27,878
2017-09-28,878
2017-09-29,878
2017-09-30,878
2017-10-01,878
2017-10-02,879
2017-10-03,879
2017-10-04,879
2017-10-05,879
2017-10-06,879
2017-10-07,879
2017-10-08,874
2017-10-09,874
2017-10-10,874
2017-10-11,874
2017-10-12,874
2017-10-13,874
2017-10-14,891
2017-10-15,891
2017-10-16,891
2017-10-17,891
2017-10-18,891
2017-10-19,891
2017-10-20,891
2017-10-21,877
2017-10-22,877
2017-10-23,877
2017-10-24,877
2017-10-25,877
2017-10-26,846
2017-10-27,846
2017-10-28,846
2017-10-29,846
2017-10-30,846
2017-10-31,846
2017-11-01,838
2017-11-02,838
2017-11-03,838
2017-11-04,838
2017-11-05,838
2017-11-06,820
2017-11-07,820
2017-11-08,820
2017-11-09,820
2017-11-10,820
2017-11-11,820
2017-11-12,791
2017-11-13,791
2017-11-14,791
2017-11-15,791
2017-11-16,791
2017-11-17,791
2017-11-18,791
2017-11-19,784
2017-11-20,784
2017-11-21,784
2017-11-22,784
2017-11-23,784
2017-11-24,804
2017-11-25,804
2017-11-26,804
2017-11-27,804
2017-11-28,804
2017-11-29,819
2017-11-30,819
2017-12-01,819
2017-12-02,819
2017-12-03,819
2017-12-04,819
2017-12-05,845
2017-12-06,845
2017-12-07,845
2017-12-08,845
2017-12-09,845
2017-12-10,845
2017-12-11,820
2017-12-12,820
2017-12-14,820
2017-12-15,820
2017-12-16,820
2017-12-17,801
2017-12-18,801
2017-12-19,801
2017-12-20,801
2017-12-21,801
2017-12-22,763
2017-12-23,763
2017-12-24,763
2017-12-25,763
2017-12-26,763
2017-12-27,770
2017-12-28,770
2017-12-29,770
2017-12-30,770
2017-12-31,770
2018-01-01,752
2018-01-02,752
2018-01-03,752
2018-01-04,752
2018-01-05,730
2018-01-06,730
2018-01-07,730
2018-01-08,730
2018-01-09,730
2018-01-10,729
2018-01-11,729
2018-01-12,729
2018-01-13,729
2018-01-14,729
2018-01-15,718
2018-01-16,718
2018-01-17,718
2018-01-18,718
2018-01-19,718
2018-01-20,692
2018-01-21,692
2018-01-22,692
2018-01-23,692
2018-01-24,657
2018-01-25,657
2018-01-26,657
2018-01-27,629
2018-01-28,629
2018-01-29,644
2018-01-31,644
2018-02-01,671
2018-02-02,671
2018-02-03,671
2018-02-04,687
2018-02-05,687
2018-02-06,687
2018-02-07,701
2018-02-08,701
2018-02-09,701
2018-02-10,721
2018-02-11,749
2018-02-12,768
2018-02-13,768
2018-02-14,731
2018-02-15,731
2018-02-16,723
2018-02-17,723
2018-02-18,739
2018-02-19,752
2018-02-20,752
2018-02-21,752
2018-02-22,757
2018-02-23,757
2018-02-24,757
2018-02-25,730
2018-02-26,730
2018-02-27,730
2018-03-01,701
2018-03-02,710
2018-03-03,710
2018-03-04,710
2018-03-05,713
2018-03-06,713
2018-03-07,713
2018-03-08,696
2018-03-09,696
2018-03-10,696
2018-03-11,687
2018-03-12,687
2018-03-13,687
2018-03-14,671
2018-03-15,671
2018-03-16,671
2018-03-17,670
2018-03-18,670
2018-03-19,670
2018-03-20,657
2018-03-21,657
2018-03-23,657
2018-03-24,635
2018-03-26,635
2018-03-27,614
2018-03-28,614
2018-03-29,614
2018-03-30,587
2018-03-31,587
2018-04-01,587
2018-04-02,569
2018-04-03,569
2018-04-04,569
2018-04-05,580
2018-04-06,580
2018-04-08,580
2018-04-09,573
2018-04-10,573
2018-04-11,573
2018-04-12,555
2018-04-13,555
2018-04-14,555
2018-04-15,556
2018-04-16,556
2018-04-17,556
2018-04-18,556
2018-04-19,566
2018-04-20,566
2018-04-21,566
2018-04-22,558
2018-04-23,558
2018-04-24,558
2018-04-25,558
2018-04-26,549
2018-04-27,549
2018-04-28,549
2018-04-29,570
2018-04-30,570
2018-05-01,570
2018-05-02,561
2018-05-03,561
2018-05-04,561
2018-05-05,578
2018-05-06,578
2018-05-07,578
2018-05-08,578
2018-05-09,549
2018-05-10,549
2018-05-11,549
2018-05-12,540
2018-05-13,540
2018-05-14,540
2018-05-15,540
2018-05-16,540
2018-05-17,540
2018-05-18,538
2018-05-19,538
2018-05-20,538
2018-05-21,519
2018-05-22,519
2018-05-23,519
2018-05-24,494
2018-05-25,494
2018-05-26,494
2018-05-27,469
2018-05-28,469
2018-05-29,446
2018-05-30,446
2018-05-31,446
2018-06-01,424
2018-06-02,424
2018-06-03,403
2018-06-04,403
2018-06-05,383
2018-06-06,383
2018-06-07,383
2018-06-08,367
2018-06-09,367
2018-06-10,367
2018-06-11,348
2018-06-12,348
2018-06-13,348
2018-06-14,332
2018-06-15,332
2018-06-16,332
2018-06-17,327
2018-06-18,327
2018-06-19,327
2018-06-20,327
2018-06-21,331
2018-06-22,331
2018-06-23,331
2018-06-24,336
2018-06-25,336
2018-06-26,336
2018-06-27,336
2018-06-28,345
2018-06-29,345
2018-06-30,345
2018-07-01,345
2018-07-02,363
2018-07-03,363
2018-07-04,363
2018-07-05,363
2018-07-06,381
2018-07-07,381
2018-07-08,381
2018-07-09,381
2018-07-10,394
2018-07-11,394
2018-07-12,394
2018-07-13,394
2018-07-14,399
2018-07-15,399
2018-07-16,399
2018-07-17,413
2018-07-18,413
2018-07-19,413
2018-07-20,413
2018-07-21,424
2018-07-22,424
2018-07-23,424
2018-07-24,430
2018-07-25,430
2018-07-26,430
2018-07-27,445
2018-07-28,445
2018-07-29,445
2018-07-30,444
2018-07-31,444
2018-08-01,444
2018-08-02,444
2018-08-03,444
2018-08-04,444
2018-08-05,437
2018-08-06,437
2018-08-07,437
2018-08-08,441
2018-08-09,441
2018-08-10,441
2018-08-11,463
2018-08-12,463
2018-08-14,478
2018-08-16,481
2018-08-17,481
2018-08-18,481
2018-08-19,496
2018-08-20,496
2018-08-21,496
2018-08-22,497
2018-08-23,497
2018-08-24,497
2018-08-25,502
2018-08-26,502
2018-08-27,502
2018-08-28,497
2018-08-29,497
2018-08-30,497
2018-08-31,499
2018-09-01,499
2018-09-02,499
2018-09-03,496
2018-09-04,496
2018-09-05,495
2018-09-06,495
2018-09-07,495
2018-09-08,490
2018-09-09,490
2018-09-10,490
2018-09-11,499
2018-09-12,499
2018-09-13,499
2018-09-14,501
2018-09-15,501
2018-09-16,501
2018-09-17,489
2018-09-18,489
2018-09-19,489
2018-09-20,467
2018-09-21,467
2018-09-22,467
2018-09-23,474
2018-09-24,474
2018-09-25,474
2018-09-26,493
2018-09-27,493
2018-09-28,493
2018-09-29,517
2018-09-30,517
2018-10-02,540
2018-10-03,540
2018-10-04,540
2018-10-05,538
2018-10-06,538
2018-10-07,538
2018-10-08,545
2018-10-09,545
2018-10-10,545
2018-10-11,573
2018-10-12,573
2018-10-13,573
2018-10-14,595
2018-10-15,595
2018-10-16,595
2018-10-17,595
2018-10-18,586
2018-10-19,586
2018-10-20,586
2018-10-21,586
2018-10-22,610
2018-10-23,610
2018-10-24,610
2018-10-25,610
2018-10-26,608
2018-10-27,608
2018-10-28,608
2018-10-29,624
2018-10-30,624
2018-10-31,624
2018-11-01,615
2018-11-03,615
2018-11-04,628
2018-11-05,628
2018-11-06,631
2018-11-07,631
2018-11-08,631
2018-11-09,624
2018-11-10,624
2018-11-11,622
2018-11-12,622
2018-11-13,613
2018-11-15,606
2018-11-16,606
2018-11-17,610
2018-11-18,610
2018-11-19,615
2018-11-20,615
2018-11-21,615
2018-11-22,615
2018-11-23,602
2018-11-24,602
2018-11-25,612
2018-11-26,612
2018-11-27,612
2018-11-28,615
2018-11-29,615
2018-12-01,601
2018-12-02,591
2018-12-03,591
2018-12-04,591
2018-12-05,564
2018-12-07,571
2018-12-09,555
2018-12-10,555
2018-12-11,555
2018-12-13,567
2018-12-14,567
2018-12-15,589
2018-12-16,589
2018-12-17,587
2018-12-18,587
2018-12-19,570
2018-12-20,570
2018-12-21,574
2018-12-22,574
2018-12-23,582
2018-12-24,582
2018-12-25,581
2018-12-26,581
2018-12-27,599
2018-12-28,599
2018-12-29,590
2018-12-30,590
2018-12-31,562
2019-01-01,562
2019-01-02,546
2019-01-03,546
2019-01-04,546
2019-01-05,545
2019-01-06,545
2019-01-08,545
2019-01-10,531
2019-01-11,510
2019-01-12,510
2019-01-13,484
2019-01-14,484
2019-01-15,470
2019-01-16,470
2019-01-17,489
2019-01-18,489
2019-01-19,468
2019-01-20,468
2019-01-21,482
2019-01-22,482
2019-01-23,477
2019-01-24,477
2019-01-25,492
2019-01-26,492
2019-01-27,491
2019-01-28,491
2019-01-29,508
2019-01-30,508
2019-01-31,504
2019-02-01,504
2019-02-02,501
2019-02-03,501
2019-02-04,501
2019-02-05,477
2019-02-06,477
2019-02-07,499
2019-02-08,499
2019-02-09,524
2019-02-10,524
2019-02-11,539
2019-02-12,539
2019-02-13,540
2019-02-14,540
2019-02-15,538
2019-02-16,538
2019-02-17,538
2019-02-18,538
2019-02-19,541
2019-02-20,541
2019-02-21,533
2019-02-22,533
2019-02-23,533
2019-02-24,514
2019-02-25,514
2019-02-26,520
2019-02-27,520
2019-02-28,520
2019-03-01,520
2019-03-02,528
2019-03-03,528
2019-03-04,541
2019-03-05,541
2019-03-06,556
2019-03-07,556
2019-03-08,556
2019-03-09,567
2019-03-10,567
2019-03-11,568
2019-03-12,568
2019-03-13,568
2019-03-14,567
2019-03-15,567
2019-03-16,567
2019-03-17,585
2019-03-18,585
2019-03-19,585
2019-03-20,579
2019-03-21,579
2019-03-22,579
2019-03-23,590
2019-03-24,590
2019-03-25,590
2019-03-26,586
2019-03-27,586
2019-03-28,586
2019-03-29,572
2019-03-30,572
2019-03-31,572
2019-04-01,569
2019-04-02,569
2019-04-03,569
2019-04-04,587
2019-04-05,587
2019-04-06,587
2019-04-07,593
2019-04-08,593
2019-04-09,593
2019-04-10,577
2019-04-11,577
2019-04-12,579
2019-04-13,579
2019-04-14,590
2019-04-15,590
2019-04-16,590
2019-04-17,579
2019-04-18,579
2019-04-19,579
2019-04-20,556
2019-04-21,556
2019-04-22,556
2019-04-23,532
2019-04-24,532
2019-04-25,532
2019-04-26,549
2019-04-27,549
2019-04-28,549
2019-04-29,569
2019-04-30,569
2019-05-01,569
2019-05-02,579
2019-05-03,579
2019-05-04,580
2019-05-05,580
2019-05-06,580
2019-05-07,584
2019-05-08,584
2019-05-09,584
2019-05-10,603
2019-05-11,603
2019-05-12,603
2019-05-13,621
2019-05-14,621
2019-05-15,621
2019-05-16,649
2019-05-17,649
2019-05-18,649
2019-05-19,660
2019-05-20,660
2019-05-21,660
2019-05-22,637
2019-05-23,637
2019-05-24,637
2019-05-25,605
2019-05-26,605
2019-05-27,605
2019-05-28,590
2019-05-29,590
2019-05-30,590
2019-05-31,597
2019-06-01,597
2019-06-02,597
2019-06-03,579
2019-06-04,579
2019-06-05,579
2019-06-06,570
2019-06-07,570
2019-06-08,570
2019-06-09,579
2019-06-10,579
2019-06-11,579
2019-06-12,579
2019-06-13,573
2019-06-14,573
2019-06-15,573
2019-06-16,581
2019-06-17,581
2019-06-18,581
2019-06-19,578
2019-06-20,578
2019-06-21,578
2019-06-22,572
2019-06-23,572
2019-06-24,572
2019-06-25,564
2019-06-26,564
2019-06-27,564
2019-06-28,555
2019-06-29,555
2019-06-30,555
2019-07-01,545
2019-07-02,545
2019-07-03,545
2019-07-04,547
2019-07-05,547
2019-07-06,547
2019-07-07,558
2019-07-08,558
2019-07-09,558
2019-07-10,558
2019-07-11,539
2019-07-12,539
2019-07-13,539
2019-07-14,551
2019-07-15,551
2019-07-16,551
2019-07-17,551
2019-07-18,551
2019-07-19,573
2019-07-20,573
2019-07-21,573
2019-07-22,573
2019-07-23,571
