date_obj,Apple%20pie price
2015-03-26,277
2015-03-27,277
2015-03-28,277
2015-03-29,277
2015-03-30,276
2015-03-31,276
2015-04-01,276
2015-04-02,276
2015-04-03,278
2015-04-04,278
2015-04-05,278
2015-04-06,273
2015-04-07,273
2015-04-08,273
2015-04-09,273
2015-04-10,278
2015-04-11,278
2015-04-12,278
2015-04-13,278
2015-04-14,287
2015-04-15,287
2015-04-16,287
2015-04-17,287
2015-04-18,276
2015-04-19,276
2015-04-20,276
2015-04-21,276
2015-04-22,274
2015-04-23,274
2015-04-24,274
2015-04-25,274
2015-04-26,273
2015-04-27,273
2015-04-28,273
2015-04-29,273
2015-04-30,275
2015-05-01,275
2015-05-02,275
2015-05-03,275
2015-05-04,279
2015-05-05,279
2015-05-06,279
2015-05-07,279
2015-05-08,274
2015-05-09,274
2015-05-10,274
2015-05-11,274
2015-05-12,270
2015-05-13,270
2015-05-14,270
2015-05-15,270
2015-05-16,270
2015-05-17,270
2015-05-18,270
2015-05-19,270
2015-05-20,270
2015-05-21,270
2015-05-22,276
2015-05-23,276
2015-05-24,276
2015-05-25,276
2015-05-26,281
2015-05-27,281
2015-05-28,281
2015-05-29,286
2015-05-30,286
2015-05-31,292
2015-06-01,292
2015-06-02,292
2015-06-03,292
2015-06-04,292
2015-06-05,292
2015-06-06,294
2015-06-07,294
2015-06-08,294
2015-06-09,291
2015-06-10,291
2015-06-11,291
2015-06-12,291
2015-06-13,299
2015-06-14,299
2015-06-15,299
2015-06-16,313
2015-06-17,313
2015-06-18,313
2015-06-19,318
2015-06-20,318
2015-06-21,318
2015-06-22,317
2015-06-23,317
2015-06-24,317
2015-06-25,327
2015-06-26,327
2015-06-27,327
2015-06-28,329
2015-06-29,329
2015-06-30,329
2015-07-01,313
2015-07-02,313
2015-07-03,313
2015-07-04,307
2015-07-05,307
2015-07-06,307
2015-07-07,312
2015-07-08,312
2015-07-09,312
2015-07-10,302
2015-07-11,302
2015-07-12,302
2015-07-13,304
2015-07-14,304
2015-07-15,304
2015-07-16,308
2015-07-17,308
2015-07-18,308
2015-07-19,298
2015-07-20,298
2015-07-21,298
2015-07-22,292
2015-07-23,292
2015-07-24,292
2015-07-25,279
2015-07-26,279
2015-07-27,279
2015-07-28,273
2015-07-29,273
2015-07-30,273
2015-07-31,264
2015-08-01,264
2015-08-02,268
2015-08-03,268
2015-08-04,268
2015-08-05,274
2015-08-06,274
2015-08-07,274
2015-08-08,275
2015-08-09,275
2015-08-10,275
2015-08-11,281
2015-08-12,281
2015-08-13,281
2015-08-14,283
2015-08-15,283
2015-08-16,283
2015-08-17,281
2015-08-18,281
2015-08-19,281
2015-08-20,287
2015-08-21,287
2015-08-22,291
2015-08-23,291
2015-08-24,291
2015-08-25,291
2015-08-26,289
2015-08-27,289
2015-08-28,302
2015-08-29,302
2015-08-30,302
2015-08-31,318
2015-09-01,318
2015-09-02,318
2015-09-03,318
2015-09-04,312
2015-09-05,312
2015-09-06,312
2015-09-07,312
2015-09-08,305
2015-09-09,305
2015-09-10,305
2015-09-11,307
2015-09-12,307
2015-09-13,307
2015-09-14,307
2015-09-15,305
2015-09-16,305
2015-09-17,305
2015-09-18,305
2015-09-19,303
2015-09-20,303
2015-09-21,303
2015-09-22,303
2015-09-23,290
2015-09-24,290
2015-09-25,290
2015-09-27,277
2015-09-28,277
2015-09-29,277
2015-09-30,283
2015-10-05,280
2015-10-06,280
2015-10-07,271
2015-10-08,271
2015-10-09,271
2015-10-10,271
2015-10-11,264
2015-10-12,264
2015-10-13,264
2015-10-14,264
2015-10-15,264
2015-10-16,264
2015-10-17,264
2015-10-18,264
2015-10-19,260
2015-10-20,260
2015-10-22,260
2015-10-23,272
2015-10-24,272
2015-10-25,272
2015-10-26,274
2015-10-27,274
2015-10-28,274
2015-10-29,274
2015-10-30,262
2015-10-31,262
2015-11-01,262
2015-11-02,262
2015-11-03,256
2015-11-04,256
2015-11-05,256
2015-11-06,256
2015-11-07,251
2015-11-08,251
2015-11-09,251
2015-11-10,251
2015-11-11,244
2015-11-12,244
2015-11-13,244
2015-11-14,244
2015-11-15,238
2015-11-16,238
2015-11-17,238
2015-11-18,238
2015-11-19,229
2015-11-20,229
2015-11-21,229
2015-11-22,224
2015-11-23,224
2015-11-24,224
2015-11-25,224
2015-11-26,230
2015-11-27,230
2015-11-28,230
2015-11-29,234
2015-11-30,234
2015-12-01,234
2015-12-02,236
2015-12-03,236
2015-12-04,236
2015-12-05,236
2015-12-06,231
2015-12-07,231
2015-12-08,231
2015-12-09,242
2015-12-10,242
2015-12-11,242
2015-12-12,242
2015-12-13,245
2015-12-14,245
2015-12-15,245
2015-12-16,255
2015-12-17,255
2015-12-18,255
2015-12-19,255
2015-12-20,265
2015-12-21,265
2015-12-22,265
2015-12-23,271
2015-12-24,271
2015-12-25,271
2015-12-26,271
2015-12-27,272
2015-12-28,272
2015-12-29,272
2015-12-30,284
2015-12-31,284
2016-01-01,284
2016-01-02,292
2016-01-03,292
2016-01-04,292
2016-01-05,291
2016-01-06,291
2016-01-07,291
2016-01-08,300
2016-01-09,300
2016-01-10,300
2016-01-11,290
2016-01-12,290
2016-01-13,290
2016-01-14,287
2016-01-15,287
2016-01-16,287
2016-01-17,290
2016-01-18,290
2016-01-19,290
2016-01-20,288
2016-01-21,288
2016-01-22,288
2016-01-23,285
2016-01-24,285
2016-01-25,285
2016-01-26,288
2016-01-27,288
2016-01-28,288
2016-01-29,303
2016-01-30,303
2016-01-31,303
2016-02-01,311
2016-02-02,311
2016-02-03,311
2016-02-04,325
2016-02-05,325
2016-02-06,325
2016-02-07,342
2016-02-08,342
2016-02-09,342
2016-02-10,338
2016-02-11,338
2016-02-12,338
2016-02-13,336
2016-02-14,336
2016-02-15,336
2016-02-16,346
2016-02-17,346
2016-02-18,346
2016-02-19,333
2016-02-20,333
2016-02-21,325
2016-02-22,325
2016-02-23,325
2016-02-24,325
2016-02-25,312
2016-02-26,312
2016-02-27,312
2016-02-28,301
2016-02-29,301
2016-03-01,301
2016-03-02,287
2016-03-03,287
2016-03-04,287
2016-03-05,277
2016-03-06,277
2016-03-07,277
2016-03-08,268
2016-03-09,268
2016-03-10,263
2016-03-11,263
2016-03-12,258
2016-03-13,258
2016-03-14,258
2016-03-15,250
2016-03-16,250
2016-03-17,250
2016-03-18,240
2016-03-19,240
2016-03-20,240
2016-03-21,235
2016-03-22,235
2016-03-23,235
2016-03-24,233
2016-03-25,233
2016-03-26,224
2016-03-27,224
2016-03-28,213
2016-03-29,213
2016-03-30,213
2016-03-31,207
2016-04-01,207
2016-04-02,207
2016-04-03,209
2016-04-04,209
2016-04-05,209
2016-04-06,213
2016-04-07,213
2016-04-08,213
2016-04-09,211
2016-04-10,211
2016-04-11,211
2016-04-12,214
2016-04-13,214
2016-04-14,214
2016-04-15,209
2016-04-16,209
2016-04-17,209
2016-04-18,209
2016-04-19,209
2016-04-20,209
2016-04-21,205
2016-04-22,205
2016-04-23,205
2016-04-24,205
2016-04-25,205
2016-04-26,205
2016-04-27,202
2016-04-28,202
2016-04-29,202
2016-04-30,212
2016-05-01,212
2016-05-02,212
2016-05-03,217
2016-05-04,217
2016-05-05,208
2016-05-06,208
2016-05-07,208
2016-05-08,207
2016-05-09,207
2016-05-10,214
2016-05-11,214
2016-05-12,214
2016-05-13,212
2016-05-14,212
2016-05-15,212
2016-05-16,206
2016-05-17,206
2016-05-18,202
2016-05-19,202
2016-05-22,206
2016-05-23,208
2016-05-24,208
2016-05-25,208
2016-05-26,205
2016-05-27,205
2016-05-28,205
2016-05-29,197
2016-05-30,197
2016-05-31,197
2016-06-01,191
2016-06-02,191
2016-06-03,191
2016-06-04,192
2016-06-05,192
2016-06-06,197
2016-06-07,197
2016-06-08,197
2016-06-09,199
2016-06-10,199
2016-06-11,209
2016-06-12,209
2016-06-13,209
2016-06-14,219
2016-06-15,219
2016-06-16,219
2016-06-17,224
2016-06-18,224
2016-06-19,224
2016-06-20,221
2016-06-21,221
2016-06-22,225
2016-06-23,225
2016-06-24,225
2016-06-25,221
2016-06-26,221
2016-06-27,221
2016-06-28,228
2016-06-29,228
2016-06-30,228
2016-07-01,227
2016-07-02,227
2016-07-03,227
2016-07-04,235
2016-07-05,235
2016-07-06,235
2016-07-07,238
2016-07-08,238
2016-07-09,233
2016-07-10,233
2016-07-11,221
2016-07-12,221
2016-07-13,210
2016-07-14,210
2016-07-15,199
2016-07-16,199
2016-07-17,190
2016-07-18,190
2016-07-23,182
2016-07-24,178
2016-07-25,178
2016-07-26,178
2016-07-27,181
2016-07-28,181
2016-07-29,181
2016-07-30,175
2016-07-31,175
2016-08-01,175
2016-08-02,176
2016-08-03,176
2016-08-04,176
2016-08-05,176
2016-08-06,176
2016-08-07,176
2016-08-08,177
2016-08-09,177
2016-08-10,177
2016-08-11,177
2016-08-12,177
2016-08-13,177
2016-08-14,177
2016-08-15,179
2016-08-16,179
2016-08-17,179
2016-08-18,180
2016-08-19,180
2016-08-20,180
2016-08-21,181
2016-08-22,181
2016-08-23,181
2016-08-24,183
2016-08-25,183
2016-08-26,183
2016-08-28,188
