date_obj,White%20scimitar price
2016-01-02,28567
2016-01-03,28567
2016-01-04,28567
2016-01-05,28567
2016-01-06,28567
2016-01-07,28567
2016-01-08,28567
2016-01-09,28567
2016-01-10,28567
2016-01-11,28567
2016-01-12,28567
2016-01-13,28567
2016-01-14,28567
2016-01-15,28567
2016-01-16,28567
2016-01-17,28567
2016-01-18,28567
2016-01-19,28567
2016-01-20,28567
2016-01-21,28567
2016-01-22,28567
2016-01-23,28567
2016-01-24,28567
2016-01-25,28567
2016-01-26,28567
2016-01-27,28567
2016-01-28,28567
2016-01-29,28567
2016-01-30,28567
2016-01-31,28567
2016-02-01,28567
2016-02-02,28567
2016-02-03,28567
2016-02-04,28567
2016-02-05,28567
2016-02-06,27157
2016-02-07,27157
2016-02-08,27157
2016-02-09,27157
2016-02-10,27157
2016-02-11,27157
2016-02-12,27157
2016-02-13,27157
2016-02-14,27157
2016-02-15,27157
2016-02-16,27157
2016-02-17,27157
2016-02-18,27157
2016-02-19,27157
2016-02-20,27157
2016-02-21,27157
2016-02-22,27157
2016-02-23,27157
2016-02-24,27157
2016-02-25,27157
2016-02-26,27157
2016-02-27,27157
2016-02-28,27157
2016-02-29,27157
2016-03-01,27157
2016-03-02,27157
2016-03-03,27157
2016-03-04,27157
2016-03-05,27157
2016-03-06,27157
2016-03-07,27157
2016-03-08,27157
2016-03-09,27157
2016-03-10,27157
2016-03-11,27157
2016-03-12,27157
2016-03-13,27157
2016-03-14,27157
2016-03-15,27157
2016-03-16,27157
2016-03-17,27157
2016-03-18,27157
2016-03-19,27157
2016-03-20,27157
2016-03-21,27157
2016-03-22,27157
2016-03-23,27157
2016-03-24,27157
2016-03-25,27157
2016-03-26,27157
2016-03-27,27157
2016-03-28,27157
2016-03-29,27157
2016-03-30,27157
2016-03-31,27157
2016-04-01,27157
2016-04-02,27157
2016-04-03,27157
2016-04-04,27157
2016-04-05,27157
2016-04-06,27157
2016-04-07,27157
2016-04-08,25847
2016-04-09,25847
2016-04-10,25847
2016-04-11,25847
2016-04-12,25847
2016-04-13,25847
2016-04-14,25847
2016-04-15,25847
2016-04-16,25847
2016-04-17,25847
2016-04-18,25847
2016-04-19,25847
2016-04-20,25847
2016-04-21,25847
2016-04-22,25847
2016-04-23,25847
2016-04-24,25847
2016-04-25,25847
2016-04-26,25847
2016-04-27,25847
2016-04-28,25847
2016-04-29,25847
2016-04-30,25847
2016-05-01,25847
2016-05-02,25847
2016-05-03,25847
2016-05-04,25847
2016-05-05,25847
2016-05-06,25847
2016-05-07,25847
2016-05-08,25847
2016-05-09,25847
2016-05-10,25847
2016-05-11,25847
2016-05-12,25847
2016-05-13,25847
2016-05-14,25847
2016-05-15,25847
2016-05-16,25847
2016-05-17,25847
2016-05-18,25847
2016-05-19,25847
2016-05-22,25847
2016-05-23,25847
2016-05-24,25847
2016-05-25,25847
2016-05-26,25847
2016-05-27,25847
2016-05-28,25847
2016-05-29,24583
2016-05-30,24583
2016-05-31,24583
2016-06-01,24583
2016-06-02,24583
2016-06-03,24583
2016-06-04,24583
2016-06-05,24583
2016-06-06,24583
2016-06-07,24583
2016-06-08,24583
2016-06-09,24583
2016-06-10,24583
2016-06-11,24583
2016-06-12,24583
2016-06-13,24583
2016-06-14,24583
2016-06-15,24583
2016-06-16,24583
2016-06-17,24583
2016-06-18,24583
2016-06-19,24583
2016-06-20,24583
2016-06-21,24583
2016-06-22,24583
2016-06-23,24583
2016-06-24,24583
2016-06-25,24583
2016-06-26,24583
2016-06-27,24583
2016-06-28,24583
2016-06-29,24583
2016-06-30,24583
2016-07-01,24583
2016-07-02,24583
2016-07-03,24583
2016-07-04,23415
2016-07-05,23415
2016-07-06,23415
2016-07-07,23415
2016-07-08,23415
2016-07-09,23415
2016-07-10,23415
2016-07-11,23415
2016-07-12,23415
2016-07-13,23415
2016-07-14,23415
2016-07-15,23415
2016-07-16,23415
2016-07-17,23415
2016-07-18,23415
2016-07-24,23415
2016-07-25,23415
2016-07-26,23415
2016-07-27,23415
2016-07-28,23415
2016-07-29,23415
2016-07-30,23415
2016-07-31,23415
2016-08-01,23415
2016-08-02,23415
2016-08-03,23415
2016-08-04,23415
2016-08-05,23415
2016-08-06,23415
2016-08-07,23415
2016-08-08,23415
2016-08-09,23415
2016-08-10,22253
2016-08-11,22253
2016-08-12,22253
2016-08-13,22253
2016-08-14,22253
2016-08-15,22253
2016-08-16,22253
2016-08-17,22253
2016-08-18,22253
2016-08-19,22253
2016-08-20,22253
2016-08-21,22253
2016-08-22,22253
2016-08-23,22253
2016-08-24,22253
2016-08-25,22253
2016-08-26,22253
2016-08-28,22253
2016-08-31,22253
2016-09-01,22253
2016-09-02,22253
2016-09-03,22253
2016-09-04,22253
2016-09-05,22253
2016-09-06,22253
2016-09-07,22253
2016-09-08,22253
2016-09-09,22253
2016-09-10,22253
2016-09-11,22253
2016-09-12,22253
2016-09-13,22253
2016-09-14,22253
2016-09-15,22253
2016-09-16,22253
2016-09-17,22253
2016-09-18,22253
2016-09-19,22253
2016-09-20,22253
2016-09-21,22253
2016-09-22,22253
2016-09-23,22253
2016-09-24,22253
2016-09-25,22253
2016-09-26,22253
2016-09-27,22253
2016-09-28,22253
2016-09-29,22253
2016-09-30,22253
2016-10-01,22253
2016-10-02,22253
2016-10-03,22253
2016-10-04,21145
2016-10-05,21145
2016-10-06,21145
2016-10-07,21145
2016-10-08,21145
2016-10-09,21145
2016-10-10,21145
2016-10-11,21145
2016-10-12,21145
2016-10-13,21145
2016-10-14,21145
2016-10-15,21145
2016-10-16,21145
2016-10-17,21145
2016-10-18,21145
2016-10-19,21145
2016-10-20,21145
2016-10-21,21145
2016-10-22,21145
2016-10-23,21145
2016-10-24,21145
2016-10-25,21145
2016-10-26,21145
2016-10-27,21145
2016-10-28,21145
2016-10-29,21145
2016-10-30,21145
2016-10-31,21145
2016-11-01,21145
2016-11-02,21145
2016-11-03,21145
2016-11-04,21145
2016-11-05,21145
2016-11-06,21145
2016-11-07,21145
2016-11-08,21145
2016-11-09,21145
2016-11-10,21145
2016-11-11,21145
2016-11-12,21145
2016-11-13,21145
2016-11-14,21145
2016-12-08,20092
2016-12-09,20092
2016-12-10,20092
2016-12-11,20092
2016-12-12,20092
2016-12-13,20092
2016-12-14,20092
2016-12-15,20092
2016-12-16,20092
2016-12-17,20092
2016-12-18,20092
2016-12-19,20092
2016-12-20,20092
2016-12-21,20092
2016-12-22,20092
2016-12-23,20092
2016-12-24,20092
2016-12-25,20092
2016-12-26,20092
2016-12-27,20092
2016-12-28,20092
2016-12-29,20092
2016-12-30,20092
2016-12-31,20092
2017-01-01,20092
2017-01-02,20092
2017-01-03,20092
2017-01-04,20092
2017-01-05,20092
2017-01-06,20092
2017-01-07,20092
2017-01-08,20092
2017-01-09,20092
2017-01-10,20092
2017-01-11,20092
2017-01-12,20092
2017-01-13,20092
2017-01-14,20092
2017-01-15,20092
2017-01-16,20092
2017-01-17,20092
2017-01-18,20092
2017-01-19,20092
2017-01-20,20092
2017-01-21,20092
2017-01-22,20092
2017-01-27,19192
2017-01-28,19192
2017-01-29,19192
2017-01-30,19192
2017-01-31,19192
2017-02-01,19192
2017-02-02,19192
2017-02-03,19192
2017-02-04,19192
2017-02-05,19192
2017-02-06,19192
2017-02-07,19192
2017-02-08,19192
2017-02-09,19192
2017-02-10,19192
2017-02-11,19192
2017-02-12,19192
2017-02-13,19192
2017-02-14,19192
2017-02-15,19192
2017-02-16,19192
2017-02-18,19192
2017-02-19,19192
2017-02-20,19192
2017-02-21,19192
2017-02-22,19192
2017-02-23,19192
2017-02-24,19192
2017-02-25,19192
2017-02-26,19192
2017-02-27,19192
2017-02-28,19192
2017-03-01,19192
2017-03-02,19192
2017-03-03,19192
2017-03-04,19192
2017-03-05,18254
2017-03-06,18254
2017-03-07,18254
2017-03-08,18254
2017-03-09,18254
2017-03-10,18254
2017-03-11,18254
2017-03-12,18254
2017-03-13,18254
2017-03-14,18254
2017-03-15,18254
2017-03-16,18254
2017-03-17,18254
2017-03-18,18254
2017-03-19,18254
2017-03-20,18254
2017-03-21,18254
2017-03-22,18254
2017-03-23,18254
2017-03-24,18254
2017-03-25,18254
2017-03-26,18254
2017-03-27,18254
2017-03-28,18254
2017-03-29,18254
2017-03-30,18254
2017-03-31,18254
2017-04-01,18254
2017-04-02,18254
2017-04-03,18254
2017-04-04,18254
2017-04-12,18254
2017-04-13,18254
2017-04-14,18254
2017-04-15,18254
2017-04-16,18254
2017-04-17,18254
2017-04-18,18254
2017-04-19,17386
2017-04-20,17386
2017-04-21,17386
2017-04-22,17386
2017-04-23,17386
2017-04-24,17386
2017-04-25,17386
2017-04-26,17386
2017-04-27,17386
2017-04-28,17386
2017-04-29,17386
2017-04-30,17386
2017-05-01,17386
2017-05-02,17386
2017-05-03,17386
2017-05-04,17386
2017-05-05,17386
2017-05-06,17386
2017-05-07,17386
2017-05-08,17386
2017-05-09,17386
2017-05-10,17386
2017-05-11,17386
2017-05-12,17386
2017-05-13,17386
2017-05-14,17386
2017-05-15,17386
2017-05-16,17386
2017-05-17,17386
2017-05-18,17386
2017-05-19,17386
2017-05-20,17386
2017-05-21,17386
2017-05-22,17386
2017-05-23,17386
2017-05-24,17386
2017-05-25,17386
2017-05-26,17386
2017-05-27,17386
2017-05-28,17386
2017-05-29,17386
2017-05-30,17386
2017-05-31,17386
2017-06-01,17386
2017-06-02,16556
2017-06-03,16556
2017-06-06,16556
2017-06-07,16556
2017-06-08,16556
2017-06-09,16556
2017-06-10,16556
2017-06-11,16556
2017-06-12,16556
2017-06-13,16556
2017-06-14,16556
2017-06-15,16556
2017-06-16,16556
2017-06-17,16556
2017-06-18,16556
2017-06-19,16556
2017-06-20,16556
2017-06-21,16556
2017-06-22,16556
2017-06-23,16556
2017-06-24,16556
2017-06-25,16556
2017-06-26,16556
2017-06-27,16556
2017-06-28,16556
2017-06-29,16556
2017-06-30,16556
2017-07-01,15737
2017-07-02,15737
2017-07-03,15737
2017-07-04,15737
2017-07-05,15737
2017-07-06,15737
2017-07-07,15737
2017-07-08,15737
2017-07-13,15737
2017-07-14,15737
2017-07-15,15737
2017-07-16,15737
2017-07-17,15737
2017-07-18,15737
2017-07-19,15737
2017-07-20,15737
2017-07-21,15737
2017-07-22,15737
2017-07-23,15737
2017-07-24,15737
2017-07-25,15737
2017-07-26,15737
2017-07-27,15737
2017-07-28,15737
2017-07-29,15737
2017-07-30,14966
2017-07-31,14966
2017-08-01,14966
2017-08-02,14966
2017-08-03,14966
2017-08-04,14966
2017-08-05,14966
2017-08-06,14966
2017-08-09,14966
2017-08-10,14966
2017-08-11,14966
2017-08-12,14966
2017-08-13,14966
2017-08-14,14966
2017-08-15,14966
2017-08-16,14966
2017-08-17,14966
2017-08-18,14966
2017-08-19,14966
2017-08-20,14966
2017-08-21,14966
2017-08-22,14966
2017-08-23,14966
2017-08-24,14966
2017-08-25,14245
2017-08-26,14245
2017-08-27,14245
2017-08-28,14245
2017-08-29,14245
2017-08-30,14245
2017-08-31,14245
2017-09-01,14245
2017-09-02,14245
2017-09-03,14245
2017-09-04,14245
2017-09-05,14245
2017-09-06,14245
2017-09-07,14245
2017-09-08,14245
2017-09-09,14245
2017-09-10,14245
2017-09-11,14245
2017-09-12,14245
2017-09-13,14245
2017-09-14,14245
2017-09-15,14245
2017-09-16,14245
2017-09-17,14245
2017-09-18,14245
2017-09-19,14245
2017-09-20,13666
2017-09-21,13666
2017-09-22,13666
2017-09-23,13666
2017-09-24,13666
2017-09-25,13666
2017-09-26,13666
2017-09-27,13666
2017-09-28,13666
2017-09-29,13666
2017-09-30,13666
2017-10-01,13666
2017-10-02,13666
2017-10-03,13666
2017-10-04,13666
2017-10-05,13666
2017-10-06,13666
2017-10-07,13666
2017-10-08,13666
2017-10-09,13666
2017-10-10,13666
2017-10-11,13666
2017-10-12,13666
2017-10-13,13666
2017-10-14,13666
2017-10-15,13666
2017-10-16,13666
2017-10-17,13666
2017-10-18,12989
2017-10-19,12989
2017-10-20,12989
2017-10-21,12989
2017-10-22,12989
2017-10-23,12989
2017-10-24,12989
2017-10-25,12989
2017-10-26,12989
2017-10-27,12989
2017-10-28,12989
2017-10-29,12989
2017-10-30,12989
2017-10-31,12989
2017-11-01,12989
2017-11-02,12989
2017-11-03,12989
2017-11-04,12989
2017-11-05,12989
2017-11-06,12989
2017-11-07,12989
2017-11-08,12989
2017-11-09,12989
2017-11-10,12989
2017-11-11,12989
2017-11-12,12989
2017-11-13,12989
2017-11-14,12989
2017-11-15,12989
2017-11-16,12373
2017-11-17,12373
2017-11-18,12373
2017-11-19,12373
2017-11-20,12373
2017-11-21,12373
2017-11-22,12373
2017-11-23,12373
2017-11-24,12373
2017-11-25,12373
2017-11-26,12373
2017-11-27,12373
2017-11-28,12373
2017-11-29,12373
2017-11-30,12373
2017-12-01,12373
2017-12-02,12373
2017-12-03,12373
2017-12-04,12373
2017-12-05,12373
2017-12-06,12373
2017-12-07,12373
2017-12-08,12373
2017-12-09,12373
2017-12-10,12373
2017-12-11,12373
2017-12-12,12373
2017-12-13,12373
2017-12-14,11763
2017-12-15,11763
2017-12-16,11763
2017-12-17,11763
2017-12-18,11763
2017-12-19,11763
2017-12-20,11763
2017-12-21,11763
2017-12-22,11763
2017-12-23,11763
2017-12-24,11763
2017-12-25,11763
2017-12-26,11763
2017-12-27,11763
2017-12-28,11763
2017-12-29,11763
2017-12-30,11763
2017-12-31,11763
2018-01-01,11763
2018-01-02,11763
2018-01-03,11763
2018-01-04,11763
2018-01-05,11763
2018-01-06,11763
2018-01-07,11233
2018-01-08,11233
2018-01-09,11233
2018-01-10,11233
2018-01-11,11233
2018-01-12,11233
2018-01-13,11233
2018-01-14,11233
2018-01-15,11233
2018-01-16,11233
2018-01-17,11233
2018-01-18,11233
2018-01-19,11233
2018-01-20,11233
2018-01-21,11233
2018-01-22,11233
2018-01-23,11233
2018-01-24,10671
2018-01-25,10671
2018-01-26,10671
2018-01-27,10671
2018-01-28,10671
2018-01-29,10671
2018-01-30,10671
2018-02-01,10671
2018-02-02,10671
2018-02-03,10671
2018-02-04,10144
2018-02-05,10144
2018-02-06,10144
2018-02-07,10144
2018-02-08,10144
2018-02-09,10144
2018-02-10,10144
2018-02-11,10144
2018-02-12,10144
2018-02-13,10144
2018-02-14,10144
2018-02-15,10144
2018-02-16,9642
2018-02-17,9642
2018-02-18,9642
2018-02-19,9642
2018-02-20,9642
2018-02-21,9642
2018-02-22,9642
2018-02-23,9642
2018-02-24,9642
2018-02-25,9642
2018-02-26,9642
2018-02-27,9248
2018-02-28,9248
2018-03-01,9248
2018-03-02,9248
2018-03-03,9248
2018-03-04,9248
2018-03-05,9248
2018-03-06,9248
2018-03-07,9248
2018-03-08,9248
2018-03-09,9248
2018-03-10,9248
2018-03-11,9248
2018-03-12,8816
2018-03-13,8816
2018-03-14,8816
2018-03-15,8816
2018-03-16,8816
2018-03-17,8816
2018-03-18,8816
2018-03-19,8816
2018-03-20,8816
2018-03-21,8816
2018-03-23,8816
2018-03-24,8386
2018-03-26,8386
2018-03-27,8386
2018-03-28,8386
2018-03-29,8386
2018-03-30,8386
2018-03-31,8386
2018-04-01,8386
2018-04-02,8386
2018-04-03,8386
2018-04-04,7988
2018-04-05,7988
2018-04-06,7988
2018-04-08,7988
2018-04-09,7988
2018-04-10,7988
2018-04-11,7988
2018-04-12,7988
2018-04-13,7988
2018-04-14,7988
2018-04-16,7988
2018-04-17,7988
2018-04-18,7988
2018-04-19,7988
2018-04-20,7594
2018-04-21,7594
2018-04-22,7594
2018-04-23,7594
2018-04-24,7594
2018-04-25,7594
2018-04-26,7594
2018-04-27,7594
2018-04-28,7594
2018-04-29,7594
2018-04-30,7594
2018-05-02,7594
2018-05-03,7594
2018-05-04,7594
2018-05-05,7594
2018-05-06,7594
2018-05-07,7268
2018-05-08,7268
2018-05-09,7268
2018-05-10,7268
2018-05-11,7268
2018-05-12,7268
2018-05-13,7268
2018-05-14,7268
2018-05-15,7268
2018-05-16,7268
2018-05-17,7268
2018-05-18,7268
2018-05-19,7268
2018-05-20,7268
2018-05-21,7268
2018-05-22,7268
2018-05-23,6910
2018-05-24,6910
2018-05-25,6910
2018-05-26,6910
2018-05-27,6910
2018-05-28,6910
2018-05-29,6910
2018-05-30,6910
2018-05-31,6910
2018-06-01,6910
2018-06-02,6910
2018-06-03,6910
2018-06-04,6596
2018-06-05,6596
2018-06-06,6596
2018-06-07,6596
2018-06-08,6596
2018-06-09,6596
2018-06-10,6596
2018-06-11,6596
2018-06-12,6596
2018-06-13,6596
2018-06-14,6596
2018-06-15,6596
2018-06-16,6596
2018-06-17,6351
2018-06-18,6351
2018-06-19,6351
2018-06-20,6351
2018-06-21,6351
2018-06-22,6351
2018-06-23,6351
2018-06-24,6351
2018-06-25,6351
2018-06-26,6351
2018-06-27,6351
2018-06-28,6351
2018-06-29,6351
2018-06-30,6351
2018-07-01,6057
2018-07-02,6057
2018-07-03,6057
2018-07-04,6057
2018-07-05,6057
2018-07-06,6057
2018-07-07,6057
2018-07-08,6057
2018-07-09,6057
2018-07-10,6057
2018-07-11,5801
2018-07-12,5801
2018-07-13,5801
2018-07-14,5801
2018-07-15,5801
2018-07-16,5801
2018-07-17,5801
2018-07-18,5801
2018-07-19,5801
2018-07-20,5801
2018-07-21,5578
2018-07-22,5578
2018-07-23,5578
2018-07-24,5578
2018-07-25,5578
2018-07-26,5578
2018-07-27,5578
2018-07-28,5578
2018-07-29,5302
2018-07-30,5302
2018-07-31,5302
2018-08-01,5302
2018-08-02,5048
2018-08-03,5048
2018-08-04,5048
2018-08-05,5048
2018-08-06,5048
2018-08-07,4835
2018-08-08,4835
2018-08-09,4835
2018-08-10,4835
2018-08-11,4835
2018-08-12,4675
2018-08-14,4675
2018-08-16,4675
2018-08-17,4593
2018-08-18,4593
2018-08-19,4593
2018-08-20,4593
2018-08-21,4593
2018-08-22,4593
2018-08-23,4416
2018-08-24,4416
2018-08-25,4416
2018-08-26,4416
2018-08-27,4416
2018-08-28,4327
2018-08-29,4327
2018-08-30,4327
2018-08-31,4327
2018-09-01,4327
2018-09-02,4243
2018-09-03,4243
2018-09-04,4243
2018-09-05,4243
2018-09-06,4243
2018-09-07,4037
2018-09-08,4037
2018-09-09,4037
2018-09-10,4037
2018-09-11,4037
2018-09-12,4037
2018-09-13,3837
2018-09-14,3837
2018-09-15,3837
2018-09-16,3837
2018-09-17,3837
2018-09-18,3645
2018-09-19,3645
2018-09-20,3645
2018-09-21,3645
2018-09-22,3645
2018-09-23,3631
2018-09-24,3631
2018-09-25,3631
2018-09-26,3631
2018-09-27,3631
2018-09-28,3631
2018-09-29,3631
2018-09-30,3631
2018-10-02,3669
2018-10-03,3669
2018-10-04,3669
2018-10-05,3669
2018-10-06,3669
2018-10-07,3669
2018-10-08,3669
2018-10-09,3669
2018-10-10,3539
2018-10-11,3539
2018-10-12,3539
2018-10-13,3539
2018-10-14,3539
2018-10-15,3539
2018-10-16,3539
2018-10-17,3539
2018-10-18,3539
2018-10-19,3539
2018-10-20,3371
2018-10-21,3371
2018-10-22,3371
2018-10-23,3371
2018-10-24,3371
2018-10-25,3371
2018-10-26,3371
2018-10-27,3371
2018-10-28,3371
2018-10-29,3371
2018-10-30,3234
2018-10-31,3234
2018-11-01,3207
2018-11-03,3245
2018-11-04,3245
2018-11-05,3267
2018-11-06,3267
2018-11-07,3317
2018-11-08,3317
2018-11-09,3317
2018-11-10,3362
2018-11-11,3362
2018-11-12,3399
2018-11-13,3399
2018-11-14,3399
2018-11-15,3413
2018-11-16,3413
2018-11-17,3413
2018-11-18,3332
2018-11-19,3332
2018-11-20,3332
2018-11-21,3332
2018-11-22,3316
2018-11-23,3316
2018-11-24,3316
2018-11-25,3316
2018-11-26,3280
2018-11-27,3280
2018-11-28,3280
2018-12-01,3152
2018-12-02,3152
2018-12-03,3152
2018-12-04,3006
2018-12-05,3006
2018-12-07,3006
2018-12-09,2867
2018-12-10,2867
2018-12-11,2867
2018-12-12,2739
2018-12-13,2739
2018-12-14,2739
2018-12-15,2739
2018-12-16,2609
2018-12-17,2609
2018-12-18,2609
2018-12-19,2609
2018-12-20,2609
2018-12-21,2479
2018-12-22,2479
2018-12-23,2479
2018-12-24,2479
2018-12-25,2361
2018-12-26,2361
2018-12-27,2361
2018-12-28,2260
2018-12-29,2260
2018-12-30,2260
2018-12-31,2260
2019-01-01,2175
2019-01-02,2175
2019-01-03,2175
2019-01-04,2175
2019-01-05,2175
2019-01-06,2109
2019-01-08,2109
2019-01-10,2109
2019-01-11,2109
2019-01-12,2092
2019-01-13,2092
2019-01-14,2092
2019-01-15,2092
2019-01-16,2092
2019-01-17,2092
2019-01-18,2021
2019-01-19,2021
2019-01-20,2021
2019-01-21,2021
2019-01-22,2021
2019-01-23,1931
2019-01-24,1931
2019-01-25,1931
2019-01-26,1931
2019-01-27,1931
2019-01-28,1931
2019-01-29,1840
2019-01-30,1840
2019-01-31,1840
2019-02-01,1840
2019-02-02,1840
2019-02-03,1840
2019-02-04,1840
2019-02-05,1803
2019-02-06,1803
2019-02-07,1803
2019-02-08,1803
2019-02-09,1803
2019-02-10,1803
2019-02-11,1803
2019-02-12,1803
2019-02-13,1792
2019-02-14,1792
2019-02-15,1792
2019-02-16,1792
2019-02-17,1792
2019-02-18,1792
2019-02-19,1792
2019-02-20,1792
2019-02-21,1713
2019-02-22,1713
2019-02-23,1713
2019-02-24,1713
2019-02-25,1713
2019-02-26,1713
2019-02-27,1713
2019-02-28,1713
2019-03-01,1713
2019-03-02,1713
2019-03-03,1713
2019-03-04,1713
2019-03-05,1713
2019-03-06,1713
2019-03-07,1659
2019-03-08,1659
2019-03-09,1659
2019-03-10,1659
2019-03-11,1659
2019-03-12,1659
2019-03-13,1659
2019-03-14,1659
2019-03-15,1659
2019-03-16,1710
2019-03-17,1710
2019-03-18,1710
2019-03-19,1710
2019-03-20,1710
2019-03-21,1710
2019-03-22,1710
2019-03-23,1710
2019-03-24,1710
2019-03-25,1710
2019-03-26,1783
2019-03-27,1783
2019-03-28,1783
2019-03-29,1783
2019-03-30,1783
2019-03-31,1783
2019-04-01,1783
2019-04-02,1783
2019-04-03,1783
2019-04-04,1783
2019-04-05,1783
2019-04-06,1783
2019-04-07,1850
