date_obj,Mystic%20hat%20(dark) price
2015-10-06,9108
2015-10-07,9108
2015-10-08,9107
2015-10-09,9193
2015-10-10,9193
2015-10-11,9295
2015-10-12,9295
2015-10-13,9592
2015-10-14,9592
2015-10-15,9816
2015-10-16,9816
2015-10-17,9652
2015-10-18,9652
2015-10-19,9404
2015-10-20,9404
2015-10-22,9700
2015-10-23,10168
2015-10-24,10168
2015-10-25,10444
2015-10-26,10444
2015-10-27,10377
2015-10-29,10033
2015-10-30,10033
2015-10-31,9794
2015-11-01,9794
2015-11-02,9636
2015-11-03,9636
2015-11-04,9542
2015-11-05,9542
2015-11-06,9233
2015-11-07,8958
2015-11-08,8958
2015-11-09,9069
2015-11-10,9069
2015-11-11,9414
2015-11-12,9414
2015-11-13,9571
2015-11-14,9571
2015-11-15,9731
2015-11-16,9731
2015-11-17,10178
2015-11-18,10178
2015-11-19,10290
2015-11-20,10290
2015-11-21,10547
2015-11-22,10760
2015-11-23,10760
2015-11-24,11145
2015-11-25,11274
2015-11-26,11274
2015-11-27,11251
2015-11-28,11251
2015-11-29,11432
2015-11-30,11940
2015-12-01,11940
2015-12-02,11723
2015-12-03,11723
2015-12-04,11562
2015-12-05,11562
2015-12-06,11027
2015-12-07,11027
2015-12-08,10727
2015-12-09,10512
2015-12-10,10512
2015-12-11,10363
2015-12-12,10363
2015-12-13,10098
2015-12-14,10098
2015-12-15,10027
2015-12-16,10027
2015-12-17,9916
2015-12-18,9996
2015-12-19,9996
2015-12-20,10294
2015-12-21,10294
2015-12-22,10301
2015-12-23,10229
2015-12-24,10229
2015-12-25,10044
2015-12-26,10044
2015-12-27,10032
2015-12-28,10032
2015-12-29,10204
2015-12-30,9925
2015-12-31,9925
2016-01-01,9944
2016-01-02,9944
2016-01-03,10103
2016-01-04,10106
2016-01-05,10106
2016-01-06,10333
2016-01-07,10333
2016-01-08,10255
2016-01-09,10255
2016-01-10,10153
2016-01-11,10153
2016-01-12,9978
2016-01-13,9978
2016-01-14,9843
2016-01-15,9847
2016-01-16,9847
2016-01-17,9863
2016-01-18,9796
2016-01-19,9796
2016-01-20,9621
2016-01-21,9621
2016-01-22,9867
2016-01-23,9867
2016-01-24,9747
2016-01-25,9543
2016-01-26,9543
2016-01-27,9620
2016-01-28,9620
2016-01-29,9844
2016-01-30,9844
2016-01-31,10248
2016-02-01,10745
2016-02-02,10745
2016-02-03,11019
2016-02-04,11019
2016-02-05,10832
2016-02-06,10448
2016-02-07,10448
2016-02-08,10469
2016-02-09,10469
2016-02-10,10232
2016-02-11,10232
2016-02-12,9878
2016-02-13,10042
2016-02-14,10042
2016-02-15,10009
2016-02-16,10009
2016-02-17,9878
2016-02-18,9878
2016-02-19,9797
2016-02-20,9797
2016-02-21,9816
2016-02-22,9816
2016-02-23,9958
2016-02-24,9958
2016-02-25,9969
2016-02-26,9969
2016-02-27,9781
2016-02-28,9781
2016-02-29,9691
2016-03-01,9759
2016-03-02,9759
2016-03-03,9496
2016-03-04,9496
2016-03-05,9133
2016-03-06,9234
2016-03-07,9234
2016-03-08,9253
2016-03-09,9253
2016-03-10,9278
2016-03-11,9278
2016-03-12,9209
2016-03-13,9209
2016-03-14,9015
2016-03-15,8925
2016-03-16,9110
2016-03-17,9110
2016-03-18,9267
2016-03-19,9267
2016-03-20,9273
2016-03-21,9273
2016-03-22,9272
2016-03-23,9340
2016-03-24,9340
2016-03-25,9531
2016-03-26,9999
2016-03-27,9999
2016-03-28,10499
2016-03-29,10499
2016-03-30,11005
2016-03-31,11005
2016-04-01,11525
2016-04-02,11525
2016-04-03,12015
2016-04-04,12015
2016-04-05,12577
2016-04-06,12937
2016-04-07,12937
2016-04-08,12787
2016-04-09,12458
2016-04-10,12256
2016-04-11,12256
2016-04-12,12040
2016-04-13,12040
2016-04-14,11824
2016-04-15,11738
2016-04-16,11578
2016-04-17,11105
2016-04-18,10834
2016-04-19,10834
2016-04-20,10560
2016-04-21,10560
2016-04-22,10357
2016-04-23,10702
2016-04-24,11080
2016-04-25,11634
2016-04-26,11634
2016-04-27,12157
2016-04-28,12157
2016-04-29,12220
2016-04-30,12262
2016-05-01,12262
2016-05-02,12289
2016-05-03,11930
2016-05-04,11930
2016-05-05,11477
2016-05-06,11477
2016-05-07,11178
2016-05-08,11178
2016-05-09,10953
2016-05-10,10703
2016-05-11,10703
2016-05-12,10465
2016-05-13,10157
2016-05-14,10157
2016-05-15,10288
2016-05-16,10288
2016-05-17,10803
2016-05-18,11334
2016-05-19,11334
2016-05-22,12120
2016-05-23,12078
2016-05-24,11871
2016-05-25,11871
2016-05-26,11924
2016-05-27,12047
2016-05-28,12047
2016-05-29,11874
2016-05-30,11874
2016-05-31,11558
2016-06-01,11183
2016-06-02,11183
2016-06-03,10950
2016-06-04,10976
2016-06-05,10976
2016-06-06,10790
2016-06-07,10790
2016-06-08,10602
2016-06-09,10455
2016-06-10,10328
2016-06-11,10328
2016-06-12,10279
2016-06-13,10279
2016-06-14,10034
2016-06-15,10034
2016-06-16,9804
2016-06-17,9770
2016-06-18,9770
2016-06-19,9650
2016-06-20,9650
2016-06-21,9508
2016-06-22,9921
2016-06-23,10059
2016-06-24,10059
2016-06-25,9917
2016-06-26,9917
2016-06-27,9775
2016-06-28,9744
2016-06-29,9708
2016-06-30,9565
2016-07-01,9639
2016-07-02,9639
2016-07-03,9501
2016-07-04,9475
2016-07-05,9475
2016-07-06,9830
2016-07-07,9830
2016-07-08,9884
2016-07-09,9638
2016-07-10,9531
2016-07-11,9634
2016-07-12,9634
2016-07-13,9678
2016-07-14,9742
2016-07-15,9742
2016-07-16,9768
2016-07-17,9768
2016-07-18,9664
2016-07-23,9498
2016-07-24,9822
2016-07-25,9822
2016-07-26,9977
2016-07-27,9977
2016-07-28,10248
2016-07-29,10686
2016-07-30,10686
2016-07-31,11102
2016-08-01,11102
2016-08-02,11038
2016-08-03,11038
2016-08-04,10513
2016-08-05,10513
2016-08-06,10323
2016-08-07,10374
2016-08-08,10374
2016-08-09,10259
2016-08-10,10259
2016-08-11,10314
2016-08-12,10314
2016-08-13,10307
2016-08-14,10307
2016-08-15,10374
2016-08-16,10374
2016-08-17,10025
2016-08-18,10025
2016-08-19,9857
2016-08-20,9857
2016-08-21,9878
2016-08-22,9878
2016-08-23,9712
2016-08-24,9712
2016-08-25,9510
2016-08-26,9510
2016-08-28,9567
2016-08-31,9996
2016-09-01,10182
2016-09-02,10182
2016-09-03,10209
2016-09-04,10208
2016-09-05,10208
2016-09-06,10169
2016-09-07,10169
2016-09-08,10073
2016-09-09,10073
2016-09-10,10314
2016-09-11,10314
2016-09-12,10736
2016-09-13,10736
2016-09-14,11264
2016-09-15,11264
2016-09-16,11012
2016-09-17,11012
2016-09-18,10641
2016-09-19,10641
2016-09-20,10409
2016-09-21,10409
2016-09-22,10117
2016-09-23,10117
2016-09-24,10117
2016-09-25,9872
2016-09-26,9872
2016-09-27,9589
2016-09-28,9589
2016-09-29,9317
2016-09-30,9317
2016-10-01,9299
2016-10-02,9299
2016-10-03,9299
2016-10-04,9535
2016-10-05,9535
2016-10-06,9316
2016-10-07,9316
2016-10-08,9215
2016-10-09,9215
2016-10-10,9244
2016-10-11,9244
2016-10-12,9208
2016-10-13,9208
2016-10-14,9384
2016-10-15,9384
2016-10-16,9396
2016-10-17,9402
2016-10-18,9402
2016-10-19,9571
2016-10-20,9571
2016-10-21,9578
2016-10-22,9578
2016-10-23,9701
2016-10-24,9701
2016-10-25,9494
2016-10-26,9426
2016-10-27,9426
2016-10-28,9426
2016-10-29,9370
2016-10-30,9370
2016-10-31,9517
2016-11-01,9517
2016-11-02,9737
2016-11-03,9737
2016-11-04,9735
2016-11-05,9735
2016-11-06,9641
2016-11-07,9641
2016-11-08,9686
2016-11-09,9686
2016-11-10,9824
2016-11-11,9824
2016-11-12,9778
2016-11-13,9778
2016-11-14,10042
2016-12-07,11693
2016-12-08,11894
2016-12-09,11894
2016-12-10,12489
2016-12-11,12652
2016-12-12,12652
2016-12-13,12376
2016-12-14,12358
2016-12-15,12358
2016-12-16,12104
2016-12-17,11780
2016-12-18,11780
2016-12-19,11721
2016-12-20,11721
2016-12-21,11797
2016-12-22,11797
2016-12-23,12023
2016-12-24,12023
2016-12-25,12239
2016-12-26,12239
2016-12-27,12332
2016-12-28,12332
2016-12-29,12219
2016-12-30,12219
2016-12-31,12396
2017-01-01,12396
2017-01-02,13016
2017-01-03,13016
2017-01-04,13667
2017-01-05,13667
2017-01-06,14242
2017-01-07,14029
2017-01-08,13522
2017-01-09,13463
2017-01-10,13480
2017-01-11,13477
2017-01-12,13628
2017-01-13,13628
2017-01-14,13993
2017-01-15,14047
2017-01-16,13976
2017-01-17,13818
2017-01-18,13521
2017-01-19,13521
2017-01-20,13199
2017-01-21,12588
2017-01-22,12588
2017-01-27,11642
2017-01-28,11758
2017-01-29,12331
2017-01-30,12331
2017-01-31,12723
2017-02-01,13090
2017-02-02,13090
2017-02-03,12928
2017-02-04,12281
2017-02-05,11789
2017-02-06,11579
2017-02-07,11579
2017-02-08,11326
2017-02-09,11326
2017-02-10,11273
2017-02-11,11050
2017-02-12,11050
2017-02-13,11066
2017-02-14,11397
2017-02-15,11397
2017-02-16,11469
2017-02-18,11682
2017-02-19,11925
2017-02-20,11925
2017-02-21,11854
2017-02-22,11854
2017-02-23,12213
2017-02-24,12213
2017-02-25,12135
2017-02-26,12135
2017-02-27,12064
2017-02-28,12012
2017-03-01,12012
2017-03-02,12326
2017-03-03,12326
2017-03-04,12595
2017-03-05,12595
2017-03-06,12966
2017-03-07,12966
2017-03-08,13061
2017-03-09,13061
2017-03-10,12643
2017-03-11,12506
2017-03-12,12506
2017-03-13,12040
2017-03-14,11712
2017-03-15,11351
2017-03-16,11351
2017-03-17,11101
2017-03-18,11101
2017-03-19,10929
2017-03-20,10749
2017-03-21,10528
2017-03-22,10528
2017-03-23,10221
2017-03-24,10406
2017-03-25,10406
2017-03-26,10358
2017-03-27,10375
2017-03-28,10375
2017-03-29,10215
2017-03-30,10011
2017-03-31,10047
2017-04-01,10047
2017-04-02,10288
2017-04-03,10089
2017-04-04,10089
2017-04-12,9208
2017-04-13,9308
2017-04-14,9308
2017-04-15,9279
2017-04-16,9645
2017-04-17,10123
2017-04-18,10123
2017-04-19,10188
2017-04-20,10188
2017-04-21,10228
2017-04-22,10228
2017-04-23,10233
2017-04-24,10233
2017-04-25,10248
2017-04-26,10248
2017-04-27,10742
2017-04-28,10491
2017-04-29,10469
2017-04-30,10469
2017-05-01,10585
2017-05-02,10464
2017-05-03,10464
2017-05-04,10547
2017-05-05,10398
2017-05-06,10398
2017-05-07,10235
2017-05-08,10235
2017-05-09,10009
2017-05-10,10009
2017-05-11,9967
2017-05-12,10026
2017-05-13,10143
2017-05-14,10143
2017-05-15,10063
2017-05-16,10233
2017-05-17,10233
2017-05-18,10743
2017-05-19,10743
2017-05-20,10936
2017-05-21,10936
2017-05-22,10944
2017-05-23,10944
2017-05-24,11362
2017-05-25,11362
2017-05-26,11408
2017-05-27,11191
2017-05-28,11191
2017-05-29,11048
2017-05-30,11048
2017-05-31,10750
2017-06-01,10841
2017-06-02,11017
2017-06-03,11017
2017-06-06,10431
2017-06-07,10202
2017-06-08,10202
2017-06-09,10078
2017-06-10,9896
2017-06-11,9825
2017-06-12,9825
2017-06-13,9762
2017-06-14,9718
2017-06-15,9718
2017-06-16,9800
2017-06-17,9800
2017-06-18,9739
2017-06-19,9739
2017-06-20,10132
2017-06-21,10132
2017-06-22,10225
2017-06-23,10225
2017-06-24,10356
2017-06-25,10356
2017-06-26,10342
2017-06-27,10220
2017-06-28,10220
2017-06-29,10191
2017-06-30,10191
2017-07-01,10075
2017-07-02,10075
2017-07-03,10065
2017-07-04,9929
2017-07-05,9929
2017-07-06,9780
2017-07-07,9780
2017-07-08,10092
2017-07-13,10598
2017-07-14,10707
2017-07-15,10707
2017-07-16,10644
2017-07-17,10667
2017-07-18,10667
2017-07-19,10797
2017-07-20,10714
2017-07-21,10729
2017-07-22,10718
2017-07-23,10628
2017-07-24,10628
2017-07-25,10232
2017-07-26,9875
2017-07-27,9753
2017-07-28,9753
2017-07-29,9757
2017-07-30,9715
2017-07-31,9715
2017-08-01,9724
2017-08-02,9653
2017-08-03,9653
2017-08-04,9900
2017-08-05,10378
2017-08-06,10378
2017-08-09,10921
2017-08-10,11155
2017-08-11,11155
2017-08-13,10990
2017-08-14,11242
2017-08-15,11054
2017-08-16,11054
2017-08-17,10741
2017-08-18,10741
2017-08-19,10628
2017-08-20,10532
2017-08-22,10498
2017-08-23,10498
2017-08-24,10520
2017-08-25,10520
2017-08-26,10748
2017-08-27,10587
2017-08-28,10587
2017-08-29,10468
2017-08-30,10467
2017-08-31,10467
2017-09-01,10395
2017-09-02,10353
2017-09-03,10353
2017-09-04,10282
2017-09-05,10104
2017-09-06,10104
2017-09-07,10244
2017-09-08,10244
2017-09-09,10238
2017-09-10,10087
2017-09-11,10087
2017-09-12,9865
2017-09-13,9768
2017-09-14,9886
2017-09-15,9886
2017-09-16,9612
2017-09-17,9716
2017-09-19,9820
2017-09-20,10036
2017-09-21,10036
2017-09-22,10340
2017-09-23,10340
2017-09-24,10816
2017-09-25,10816
2017-09-26,11111
2017-09-27,11111
2017-09-28,10923
2017-09-29,10605
2017-09-30,10605
2017-10-01,10818
2017-10-02,10877
2017-10-03,10877
2017-10-04,11037
2017-10-05,11037
2017-10-06,10921
2017-10-07,10802
2017-10-08,10802
2017-10-09,11286
2017-10-10,11795
2017-10-11,11795
2017-10-12,12263
2017-10-13,12877
2017-10-14,13150
2017-10-15,13150
2017-10-16,13114
2017-10-17,13114
2017-10-18,13127
2017-10-19,13127
2017-10-20,12916
2017-10-21,12916
2017-10-22,12719
2017-10-23,12719
2017-10-24,12500
2017-10-25,12233
2017-10-26,12233
2017-10-27,12039
2017-10-28,12039
2017-10-29,11879
2017-10-30,11650
2017-10-31,11332
2017-11-01,11332
2017-11-02,11152
2017-11-03,11152
2017-11-04,11004
2017-11-05,11004
2017-11-06,11106
2017-11-07,11106
2017-11-08,11184
2017-11-09,10916
2017-11-10,10916
2017-11-11,10673
2017-11-12,10415
2017-11-13,10415
2017-11-14,10529
2017-11-15,10529
2017-11-16,11047
2017-11-17,11047
2017-11-18,11593
2017-11-19,12006
2017-11-20,12006
2017-11-21,11907
2017-11-22,11907
2017-11-23,11924
2017-11-24,12484
2017-11-25,12762
2017-11-26,12957
2017-11-27,12957
2017-11-28,12709
2017-11-29,12709
2017-11-30,12507
2017-12-01,12693
2017-12-02,12693
2017-12-03,12935
2017-12-04,12935
2017-12-05,13023
2017-12-06,12918
2017-12-07,12803
2017-12-08,12803
2017-12-09,13338
2017-12-10,13792
2017-12-11,14317
2017-12-12,14317
2017-12-14,14279
2017-12-15,13992
2017-12-17,14673
2017-12-18,14707
2017-12-19,14707
2017-12-20,14954
2017-12-21,14958
2017-12-22,14958
2017-12-23,14911
2017-12-24,14911
2017-12-25,14642
2017-12-26,15309
2017-12-27,15425
2017-12-28,15425
2017-12-29,15067
2017-12-30,15373
2017-12-31,15373
2018-01-01,15304
2018-01-02,15304
2018-01-03,15079
2018-01-04,15079
2018-01-05,15001
2018-01-06,14638
2018-01-07,14400
2018-01-08,14448
2018-01-09,14483
2018-01-10,14483
2018-01-11,14203
2018-01-12,14027
2018-01-13,13803
2018-01-14,13572
2018-01-15,12984
2018-01-16,12521
2018-01-17,12065
2018-01-18,11706
2018-01-19,11706
2018-01-20,11361
2018-01-21,11416
2018-01-22,11488
2018-01-23,11650
2018-01-25,12176
2018-01-26,12785
2018-01-27,13178
2018-01-28,13753
2018-01-29,14216
2018-01-31,14486
2018-02-01,14133
2018-02-02,14117
2018-02-03,14098
2018-02-04,13801
2018-02-05,13520
2018-02-06,13092
2018-02-07,12651
2018-02-08,12651
2018-02-09,12575
2018-02-10,13083
2018-02-11,12961
2018-02-12,12594
2018-02-13,12572
2018-02-14,13080
2018-02-15,13401
2018-02-16,13910
2018-02-17,14406
2018-02-18,14258
2018-02-19,14661
2018-02-20,14843
2018-02-21,14851
2018-02-22,14561
2018-02-23,14400
2018-02-24,14158
2018-02-25,14322
2018-02-26,14389
2018-02-27,14355
2018-03-01,14001
2018-03-02,13875
2018-03-03,14030
2018-03-04,14030
2018-03-05,14232
2018-03-06,14371
2018-03-07,14528
2018-03-08,14398
2018-03-09,14468
2018-03-10,14530
2018-03-11,14829
2018-03-12,14820
2018-03-13,14844
2018-03-14,14651
2018-03-15,14334
2018-03-16,14383
2018-03-17,14431
2018-03-18,14276
2018-03-19,14276
2018-03-20,14347
2018-03-21,14320
2018-03-23,14756
2018-03-24,14760
2018-03-26,14579
2018-03-27,14657
2018-03-28,15011
2018-03-29,15031
2018-03-30,14881
2018-03-31,14635
2018-04-01,14577
2018-04-02,14979
2018-04-03,15461
2018-04-04,15751
2018-04-05,15751
2018-04-06,16265
2018-04-07,16265
2018-04-08,17079
2018-04-09,17933
2018-04-10,18751
2018-04-11,18930
2018-04-12,19874
2018-04-13,20848
2018-04-14,21790
2018-04-15,22647
2018-04-16,22647
2018-04-17,23726
2018-04-18,24778
2018-04-19,26017
2018-04-20,26284
2018-04-21,26312
2018-04-22,25392
2018-04-23,24165
2018-04-24,23249
2018-04-25,22086
2018-04-26,21045
2018-04-27,20158
2018-04-28,19723
2018-04-29,20564
2018-04-30,21419
2018-05-01,21012
2018-05-04,20864
2018-05-05,20834
2018-05-06,20834
2018-05-07,20877
2018-05-08,20516
2018-05-09,20086
2018-05-10,20093
2018-05-11,20866
2018-05-12,21233
2018-05-13,21233
2018-05-14,20443
2018-05-15,19767
2018-05-16,19484
2018-05-17,19459
2018-05-18,18848
2018-05-19,18085
2018-05-20,17946
2018-05-21,18178
2018-05-22,18178
2018-05-23,18431
2018-05-24,18708
2018-05-25,18900
2018-05-26,18379
2018-05-27,18212
2018-05-28,18621
2018-05-29,18938
2018-05-30,19043
2018-05-31,19289
2018-06-01,20112
2018-06-02,20723
2018-06-03,21099
2018-06-04,21114
2018-06-05,21804
2018-06-06,22514
2018-06-07,22514
2018-06-08,23169
2018-06-09,23148
2018-06-10,22682
2018-06-11,22159
2018-06-12,21051
2018-06-13,20110
2018-06-14,19272
2018-06-15,18408
2018-06-16,18337
2018-06-17,18715
2018-06-18,19502
2018-06-19,20146
2018-06-20,20146
2018-06-21,21131
2018-06-22,21191
2018-06-23,21839
2018-06-24,22316
2018-06-25,23211
2018-06-26,23896
2018-06-27,24822
2018-06-28,25428
2018-06-29,26249
2018-06-30,27007
2018-07-01,28194
2018-07-02,28706
2018-07-03,28502
2018-07-04,28463
2018-07-05,29394
2018-07-06,28936
2018-07-07,27756
2018-07-08,27038
2018-07-09,26271
2018-07-10,25992
2018-07-11,25579
2018-07-12,25620
2018-07-13,26802
2018-07-14,27764
2018-07-15,28190
2018-07-16,28539
2018-07-17,29226
2018-07-18,29649
2018-07-19,29811
2018-07-20,30947
2018-07-21,32179
2018-07-22,32050
2018-07-23,31858
2018-07-24,31557
2018-07-25,31816
2018-07-26,33229
2018-07-27,34313
2018-07-28,35916
2018-07-29,36913
2018-07-30,38133
2018-07-31,39607
2018-08-01,41425
2018-08-02,43164
2018-08-03,44557
2018-08-04,45523
2018-08-05,46738
2018-08-06,48180
2018-08-07,50495
2018-08-08,52464
2018-08-09,53825
2018-08-10,53972
2018-08-11,54495
2018-08-12,54680
2018-08-14,50780
2018-08-16,46921
2018-08-17,46179
2018-08-18,46222
2018-08-19,46080
2018-08-20,44590
2018-08-21,43591
2018-08-22,42741
2018-08-23,41202
2018-08-24,40880
2018-08-25,40932
2018-08-26,41389
2018-08-27,39954
2018-08-28,39403
2018-08-29,39789
2018-08-30,40315
2018-08-31,40077
2018-09-01,40024
2018-09-02,41512
2018-09-03,40970
2018-09-04,39349
2018-09-05,38920
2018-09-06,38920
2018-09-07,38884
2018-09-08,38177
2018-09-09,37380
2018-09-10,38817
2018-09-11,40608
2018-09-12,42639
2018-09-13,44530
2018-09-14,46749
2018-09-15,49087
2018-09-16,51542
2018-09-17,53886
2018-09-18,56581
2018-09-19,59411
2018-09-20,62365
2018-09-21,65466
2018-09-22,68724
2018-09-23,72161
2018-09-24,75770
2018-09-25,79450
2018-09-26,82849
2018-09-27,86992
2018-09-28,91342
2018-09-29,95910
2018-09-30,100532
2018-10-02,97403
2018-10-03,99782
2018-10-04,99777
2018-10-05,102419
2018-10-06,100490
2018-10-07,102321
2018-10-08,103077
2018-10-09,102427
2018-10-10,101434
2018-10-11,99366
2018-10-12,97641
2018-10-13,99060
2018-10-14,102084
2018-10-15,99595
2018-10-16,98352
2018-10-17,98504
2018-10-18,101651
2018-10-19,106706
2018-10-20,111792
2018-10-21,110549
2018-10-22,106182
2018-10-23,100872
2018-10-24,96933
2018-10-25,94313
2018-10-26,94785
2018-10-27,94865
2018-10-28,94581
2018-10-29,93419
2018-10-30,93931
2018-10-31,94295
2018-11-01,96217
2018-11-03,91809
2018-11-04,92340
2018-11-05,96162
2018-11-06,100247
2018-11-07,101817
2018-11-08,101412
2018-11-09,99414
2018-11-10,103840
2018-11-11,108888
2018-11-12,114333
2018-11-13,120050
2018-11-15,131737
2018-11-16,136686
2018-11-17,141398
2018-11-18,145070
2018-11-19,152022
2018-11-20,158018
2018-11-21,155560
2018-11-22,149289
2018-11-23,144287
2018-11-24,141032
2018-11-25,138639
2018-11-26,137646
2018-11-27,136939
2018-11-28,141519
2018-11-29,146989
2018-12-01,132657
2018-12-02,129981
2018-12-03,132032
2018-12-04,126760
2018-12-05,120422
2018-12-07,108680
2018-12-09,98793
2018-12-10,101093
2018-12-11,103941
2018-12-12,106270
2018-12-13,101625
2018-12-14,97902
2018-12-15,96905
2018-12-16,93346
2018-12-17,88678
2018-12-18,84316
2018-12-19,82028
2018-12-20,80720
2018-12-21,78549
2018-12-22,75993
2018-12-23,74502
2018-12-24,75353
2018-12-25,76560
2018-12-26,76351
2018-12-27,76865
2018-12-28,75361
2018-12-29,77071
2018-12-30,75825
2018-12-31,73381
2019-01-01,72882
2019-01-02,72413
2019-01-03,72324
2019-01-04,70779
2019-01-05,68613
2019-01-06,66782
2019-01-08,62614
2019-01-10,58396
2019-01-11,56564
2019-01-12,54238
2019-01-13,52890
2019-01-14,52270
2019-01-15,50599
2019-01-16,48782
2019-01-17,48472
2019-01-18,49251
2019-01-19,49620
2019-01-20,48480
2019-01-21,47347
2019-01-22,45081
2019-01-23,43301
2019-01-25,41635
2019-01-26,40154
2019-01-27,39429
2019-01-28,38867
2019-01-29,37871
2019-01-30,39032
2019-01-31,39557
2019-02-01,38422
2019-02-02,38043
2019-02-03,39336
2019-02-04,40937
2019-02-05,42404
2019-02-06,42628
2019-02-07,43176
2019-02-08,42033
2019-02-09,41259
2019-02-10,41392
2019-02-11,40816
2019-02-12,41017
2019-02-13,41361
2019-02-14,40692
2019-02-15,39178
2019-02-16,38402
2019-02-17,37220
2019-02-18,36414
2019-02-19,37220
2019-02-20,38403
2019-02-21,39474
2019-02-22,40793
2019-02-23,40559
2019-02-24,39804
2019-02-25,39009
2019-02-26,38752
2019-02-27,38651
2019-02-28,37845
2019-03-01,38293
2019-03-02,38437
2019-03-03,38236
2019-03-04,38927
2019-03-05,38320
2019-03-06,38159
2019-03-07,38767
2019-03-08,39488
2019-03-09,39387
2019-03-10,38497
2019-03-11,38034
2019-03-12,37868
2019-03-13,37834
2019-03-14,39442
2019-03-15,41415
2019-03-16,43392
2019-03-17,45023
2019-03-18,45388
2019-03-19,44381
2019-03-20,42752
2019-03-21,43073
2019-03-22,41039
2019-03-23,39831
2019-03-24,40853
2019-03-25,42799
2019-03-26,41887
2019-03-27,41887
2019-03-28,41814
2019-03-29,41136
2019-03-30,41136
2019-03-31,42252
2019-04-01,40542
2019-04-02,39528
