date_obj,Bandos%20cloak price
2019-03-20,31578
2019-03-21,31522
2019-03-22,31803
2019-03-23,32153
2019-03-24,32194
2019-03-25,32569
2019-03-26,32826
2019-03-27,32830
2019-03-28,32638
2019-03-29,32938
2019-03-30,33214
2019-03-31,33397
2019-04-01,33879
2019-04-02,34363
2019-04-03,34696
2019-04-04,33996
2019-04-05,33598
2019-04-06,33974
2019-04-07,33934
2019-04-08,34683
2019-04-09,36418
2019-04-10,38239
2019-04-11,39559
2019-04-12,38616
2019-04-13,38346
2019-04-14,37669
2019-04-15,36822
2019-04-16,36137
2019-04-17,35584
2019-04-18,34916
2019-04-19,33841
2019-04-20,33085
2019-04-21,32739
2019-04-22,32185
2019-04-23,32067
2019-04-24,31450
2019-04-25,30705
2019-04-26,29321
2019-04-27,28270
2019-04-28,27613
2019-04-29,27049
2019-04-30,25968
2019-05-01,25273
2019-05-02,24459
2019-05-03,23945
2019-05-04,23472
2019-05-05,23119
2019-05-06,22719
2019-05-07,22427
2019-05-08,21918
2019-05-09,21086
2019-05-10,20894
2019-05-11,20872
2019-05-12,21095
2019-05-13,20930
2019-05-14,21085
2019-05-15,20932
2019-05-16,21234
2019-05-17,21280
2019-05-18,21353
2019-05-19,22293
2019-05-20,23278
2019-05-21,24106
2019-05-22,24198
2019-05-23,24626
2019-05-24,25053
2019-05-25,26120
2019-05-26,26780
2019-05-27,27628
2019-05-28,27525
2019-05-29,27335
2019-05-30,27519
2019-05-31,27906
2019-06-01,28608
2019-06-02,28235
2019-06-03,28353
2019-06-04,28182
2019-06-05,27720
2019-06-06,27514
2019-06-07,27370
2019-06-08,27901
2019-06-09,28786
2019-06-10,28886
2019-06-11,28914
2019-06-12,29471
2019-06-13,29762
2019-06-14,29647
2019-06-15,29538
2019-06-16,29570
2019-06-17,29580
2019-06-18,29470
2019-06-19,29405
2019-06-20,29443
2019-06-21,29782
2019-06-22,30180
2019-06-23,29883
2019-06-24,29801
2019-06-25,29673
2019-06-26,29184
2019-06-27,29304
2019-06-28,29381
2019-06-29,29701
2019-06-30,29961
2019-07-01,30056
2019-07-02,30263
2019-07-03,30485
2019-07-04,30857
2019-07-05,31190
2019-07-06,31766
2019-07-07,31598
2019-07-08,31706
2019-07-09,31579
2019-07-10,31792
2019-07-11,32244
2019-07-12,32170
2019-07-13,32930
2019-07-14,32075
2019-07-15,32059
2019-07-16,31965
2019-07-17,32646
2019-07-18,33585
2019-07-19,34434
2019-07-20,35346
2019-07-21,36230
2019-07-22,36978
2019-07-23,37319
2019-07-24,37189
2019-07-25,37840
2019-07-26,39018
2019-07-27,40013
2019-07-28,41717
2019-07-29,43246
2019-07-30,43355
2019-07-31,43364
2019-08-01,42497
2019-08-02,40401
2019-08-03,38868
2019-08-04,37166
2019-08-05,35364
2019-08-06,34005
2019-08-07,33230
2019-08-08,32644
2019-08-09,32324
2019-08-10,32057
2019-08-11,31703
2019-08-12,31246
2019-08-13,30554
2019-08-14,30105
2019-08-15,29297
2019-08-16,29331
2019-08-17,29422
2019-08-18,28477
2019-08-19,28006
2019-08-20,27083
2019-08-21,26504
2019-08-22,26255
2019-08-23,26198
2019-08-24,26434
2019-08-24,26434
2019-08-25,26428
2019-08-25,26428
2019-08-26,26742
2019-08-27,26694
2019-08-27,26694
2019-08-28,26431
2019-08-29,26239
2019-08-30,26160
2019-08-31,25745
2019-09-01,25791
2019-09-02,26041
2019-09-03,26130
2019-09-04,25433
2019-09-05,24942
2019-09-06,24831
2019-09-07,24822
2019-09-08,25353
2019-09-09,25686
2019-09-10,25854
2019-09-11,26177
2019-09-12,26680
2019-09-13,27298
2019-09-14,27910
2019-09-15,27759
2019-09-16,27722
2019-09-17,27449
2019-09-18,27185
2019-09-19,27175
2019-09-20,27839
2019-09-21,28092
2019-09-22,28561
2019-09-23,28268
2019-09-24,27927
2019-09-25,27710
2019-09-26,27598
2019-09-27,27784
2019-09-28,27945
2019-09-29,27290
2019-09-30,27366
2019-10-01,27560
2019-10-02,27389
2019-10-03,26741
2019-10-04,26137
2019-10-05,25545
2019-10-06,24976
2019-10-07,24229
2019-10-08,23671
2019-10-09,23069
2019-10-10,22378
2019-10-11,22064
2019-10-12,21805
2019-10-13,21516
2019-10-14,22245
2019-10-15,22324
2019-10-16,22450
2019-10-17,22555
2019-10-18,22128
2019-10-19,21913
2019-10-20,22637
2019-10-21,22978
2019-10-22,23205
2019-10-23,23207
2019-10-24,23788
2019-10-25,24398
2019-10-26,23687
2019-10-27,22844
2019-10-28,22391
2019-10-29,21816
2019-10-30,21433
2019-10-31,21598
2019-11-01,21195
2019-11-02,20960
2019-11-03,20735
2019-11-04,20806
2019-11-05,20478
2019-11-06,20444
2019-11-07,20447
2019-11-08,20721
2019-11-09,21073
2019-11-10,21661
2019-11-11,22685
2019-11-12,23398
2019-11-13,24006
2019-11-14,23871
2019-11-15,24000
2019-11-16,23676
2019-11-17,23290
2019-11-18,23105
2019-11-19,23199
2019-11-20,23484
2019-11-21,24128
2019-11-22,25222
2019-11-23,25960
2019-11-24,26196
2019-11-25,26845
2019-11-26,27849
2019-11-27,27961
2019-11-28,28318
2019-11-29,28442
2019-11-30,28803
2019-12-01,29276
2019-12-02,29210
2019-12-03,28958
2019-12-04,28874
2019-12-05,28807
2019-12-06,28926
2019-12-07,29773
2019-12-08,30295
2019-12-09,30690
2019-12-10,31155
2019-12-11,31449
2019-12-12,31161
2019-12-13,30639
2019-12-14,30192
2019-12-15,29678
2019-12-16,29609
2019-12-17,29423
2019-12-18,28916
2019-12-19,28542
2019-12-20,28533
2019-12-21,28466
2019-12-22,27928
2019-12-23,28008
2019-12-24,28169
2019-12-25,28202
2019-12-26,28098
2019-12-27,28303
2019-12-28,28932
2019-12-29,29563
2019-12-30,30757
2019-12-31,30841
2020-01-01,31336
2020-01-02,31926
2020-01-03,32757
2020-01-04,32848
2020-01-05,33306
2020-01-06,33206
2020-01-07,33508
2020-01-08,33267
2020-01-09,33143
2020-01-10,32656
2020-01-11,32460
2020-01-12,32238
2020-01-13,32018
2020-01-14,31944
2020-01-15,31695
2020-01-16,31473
2020-01-17,31123
2020-01-18,30509
2020-01-19,29967
2020-01-20,29842
2020-01-21,29252
2020-01-22,28829
2020-01-23,28660
2020-01-24,28452
2020-01-25,28266
2020-01-26,27839
2020-01-27,27440
2020-01-28,27197
2020-01-29,27142
2020-01-30,26819
2020-01-31,26477
2020-02-01,26304
2020-02-02,26517
2020-02-03,26056
2020-02-04,25944
2020-02-05,25186
2020-02-06,24834
2020-02-07,24569
2020-02-08,24172
2020-02-09,24008
2020-02-10,24055
2020-02-11,24052
2020-02-12,23914
2020-02-13,23840
2020-02-14,23836
2020-02-15,23975
2020-02-16,23966
2020-02-17,23849
2020-02-18,23868
2020-02-19,23860
2020-02-20,24004
2020-02-21,23936
2020-02-22,24121
2020-02-23,24578
2020-02-24,25425
2020-02-25,26353
2020-02-26,27127
2020-02-27,28460
2020-02-28,29883
2020-02-29,31378
2020-03-01,32947
2020-03-02,34450
2020-03-03,35640
2020-03-04,36213
2020-03-05,36982
2020-03-06,37140
2020-03-07,37281
2020-03-08,36731
2020-03-09,36728
2020-03-10,37755
2020-03-11,38012
2020-03-12,38125
2020-03-13,38098
2020-03-14,38500
2020-03-15,38666
2020-03-16,39357
2020-03-17,39591
2020-03-18,40106
2020-03-19,39752
2020-03-20,39434
2020-03-21,39896
2020-03-22,40077
2020-03-23,40156
2020-03-24,40642
2020-03-25,41317
2020-03-26,41814
2020-03-27,41517
2020-03-28,40264
2020-03-29,39171
2020-03-30,38152
2020-03-31,37358
2020-04-01,36372
2020-04-02,35945
2020-04-03,35048
2020-04-04,34531
2020-04-05,33907
2020-04-06,32888
2020-04-07,31463
2020-04-08,30866
2020-04-09,30630
2020-04-10,30168
2020-04-11,30172
2020-04-12,30399
2020-04-13,30742
2020-04-14,31290
2020-04-15,31530
2020-04-16,31600
2020-04-17,31622
2020-04-18,32291
2020-04-19,32341
2020-04-20,33025
2020-04-21,33667
2020-04-22,34373
2020-04-23,35043
2020-04-24,35436
2020-04-25,36031
2020-04-26,36321
2020-04-27,36686
2020-04-28,37103
2020-04-29,37363
2020-04-30,37671
2020-05-01,38053
2020-05-02,37945
2020-05-03,37969
2020-05-04,37493
2020-05-05,37357
2020-05-06,37488
2020-05-07,37790
2020-05-08,37564
2020-05-09,37120
2020-05-10,36951
2020-05-11,36669
2020-05-12,36587
2020-05-13,36156
