date_obj,Bandos%20platelegs price
2015-09-18,39155
2015-09-19,39859
2015-09-20,39859
2015-09-21,40347
2015-09-22,40664
2015-09-23,41338
2015-09-24,41338
2015-09-25,41097
2015-09-27,41719
2015-09-28,42447
2015-09-29,42447
2015-09-30,41855
2015-10-05,41550
2015-10-06,42172
2015-10-07,42172
2015-10-08,41152
2015-10-09,40482
2015-10-10,40482
2015-10-11,40049
2015-10-12,40445
2015-10-13,40445
2015-10-14,40939
2015-10-15,41318
2015-10-16,42277
2015-10-17,42277
2015-10-18,42441
2015-10-19,42242
2015-10-20,40403
2015-10-22,39230
2015-10-23,39000
2015-10-24,40094
2015-10-25,39863
2015-10-26,39573
2015-10-27,39573
2015-10-28,39617
2015-10-29,40680
2015-10-30,40680
2015-10-31,40512
2015-11-01,40512
2015-11-02,40650
2015-11-03,40650
2015-11-04,39998
2015-11-05,39301
2015-11-06,39301
2015-11-07,40037
2015-11-08,40037
2015-11-09,41035
2015-11-10,41035
2015-11-11,41312
2015-11-12,41312
2015-11-13,41765
2015-11-14,41620
2015-11-15,41725
2015-11-16,41725
2015-11-17,41895
2015-11-18,41113
2015-11-19,40271
2015-11-20,40553
2015-11-21,40553
2015-11-22,40990
2015-11-23,40990
2015-11-24,41385
2015-11-25,41540
2015-11-26,41540
2015-11-27,41931
2015-11-28,42242
2015-11-29,43160
2015-11-30,42284
2015-12-01,42284
2015-12-02,42841
2015-12-03,42547
2015-12-04,42547
2015-12-05,41446
2015-12-06,41270
2015-12-07,41270
2015-12-08,42047
2015-12-09,42500
2015-12-10,42500
2015-12-11,42554
2015-12-12,42554
2015-12-13,42751
2015-12-14,42751
2015-12-15,42262
2015-12-16,40460
2015-12-17,40460
2015-12-18,40157
2015-12-19,40632
2015-12-20,40320
2015-12-21,41536
2015-12-22,40778
2015-12-23,39847
2015-12-24,39847
2015-12-25,40311
2015-12-26,40311
2015-12-27,40896
2015-12-28,40896
2015-12-29,40925
2015-12-30,40968
2015-12-31,40968
2016-01-01,41347
2016-01-02,41502
2016-01-03,41813
2016-01-04,41364
2016-01-05,40373
2016-01-06,40763
2016-01-07,40825
2016-01-08,40698
2016-01-09,40698
2016-01-10,40452
2016-01-11,40114
2016-01-12,39203
2016-01-13,39818
2016-01-14,40353
2016-01-15,40645
2016-01-16,40645
2016-01-17,40729
2016-01-18,40721
2016-01-19,40721
2016-01-20,40747
2016-01-21,40747
2016-01-22,40707
2016-01-23,41044
2016-01-24,41553
2016-01-25,41749
2016-01-26,41488
2016-01-27,40918
2016-01-28,40918
2016-01-29,40568
2016-01-30,40568
2016-01-31,40173
2016-02-01,40043
2016-02-02,40027
2016-02-03,40265
2016-02-04,41079
2016-02-05,41079
2016-02-06,40161
2016-02-07,40161
2016-02-08,39387
2016-02-09,39739
2016-02-10,39616
2016-02-11,39616
2016-02-12,38965
2016-02-13,38922
2016-02-14,38922
2016-02-15,39746
2016-02-16,39894
2016-02-17,40243
2016-02-18,40243
2016-02-19,39885
2016-02-20,38973
2016-02-21,38556
2016-02-22,38556
2016-02-23,39010
2016-02-24,39010
2016-02-25,39174
2016-02-26,39174
2016-02-27,38223
2016-02-28,39236
2016-02-29,39482
2016-03-01,39590
2016-03-02,39590
2016-03-03,40232
2016-03-04,40472
2016-03-05,40864
2016-03-06,40974
2016-03-07,40974
2016-03-08,41037
2016-03-09,41452
2016-03-10,41444
2016-03-11,41444
2016-03-12,41263
2016-03-13,41263
2016-03-14,41371
2016-03-15,41170
2016-03-16,40623
2016-03-17,39663
2016-03-18,40085
2016-03-19,39425
2016-03-20,39787
2016-03-21,39320
2016-03-22,38515
2016-03-23,39028
2016-03-24,39466
2016-03-25,39842
2016-03-26,39401
2016-03-27,39560
2016-03-28,40129
2016-03-29,40488
2016-03-30,40488
2016-03-31,41952
2016-04-01,44050
2016-04-02,45715
2016-04-03,48001
2016-04-04,50309
2016-04-05,50309
2016-04-06,52815
2016-04-07,53799
2016-04-08,53019
2016-04-09,50368
2016-04-10,48698
2016-04-11,48698
2016-04-12,47425
2016-04-13,45507
2016-04-14,45697
2016-04-15,45227
2016-04-16,45002
2016-04-17,43577
2016-04-18,41650
2016-04-19,40047
2016-04-20,39687
2016-04-21,39000
2016-04-22,39000
2016-04-23,38305
2016-04-24,38396
2016-04-25,38574
2016-04-26,38121
2016-04-27,38188
2016-04-28,38873
2016-04-29,39869
2016-04-30,39879
2016-05-01,39855
2016-05-02,40146
2016-05-03,40052
2016-05-04,40183
2016-05-05,40797
2016-05-06,40797
2016-05-07,40536
2016-05-08,40069
2016-05-09,40002
2016-05-10,40250
2016-05-11,39130
2016-05-12,38213
2016-05-13,38748
2016-05-14,39785
2016-05-15,39630
2016-05-16,39527
2016-05-17,38948
2016-05-18,40297
2016-05-19,40685
2016-05-22,40106
2016-05-23,40437
2016-05-24,40571
2016-05-25,40310
2016-05-26,40989
2016-05-27,42000
2016-05-28,42000
2016-05-29,42567
2016-05-30,42567
2016-05-31,42341
2016-06-01,43150
2016-06-02,43019
2016-06-03,42520
2016-06-04,42348
2016-06-05,41802
2016-06-06,41598
2016-06-07,41598
2016-06-08,40926
2016-06-09,40248
2016-06-10,41639
2016-06-11,42602
2016-06-12,41780
2016-06-13,40382
2016-06-14,40543
2016-06-15,41505
2016-06-16,41857
2016-06-17,42465
2016-06-18,42048
2016-06-19,42190
2016-06-20,42874
2016-06-21,42370
2016-06-22,42731
2016-06-23,42710
2016-06-24,42274
2016-06-25,41634
2016-06-26,41555
2016-06-27,41921
2016-06-28,41983
2016-06-29,42114
2016-06-30,42272
2016-07-01,42150
2016-07-02,42230
2016-07-03,41737
2016-07-04,41916
2016-07-05,42273
2016-07-06,41465
2016-07-07,40443
2016-07-08,40506
2016-07-09,40520
2016-07-10,40997
2016-07-11,41479
2016-07-12,41933
2016-07-13,41004
2016-07-14,40883
2016-07-15,40710
2016-07-16,41354
2016-07-17,40758
2016-07-18,41250
2016-07-23,39717
2016-07-24,39027
2016-07-25,39134
2016-07-26,39134
2016-07-27,39840
2016-07-28,40340
2016-07-29,40710
2016-07-30,41134
2016-07-31,41134
2016-08-01,41127
2016-08-02,40995
2016-08-03,41681
2016-08-04,41681
2016-08-05,41699
2016-08-06,42120
2016-08-07,42344
2016-08-08,42344
2016-08-09,42028
2016-08-10,42028
2016-08-11,42688
2016-08-12,42584
2016-08-13,42970
2016-08-14,42970
2016-08-15,42381
2016-08-16,43098
2016-08-17,43098
2016-08-18,42663
2016-08-19,42675
2016-08-20,42425
2016-08-21,42425
2016-08-22,42805
2016-08-23,42934
2016-08-24,42983
2016-08-25,42974
2016-08-26,42974
2016-08-28,41880
2016-08-31,41773
2016-09-01,43003
2016-09-02,43003
2016-09-03,43242
2016-09-04,42624
2016-09-05,42135
2016-09-06,42284
2016-09-07,42284
2016-09-08,42739
2016-09-09,42739
2016-09-10,42654
2016-09-11,42654
2016-09-12,42624
2016-09-13,43247
2016-09-14,43247
2016-09-15,43618
2016-09-16,43618
2016-09-17,42738
2016-09-18,42738
2016-09-19,42328
2016-09-20,42328
2016-09-21,42326
2016-09-22,42852
2016-09-23,43229
2016-09-24,43229
2016-09-25,42727
2016-09-26,42727
2016-09-27,41574
2016-09-28,41629
2016-09-29,41629
2016-09-30,41694
2016-10-01,41382
2016-10-02,41382
2016-10-03,40838
2016-10-04,40967
2016-10-05,42416
2016-10-06,42416
2016-10-07,43320
2016-10-08,43730
2016-10-09,43730
2016-10-10,43977
2016-10-11,43923
2016-10-12,43923
2016-10-13,43815
2016-10-14,42960
2016-10-15,43051
2016-10-16,43051
2016-10-17,42676
2016-10-18,42676
2016-10-19,41454
2016-10-20,40820
2016-10-21,40141
2016-10-22,40141
2016-10-23,41021
2016-10-24,41279
2016-10-25,41279
2016-10-26,41209
2016-10-27,40687
2016-10-28,40749
2016-10-29,39914
2016-10-30,39007
2016-10-31,38943
2016-11-01,38943
2016-11-02,39497
2016-11-03,39497
2016-11-04,39565
2016-11-05,39565
2016-11-06,39727
2016-11-07,39612
2016-11-08,39401
2016-11-09,38919
2016-11-10,38546
2016-11-11,38546
2016-11-12,39085
2016-11-13,39085
2016-11-14,39582
2016-11-15,40086
2016-12-07,40779
2016-12-08,40891
2016-12-09,40792
2016-12-10,40706
2016-12-11,40252
2016-12-12,39993
2016-12-13,40263
2016-12-14,40660
2016-12-15,41337
2016-12-16,41212
2016-12-17,41348
2016-12-18,41222
2016-12-19,40771
2016-12-20,40335
2016-12-21,40582
2016-12-22,40724
2016-12-23,40807
2016-12-24,41035
2016-12-25,40938
2016-12-26,40149
2016-12-27,39906
2016-12-28,40428
2016-12-29,40684
2016-12-30,39993
2016-12-31,40201
2017-01-01,39431
2017-01-02,39173
2017-01-03,39907
2017-01-04,40064
2017-01-05,40267
2017-01-06,40874
2017-01-07,40487
2017-01-08,39702
2017-01-09,39727
2017-01-10,39152
2017-01-11,39722
2017-01-12,39761
2017-01-13,39761
2017-01-14,40147
2017-01-15,40398
2017-01-16,40013
2017-01-17,38834
2017-01-18,39248
2017-01-19,39248
2017-01-20,39674
2017-01-21,39386
2017-01-22,39133
2017-01-23,39276
2017-01-27,39879
2017-01-28,40091
2017-01-29,40091
2017-01-30,39790
2017-01-31,40068
2017-02-01,40132
2017-02-02,39745
2017-02-03,40654
2017-02-04,39607
2017-02-05,39316
2017-02-06,39732
2017-02-07,39880
2017-02-08,40219
2017-02-09,40219
2017-02-10,40216
2017-02-11,39773
2017-02-12,39773
2017-02-13,40028
2017-02-14,39962
2017-02-15,39962
2017-02-16,40494
2017-02-18,40188
2017-02-19,39457
2017-02-20,40240
2017-02-21,39823
2017-02-22,39823
2017-02-23,39944
2017-02-24,39872
2017-02-25,39289
2017-02-26,40253
2017-02-27,40313
2017-02-28,39953
2017-03-01,39894
2017-03-02,39986
2017-03-03,39986
2017-03-04,40426
2017-03-05,39907
2017-03-06,40257
2017-03-07,40662
2017-03-08,40845
2017-03-09,40753
2017-03-10,40400
2017-03-11,39241
2017-03-12,38859
2017-03-13,39148
2017-03-14,38709
2017-03-15,39365
2017-03-16,38981
2017-03-17,39007
2017-03-18,39554
2017-03-19,39831
2017-03-20,40354
2017-03-21,40511
2017-03-22,40903
2017-03-23,41304
2017-03-24,41767
2017-03-25,41767
2017-03-26,41493
2017-03-27,41206
2017-03-28,41174
2017-03-29,40840
2017-03-30,40530
2017-03-31,40204
2017-04-01,40277
2017-04-02,40277
2017-04-03,40205
2017-04-04,40429
2017-04-12,40768
2017-04-13,41266
2017-04-14,41417
2017-04-15,41319
2017-04-16,40705
2017-04-17,41780
2017-04-18,42227
2017-04-19,43156
2017-04-20,43244
2017-04-21,43646
2017-04-22,43646
2017-04-23,42172
2017-04-24,41064
2017-04-25,40660
2017-04-26,40660
2017-04-27,40072
2017-04-28,40215
2017-04-29,40389
2017-04-30,40749
2017-05-01,40749
2017-05-02,41481
2017-05-03,41481
2017-05-04,41305
2017-05-05,41721
2017-05-06,41324
2017-05-07,41765
2017-05-08,41712
2017-05-09,41542
2017-05-10,41793
2017-05-11,42676
2017-05-12,42201
2017-05-13,40805
2017-05-14,40129
2017-05-15,40277
2017-05-16,39782
2017-05-17,39782
2017-05-18,40144
2017-05-19,40144
2017-05-20,40107
2017-05-21,40107
2017-05-22,39744
2017-05-23,39057
2017-05-24,38917
2017-05-25,39053
2017-05-26,38599
2017-05-27,38944
2017-05-28,38187
2017-05-29,38372
2017-05-30,38499
2017-05-31,38322
2017-06-01,38779
2017-06-02,38860
2017-06-03,39713
2017-06-04,39592
2017-06-05,39873
2017-06-06,39471
2017-06-07,39980
2017-06-08,39980
2017-06-09,39984
2017-06-10,40361
2017-06-11,40216
2017-06-12,40102
2017-06-13,40076
2017-06-14,40357
2017-06-15,40657
2017-06-16,40476
2017-06-17,40803
2017-06-18,40470
2017-06-19,40470
2017-06-20,40422
2017-06-21,40164
2017-06-22,40164
2017-06-23,40326
2017-06-24,39849
2017-06-25,39607
2017-06-26,39635
2017-06-27,39803
2017-06-28,39455
2017-06-29,38880
2017-06-30,39191
2017-07-01,39191
2017-07-02,39497
2017-07-03,39729
2017-07-04,39449
2017-07-05,39449
2017-07-06,39176
2017-07-07,39176
2017-07-08,39344
2017-07-09,39469
2017-07-13,39394
2017-07-14,38165
2017-07-15,38132
2017-07-16,38138
2017-07-17,38796
2017-07-18,39053
2017-07-19,38616
2017-07-20,38673
2017-07-21,38245
2017-07-22,38824
2017-07-23,38672
2017-07-24,38583
2017-07-25,38755
2017-07-26,39180
2017-07-27,39776
2017-07-28,40543
2017-07-29,40229
2017-07-30,40407
2017-07-31,40407
2017-08-01,40579
2017-08-02,40299
2017-08-03,40252
2017-08-04,40243
2017-08-05,40464
2017-08-06,39780
2017-08-07,39750
2017-08-08,40037
2017-08-09,39462
2017-08-10,39152
2017-08-11,39121
2017-08-12,39088
2017-08-13,38910
2017-08-14,39490
2017-08-15,39709
2017-08-16,40067
2017-08-17,39933
2017-08-18,39933
2017-08-19,40084
2017-08-20,40030
2017-08-21,39898
2017-08-22,39720
2017-08-23,38857
2017-08-24,39121
2017-08-25,38763
2017-08-26,38988
2017-08-27,39054
2017-08-28,38840
2017-08-29,38840
2017-08-30,39209
2017-08-31,39741
2017-09-01,39741
2017-09-02,40276
2017-09-03,40276
2017-09-04,38924
2017-09-05,39201
2017-09-06,39282
2017-09-07,39091
2017-09-08,39418
2017-09-09,38925
2017-09-10,38259
2017-09-11,38430
2017-09-12,38290
2017-09-13,38606
2017-09-14,38688
2017-09-15,38688
2017-09-16,38408
2017-09-17,39379
2017-09-18,39865
2017-09-19,39350
2017-09-20,39223
2017-09-22,38872
2017-09-23,38872
2017-09-24,39157
2017-09-25,38752
2017-09-26,38289
2017-09-27,38289
2017-09-28,39529
2017-09-29,40307
2017-09-30,39047
2017-10-01,38687
2017-10-02,38368
2017-10-03,38368
2017-10-04,38333
2017-10-05,39791
2017-10-06,40876
2017-10-07,39549
2017-10-08,39397
2017-10-09,38821
2017-10-10,38107
2017-10-11,38107
2017-10-12,38255
2017-10-13,38216
2017-10-14,38156
2017-10-15,38156
2017-10-16,37905
2017-10-17,37905
2017-10-18,37931
2017-10-19,38466
2017-10-20,38665
2017-10-21,38609
2017-10-22,38319
2017-10-23,39006
2017-10-24,39293
2017-10-25,39179
2017-10-26,38873
2017-10-27,38423
2017-10-28,38423
2017-10-29,38317
2017-10-30,38486
2017-10-31,38028
2017-11-01,38028
2017-11-02,38031
2017-11-03,38211
2017-11-04,38281
2017-11-05,38277
2017-11-06,38756
2017-11-07,39187
2017-11-08,39209
2017-11-09,39554
2017-11-10,39811
2017-11-11,39185
2017-11-12,39515
2017-11-13,38672
2017-11-14,38672
2017-11-15,39011
2017-11-16,38686
2017-11-17,38432
2017-11-18,38242
2017-11-19,37597
2017-11-20,37831
2017-11-21,37902
2017-11-22,38671
2017-11-23,38409
2017-11-24,38915
2017-11-25,38445
2017-11-26,37963
2017-11-27,37963
2017-11-28,38288
2017-11-29,38516
2017-11-30,38372
2017-12-01,38478
2017-12-02,37984
2017-12-03,38082
2017-12-04,38073
2017-12-05,38765
2017-12-06,38306
2017-12-07,38824
2017-12-08,38824
2017-12-09,39115
2017-12-10,39327
2017-12-11,39274
2017-12-12,38658
2017-12-13,38730
2017-12-14,38432
2017-12-15,38753
2017-12-16,39207
2017-12-17,39270
2017-12-18,39069
2017-12-19,38020
2017-12-20,39105
2017-12-21,38426
2017-12-22,38373
2017-12-23,38772
2017-12-24,38466
2017-12-25,37724
2017-12-26,38386
2017-12-27,39508
2017-12-28,39515
2017-12-29,39822
2017-12-30,39760
2017-12-31,39760
2018-01-01,40105
2018-01-02,39877
2018-01-03,40191
2018-01-04,39554
2018-01-05,40001
2018-01-06,39637
2018-01-07,40295
2018-01-08,40680
2018-01-09,40367
2018-01-10,39609
2018-01-11,39077
2018-01-12,38861
2018-01-13,37906
2018-01-14,38138
2018-01-15,37941
2018-01-16,38432
2018-01-17,38601
2018-01-18,38829
2018-01-19,38829
2018-01-20,38632
2018-01-21,38930
2018-01-22,39448
2018-01-23,39191
2018-01-24,38382
2018-01-25,38382
2018-01-26,38741
2018-01-27,38839
2018-01-28,38423
2018-01-29,38410
2018-01-30,38295
2018-01-31,38114
2018-02-01,38114
2018-02-02,37769
2018-02-03,38696
2018-02-04,38765
2018-02-05,39209
2018-02-06,39193
2018-02-07,39460
2018-02-08,39460
2018-02-09,38708
2018-02-10,38708
2018-02-11,38395
2018-02-12,38193
2018-02-13,38369
2018-02-14,38501
2018-02-15,38896
2018-02-16,39297
2018-02-17,38990
2018-02-18,39002
2018-02-19,38892
2018-02-20,39328
2018-02-21,38925
2018-02-22,38663
2018-02-23,38216
2018-02-24,38216
2018-02-25,38872
2018-02-26,39248
2018-02-27,39047
2018-02-28,39237
2018-03-01,38332
2018-03-02,39034
2018-03-03,39130
2018-03-04,39130
2018-03-05,39471
2018-03-06,39340
2018-03-07,39193
2018-03-08,39193
2018-03-09,38666
2018-03-10,38820
2018-03-11,38691
2018-03-12,38042
2018-03-13,38463
2018-03-14,38244
2018-03-15,38530
2018-03-16,38384
2018-03-17,38469
2018-03-18,38280
2018-03-20,38160
2018-03-21,38043
2018-03-22,38043
2018-03-23,38162
2018-03-24,37968
2018-03-25,37845
2018-03-26,38081
2018-03-27,39117
2018-03-28,39124
2018-03-29,38678
2018-03-30,37842
2018-03-31,37749
2018-04-01,38651
2018-04-02,38706
2018-04-03,38288
2018-04-04,38232
2018-04-05,38232
2018-04-06,38335
2018-04-07,37337
2018-04-08,38047
2018-04-09,38257
2018-04-10,37904
2018-04-11,38312
2018-04-12,38472
2018-04-13,38472
2018-04-14,38262
2018-04-15,38479
2018-04-16,38479
2018-04-17,37890
2018-04-18,37890
2018-04-19,38322
2018-04-20,38613
2018-04-21,38157
2018-04-22,38157
2018-04-23,38261
2018-04-24,38480
2018-04-25,39093
2018-04-26,39093
2018-04-27,38789
2018-04-28,39047
2018-04-29,39573
2018-04-30,38908
2018-05-01,38421
2018-05-02,38421
2018-05-03,38370
2018-05-04,39167
2018-05-05,38789
2018-05-06,38789
2018-05-07,38790
2018-05-08,39100
2018-05-09,39343
2018-05-10,38893
2018-05-11,39072
2018-05-12,39020
2018-05-13,39020
2018-05-14,39281
2018-05-15,38891
2018-05-16,39199
2018-05-17,39263
2018-05-18,38642
2018-05-19,38403
2018-05-20,37900
2018-05-21,38419
2018-05-22,38419
2018-05-23,38483
2018-05-24,38504
2018-05-25,38726
2018-05-26,38739
2018-05-27,38739
2018-05-28,38908
2018-05-29,39171
2018-05-30,39019
2018-05-31,38885
2018-06-01,38246
2018-06-02,37841
2018-06-03,38301
2018-06-04,38571
2018-06-05,38819
2018-06-06,38864
2018-06-07,38864
2018-06-08,38663
2018-06-09,38663
2018-06-10,38453
2018-06-11,38902
2018-06-12,38815
2018-06-13,38754
2018-06-14,39098
2018-06-15,39098
2018-06-16,39172
2018-06-17,38974
2018-06-18,39644
2018-06-19,39283
2018-06-20,39283
2018-06-21,38796
2018-06-22,38555
2018-06-23,38555
2018-06-24,38528
2018-06-25,38700
2018-06-26,38837
2018-06-27,37980
2018-06-28,38097
2018-06-29,38257
2018-06-30,38451
2018-07-01,38693
2018-07-02,38693
2018-07-03,38456
2018-07-04,38444
2018-07-05,38444
2018-07-06,39011
2018-07-07,39319
2018-07-08,38870
2018-07-09,38722
2018-07-10,39033
2018-07-11,39118
2018-07-12,37715
2018-07-13,38122
2018-07-14,38142
2018-07-15,38142
2018-07-16,38302
2018-07-17,38605
2018-07-18,39041
2018-07-19,38667
2018-07-20,38934
2018-07-21,39106
2018-07-22,39079
2018-07-23,38696
2018-07-24,39437
2018-07-25,39437
2018-07-26,39657
2018-07-27,39468
2018-07-28,39468
2018-07-29,39231
2018-07-30,38755
2018-07-31,39047
2018-08-01,39047
2018-08-02,38791
2018-08-03,38651
2018-08-04,38857
2018-08-05,38669
2018-08-06,39009
2018-08-07,39626
2018-08-08,40115
2018-08-09,40115
2018-08-10,40453
2018-08-11,41067
2018-08-12,41377
2018-08-14,40258
2018-08-16,40023
2018-08-17,39455
2018-08-18,39470
2018-08-19,38922
2018-08-20,39600
2018-08-21,40605
2018-08-22,41065
2018-08-23,41845
2018-08-24,41690
2018-08-25,41198
2018-08-26,40997
2018-08-27,41091
2018-08-28,40333
2018-08-29,39189
2018-08-30,38227
2018-08-31,38414
2018-09-01,38124
2018-09-02,38124
2018-09-03,38222
2018-09-04,38329
2018-09-05,38325
2018-09-06,38325
2018-09-07,37771
2018-09-08,38333
2018-09-09,38620
2018-09-10,38273
2018-09-11,38273
2018-09-12,38879
2018-09-13,38941
2018-09-14,39057
2018-09-15,38618
2018-09-16,38618
2018-09-17,38475
2018-09-18,38541
2018-09-19,38886
2018-09-20,39589
2018-09-21,39536
2018-09-22,39103
2018-09-23,39002
2018-09-24,38371
2018-09-25,38371
2018-09-26,38540
2018-09-27,38540
2018-09-28,38871
2018-09-29,39313
2018-09-30,39641
2018-10-01,40003
2018-10-02,39844
2018-10-03,40641
2018-10-04,40641
2018-10-05,41307
2018-10-06,41652
2018-10-07,41440
2018-10-08,40959
2018-10-09,41425
2018-10-10,42611
2018-10-11,42743
2018-10-12,42785
2018-10-13,41441
2018-10-14,40821
2018-10-15,39988
2018-10-16,39776
2018-10-17,39749
2018-10-18,40709
2018-10-19,40933
2018-10-20,40933
2018-10-21,41215
2018-10-22,41135
2018-10-23,40788
2018-10-24,40971
2018-10-25,40908
2018-10-26,41543
2018-10-27,41551
2018-10-28,41420
2018-10-29,41420
2018-10-30,41116
2018-10-31,40279
2018-11-01,40511
2018-11-03,40725
2018-11-04,41085
2018-11-05,41993
2018-11-06,42639
2018-11-07,42715
2018-11-08,44395
2018-11-09,45497
2018-11-10,46492
2018-11-11,47330
2018-11-12,49629
2018-11-13,51564
2018-11-14,52934
2018-11-15,55540
2018-11-16,57760
2018-11-17,60629
2018-11-18,63516
2018-11-19,64527
2018-11-20,67547
2018-11-21,69917
2018-11-22,70712
2018-11-23,67945
2018-11-24,65879
2018-11-25,63942
2018-11-26,63880
2018-11-27,64948
2018-11-28,64369
2018-11-29,62105
2018-12-01,56248
2018-12-02,53621
2018-12-03,51731
2018-12-04,49354
2018-12-05,47354
2018-12-07,45126
2018-12-09,42315
2018-12-10,41520
2018-12-11,40896
2018-12-12,40758
2018-12-13,40376
2018-12-14,40006
2018-12-15,40731
2018-12-16,41101
2018-12-17,41535
2018-12-18,42202
2018-12-19,42588
2018-12-20,42266
2018-12-21,42521
2018-12-22,42166
2018-12-23,41856
2018-12-24,42029
2018-12-25,41256
2018-12-26,40417
2018-12-27,39911
2018-12-28,40251
2018-12-29,40351
2018-12-30,40593
2018-12-31,40883
2019-01-01,40258
2019-01-02,40659
2019-01-03,40125
2019-01-04,39471
2019-01-05,39001
2019-01-06,38998
2019-01-08,39776
2019-01-10,39606
2019-01-11,39679
2019-01-12,38895
2019-01-13,38987
2019-01-14,38992
2019-01-15,38919
2019-01-16,38808
2019-01-17,38974
2019-01-18,38664
2019-01-19,38773
2019-01-20,38856
2019-01-21,38995
2019-01-22,39137
2019-01-23,39316
2019-01-24,39280
2019-01-25,39544
2019-01-26,39737
2019-01-27,39367
2019-01-28,39725
2019-01-29,40069
2019-01-30,39630
2019-01-31,39502
2019-02-01,39339
2019-02-02,39317
2019-02-03,39742
2019-02-04,40215
2019-02-05,40106
2019-02-06,39975
2019-02-07,39626
2019-02-08,39127
2019-02-09,39484
2019-02-10,39547
2019-02-11,39931
2019-02-12,39400
2019-02-13,40043
2019-02-14,39850
2019-02-15,39496
2019-02-16,39543
2019-02-17,39521
2019-02-18,40218
2019-02-19,39834
2019-02-20,39992
2019-02-21,39243
2019-02-22,38848
2019-02-23,39348
2019-02-24,39343
2019-02-25,39789
2019-02-26,39507
2019-02-27,39135
2019-02-28,38973
2019-03-01,39658
2019-03-02,40128
2019-03-03,39794
2019-03-04,39259
2019-03-05,39206
2019-03-06,39242
2019-03-07,39677
2019-03-08,39677
2019-03-09,40420
2019-03-10,40454
2019-03-11,40114
2019-03-12,40040
2019-03-13,39341
2019-03-14,39468
2019-03-15,39841
2019-03-16,39771
2019-03-17,39720
2019-03-18,39558
2019-03-19,39274
2019-03-20,39692
