date_obj,Dragon%20dagger price
2019-03-30,17591
2019-03-31,17558
2019-04-01,17574
2019-04-02,17569
2019-04-03,17568
2019-04-04,17563
2019-04-05,17567
2019-04-06,17595
2019-04-07,17558
2019-04-08,17591
2019-04-09,17573
2019-04-10,17601
2019-04-11,17557
2019-04-12,17484
2019-04-13,17487
2019-04-14,17495
2019-04-15,17529
2019-04-16,17549
2019-04-17,17597
2019-04-18,17577
2019-04-19,17545
2019-04-20,17550
2019-04-21,17568
2019-04-22,17521
2019-04-23,17530
2019-04-24,17518
2019-04-25,17545
2019-04-26,17557
2019-04-27,17566
2019-04-28,17573
2019-04-29,17573
2019-04-30,17573
2019-05-01,17563
2019-05-02,17558
2019-05-03,17559
2019-05-04,17540
2019-05-05,17513
2019-05-06,17537
2019-05-07,17544
2019-05-08,17565
2019-05-09,17593
2019-05-10,17597
2019-05-11,17559
2019-05-12,17568
2019-05-13,17559
2019-05-14,17548
2019-05-15,17597
2019-05-16,17645
2019-05-17,17624
2019-05-18,17704
2019-05-19,17681
2019-05-20,17656
2019-05-21,17643
2019-05-22,17544
2019-05-23,17571
2019-05-24,17603
2019-05-25,17570
2019-05-26,17553
2019-05-27,17520
2019-05-28,17588
2019-05-29,17599
2019-05-30,17588
2019-05-31,17594
2019-06-01,17552
2019-06-02,17545
2019-06-03,17572
2019-06-04,17570
2019-06-05,17592
2019-06-06,17511
2019-06-07,17555
2019-06-08,17559
2019-06-09,17567
2019-06-10,17543
2019-06-11,17528
2019-06-12,17586
2019-06-13,17554
2019-06-14,17519
2019-06-15,17536
2019-06-16,17569
2019-06-17,17571
2019-06-18,17576
2019-06-19,17576
2019-06-20,17582
2019-06-21,17543
2019-06-22,17532
2019-06-23,17515
2019-06-24,17504
2019-06-25,17536
2019-06-26,17486
2019-06-27,17508
2019-06-28,17517
2019-06-29,17552
2019-06-30,17589
2019-07-01,17580
2019-07-02,17585
2019-07-03,17551
2019-07-04,17555
2019-07-05,17550
2019-07-06,17577
2019-07-07,17556
2019-07-08,17533
2019-07-09,17534
2019-07-10,17595
2019-07-11,17684
2019-07-12,17634
2019-07-13,17574
2019-07-14,17573
2019-07-15,17617
2019-07-16,17526
2019-07-17,17508
2019-07-18,17539
2019-07-19,17567
2019-07-20,17545
2019-07-21,17529
2019-07-22,17510
2019-07-23,17478
2019-07-24,17415
2019-07-25,17501
2019-07-26,17503
2019-07-27,17464
2019-07-28,17411
2019-07-29,17452
2019-07-30,17473
2019-07-31,17464
2019-08-01,17462
2019-08-02,17421
2019-08-03,17443
2019-08-04,17490
2019-08-05,17418
2019-08-06,17480
2019-08-07,17467
2019-08-08,17486
2019-08-09,17490
2019-08-10,17488
2019-08-11,17446
2019-08-12,17480
2019-08-13,17470
2019-08-14,17505
2019-08-15,17475
2019-08-16,17497
2019-08-17,17420
2019-08-18,17412
2019-08-19,17449
2019-08-20,17465
2019-08-21,17461
2019-08-22,17488
2019-08-23,17473
2019-08-24,17493
2019-08-24,17493
2019-08-25,17489
2019-08-25,17489
2019-08-26,17460
2019-08-26,17460
2019-08-27,17489
2019-08-27,17489
2019-08-28,17498
2019-08-29,17502
2019-08-30,17492
2019-08-31,17504
2019-09-01,17505
2019-09-02,17497
2019-09-03,17519
2019-09-04,17555
2019-09-05,17667
2019-09-06,17609
2019-09-07,17439
2019-09-08,17467
2019-09-09,17525
2019-09-10,17531
2019-09-11,17521
2019-09-12,17528
2019-09-13,17480
2019-09-14,17486
2019-09-15,17502
2019-09-16,17503
2019-09-17,17489
2019-09-18,17495
2019-09-19,17484
2019-09-20,17489
2019-09-21,17489
2019-09-22,17461
2019-09-23,17436
2019-09-24,17476
2019-09-25,17483
2019-09-26,17459
2019-09-27,17491
2019-09-28,17430
2019-09-29,17344
2019-09-30,17393
2019-10-01,17385
2019-10-02,17418
2019-10-03,17442
2019-10-04,17455
2019-10-05,17474
2019-10-06,17420
2019-10-07,17408
2019-10-08,17443
2019-10-09,17463
2019-10-10,17452
2019-10-11,17374
2019-10-12,17401
2019-10-13,17411
2019-10-14,17400
2019-10-15,17421
2019-10-16,17424
2019-10-17,17424
2019-10-18,17440
2019-10-19,17463
2019-10-20,17449
2019-10-21,17431
2019-10-22,17474
2019-10-23,17476
2019-10-24,17430
2019-10-25,17392
2019-10-26,17407
2019-10-27,17415
2019-10-28,17434
2019-10-29,17413
2019-10-30,17450
2019-10-31,17458
2019-11-01,17465
2019-11-02,17449
2019-11-03,17432
2019-11-04,17422
2019-11-05,17460
2019-11-06,17422
2019-11-07,17407
2019-11-08,17379
2019-11-09,17434
2019-11-10,17448
2019-11-11,17418
2019-11-12,17460
2019-11-13,17482
2019-11-14,17497
2019-11-15,17510
2019-11-16,17457
2019-11-17,17413
2019-11-18,17420
2019-11-19,17425
2019-11-20,17433
2019-11-21,17428
2019-11-22,17467
2019-11-23,17469
2019-11-24,17415
2019-11-25,17430
2019-11-26,17442
2019-11-27,17455
2019-11-28,17420
2019-11-29,17414
2019-11-30,17389
2019-12-01,17416
2019-12-02,17383
2019-12-03,17400
2019-12-04,17419
2019-12-05,17462
2019-12-06,17438
2019-12-07,17414
2019-12-08,17413
2019-12-09,17381
2019-12-10,17400
2019-12-11,17411
2019-12-12,17455
2019-12-13,17410
2019-12-14,17353
2019-12-15,17383
2019-12-16,17439
2019-12-17,17441
2019-12-18,17425
2019-12-19,17426
2019-12-20,17457
2019-12-21,17452
2019-12-22,17462
2019-12-23,17450
2019-12-24,17395
2019-12-25,17475
2019-12-26,17444
2019-12-27,17412
2019-12-28,17434
2019-12-29,17447
2019-12-30,17410
2019-12-31,17485
2020-01-01,17520
2020-01-02,17446
2020-01-03,17406
2020-01-04,17435
2020-01-05,17429
2020-01-06,17473
2020-01-07,17478
2020-01-08,17476
2020-01-09,17437
2020-01-10,17456
2020-01-11,17495
2020-01-12,17482
2020-01-13,17491
2020-01-14,17463
2020-01-15,17463
2020-01-16,17474
2020-01-17,17459
2020-01-18,17457
2020-01-19,17442
2020-01-20,17441
2020-01-21,17460
2020-01-22,17470
2020-01-23,17475
2020-01-24,17406
2020-01-25,17390
2020-01-26,17416
2020-01-27,17426
2020-01-28,17490
2020-01-29,17469
2020-01-30,17481
2020-01-31,17442
2020-02-01,17440
2020-02-02,17422
2020-02-03,17426
2020-02-04,17458
2020-02-05,17464
2020-02-06,17417
2020-02-07,17283
2020-02-08,17373
2020-02-09,17399
2020-02-10,17440
2020-02-11,17440
2020-02-12,17421
2020-02-13,17452
2020-02-14,17428
2020-02-15,17444
2020-02-16,17464
2020-02-17,17439
2020-02-18,17393
2020-02-19,17444
2020-02-20,17461
2020-02-21,17457
2020-02-22,17462
2020-02-23,17387
2020-02-24,17447
2020-02-25,17474
2020-02-26,17493
2020-02-27,17478
2020-02-28,17408
2020-02-29,17272
2020-03-01,17395
2020-03-02,17433
2020-03-03,17464
2020-03-04,17471
2020-03-05,17461
2020-03-06,17435
2020-03-07,17463
2020-03-08,17527
2020-03-09,17505
2020-03-10,17447
2020-03-11,17440
2020-03-12,17446
2020-03-13,17479
2020-03-14,17519
2020-03-15,17480
2020-03-16,17473
2020-03-17,17490
2020-03-18,17493
2020-03-19,17492
2020-03-20,17472
2020-03-21,17475
2020-03-22,17467
2020-03-23,17488
2020-03-24,17485
2020-03-25,17454
2020-03-26,17476
2020-03-27,17479
2020-03-28,17503
2020-03-29,17501
2020-03-30,17503
2020-03-31,17520
2020-04-01,17511
2020-04-02,17522
2020-04-03,17511
2020-04-04,17498
2020-04-05,17489
2020-04-06,17480
2020-04-07,17525
2020-04-08,17490
2020-04-09,17504
2020-04-10,17481
2020-04-11,17505
2020-04-12,17484
2020-04-13,17485
2020-04-14,17509
2020-04-15,17472
2020-04-16,17509
2020-04-17,17475
2020-04-18,17408
2020-04-19,17488
2020-04-20,17536
2020-04-21,17529
2020-04-22,17619
2020-04-23,17706
2020-04-24,17356
2020-04-25,17421
2020-04-26,17490
2020-04-27,17519
2020-04-28,17521
2020-04-29,17544
2020-04-30,17553
2020-05-01,17511
2020-05-02,17467
2020-05-03,17498
2020-05-04,17515
2020-05-05,17498
2020-05-06,17523
2020-05-07,17555
2020-05-08,17575
2020-05-09,17579
2020-05-10,17589
2020-05-11,17596
2020-05-12,17554
2020-05-13,17536
