date_obj,Black%20d'hide%20chaps%20(g) price
2018-11-10,1253939
2018-11-11,1272088
2018-11-12,1286157
2018-11-13,1326676
2018-11-15,1287550
2018-11-16,1295131
2018-11-17,1324224
2018-11-18,1335659
2018-11-19,1345837
2018-11-20,1374805
2018-11-21,1430130
2018-11-22,1491640
2018-11-23,1563704
2018-11-24,1603340
2018-11-25,1678311
2018-11-26,1726046
2018-11-27,1754157
2018-11-28,1767065
2018-11-29,1794773
2018-12-01,1866902
2018-12-02,1904132
2018-12-03,1929674
2018-12-04,1975623
2018-12-05,2011726
2018-12-07,2035793
2018-12-09,2008423
2018-12-10,1957166
2018-12-11,1866856
2018-12-12,1792911
2018-12-13,1704932
2018-12-14,1638425
2018-12-15,1585558
2018-12-16,1548521
2018-12-17,1553952
2018-12-18,1543728
2018-12-19,1527706
2018-12-20,1501049
2018-12-21,1483692
2018-12-22,1488386
2018-12-23,1496369
2018-12-24,1520464
2018-12-25,1555055
2018-12-26,1561676
2018-12-27,1589055
2018-12-28,1557359
2018-12-29,1505615
2018-12-30,1499617
2018-12-31,1450504
2019-01-01,1392294
2019-01-02,1391236
2019-01-03,1443467
2019-01-04,1482985
2019-01-05,1517929
2019-01-06,1490285
2019-01-08,1439093
2019-01-10,1361512
2019-01-11,1302463
2019-01-12,1249343
2019-01-13,1199274
2019-01-14,1161383
2019-01-15,1132003
2019-01-16,1088030
2019-01-17,1072615
2019-01-18,1077961
2019-01-19,1086235
2019-01-20,1120569
2019-01-21,1136228
2019-01-22,1181379
2019-01-23,1240448
2019-01-24,1286881
2019-01-25,1315692
2019-01-26,1332410
2019-01-27,1329450
2019-01-28,1311233
2019-01-29,1300553
2019-01-30,1281428
2019-01-31,1274055
2019-02-01,1256160
2019-02-02,1268026
2019-02-03,1257474
2019-02-04,1249614
2019-02-05,1238603
2019-02-06,1194096
2019-02-07,1160378
2019-02-08,1146878
2019-02-09,1141261
2019-02-10,1118476
2019-02-11,1105956
2019-02-12,1095502
2019-02-13,1096917
2019-02-14,1099184
2019-02-15,1113383
2019-02-16,1119728
2019-02-17,1122129
2019-02-18,1106149
2019-02-19,1095655
2019-02-20,1090885
2019-02-21,1094690
2019-02-22,1098486
2019-02-23,1105696
2019-02-24,1119362
2019-02-25,1162604
2019-02-26,1217245
2019-02-27,1278108
2019-02-28,1321341
2019-03-01,1369601
2019-03-02,1397094
2019-03-03,1391466
2019-03-04,1361138
2019-03-05,1341184
2019-03-06,1319119
2019-03-07,1294852
2019-03-08,1294891
2019-03-09,1285687
2019-03-10,1276578
2019-03-11,1273285
2019-03-12,1262220
2019-03-13,1239777
2019-03-14,1223315
2019-03-15,1219446
2019-03-16,1223474
2019-03-17,1256848
2019-03-18,1277994
2019-03-19,1293776
2019-03-20,1338122
2019-03-21,1388374
2019-03-22,1425267
2019-03-23,1479149
2019-03-24,1459886
2019-03-25,1426575
2019-03-26,1394085
2019-03-27,1345617
2019-03-28,1339510
2019-03-29,1340471
2019-03-30,1314817
2019-03-31,1289367
2019-04-01,1269568
2019-04-02,1252593
2019-04-03,1227143
2019-04-04,1222866
2019-04-05,1199223
2019-04-06,1179916
2019-04-07,1174473
2019-04-08,1204375
2019-04-09,1207986
2019-04-10,1218382
2019-04-11,1247246
2019-04-12,1270297
2019-04-13,1326271
2019-04-14,1352808
2019-04-15,1398505
2019-04-16,1387894
2019-04-17,1348972
2019-04-18,1371282
2019-04-19,1360696
2019-04-20,1325557
2019-04-21,1333245
2019-04-22,1313181
2019-04-23,1314607
2019-04-24,1314401
2019-04-25,1320540
2019-04-26,1293778
2019-04-27,1296511
2019-04-28,1333651
2019-04-29,1310873
2019-04-30,1306017
2019-05-01,1289942
2019-05-02,1265218
2019-05-03,1226985
2019-05-04,1206960
2019-05-05,1198890
2019-05-06,1190451
2019-05-07,1194895
2019-05-08,1185109
2019-05-09,1151799
2019-05-10,1171151
2019-05-11,1167688
2019-05-12,1147280
2019-05-13,1128433
2019-05-14,1111848
2019-05-15,1113394
2019-05-16,1106909
2019-05-17,1126373
2019-05-18,1131845
2019-05-19,1131730
2019-05-20,1134677
2019-05-21,1123279
2019-05-22,1129564
2019-05-23,1132889
2019-05-24,1156387
2019-05-25,1197276
2019-05-26,1221332
2019-05-27,1251237
2019-05-28,1248682
2019-05-29,1211779
2019-05-30,1161629
2019-05-31,1127517
2019-06-01,1095454
2019-06-02,1064420
2019-06-03,1030365
2019-06-04,1043161
2019-06-05,1071725
2019-06-06,1093747
2019-06-07,1081548
2019-06-08,1097556
2019-06-09,1108628
2019-06-10,1120422
2019-06-11,1128198
2019-06-12,1156223
2019-06-13,1165898
2019-06-14,1173493
2019-06-15,1168572
2019-06-16,1152954
2019-06-17,1120421
2019-06-18,1088741
2019-06-19,1055269
2019-06-20,1032476
2019-06-21,1021824
2019-06-22,1005041
2019-06-23,1041788
2019-06-24,1093878
2019-06-25,1148572
2019-06-26,1206001
2019-06-27,1266302
2019-06-28,1329618
2019-06-29,1396099
2019-06-30,1465904
2019-07-01,1532008
2019-07-02,1584388
2019-07-03,1652858
2019-07-04,1644578
2019-07-05,1672297
2019-07-06,1665283
2019-07-07,1626088
2019-07-08,1632482
2019-07-09,1604126
2019-07-10,1595323
2019-07-11,1522936
2019-07-12,1447518
2019-07-13,1375142
2019-07-14,1306522
2019-07-15,1241195
2019-07-16,1181326
2019-07-17,1122820
2019-07-18,1112095
2019-07-19,1102432
2019-07-20,1125772
2019-07-21,1133140
2019-07-22,1132074
2019-07-23,1134177
2019-07-24,1114404
2019-07-25,1096063
2019-07-26,1042476
2019-07-27,990700
2019-07-28,950394
2019-07-29,909741
2019-07-30,868229
2019-07-31,855516
2019-08-01,891091
2019-08-02,934337
2019-08-03,977381
2019-08-04,1015902
2019-08-05,1004621
2019-08-06,978411
2019-08-07,957024
2019-08-08,972457
2019-08-09,963561
2019-08-10,991092
2019-08-11,1020430
2019-08-12,1034424
2019-08-13,1034747
2019-08-14,1022380
2019-08-15,1012688
2019-08-16,998644
2019-08-17,1001798
2019-08-18,1001521
2019-08-19,983439
2019-08-20,970229
2019-08-21,957614
2019-08-22,966863
2019-08-23,969742
2019-08-24,992513
2019-08-24,992513
2019-08-25,991356
2019-08-25,991356
2019-08-26,983155
2019-08-27,978780
2019-08-27,978780
2019-08-28,987604
2019-08-29,983952
2019-08-30,967903
2019-08-31,953762
2019-09-01,960619
2019-09-02,967245
2019-09-03,960307
2019-09-04,976137
2019-09-05,982482
2019-09-06,981769
2019-09-07,976201
2019-09-08,972472
2019-09-09,975115
2019-09-10,986958
2019-09-11,984823
2019-09-12,974143
2019-09-13,969242
2019-09-14,974500
2019-09-15,959161
2019-09-16,957710
2019-09-17,945207
2019-09-18,934006
2019-09-19,929792
2019-09-20,933231
2019-09-21,942912
2019-09-22,939539
2019-09-23,943445
2019-09-24,952205
2019-09-25,931726
2019-09-26,928595
2019-09-27,935831
2019-09-28,936259
2019-09-29,948337
2019-09-30,949683
2019-10-01,943349
2019-10-02,946754
2019-10-03,941889
2019-10-04,916074
2019-10-05,923443
2019-10-06,932066
2019-10-07,942099
2019-10-08,939651
2019-10-09,945292
2019-10-10,942597
2019-10-11,948050
2019-10-12,937958
2019-10-13,916112
2019-10-14,891823
2019-10-15,865263
2019-10-16,862168
2019-10-17,825509
2019-10-18,786519
2019-10-19,763469
2019-10-20,745292
2019-10-21,744549
2019-10-22,741048
2019-10-23,729597
2019-10-24,747521
2019-10-25,746696
2019-10-26,746893
2019-10-27,744233
2019-10-28,767536
2019-10-29,754016
2019-10-30,755253
2019-10-31,744148
2019-11-01,742878
2019-11-02,769792
2019-11-03,801595
2019-11-04,827880
2019-11-05,843063
2019-11-06,874775
2019-11-07,903621
2019-11-08,927007
2019-11-09,933537
2019-11-10,917231
2019-11-11,882647
2019-11-12,872694
2019-11-13,866271
2019-11-14,883110
2019-11-15,888735
2019-11-16,892949
2019-11-17,916017
2019-11-18,946151
2019-11-19,970631
2019-11-20,944973
2019-11-21,939107
2019-11-22,956431
2019-11-23,966283
2019-11-24,970631
2019-11-25,963062
2019-11-26,990427
2019-11-27,1015714
2019-11-28,1025660
2019-11-29,1039251
2019-11-30,1065933
2019-12-01,1097378
2019-12-02,1145547
2019-12-03,1183210
2019-12-04,1186577
2019-12-05,1151615
2019-12-06,1132074
2019-12-07,1093023
2019-12-08,1066503
2019-12-09,1031053
2019-12-10,1007490
2019-12-11,984588
2019-12-12,1000100
2019-12-13,1025799
2019-12-14,985725
2019-12-15,986000
2019-12-16,1012148
2019-12-17,1019016
2019-12-18,1016384
2019-12-19,1030045
2019-12-20,1068289
2019-12-21,1084897
2019-12-22,1060923
2019-12-23,1072542
2019-12-24,1066401
2019-12-25,1093486
2019-12-26,1127532
2019-12-27,1148118
2019-12-28,1145233
2019-12-29,1127122
2019-12-30,1124056
2019-12-31,1095266
2020-01-01,1075239
2020-01-02,1033915
2020-01-03,989802
2020-01-04,960954
2020-01-05,951615
2020-01-06,932601
2020-01-07,949095
2020-01-08,977949
2020-01-09,999917
2020-01-10,1014384
2020-01-11,996999
2020-01-12,989139
2020-01-13,979606
2020-01-14,980411
2020-01-15,987936
2020-01-16,1007621
2020-01-17,1000626
2020-01-18,1011861
2020-01-19,1011100
2020-01-20,1003647
2020-01-21,1006397
2020-01-22,992409
2020-01-23,975932
2020-01-24,968210
2020-01-25,961305
2020-01-26,948353
2020-01-27,923571
2020-01-28,909523
2020-01-29,913657
2020-01-30,937270
2020-01-31,932072
2020-02-01,945075
2020-02-02,954383
2020-02-03,966157
2020-02-04,955259
2020-02-05,933047
2020-02-06,899253
2020-02-07,854779
2020-02-08,822106
2020-02-09,798558
2020-02-10,783461
2020-02-11,778447
2020-02-12,762259
2020-02-13,729776
2020-02-14,715542
2020-02-15,698918
2020-02-16,674453
2020-02-17,661353
2020-02-18,679565
2020-02-19,680149
2020-02-20,689231
2020-02-21,683893
2020-02-22,689621
2020-02-23,684187
2020-02-24,686787
2020-02-25,698568
2020-02-26,728611
2020-02-27,764963
2020-02-28,781481
2020-02-29,784451
2020-03-01,784703
2020-03-02,779134
2020-03-03,774561
2020-03-04,785088
2020-03-05,782981
2020-03-06,779703
2020-03-07,780455
2020-03-08,769547
2020-03-09,752691
2020-03-10,753548
2020-03-11,740397
2020-03-12,729341
2020-03-13,716557
2020-03-14,715900
2020-03-15,722604
2020-03-16,715215
2020-03-17,701498
2020-03-18,690179
2020-03-19,680288
2020-03-20,677887
2020-03-21,680267
2020-03-22,698529
2020-03-23,699098
2020-03-24,715747
2020-03-25,723302
2020-03-26,738381
2020-03-27,773984
2020-03-28,791914
2020-03-29,780707
2020-03-30,811228
2020-03-31,822560
2020-04-01,815168
2020-04-02,803278
2020-04-03,787494
2020-04-04,781070
2020-04-05,788046
2020-04-06,782881
2020-04-07,766634
2020-04-08,761497
2020-04-09,796802
2020-04-10,811854
2020-04-11,797019
2020-04-12,780488
2020-04-13,758258
2020-04-14,738160
2020-04-15,717727
2020-04-16,696770
2020-04-17,685466
2020-04-18,690883
2020-04-19,709209
2020-04-20,710733
2020-04-21,716310
2020-04-22,752067
2020-04-23,789406
2020-04-24,779114
2020-04-25,797071
2020-04-26,810478
2020-04-27,829461
2020-04-28,837019
2020-04-29,839336
2020-04-30,827282
2020-05-01,821830
2020-05-02,816797
2020-05-03,816944
2020-05-04,815852
2020-05-05,801190
2020-05-06,790831
2020-05-07,792581
2020-05-08,783790
2020-05-09,782458
2020-05-10,775007
2020-05-11,774339
2020-05-12,778891
2020-05-13,776811
