date_obj,Granite%20maul price
2019-03-28,30947
2019-03-29,30885
2019-03-30,30823
2019-03-31,30930
2019-04-01,30867
2019-04-02,30918
2019-04-03,30966
2019-04-04,31027
2019-04-05,31323
2019-04-06,31214
2019-04-07,31377
2019-04-08,31491
2019-04-09,31528
2019-04-10,31523
2019-04-11,31673
2019-04-12,31568
2019-04-13,31494
2019-04-14,31312
2019-04-15,31098
2019-04-16,30959
2019-04-17,30902
2019-04-18,30837
2019-04-19,30785
2019-04-20,30774
2019-04-21,30799
2019-04-22,30727
2019-04-23,31123
2019-04-24,31151
2019-04-25,31425
2019-04-26,31647
2019-04-27,31612
2019-04-28,31453
2019-04-29,31358
2019-04-30,31304
2019-05-01,31240
2019-05-02,31482
2019-05-03,32321
2019-05-04,33564
2019-05-05,35146
2019-05-06,35707
2019-05-07,35346
2019-05-08,34357
2019-05-09,33612
2019-05-10,33107
2019-05-11,32541
2019-05-12,31901
2019-05-13,32957
2019-05-14,34604
2019-05-15,36335
2019-05-16,38152
2019-05-17,40056
2019-05-18,42058
2019-05-19,44149
2019-05-20,46353
2019-05-21,48103
2019-05-22,48482
2019-05-23,47052
2019-05-24,44701
2019-05-25,42465
2019-05-26,40341
2019-05-27,38323
2019-05-28,36406
2019-05-29,34640
2019-05-30,34169
2019-05-31,35168
2019-06-01,35138
2019-06-02,35026
2019-06-03,34460
2019-06-04,34419
2019-06-05,34837
2019-06-06,34870
2019-06-07,35536
2019-06-08,35434
2019-06-09,35118
2019-06-10,34678
2019-06-11,34263
2019-06-12,33177
2019-06-13,31860
2019-06-14,31041
2019-06-15,30751
2019-06-16,30973
2019-06-17,30994
2019-06-18,30007
2019-06-19,30020
2019-06-20,30199
2019-06-21,30724
2019-06-22,30656
2019-06-23,30848
2019-06-24,30823
2019-06-25,30608
2019-06-26,30977
2019-06-27,31008
2019-06-28,31401
2019-06-29,31717
2019-06-30,32008
2019-07-01,31941
2019-07-02,31588
2019-07-03,31520
2019-07-04,31540
2019-07-05,31493
2019-07-06,31571
2019-07-07,31526
2019-07-08,31934
2019-07-09,33318
2019-07-10,34150
2019-07-11,34055
2019-07-12,33038
2019-07-13,31881
2019-07-14,31408
2019-07-15,31271
2019-07-16,31296
2019-07-17,31204
2019-07-18,30857
2019-07-19,30872
2019-07-20,30842
2019-07-21,30877
2019-07-22,31106
2019-07-23,31705
2019-07-24,31740
2019-07-25,32493
2019-07-26,31924
2019-07-27,31651
2019-07-28,31249
2019-07-29,30949
2019-07-30,31136
2019-07-31,31367
2019-08-01,31835
2019-08-02,31896
2019-08-03,32457
2019-08-04,33445
2019-08-05,34546
2019-08-06,33358
2019-08-07,33282
2019-08-08,34170
2019-08-09,34456
2019-08-10,35198
2019-08-11,35122
2019-08-12,34830
2019-08-13,34336
2019-08-14,35322
2019-08-15,35674
2019-08-16,36695
2019-08-17,36751
2019-08-18,37435
2019-08-19,36908
2019-08-20,36785
2019-08-21,36729
2019-08-22,36673
2019-08-23,36826
2019-08-24,36365
2019-08-24,36365
2019-08-25,35682
2019-08-25,35682
2019-08-26,35024
2019-08-26,35024
2019-08-27,34432
2019-08-27,34432
2019-08-28,34548
2019-08-29,34389
2019-08-30,34436
2019-08-31,34370
2019-09-01,34154
2019-09-02,33865
2019-09-03,33652
2019-09-04,32817
2019-09-05,31179
2019-09-06,30338
2019-09-07,29858
2019-09-08,29380
2019-09-09,29651
2019-09-10,29689
2019-09-11,30126
2019-09-12,30258
2019-09-13,29871
2019-09-14,29678
2019-09-15,29373
2019-09-16,29722
2019-09-17,29652
2019-09-18,29836
2019-09-19,29890
2019-09-20,29737
2019-09-21,29354
2019-09-22,29689
2019-09-23,29721
2019-09-24,30361
2019-09-25,30220
2019-09-26,30019
2019-09-27,30162
2019-09-28,30051
2019-09-29,30131
2019-09-30,30036
2019-10-01,30253
2019-10-02,30331
2019-10-03,30412
2019-10-04,30229
2019-10-05,30286
2019-10-06,30133
2019-10-07,30042
2019-10-08,30013
2019-10-09,29933
2019-10-10,29450
2019-10-11,29651
2019-10-12,29746
2019-10-13,30451
2019-10-14,30653
2019-10-15,30849
2019-10-16,30635
2019-10-17,30412
2019-10-18,30349
2019-10-19,30195
2019-10-20,30075
2019-10-21,29894
2019-10-22,29859
2019-10-23,29689
2019-10-24,29759
2019-10-25,29750
2019-10-26,29798
2019-10-27,29941
2019-10-28,29896
2019-10-29,29722
2019-10-30,29698
2019-10-31,30002
2019-11-01,29980
2019-11-02,29865
2019-11-03,29946
2019-11-04,29903
2019-11-05,29989
2019-11-06,29945
2019-11-07,30469
2019-11-08,30716
2019-11-09,30555
2019-11-10,31471
2019-11-11,32309
2019-11-12,32539
2019-11-13,32457
2019-11-14,32712
2019-11-15,32785
2019-11-16,33391
2019-11-17,34775
2019-11-18,36419
2019-11-19,36595
2019-11-20,36206
2019-11-21,36122
2019-11-22,36994
2019-11-23,38629
2019-11-24,39953
2019-11-25,41880
2019-11-26,43974
2019-11-27,46039
2019-11-28,46902
2019-11-29,46676
2019-11-30,47892
2019-12-01,50282
2019-12-02,52690
2019-12-03,53173
2019-12-04,51447
2019-12-05,51440
2019-12-06,51096
2019-12-07,50945
2019-12-08,50266
2019-12-09,48919
2019-12-10,46473
2019-12-11,44149
2019-12-12,42090
2019-12-13,43146
2019-12-14,42671
2019-12-15,42151
2019-12-16,41992
2019-12-17,40692
2019-12-18,38739
2019-12-19,38609
2019-12-20,39227
2019-12-21,39759
2019-12-22,41560
2019-12-23,42522
2019-12-24,44589
2019-12-25,46817
2019-12-26,49089
2019-12-27,50648
2019-12-28,52705
2019-12-29,54161
2019-12-30,53800
2019-12-31,51864
2020-01-01,49374
2020-01-02,48607
2020-01-03,46857
2020-01-04,45881
2020-01-05,45786
2020-01-06,44733
2020-01-07,45498
2020-01-08,45573
2020-01-09,47154
2020-01-10,49033
2020-01-11,50590
2020-01-12,53008
2020-01-13,54207
2020-01-14,53998
2020-01-15,54178
2020-01-16,54161
2020-01-17,54106
2020-01-18,53685
2020-01-19,53990
2020-01-20,54009
2020-01-21,54151
2020-01-22,54068
2020-01-23,53580
2020-01-24,52701
2020-01-25,51902
2020-01-26,50182
2020-01-27,47734
2020-01-28,45525
2020-01-29,44038
2020-01-30,42181
2020-01-31,40589
2020-02-01,39996
2020-02-02,40501
2020-02-03,40746
2020-02-04,41102
2020-02-05,41093
2020-02-06,40575
2020-02-07,40986
2020-02-08,40597
2020-02-09,40337
2020-02-10,40534
2020-02-11,40616
2020-02-12,40599
2020-02-13,40662
2020-02-14,40962
2020-02-15,41362
2020-02-16,40912
2020-02-17,40697
2020-02-18,40521
2020-02-19,40508
2020-02-20,41212
2020-02-21,41767
2020-02-22,41358
2020-02-23,40866
2020-02-24,40741
2020-02-25,40807
2020-02-26,41260
2020-02-27,42107
2020-02-28,41659
2020-02-29,41442
2020-03-01,41241
2020-03-02,40841
2020-03-03,40395
2020-03-04,40145
2020-03-05,40352
2020-03-06,40235
2020-03-07,40225
2020-03-08,40352
2020-03-09,40152
2020-03-10,40524
2020-03-11,41135
2020-03-12,40525
2020-03-13,40497
2020-03-14,40676
2020-03-15,40728
2020-03-16,40469
2020-03-17,40209
2020-03-18,39828
2020-03-19,40474
2020-03-20,40364
2020-03-21,40324
2020-03-22,39670
2020-03-23,38970
2020-03-24,38523
2020-03-25,37855
2020-03-26,36701
2020-03-27,36111
2020-03-28,35969
2020-03-29,35417
2020-03-30,35975
2020-03-31,36947
2020-04-01,37395
2020-04-02,36460
2020-04-03,36229
2020-04-04,35761
2020-04-05,35613
2020-04-06,35279
2020-04-07,34671
2020-04-08,35195
2020-04-09,35630
2020-04-10,34707
2020-04-11,34051
2020-04-12,33830
2020-04-13,33356
2020-04-14,33156
2020-04-15,32926
2020-04-16,32902
2020-04-17,32795
2020-04-18,32873
2020-04-19,32760
2020-04-20,33279
2020-04-21,34743
2020-04-22,36481
2020-04-23,38306
2020-04-24,40222
2020-04-25,40312
2020-04-26,39810
2020-04-27,38663
2020-04-28,36735
2020-04-29,34898
2020-04-30,33414
2020-05-01,33123
2020-05-02,32402
2020-05-03,31677
2020-05-04,31364
2020-05-05,31243
2020-05-06,32071
2020-05-07,31957
2020-05-08,31855
2020-05-09,32051
2020-05-10,31546
2020-05-11,30608
2020-05-12,31184
2020-05-13,31972
