date_obj,Ensouled%20demon%20head price
2017-08-05,6344
2017-08-06,6196
2017-08-09,5927
2017-08-10,5992
2017-08-11,6030
2017-08-12,5994
2017-08-13,5905
2017-08-14,6059
2017-08-15,6028
2017-08-16,5934
2017-08-17,5869
2017-08-18,5814
2017-08-19,5801
2017-08-20,5776
2017-08-21,5794
2017-08-22,5989
2017-08-23,5898
2017-08-24,5764
2017-08-25,5766
2017-08-26,5773
2017-08-27,5850
2017-08-28,5858
2017-08-29,5882
2017-08-30,5852
2017-08-31,5816
2017-09-01,5712
2017-09-03,5854
2017-09-04,5893
2017-09-05,5864
2017-09-06,6000
2017-09-07,5930
2017-09-08,5895
2017-09-09,5811
2017-09-10,5928
2017-09-11,5752
2017-09-12,5829
2017-09-13,5812
2017-09-14,5912
2017-09-15,6061
2017-09-16,5963
2017-09-17,5843
2017-09-18,5896
2017-09-19,5828
2017-09-20,5876
2017-09-21,5743
2017-09-22,5747
2017-09-23,5726
2017-09-24,5869
2017-09-25,5799
2017-09-26,5726
2017-09-27,5695
2017-09-28,5696
2017-09-29,5682
2017-09-30,5742
2017-10-01,5619
2017-10-02,5650
2017-10-03,5566
2017-10-04,5550
2017-10-05,5348
2017-10-06,5389
2017-10-07,5486
2017-10-08,5585
2017-10-09,5553
2017-10-10,5534
2017-10-11,5430
2017-10-12,5400
2017-10-13,5280
2017-10-14,5283
2017-10-15,5252
2017-10-16,5361
2017-10-17,5377
2017-10-18,5365
2017-10-19,5272
2017-10-20,5248
2017-10-21,5272
2017-10-22,5381
2017-10-23,5622
2017-10-24,5510
2017-10-25,5408
2017-10-26,5353
2017-10-27,5239
2017-10-28,5266
2017-10-29,5176
2017-10-30,4949
2017-10-31,4858
2017-11-01,4844
2017-11-02,4874
2017-11-03,4832
2017-11-04,4948
2017-11-05,5041
2017-11-06,5109
2017-11-07,5188
2017-11-08,5313
2017-11-09,5191
2017-11-10,5037
2017-11-11,4995
2017-11-12,5009
2017-11-13,5011
2017-11-14,5129
2017-11-15,5151
2017-11-16,5047
2017-11-17,4964
2017-11-18,4843
2017-11-19,4930
2017-11-20,4866
2017-11-21,4784
2017-11-22,4685
2017-11-23,4743
2017-11-24,4758
2017-11-25,4681
2017-11-26,4735
2017-11-27,4776
2017-11-28,4834
2017-11-29,4856
2017-11-30,4754
2017-12-01,4789
2017-12-02,4951
2017-12-03,5105
2017-12-04,5062
2017-12-05,5166
2017-12-06,5113
2017-12-07,5144
2017-12-08,5101
2017-12-09,5037
2017-12-10,4943
2017-12-11,5018
2017-12-12,5142
2017-12-13,4940
2017-12-14,4795
2017-12-15,4807
2017-12-16,4758
2017-12-17,4604
2017-12-18,4715
2017-12-19,4752
2017-12-20,4783
2017-12-21,4881
2017-12-22,4908
2017-12-23,4768
2017-12-24,4716
2017-12-25,4723
2017-12-26,4736
2017-12-27,4664
2017-12-28,4617
2017-12-29,4617
2017-12-30,4627
2017-12-31,4610
2018-01-01,4438
2018-01-02,4396
2018-01-03,4379
2018-01-04,4319
2018-01-05,4381
2018-01-06,4333
2018-01-07,4356
2018-01-08,4324
2018-01-09,4244
2018-01-10,4227
2018-01-11,4246
2018-01-12,4432
2018-01-13,4578
2018-01-14,4474
2018-01-15,4465
2018-01-16,4453
2018-01-17,4400
2018-01-18,4434
2018-01-19,4406
2018-01-20,4593
2018-01-21,4655
2018-01-22,4729
2018-01-23,4759
2018-01-25,5170
2018-01-26,5232
2018-01-27,5364
2018-01-28,5420
2018-01-29,5392
2018-01-30,5459
2018-01-31,5491
2018-02-01,5324
2018-02-02,5260
2018-02-03,5197
2018-02-04,5113
2018-02-05,5270
2018-02-06,5321
2018-02-07,5198
2018-02-08,5074
2018-02-09,5129
2018-02-10,5380
2018-02-11,5551
2018-02-12,5351
2018-02-13,5415
2018-02-14,5424
2018-02-15,5275
2018-02-16,5390
2018-02-17,5503
2018-02-18,5525
2018-02-19,5493
2018-02-20,5304
2018-02-21,5265
2018-02-22,5429
2018-02-23,5482
2018-02-24,5756
2018-02-25,5809
2018-02-26,5754
2018-02-27,5667
2018-02-28,5568
2018-03-01,5607
2018-03-02,5817
2018-03-03,5786
2018-03-04,5722
2018-03-05,5677
2018-03-06,5825
2018-03-07,6043
2018-03-08,6204
2018-03-09,6463
2018-03-10,6382
2018-03-11,6238
2018-03-12,6120
2018-03-13,6106
2018-03-14,6039
2018-03-15,5969
2018-03-16,5946
2018-03-17,5937
2018-03-18,6168
2018-03-20,6479
2018-03-21,6771
2018-03-23,6406
2018-03-24,6256
2018-03-25,6251
2018-03-26,6168
2018-03-27,6111
2018-03-28,5977
2018-03-29,5929
2018-03-30,5963
2018-03-31,6023
2018-04-01,6177
2018-04-02,6190
2018-04-03,6248
2018-04-04,6171
2018-04-05,6098
2018-04-06,6100
2018-04-07,6102
2018-04-08,6200
2018-04-09,6247
2018-04-10,6278
2018-04-11,6336
2018-04-12,6205
2018-04-13,5935
2018-04-14,5873
2018-04-15,5890
2018-04-16,5908
2018-04-17,5934
2018-04-18,6106
2018-04-19,6069
2018-04-20,5996
2018-04-21,6000
2018-04-22,6218
2018-04-23,6383
2018-04-24,6204
2018-04-25,6066
2018-04-26,6065
2018-04-27,5939
2018-04-28,6018
2018-04-29,6005
2018-04-30,5872
2018-05-01,5989
2018-05-03,5921
2018-05-04,5866
2018-05-05,5848
2018-05-07,5790
2018-05-08,5807
2018-05-09,5606
2018-05-10,5594
2018-05-11,5747
2018-05-12,5865
2018-05-13,5862
2018-05-14,5851
2018-05-15,5884
2018-05-16,5750
2018-05-17,5702
2018-05-18,5787
2018-05-19,5790
2018-05-20,5709
2018-05-21,5842
2018-05-22,5874
2018-05-23,5915
2018-05-24,5934
2018-05-25,5952
2018-05-26,6019
2018-05-27,6149
2018-05-28,5965
2018-05-29,5823
2018-05-30,5801
2018-05-31,5927
2018-06-01,6065
2018-06-02,6235
2018-06-03,6299
2018-06-04,6165
2018-06-05,6075
2018-06-06,6062
2018-06-07,5967
2018-06-08,5880
2018-06-09,5635
2018-06-10,5790
2018-06-11,5868
2018-06-12,5852
2018-06-13,5879
2018-06-14,5930
2018-06-15,5903
2018-06-16,5766
2018-06-17,5680
2018-06-18,5812
2018-06-19,5911
2018-06-20,5794
2018-06-21,5807
2018-06-22,5896
2018-06-23,5738
2018-06-24,5781
2018-06-25,5787
2018-06-26,5700
2018-06-27,5514
2018-06-28,5644
2018-06-29,5801
2018-06-30,5633
2018-07-01,5611
2018-07-02,5567
2018-07-03,5456
2018-07-04,5360
2018-07-05,5438
2018-07-06,5477
2018-07-07,5546
2018-07-08,5545
2018-07-09,5546
2018-07-10,5560
2018-07-11,5641
2018-07-12,5770
2018-07-13,5923
2018-07-14,5626
2018-07-15,5611
2018-07-16,5647
2018-07-17,5765
2018-07-18,5730
2018-07-19,5721
2018-07-20,5768
2018-07-21,5751
2018-07-22,5801
2018-07-23,5627
2018-07-24,5642
2018-07-25,5692
2018-07-26,5469
2018-07-27,5488
2018-07-28,5645
2018-07-29,5720
2018-07-30,5720
2018-07-31,5780
2018-08-01,5783
2018-08-02,5758
2018-08-03,5796
2018-08-04,5806
2018-08-05,5849
2018-08-06,5809
2018-08-07,5828
2018-08-08,5842
2018-08-09,5674
2018-08-10,5564
2018-08-11,5504
2018-08-12,5692
2018-08-14,5765
2018-08-16,5829
2018-08-17,5656
2018-08-18,5538
2018-08-19,5406
2018-08-20,5476
2018-08-21,5549
2018-08-22,5584
2018-08-23,5682
2018-08-24,5676
2018-08-25,5524
2018-08-26,5511
2018-08-27,5382
2018-08-28,5454
2018-08-29,5428
2018-08-30,5416
2018-08-31,5429
2018-09-01,5527
2018-09-02,5522
2018-09-03,5562
2018-09-04,5691
2018-09-05,5707
2018-09-06,5722
2018-09-07,5664
2018-09-08,5629
2018-09-09,5556
2018-09-10,5603
2018-09-11,5614
2018-09-12,5673
2018-09-13,5571
2018-09-14,5518
2018-09-15,5654
2018-09-16,5650
2018-09-17,5628
2018-09-18,5574
2018-09-19,5548
2018-09-20,5560
2018-09-21,5574
2018-09-22,5667
2018-09-23,5583
2018-09-24,5468
2018-09-25,5502
2018-09-26,5576
2018-09-27,5597
2018-09-28,5552
2018-09-29,5595
2018-09-30,5553
2018-10-01,5587
2018-10-02,5441
2018-10-03,5363
2018-10-04,5347
2018-10-05,5377
2018-10-06,5532
2018-10-07,5531
2018-10-08,5576
2018-10-09,5645
2018-10-10,5630
2018-10-11,5613
2018-10-12,5665
2018-10-13,5712
2018-10-14,5715
2018-10-15,5587
2018-10-16,5555
2018-10-17,5598
2018-10-18,5606
2018-10-19,5641
2018-10-20,5663
2018-10-21,5671
2018-10-22,5606
2018-10-23,5554
2018-10-24,5538
2018-10-25,5495
2018-10-26,5513
2018-10-27,5584
2018-10-28,5552
2018-10-29,5498
2018-10-30,5521
2018-10-31,5509
2018-11-01,5536
2018-11-03,5415
2018-11-04,5332
2018-11-05,5489
2018-11-06,5412
2018-11-07,5254
2018-11-08,5107
2018-11-09,5037
2018-11-10,5281
2018-11-11,5375
2018-11-12,5476
2018-11-13,5552
2018-11-14,5518
2018-11-15,5299
2018-11-16,5247
2018-11-17,5284
2018-11-18,5242
2018-11-19,5267
2018-11-20,5283
2018-11-21,5073
2018-11-22,4930
2018-11-23,5131
2018-11-24,5216
2018-11-25,5265
2018-11-26,5314
2018-11-27,5355
2018-11-28,5468
2018-11-29,5412
2018-12-01,5360
2018-12-02,5339
2018-12-03,5465
2018-12-04,5390
2018-12-05,5293
2018-12-07,5063
2018-12-09,5016
2018-12-10,4998
2018-12-11,5112
2018-12-12,5183
2018-12-13,5188
2018-12-14,5159
2018-12-15,5172
2018-12-16,5080
2018-12-17,5069
2018-12-18,5046
2018-12-19,4954
2018-12-20,4834
2018-12-21,4833
2018-12-22,4788
2018-12-23,4676
2018-12-24,4646
2018-12-25,4663
2018-12-26,4854
2018-12-27,4968
2018-12-28,4945
2018-12-29,4965
2018-12-30,4973
2018-12-31,5025
2019-01-01,4958
2019-01-02,4853
2019-01-03,4808
2019-01-04,4901
2019-01-05,4932
2019-01-06,4888
2019-01-08,4913
2019-01-10,4787
2019-01-11,4566
2019-01-12,4460
2019-01-13,4299
2019-01-14,4170
2019-01-15,4221
2019-01-16,4412
2019-01-17,4527
2019-01-18,4652
2019-01-19,4563
2019-01-20,4501
2019-01-21,4524
2019-01-22,4713
2019-01-23,4929
2019-01-24,4934
2019-01-25,4934
2019-01-26,5003
2019-01-27,4908
2019-01-28,4763
2019-01-29,4635
2019-01-30,4636
2019-01-31,4688
2019-02-01,4691
2019-02-02,4668
2019-02-03,4755
2019-02-04,4813
2019-02-05,4870
2019-02-06,4838
2019-02-07,4754
2019-02-08,4723
2019-02-09,4747
2019-02-10,4746
2019-02-11,4735
2019-02-12,4688
2019-02-13,4722
2019-02-14,4762
2019-02-15,4816
2019-02-16,4790
2019-02-17,4848
2019-02-18,4825
2019-02-19,4807
2019-02-20,4867
2019-02-21,4933
2019-02-22,4957
2019-02-23,5147
2019-02-24,5042
2019-02-25,4880
2019-02-26,5006
2019-02-27,4981
2019-02-28,5098
2019-03-01,5116
2019-03-02,5116
2019-03-03,5076
2019-03-04,5126
2019-03-05,5131
2019-03-06,5225
2019-03-07,5099
2019-03-08,5206
2019-03-09,5149
2019-03-10,5025
2019-03-11,5104
2019-03-12,5170
2019-03-13,5156
2019-03-14,5024
2019-03-15,4872
2019-03-16,4959
2019-03-17,4921
2019-03-18,4984
2019-03-19,5133
2019-03-20,5146
2019-03-21,5031
2019-03-22,4982
2019-03-23,5056
2019-03-24,5114
2019-03-25,5091
2019-03-26,5061
2019-03-27,5115
2019-03-28,5127
2019-03-29,5075
2019-03-30,5039
2019-03-31,5006
2019-04-01,5110
2019-04-02,5099
2019-04-03,5147
2019-04-04,5086
2019-04-05,5082
2019-04-06,5164
2019-04-07,5143
2019-04-08,5076
2019-04-09,5072
2019-04-10,5041
2019-04-11,4984
2019-04-12,5035
2019-04-13,5068
2019-04-14,5004
2019-04-15,4988
2019-04-16,5016
2019-04-17,5010
2019-04-18,5021
2019-04-19,5024
2019-04-20,5015
2019-04-21,4997
2019-04-22,5017
2019-04-23,5031
2019-04-24,4990
2019-04-25,4989
2019-04-26,5040
2019-04-27,5049
2019-04-28,5066
2019-04-29,5078
2019-04-30,4995
2019-05-01,4916
2019-05-02,4894
2019-05-03,4962
2019-05-04,4818
2019-05-05,4782
2019-05-06,4853
2019-05-07,4912
2019-05-08,4916
2019-05-09,4963
2019-05-10,4932
2019-05-11,4963
2019-05-12,4967
2019-05-13,5011
2019-05-14,4995
2019-05-15,5017
2019-05-16,5030
2019-05-17,4967
2019-05-18,5010
2019-05-19,5008
2019-05-20,5016
2019-05-21,5010
2019-05-22,5055
2019-05-23,5058
2019-05-24,5037
2019-05-25,4956
2019-05-26,4940
2019-05-27,4918
2019-05-28,4840
2019-05-29,4821
2019-05-30,4901
2019-05-31,5002
2019-06-01,4948
2019-06-02,4895
2019-06-03,4791
2019-06-04,4827
2019-06-05,4864
2019-06-06,4968
2019-06-07,5003
2019-06-08,5033
2019-06-09,5018
2019-06-10,5017
2019-06-11,5042
2019-06-12,5014
2019-06-13,4981
2019-06-14,4954
2019-06-15,4914
2019-06-16,4947
2019-06-17,4957
2019-06-18,4943
2019-06-19,4956
2019-06-20,4929
2019-06-21,4869
2019-06-22,4753
2019-06-23,4738
2019-06-24,4724
2019-06-25,4748
2019-06-26,4756
2019-06-27,4773
2019-06-28,4850
2019-06-29,4819
2019-06-30,4912
2019-07-01,4878
2019-07-02,4873
2019-07-03,4974
2019-07-04,4944
2019-07-05,4938
2019-07-06,4945
2019-07-07,4931
2019-07-08,4904
2019-07-09,4936
2019-07-10,4941
2019-07-11,4961
2019-07-12,4890
2019-07-13,4959
2019-07-14,4917
2019-07-15,4903
2019-07-16,4979
2019-07-17,4998
2019-07-18,4944
2019-07-19,4905
2019-07-20,4954
2019-07-21,4961
2019-07-22,4961
2019-07-23,4946
2019-07-24,4982
2019-07-25,5008
2019-07-26,4998
2019-07-27,5040
2019-07-28,5041
2019-07-29,5027
2019-07-30,5030
2019-07-31,5018
2019-08-01,5039
2019-08-02,5035
2019-08-03,4995
2019-08-04,4954
2019-08-05,4902
2019-08-06,4930
2019-08-07,4930
2019-08-08,4980
2019-08-09,4993
2019-08-10,5022
2019-08-11,4909
2019-08-12,5013
2019-08-13,5136
2019-08-14,5133
2019-08-15,4970
2019-08-16,5020
2019-08-17,5167
2019-08-18,5118
2019-08-19,5199
2019-08-20,5043
2019-08-21,5044
2019-08-22,4983
2019-08-23,4968
2019-08-24,5112
2019-08-24,5112
2019-08-25,5139
2019-08-25,5139
2019-08-26,5210
2019-08-27,5357
2019-08-27,5357
2019-08-28,5338
2019-08-29,5589
2019-08-30,5575
2019-08-31,5361
2019-09-01,5369
2019-09-02,5279
2019-09-03,5218
2019-09-04,5223
2019-09-05,5223
2019-09-06,5201
2019-09-07,5213
2019-09-08,5402
2019-09-09,5630
2019-09-10,5779
2019-09-11,5685
2019-09-12,5540
2019-09-13,5527
2019-09-14,5619
2019-09-15,5547
2019-09-16,5399
2019-09-17,5447
2019-09-18,5383
2019-09-19,5351
2019-09-20,5326
2019-09-21,5328
2019-09-22,5326
2019-09-23,5307
2019-09-24,5230
2019-09-25,5127
2019-09-26,4969
2019-09-27,5067
2019-09-28,5067
2019-09-29,4922
2019-09-30,4907
2019-10-01,4987
2019-10-02,5012
2019-10-03,4962
2019-10-04,4938
2019-10-05,4969
2019-10-06,4918
2019-10-07,4889
2019-10-08,4866
2019-10-09,4812
2019-10-10,4785
2019-10-11,4709
2019-10-12,4742
2019-10-13,4797
2019-10-14,4813
2019-10-15,4859
2019-10-16,4884
2019-10-17,4860
2019-10-18,4880
2019-10-19,4869
2019-10-20,4885
2019-10-21,4889
2019-10-22,4973
2019-10-23,5110
2019-10-24,5095
2019-10-25,5080
2019-10-26,5027
2019-10-27,4997
2019-10-28,4926
2019-10-29,4896
2019-10-30,4896
2019-10-31,4832
2019-11-01,4895
2019-11-02,4940
2019-11-03,4962
2019-11-04,4976
2019-11-05,4990
2019-11-06,4984
2019-11-07,4976
2019-11-08,4955
2019-11-09,5010
2019-11-10,5061
2019-11-11,5114
2019-11-12,5125
2019-11-13,5312
2019-11-14,5220
2019-11-15,5030
2019-11-16,5164
2019-11-17,5149
2019-11-18,5224
2019-11-19,5161
2019-11-20,5349
2019-11-21,5294
2019-11-22,5304
2019-11-23,5338
2019-11-24,5302
2019-11-25,5342
2019-11-26,5550
2019-11-27,5557
2019-11-28,5817
2019-11-29,6084
2019-11-30,6315
2019-12-01,6558
2019-12-02,6468
2019-12-03,6205
2019-12-04,5902
2019-12-05,5762
2019-12-06,5914
2019-12-07,6056
2019-12-08,6297
2019-12-09,6548
2019-12-10,6859
2019-12-11,6936
2019-12-12,7035
2019-12-13,7124
2019-12-14,6771
2019-12-15,6433
2019-12-16,6300
2019-12-17,6201
2019-12-18,5945
2019-12-19,5875
2019-12-20,5918
2019-12-21,6107
2019-12-22,6017
2019-12-23,5973
2019-12-24,5971
2019-12-25,6026
2019-12-26,6053
2019-12-27,6018
2019-12-28,5962
2019-12-29,5934
2019-12-30,5811
2019-12-31,5922
