date_obj,Rune%20boots price
2019-04-05,7319
2019-04-06,7320
2019-04-07,7327
2019-04-08,7270
2019-04-09,7278
2019-04-10,7292
2019-04-11,7251
2019-04-12,7346
2019-04-13,7297
2019-04-14,7278
2019-04-15,7421
2019-04-16,7356
2019-04-17,7312
2019-04-18,7299
2019-04-19,7225
2019-04-20,7273
2019-04-21,7276
2019-04-22,7279
2019-04-23,7272
2019-04-24,7283
2019-04-25,7265
2019-04-26,7270
2019-04-27,7301
2019-04-28,7248
2019-04-29,7269
2019-04-30,7259
2019-05-01,7252
2019-05-02,7253
2019-05-03,7288
2019-05-04,7282
2019-05-05,7254
2019-05-06,7302
2019-05-07,7273
2019-05-08,7255
2019-05-09,7249
2019-05-10,7250
2019-05-11,7249
2019-05-12,7239
2019-05-13,7296
2019-05-14,7304
2019-05-15,7265
2019-05-16,7294
2019-05-17,7299
2019-05-18,7303
2019-05-19,7327
2019-05-20,7300
2019-05-21,7325
2019-05-22,7272
2019-05-23,7256
2019-05-24,7267
2019-05-25,7268
2019-05-26,7278
2019-05-27,7264
2019-05-28,7251
2019-05-29,7277
2019-05-30,7258
2019-05-31,7298
2019-06-01,7287
2019-06-02,7208
2019-06-03,7277
2019-06-04,7288
2019-06-05,7294
2019-06-06,7331
2019-06-07,7311
2019-06-08,7313
2019-06-09,7451
2019-06-10,7369
2019-06-11,7467
2019-06-12,7486
2019-06-13,7441
2019-06-14,7422
2019-06-15,7315
2019-06-16,7323
2019-06-17,7291
2019-06-18,7420
2019-06-19,7358
2019-06-20,7345
2019-06-21,7385
2019-06-22,7393
2019-06-23,7423
2019-06-24,7347
2019-06-25,7392
2019-06-26,7335
2019-06-27,7347
2019-06-28,7433
2019-06-29,7439
2019-06-30,7447
2019-07-01,7410
2019-07-02,7552
2019-07-03,7453
2019-07-04,7368
2019-07-05,7391
2019-07-06,7374
2019-07-07,7331
2019-07-08,7283
2019-07-09,7331
2019-07-10,7321
2019-07-11,7307
2019-07-12,7261
2019-07-13,7272
2019-07-14,7272
2019-07-15,7263
2019-07-16,7273
2019-07-17,7247
2019-07-18,7247
2019-07-19,7284
2019-07-20,7253
2019-07-21,7243
2019-07-22,7294
2019-07-23,7201
2019-07-24,7235
2019-07-25,7222
2019-07-26,7234
2019-07-27,7298
2019-07-28,7213
2019-07-29,7207
2019-07-30,7229
2019-07-31,7214
2019-08-01,7442
2019-08-02,7608
2019-08-03,7585
2019-08-04,7632
2019-08-05,7430
2019-08-06,7307
2019-08-07,7211
2019-08-08,7210
2019-08-09,7272
2019-08-10,7203
2019-08-11,7134
2019-08-12,7202
2019-08-13,7207
2019-08-14,7236
2019-08-15,7210
2019-08-16,7203
2019-08-17,7152
2019-08-18,7162
2019-08-19,7181
2019-08-20,7238
2019-08-21,7258
2019-08-22,7261
2019-08-23,7358
2019-08-24,7269
2019-08-24,7269
2019-08-25,7257
2019-08-25,7257
2019-08-26,7213
2019-08-26,7213
2019-08-27,7281
2019-08-27,7281
2019-08-28,7388
2019-08-29,7227
2019-08-30,7230
2019-08-31,7274
2019-09-01,7281
2019-09-02,7337
2019-09-03,7305
2019-09-04,7338
2019-09-05,7269
2019-09-06,7210
2019-09-07,7222
2019-09-08,7179
2019-09-09,7210
2019-09-10,7242
2019-09-11,7233
2019-09-12,7266
2019-09-13,7202
2019-09-14,7220
2019-09-15,7236
2019-09-16,7246
2019-09-17,7251
2019-09-18,7235
2019-09-19,7258
2019-09-20,7246
2019-09-21,7289
2019-09-22,7263
2019-09-23,7228
2019-09-24,7224
2019-09-25,7267
2019-09-26,7289
2019-09-27,7241
2019-09-28,7251
2019-09-29,7234
2019-09-30,7250
2019-10-01,7233
2019-10-02,7231
2019-10-03,7243
2019-10-04,7237
2019-10-05,7243
2019-10-06,7251
2019-10-07,7252
2019-10-08,7274
2019-10-09,7354
2019-10-10,7265
2019-10-11,7219
2019-10-12,7198
2019-10-13,7221
2019-10-14,7225
2019-10-15,7219
2019-10-16,7232
2019-10-17,7222
2019-10-18,7237
2019-10-19,7198
2019-10-20,7178
2019-10-21,7194
2019-10-22,7191
2019-10-23,7191
2019-10-24,7198
2019-10-25,7182
2019-10-26,7198
2019-10-27,7176
2019-10-28,7170
2019-10-29,7109
2019-10-30,7171
2019-10-31,7182
2019-11-01,7161
2019-11-02,7139
2019-11-03,7150
2019-11-04,7152
2019-11-05,7153
2019-11-06,7139
2019-11-07,7195
2019-11-08,7179
2019-11-09,7327
2019-11-10,7571
2019-11-11,7859
2019-11-12,7739
2019-11-13,7694
2019-11-14,7476
2019-11-15,7384
2019-11-16,7323
2019-11-17,7330
2019-11-18,7291
2019-11-19,7250
2019-11-20,7319
2019-11-21,7438
2019-11-22,7478
2019-11-23,7474
2019-11-24,7586
2019-11-25,7689
2019-11-26,7470
2019-11-27,7377
2019-11-28,7324
2019-11-29,7275
2019-11-30,7202
2019-12-01,7192
2019-12-02,7157
2019-12-03,7235
2019-12-04,7151
2019-12-05,7125
2019-12-06,7087
2019-12-07,7163
2019-12-08,7324
2019-12-09,7159
2019-12-10,7240
2019-12-11,7322
2019-12-12,7399
2019-12-13,7619
2019-12-14,7699
2019-12-15,7690
2019-12-16,7572
2019-12-17,7643
2019-12-18,7586
2019-12-19,7515
2019-12-20,7579
2019-12-21,7493
2019-12-22,7303
2019-12-23,7215
2019-12-24,7249
2019-12-25,7302
2019-12-26,7385
2019-12-27,7372
2019-12-28,7392
2019-12-29,7445
2019-12-30,7355
2019-12-31,7277
2020-01-01,7161
2020-01-02,7174
2020-01-03,7171
2020-01-04,7120
2020-01-05,7126
2020-01-06,7185
2020-01-07,7291
2020-01-08,7234
2020-01-09,7293
2020-01-10,7339
2020-01-11,7236
2020-01-12,7168
2020-01-13,7183
2020-01-14,7216
2020-01-15,7172
2020-01-16,7146
2020-01-17,7206
2020-01-18,7275
2020-01-19,7198
2020-01-20,7201
2020-01-21,7150
2020-01-22,7214
2020-01-23,7220
2020-01-24,7127
2020-01-25,7098
2020-01-26,7066
2020-01-27,7175
2020-01-28,7115
2020-01-29,7158
2020-01-30,7200
2020-01-31,7202
2020-02-01,7157
2020-02-02,7180
2020-02-03,7181
2020-02-04,7212
2020-02-05,7151
2020-02-06,7114
2020-02-07,7073
2020-02-08,7102
2020-02-09,7116
2020-02-10,7252
2020-02-11,7430
2020-02-12,7282
2020-02-13,7200
2020-02-14,7172
2020-02-15,7178
2020-02-16,7150
2020-02-17,7242
2020-02-18,7201
2020-02-19,7179
2020-02-20,7227
2020-02-21,7203
2020-02-22,7187
2020-02-23,7138
2020-02-24,7199
2020-02-25,7212
2020-02-26,7219
2020-02-27,7146
2020-02-28,7183
2020-02-29,7225
2020-03-01,7383
2020-03-02,7285
2020-03-03,7253
2020-03-04,7154
2020-03-05,7186
2020-03-06,7231
2020-03-07,7154
2020-03-08,7198
2020-03-09,7154
2020-03-10,7157
2020-03-11,7192
2020-03-12,7196
2020-03-13,7196
2020-03-14,7180
2020-03-15,7175
2020-03-16,7201
2020-03-17,7158
2020-03-18,7172
2020-03-19,7182
2020-03-20,7146
2020-03-21,7153
2020-03-22,7192
2020-03-23,7219
2020-03-24,7168
2020-03-25,7189
2020-03-26,7277
2020-03-27,7432
2020-03-28,7527
2020-03-29,7317
2020-03-30,7222
2020-03-31,7181
2020-04-01,7192
2020-04-02,7216
2020-04-03,7387
2020-04-04,7221
2020-04-05,7232
2020-04-06,7176
2020-04-07,7189
2020-04-08,7201
2020-04-09,7235
2020-04-10,7220
2020-04-11,7330
2020-04-12,7408
2020-04-13,7279
2020-04-14,7212
2020-04-15,7331
2020-04-16,7580
2020-04-17,7498
2020-04-18,7292
2020-04-19,7291
2020-04-20,7237
2020-04-21,7369
2020-04-22,7443
2020-04-23,7648
2020-04-24,7750
2020-04-25,7795
2020-04-26,7883
2020-04-27,7805
2020-04-28,7592
2020-04-29,7497
2020-04-30,7429
2020-05-01,7409
2020-05-02,7471
2020-05-03,7498
2020-05-04,7450
2020-05-05,7449
2020-05-06,7450
2020-05-07,7482
2020-05-08,7527
2020-05-09,7507
2020-05-10,7436
2020-05-11,7386
2020-05-12,7365
2020-05-13,7358
