date_obj,Magic%20shortbow price
2015-03-26,877
2015-03-27,845
2015-03-28,838
2015-03-29,822
2015-03-30,811
2015-03-31,827
2015-04-01,866
2015-04-02,863
2015-04-03,860
2015-04-04,867
2015-04-05,892
2015-04-06,934
2015-04-07,975
2015-04-08,987
2015-04-09,998
2015-04-10,1034
2015-04-11,1019
2015-04-12,993
2015-04-13,980
2015-04-14,974
2015-04-15,1016
2015-04-16,1042
2015-04-17,1035
2015-04-18,1073
2015-04-19,1079
2015-04-20,1050
2015-04-21,1026
2015-04-22,1011
2015-04-23,985
2015-04-24,958
2015-04-25,910
2015-04-26,864
2015-04-27,844
2015-04-28,855
2015-04-29,860
2015-04-30,868
2015-05-01,863
2015-05-02,845
2015-05-03,852
2015-05-04,843
2015-05-05,871
2015-05-06,908
2015-05-07,916
2015-05-08,910
2015-05-09,950
2015-05-10,994
2015-05-11,1012
2015-05-12,990
2015-05-13,980
2015-05-14,953
2015-05-15,941
2015-05-16,944
2015-05-17,941
2015-05-18,895
2015-05-19,860
2015-05-20,836
2015-05-21,835
2015-05-22,829
2015-05-23,801
2015-05-24,836
2015-05-25,868
2015-05-26,888
2015-05-27,894
2015-05-28,914
2015-05-29,914
2015-05-30,939
2015-05-31,965
2015-06-01,942
2015-06-02,898
2015-06-03,922
2015-06-04,906
2015-06-05,943
2015-06-06,991
2015-06-07,1004
2015-06-08,1026
2015-06-09,1033
2015-06-10,1052
2015-06-11,1009
2015-06-12,965
2015-06-13,953
2015-06-14,936
2015-06-15,914
2015-06-16,870
2015-06-17,858
2015-06-18,884
2015-06-19,901
2015-06-20,938
2015-06-21,965
2015-06-22,978
2015-06-23,991
2015-06-24,1025
2015-06-25,1018
2015-06-26,1020
2015-06-27,988
2015-06-28,946
2015-06-29,910
2015-06-30,920
2015-07-01,944
2015-07-02,970
2015-07-03,1011
2015-07-04,1027
2015-07-05,994
2015-07-06,947
2015-07-07,909
2015-07-08,900
2015-07-09,893
2015-07-10,910
2015-07-11,880
2015-07-12,865
2015-07-13,874
2015-07-14,843
2015-07-15,850
2015-07-16,859
2015-07-17,855
2015-07-18,838
2015-07-19,853
2015-07-20,868
2015-07-21,884
2015-07-22,875
2015-07-23,907
2015-07-24,952
2015-07-25,1000
2015-07-26,1036
2015-07-27,995
2015-07-28,947
2015-07-29,963
2015-07-30,986
2015-07-31,967
2015-08-01,972
2015-08-02,978
2015-08-03,966
2015-08-04,922
2015-08-05,913
2015-08-06,926
2015-08-07,920
2015-08-08,901
2015-08-09,920
2015-08-10,935
2015-08-11,915
2015-08-12,893
2015-08-13,881
2015-08-14,896
2015-08-15,876
2015-08-16,863
2015-08-17,864
2015-08-18,895
2015-08-19,914
2015-08-20,936
2015-08-21,938
2015-08-22,958
2015-08-23,1006
2015-08-24,1049
2015-08-25,1043
2015-08-26,992
2015-08-27,1022
2015-08-28,1050
2015-08-29,1009
2015-08-30,964
2015-08-31,942
2015-09-01,929
2015-09-02,929
2015-09-03,965
2015-09-04,985
2015-09-05,1034
2015-09-06,1017
2015-09-07,975
2015-09-08,964
2015-09-09,953
2015-09-10,934
2015-09-11,948
2015-09-12,947
2015-09-13,920
2015-09-14,931
2015-09-15,936
2015-09-16,957
2015-09-17,938
2015-09-18,934
2015-09-19,948
2015-09-20,937
2015-09-21,922
2015-09-22,915
2015-09-23,938
2015-09-24,922
2015-09-25,931
2015-09-27,928
2015-09-28,927
2015-09-29,928
2015-09-30,936
2015-10-05,978
2015-10-06,995
2015-10-07,956
2015-10-08,959
2015-10-09,975
2015-10-10,956
2015-10-11,978
2015-10-12,955
2015-10-13,936
2015-10-14,971
2015-10-15,976
2015-10-16,970
2015-10-17,923
2015-10-18,909
2015-10-19,906
2015-10-20,919
2015-10-22,937
2015-10-23,962
2015-10-24,953
2015-10-25,959
2015-10-26,935
2015-10-27,939
2015-10-29,924
2015-10-30,916
2015-10-31,923
2015-11-01,908
2015-11-02,928
2015-11-03,954
2015-11-04,987
2015-11-05,1015
2015-11-06,1042
2015-11-07,1015
2015-11-08,973
2015-11-09,971
2015-11-10,974
2015-11-11,961
2015-11-12,961
2015-11-13,969
2015-11-14,959
2015-11-15,942
2015-11-16,919
2015-11-17,909
2015-11-18,919
2015-11-19,940
2015-11-20,939
2015-11-21,929
2015-11-22,942
2015-11-23,948
2015-11-24,968
2015-11-25,964
2015-11-26,953
2015-11-27,979
2015-11-28,997
2015-11-29,999
2015-11-30,951
2015-12-01,939
2015-12-02,969
2015-12-03,985
2015-12-04,1001
2015-12-05,985
2015-12-06,966
2015-12-07,992
2015-12-08,1000
2015-12-09,1044
2015-12-10,1097
2015-12-11,1123
2015-12-12,1140
2015-12-13,1095
2015-12-14,1040
2015-12-15,989
2015-12-16,940
2015-12-17,914
2015-12-18,924
2015-12-19,946
2015-12-20,921
2015-12-21,908
2015-12-22,932
2015-12-23,915
2015-12-24,929
2015-12-25,970
2015-12-26,979
2015-12-27,962
2015-12-28,948
2015-12-29,928
2015-12-30,919
2015-12-31,897
2016-01-01,891
2016-01-02,891
2016-01-03,900
2016-01-04,909
2016-01-05,911
2016-01-06,948
2016-01-07,985
2016-01-08,968
2016-01-09,955
2016-01-10,941
2016-01-11,937
2016-01-12,915
2016-01-13,929
2016-01-14,912
2016-01-15,921
2016-01-16,931
2016-01-17,920
2016-01-18,909
2016-01-19,929
2016-01-20,913
2016-01-21,907
2016-01-22,901
2016-01-23,934
2016-01-24,926
2016-01-25,941
2016-01-26,976
2016-01-27,982
2016-01-28,949
2016-01-29,935
2016-01-30,961
2016-01-31,943
2016-02-01,944
2016-02-02,919
2016-02-03,913
2016-02-04,906
2016-02-05,894
2016-02-06,929
2016-02-07,956
2016-02-08,930
2016-02-09,917
2016-02-10,921
2016-02-11,922
2016-02-12,914
2016-02-13,942
2016-02-14,937
2016-02-15,940
2016-02-16,977
2016-02-17,985
2016-02-18,957
2016-02-19,928
2016-02-20,891
2016-02-21,925
2016-02-22,956
2016-02-23,984
2016-02-24,935
2016-02-25,895
2016-02-26,862
2016-02-27,862
2016-02-28,874
2016-02-29,912
2016-03-01,902
2016-03-02,894
2016-03-03,888
2016-03-04,867
2016-03-05,899
2016-03-06,936
2016-03-07,978
2016-03-08,978
2016-03-09,953
2016-03-10,933
2016-03-11,928
2016-03-12,901
2016-03-13,877
2016-03-14,891
2016-03-15,886
2016-03-16,912
2016-03-17,914
2016-03-18,908
2016-03-19,949
2016-03-20,973
2016-03-21,970
2016-03-22,935
2016-03-23,904
2016-03-24,919
2016-03-25,921
2016-03-26,897
2016-03-27,909
2016-03-28,900
2016-03-29,897
2016-03-30,866
2016-03-31,885
2016-04-01,885
2016-04-02,912
2016-04-03,896
2016-04-04,889
2016-04-05,907
2016-04-06,923
2016-04-07,963
2016-04-08,937
2016-04-09,924
2016-04-10,948
2016-04-11,980
2016-04-12,942
2016-04-13,948
2016-04-14,958
2016-04-15,998
2016-04-16,960
2016-04-17,967
2016-04-18,971
2016-04-19,974
2016-04-20,959
2016-04-21,949
2016-04-22,956
2016-04-23,925
2016-04-24,902
2016-04-25,876
2016-04-26,905
2016-04-27,911
2016-04-28,899
2016-04-29,915
2016-04-30,928
2016-05-01,936
2016-05-02,955
2016-05-03,998
2016-05-04,981
2016-05-05,948
2016-05-06,940
2016-05-07,911
2016-05-08,902
2016-05-09,913
2016-05-10,943
2016-05-11,956
2016-05-12,960
2016-05-13,985
2016-05-14,958
2016-05-15,935
2016-05-16,956
2016-05-17,921
2016-05-18,895
2016-05-19,892
2016-05-22,921
2016-05-23,911
2016-05-24,897
2016-05-25,929
2016-05-26,929
2016-05-27,906
2016-05-28,932
2016-05-29,903
2016-05-30,907
2016-05-31,890
2016-06-01,895
2016-06-02,903
2016-06-03,905
2016-06-04,892
2016-06-05,885
2016-06-06,929
2016-06-07,967
2016-06-08,934
2016-06-09,920
2016-06-10,912
2016-06-11,902
2016-06-12,876
2016-06-13,846
2016-06-14,872
2016-06-15,901
2016-06-16,928
2016-06-17,921
2016-06-18,915
2016-06-19,927
2016-06-20,967
2016-06-21,935
2016-06-22,936
2016-06-23,938
2016-06-24,932
2016-06-25,978
2016-06-26,976
2016-06-27,954
2016-06-28,942
2016-06-29,934
2016-06-30,900
2016-07-01,933
2016-07-02,960
2016-07-03,996
2016-07-04,985
2016-07-05,1002
2016-07-06,968
2016-07-07,970
2016-07-08,937
2016-07-09,952
2016-07-10,965
2016-07-11,953
2016-07-12,981
2016-07-13,990
2016-07-14,940
2016-07-15,933
2016-07-16,951
2016-07-17,990
2016-07-18,1018
2016-07-23,1194
2016-07-24,1148
2016-07-25,1090
2016-07-26,1035
2016-07-27,1007
2016-07-28,984
2016-07-29,994
2016-07-30,984
2016-07-31,1005
2016-08-01,998
2016-08-02,978
2016-08-03,952
2016-08-04,932
2016-08-05,900
2016-08-06,910
2016-08-07,899
2016-08-08,901
2016-08-09,902
2016-08-10,902
2016-08-11,933
2016-08-12,942
2016-08-13,968
2016-08-14,974
2016-08-15,971
2016-08-16,953
2016-08-17,934
2016-08-18,934
2016-08-19,927
2016-08-20,919
2016-08-21,922
2016-08-22,920
2016-08-23,921
2016-08-24,906
2016-08-25,887
2016-08-26,882
2016-08-28,880
2016-08-31,870
2016-09-01,898
2016-09-02,900
2016-09-03,906
2016-09-04,949
2016-09-05,904
2016-09-06,908
2016-09-07,905
2016-09-08,919
2016-09-09,927
2016-09-10,926
2016-09-11,949
2016-09-12,918
2016-09-13,933
2016-09-14,962
2016-09-15,959
2016-09-16,915
2016-09-17,878
2016-09-18,873
2016-09-19,892
2016-09-20,934
2016-09-21,973
2016-09-22,945
2016-09-23,937
2016-09-24,959
2016-09-25,953
2016-09-26,949
2016-09-27,973
2016-09-28,958
2016-09-29,919
2016-09-30,907
2016-10-01,880
2016-10-02,905
2016-10-03,924
2016-10-04,926
2016-10-05,949
2016-10-06,953
2016-10-07,966
2016-10-08,944
2016-10-09,928
2016-10-10,930
2016-10-11,927
2016-10-12,924
2016-10-13,931
2016-10-14,948
2016-10-15,910
2016-10-16,898
2016-10-17,901
2016-10-18,899
2016-10-19,901
2016-10-20,895
2016-10-21,899
2016-10-22,910
2016-10-23,900
2016-10-24,886
2016-10-25,874
2016-10-26,884
2016-10-27,883
2016-10-28,893
2016-10-29,915
2016-10-30,906
2016-10-31,920
2016-11-01,939
2016-11-02,950
2016-11-03,931
2016-11-04,902
2016-11-05,893
2016-11-06,890
2016-11-07,880
2016-11-08,883
2016-11-09,875
2016-11-10,888
2016-11-11,898
2016-11-12,870
2016-11-13,883
2016-11-14,906
2016-12-07,888
2016-12-08,904
2016-12-09,927
2016-12-10,921
2016-12-11,894
2016-12-12,890
2016-12-13,886
2016-12-14,901
2016-12-15,929
2016-12-16,919
2016-12-17,911
2016-12-18,899
2016-12-19,884
2016-12-20,903
2016-12-21,916
2016-12-22,925
2016-12-23,941
2016-12-24,910
2016-12-25,936
2016-12-26,933
2016-12-27,922
2016-12-28,888
2016-12-29,909
2016-12-30,920
2016-12-31,904
2017-01-01,907
2017-01-02,919
2017-01-03,923
2017-01-04,935
2017-01-05,913
2017-01-06,924
2017-01-07,920
2017-01-08,921
2017-01-09,920
2017-01-10,911
2017-01-11,904
2017-01-12,916
2017-01-13,955
2017-01-14,958
2017-01-15,957
2017-01-16,949
2017-01-17,973
2017-01-18,954
2017-01-19,916
2017-01-20,901
2017-01-21,895
2017-01-22,908
2017-01-27,891
2017-01-28,897
2017-01-29,886
2017-01-30,882
2017-01-31,855
2017-02-01,861
2017-02-02,866
2017-02-03,847
2017-02-04,840
2017-02-05,854
2017-02-06,875
2017-02-07,870
2017-02-08,885
2017-02-09,863
2017-02-10,888
2017-02-11,879
2017-02-12,866
2017-02-13,879
2017-02-14,890
2017-02-15,881
2017-02-16,854
2017-02-18,881
2017-02-19,912
2017-02-20,908
2017-02-21,889
2017-02-22,922
2017-02-23,916
2017-02-24,882
2017-02-25,846
2017-02-26,829
2017-02-27,849
2017-02-28,856
2017-03-01,862
2017-03-02,867
2017-03-03,882
2017-03-04,896
2017-03-05,891
2017-03-06,899
2017-03-07,931
2017-03-08,952
2017-03-09,957
2017-03-10,984
2017-03-11,972
2017-03-12,925
2017-03-13,889
2017-03-14,866
2017-03-15,858
2017-03-16,856
2017-03-17,879
2017-03-18,903
2017-03-19,932
2017-03-20,915
2017-03-21,895
2017-03-22,875
2017-03-23,893
2017-03-24,919
2017-03-25,960
2017-03-26,949
2017-03-27,946
2017-03-28,955
2017-03-29,964
2017-03-30,989
2017-03-31,965
2017-04-01,950
2017-04-02,922
2017-04-03,914
2017-04-04,882
2017-04-12,911
2017-04-13,911
2017-04-14,907
2017-04-15,889
2017-04-16,876
2017-04-17,881
2017-04-18,885
2017-04-19,893
2017-04-20,872
2017-04-21,897
2017-04-22,888
2017-04-23,921
2017-04-24,905
2017-04-25,880
2017-04-26,897
2017-04-27,891
2017-04-28,898
2017-04-29,892
2017-04-30,877
2017-05-01,899
2017-05-02,911
2017-05-03,907
2017-05-04,899
2017-05-05,914
2017-05-06,931
2017-05-07,932
2017-05-08,924
2017-05-09,932
2017-05-10,968
2017-05-11,950
2017-05-12,994
2017-05-13,974
2017-05-14,956
2017-05-15,914
2017-05-16,944
2017-05-17,961
2017-05-18,944
2017-05-19,912
2017-05-20,907
2017-05-21,892
2017-05-22,881
2017-05-23,883
2017-05-24,907
2017-05-25,909
2017-05-26,923
2017-05-27,891
2017-05-28,875
2017-05-29,883
2017-05-30,881
2017-05-31,863
2017-06-01,858
2017-06-02,894
2017-06-03,878
2017-06-06,879
2017-06-07,873
2017-06-08,877
2017-06-09,884
2017-06-10,855
2017-06-11,842
2017-06-12,828
2017-06-13,847
2017-06-14,846
2017-06-15,885
2017-06-16,923
2017-06-17,953
2017-06-18,941
2017-06-19,911
2017-06-20,910
2017-06-21,875
2017-06-22,877
2017-06-23,894
2017-06-24,908
2017-06-25,909
2017-06-26,940
2017-06-27,928
2017-06-28,887
2017-06-29,879
2017-06-30,865
2017-07-01,868
2017-07-02,851
2017-07-03,849
2017-07-04,855
2017-07-05,864
2017-07-06,887
2017-07-07,884
2017-07-08,897
2017-07-13,923
2017-07-14,920
2017-07-15,916
2017-07-16,897
2017-07-17,872
2017-07-18,858
2017-07-19,880
2017-07-20,878
2017-07-21,880
2017-07-22,866
2017-07-23,895
2017-07-24,901
2017-07-25,926
2017-07-26,973
2017-07-27,954
2017-07-28,920
2017-07-29,911
2017-07-30,928
2017-07-31,942
2017-08-01,913
2017-08-02,896
2017-08-03,897
2017-08-04,886
2017-08-05,862
2017-08-06,837
2017-08-09,887
2017-08-10,913
2017-08-11,914
2017-08-12,886
2017-08-13,877
2017-08-14,907
2017-08-15,881
2017-08-16,884
2017-08-17,874
2017-08-18,897
2017-08-19,883
2017-08-20,905
2017-08-21,929
2017-08-22,904
2017-08-23,919
2017-08-24,937
2017-08-25,925
2017-08-26,932
2017-08-27,944
2017-08-28,989
2017-08-29,972
2017-08-30,937
2017-08-31,895
2017-09-01,886
2017-09-02,863
2017-09-03,849
2017-09-04,873
2017-09-05,871
2017-09-06,893
2017-09-07,900
2017-09-08,898
2017-09-09,909
2017-09-10,921
2017-09-11,909
2017-09-12,913
2017-09-13,943
2017-09-14,934
2017-09-15,906
2017-09-16,918
2017-09-17,922
2017-09-19,931
2017-09-20,909
2017-09-21,890
2017-09-22,894
2017-09-23,896
2017-09-24,905
2017-09-25,891
2017-09-26,890
2017-09-27,920
2017-09-28,890
2017-09-29,899
2017-09-30,899
2017-10-01,882
2017-10-02,849
2017-10-03,857
2017-10-04,896
2017-10-05,882
2017-10-06,894
2017-10-07,916
2017-10-08,895
2017-10-09,910
2017-10-10,937
2017-10-11,965
2017-10-12,955
2017-10-13,959
2017-10-14,996
2017-10-15,994
2017-10-16,955
2017-10-17,917
2017-10-18,907
2017-10-19,915
2017-10-20,900
2017-10-21,891
2017-10-22,879
2017-10-23,868
2017-10-24,860
2017-10-25,837
2017-10-26,827
2017-10-27,834
2017-10-28,843
2017-10-29,860
2017-10-30,847
2017-10-31,846
2017-11-01,881
2017-11-02,897
2017-11-03,888
2017-11-04,900
2017-11-05,910
2017-11-06,899
2017-11-07,897
2017-11-08,903
2017-11-09,925
2017-11-10,936
2017-11-11,908
2017-11-12,883
2017-11-13,838
2017-11-14,835
2017-11-15,857
2017-11-16,897
2017-11-17,913
2017-11-18,918
2017-11-19,877
2017-11-20,848
2017-11-21,849
2017-11-22,865
2017-11-23,862
2017-11-24,884
2017-11-25,887
2017-11-26,893
2017-11-27,897
2017-11-28,893
2017-11-29,895
2017-11-30,893
2017-12-01,917
2017-12-02,955
2017-12-03,961
2017-12-04,957
2017-12-05,956
2017-12-06,909
2017-12-07,876
2017-12-08,889
2017-12-09,893
2017-12-10,876
2017-12-11,868
2017-12-12,865
2017-12-14,850
2017-12-15,846
2017-12-16,824
2017-12-17,821
2017-12-18,814
2017-12-19,828
2017-12-20,849
2017-12-21,832
2017-12-22,831
2017-12-23,847
2017-12-24,826
2017-12-25,825
2017-12-26,822
2017-12-27,838
2017-12-28,846
2017-12-29,834
2017-12-30,846
2017-12-31,873
2018-01-01,866
2018-01-02,833
2018-01-03,855
2018-01-04,883
2018-01-05,878
2018-01-06,863
2018-01-07,875
2018-01-08,885
2018-01-09,890
2018-01-10,913
2018-01-11,909
2018-01-12,899
2018-01-13,883
2018-01-14,919
2018-01-15,919
2018-01-16,924
2018-01-17,949
2018-01-18,959
2018-01-19,968
2018-01-20,929
2018-01-21,894
2018-01-22,864
2018-01-23,891
2018-01-25,918
2018-01-26,903
2018-01-27,908
2018-01-28,921
2018-01-29,904
2018-01-31,887
2018-02-01,893
2018-02-02,899
2018-02-03,902
2018-02-04,906
2018-02-05,875
2018-02-06,840
2018-02-07,835
2018-02-08,817
2018-02-09,818
2018-02-10,835
2018-02-11,843
2018-02-12,840
2018-02-13,871
2018-02-14,889
2018-02-15,905
2018-02-16,875
2018-02-17,859
2018-02-18,868
2018-02-19,894
2018-02-20,900
2018-02-21,904
2018-02-22,898
2018-02-23,876
2018-02-24,876
2018-02-25,862
2018-02-26,853
2018-02-27,846
2018-02-28,829
2018-03-01,836
2018-03-02,855
2018-03-03,862
2018-03-04,876
2018-03-05,850
2018-03-06,844
2018-03-07,839
2018-03-08,835
2018-03-09,853
2018-03-10,837
2018-03-11,849
2018-03-12,857
2018-03-13,871
2018-03-14,899
2018-03-15,882
2018-03-16,872
2018-03-17,873
2018-03-18,905
2018-03-19,878
2018-03-20,885
2018-03-21,874
2018-03-23,893
2018-03-24,898
2018-03-26,920
2018-03-27,899
2018-03-28,874
2018-03-29,858
2018-03-30,880
2018-03-31,870
2018-04-01,865
2018-04-02,874
2018-04-03,863
2018-04-04,888
2018-04-05,917
2018-04-06,890
2018-04-07,887
2018-04-08,880
2018-04-09,902
2018-04-10,894
2018-04-11,881
2018-04-12,863
2018-04-13,859
2018-04-14,865
2018-04-15,869
2018-04-16,880
2018-04-17,889
2018-04-18,896
2018-04-19,895
2018-04-20,886
2018-04-21,883
2018-04-22,871
2018-04-23,883
2018-04-24,903
2018-04-25,919
2018-04-26,932
2018-04-27,950
2018-04-28,955
2018-04-29,972
2018-04-30,994
2018-05-01,1022
2018-05-04,994
2018-05-05,966
2018-05-06,960
2018-05-08,920
2018-05-09,901
2018-05-10,897
2018-05-11,889
2018-05-12,882
2018-05-13,903
2018-05-14,924
2018-05-15,912
2018-05-16,900
2018-05-17,928
2018-05-18,913
2018-05-19,936
2018-05-20,910
2018-05-21,870
2018-05-22,848
2018-05-23,857
2018-05-24,852
2018-05-25,848
2018-05-26,864
2018-05-27,866
2018-05-28,873
2018-05-29,887
2018-05-30,917
2018-05-31,911
2018-06-01,903
2018-06-02,902
2018-06-03,897
2018-06-04,888
2018-06-05,899
2018-06-06,901
2018-06-07,910
2018-06-08,903
2018-06-09,889
2018-06-10,885
2018-06-11,893
2018-06-12,900
2018-06-13,910
2018-06-14,948
2018-06-15,972
2018-06-16,954
2018-06-17,936
2018-06-18,932
2018-06-19,937
2018-06-20,934
2018-06-21,920
2018-06-22,914
2018-06-23,890
2018-06-24,861
2018-06-25,870
2018-06-26,869
2018-06-27,896
2018-06-28,918
2018-06-29,937
2018-06-30,927
2018-07-01,904
2018-07-02,899
2018-07-03,887
2018-07-04,878
2018-07-05,878
2018-07-06,891
2018-07-07,874
2018-07-08,871
2018-07-09,856
2018-07-10,848
2018-07-11,863
2018-07-12,850
2018-07-13,837
2018-07-14,868
2018-07-15,895
2018-07-16,899
2018-07-17,889
2018-07-18,881
2018-07-19,881
2018-07-20,885
2018-07-21,897
2018-07-22,925
2018-07-23,916
2018-07-24,907
2018-07-25,887
2018-07-26,888
2018-07-27,895
2018-07-28,893
2018-07-29,882
2018-07-30,902
2018-07-31,924
2018-08-01,911
2018-08-02,924
2018-08-03,904
2018-08-04,907
2018-08-05,912
2018-08-06,912
2018-08-07,903
2018-08-08,897
2018-08-09,904
2018-08-10,907
2018-08-11,905
2018-08-12,909
2018-08-14,916
2018-08-16,839
2018-08-17,812
2018-08-18,791
2018-08-19,786
2018-08-20,804
2018-08-21,820
2018-08-22,832
2018-08-23,852
2018-08-24,856
2018-08-25,842
2018-08-26,808
2018-08-27,829
2018-08-28,843
2018-08-29,842
2018-08-30,837
2018-08-31,843
2018-09-01,841
