date_obj,Magic%20shortbow price
2018-09-02,838
2018-09-03,827
2018-09-04,856
2018-09-05,872
2018-09-06,883
2018-09-07,889
2018-09-08,921
2018-09-09,900
2018-09-10,860
2018-09-11,834
2018-09-12,824
2018-09-13,848
2018-09-14,855
2018-09-15,839
2018-09-16,821
2018-09-17,826
2018-09-18,837
2018-09-19,861
2018-09-20,857
2018-09-21,839
2018-09-22,825
2018-09-23,813
2018-09-24,826
2018-09-25,834
2018-09-26,852
2018-09-27,842
2018-09-28,837
2018-09-29,849
2018-09-30,882
2018-10-02,928
2018-10-03,899
2018-10-04,897
2018-10-05,881
2018-10-06,847
2018-10-07,818
2018-10-08,818
2018-10-09,830
2018-10-10,845
2018-10-11,880
2018-10-12,888
2018-10-13,893
2018-10-14,899
2018-10-15,897
2018-10-16,902
2018-10-17,903
2018-10-18,890
2018-10-19,880
2018-10-20,852
2018-10-21,818
2018-10-22,826
2018-10-23,845
2018-10-24,870
2018-10-25,870
2018-10-26,857
2018-10-27,857
2018-10-28,842
2018-10-29,829
2018-10-30,827
2018-10-31,818
2018-11-01,828
2018-11-03,841
2018-11-04,849
2018-11-05,863
2018-11-06,863
2018-11-07,869
2018-11-08,873
2018-11-09,866
2018-11-10,854
2018-11-11,847
2018-11-12,837
2018-11-13,831
2018-11-14,820
2018-11-15,826
2018-11-16,829
2018-11-17,834
2018-11-18,840
2018-11-19,846
2018-11-20,845
2018-11-21,848
2018-11-22,842
2018-11-23,848
2018-11-24,849
2018-11-25,843
2018-11-26,846
2018-11-27,851
2018-11-28,855
2018-11-29,863
2018-12-01,869
2018-12-02,882
2018-12-03,876
2018-12-05,878
2018-12-07,879
2018-12-09,842
2018-12-10,834
2018-12-11,834
2018-12-12,832
2018-12-13,836
2018-12-14,836
2018-12-15,851
2018-12-16,859
2018-12-17,883
2018-12-18,903
2018-12-19,893
2018-12-20,897
2018-12-21,892
2018-12-22,872
2018-12-23,879
2018-12-24,874
2018-12-25,881
2018-12-26,885
2018-12-27,883
2018-12-28,883
2018-12-29,856
2018-12-30,854
2018-12-31,841
2019-01-01,837
2019-01-02,832
2019-01-03,831
2019-01-04,837
2019-01-05,852
2019-01-06,844
2019-01-08,842
2019-01-10,867
2019-01-11,872
2019-01-12,885
2019-01-13,878
2019-01-14,865
2019-01-15,839
2019-01-16,825
2019-01-17,816
2019-01-18,821
2019-01-19,812
2019-01-20,832
2019-01-21,845
2019-01-22,865
2019-01-23,864
2019-01-24,825
2019-01-25,825
2019-01-26,833
2019-01-27,831
2019-01-28,824
2019-01-29,836
2019-01-30,819
2019-01-31,822
2019-02-01,836
2019-02-02,818
2019-02-03,829
2019-02-04,820
2019-02-05,827
2019-02-06,820
2019-02-07,820
2019-02-08,827
2019-02-09,827
2019-02-10,828
2019-02-11,841
2019-02-12,830
2019-02-13,830
2019-02-14,837
2019-02-15,851
2019-02-16,877
2019-02-17,894
2019-02-18,874
2019-02-19,866
2019-02-20,845
2019-02-21,838
2019-02-22,836
2019-02-23,849
2019-02-24,842
2019-02-25,842
2019-02-26,844
2019-02-27,847
2019-02-28,840
2019-03-01,850
2019-03-02,855
2019-03-03,859
2019-03-04,887
2019-03-05,899
2019-03-06,898
2019-03-07,890
2019-03-08,880
2019-03-09,859
2019-03-10,864
2019-03-11,843
2019-03-12,836
2019-03-13,826
2019-03-14,822
2019-03-15,819
2019-03-16,837
2019-03-17,837
2019-03-18,851
2019-03-19,853
2019-03-20,853
2019-03-21,849
2019-03-22,848
2019-03-23,847
2019-03-24,851
2019-03-25,848
2019-03-26,853
2019-03-27,845
2019-03-28,850
2019-03-29,853
2019-03-30,847
2019-03-31,845
2019-04-01,851
2019-04-02,846
2019-04-03,853
2019-04-04,848
2019-04-05,849
2019-04-06,852
2019-04-07,854
2019-04-08,846
2019-04-09,839
2019-04-10,842
2019-04-11,841
2019-04-12,835
2019-04-13,826
2019-04-14,822
2019-04-15,822
2019-04-16,823
2019-04-17,829
2019-04-18,823
2019-04-19,827
2019-04-20,834
2019-04-21,837
2019-04-22,834
2019-04-23,839
2019-04-24,849
2019-04-25,859
2019-04-26,840
2019-04-27,829
2019-04-28,834
2019-04-29,836
2019-04-30,825
2019-05-01,822
2019-05-02,828
2019-05-03,839
2019-05-04,834
2019-05-05,834
2019-05-06,830
2019-05-07,824
2019-05-08,829
2019-05-09,827
2019-05-10,831
2019-05-11,841
2019-05-12,831
2019-05-13,833
2019-05-14,833
2019-05-15,822
2019-05-16,820
2019-05-17,811
2019-05-18,810
2019-05-19,808
2019-05-20,805
2019-05-21,801
2019-05-22,802
2019-05-23,801
2019-05-24,809
2019-05-25,824
2019-05-26,814
2019-05-27,805
2019-05-28,817
2019-05-29,818
2019-05-30,809
2019-05-31,828
2019-06-01,816
2019-06-02,818
2019-06-03,815
2019-06-04,824
2019-06-05,826
2019-06-06,833
2019-06-07,857
2019-06-08,832
2019-06-09,833
2019-06-10,867
2019-06-11,856
2019-06-12,821
2019-06-13,830
2019-06-14,857
2019-06-15,884
2019-06-16,853
2019-06-17,827
2019-06-18,824
2019-06-19,830
2019-06-20,849
2019-06-21,844
2019-06-22,817
2019-06-23,802
2019-06-24,842
2019-06-25,858
2019-06-26,886
2019-06-27,918
2019-06-28,922
2019-06-29,875
2019-06-30,832
2019-07-01,810
2019-07-02,805
2019-07-03,808
2019-07-04,820
2019-07-05,848
2019-07-06,846
2019-07-07,817
2019-07-08,806
2019-07-09,833
2019-07-10,863
2019-07-11,896
2019-07-12,857
2019-07-13,841
2019-07-14,826
2019-07-15,818
2019-07-16,810
2019-07-17,818
2019-07-18,858
2019-07-19,878
2019-07-20,852
2019-07-21,848
2019-07-22,836
2019-07-23,824
2019-07-24,832
2019-07-25,830
2019-07-26,822
2019-07-27,821
2019-07-28,832
2019-07-29,848
2019-07-30,837
2019-07-31,845
2019-08-01,830
2019-08-02,825
2019-08-03,825
2019-08-04,821
2019-08-05,823
2019-08-06,809
2019-08-07,819
2019-08-08,802
2019-08-09,808
2019-08-10,806
2019-08-11,816
2019-08-12,821
2019-08-13,816
2019-08-14,829
2019-08-15,824
2019-08-16,836
2019-08-17,822
2019-08-18,831
2019-08-19,816
2019-08-20,826
2019-08-21,823
2019-08-22,820
2019-08-23,828
2019-08-24,831
2019-08-24,831
2019-08-25,821
2019-08-25,821
2019-08-26,825
2019-08-26,825
2019-08-27,851
2019-08-27,851
2019-08-28,863
2019-08-29,888
2019-08-30,867
