date_obj,Pineapple%20pizza price
2016-09-02,1003
2016-09-03,1012
2016-09-04,986
2016-09-05,980
2016-09-06,1002
2016-09-07,1046
2016-09-08,1064
2016-09-09,1056
2016-09-10,1094
2016-09-11,1142
2016-09-12,1184
2016-09-13,1239
2016-09-14,1270
2016-09-15,1242
2016-09-16,1263
2016-09-17,1233
2016-09-18,1171
2016-09-19,1129
2016-09-20,1168
2016-09-21,1109
2016-09-22,1053
2016-09-23,1019
2016-09-24,1019
2016-09-25,1015
2016-09-26,988
2016-09-27,1027
2016-09-28,1039
2016-09-29,1065
2016-09-30,1064
2016-10-01,1010
2016-10-02,994
2016-10-03,998
2016-10-04,1042
2016-10-05,1085
2016-10-06,1137
2016-10-07,1134
2016-10-08,1148
2016-10-09,1099
2016-10-10,1092
2016-10-11,1102
2016-10-12,1156
2016-10-13,1164
2016-10-14,1141
2016-10-15,1141
2016-10-16,1176
2016-10-17,1138
2016-10-18,1147
2016-10-19,1204
2016-10-20,1265
2016-10-21,1257
2016-10-22,1197
2016-10-23,1206
2016-10-24,1267
2016-10-25,1328
2016-10-26,1366
2016-10-27,1364
2016-10-28,1389
2016-10-29,1350
2016-10-30,1284
2016-10-31,1290
2016-11-01,1252
2016-11-02,1266
2016-11-03,1252
2016-11-04,1201
2016-11-05,1186
2016-11-06,1174
2016-11-07,1136
2016-11-08,1169
2016-11-09,1224
2016-11-10,1216
2016-11-11,1162
2016-11-12,1124
2016-11-13,1088
2016-11-14,1082
2016-12-07,1016
2016-12-08,995
2016-12-09,985
2016-12-10,964
2016-12-11,960
2016-12-12,991
2016-12-13,987
2016-12-14,979
2016-12-15,980
2016-12-16,980
2016-12-17,965
2016-12-18,943
2016-12-19,936
2016-12-20,897
2016-12-21,878
2016-12-22,891
2016-12-23,920
2016-12-24,926
2016-12-25,918
2016-12-26,894
2016-12-27,896
2016-12-28,915
2016-12-29,918
2016-12-30,917
2016-12-31,900
2017-01-01,891
2017-01-02,895
2017-01-03,895
2017-01-04,888
2017-01-05,877
2017-01-06,873
2017-01-07,871
2017-01-08,882
2017-01-09,891
2017-01-10,895
2017-01-11,884
2017-01-12,882
2017-01-13,875
2017-01-14,881
2017-01-15,862
2017-01-16,863
2017-01-17,857
2017-01-18,845
2017-01-19,839
2017-01-20,852
2017-01-21,821
2017-01-22,827
2017-01-28,802
2017-01-29,791
2017-01-30,790
2017-01-31,753
2017-02-01,753
2017-02-02,744
2017-02-03,736
2017-02-04,768
2017-02-05,806
2017-02-06,838
2017-02-07,844
2017-02-08,887
2017-02-09,910
2017-02-10,947
2017-02-11,977
2017-02-12,983
2017-02-13,986
2017-02-14,1022
2017-02-15,1038
2017-02-16,1025
2017-02-18,1032
2017-02-19,1015
2017-02-20,971
2017-02-21,965
2017-02-22,960
2017-02-23,995
2017-02-24,1033
2017-02-25,1074
2017-02-26,1075
2017-02-27,1053
2017-02-28,1069
2017-03-01,1123
2017-03-02,1179
2017-03-03,1213
2017-03-04,1223
2017-03-05,1185
2017-03-06,1148
2017-03-07,1093
2017-03-08,1038
2017-03-09,995
2017-03-10,1035
2017-03-11,992
2017-03-12,987
2017-03-13,1037
2017-03-14,1041
2017-03-15,1081
2017-03-16,1076
2017-03-17,1068
2017-03-18,1042
2017-03-19,989
2017-03-20,1009
2017-03-21,993
2017-03-22,987
2017-03-23,985
2017-03-24,1011
2017-03-25,1058
2017-03-26,1094
2017-03-27,1135
2017-03-28,1186
2017-03-29,1167
2017-03-30,1108
2017-03-31,1066
2017-04-01,1012
2017-04-02,973
2017-04-03,970
2017-04-04,970
2017-04-12,943
2017-04-13,935
2017-04-14,949
2017-04-15,963
2017-04-16,981
2017-04-17,1001
2017-04-18,972
2017-04-19,980
2017-04-20,989
2017-04-21,1022
2017-04-22,1023
2017-04-23,1024
2017-04-24,1015
2017-04-25,1019
2017-04-26,1012
2017-04-27,1022
2017-04-28,1030
2017-04-29,1042
2017-04-30,1028
2017-05-01,1031
2017-05-02,1033
2017-05-03,1020
2017-05-04,1016
2017-05-05,1019
2017-05-06,1020
2017-05-07,1007
2017-05-08,999
2017-05-09,1001
2017-05-10,988
2017-05-11,1012
2017-05-12,1040
2017-05-13,1055
2017-05-14,1068
2017-05-15,1020
2017-05-16,1021
2017-05-17,1026
2017-05-18,1015
2017-05-19,997
2017-05-20,1007
2017-05-21,1022
2017-05-22,1000
2017-05-23,997
2017-05-24,1002
2017-05-25,1009
2017-05-26,1003
2017-05-27,996
2017-05-28,992
2017-05-29,987
2017-05-30,970
2017-05-31,950
2017-06-01,951
2017-06-02,938
2017-06-03,973
2017-06-06,968
2017-06-07,958
2017-06-08,947
2017-06-09,908
2017-06-10,900
2017-06-11,897
2017-06-12,880
2017-06-13,867
2017-06-14,871
2017-06-15,896
2017-06-16,894
2017-06-17,857
2017-06-18,854
2017-06-19,862
2017-06-20,882
2017-06-21,918
2017-06-22,913
2017-06-23,890
2017-06-24,891
2017-06-25,882
2017-06-26,885
2017-06-27,896
2017-06-28,922
2017-06-29,952
2017-06-30,952
2017-07-01,921
2017-07-02,930
2017-07-03,910
2017-07-04,888
2017-07-05,887
2017-07-06,891
2017-07-07,888
2017-07-08,890
2017-07-13,873
2017-07-14,853
2017-07-15,836
2017-07-16,811
2017-07-17,807
2017-07-18,783
2017-07-19,795
2017-07-20,805
2017-07-21,814
2017-07-22,810
2017-07-23,816
2017-07-24,848
2017-07-25,852
2017-07-26,860
2017-07-27,836
2017-07-28,839
2017-07-29,837
2017-07-30,837
2017-07-31,828
2017-08-01,828
2017-08-02,824
2017-08-03,821
2017-08-04,843
2017-08-05,843
2017-08-06,844
2017-08-09,855
2017-08-10,838
2017-08-11,840
2017-08-12,811
2017-08-13,798
2017-08-14,832
2017-08-15,830
2017-08-17,833
2017-08-18,834
2017-08-19,817
2017-08-20,807
2017-08-22,811
2017-08-23,810
2017-08-24,809
2017-08-25,806
2017-08-26,809
2017-08-27,783
2017-08-28,778
2017-08-29,770
2017-08-30,786
2017-08-31,792
2017-09-01,792
2017-09-02,797
2017-09-03,783
2017-09-04,789
2017-09-05,787
2017-09-06,774
2017-09-07,776
2017-09-08,770
2017-09-09,769
2017-09-10,772
2017-09-11,778
2017-09-12,777
2017-09-13,791
2017-09-14,816
2017-09-15,852
2017-09-16,845
2017-09-17,830
2017-09-19,807
2017-09-20,802
2017-09-21,823
2017-09-22,834
2017-09-23,810
2017-09-24,798
2017-09-25,784
2017-09-26,767
2017-09-27,760
2017-09-28,746
2017-09-29,733
2017-09-30,720
2017-10-01,704
2017-10-02,705
2017-10-03,693
2017-10-04,697
2017-10-05,693
2017-10-06,676
2017-10-07,665
2017-10-08,670
2017-10-09,659
2017-10-10,645
2017-10-11,648
2017-10-12,676
2017-10-13,693
2017-10-14,676
2017-10-15,670
2017-10-16,686
2017-10-17,671
2017-10-18,664
2017-10-19,685
2017-10-20,692
2017-10-21,691
2017-10-22,657
2017-10-23,641
2017-10-24,643
2017-10-25,656
2017-10-26,672
2017-10-27,679
2017-10-28,680
2017-10-29,693
2017-10-30,718
2017-10-31,727
2017-11-01,716
2017-11-02,697
2017-11-03,684
2017-11-04,666
2017-11-05,659
2017-11-06,658
2017-11-07,659
2017-11-08,666
2017-11-09,649
2017-11-10,655
2017-11-11,663
2017-11-12,655
2017-11-13,648
2017-11-14,654
2017-11-15,652
2017-11-16,656
2017-11-17,674
2017-11-18,663
2017-11-19,654
2017-11-20,664
2017-11-21,654
2017-11-22,664
2017-11-23,659
2017-11-24,645
2017-11-25,636
2017-11-26,629
2017-11-27,629
2017-11-28,617
2017-11-29,610
2017-11-30,599
2017-12-01,585
2017-12-02,562
2017-12-03,543
2017-12-04,553
2017-12-05,580
2017-12-06,607
2017-12-07,627
2017-12-08,623
2017-12-09,606
2017-12-10,591
2017-12-11,587
2017-12-12,615
2017-12-14,620
2017-12-15,632
2017-12-16,661
2017-12-17,695
2017-12-18,727
2017-12-19,747
2017-12-20,714
2017-12-21,686
2017-12-22,662
2017-12-23,661
2017-12-24,647
2017-12-25,647
2017-12-26,653
2017-12-27,648
2017-12-28,651
2017-12-29,656
2017-12-30,646
2017-12-31,648
2018-01-01,645
2018-01-02,649
2018-01-03,650
2018-01-04,644
2018-01-05,653
2018-01-06,681
2018-01-07,688
2018-01-08,692
2018-01-09,705
2018-01-10,707
2018-01-11,718
2018-01-12,697
2018-01-13,691
2018-01-14,678
2018-01-15,661
2018-01-16,650
2018-01-17,657
2018-01-18,651
2018-01-19,647
2018-01-20,627
2018-01-21,615
2018-01-22,620
2018-01-23,616
2018-01-24,614
2018-01-25,613
2018-01-26,617
2018-01-27,630
2018-01-28,638
2018-01-29,632
2018-01-31,624
2018-02-01,637
2018-02-02,635
2018-02-03,633
2018-02-04,634
2018-02-05,630
2018-02-06,642
2018-02-07,644
2018-02-08,657
2018-02-09,682
2018-02-10,700
2018-02-11,701
2018-02-12,687
2018-02-13,687
2018-02-14,687
2018-02-15,689
2018-02-16,692
2018-02-17,718
2018-02-18,726
2018-02-19,706
2018-02-20,681
2018-02-21,670
2018-02-22,646
2018-02-23,642
2018-02-24,637
2018-02-25,619
2018-02-26,616
2018-02-27,614
2018-03-01,625
2018-03-02,655
2018-03-03,637
2018-03-04,624
2018-03-05,626
2018-03-06,641
2018-03-07,661
2018-03-08,678
2018-03-09,694
2018-03-10,692
2018-03-11,664
2018-03-12,672
2018-03-13,680
2018-03-14,693
2018-03-15,698
2018-03-16,696
2018-03-17,714
2018-03-18,722
2018-03-19,721
2018-03-20,707
2018-03-21,732
2018-03-23,795
2018-03-24,782
2018-03-26,769
2018-03-27,765
2018-03-28,771
2018-03-29,769
2018-03-30,747
2018-03-31,716
2018-04-01,702
2018-04-02,695
2018-04-03,682
2018-04-04,655
2018-04-05,638
2018-04-06,642
2018-04-08,647
2018-04-09,643
2018-04-10,634
2018-04-11,629
2018-04-12,655
2018-04-13,680
2018-04-14,677
2018-04-15,686
2018-04-16,686
2018-04-17,684
2018-04-18,693
2018-04-19,704
2018-04-20,726
2018-04-21,710
2018-04-22,694
2018-04-23,701
2018-04-24,709
2018-04-25,706
2018-04-26,704
2018-04-27,708
2018-04-28,711
2018-04-29,715
2018-04-30,712
2018-05-01,710
2018-05-02,703
2018-05-03,689
2018-05-04,685
2018-05-05,660
2018-05-06,627
2018-05-07,599
2018-05-08,599
2018-05-09,609
2018-05-10,635
2018-05-11,628
2018-05-12,614
2018-05-13,607
2018-05-14,610
2018-05-15,612
2018-05-16,614
2018-05-17,615
2018-05-18,607
2018-05-19,597
2018-05-20,597
2018-05-21,612
2018-05-22,619
2018-05-23,628
2018-05-24,632
2018-05-25,622
2018-05-26,616
2018-05-27,597
2018-05-28,596
2018-05-29,594
2018-05-30,593
2018-05-31,596
2018-06-01,582
2018-06-02,596
2018-06-03,596
2018-06-04,594
2018-06-05,597
2018-06-06,597
2018-06-07,591
2018-06-08,588
2018-06-09,588
2018-06-10,593
2018-06-11,592
2018-06-12,592
2018-06-13,596
2018-06-14,593
2018-06-15,596
2018-06-16,594
2018-06-17,594
2018-06-18,598
2018-06-19,590
2018-06-20,592
2018-06-21,592
2018-06-22,593
2018-06-23,599
2018-06-24,606
2018-06-25,631
2018-06-26,638
2018-06-27,662
2018-06-28,691
2018-06-29,719
2018-06-30,749
2018-07-01,782
2018-07-02,793
2018-07-03,815
2018-07-04,856
2018-07-05,899
2018-07-06,893
2018-07-07,893
2018-07-08,867
2018-07-09,833
2018-07-10,830
2018-07-11,823
2018-07-12,838
2018-07-13,835
2018-07-14,826
2018-07-15,823
2018-07-16,827
2018-07-17,825
2018-07-18,822
2018-07-19,858
2018-07-20,882
2018-07-21,902
2018-07-22,890
2018-07-23,888
2018-07-24,881
2018-07-25,879
2018-07-26,875
2018-07-27,861
2018-07-28,836
2018-07-29,825
2018-07-30,833
2018-07-31,804
2018-08-01,791
2018-08-02,787
2018-08-03,795
2018-08-04,790
2018-08-05,785
2018-08-06,788
2018-08-07,783
2018-08-08,783
2018-08-09,790
2018-08-10,779
2018-08-11,773
2018-08-12,770
2018-08-14,761
2018-08-16,740
2018-08-17,737
2018-08-18,734
2018-08-19,732
2018-08-20,728
2018-08-21,725
2018-08-22,726
2018-08-23,742
2018-08-24,766
2018-08-25,749
2018-08-26,736
2018-08-27,744
2018-08-28,756
2018-08-29,763
2018-08-30,776
2018-08-31,793
2018-09-01,809
2018-09-02,809
2018-09-03,793
2018-09-04,815
2018-09-05,835
2018-09-06,866
2018-09-07,893
2018-09-08,918
2018-09-09,911
2018-09-10,877
2018-09-11,859
2018-09-12,826
2018-09-13,813
2018-09-14,780
2018-09-15,757
2018-09-16,742
2018-09-17,742
2018-09-18,756
2018-09-19,763
2018-09-20,765
2018-09-21,763
2018-09-22,742
2018-09-23,740
2018-09-24,729
2018-09-25,727
2018-09-26,725
2018-09-27,747
2018-09-28,774
2018-09-29,788
2018-09-30,790
2018-10-02,785
2018-10-03,793
2018-10-04,801
2018-10-05,803
2018-10-06,790
2018-10-07,780
2018-10-08,764
2018-10-09,758
2018-10-10,750
2018-10-11,758
2018-10-12,766
2018-10-13,785
2018-10-14,777
2018-10-15,763
2018-10-16,760
2018-10-17,755
2018-10-18,750
2018-10-19,748
2018-10-20,755
2018-10-21,758
2018-10-22,749
2018-10-23,753
2018-10-24,790
2018-10-25,829
2018-10-26,858
2018-10-27,886
2018-10-28,899
2018-10-29,919
2018-10-30,906
2018-10-31,912
2018-11-01,926
2018-11-03,926
2018-11-04,903
2018-11-05,886
2018-11-06,893
2018-11-07,888
2018-11-08,882
2018-11-09,877
2018-11-10,878
2018-11-11,880
2018-11-12,862
2018-11-13,879
2018-11-15,938
2018-11-16,921
2018-11-17,890
2018-11-18,875
2018-11-19,868
2018-11-20,838
2018-11-21,845
2018-11-22,837
2018-11-23,837
2018-11-24,800
2018-11-25,801
2018-11-26,809
2018-11-27,810
2018-11-28,814
2018-11-29,840
2018-12-01,875
2018-12-02,912
2018-12-03,950
2018-12-04,974
2018-12-05,965
2018-12-07,941
2018-12-09,912
2018-12-10,889
2018-12-11,848
2018-12-12,845
2018-12-13,838
2018-12-14,843
2018-12-15,841
2018-12-16,868
2018-12-17,887
2018-12-18,898
2018-12-19,910
2018-12-20,903
2018-12-21,890
2018-12-22,870
2018-12-23,848
2018-12-24,832
2018-12-25,836
2018-12-26,833
2018-12-27,805
2018-12-28,786
2018-12-29,790
2018-12-30,808
2018-12-31,791
2019-01-01,789
2019-01-02,793
2019-01-03,791
2019-01-04,792
2019-01-05,790
2019-01-06,786
2019-01-08,770
2019-01-10,775
2019-01-11,776
2019-01-12,793
2019-01-13,791
2019-01-14,814
2019-01-15,845
2019-01-16,844
2019-01-17,842
2019-01-18,848
2019-01-19,833
2019-01-20,827
2019-01-21,802
2019-01-22,801
2019-01-23,810
2019-01-24,819
2019-01-25,815
2019-01-26,825
2019-01-27,831
2019-01-28,828
2019-01-29,820
2019-01-30,829
2019-01-31,817
2019-02-01,800
2019-02-02,785
2019-02-03,770
2019-02-04,751
2019-02-05,723
2019-02-06,741
2019-02-07,744
2019-02-08,732
2019-02-09,715
2019-02-10,726
2019-02-11,723
2019-02-12,712
2019-02-13,703
2019-02-14,701
2019-02-15,700
2019-02-16,696
2019-02-17,707
2019-02-18,709
2019-02-19,729
2019-02-20,729
2019-02-21,737
2019-02-22,750
2019-02-23,763
2019-02-24,754
2019-02-25,729
2019-02-26,729
2019-02-27,717
2019-02-28,714
2019-03-01,712
2019-03-02,709
2019-03-03,717
2019-03-04,726
2019-03-05,728
2019-03-06,706
2019-03-07,725
2019-03-08,738
2019-03-09,760
2019-03-10,787
2019-03-11,812
2019-03-12,791
2019-03-13,763
2019-03-14,743
2019-03-15,724
2019-03-16,709
2019-03-17,694
2019-03-18,690
2019-03-19,696
2019-03-20,700
2019-03-21,710
2019-03-22,719
2019-03-23,717
2019-03-24,697
2019-03-25,675
2019-03-26,669
2019-03-27,666
2019-03-28,662
2019-03-29,668
2019-03-30,669
2019-03-31,656
2019-04-01,647
2019-04-02,644
2019-04-03,644
2019-04-04,641
2019-04-05,635
2019-04-06,632
2019-04-07,637
2019-04-08,639
2019-04-09,659
2019-04-10,679
2019-04-11,682
2019-04-12,703
2019-04-13,713
2019-04-14,686
2019-04-15,664
2019-04-16,643
2019-04-17,630
2019-04-18,611
2019-04-19,588
2019-04-20,581
2019-04-21,589
2019-04-22,573
2019-04-23,583
2019-04-24,581
2019-04-25,582
2019-04-26,580
2019-04-27,593
2019-04-28,590
2019-04-29,598
2019-04-30,627
2019-05-01,654
2019-05-02,673
2019-05-03,673
2019-05-04,650
2019-05-05,624
2019-05-06,613
2019-05-07,615
2019-05-08,623
2019-05-09,629
2019-05-10,620
2019-05-11,622
2019-05-12,618
2019-05-13,629
2019-05-14,634
2019-05-15,632
2019-05-16,636
2019-05-17,638
2019-05-18,638
2019-05-19,636
2019-05-20,640
2019-05-21,640
2019-05-22,644
2019-05-23,667
2019-05-24,680
2019-05-25,678
2019-05-26,671
2019-05-27,663
2019-05-28,679
2019-05-29,679
2019-05-30,683
2019-05-31,685
2019-06-01,679
2019-06-02,676
2019-06-03,662
2019-06-04,653
2019-06-05,649
2019-06-06,628
2019-06-07,627
2019-06-08,629
2019-06-09,639
2019-06-10,669
2019-06-11,702
2019-06-12,720
2019-06-13,728
2019-06-14,723
2019-06-15,704
2019-06-16,691
2019-06-17,675
2019-06-18,645
2019-06-19,630
2019-06-20,638
2019-06-21,652
2019-06-22,660
2019-06-23,658
2019-06-24,651
2019-06-25,642
2019-06-26,637
2019-06-27,617
2019-06-28,598
2019-06-29,594
2019-06-30,595
2019-07-01,609
2019-07-02,621
2019-07-03,621
2019-07-04,613
2019-07-05,616
2019-07-06,610
2019-07-07,617
2019-07-08,626
2019-07-09,623
2019-07-10,622
2019-07-11,624
2019-07-12,624
2019-07-13,620
2019-07-14,628
2019-07-15,642
2019-07-16,675
2019-07-17,709
2019-07-18,740
2019-07-19,757
2019-07-20,778
2019-07-21,778
2019-07-22,779
2019-07-23,778
2019-07-24,775
2019-07-25,769
2019-07-26,761
2019-07-27,741
2019-07-28,747
2019-07-29,751
2019-07-30,769
2019-07-31,766
2019-08-01,772
2019-08-02,771
2019-08-03,794
2019-08-04,831
2019-08-05,844
2019-08-06,870
2019-08-07,865
2019-08-08,860
2019-08-09,851
2019-08-10,844
