date_obj,Emerald%20bolts%20(e) price
2015-11-27,254
2015-11-28,254
2015-11-29,254
2015-11-30,252
2015-12-01,257
2015-12-02,253
2015-12-03,260
2015-12-04,263
2015-12-05,271
2015-12-06,278
2015-12-07,284
2015-12-08,286
2015-12-09,292
2015-12-10,296
2015-12-11,294
2015-12-12,292
2015-12-13,291
2015-12-14,291
2015-12-15,291
2015-12-16,290
2015-12-17,293
2015-12-18,297
2015-12-19,306
2015-12-20,317
2015-12-21,324
2015-12-22,324
2015-12-23,327
2015-12-24,325
2015-12-25,325
2015-12-26,318
2015-12-27,305
2015-12-28,302
2015-12-29,294
2015-12-30,282
2015-12-31,268
2016-01-01,271
2016-01-02,268
2016-01-03,275
2016-01-04,281
2016-01-05,293
2016-01-06,298
2016-01-07,304
2016-01-08,296
2016-01-09,295
2016-01-10,293
2016-01-11,293
2016-01-12,292
2016-01-13,288
2016-01-14,288
2016-01-15,280
2016-01-16,278
2016-01-17,280
2016-01-18,274
2016-01-19,278
2016-01-20,283
2016-01-21,288
2016-01-22,295
2016-01-23,294
2016-01-24,290
2016-01-25,287
2016-01-26,293
2016-01-27,295
2016-01-28,295
2016-01-29,299
2016-01-30,299
2016-01-31,305
2016-02-01,313
2016-02-02,315
2016-02-03,314
2016-02-04,317
2016-02-05,319
2016-02-06,316
2016-02-07,322
2016-02-08,318
2016-02-09,313
2016-02-10,309
2016-02-11,300
2016-02-12,298
2016-02-13,298
2016-02-14,295
2016-02-15,297
2016-02-16,307
2016-02-17,306
2016-02-18,306
2016-02-19,313
2016-02-20,307
2016-02-21,306
2016-02-22,306
2016-02-23,313
2016-02-24,318
2016-02-25,315
2016-02-26,315
2016-02-27,314
2016-02-28,308
2016-02-29,306
2016-03-01,301
2016-03-02,305
2016-03-03,313
2016-03-04,314
2016-03-05,314
2016-03-06,314
2016-03-07,314
2016-03-08,315
2016-03-09,311
2016-03-10,313
2016-03-11,312
2016-03-12,315
2016-03-13,312
2016-03-14,309
2016-03-15,310
2016-03-16,307
2016-03-17,301
2016-03-18,294
2016-03-19,294
2016-03-20,295
2016-03-21,291
2016-03-22,289
2016-03-23,286
2016-03-24,290
2016-03-25,297
2016-03-26,311
2016-03-27,315
2016-03-28,321
2016-03-29,324
2016-03-30,324
2016-03-31,312
2016-04-01,311
2016-04-02,301
2016-04-03,296
2016-04-04,302
2016-04-05,311
2016-04-06,310
2016-04-07,316
2016-04-08,310
2016-04-09,296
2016-04-10,295
2016-04-11,295
2016-04-12,296
2016-04-13,307
2016-04-14,304
2016-04-15,308
2016-04-16,313
2016-04-17,321
2016-04-18,333
2016-04-19,348
2016-04-20,356
2016-04-21,362
2016-04-22,350
2016-04-23,337
2016-04-24,325
2016-04-25,312
2016-04-26,297
2016-04-27,292
2016-04-28,295
2016-04-29,290
2016-04-30,276
2016-05-01,273
2016-05-02,271
2016-05-03,278
2016-05-04,288
2016-05-05,287
2016-05-06,287
2016-05-07,286
2016-05-08,282
2016-05-09,277
2016-05-10,270
2016-05-11,264
2016-05-12,254
2016-05-13,253
2016-05-14,254
2016-05-15,263
2016-05-16,277
2016-05-17,291
2016-05-18,305
2016-05-19,314
2016-05-22,312
2016-05-23,299
2016-05-24,299
2016-05-25,290
2016-05-26,292
2016-05-27,287
2016-05-28,287
2016-05-29,278
2016-05-30,278
2016-05-31,268
2016-06-01,259
2016-06-02,258
2016-06-03,263
2016-06-04,270
2016-06-05,268
2016-06-06,275
2016-06-07,285
2016-06-08,281
2016-06-09,284
2016-06-10,290
2016-06-11,299
2016-06-12,302
2016-06-13,295
2016-06-14,295
2016-06-15,288
2016-06-16,279
2016-06-17,271
2016-06-18,267
2016-06-19,274
2016-06-20,276
2016-06-21,280
2016-06-22,286
2016-06-23,295
2016-06-24,307
2016-06-25,319
2016-06-26,315
2016-06-27,304
2016-06-28,300
2016-06-29,304
2016-06-30,307
2016-07-01,312
2016-07-02,312
2016-07-03,303
2016-07-04,303
2016-07-05,316
2016-07-06,303
2016-07-07,290
2016-07-08,299
2016-07-09,303
2016-07-10,306
2016-07-11,312
2016-07-12,312
2016-07-13,320
2016-07-14,318
2016-07-15,315
2016-07-16,322
2016-07-17,321
2016-07-18,329
2016-07-23,345
2016-07-24,354
2016-07-25,350
2016-07-26,351
2016-07-27,352
2016-07-28,340
2016-07-29,348
2016-07-30,351
2016-07-31,351
2016-08-01,359
2016-08-02,364
2016-08-03,369
2016-08-04,367
2016-08-05,359
2016-08-06,360
2016-08-07,363
2016-08-08,363
2016-08-09,347
2016-08-10,331
2016-08-11,321
2016-08-12,313
2016-08-13,303
2016-08-14,293
2016-08-16,297
2016-08-17,297
2016-08-18,291
2016-08-19,286
2016-08-20,287
2016-08-21,295
2016-08-22,299
2016-08-23,302
2016-08-24,305
2016-08-25,311
2016-08-26,311
2016-08-28,307
2016-08-31,323
2016-09-01,315
2016-09-02,315
2016-09-03,309
2016-09-04,312
2016-09-05,300
2016-09-06,288
2016-09-07,288
2016-09-08,292
2016-09-09,282
2016-09-10,282
2016-09-11,282
2016-09-12,274
2016-09-13,263
2016-09-14,263
2016-09-15,253
2016-09-16,253
2016-09-17,245
2016-09-18,238
2016-09-19,231
2016-09-20,231
2016-09-21,232
2016-09-22,226
2016-09-23,229
2016-09-24,229
2016-09-25,223
2016-09-26,223
2016-09-27,215
2016-09-28,207
2016-09-29,207
2016-09-30,205
2016-10-01,197
2016-10-02,197
2016-10-03,194
2016-10-04,192
2016-10-05,195
2016-10-06,200
2016-10-07,200
2016-10-08,205
2016-10-09,205
2016-10-10,212
2016-10-11,219
2016-10-12,219
2016-10-13,219
2016-10-14,221
2016-10-15,217
2016-10-16,217
2016-10-17,214
2016-10-18,214
2016-10-19,215
2016-10-20,214
2016-10-21,212
2016-10-22,212
2016-10-23,214
2016-10-24,219
2016-10-25,219
2016-10-26,221
2016-10-27,221
2016-10-28,222
2016-10-29,226
2016-10-30,233
2016-10-31,243
2016-11-01,243
2016-11-02,245
2016-11-03,245
2016-11-04,238
2016-11-05,238
2016-11-06,231
2016-11-07,221
2016-11-08,218
2016-11-09,218
2016-11-10,217
2016-11-11,219
2016-11-12,218
2016-11-13,219
2016-11-14,216
2016-11-15,213
2016-12-07,200
2016-12-08,202
2016-12-09,200
2016-12-10,194
2016-12-11,186
2016-12-12,185
2016-12-13,180
2016-12-14,180
2016-12-15,180
2016-12-16,176
2016-12-17,173
2016-12-18,173
2016-12-19,172
2016-12-20,173
2016-12-21,175
2016-12-22,175
2016-12-23,180
2016-12-24,180
2016-12-25,183
2016-12-26,189
2016-12-27,189
2016-12-28,188
2016-12-29,189
2016-12-30,188
2016-12-31,188
2017-01-01,188
2017-01-02,192
2017-01-03,188
2017-01-04,185
2017-01-05,180
2017-01-06,179
2017-01-07,177
2017-01-08,177
2017-01-09,173
2017-01-10,169
2017-01-11,161
2017-01-12,161
2017-01-13,162
2017-01-14,159
2017-01-15,162
2017-01-16,168
2017-01-17,168
2017-01-18,174
2017-01-19,176
2017-01-20,177
2017-01-21,178
2017-01-22,177
2017-01-23,181
2017-01-27,186
2017-01-28,179
2017-01-29,179
2017-01-30,179
2017-01-31,182
2017-02-01,179
2017-02-02,180
2017-02-03,178
2017-02-04,178
2017-02-05,176
2017-02-06,177
2017-02-07,173
2017-02-08,176
2017-02-09,176
2017-02-10,175
2017-02-11,177
2017-02-12,177
2017-02-13,171
2017-02-14,170
2017-02-15,168
2017-02-16,167
2017-02-18,163
2017-02-19,164
2017-02-20,160
2017-02-21,159
2017-02-22,159
2017-02-23,155
2017-02-24,155
2017-02-25,152
2017-02-26,148
2017-02-27,148
2017-02-28,148
2017-03-01,147
2017-03-02,147
2017-03-03,147
2017-03-04,146
2017-03-05,146
2017-03-06,146
2017-03-07,144
2017-03-08,144
2017-03-09,145
2017-03-10,147
2017-03-11,145
2017-03-12,145
2017-03-13,146
2017-03-14,150
2017-03-15,145
2017-03-16,143
2017-03-17,143
2017-03-18,144
2017-03-19,139
2017-03-20,139
2017-03-21,139
2017-03-22,138
2017-03-23,139
2017-03-24,138
2017-03-25,138
2017-03-26,136
2017-03-27,133
2017-03-28,133
2017-03-29,136
2017-03-30,141
2017-03-31,142
2017-04-01,146
2017-04-02,151
2017-04-03,155
2017-04-04,160
2017-04-12,167
2017-04-13,168
2017-04-14,169
2017-04-15,168
2017-04-16,166
2017-04-17,162
2017-04-18,156
2017-04-19,153
2017-04-20,155
2017-04-21,156
2017-04-22,155
2017-04-23,156
2017-04-24,156
2017-04-25,153
2017-04-26,153
2017-04-27,147
2017-04-28,149
2017-04-29,152
2017-04-30,148
2017-05-01,149
2017-05-02,146
2017-05-03,147
2017-05-04,146
2017-05-05,149
2017-05-06,149
2017-05-07,153
2017-05-08,156
2017-05-09,157
2017-05-10,160
2017-05-11,157
2017-05-12,158
2017-05-13,158
2017-05-14,157
2017-05-15,155
2017-05-16,158
2017-05-17,160
2017-05-18,162
2017-05-19,162
2017-05-20,164
2017-05-21,164
2017-05-22,164
2017-05-23,165
2017-05-24,166
2017-05-25,165
2017-05-26,160
2017-05-27,159
2017-05-28,159
2017-05-29,163
2017-05-30,165
2017-05-31,163
2017-06-01,165
2017-06-02,168
2017-06-03,169
2017-06-04,166
2017-06-05,162
2017-06-06,166
2017-06-07,169
2017-06-08,167
2017-06-09,166
2017-06-10,166
2017-06-11,164
2017-06-12,161
2017-06-13,160
2017-06-14,161
2017-06-15,162
2017-06-16,164
2017-06-17,165
2017-06-18,167
2017-06-19,167
2017-06-20,172
2017-06-21,177
2017-06-22,180
2017-06-23,186
2017-06-24,190
2017-06-25,192
2017-06-26,188
2017-06-27,185
2017-06-28,190
2017-06-29,190
2017-06-30,188
2017-07-01,188
2017-07-02,191
2017-07-03,191
2017-07-04,193
2017-07-05,193
2017-07-06,195
2017-07-07,198
2017-07-08,202
2017-07-13,213
2017-07-14,211
2017-07-15,211
2017-07-16,207
2017-07-17,206
2017-07-18,212
2017-07-19,209
2017-07-20,206
2017-07-21,206
2017-07-22,207
2017-07-23,202
2017-07-24,197
2017-07-25,192
2017-07-26,190
2017-07-27,190
2017-07-28,194
2017-07-29,195
2017-07-30,192
2017-07-31,196
2017-08-01,200
2017-08-02,205
2017-08-03,204
2017-08-04,200
2017-08-05,204
2017-08-06,211
2017-08-09,198
2017-08-10,196
2017-08-11,192
2017-08-12,194
2017-08-13,194
2017-08-14,196
2017-08-15,197
2017-08-16,200
2017-08-17,210
2017-08-18,219
2017-08-19,216
2017-08-20,208
2017-08-21,205
2017-08-22,200
2017-08-23,195
2017-08-24,190
2017-08-25,192
2017-08-26,189
2017-08-27,186
2017-08-28,190
2017-08-29,189
2017-08-30,188
2017-08-31,189
2017-09-01,185
2017-09-03,186
2017-09-04,188
2017-09-05,190
2017-09-06,195
2017-09-07,197
2017-09-08,195
2017-09-09,194
2017-09-10,195
2017-09-11,194
2017-09-12,190
2017-09-13,192
2017-09-14,191
2017-09-15,190
2017-09-16,192
2017-09-17,191
2017-09-18,193
2017-09-19,191
2017-09-20,192
2017-09-21,186
2017-09-22,189
2017-09-23,190
2017-09-24,187
2017-09-25,186
2017-09-26,188
2017-09-27,189
2017-09-28,188
2017-09-29,187
2017-09-30,190
2017-10-01,190
2017-10-02,191
2017-10-03,195
2017-10-04,202
2017-10-05,210
2017-10-06,215
2017-10-07,214
2017-10-08,203
2017-10-09,192
2017-10-10,182
2017-10-11,177
2017-10-12,180
2017-10-13,181
2017-10-14,181
2017-10-15,179
2017-10-16,175
2017-10-17,175
2017-10-18,176
2017-10-19,183
2017-10-20,188
2017-10-21,194
2017-10-22,197
2017-10-23,192
2017-10-24,191
2017-10-25,195
2017-10-26,199
2017-10-27,197
2017-10-28,197
2017-10-29,191
2017-10-30,186
2017-10-31,183
2017-11-01,189
2017-11-02,184
2017-11-03,182
2017-11-04,178
2017-11-05,173
2017-11-06,173
2017-11-07,168
2017-11-08,170
2017-11-09,176
2017-11-10,183
2017-11-11,192
2017-11-12,192
2017-11-13,189
2017-11-14,187
2017-11-15,180
2017-11-16,177
2017-11-17,176
2017-11-18,180
2017-11-19,173
2017-11-20,168
2017-11-21,167
2017-11-22,162
2017-11-23,164
2017-11-24,165
2017-11-25,165
2017-11-26,165
2017-11-27,166
2017-11-28,166
2017-11-29,169
2017-11-30,173
2017-12-01,179
2017-12-02,184
2017-12-03,188
2017-12-04,190
2017-12-05,194
2017-12-06,192
2017-12-07,189
2017-12-08,188
2017-12-09,183
2017-12-10,178
2017-12-11,179
2017-12-12,181
2017-12-13,180
2017-12-14,177
2017-12-15,180
2017-12-16,180
2017-12-17,178
2017-12-18,177
2017-12-19,174
2017-12-20,171
2017-12-21,171
2017-12-22,162
2017-12-23,160
2017-12-24,162
2017-12-25,169
2017-12-26,168
2017-12-27,170
2017-12-28,170
2017-12-29,171
2017-12-30,171
2017-12-31,171
2018-01-01,174
2018-01-02,174
2018-01-03,176
2018-01-04,176
2018-01-05,174
2018-01-06,172
2018-01-07,172
2018-01-08,174
2018-01-09,174
2018-01-10,172
2018-01-11,172
2018-01-12,169
2018-01-13,168
2018-01-14,166
2018-01-15,165
2018-01-16,168
2018-01-17,174
2018-01-18,176
2018-01-19,173
2018-01-20,170
2018-01-21,167
2018-01-22,166
2018-01-23,167
2018-01-25,172
2018-01-26,176
2018-01-27,179
2018-01-28,177
2018-01-29,176
2018-01-30,175
2018-01-31,173
2018-02-01,172
2018-02-02,175
2018-02-03,172
2018-02-04,168
2018-02-05,165
2018-02-06,164
2018-02-07,160
2018-02-08,163
2018-02-09,166
2018-02-10,158
2018-02-11,163
2018-02-12,171
2018-02-13,177
2018-02-14,185
2018-02-15,187
2018-02-16,195
2018-02-17,196
2018-02-18,189
2018-02-19,183
2018-02-20,178
2018-02-21,179
2018-02-22,175
2018-02-23,176
2018-02-24,177
2018-02-25,176
2018-02-26,175
2018-02-27,174
2018-02-28,173
2018-03-01,179
2018-03-02,185
2018-03-03,190
2018-03-04,188
2018-03-05,185
2018-03-06,178
2018-03-07,173
2018-03-09,168
2018-03-10,167
2018-03-11,172
2018-03-12,174
2018-03-13,173
2018-03-14,176
2018-03-15,179
2018-03-16,183
2018-03-17,185
2018-03-18,183
2018-03-20,178
2018-03-21,174
2018-03-23,176
2018-03-24,178
2018-03-25,175
2018-03-26,179
2018-03-27,182
2018-03-28,180
2018-03-29,181
2018-03-30,179
2018-03-31,176
2018-04-01,172
2018-04-02,174
2018-04-03,178
2018-04-04,182
2018-04-05,181
2018-04-06,180
2018-04-07,178
2018-04-08,176
2018-04-09,170
2018-04-10,172
2018-04-11,175
2018-04-12,177
2018-04-13,178
2018-04-14,179
2018-04-15,180
2018-04-16,179
2018-04-17,180
2018-04-18,179
2018-04-19,181
2018-04-20,181
2018-04-21,179
2018-04-22,178
2018-04-23,178
2018-04-24,178
2018-04-25,179
2018-04-26,180
2018-04-27,179
2018-04-28,177
2018-04-29,175
2018-04-30,174
2018-05-01,174
2018-05-03,172
2018-05-04,174
2018-05-05,172
2018-05-07,176
2018-05-08,176
2018-05-09,176
2018-05-10,176
2018-05-11,177
2018-05-12,180
2018-05-13,182
2018-05-14,184
2018-05-15,186
2018-05-16,187
2018-05-17,188
2018-05-18,184
2018-05-19,179
2018-05-20,176
2018-05-21,173
2018-05-22,171
2018-05-23,170
2018-05-24,174
2018-05-25,176
2018-05-26,178
2018-05-27,178
2018-05-28,179
2018-05-29,178
2018-05-30,176
2018-05-31,178
2018-06-01,182
2018-06-02,190
2018-06-03,187
2018-06-04,187
2018-06-05,190
2018-06-06,187
2018-06-07,186
2018-06-08,181
2018-06-09,181
2018-06-10,177
2018-06-11,179
2018-06-12,179
2018-06-13,180
2018-06-14,182
2018-06-15,183
2018-06-16,178
2018-06-17,178
2018-06-18,179
2018-06-19,180
2018-06-20,179
2018-06-22,185
2018-06-23,186
2018-06-24,190
2018-06-25,196
2018-06-26,202
2018-06-27,207
2018-06-28,203
2018-06-29,200
2018-06-30,199
2018-07-01,202
2018-07-02,203
2018-07-03,196
2018-07-04,193
2018-07-05,191
2018-07-06,186
2018-07-07,183
2018-07-08,182
2018-07-09,182
2018-07-10,185
2018-07-11,183
2018-07-12,182
2018-07-13,184
2018-07-14,185
2018-07-15,185
2018-07-16,187
2018-07-17,184
2018-07-18,183
2018-07-19,181
2018-07-20,179
2018-07-21,179
2018-07-22,177
2018-07-23,180
2018-07-24,182
2018-07-25,184
2018-07-26,187
2018-07-27,188
2018-07-28,184
2018-07-29,181
2018-07-30,178
2018-07-31,180
2018-08-01,180
2018-08-02,177
2018-08-03,179
2018-08-04,179
2018-08-05,177
2018-08-06,173
2018-08-07,171
2018-08-08,172
2018-08-09,175
2018-08-10,172
2018-08-11,171
2018-08-12,167
2018-08-14,171
2018-08-16,179
2018-08-17,177
2018-08-18,173
2018-08-19,170
2018-08-20,174
2018-08-21,175
2018-08-22,177
2018-08-23,179
2018-08-24,183
2018-08-25,183
2018-08-26,180
2018-08-27,178
2018-08-28,177
2018-08-29,173
2018-08-30,172
2018-08-31,172
2018-09-01,172
2018-09-02,170
2018-09-03,170
2018-09-04,175
2018-09-05,176
2018-09-06,183
2018-09-07,189
2018-09-08,190
2018-09-09,196
2018-09-10,198
2018-09-11,197
2018-09-12,196
2018-09-13,192
2018-09-14,188
2018-09-15,182
2018-09-16,180
2018-09-17,183
2018-09-18,188
2018-09-19,190
2018-09-20,190
2018-09-21,188
2018-09-22,187
2018-09-23,184
2018-09-24,183
2018-09-25,183
2018-09-26,181
2018-09-27,180
2018-09-28,179
2018-09-29,178
2018-09-30,180
2018-10-01,181
2018-10-02,182
2018-10-03,179
2018-10-04,175
2018-10-05,173
2018-10-06,169
2018-10-07,164
2018-10-08,163
2018-10-09,161
2018-10-10,162
2018-10-11,162
2018-10-12,162
2018-10-13,162
2018-10-14,163
2018-10-15,167
2018-10-16,171
2018-10-17,172
2018-10-18,174
2018-10-19,176
2018-10-20,182
2018-10-21,184
2018-10-22,183
2018-10-23,182
2018-10-24,182
2018-10-25,186
2018-10-26,187
2018-10-27,188
2018-10-28,188
2018-10-29,189
2018-10-30,186
2018-10-31,180
2018-11-01,175
2018-11-03,167
2018-11-04,163
2018-11-05,159
2018-11-06,157
2018-11-07,154
2018-11-08,149
2018-11-09,147
2018-11-10,146
2018-11-11,147
2018-11-12,151
2018-11-13,152
2018-11-14,154
2018-11-15,151
2018-11-16,151
2018-11-17,152
2018-11-18,154
2018-11-19,155
2018-11-20,155
2018-11-21,154
2018-11-22,152
2018-11-23,153
2018-11-24,151
2018-11-25,149
2018-11-26,153
2018-11-27,156
2018-11-28,157
2018-11-29,156
2018-12-01,155
2018-12-02,155
2018-12-03,158
2018-12-04,161
2018-12-05,163
2018-12-07,162
2018-12-09,161
2018-12-10,161
2018-12-11,157
2018-12-12,157
2018-12-13,154
2018-12-14,153
2018-12-15,149
2018-12-16,146
2018-12-17,146
2018-12-18,146
2018-12-19,146
2018-12-20,146
2018-12-21,140
2018-12-22,133
2018-12-23,129
2018-12-24,125
2018-12-25,123
2018-12-26,121
2018-12-27,125
2018-12-28,129
2018-12-29,131
2018-12-30,131
2018-12-31,133
2019-01-01,131
2019-01-02,132
2019-01-03,135
2019-01-04,139
2019-01-05,143
2019-01-06,144
2019-01-08,159
2019-01-10,167
2019-01-11,172
2019-01-12,173
2019-01-13,167
2019-01-14,164
2019-01-15,166
2019-01-16,164
2019-01-17,162
2019-01-18,162
2019-01-19,154
2019-01-20,147
2019-01-21,139
2019-01-22,132
2019-01-23,127
2019-01-24,128
2019-01-25,131
2019-01-26,135
2019-01-27,137
2019-01-28,143
2019-01-29,148
2019-01-30,154
2019-01-31,156
2019-02-01,158
2019-02-02,154
2019-02-03,152
2019-02-04,147
2019-02-05,146
2019-02-06,152
2019-02-07,148
2019-02-08,146
2019-02-09,145
2019-02-10,149
2019-02-11,147
2019-02-12,149
2019-02-13,153
2019-02-14,155
2019-02-15,154
2019-02-16,152
2019-02-17,152
2019-02-18,149
2019-02-19,150
2019-02-20,148
2019-02-21,145
2019-02-22,141
2019-02-23,135
2019-02-24,133
2019-02-25,132
2019-02-26,136
2019-02-27,142
2019-02-28,144
2019-03-01,146
2019-03-02,148
2019-03-03,150
2019-03-04,153
2019-03-05,154
2019-03-06,156
2019-03-07,150
2019-03-08,143
2019-03-09,135
2019-03-10,128
2019-03-11,122
2019-03-12,118
2019-03-13,119
2019-03-14,123
2019-03-15,126
2019-03-16,127
2019-03-17,129
2019-03-18,128
2019-03-19,129
2019-03-20,132
2019-03-21,134
2019-03-22,131
2019-03-23,130
2019-03-24,132
2019-03-25,128
2019-03-26,121
2019-03-27,116
2019-03-28,115
2019-03-29,117
2019-03-30,118
2019-03-31,120
2019-04-01,117
2019-04-02,112
2019-04-03,109
2019-04-04,109
2019-04-05,108
2019-04-06,103
2019-04-07,103
2019-04-08,101
2019-04-09,103
2019-04-10,101
2019-04-11,104
2019-04-12,108
2019-04-13,109
2019-04-14,113
2019-04-15,118
2019-04-16,122
2019-04-17,118
2019-04-18,122
2019-04-19,127
2019-04-20,125
2019-04-21,121
2019-04-22,119
2019-04-23,120
2019-04-24,126
2019-04-25,131
2019-04-26,132
2019-04-27,135
2019-04-28,132
2019-04-29,134
2019-04-30,131
2019-05-01,135
2019-05-02,132
2019-05-03,131
2019-05-04,125
2019-05-05,123
2019-05-06,118
2019-05-07,118
2019-05-08,121
2019-05-09,123
2019-05-10,122
2019-05-11,127
2019-05-12,131
2019-05-13,137
2019-05-14,141
2019-05-15,146
2019-05-16,143
2019-05-17,137
2019-05-18,135
2019-05-19,134
2019-05-20,134
2019-05-21,135
2019-05-22,133
2019-05-23,135
2019-05-24,136
2019-05-25,141
2019-05-26,137
2019-05-27,136
2019-05-28,135
2019-05-29,137
2019-05-30,138
2019-05-31,142
2019-06-01,141
2019-06-02,138
2019-06-03,139
2019-06-04,139
2019-06-05,143
2019-06-06,146
2019-06-07,142
2019-06-08,141
2019-06-09,141
2019-06-10,145
2019-06-11,147
2019-06-12,150
2019-06-13,147
2019-06-14,143
2019-06-15,145
2019-06-16,145
2019-06-17,151
2019-06-18,148
2019-06-19,145
2019-06-20,144
2019-06-21,141
2019-06-22,140
2019-06-23,137
2019-06-24,136
2019-06-25,131
2019-06-26,131
2019-06-27,131
2019-06-28,129
2019-06-29,127
2019-06-30,125
2019-07-01,130
2019-07-02,132
2019-07-03,137
2019-07-04,139
2019-07-05,144
2019-07-06,151
2019-07-07,157
2019-07-08,158
2019-07-09,156
2019-07-10,153
2019-07-11,150
2019-07-12,149
2019-07-13,147
2019-07-14,145
2019-07-15,144
2019-07-16,144
2019-07-17,142
2019-07-18,139
2019-07-19,138
2019-07-20,138
2019-07-21,138
2019-07-22,136
2019-07-23,136
2019-07-24,138
2019-07-25,142
2019-07-26,142
2019-07-27,142
2019-07-28,142
2019-07-29,141
2019-07-30,140
2019-07-31,135
2019-08-01,131
2019-08-02,129
2019-08-03,128
2019-08-04,123
2019-08-05,122
2019-08-06,125
2019-08-07,123
2019-08-08,120
2019-08-09,119
2019-08-10,120
2019-08-11,122
2019-08-12,124
2019-08-13,125
2019-08-14,129
2019-08-15,133
2019-08-16,133
2019-08-17,134
2019-08-18,133
2019-08-19,134
2019-08-20,137
2019-08-21,139
2019-08-22,141
2019-08-23,142
2019-08-24,139
2019-08-24,139
2019-08-25,135
2019-08-25,135
2019-08-26,132
2019-08-26,132
2019-08-27,133
2019-08-27,133
2019-08-28,132
