date_obj,Sinew price
2015-03-26,514
2015-03-27,514
2015-03-28,514
2015-03-29,499
2015-03-30,499
2015-03-31,499
2015-04-01,499
2015-04-02,499
2015-04-03,499
2015-04-04,499
2015-04-05,499
2015-04-06,499
2015-04-07,499
2015-04-08,499
2015-04-09,499
2015-04-10,499
2015-04-11,499
2015-04-12,499
2015-04-13,499
2015-04-14,499
2015-04-15,499
2015-04-16,487
2015-04-17,487
2015-04-18,487
2015-04-19,487
2015-04-20,487
2015-04-21,487
2015-04-22,487
2015-04-23,487
2015-04-24,467
2015-04-25,467
2015-04-26,467
2015-04-27,467
2015-04-28,467
2015-04-29,467
2015-04-30,467
2015-05-01,467
2015-05-02,467
2015-05-03,467
2015-05-04,467
2015-05-05,467
2015-05-06,467
2015-05-07,467
2015-05-08,467
2015-05-09,467
2015-05-10,467
2015-05-11,467
2015-05-12,467
2015-05-13,467
2015-05-14,467
2015-05-15,445
2015-05-16,445
2015-05-17,445
2015-05-18,445
2015-05-19,445
2015-05-20,445
2015-05-21,445
2015-05-22,445
2015-05-23,445
2015-05-24,445
2015-05-25,445
2015-05-26,445
2015-05-27,445
2015-05-28,445
2015-05-29,445
2015-05-30,425
2015-05-31,425
2015-06-01,425
2015-06-02,425
2015-06-03,425
2015-06-04,425
2015-06-05,425
2015-06-06,425
2015-06-07,425
2015-06-08,425
2015-06-09,425
2015-06-10,425
2015-06-11,425
2015-06-12,425
2015-06-13,425
2015-06-14,404
2015-06-15,404
2015-06-16,404
2015-06-17,404
2015-06-18,404
2015-06-19,404
2015-06-20,404
2015-06-21,404
2015-06-22,404
2015-06-23,404
2015-06-24,404
2015-06-25,404
2015-06-26,404
2015-06-27,404
2015-06-28,384
2015-06-29,384
2015-06-30,384
2015-07-01,384
2015-07-02,384
2015-07-03,384
2015-07-04,384
2015-07-05,384
2015-07-06,384
2015-07-07,384
2015-07-08,384
2015-07-09,384
2015-07-10,384
2015-07-11,384
2015-07-12,384
2015-07-13,384
2015-07-14,384
2015-07-15,384
2015-07-16,384
2015-07-17,366
2015-07-18,366
2015-07-19,366
2015-07-20,366
2015-07-21,366
2015-07-22,366
2015-07-23,366
2015-07-24,366
2015-07-25,366
2015-07-26,366
2015-07-27,366
2015-07-28,366
2015-07-29,366
2015-07-30,366
2015-07-31,366
2015-08-01,366
2015-08-02,347
2015-08-03,347
2015-08-04,347
2015-08-05,347
2015-08-06,347
2015-08-07,347
2015-08-08,347
2015-08-09,347
2015-08-10,347
2015-08-11,347
2015-08-12,347
2015-08-13,347
2015-08-14,347
2015-08-15,347
2015-08-16,332
2015-08-17,332
2015-08-18,332
2015-08-19,332
2015-08-20,332
2015-08-21,332
2015-08-22,332
2015-08-23,332
2015-08-24,332
2015-08-25,332
2015-08-26,332
2015-08-27,332
2015-08-28,332
2015-08-29,332
2015-08-30,332
2015-08-31,315
2015-09-01,315
2015-09-02,315
2015-09-03,315
2015-09-04,315
2015-09-05,315
2015-09-06,315
2015-09-07,315
2015-09-08,315
2015-09-09,315
2015-09-10,315
2015-09-11,315
2015-09-12,315
2015-09-13,315
2015-09-14,315
2015-09-15,315
2015-09-16,315
2015-09-17,302
2015-09-18,302
2015-09-19,302
2015-09-20,302
2015-09-21,302
2015-09-22,302
2015-09-23,302
2015-09-24,302
2015-09-25,302
2015-09-27,302
2015-09-28,302
2015-09-29,302
2015-09-30,302
2015-10-05,288
2015-10-06,288
2015-10-07,288
2015-10-08,288
2015-10-09,288
2015-10-10,288
2015-10-11,288
2015-10-12,288
2015-10-13,288
2015-10-14,288
2015-10-15,288
2015-10-16,288
2015-10-17,288
2015-10-18,288
2015-10-19,274
2015-10-20,274
2015-10-22,274
2015-10-23,274
2015-10-24,274
2015-10-25,274
2015-10-26,274
2015-10-27,274
2015-10-29,274
2015-10-30,274
2015-10-31,274
2015-11-01,274
2015-11-02,274
2015-11-03,274
2015-11-04,264
2015-11-05,264
2015-11-06,264
2015-11-07,264
2015-11-08,264
2015-11-09,264
2015-11-10,264
2015-11-11,264
2015-11-12,264
2015-11-13,264
2015-11-14,264
2015-11-15,264
2015-11-16,264
2015-11-17,264
2015-11-18,264
2015-11-19,260
2015-11-20,260
2015-11-21,260
2015-11-22,260
2015-11-23,260
2015-11-24,260
2015-11-25,260
2015-11-26,260
2015-11-27,260
2015-11-28,260
2015-11-29,260
2015-11-30,260
2015-12-01,260
2015-12-02,260
2015-12-03,260
2015-12-04,260
2015-12-05,263
2015-12-06,263
2015-12-07,263
2015-12-08,263
2015-12-09,263
2015-12-10,263
2015-12-11,263
2015-12-12,263
2015-12-13,263
2015-12-14,263
2015-12-15,263
2015-12-16,263
2015-12-17,263
2015-12-18,263
2015-12-19,257
2015-12-20,257
2015-12-21,257
2015-12-22,257
2015-12-23,257
2015-12-24,257
2015-12-25,257
2015-12-26,257
2015-12-27,257
2015-12-28,257
2015-12-29,257
2015-12-30,257
2015-12-31,257
2016-01-01,256
2016-01-02,256
2016-01-03,256
2016-01-04,256
2016-01-05,256
2016-01-06,256
2016-01-07,256
2016-01-08,256
2016-01-09,256
2016-01-10,256
2016-01-11,256
2016-01-12,256
2016-01-13,248
2016-01-14,248
2016-01-15,248
2016-01-16,248
2016-01-17,248
2016-01-18,248
2016-01-19,248
2016-01-20,248
2016-01-21,248
2016-01-22,248
2016-01-23,248
2016-01-24,248
