date_obj,Red%20gloves price
2016-01-20,960
2016-01-21,960
2016-01-22,973
2016-01-23,973
2016-01-24,974
2016-01-25,965
2016-01-26,965
2016-01-27,985
2016-01-28,985
2016-01-29,986
2016-01-30,986
2016-01-31,982
2016-02-01,986
2016-02-02,986
2016-02-03,996
2016-02-04,996
2016-02-05,990
2016-02-06,981
2016-02-07,981
2016-02-08,967
2016-02-09,967
2016-02-10,946
2016-02-11,946
2016-02-12,942
2016-02-13,961
2016-02-14,961
2016-02-15,952
2016-02-16,952
2016-02-17,945
2016-02-18,945
2016-02-19,955
2016-02-20,966
2016-02-21,950
2016-02-22,950
2016-02-23,978
2016-02-24,978
2016-02-25,1026
2016-02-26,1026
2016-02-27,1036
2016-02-28,1036
2016-02-29,1080
2016-03-01,1126
2016-03-02,1126
2016-03-03,1153
2016-03-04,1153
2016-03-05,1188
2016-03-06,1188
2016-03-07,1188
2016-03-08,1186
2016-03-09,1199
2016-03-10,1167
2016-03-11,1167
2016-03-12,1166
2016-03-13,1166
2016-03-14,1181
2016-03-15,1147
2016-03-16,1126
2016-03-17,1126
2016-03-18,1100
2016-03-19,1100
2016-03-20,1097
2016-03-21,1097
2016-03-22,1071
2016-03-23,1017
2016-03-24,1017
2016-03-25,978
2016-03-26,960
2016-03-27,960
2016-03-28,971
2016-03-29,961
2016-03-30,961
2016-03-31,954
2016-04-01,954
2016-04-02,955
2016-04-03,928
2016-04-04,930
2016-04-05,930
2016-04-06,906
2016-04-07,906
2016-04-08,869
2016-04-09,850
2016-04-10,863
2016-04-11,863
2016-04-12,902
2016-04-13,913
2016-04-14,918
2016-04-15,962
2016-04-16,1008
2016-04-17,1055
2016-04-18,1079
2016-04-19,1079
2016-04-20,1085
2016-04-21,1085
2016-04-22,1107
2016-04-23,1097
2016-04-24,1107
2016-04-25,1101
2016-04-26,1101
2016-04-27,1114
2016-04-28,1114
2016-04-29,1060
2016-04-30,1038
2016-05-01,1038
2016-05-02,994
2016-05-03,959
2016-05-04,959
2016-05-05,978
2016-05-06,978
2016-05-07,960
2016-05-08,960
2016-05-09,967
2016-05-10,993
2016-05-11,993
2016-05-12,1026
2016-05-13,1049
2016-05-14,1027
2016-05-15,1018
2016-05-16,1018
2016-05-17,972
2016-05-18,947
2016-05-19,947
2016-05-22,924
2016-05-23,893
2016-05-24,861
2016-05-25,861
2016-05-26,853
2016-05-27,853
2016-05-28,853
2016-05-29,839
2016-05-30,839
2016-05-31,821
2016-06-01,840
2016-06-02,840
2016-06-03,876
2016-06-04,898
2016-06-05,898
2016-06-06,907
2016-06-07,907
2016-06-08,922
2016-06-09,916
2016-06-10,935
2016-06-11,935
2016-06-12,936
2016-06-13,936
2016-06-14,940
2016-06-15,940
2016-06-16,958
2016-06-17,953
2016-06-18,953
2016-06-19,920
2016-06-20,917
2016-06-21,917
2016-06-22,899
2016-06-23,874
2016-06-24,874
2016-06-25,870
2016-06-26,870
2016-06-27,873
2016-06-28,893
2016-06-29,894
2016-06-30,901
2016-07-01,898
2016-07-02,898
2016-07-03,903
2016-07-04,880
2016-07-05,880
2016-07-06,836
2016-07-07,836
2016-07-08,796
2016-07-09,775
2016-07-10,759
2016-07-11,746
2016-07-12,746
2016-07-13,761
2016-07-14,768
2016-07-15,768
2016-07-16,782
2016-07-17,782
2016-07-18,804
2016-07-23,860
2016-07-24,900
2016-07-25,900
2016-07-26,922
2016-07-27,922
2016-07-28,941
2016-07-29,925
2016-07-30,925
2016-07-31,926
2016-08-01,926
2016-08-02,930
2016-08-03,930
2016-08-04,908
2016-08-05,908
2016-08-06,890
2016-08-07,890
2016-08-08,884
2016-08-09,891
2016-08-10,891
2016-08-11,918
2016-08-12,918
2016-08-13,941
2016-08-14,941
2016-08-15,938
2016-08-16,938
2016-08-17,928
2016-08-18,928
2016-08-19,905
2016-08-20,910
2016-08-21,910
2016-08-22,913
2016-08-23,934
2016-08-24,934
2016-08-25,935
2016-08-26,935
2016-08-28,931
2016-08-31,940
2016-09-01,940
2016-09-02,940
2016-09-03,951
2016-09-04,943
2016-09-05,943
2016-09-06,949
2016-09-07,949
2016-09-08,962
2016-09-09,962
2016-09-10,992
2016-09-11,992
2016-09-12,1029
2016-09-13,1051
2016-09-14,1051
2016-09-15,1033
2016-09-16,1033
2016-09-17,1002
2016-09-18,1002
2016-09-19,979
2016-09-20,979
2016-09-21,967
2016-09-22,967
2016-09-23,977
2016-09-24,977
2016-09-25,973
2016-09-26,973
2016-09-27,965
2016-09-28,965
2016-09-29,952
2016-09-30,957
2016-10-01,957
2016-10-02,966
2016-10-03,966
2016-10-04,1013
2016-10-05,1013
2016-10-06,1064
2016-10-07,1064
2016-10-08,1117
2016-10-09,1117
2016-10-10,1132
2016-10-11,1132
2016-10-12,1139
2016-10-13,1139
2016-10-14,1118
2016-10-15,1118
2016-10-16,1099
2016-10-17,1115
2016-10-18,1115
2016-10-19,1116
2016-10-20,1116
2016-10-21,1111
2016-10-22,1111
2016-10-23,1102
2016-10-24,1102
2016-10-25,1106
2016-10-26,1089
2016-10-27,1089
2016-10-28,1089
2016-10-29,1096
2016-10-30,1096
2016-10-31,1109
2016-11-01,1109
2016-11-02,1061
2016-11-03,1061
2016-11-04,1058
2016-11-05,1058
2016-11-06,1067
2016-11-07,1067
2016-11-08,1061
2016-11-09,1061
2016-11-10,1065
2016-11-11,1065
2016-11-12,1083
2016-11-13,1083
2016-11-14,1086
2016-12-08,1010
2016-12-09,1010
2016-12-10,1030
2016-12-11,1016
2016-12-12,1016
2016-12-13,1001
2016-12-14,984
2016-12-15,984
2016-12-16,982
2016-12-17,976
2016-12-18,976
2016-12-19,975
2016-12-20,987
2016-12-21,990
2016-12-22,990
2016-12-23,990
2016-12-24,990
2016-12-25,1008
2016-12-26,1008
2016-12-27,1028
2016-12-28,1061
2016-12-29,1061
2016-12-30,1068
2016-12-31,1068
2017-01-01,1056
2017-01-02,1048
2017-01-03,1048
2017-01-04,1042
2017-01-05,1042
2017-01-06,1039
2017-01-07,1039
2017-01-08,1005
2017-01-09,971
2017-01-10,971
2017-01-11,975
2017-01-12,975
2017-01-13,975
2017-01-14,972
2017-01-15,968
2017-01-16,943
2017-01-17,952
2017-01-18,958
2017-01-19,958
2017-01-20,967
2017-01-21,960
2017-01-22,945
2017-01-27,1011
2017-01-28,998
2017-01-29,996
2017-01-30,996
2017-01-31,1002
2017-02-01,990
2017-02-02,987
2017-02-03,987
2017-02-04,977
2017-02-05,977
2017-02-06,967
2017-02-07,967
2017-02-08,955
2017-02-09,955
2017-02-10,950
2017-02-11,949
2017-02-12,949
2017-02-13,997
2017-02-14,1023
2017-02-15,1023
2017-02-16,1015
2017-02-18,1052
2017-02-19,1105
2017-02-20,1105
2017-02-21,1108
2017-02-22,1108
2017-02-23,1117
2017-02-24,1117
2017-02-25,1143
2017-02-26,1143
2017-02-27,1141
2017-02-28,1111
2017-03-01,1086
2017-03-02,1071
2017-03-03,1071
2017-03-04,1084
2017-03-05,1084
2017-03-06,1046
2017-03-07,1046
2017-03-08,994
2017-03-09,994
2017-03-10,958
2017-03-11,957
2017-03-12,957
2017-03-13,935
2017-03-14,927
2017-03-15,910
2017-03-16,910
2017-03-17,886
2017-03-18,886
2017-03-19,857
2017-03-20,814
2017-03-21,789
2017-03-22,789
2017-03-23,773
2017-03-24,758
2017-03-25,758
2017-03-26,747
2017-03-27,766
2017-03-28,766
2017-03-29,804
2017-03-30,826
2017-03-31,840
2017-04-01,840
2017-04-02,880
2017-04-03,881
2017-04-04,873
2017-04-12,908
2017-04-13,900
2017-04-14,900
2017-04-15,885
2017-04-16,852
2017-04-17,835
2017-04-18,835
2017-04-19,876
2017-04-20,876
2017-04-21,907
2017-04-22,907
2017-04-23,919
2017-04-24,934
2017-04-25,945
2017-04-26,945
2017-04-27,925
2017-04-28,925
2017-04-29,940
2017-04-30,940
2017-05-01,981
2017-05-02,1001
2017-05-03,1001
2017-05-04,1016
2017-05-05,1016
2017-05-06,1025
2017-05-07,1025
2017-05-08,1043
2017-05-09,1065
2017-05-10,1065
2017-05-11,1060
2017-05-12,1049
2017-05-13,1042
2017-05-14,1042
2017-05-15,1036
2017-05-16,1036
2017-05-17,1036
2017-05-18,1044
2017-05-19,1044
2017-05-20,1072
2017-05-21,1072
2017-05-22,1066
2017-05-23,1066
2017-05-24,1057
2017-05-25,1057
2017-05-26,1042
2017-05-27,1039
2017-05-28,1039
2017-05-29,1047
2017-05-30,1047
2017-05-31,1017
2017-06-01,1025
2017-06-02,1010
2017-06-03,1010
2017-06-06,926
2017-06-07,918
2017-06-08,918
2017-06-09,917
2017-06-10,907
2017-06-11,912
2017-06-12,912
2017-06-13,933
2017-06-14,968
2017-06-15,968
2017-06-16,974
2017-06-17,974
2017-06-18,986
2017-06-19,986
2017-06-20,998
2017-06-21,998
2017-06-22,1003
2017-06-23,1003
2017-06-24,1051
2017-06-25,1051
2017-06-26,1060
2017-06-27,1053
2017-06-28,1053
2017-06-29,1040
2017-06-30,1040
2017-07-01,1026
2017-07-02,1026
2017-07-03,1015
2017-07-04,1034
2017-07-05,1034
2017-07-06,1044
2017-07-07,1044
2017-07-08,1030
2017-07-13,984
2017-07-14,990
2017-07-15,990
2017-07-16,1003
2017-07-17,1008
2017-07-18,1008
2017-07-19,1011
2017-07-20,1024
2017-07-21,1010
2017-07-22,995
2017-07-23,1011
2017-07-24,1011
2017-07-25,1024
2017-07-26,1024
2017-07-27,1022
2017-07-28,1022
2017-07-29,1028
2017-07-30,1027
2017-07-31,1027
2017-08-01,1044
2017-08-02,1045
2017-08-03,1045
2017-08-04,1084
2017-08-05,1139
2017-08-06,1139
2017-08-09,1160
2017-08-10,1158
2017-08-11,1158
2017-08-12,1130
2017-08-13,1130
2017-08-14,1116
2017-08-15,1107
2017-08-16,1122
2017-08-17,1132
2017-08-18,1132
2017-08-19,1137
2017-08-20,1129
2017-08-22,1132
2017-08-23,1132
2017-08-24,1128
2017-08-25,1128
2017-08-26,1116
2017-08-27,1123
2017-08-28,1123
2017-08-29,1128
2017-08-30,1119
2017-08-31,1119
2017-09-01,1117
2017-09-02,1117
2017-09-03,1117
2017-09-04,1106
2017-09-05,1117
2017-09-06,1117
2017-09-07,1106
2017-09-08,1106
2017-09-09,1108
2017-09-10,1100
2017-09-11,1100
2017-09-12,1100
2017-09-13,1049
2017-09-14,1034
2017-09-15,1034
2017-09-16,1022
2017-09-17,1012
2017-09-19,1022
2017-09-20,1017
2017-09-21,1017
2017-09-22,1005
2017-09-23,1005
2017-09-24,1015
2017-09-25,1016
2017-09-26,985
2017-09-27,985
2017-09-28,962
2017-09-29,963
2017-09-30,963
2017-10-01,956
2017-10-02,942
2017-10-03,942
2017-10-04,958
2017-10-05,1001
2017-10-06,1024
2017-10-07,1055
2017-10-08,1067
2017-10-09,1067
2017-10-10,1105
2017-10-11,1105
2017-10-12,1114
2017-10-13,1111
2017-10-14,1097
2017-10-15,1097
2017-10-16,1102
2017-10-17,1102
2017-10-18,1098
2017-10-19,1098
2017-10-20,1118
2017-10-21,1118
2017-10-22,1138
2017-10-23,1138
2017-10-24,1157
2017-10-25,1138
2017-10-26,1138
2017-10-27,1187
2017-10-28,1187
2017-10-29,1204
2017-10-30,1204
2017-10-31,1232
2017-11-01,1232
2017-11-02,1260
2017-11-03,1260
2017-11-04,1248
2017-11-05,1248
2017-11-06,1275
2017-11-07,1275
2017-11-08,1262
2017-11-09,1198
2017-11-10,1198
2017-11-11,1161
2017-11-12,1131
2017-11-13,1131
2017-11-14,1093
2017-11-15,1093
2017-11-16,1038
2017-11-17,1038
2017-11-18,993
2017-11-19,995
2017-11-20,995
2017-11-21,975
2017-11-22,975
2017-11-23,988
2017-11-24,988
2017-11-25,1009
2017-11-26,999
2017-11-27,999
2017-11-28,973
2017-11-29,973
2017-11-30,951
2017-12-01,931
2017-12-02,931
2017-12-03,922
2017-12-04,922
2017-12-05,920
2017-12-06,888
2017-12-07,902
2017-12-08,902
2017-12-09,894
2017-12-10,896
2017-12-11,875
2017-12-12,864
2017-12-14,869
2017-12-15,896
2017-12-16,896
2017-12-17,900
2017-12-18,896
2017-12-19,896
2017-12-20,883
2017-12-21,867
2017-12-22,867
2017-12-23,862
2017-12-24,862
2017-12-25,851
2017-12-26,838
2017-12-27,820
2017-12-28,820
2017-12-29,818
2017-12-30,817
2017-12-31,817
2018-01-01,815
2018-01-02,848
2018-01-03,889
2018-01-04,889
2018-01-05,909
2018-01-06,904
2018-01-07,918
2018-01-08,925
2018-01-09,910
2018-01-10,910
2018-01-11,926
2018-01-12,945
2018-01-13,969
2018-01-14,1012
2018-01-15,1049
2018-01-16,1018
2018-01-17,987
2018-01-18,987
2018-01-19,987
2018-01-20,986
2018-01-21,1000
2018-01-22,992
2018-01-23,989
2018-01-24,1006
2018-01-25,1048
2018-01-26,1094
2018-01-27,1092
2018-01-28,1041
2018-01-29,1030
2018-01-31,1059
2018-02-01,1076
2018-02-02,1072
2018-02-03,1056
2018-02-04,1051
2018-02-05,1048
2018-02-06,1046
2018-02-07,1054
2018-02-08,1054
2018-02-09,1041
2018-02-10,1006
2018-02-11,1010
2018-02-12,1020
2018-02-13,1042
2018-02-14,1041
2018-02-15,1036
2018-02-16,1055
2018-02-17,1040
2018-02-18,1042
2018-02-19,1053
2018-02-20,1088
2018-02-21,1102
2018-02-22,1120
2018-02-23,1118
2018-02-24,1105
2018-02-25,1095
2018-02-26,1045
2018-02-27,1019
2018-02-28,999
2018-03-01,994
2018-03-02,1007
2018-03-03,1011
2018-03-04,1011
2018-03-05,1002
2018-03-06,992
2018-03-07,998
2018-03-08,998
2018-03-09,948
2018-03-10,900
2018-03-11,879
2018-03-12,884
2018-03-13,883
2018-03-14,879
2018-03-15,874
2018-03-16,886
2018-03-17,881
2018-03-18,883
2018-03-19,893
2018-03-20,882
2018-03-21,895
2018-03-23,899
2018-03-24,910
2018-03-26,867
2018-03-27,866
2018-03-28,868
2018-03-29,885
2018-03-30,894
2018-03-31,891
2018-04-01,862
2018-04-02,853
2018-04-03,843
2018-04-04,833
2018-04-05,833
2018-04-06,844
2018-04-08,854
2018-04-09,873
2018-04-10,906
2018-04-11,947
2018-04-12,983
2018-04-13,1008
2018-04-14,1002
2018-04-15,982
2018-04-16,996
2018-04-17,987
2018-04-18,987
2018-04-19,1003
2018-04-20,995
2018-04-21,1007
2018-04-22,1000
2018-04-23,1004
2018-04-24,1001
2018-04-25,984
2018-04-26,984
2018-04-27,982
2018-04-28,967
2018-04-29,950
2018-04-30,905
2018-05-01,876
2018-05-02,865
2018-05-03,864
2018-05-04,867
2018-05-05,910
2018-05-06,910
2018-05-07,922
2018-05-08,923
2018-05-09,938
2018-05-10,950
2018-05-11,945
2018-05-12,959
2018-05-13,959
2018-05-14,948
2018-05-15,925
2018-05-16,911
2018-05-17,921
2018-05-18,910
2018-05-19,901
2018-05-20,913
2018-05-21,896
2018-05-22,896
2018-05-23,876
2018-05-24,878
2018-05-25,886
2018-05-26,892
2018-05-27,882
2018-05-28,891
2018-05-29,885
2018-05-30,895
2018-05-31,886
2018-06-01,874
2018-06-02,864
2018-06-03,855
2018-06-04,858
2018-06-05,867
2018-06-06,908
2018-06-07,908
2018-06-08,909
2018-06-09,910
2018-06-10,906
2018-06-11,895
2018-06-12,911
2018-06-13,882
2018-06-14,858
2018-06-15,856
2018-06-16,855
2018-06-17,855
2018-06-18,850
2018-06-19,858
2018-06-20,858
2018-06-21,868
2018-06-22,863
2018-06-23,863
2018-06-24,876
2018-06-25,898
2018-06-26,910
2018-06-27,903
2018-06-28,898
2018-06-29,889
2018-06-30,888
2018-07-01,895
2018-07-02,895
2018-07-03,902
2018-07-04,888
2018-07-05,891
2018-07-06,884
2018-07-07,880
2018-07-08,889
2018-07-09,897
2018-07-10,934
2018-07-11,970
2018-07-12,958
2018-07-13,954
2018-07-14,957
2018-07-15,933
2018-07-16,933
2018-07-17,938
2018-07-18,931
2018-07-19,885
2018-07-20,859
2018-07-21,872
2018-07-22,883
2018-07-23,872
2018-07-24,882
2018-07-25,870
2018-07-26,873
2018-07-27,873
2018-07-28,841
2018-07-29,803
2018-07-30,767
2018-07-31,766
2018-08-01,766
2018-08-02,759
2018-08-03,772
2018-08-04,763
2018-08-05,733
2018-08-06,709
2018-08-07,699
2018-08-08,683
2018-08-09,688
2018-08-10,714
2018-08-11,725
2018-08-12,727
2018-08-14,747
2018-08-16,715
2018-08-17,710
2018-08-18,721
2018-08-19,729
2018-08-20,740
2018-08-21,760
2018-08-22,771
2018-08-23,779
2018-08-24,776
2018-08-25,784
2018-08-26,796
2018-08-27,814
2018-08-28,822
2018-08-29,829
2018-08-30,833
2018-08-31,849
2018-09-01,864
2018-09-02,880
2018-09-03,890
2018-09-04,893
2018-09-05,891
2018-09-06,891
2018-09-07,894
2018-09-08,895
2018-09-09,896
2018-09-10,928
2018-09-11,972
2018-09-12,999
2018-09-13,999
2018-09-14,977
2018-09-15,958
2018-09-16,951
2018-09-17,977
2018-09-18,1007
2018-09-19,1058
2018-09-20,1108
2018-09-21,1110
2018-09-22,1121
2018-09-23,1123
2018-09-24,1066
2018-09-25,1029
2018-09-26,999
2018-09-27,969
2018-09-28,958
2018-09-29,949
2018-09-30,964
2018-10-02,970
2018-10-03,984
2018-10-04,1022
2018-10-05,1022
2018-10-06,1026
2018-10-07,1022
2018-10-08,1023
2018-10-09,1041
2018-10-10,1069
2018-10-11,1106
2018-10-12,1112
2018-10-13,1104
2018-10-14,1115
2018-10-15,1136
2018-10-16,1170
2018-10-17,1191
2018-10-18,1200
2018-10-19,1182
2018-10-20,1194
2018-10-21,1195
2018-10-22,1197
2018-10-23,1209
2018-10-24,1203
2018-10-25,1192
2018-10-26,1177
2018-10-27,1161
2018-10-28,1134
2018-10-29,1148
2018-10-30,1197
2018-10-31,1219
2018-11-01,1242
2018-11-03,1258
2018-11-04,1283
2018-11-05,1263
2018-11-06,1290
2018-11-07,1288
2018-11-08,1298
2018-11-09,1267
2018-11-10,1253
2018-11-11,1289
2018-11-12,1308
2018-11-13,1298
2018-11-15,1265
2018-11-16,1252
2018-11-17,1227
2018-11-18,1198
2018-11-19,1144
2018-11-20,1106
2018-11-21,1085
2018-11-22,1070
2018-11-23,1040
2018-11-24,1024
2018-11-25,1025
2018-11-26,1007
2018-11-27,1019
2018-11-28,1027
2018-12-01,1029
2018-12-02,990
2018-12-03,1012
2018-12-04,1025
2018-12-05,1017
2018-12-07,1029
2018-12-09,1041
2018-12-10,1067
2018-12-11,1055
2018-12-12,1014
2018-12-13,983
2018-12-14,977
2018-12-15,983
2018-12-16,957
2018-12-17,970
2018-12-18,961
2018-12-19,932
2018-12-20,907
2018-12-21,903
2018-12-22,929
2018-12-23,950
2018-12-24,958
2018-12-25,950
2018-12-26,928
2018-12-27,940
2018-12-28,942
2018-12-29,948
2018-12-30,943
2018-12-31,917
2019-01-01,895
2019-01-02,887
2019-01-03,871
2019-01-04,843
2019-01-05,835
2019-01-06,861
2019-01-08,877
2019-01-10,861
2019-01-11,863
2019-01-12,861
2019-01-13,851
2019-01-14,843
2019-01-15,842
2019-01-16,838
2019-01-17,835
2019-01-18,863
2019-01-19,887
2019-01-20,911
2019-01-21,957
2019-01-22,978
2019-01-23,976
2019-01-24,939
2019-01-25,909
2019-01-26,907
2019-01-28,880
2019-01-29,877
2019-01-30,861
2019-01-31,844
2019-02-01,833
2019-02-02,851
2019-02-03,852
2019-02-04,856
2019-02-05,854
2019-02-06,848
2019-02-07,842
2019-02-08,828
2019-02-09,839
2019-02-10,865
2019-02-11,850
2019-02-12,843
2019-02-13,838
2019-02-14,835
2019-02-15,848
2019-02-16,889
2019-02-17,894
2019-02-18,899
2019-02-19,881
2019-02-20,873
2019-02-21,880
2019-02-22,876
2019-02-23,853
2019-02-24,866
2019-02-25,891
2019-02-26,894
2019-02-27,877
2019-02-28,862
2019-03-01,863
2019-03-02,860
2019-03-03,865
2019-03-04,887
2019-03-05,870
2019-03-06,847
2019-03-07,845
2019-03-08,865
2019-03-09,858
2019-03-10,854
2019-03-11,880
2019-03-12,887
2019-03-13,879
2019-03-14,877
2019-03-15,894
2019-03-16,887
2019-03-17,881
2019-03-18,880
2019-03-19,883
2019-03-20,892
2019-03-21,907
2019-03-22,911
2019-03-23,886
2019-03-24,863
2019-03-25,867
2019-03-26,860
2019-03-27,847
2019-03-28,839
2019-03-29,842
2019-03-30,855
2019-03-31,858
2019-04-01,857
2019-04-02,838
2019-04-03,830
2019-04-04,845
2019-04-05,842
2019-04-06,872
2019-04-07,868
2019-04-08,859
2019-04-09,862
2019-04-10,876
2019-04-11,911
2019-04-12,891
2019-04-13,872
2019-04-14,873
2019-04-15,852
2019-04-16,856
2019-04-17,863
2019-04-18,868
2019-04-19,867
2019-04-20,896
2019-04-21,921
2019-04-22,930
2019-04-23,933
2019-04-24,935
2019-04-25,955
2019-04-26,953
2019-04-27,959
2019-04-28,955
2019-04-29,944
2019-04-30,951
2019-05-01,941
2019-05-02,928
2019-05-03,915
2019-05-04,911
2019-05-05,902
2019-05-06,905
2019-05-07,893
2019-05-08,850
2019-05-09,834
2019-05-10,816
2019-05-11,800
2019-05-12,815
2019-05-13,813
2019-05-14,817
2019-05-15,836
2019-05-16,847
2019-05-17,837
2019-05-18,851
2019-05-19,847
2019-05-20,847
2019-05-21,840
2019-05-22,816
2019-05-23,851
2019-05-24,894
2019-05-25,916
2019-05-26,945
2019-05-27,931
2019-05-28,971
2019-05-29,991
2019-05-30,1011
2019-05-31,1017
2019-06-01,1020
2019-06-02,1016
2019-06-03,1000
2019-06-04,969
2019-06-05,948
2019-06-06,912
2019-06-07,878
2019-06-08,874
2019-06-09,882
2019-06-10,879
2019-06-11,918
2019-06-12,941
2019-06-13,942
2019-06-14,958
2019-06-15,970
2019-06-16,967
2019-06-17,971
2019-06-18,977
2019-06-19,981
2019-06-20,970
