date_obj,Pearl%20dragon%20bolts price
2018-08-28,1250
2018-08-29,1250
2018-08-30,1250
2018-08-31,1250
2018-09-01,1250
2018-09-02,1250
2018-09-03,1250
2018-09-04,1250
2018-09-05,1250
2018-09-06,1250
2018-09-07,1250
2018-09-08,1250
2018-09-09,1250
2018-09-10,1250
2018-09-11,1250
2018-09-12,1250
2018-09-13,1250
2018-09-14,1250
2018-09-15,1250
2018-09-16,1250
2018-09-17,1250
2018-09-18,1250
2018-09-19,1250
2018-09-20,1250
2018-09-21,1250
2018-09-22,1250
2018-09-23,1250
2018-09-24,1250
2018-09-25,1250
2018-09-26,1250
2018-09-27,1250
2018-09-28,1250
2018-09-29,1250
2018-09-30,1250
2018-10-02,1250
2018-10-03,1250
2018-10-04,1250
2018-10-05,1250
2018-10-06,1250
2018-10-07,1250
2018-10-08,1250
2018-10-09,1250
2018-10-10,1250
2018-10-11,1250
2018-10-12,1250
2018-10-13,1250
2018-10-14,1250
2018-10-15,1250
2018-10-16,1250
2018-10-17,1309
2018-10-18,1309
2018-10-19,1309
2018-10-20,1309
2018-10-21,1309
2018-10-22,1309
2018-10-23,1309
2018-10-24,1309
2018-10-25,1309
2018-10-26,1309
2018-10-27,1309
2018-10-28,1309
2018-10-29,1309
2018-10-30,1309
2018-10-31,1309
2018-11-01,1309
2018-11-03,1309
2018-11-04,1309
2018-11-05,1309
2018-11-06,1309
2018-11-07,1309
2018-11-08,1309
2018-11-09,1309
2018-11-10,1309
2018-11-11,1309
2018-11-12,1309
2018-11-13,1309
2018-11-15,1309
2018-11-16,1309
2018-11-17,1309
2018-11-18,1309
2018-11-19,1309
2018-11-20,1367
2018-11-21,1367
2018-11-22,1367
2018-11-23,1367
2018-11-24,1367
2018-11-25,1367
2018-11-26,1367
2018-11-27,1367
2018-11-28,1367
2018-11-29,1367
2018-12-01,1367
2018-12-02,1367
2018-12-03,1367
2018-12-04,1367
2018-12-05,1367
2018-12-07,1367
2018-12-09,1367
2018-12-10,1367
2018-12-11,1367
2018-12-12,1367
2018-12-13,1404
2018-12-14,1404
2018-12-15,1404
2018-12-16,1404
2018-12-17,1404
2018-12-18,1404
2018-12-19,1404
2018-12-20,1404
2018-12-21,1404
2018-12-22,1404
2018-12-23,1404
2018-12-24,1404
2018-12-25,1404
2018-12-26,1404
2018-12-27,1404
2018-12-28,1404
2018-12-29,1435
2018-12-30,1435
2018-12-31,1435
2019-01-01,1435
2019-01-02,1435
2019-01-03,1435
2019-01-04,1435
2019-01-05,1435
2019-01-06,1435
2019-01-08,1435
2019-01-10,1435
2019-01-11,1435
2019-01-12,1435
2019-01-13,1435
2019-01-14,1458
2019-01-15,1458
2019-01-16,1458
2019-01-17,1458
2019-01-18,1458
2019-01-19,1458
2019-01-20,1458
2019-01-21,1458
2019-01-22,1458
2019-01-23,1458
2019-01-24,1458
2019-01-25,1418
2019-01-26,1418
2019-01-27,1418
2019-01-28,1436
2019-01-29,1416
2019-01-30,1416
2019-01-31,1416
2019-02-01,1416
2019-02-02,1416
2019-02-03,1416
2019-02-04,1416
2019-02-05,1416
2019-02-06,1416
2019-02-07,1416
2019-02-08,1416
2019-02-09,1416
2019-02-10,1416
2019-02-11,1416
2019-02-12,1416
2019-02-13,1416
2019-02-14,1416
2019-02-15,1416
2019-02-16,1416
2019-02-17,1416
2019-02-18,1348
2019-02-19,1348
2019-02-20,1348
2019-02-21,1348
2019-02-22,1348
2019-02-23,1348
2019-02-24,1348
2019-02-25,1348
2019-02-26,1348
2019-02-27,1348
2019-02-28,1348
2019-03-01,1348
2019-03-02,1348
2019-03-03,1348
2019-03-04,1348
2019-03-05,1348
2019-03-06,1348
2019-03-07,1348
2019-03-08,1348
2019-03-09,1348
2019-03-10,1348
2019-03-11,1348
2019-03-12,1348
2019-03-13,1348
2019-03-14,1348
2019-03-15,1348
2019-03-16,1348
2019-03-17,1348
2019-03-18,1348
2019-03-19,1348
2019-03-20,1348
2019-03-21,1348
2019-03-22,1348
2019-03-23,1348
2019-03-24,1348
2019-03-25,1348
2019-03-26,1348
2019-03-27,1348
2019-03-28,1348
2019-03-29,1348
2019-03-30,1348
2019-03-31,1348
2019-04-01,1348
2019-04-02,1348
2019-04-03,1348
2019-04-04,1382
2019-04-05,1382
2019-04-06,1382
2019-04-07,1382
2019-04-08,1382
2019-04-09,1382
2019-04-10,1382
2019-04-11,1382
2019-04-12,1382
2019-04-13,1382
2019-04-14,1382
2019-04-15,1382
2019-04-16,1382
2019-04-17,1382
2019-04-18,1382
2019-04-19,1382
2019-04-20,1382
2019-04-21,1382
2019-04-22,1382
2019-04-23,1382
2019-04-24,1382
2019-04-25,1382
2019-04-26,1382
2019-04-27,1382
2019-04-28,1382
2019-04-29,1382
2019-04-30,1382
2019-05-01,1382
2019-05-02,1382
2019-05-03,1382
2019-05-04,1395
2019-05-05,1395
2019-05-06,1395
2019-05-07,1395
2019-05-08,1395
2019-05-09,1395
2019-05-10,1395
2019-05-11,1395
2019-05-12,1395
2019-05-13,1395
2019-05-14,1395
2019-05-15,1395
2019-05-16,1395
2019-05-17,1395
2019-05-18,1395
2019-05-19,1395
2019-05-20,1395
2019-05-21,1395
2019-05-22,1395
2019-05-23,1395
2019-05-24,1395
2019-05-25,1395
2019-05-26,1395
2019-05-27,1395
2019-05-28,1395
2019-05-29,1395
2019-05-30,1395
2019-05-31,1395
2019-06-01,1395
2019-06-02,1395
2019-06-03,1395
2019-06-04,1395
2019-06-05,1395
2019-06-06,1395
2019-06-07,1395
2019-06-08,1395
2019-06-09,1395
2019-06-10,1395
2019-06-11,1395
2019-06-12,1395
2019-06-13,1395
2019-06-14,1395
2019-06-15,1395
2019-06-16,1395
2019-06-17,1395
2019-06-18,1395
2019-06-19,1395
2019-06-20,1413
2019-06-21,1413
2019-06-22,1413
2019-06-23,1413
2019-06-24,1413
2019-06-25,1413
2019-06-26,1413
2019-06-27,1413
2019-06-28,1413
2019-06-29,1413
2019-06-30,1413
2019-07-01,1413
2019-07-02,1413
2019-07-03,1413
2019-07-04,1413
2019-07-05,1413
2019-07-06,1413
2019-07-07,1413
2019-07-08,1413
2019-07-09,1413
2019-07-10,1413
2019-07-11,1413
2019-07-12,1413
2019-07-13,1413
2019-07-14,1413
2019-07-15,1413
2019-07-16,1413
2019-07-17,1413
2019-07-18,1413
2019-07-19,1413
2019-07-20,1413
2019-07-21,1413
2019-07-22,1413
2019-07-23,1413
2019-07-24,1413
2019-07-25,1413
2019-07-26,1413
2019-07-27,1413
2019-07-28,1413
2019-07-29,1413
2019-07-30,1413
2019-07-31,1398
2019-08-01,1398
2019-08-02,1398
2019-08-03,1398
2019-08-04,1398
2019-08-05,1398
2019-08-06,1398
2019-08-07,1398
2019-08-08,1398
2019-08-09,1398
2019-08-10,1398
2019-08-11,1398
2019-08-12,1398
2019-08-13,1398
2019-08-14,1398
2019-08-15,1398
2019-08-16,1398
2019-08-17,1398
2019-08-18,1398
2019-08-19,1398
2019-08-20,1398
2019-08-21,1398
2019-08-22,1398
2019-08-23,1398
2019-08-24,1398
2019-08-24,1398
2019-08-25,1398
2019-08-25,1398
2019-08-26,1398
2019-08-26,1398
2019-08-27,1398
2019-08-27,1398
2019-08-28,1398
2019-08-29,1398
2019-08-30,1398
2019-08-31,1330
2019-09-01,1330
2019-09-02,1330
2019-09-03,1330
2019-09-04,1330
2019-09-05,1330
2019-09-06,1330
2019-09-07,1330
2019-09-08,1330
2019-09-09,1330
2019-09-10,1330
2019-09-11,1330
2019-09-12,1330
2019-09-13,1330
2019-09-14,1330
2019-09-15,1330
2019-09-16,1330
2019-09-17,1330
2019-09-18,1330
2019-09-19,1330
2019-09-20,1330
2019-09-21,1330
2019-09-22,1330
2019-09-23,1330
2019-09-24,1330
2019-09-25,1330
2019-09-26,1330
2019-09-27,1330
2019-09-28,1330
2019-09-29,1330
2019-09-30,1330
2019-10-01,1283
2019-10-02,1283
2019-10-03,1283
2019-10-04,1283
2019-10-05,1283
2019-10-06,1283
2019-10-07,1283
2019-10-08,1283
2019-10-09,1283
2019-10-10,1283
2019-10-11,1283
2019-10-12,1283
2019-10-13,1283
2019-10-14,1283
2019-10-15,1283
2019-10-16,1283
2019-10-17,1283
2019-10-18,1283
2019-10-19,1283
2019-10-20,1283
2019-10-21,1283
2019-10-22,1283
2019-10-23,1283
2019-10-24,1283
2019-10-25,1283
2019-10-26,1283
2019-10-27,1283
2019-10-28,1283
2019-10-29,1283
2019-10-30,1283
2019-10-31,1283
2019-11-01,1283
2019-11-02,1283
2019-11-03,1283
2019-11-04,1283
2019-11-05,1283
2019-11-06,1283
2019-11-07,1283
2019-11-08,1283
2019-11-09,1283
2019-11-10,1283
2019-11-11,1283
2019-11-12,1283
2019-11-13,1283
2019-11-14,1283
2019-11-15,1252
2019-11-16,1252
2019-11-17,1252
2019-11-18,1252
2019-11-19,1252
2019-11-20,1252
2019-11-21,1252
2019-11-22,1252
2019-11-23,1252
2019-11-24,1252
2019-11-25,1252
2019-11-26,1252
2019-11-27,1252
2019-11-28,1252
2019-11-29,1252
2019-11-30,1252
2019-12-01,1252
2019-12-02,1252
2019-12-03,1252
2019-12-04,1252
2019-12-05,1252
2019-12-06,1252
2019-12-07,1252
2019-12-08,1252
2019-12-09,1252
2019-12-10,1252
2019-12-11,1252
2019-12-12,1252
2019-12-13,1252
2019-12-14,1252
2019-12-15,1252
2019-12-16,1252
2019-12-17,1252
2019-12-18,1252
2019-12-19,1252
2019-12-20,1252
2019-12-21,1252
2019-12-22,1252
2019-12-23,1252
2019-12-24,1252
2019-12-25,1252
2019-12-26,1252
2019-12-27,1252
2019-12-28,1252
2019-12-29,1203
2019-12-30,1203
2019-12-31,1203
2020-01-01,1203
2020-01-02,1203
2020-01-03,1203
2020-01-04,1203
2020-01-05,1203
2020-01-06,1203
2020-01-07,1203
2020-01-08,1203
2020-01-09,1203
2020-01-10,1203
2020-01-11,1203
2020-01-12,1203
2020-01-13,1203
2020-01-14,1203
2020-01-15,1203
2020-01-16,1203
2020-01-17,1203
2020-01-18,1203
2020-01-19,1203
2020-01-20,1203
2020-01-21,1203
2020-01-22,1203
2020-01-23,1203
2020-01-24,1203
2020-01-25,1203
2020-01-26,1203
2020-01-27,1203
2020-01-28,1203
2020-01-29,1213
2020-01-30,1213
2020-01-31,1213
2020-02-01,1213
2020-02-02,1213
2020-02-03,1213
2020-02-04,1213
2020-02-05,1213
2020-02-06,1213
2020-02-07,1213
2020-02-08,1213
2020-02-09,1213
2020-02-10,1258
2020-02-11,1258
2020-02-12,1258
2020-02-13,1258
2020-02-14,1258
2020-02-15,1258
2020-02-16,1258
2020-02-17,1258
2020-02-18,1258
2020-02-19,1258
2020-02-20,1258
2020-02-21,1258
2020-02-22,1244
2020-02-23,1244
2020-02-24,1244
2020-02-25,1244
2020-02-26,1244
2020-02-27,1244
2020-02-28,1244
2020-02-29,1244
2020-03-01,1244
2020-03-02,1244
2020-03-03,1244
2020-03-04,1244
2020-03-05,1244
2020-03-06,1244
2020-03-07,1244
2020-03-08,1244
2020-03-09,1244
2020-03-10,1244
2020-03-11,1244
2020-03-12,1244
2020-03-13,1244
2020-03-14,1244
2020-03-15,1244
2020-03-16,1244
2020-03-17,1244
2020-03-18,1244
2020-03-19,1203
2020-03-20,1203
2020-03-21,1203
2020-03-22,1203
2020-03-23,1203
2020-03-24,1238
2020-03-25,1238
2020-03-26,1238
2020-03-27,1238
2020-03-28,1238
2020-03-29,1238
2020-03-30,1238
2020-03-31,1238
2020-04-01,1238
2020-04-02,1238
2020-04-03,1238
2020-04-04,1238
2020-04-05,1238
2020-04-06,1229
2020-04-07,1229
2020-04-08,1229
2020-04-09,1229
2020-04-10,1229
2020-04-11,1229
2020-04-12,1229
2020-04-13,1229
2020-04-14,1229
2020-04-15,1229
2020-04-16,1229
2020-04-17,1240
2020-04-18,1240
2020-04-19,1240
2020-04-20,1240
2020-04-21,1240
2020-04-22,1240
2020-04-23,1240
2020-04-24,1240
2020-04-25,1240
2020-04-26,1251
2020-04-27,1251
2020-04-28,1251
2020-04-29,1251
2020-04-30,1251
2020-05-01,1251
2020-05-02,1251
2020-05-03,1251
2020-05-04,1251
2020-05-05,1251
2020-05-06,1251
2020-05-07,1251
2020-05-08,1251
2020-05-09,1251
2020-05-10,1251
2020-05-11,1195
2020-05-12,1195
2020-05-13,1195
