date_obj,Yellow%20dye price
2017-01-09,458
2017-01-10,468
2017-01-11,476
2017-01-12,476
2017-01-13,496
2017-01-14,517
2017-01-15,536
2017-01-16,558
2017-01-17,579
2017-01-18,571
2017-01-19,582
2017-01-20,599
2017-01-21,614
2017-01-22,623
2017-01-27,616
2017-01-28,585
2017-01-29,555
2017-01-30,527
2017-01-31,500
2017-02-01,484
2017-02-02,492
2017-02-03,472
2017-02-04,467
2017-02-05,474
2017-02-06,450
2017-02-07,451
2017-02-08,465
2017-02-09,477
2017-02-10,494
2017-02-11,510
2017-02-12,532
2017-02-13,550
2017-02-14,562
2017-02-15,550
2017-02-16,547
2017-02-18,493
2017-02-19,500
2017-02-20,492
2017-02-21,468
2017-02-22,444
2017-02-23,430
2017-02-24,446
2017-02-25,444
2017-02-26,457
2017-02-27,471
2017-02-28,489
2017-03-01,497
2017-03-02,509
2017-03-03,511
2017-03-04,506
2017-03-05,502
2017-03-06,499
2017-03-07,516
2017-03-08,538
2017-03-09,553
2017-03-10,559
2017-03-11,567
2017-03-12,580
2017-03-13,576
2017-03-14,558
2017-03-15,557
2017-03-16,576
2017-03-17,588
2017-03-18,610
2017-03-19,627
2017-03-20,651
2017-03-21,652
2017-03-22,648
2017-03-23,636
2017-03-24,643
2017-03-25,640
2017-03-26,645
2017-03-27,635
2017-03-28,652
2017-03-29,638
2017-03-30,614
2017-03-31,611
2017-04-01,622
2017-04-02,613
2017-04-03,615
2017-04-04,641
2017-04-12,628
2017-04-13,596
2017-04-14,566
2017-04-15,537
2017-04-16,544
2017-04-17,553
2017-04-18,536
2017-04-19,516
2017-04-20,494
2017-04-21,514
2017-04-22,528
2017-04-23,542
2017-04-24,558
2017-04-25,540
2017-04-26,513
2017-04-27,487
2017-04-28,484
2017-04-29,487
2017-04-30,498
2017-05-01,477
2017-05-02,470
2017-05-03,490
2017-05-04,511
2017-05-05,523
2017-05-06,503
2017-05-07,495
2017-05-08,511
2017-05-09,517
2017-05-10,512
2017-05-11,499
2017-05-12,481
2017-05-13,488
2017-05-14,496
2017-05-15,477
2017-05-16,453
2017-05-17,437
2017-05-18,430
2017-05-19,422
2017-05-20,435
2017-05-21,441
2017-05-22,455
2017-05-23,473
2017-05-24,472
2017-05-25,496
2017-05-26,511
2017-05-27,517
2017-05-28,512
2017-05-29,533
2017-05-30,560
2017-05-31,567
2017-06-01,539
2017-06-02,512
2017-06-03,487
2017-06-06,426
2017-06-07,409
2017-06-08,404
2017-06-09,408
2017-06-10,407
2017-06-11,410
2017-06-12,399
2017-06-13,394
2017-06-14,391
2017-06-15,386
2017-06-16,390
2017-06-17,402
2017-06-18,400
2017-06-19,409
2017-06-20,397
2017-06-21,381
2017-06-22,363
2017-06-23,352
2017-06-24,343
2017-06-25,336
2017-06-26,320
2017-06-27,328
2017-06-28,321
2017-06-29,304
2017-06-30,298
2017-07-01,289
2017-07-02,275
2017-07-03,261
2017-07-04,254
2017-07-05,248
2017-07-06,250
2017-07-07,245
2017-07-08,249
2017-07-13,223
2017-07-14,221
2017-07-15,226
2017-07-16,233
2017-07-17,234
2017-07-18,237
2017-07-19,232
2017-07-20,227
2017-07-21,230
2017-07-22,239
2017-07-23,240
2017-07-24,241
2017-07-25,231
2017-07-26,223
2017-07-27,220
2017-07-28,211
2017-07-29,200
2017-07-30,196
2017-07-31,188
2017-08-01,185
2017-08-02,182
2017-08-03,182
2017-08-04,178
2017-08-05,170
2017-08-06,161
2017-08-09,145
2017-08-10,148
2017-08-11,144
2017-08-12,143
2017-08-13,139
2017-08-14,138
2017-08-15,141
2017-08-16,135
2017-08-17,141
2017-08-18,148
2017-08-19,153
2017-08-20,153
2017-08-21,157
2017-08-22,160
2017-08-23,162
2017-08-24,165
2017-08-25,174
2017-08-26,170
2017-08-27,170
2017-08-28,169
2017-08-29,160
2017-08-30,158
2017-08-31,163
2017-09-01,169
2017-09-02,176
2017-09-03,174
2017-09-04,175
2017-09-05,178
2017-09-06,185
2017-09-07,189
2017-09-08,196
2017-09-09,197
2017-09-10,191
2017-09-11,199
2017-09-12,208
2017-09-13,217
2017-09-14,222
2017-09-15,211
2017-09-16,208
2017-09-17,198
2017-09-18,190
2017-09-19,183
2017-09-20,180
2017-09-21,185
2017-09-22,190
2017-09-23,195
2017-09-24,197
2017-09-25,192
2017-09-26,189
2017-09-27,181
2017-09-28,179
2017-09-29,175
2017-09-30,169
2017-10-01,171
2017-10-02,173
2017-10-03,168
2017-10-04,163
2017-10-05,163
2017-10-06,162
2017-10-07,158
2017-10-08,155
2017-10-09,157
2017-10-10,158
2017-10-11,162
2017-10-12,164
2017-10-13,166
2017-10-14,166
2017-10-15,164
2017-10-16,159
2017-10-17,152
2017-10-18,145
2017-10-19,140
2017-10-20,141
2017-10-21,143
2017-10-22,148
2017-10-23,149
2017-10-24,154
2017-10-25,156
2017-10-26,161
2017-10-27,164
2017-10-28,159
2017-10-29,164
2017-10-30,169
2017-10-31,169
2017-11-01,170
2017-11-02,165
2017-11-03,173
2017-11-04,173
2017-11-05,170
2017-11-06,162
2017-11-07,164
2017-11-08,159
2017-11-09,161
2017-11-10,156
2017-11-11,158
2017-11-12,159
2017-11-13,161
2017-11-14,164
2017-11-15,164
2017-11-16,163
2017-11-17,168
2017-11-18,174
2017-11-19,174
2017-11-20,177
2017-11-21,182
2017-11-22,175
2017-11-23,172
2017-11-24,177
2017-11-25,178
2017-11-26,185
2017-11-27,195
2017-11-28,202
2017-11-29,212
2017-11-30,221
2017-12-01,231
2017-12-02,235
2017-12-03,235
2017-12-04,234
2017-12-05,229
2017-12-06,234
2017-12-07,227
2017-12-08,219
2017-12-09,223
2017-12-10,222
2017-12-11,218
2017-12-12,211
2017-12-13,200
2017-12-14,202
2017-12-15,196
2017-12-16,200
2017-12-17,198
2017-12-18,194
2017-12-19,191
2017-12-20,187
2017-12-21,189
2017-12-22,197
2017-12-23,202
2017-12-24,204
2017-12-25,197
2017-12-26,205
2017-12-27,212
2017-12-28,208
2017-12-29,208
2017-12-30,205
2017-12-31,205
2018-01-01,196
2018-01-02,187
2018-01-03,187
2018-01-04,194
2018-01-05,187
2018-01-06,191
2018-01-07,197
2018-01-08,188
2018-01-09,178
2018-01-10,171
2018-01-11,165
2018-01-12,156
2018-01-13,160
2018-01-14,165
2018-01-15,172
2018-01-16,169
2018-01-17,160
2018-01-18,153
2018-01-19,147
2018-01-20,152
2018-01-21,151
2018-01-22,156
2018-01-23,159
2018-01-24,167
2018-01-25,176
2018-01-26,180
2018-01-27,185
2018-01-28,194
2018-01-29,199
2018-01-30,203
2018-02-01,214
2018-02-02,218
2018-02-03,227
2018-02-04,237
2018-02-05,242
2018-02-06,246
2018-02-07,249
2018-02-08,248
2018-02-09,245
2018-02-10,235
2018-02-11,237
2018-02-12,249
2018-02-13,260
2018-02-14,258
2018-02-15,266
2018-02-16,273
2018-02-17,279
2018-02-18,290
2018-02-19,290
2018-02-20,293
2018-02-21,294
2018-02-22,287
2018-02-23,275
2018-02-24,261
2018-02-25,248
2018-02-26,238
2018-02-27,226
2018-02-28,216
2018-03-01,217
2018-03-02,224
2018-03-03,226
2018-03-04,232
2018-03-05,241
2018-03-06,244
2018-03-07,237
2018-03-08,234
2018-03-09,238
2018-03-10,238
2018-03-11,230
2018-03-12,242
2018-03-13,247
2018-03-14,254
2018-03-15,264
2018-03-16,257
2018-03-17,269
2018-03-18,281
2018-03-20,305
2018-03-21,290
2018-03-23,279
2018-03-24,291
2018-03-26,296
2018-03-27,296
2018-03-28,292
2018-03-29,295
2018-03-30,298
2018-03-31,300
2018-04-01,285
2018-04-02,271
2018-04-03,272
2018-04-04,281
2018-04-05,276
2018-04-06,262
2018-04-08,236
2018-04-09,225
2018-04-10,223
2018-04-11,215
2018-04-12,204
2018-04-13,193
2018-04-14,183
2018-04-16,165
2018-04-17,164
2018-04-18,166
2018-04-19,175
2018-04-20,178
2018-04-21,182
2018-04-22,181
2018-04-23,177
2018-04-24,175
2018-04-25,174
2018-04-26,169
2018-04-27,165
2018-04-28,170
2018-04-29,171
2018-04-30,174
2018-05-02,176
2018-05-03,177
2018-05-04,182
2018-05-05,182
2018-05-06,176
2018-05-08,188
2018-05-09,191
2018-05-10,201
2018-05-11,212
2018-05-12,219
2018-05-13,228
2018-05-14,223
2018-05-15,235
2018-05-16,240
2018-05-17,246
2018-05-18,254
2018-05-19,255
2018-05-20,256
2018-05-21,250
2018-05-22,247
2018-05-23,244
2018-05-24,239
2018-05-25,238
2018-05-26,241
2018-05-27,247
2018-05-28,247
2018-05-29,256
2018-05-30,249
2018-05-31,246
2018-06-01,246
2018-06-02,246
2018-06-03,242
2018-06-04,252
2018-06-05,251
2018-06-06,239
2018-06-07,227
2018-06-08,215
2018-06-09,204
2018-06-10,193
2018-06-11,184
2018-06-12,174
2018-06-13,165
2018-06-14,157
2018-06-15,161
2018-06-16,166
2018-06-17,167
2018-06-18,168
2018-06-19,167
2018-06-20,166
2018-06-21,159
2018-06-22,158
2018-06-23,158
2018-06-24,151
2018-06-25,143
2018-06-26,135
2018-06-27,133
2018-06-28,134
2018-06-29,133
2018-06-30,136
2018-07-01,137
2018-07-02,142
2018-07-03,147
2018-07-04,153
2018-07-05,157
2018-07-06,165
2018-07-07,170
2018-07-08,179
2018-07-09,188
2018-07-10,197
2018-07-11,199
2018-07-12,208
2018-07-13,203
2018-07-14,211
2018-07-15,221
2018-07-16,228
2018-07-17,234
2018-07-18,246
2018-07-19,258
2018-07-20,268
2018-07-21,277
2018-07-22,269
2018-07-23,256
2018-07-24,251
2018-07-25,257
2018-07-26,253
2018-07-27,263
2018-07-28,271
2018-07-29,284
2018-07-30,298
2018-07-31,311
2018-08-01,323
2018-08-02,332
2018-08-03,345
2018-08-04,357
2018-08-05,366
2018-08-06,377
2018-08-07,385
2018-08-08,395
2018-08-09,410
2018-08-10,427
2018-08-11,439
2018-08-12,435
2018-08-14,423
2018-08-16,380
2018-08-17,365
2018-08-18,361
2018-08-19,360
2018-08-20,366
2018-08-21,364
2018-08-22,373
2018-08-23,392
2018-08-24,393
2018-08-25,412
2018-08-26,433
2018-08-27,450
2018-08-28,465
2018-08-29,479
2018-08-30,495
2018-08-31,496
2018-09-01,506
2018-09-02,526
2018-09-03,533
2018-09-04,525
2018-09-05,537
2018-09-06,543
2018-09-07,553
2018-09-08,545
2018-09-09,518
2018-09-10,493
2018-09-11,480
2018-09-12,466
2018-09-13,476
2018-09-14,469
2018-09-15,461
2018-09-16,441
2018-09-17,438
2018-09-18,450
2018-09-19,428
2018-09-20,417
2018-09-21,425
2018-09-22,407
2018-09-23,386
2018-09-24,366
2018-09-25,347
2018-09-26,329
2018-09-27,312
2018-09-28,296
2018-09-29,286
2018-09-30,274
2018-10-02,268
2018-10-03,267
2018-10-04,265
2018-10-05,261
2018-10-06,260
2018-10-07,261
2018-10-08,260
2018-10-09,268
2018-10-10,272
2018-10-11,267
2018-10-12,265
2018-10-13,262
2018-10-14,268
2018-10-15,273
2018-10-16,278
2018-10-17,264
2018-10-18,259
2018-10-19,256
2018-10-20,249
2018-10-21,255
2018-10-22,260
2018-10-23,255
2018-10-24,246
2018-10-25,238
2018-10-26,248
2018-10-27,252
2018-10-28,251
2018-10-29,240
2018-10-30,228
2018-10-31,219
2018-11-01,219
2018-11-03,221
2018-11-04,224
2018-11-05,226
2018-11-06,222
2018-11-07,222
2018-11-08,217
2018-11-09,207
2018-11-10,196
2018-11-11,191
2018-11-12,185
2018-11-13,179
2018-11-14,176
2018-11-15,175
2018-11-16,176
2018-11-17,172
2018-11-18,173
2018-11-19,172
2018-11-20,169
2018-11-21,171
2018-11-22,177
2018-11-23,180
2018-11-24,174
2018-11-25,179
2018-11-26,185
2018-11-27,189
2018-11-28,189
2018-11-29,195
2018-12-01,206
2018-12-02,207
2018-12-03,202
2018-12-04,208
2018-12-05,213
2018-12-07,235
2018-12-09,246
2018-12-10,247
2018-12-11,240
2018-12-12,231
2018-12-13,226
2018-12-14,221
2018-12-15,218
2018-12-16,220
2018-12-17,222
2018-12-18,225
2018-12-19,220
2018-12-20,220
2018-12-21,216
2018-12-22,212
2018-12-23,217
2018-12-24,219
2018-12-25,225
2018-12-26,233
2018-12-27,241
2018-12-28,242
2018-12-29,247
2018-12-30,250
2018-12-31,256
2019-01-01,265
2019-01-02,272
2019-01-03,278
2019-01-04,283
2019-01-05,287
2019-01-06,281
2019-01-08,263
2019-01-10,238
2019-01-11,226
2019-01-12,216
2019-01-13,209
2019-01-14,217
2019-01-15,220
2019-01-16,213
2019-01-17,224
2019-01-18,236
2019-01-19,237
2019-01-20,246
2019-01-22,266
2019-01-23,276
2019-01-24,286
2019-01-25,284
2019-01-26,282
2019-01-27,272
2019-01-28,259
2019-01-29,250
2019-01-30,256
2019-01-31,252
2019-02-01,241
2019-02-02,236
2019-02-03,238
2019-02-04,232
2019-02-05,231
2019-02-06,233
2019-02-07,239
2019-02-08,236
2019-02-09,230
2019-02-10,219
2019-02-11,208
2019-02-12,197
2019-02-13,203
2019-02-14,201
2019-02-15,207
2019-02-16,203
2019-02-17,207
2019-02-18,217
2019-02-19,221
2019-02-20,225
2019-02-21,233
2019-02-22,240
2019-02-23,237
2019-02-24,235
2019-02-25,245
2019-02-26,246
2019-02-27,242
2019-02-28,240
2019-03-01,228
2019-03-02,226
2019-03-03,222
2019-03-04,217
2019-03-05,220
2019-03-06,218
2019-03-07,225
2019-03-08,222
2019-03-09,226
2019-03-10,223
2019-03-11,219
2019-03-12,218
2019-03-13,214
2019-03-14,207
2019-03-15,201
2019-03-16,199
2019-03-17,198
2019-03-18,197
2019-03-19,196
2019-03-20,193
2019-03-21,187
2019-03-22,188
2019-03-23,186
2019-03-24,185
2019-03-25,178
2019-03-26,170
2019-03-27,169
2019-03-28,167
2019-03-29,164
2019-03-30,167
2019-03-31,172
2019-04-01,176
2019-04-02,183
2019-04-03,187
2019-04-04,178
2019-04-05,186
2019-04-06,187
2019-04-07,187
2019-04-08,186
2019-04-09,193
2019-04-10,193
2019-04-11,192
2019-04-12,187
2019-04-13,195
2019-04-14,193
2019-04-15,184
2019-04-16,175
2019-04-17,167
2019-04-18,165
2019-04-19,166
2019-04-20,166
2019-04-21,166
2019-04-22,162
2019-04-23,154
2019-04-24,149
2019-04-25,144
2019-04-26,147
2019-04-27,145
2019-04-28,147
2019-04-29,154
2019-04-30,161
2019-05-01,170
2019-05-02,176
2019-05-03,177
2019-05-04,175
2019-05-05,183
2019-05-06,193
2019-05-07,188
2019-05-08,188
2019-05-09,195
2019-05-10,204
2019-05-11,215
2019-05-12,218
2019-05-13,219
2019-05-14,209
2019-05-15,217
2019-05-16,213
2019-05-17,218
2019-05-18,217
2019-05-19,212
2019-05-20,221
2019-05-21,221
2019-05-22,215
2019-05-23,222
2019-05-24,218
2019-05-25,209
2019-05-26,206
2019-05-27,213
2019-05-28,218
2019-05-29,217
2019-05-30,208
2019-05-31,200
2019-06-01,190
2019-06-02,180
2019-06-03,171
2019-06-04,162
2019-06-05,153
2019-06-06,154
2019-06-07,160
2019-06-08,165
2019-06-09,167
2019-06-10,158
2019-06-11,157
2019-06-12,161
2019-06-13,164
2019-06-14,170
2019-06-15,179
2019-06-16,180
2019-06-17,171
2019-06-18,173
2019-06-19,181
2019-06-20,188
2019-06-21,198
2019-06-22,208
2019-06-23,215
2019-06-24,219
2019-06-25,223
2019-06-26,214
2019-06-27,218
2019-06-28,212
2019-06-29,214
2019-06-30,215
2019-07-01,217
2019-07-02,214
2019-07-03,218
2019-07-04,222
2019-07-05,212
2019-07-06,207
2019-07-07,203
2019-07-08,200
2019-07-09,198
2019-07-10,199
2019-07-11,199
2019-07-12,193
2019-07-13,187
2019-07-14,188
2019-07-15,196
2019-07-16,197
2019-07-17,202
2019-07-18,202
2019-07-19,201
2019-07-20,204
2019-07-21,201
2019-07-22,208
2019-07-23,208
2019-07-24,215
2019-07-25,223
2019-07-26,231
2019-07-27,242
2019-07-28,239
2019-07-29,237
2019-07-30,237
2019-07-31,241
2019-08-01,242
2019-08-02,243
2019-08-03,242
2019-08-04,236
2019-08-05,243
2019-08-06,252
2019-08-07,242
2019-08-08,243
2019-08-09,238
2019-08-10,227
2019-08-11,215
2019-08-12,204
2019-08-13,193
2019-08-14,183
2019-08-15,182
2019-08-16,188
2019-08-17,188
2019-08-18,194
2019-08-19,203
2019-08-20,203
2019-08-21,213
2019-08-22,222
2019-08-23,225
2019-08-24,236
2019-08-24,236
2019-08-25,247
2019-08-25,247
2019-08-26,259
2019-08-26,259
2019-08-27,264
2019-08-27,264
2019-08-28,260
2019-08-29,258
2019-08-30,262
2019-08-31,273
2019-09-01,282
2019-09-02,285
2019-09-03,281
2019-09-04,289
2019-09-05,299
2019-09-06,290
