date_obj,Raw%20jubbly price
2015-03-26,1000
2015-03-27,1000
2015-03-28,1000
2015-03-29,1000
2015-03-30,1000
2015-03-31,1000
2015-04-01,1000
2015-04-02,1000
2015-04-03,1000
2015-04-04,1000
2015-04-05,1000
2015-04-06,1000
2015-04-07,1000
2015-04-08,1000
2015-04-09,1000
2015-04-10,1000
2015-04-11,1000
2015-04-12,1000
2015-04-13,1000
2015-04-14,1000
2015-04-15,1000
2015-04-16,1000
2015-04-17,1000
2015-04-18,1000
2015-04-19,1000
2015-04-20,1000
2015-04-21,1000
2015-04-22,1000
2015-04-23,1000
2015-04-24,1000
2015-04-25,1000
2015-04-26,1000
2015-04-27,1000
2015-04-28,1000
2015-04-29,1000
2015-04-30,1000
2015-05-01,1000
2015-05-02,1000
2015-05-03,1000
2015-05-04,1000
2015-05-05,1000
2015-05-06,1000
2015-05-07,1000
2015-05-08,1000
2015-05-09,1000
2015-05-10,1000
2015-05-11,1000
2015-05-12,1000
2015-05-13,1000
2015-05-14,1000
2015-05-15,1000
2015-05-16,1000
2015-05-17,1000
2015-05-18,1000
2015-05-19,1000
2015-05-20,1000
2015-05-21,1000
2015-05-22,1000
2015-05-23,1000
2015-05-24,1000
2015-05-25,1000
2015-05-26,1000
2015-05-27,1000
2015-05-28,986
2015-05-29,986
2015-05-30,986
2015-05-31,986
2015-06-01,986
2015-06-02,986
2015-06-03,986
2015-06-04,986
2015-06-05,986
2015-06-06,986
2015-06-07,986
2015-06-08,986
2015-06-09,986
2015-06-10,986
2015-06-11,986
2015-06-12,986
2015-06-13,986
2015-06-14,986
2015-06-15,986
2015-06-16,986
2015-06-17,986
2015-06-18,986
2015-06-19,986
2015-06-20,986
2015-06-21,986
2015-06-22,986
2015-06-23,986
2015-06-24,986
2015-06-25,986
2015-06-26,986
2015-06-27,986
2015-06-28,986
2015-06-29,986
2015-06-30,986
2015-07-01,986
2015-07-02,986
2015-07-03,986
2015-07-04,986
2015-07-05,986
2015-07-06,986
2015-07-07,986
2015-07-08,986
2015-07-09,986
2015-07-10,986
2015-07-11,986
2015-07-12,986
2015-07-13,986
2015-07-14,986
2015-07-15,986
2015-07-16,986
2015-07-17,986
2015-07-18,986
2015-07-19,986
2015-07-20,986
2015-07-21,986
2015-07-22,986
2015-07-23,986
2015-07-24,986
2015-07-25,986
2015-07-26,986
2015-07-27,986
2015-07-28,986
2015-07-29,986
2015-07-30,986
2015-07-31,986
2015-08-01,986
2015-08-02,986
2015-08-03,986
2015-08-04,986
2015-08-05,986
2015-08-06,986
2015-08-07,986
2015-08-08,986
2015-08-09,986
2015-08-10,986
2015-08-11,986
2015-08-12,986
2015-08-13,986
2015-08-14,1017
2015-08-15,1017
2015-08-16,1017
2015-08-17,1017
2015-08-18,1017
2015-08-19,1017
2015-08-20,1017
2015-08-21,1017
2015-08-22,1017
2015-08-23,1017
2015-08-24,1017
2015-08-25,1017
2015-08-26,1017
2015-08-27,1017
2015-08-28,1017
2015-08-29,1017
2015-08-30,1017
2015-08-31,1017
2015-09-01,1017
2015-09-02,1017
2015-09-03,1017
2015-09-04,1017
2015-09-05,1017
2015-09-06,1017
2015-09-07,1017
2015-09-08,1017
2015-09-09,1017
2015-09-10,1017
2015-09-11,1017
2015-09-12,1017
2015-09-13,1017
2015-09-14,1017
2015-09-15,1017
2015-09-16,1017
2015-09-17,1017
2015-09-18,1017
2015-09-19,1017
2015-09-20,1017
2015-09-21,1017
2015-09-22,1017
2015-09-23,1017
2015-09-24,1017
2015-09-25,1017
2015-09-27,1017
2015-09-28,1017
2015-09-29,1017
2015-09-30,1017
2015-10-05,1017
2015-10-06,1017
2015-10-07,1017
2015-10-08,1017
2015-10-09,1017
2015-10-10,1017
2015-10-11,1017
2015-10-12,1017
2015-10-13,1017
2015-10-14,1017
2015-10-15,1017
2015-10-16,1017
2015-10-17,1017
2015-10-18,1017
2015-10-19,1017
2015-10-20,1017
2015-10-22,1017
2015-10-23,1017
2015-10-24,1017
2015-10-25,1017
2015-10-26,1017
2015-10-27,1017
2015-10-29,1017
2015-10-30,1017
2015-10-31,1017
2015-11-01,1017
2015-11-02,1017
2015-11-03,1017
2015-11-04,1017
2015-11-05,1017
2015-11-06,1017
2015-11-07,1017
2015-11-08,1017
2015-11-09,1017
2015-11-10,1017
2015-11-11,1017
2015-11-12,980
2015-11-13,980
2015-11-14,980
2015-11-15,980
2015-11-16,980
2015-11-17,980
2015-11-18,980
2015-11-19,980
2015-11-20,980
2015-11-21,980
2015-11-22,980
2015-11-23,980
2015-11-24,980
2015-11-25,980
2015-11-26,980
2015-11-27,980
2015-11-28,980
2015-11-29,980
2015-11-30,980
2015-12-01,980
2015-12-02,980
2015-12-03,980
2015-12-04,980
2015-12-05,980
2015-12-06,980
2015-12-07,980
2015-12-08,980
2015-12-09,980
2015-12-10,980
2015-12-11,980
2015-12-12,980
2015-12-13,980
2015-12-14,980
2015-12-15,980
2015-12-16,980
2015-12-17,980
2015-12-18,980
2015-12-19,980
2015-12-20,980
2015-12-21,980
2015-12-22,980
2015-12-23,980
2015-12-24,980
2015-12-25,980
2015-12-26,980
2015-12-27,980
2015-12-28,980
2015-12-29,980
2015-12-30,980
2015-12-31,980
2016-01-01,980
2016-01-02,980
2016-01-03,980
2016-01-04,980
2016-01-05,980
2016-01-06,980
2016-01-07,980
2016-01-08,980
2016-01-09,980
2016-01-10,980
2016-01-11,980
2016-01-12,980
2016-01-13,980
2016-01-14,980
2016-01-15,980
2016-01-16,980
2016-01-17,980
2016-01-18,980
2016-01-19,980
2016-01-20,980
2016-01-21,980
2016-01-22,980
2016-01-23,980
2016-01-24,980
2016-01-25,980
2016-01-26,980
2016-01-27,980
2016-01-28,980
2016-01-29,980
2016-01-30,980
2016-01-31,980
2016-02-01,980
2016-02-02,937
2016-02-03,937
2016-02-04,937
2016-02-05,937
2016-02-06,937
2016-02-07,937
2016-02-08,937
2016-02-09,937
2016-02-10,937
2016-02-11,937
