date_obj,Ensouled%20ogre%20head price
2017-04-22,1540
2017-04-23,1552
2017-04-24,1539
2017-04-25,1511
2017-04-26,1545
2017-04-27,1515
2017-04-28,1514
2017-04-29,1475
2017-04-30,1494
2017-05-01,1501
2017-05-02,1500
2017-05-03,1468
2017-05-04,1501
2017-05-05,1528
2017-05-06,1553
2017-05-07,1555
2017-05-08,1525
2017-05-09,1531
2017-05-10,1462
2017-05-11,1464
2017-05-12,1497
2017-05-13,1467
2017-05-14,1505
2017-05-15,1463
2017-05-16,1435
2017-05-17,1483
2017-05-18,1519
2017-05-19,1557
2017-05-20,1579
2017-05-21,1658
2017-05-22,1710
2017-05-23,1680
2017-05-24,1604
2017-05-25,1523
2017-05-26,1446
2017-05-27,1417
2017-05-28,1388
2017-05-29,1447
2017-05-30,1517
2017-05-31,1587
2017-06-01,1651
2017-06-02,1665
2017-06-03,1736
2017-06-04,1776
2017-06-05,1825
2017-06-06,1858
2017-06-07,1874
2017-06-08,1951
2017-06-09,1959
2017-06-10,1946
2017-06-11,1953
2017-06-12,1937
2017-06-13,1920
2017-06-14,1824
2017-06-15,1760
2017-06-16,1836
2017-06-17,1848
2017-06-18,1938
2017-06-19,1916
2017-06-20,1852
2017-06-21,1800
2017-06-22,1722
2017-06-23,1667
2017-06-24,1620
2017-06-25,1553
2017-06-26,1526
2017-06-27,1507
2017-06-28,1578
2017-06-29,1539
2017-06-30,1499
2017-07-01,1452
2017-07-02,1456
2017-07-03,1467
2017-07-04,1489
2017-07-05,1481
2017-07-06,1520
2017-07-07,1497
2017-07-08,1478
2017-07-13,1519
2017-07-14,1530
2017-07-15,1536
2017-07-16,1515
2017-07-17,1519
2017-07-18,1514
2017-07-19,1550
2017-07-20,1626
2017-07-21,1697
2017-07-22,1782
2017-07-23,1872
2017-07-24,1966
2017-07-25,1934
2017-07-26,2026
2017-07-27,2126
2017-07-28,2160
2017-07-29,2153
2017-07-30,2161
2017-07-31,2080
2017-08-01,1991
2017-08-02,2006
2017-08-03,1964
2017-08-04,2007
2017-08-05,1960
2017-08-06,1896
2017-08-09,1871
2017-08-10,1908
2017-08-11,1972
2017-08-12,1930
2017-08-13,1910
2017-08-14,1931
2017-08-15,2021
2017-08-16,2029
2017-08-17,1948
2017-08-18,2007
2017-08-19,2009
2017-08-20,1970
2017-08-21,1975
2017-08-22,1936
2017-08-23,1948
2017-08-24,1952
2017-08-25,1950
2017-08-26,1963
2017-08-27,1923
2017-08-28,1831
2017-08-29,1824
2017-08-30,1756
2017-08-31,1744
2017-09-01,1755
2017-09-02,1727
2017-09-03,1746
2017-09-04,1671
2017-09-05,1626
2017-09-06,1708
2017-09-07,1756
2017-09-08,1694
2017-09-09,1716
2017-09-10,1771
2017-09-11,1830
2017-09-12,1758
2017-09-13,1733
2017-09-14,1742
2017-09-15,1822
2017-09-16,1849
2017-09-17,1838
2017-09-18,1862
2017-09-19,1783
2017-09-20,1739
2017-09-21,1826
2017-09-22,1890
2017-09-23,1831
2017-09-24,1764
2017-09-25,1743
2017-09-26,1768
2017-09-27,1776
2017-09-28,1768
2017-09-29,1784
2017-09-30,1781
2017-10-01,1797
2017-10-02,1821
2017-10-03,1790
2017-10-04,1822
2017-10-05,1849
2017-10-06,1811
2017-10-07,1790
2017-10-08,1810
2017-10-09,1803
2017-10-10,1805
2017-10-11,1776
2017-10-12,1801
2017-10-13,1744
2017-10-14,1754
2017-10-15,1728
2017-10-16,1724
2017-10-17,1811
2017-10-18,1839
2017-10-19,1752
2017-10-20,1799
2017-10-21,1810
2017-10-22,1811
2017-10-23,1729
2017-10-24,1651
2017-10-25,1605
2017-10-26,1559
2017-10-27,1495
2017-10-28,1521
2017-10-29,1538
2017-10-30,1571
2017-10-31,1585
2017-11-01,1574
2017-11-02,1615
2017-11-03,1608
2017-11-04,1578
2017-11-05,1560
2017-11-06,1556
2017-11-07,1521
2017-11-08,1545
2017-11-09,1528
2017-11-10,1605
2017-11-11,1666
2017-11-12,1648
2017-11-13,1684
2017-11-14,1634
2017-11-15,1618
2017-11-16,1609
2017-11-17,1666
2017-11-18,1698
2017-11-19,1712
2017-11-20,1659
2017-11-21,1653
2017-11-22,1660
2017-11-23,1605
2017-11-24,1633
2017-11-25,1637
2017-11-26,1635
2017-11-27,1708
2017-11-28,1680
2017-11-29,1670
2017-11-30,1649
2017-12-01,1664
2017-12-02,1643
2017-12-03,1631
2017-12-04,1560
2017-12-05,1607
2017-12-06,1615
2017-12-07,1656
2017-12-08,1630
2017-12-09,1643
2017-12-10,1573
2017-12-11,1494
2017-12-12,1460
2017-12-13,1488
2017-12-14,1475
2017-12-15,1486
2017-12-16,1546
2017-12-17,1568
2017-12-18,1627
2017-12-19,1636
2017-12-20,1633
2017-12-21,1628
2017-12-22,1658
2017-12-23,1679
2017-12-24,1625
2017-12-25,1623
2017-12-26,1625
2017-12-27,1598
2017-12-28,1564
2017-12-29,1584
2017-12-30,1566
2017-12-31,1556
2018-01-01,1560
2018-01-02,1502
2018-01-03,1519
2018-01-04,1522
2018-01-05,1506
2018-01-06,1522
2018-01-07,1501
2018-01-08,1556
2018-01-09,1540
2018-01-10,1579
2018-01-11,1582
2018-01-12,1582
2018-01-13,1550
2018-01-14,1538
2018-01-15,1553
2018-01-16,1490
2018-01-17,1418
2018-01-18,1489
2018-01-19,1510
2018-01-20,1489
2018-01-21,1445
2018-01-22,1445
2018-01-23,1489
2018-01-25,1482
2018-01-26,1492
2018-01-27,1509
2018-01-28,1477
2018-01-29,1525
2018-01-30,1523
2018-01-31,1538
2018-02-01,1588
2018-02-02,1612
2018-02-03,1652
2018-02-04,1588
2018-02-05,1587
2018-02-06,1629
2018-02-07,1680
2018-02-08,1752
2018-02-09,1811
2018-02-10,1836
2018-02-11,1769
2018-02-12,1680
2018-02-13,1596
2018-02-14,1554
2018-02-15,1588
2018-02-16,1619
2018-02-17,1572
2018-02-18,1533
2018-02-19,1480
2018-02-20,1554
2018-02-21,1616
2018-02-22,1682
2018-02-23,1756
2018-02-24,1844
2018-02-25,1937
2018-02-26,1946
2018-02-27,1877
2018-02-28,1881
2018-03-01,1841
2018-03-02,1815
2018-03-03,1838
2018-03-04,1874
2018-03-05,1914
2018-03-06,1902
2018-03-07,1850
2018-03-08,1790
2018-03-09,1816
2018-03-10,1901
2018-03-11,1937
2018-03-12,1952
2018-03-13,1961
2018-03-14,1965
2018-03-15,1985
2018-03-16,1978
2018-03-17,1997
2018-03-18,1991
2018-03-20,1988
2018-03-21,2003
2018-03-23,1889
2018-03-24,1865
2018-03-25,1836
2018-03-26,1796
2018-03-27,1811
2018-03-28,1743
2018-03-29,1805
2018-03-30,1786
2018-03-31,1876
2018-04-01,1970
2018-04-02,2068
2018-04-03,2077
2018-04-04,2087
2018-04-05,2077
2018-04-06,1985
2018-04-07,1885
2018-04-08,1790
2018-04-09,1785
2018-04-10,1801
2018-04-11,1776
2018-04-12,1862
2018-04-13,1956
2018-04-14,2054
2018-04-15,2157
2018-04-16,2265
2018-04-17,2254
2018-04-18,2162
2018-04-19,2171
2018-04-20,2139
2018-04-21,2150
2018-04-22,2054
2018-04-23,1994
2018-04-24,1944
2018-04-25,1861
2018-04-26,1880
2018-04-27,1871
2018-04-28,1922
2018-04-29,1961
2018-04-30,1990
2018-05-01,2004
2018-05-03,1936
2018-05-04,1949
2018-05-05,2037
2018-05-07,2056
2018-05-08,2131
2018-05-09,2147
2018-05-10,2101
2018-05-11,1998
2018-05-12,1912
2018-05-13,1892
2018-05-14,1957
2018-05-15,1976
2018-05-16,2007
2018-05-17,2016
2018-05-18,1987
2018-05-19,2043
2018-05-20,2013
2018-05-21,2017
2018-05-22,2032
2018-05-23,2020
2018-05-24,2068
2018-05-25,2172
2018-05-26,2168
2018-05-27,2081
2018-05-28,1978
2018-05-29,1879
2018-05-30,1795
2018-05-31,1751
2018-06-01,1742
2018-06-02,1793
2018-06-03,1803
2018-06-04,1832
2018-06-05,1841
2018-06-06,1767
2018-06-07,1701
2018-06-08,1631
2018-06-09,1605
2018-06-10,1590
2018-06-11,1560
2018-06-12,1582
2018-06-13,1613
2018-06-14,1694
2018-06-15,1673
2018-06-16,1605
2018-06-17,1594
2018-06-18,1573
2018-06-19,1544
2018-06-20,1531
2018-06-21,1546
2018-06-22,1575
2018-06-23,1587
2018-06-24,1659
2018-06-25,1709
2018-06-26,1706
2018-06-27,1782
2018-06-28,1759
2018-06-29,1799
2018-06-30,1724
2018-07-01,1684
2018-07-02,1769
2018-07-03,1757
2018-07-04,1689
2018-07-05,1736
2018-07-06,1745
2018-07-07,1725
2018-07-08,1676
2018-07-09,1695
2018-07-10,1766
2018-07-11,1735
2018-07-12,1732
2018-07-13,1815
2018-07-14,1807
2018-07-15,1877
2018-07-16,1922
2018-07-17,1863
2018-07-18,1769
2018-07-19,1772
2018-07-20,1834
2018-07-21,1760
2018-07-22,1829
2018-07-23,1814
2018-07-24,1804
2018-07-25,1839
2018-07-26,1774
2018-07-27,1851
2018-07-28,1905
2018-07-29,1894
2018-07-30,1842
2018-07-31,1751
2018-08-01,1696
2018-08-02,1722
2018-08-03,1652
2018-08-04,1643
2018-08-05,1664
2018-08-06,1648
2018-08-07,1629
2018-08-08,1622
2018-08-09,1572
2018-08-10,1623
2018-08-11,1671
2018-08-12,1685
2018-08-14,1782
2018-08-16,1804
2018-08-17,1793
2018-08-18,1747
2018-08-19,1698
2018-08-20,1742
2018-08-21,1805
2018-08-22,1714
2018-08-23,1653
2018-08-24,1602
2018-08-25,1624
2018-08-26,1583
2018-08-27,1610
2018-08-28,1632
2018-08-29,1583
2018-08-30,1576
2018-08-31,1653
2018-09-01,1685
2018-09-02,1714
2018-09-03,1689
2018-09-04,1673
2018-09-05,1616
2018-09-06,1633
2018-09-07,1662
2018-09-08,1636
2018-09-09,1637
2018-09-10,1713
2018-09-11,1755
2018-09-12,1715
2018-09-13,1690
2018-09-14,1774
2018-09-15,1748
2018-09-16,1836
2018-09-17,1848
2018-09-18,1778
2018-09-19,1762
2018-09-20,1721
2018-09-21,1713
2018-09-22,1773
2018-09-23,1706
2018-09-24,1682
2018-09-25,1676
2018-09-26,1628
2018-09-27,1591
2018-09-28,1658
2018-09-29,1611
2018-09-30,1612
2018-10-01,1591
2018-10-02,1583
2018-10-03,1636
2018-10-04,1660
2018-10-05,1641
2018-10-06,1681
2018-10-07,1675
2018-10-08,1653
2018-10-09,1697
2018-10-10,1628
2018-10-11,1672
2018-10-12,1722
2018-10-13,1673
2018-10-14,1620
2018-10-15,1635
2018-10-16,1617
2018-10-17,1604
2018-10-18,1630
2018-10-19,1638
2018-10-20,1641
2018-10-21,1654
2018-10-22,1584
2018-10-23,1507
2018-10-24,1520
2018-10-25,1521
2018-10-26,1541
2018-10-27,1599
2018-10-28,1669
2018-10-29,1692
2018-10-30,1684
2018-10-31,1671
2018-11-01,1627
2018-11-03,1580
2018-11-04,1596
2018-11-05,1592
2018-11-06,1559
2018-11-07,1567
2018-11-08,1612
2018-11-09,1601
2018-11-10,1534
2018-11-11,1513
2018-11-12,1537
2018-11-13,1548
2018-11-14,1533
2018-11-15,1513
2018-11-16,1493
2018-11-17,1518
2018-11-18,1520
2018-11-19,1489
2018-11-20,1482
2018-11-21,1451
2018-11-22,1478
2018-11-23,1494
2018-11-24,1492
2018-11-25,1507
2018-11-26,1500
2018-11-27,1445
2018-11-28,1400
2018-11-29,1408
2018-12-01,1457
2018-12-02,1522
2018-12-03,1484
2018-12-04,1442
2018-12-05,1395
2018-12-07,1432
2018-12-09,1394
2018-12-10,1391
2018-12-11,1435
2018-12-12,1436
2018-12-13,1398
2018-12-14,1439
2018-12-15,1453
2018-12-16,1446
2018-12-17,1484
2018-12-18,1509
2018-12-19,1509
2018-12-20,1520
2018-12-21,1500
2018-12-22,1485
2018-12-23,1486
2018-12-24,1467
2018-12-25,1411
2018-12-26,1361
2018-12-27,1378
2018-12-28,1362
2018-12-29,1383
2018-12-30,1365
2018-12-31,1390
2019-01-01,1387
2019-01-02,1391
2019-01-03,1397
2019-01-04,1444
2019-01-05,1461
2019-01-06,1440
2019-01-08,1391
2019-01-10,1496
2019-01-11,1484
2019-01-12,1484
2019-01-13,1450
2019-01-14,1405
2019-01-15,1370
2019-01-16,1371
2019-01-17,1381
2019-01-18,1420
2019-01-19,1426
2019-01-20,1410
2019-01-21,1395
2019-01-22,1340
2019-01-23,1304
2019-01-24,1290
2019-01-25,1268
2019-01-26,1307
2019-01-27,1327
2019-01-29,1291
2019-01-30,1300
2019-01-31,1327
2019-02-01,1375
2019-02-02,1387
2019-02-03,1353
2019-02-04,1294
2019-02-05,1282
2019-02-06,1300
2019-02-07,1299
2019-02-08,1324
2019-02-09,1277
2019-02-10,1321
2019-02-11,1369
2019-02-12,1401
2019-02-13,1415
2019-02-14,1386
2019-02-15,1403
2019-02-16,1445
2019-02-17,1462
2019-02-18,1465
2019-02-19,1507
2019-02-20,1499
2019-02-21,1521
2019-02-22,1557
2019-02-23,1589
2019-02-24,1634
2019-02-25,1600
2019-02-26,1608
2019-02-27,1573
2019-02-28,1621
2019-03-01,1626
2019-03-02,1680
2019-03-03,1730
2019-03-04,1723
2019-03-05,1726
2019-03-06,1642
2019-03-07,1586
2019-03-08,1566
2019-03-09,1490
2019-03-10,1451
2019-03-11,1467
2019-03-12,1535
2019-03-13,1612
2019-03-14,1682
2019-03-15,1639
2019-03-16,1639
2019-03-17,1653
2019-03-18,1669
2019-03-19,1672
2019-03-20,1707
2019-03-21,1686
2019-03-22,1712
2019-03-23,1647
2019-03-24,1588
2019-03-25,1604
2019-03-26,1602
2019-03-27,1583
2019-03-28,1597
2019-03-29,1553
2019-03-30,1564
2019-03-31,1500
2019-04-01,1477
2019-04-02,1437
2019-04-03,1509
2019-04-04,1582
2019-04-05,1575
2019-04-06,1596
2019-04-07,1639
2019-04-08,1614
2019-04-09,1655
2019-04-10,1716
2019-04-11,1748
2019-04-12,1724
2019-04-13,1758
2019-04-14,1751
2019-04-15,1750
2019-04-16,1728
2019-04-17,1667
2019-04-18,1583
2019-04-19,1538
2019-04-20,1471
2019-04-21,1445
2019-04-22,1406
2019-04-23,1400
2019-04-24,1380
2019-04-25,1388
2019-04-26,1422
2019-04-27,1467
2019-04-28,1460
2019-04-29,1419
2019-04-30,1368
2019-05-01,1362
2019-05-02,1358
2019-05-03,1384
2019-05-04,1393
2019-05-05,1448
2019-05-06,1521
2019-05-07,1527
2019-05-08,1473
2019-05-09,1428
2019-05-10,1383
2019-05-11,1409
2019-05-12,1405
2019-05-13,1395
2019-05-14,1465
2019-05-15,1539
2019-05-16,1581
2019-05-17,1502
2019-05-18,1454
2019-05-19,1422
2019-05-20,1399
2019-05-21,1421
2019-05-22,1435
2019-05-23,1430
2019-05-24,1402
2019-05-25,1398
2019-05-26,1405
2019-05-27,1376
2019-05-28,1368
2019-05-29,1373
2019-05-30,1393
2019-05-31,1388
2019-06-01,1403
2019-06-02,1432
2019-06-03,1433
2019-06-04,1453
2019-06-05,1417
2019-06-06,1452
2019-06-07,1451
2019-06-08,1458
2019-06-09,1464
2019-06-10,1468
2019-06-11,1472
2019-06-12,1484
2019-06-13,1548
2019-06-14,1481
2019-06-15,1431
2019-06-16,1448
2019-06-17,1449
2019-06-18,1436
2019-06-19,1456
2019-06-20,1405
2019-06-21,1368
2019-06-22,1360
2019-06-23,1387
2019-06-24,1432
2019-06-25,1432
2019-06-26,1409
2019-06-27,1367
2019-06-28,1372
2019-06-29,1389
2019-06-30,1420
2019-07-01,1439
2019-07-02,1461
2019-07-03,1465
2019-07-04,1483
2019-07-05,1476
2019-07-06,1519
2019-07-07,1452
2019-07-08,1440
2019-07-09,1454
2019-07-10,1500
2019-07-11,1560
2019-07-12,1564
2019-07-13,1485
2019-07-14,1489
2019-07-15,1544
2019-07-16,1490
2019-07-17,1491
2019-07-18,1490
2019-07-19,1457
2019-07-20,1432
2019-07-21,1413
2019-07-22,1370
2019-07-23,1376
2019-07-24,1375
2019-07-25,1387
2019-07-26,1414
2019-07-27,1397
2019-07-28,1430
2019-07-29,1384
2019-07-30,1397
2019-07-31,1413
2019-08-01,1472
2019-08-02,1469
2019-08-03,1468
2019-08-04,1439
2019-08-05,1423
2019-08-06,1439
2019-08-07,1401
2019-08-08,1447
2019-08-09,1420
2019-08-10,1442
2019-08-11,1435
2019-08-12,1452
2019-08-13,1490
2019-08-14,1504
2019-08-15,1497
2019-08-16,1457
2019-08-17,1426
2019-08-18,1454
2019-08-19,1470
2019-08-20,1515
2019-08-21,1492
2019-08-22,1484
2019-08-23,1553
2019-08-24,1604
2019-08-24,1604
2019-08-25,1575
2019-08-25,1575
2019-08-26,1525
2019-08-27,1454
2019-08-27,1454
2019-08-28,1390
2019-08-29,1395
2019-08-30,1426
2019-08-31,1429
2019-09-01,1492
2019-09-02,1522
2019-09-03,1572
2019-09-04,1567
2019-09-05,1488
2019-09-06,1468
2019-09-07,1424
2019-09-08,1458
2019-09-09,1461
2019-09-10,1476
2019-09-11,1444
2019-09-12,1429
2019-09-13,1484
2019-09-14,1510
2019-09-15,1508
2019-09-16,1485
2019-09-17,1422
2019-09-18,1400
2019-09-19,1380
2019-09-20,1438
2019-09-21,1498
2019-09-22,1429
2019-09-23,1386
2019-09-24,1380
2019-09-25,1409
2019-09-26,1424
2019-09-27,1393
2019-09-28,1397
2019-09-29,1379
2019-09-30,1372
2019-10-01,1369
2019-10-02,1319
2019-10-03,1330
2019-10-04,1340
2019-10-05,1334
2019-10-06,1332
2019-10-07,1304
2019-10-08,1333
2019-10-09,1330
2019-10-10,1337
2019-10-11,1326
2019-10-12,1302
2019-10-13,1324
2019-10-14,1333
2019-10-15,1337
2019-10-16,1315
2019-10-17,1305
2019-10-18,1301
2019-10-19,1320
2019-10-20,1311
2019-10-21,1321
2019-10-22,1354
2019-10-23,1348
2019-10-24,1364
2019-10-25,1366
2019-10-26,1382
2019-10-27,1391
2019-10-28,1358
2019-10-29,1380
2019-10-30,1391
2019-10-31,1367
2019-11-01,1364
2019-11-02,1376
2019-11-03,1343
2019-11-04,1356
2019-11-05,1346
2019-11-06,1369
2019-11-07,1351
2019-11-08,1344
2019-11-09,1341
2019-11-10,1407
2019-11-11,1402
2019-11-12,1348
2019-11-13,1396
2019-11-14,1409
2019-11-15,1373
2019-11-16,1408
2019-11-17,1444
2019-11-18,1478
2019-11-19,1456
2019-11-20,1453
2019-11-21,1468
2019-11-22,1478
2019-11-23,1457
2019-11-24,1399
2019-11-25,1387
2019-11-26,1425
2019-11-27,1420
2019-11-28,1472
2019-11-29,1527
2019-11-30,1536
2019-12-01,1610
2019-12-02,1542
2019-12-03,1605
2019-12-04,1649
2019-12-05,1716
2019-12-06,1698
2019-12-07,1708
2019-12-08,1672
2019-12-09,1592
2019-12-10,1577
2019-12-11,1545
2019-12-12,1522
2019-12-13,1527
2019-12-14,1530
2019-12-15,1513
2019-12-16,1545
2019-12-17,1532
2019-12-18,1560
2019-12-19,1492
2019-12-20,1567
2019-12-21,1640
2019-12-22,1665
2019-12-23,1616
2019-12-24,1594
2019-12-25,1573
2019-12-26,1559
2019-12-27,1497
2019-12-28,1472
2019-12-29,1483
2019-12-30,1504
2019-12-31,1552
2020-01-01,1597
