date_obj,Ranarr%20seed price
2019-03-30,41727
2019-03-31,40087
2019-04-01,39051
2019-04-02,39096
2019-04-03,39333
2019-04-04,40775
2019-04-05,41124
2019-04-06,40185
2019-04-07,39942
2019-04-08,39847
2019-04-09,40706
2019-04-10,41616
2019-04-11,42391
2019-04-12,42315
2019-04-13,41535
2019-04-14,40559
2019-04-15,40016
2019-04-16,39980
2019-04-17,39878
2019-04-18,40086
2019-04-19,40127
2019-04-20,39324
2019-04-21,39242
2019-04-22,39017
2019-04-23,38327
2019-04-24,37993
2019-04-25,37996
2019-04-26,37843
2019-04-27,36915
2019-04-28,36078
2019-04-29,36189
2019-04-30,35819
2019-05-01,36111
2019-05-02,37403
2019-05-03,38772
2019-05-04,39103
2019-05-05,39211
2019-05-06,39431
2019-05-07,39362
2019-05-08,39341
2019-05-09,40249
2019-05-10,40659
2019-05-11,40087
2019-05-12,40310
2019-05-13,40337
2019-05-14,40395
2019-05-15,40788
2019-05-16,41636
2019-05-17,41888
2019-05-18,39899
2019-05-19,38932
2019-05-20,38146
2019-05-21,37915
2019-05-22,36952
2019-05-23,37031
2019-05-24,36728
2019-05-25,35439
2019-05-26,33863
2019-05-27,33664
2019-05-28,35302
2019-05-29,35904
2019-05-30,35852
2019-05-31,34638
2019-06-01,32986
2019-06-02,31344
2019-06-03,31876
2019-06-04,33370
2019-06-05,35039
2019-06-06,36270
2019-06-07,36295
2019-06-08,36978
2019-06-09,35714
2019-06-10,35653
2019-06-11,35435
2019-06-12,35767
2019-06-13,35807
2019-06-14,36448
2019-06-15,36646
2019-06-16,37206
2019-06-17,37932
2019-06-18,38255
2019-06-19,38574
2019-06-20,38692
2019-06-21,38755
2019-06-22,38460
2019-06-23,38427
2019-06-24,37964
2019-06-25,37554
2019-06-26,37243
2019-06-27,37734
2019-06-28,38568
2019-06-29,38967
2019-06-30,38989
2019-07-01,39189
2019-07-02,39970
2019-07-03,40779
2019-07-04,40938
2019-07-05,40942
2019-07-06,40822
2019-07-07,40682
2019-07-08,41796
2019-07-09,42729
2019-07-10,43152
2019-07-11,42495
2019-07-12,42704
2019-07-13,42846
2019-07-14,42334
2019-07-15,42674
2019-07-16,43561
2019-07-17,45249
2019-07-18,47062
2019-07-19,48400
2019-07-20,47966
2019-07-21,47084
2019-07-22,46391
2019-07-23,47718
2019-07-24,47621
2019-07-25,46868
2019-07-26,45566
2019-07-27,44008
2019-07-28,41853
2019-07-29,40809
2019-07-30,41012
2019-07-31,41425
2019-08-01,42329
2019-08-02,43899
2019-08-03,44291
2019-08-04,43923
2019-08-05,43223
2019-08-06,43329
2019-08-07,44355
2019-08-08,46159
2019-08-09,46826
2019-08-10,47135
2019-08-11,46352
2019-08-12,46314
2019-08-13,46404
2019-08-14,46594
2019-08-15,48263
2019-08-16,49441
2019-08-17,49129
2019-08-18,48436
2019-08-19,46530
2019-08-20,45954
2019-08-21,45722
2019-08-22,46993
2019-08-23,47437
2019-08-24,46872
2019-08-24,46872
2019-08-25,46355
2019-08-25,46355
2019-08-26,45915
2019-08-26,45915
2019-08-27,46340
2019-08-27,46340
2019-08-28,46878
2019-08-29,47980
2019-08-30,48897
2019-08-31,47953
2019-09-01,46794
2019-09-02,44595
2019-09-03,45040
2019-09-04,45994
2019-09-05,47798
2019-09-06,48145
2019-09-07,49083
2019-09-08,49256
2019-09-09,50854
2019-09-10,49983
2019-09-11,50681
2019-09-12,51144
2019-09-13,51263
2019-09-14,50694
2019-09-15,49706
2019-09-16,48772
2019-09-17,48992
2019-09-18,48142
2019-09-19,47093
2019-09-20,46914
2019-09-21,45839
2019-09-22,45212
2019-09-23,44942
2019-09-24,45012
2019-09-25,45768
2019-09-26,46641
2019-09-27,46089
2019-09-28,46111
2019-09-29,46376
2019-09-30,46734
2019-10-01,48475
2019-10-02,50144
2019-10-03,49582
2019-10-04,49588
2019-10-05,49987
2019-10-06,49718
2019-10-07,49055
2019-10-08,48558
2019-10-09,49268
2019-10-10,49097
2019-10-11,50334
2019-10-12,51581
2019-10-13,50936
2019-10-14,50873
2019-10-15,51146
2019-10-16,51222
2019-10-17,51000
2019-10-18,50662
2019-10-19,50437
2019-10-20,49801
2019-10-21,49705
2019-10-22,49499
2019-10-23,49651
2019-10-24,49172
2019-10-25,48729
2019-10-26,48085
2019-10-27,47580
2019-10-28,46659
2019-10-29,47063
2019-10-30,47728
2019-10-31,48218
2019-11-01,47998
2019-11-02,47740
2019-11-03,47013
2019-11-04,46810
2019-11-05,46813
2019-11-06,46714
2019-11-07,46304
2019-11-08,45715
2019-11-09,45217
2019-11-10,44586
2019-11-11,44495
2019-11-12,44137
2019-11-13,43979
2019-11-14,44060
2019-11-15,44529
2019-11-16,44386
2019-11-17,43755
2019-11-18,43249
2019-11-19,42778
2019-11-20,42042
2019-11-21,41937
2019-11-22,41076
2019-11-23,40933
2019-11-24,40147
2019-11-25,39508
2019-11-26,38883
2019-11-27,38930
2019-11-28,38491
2019-11-29,38885
2019-11-30,39288
2019-12-01,39965
2019-12-02,41011
2019-12-03,40908
2019-12-04,40981
2019-12-05,41208
2019-12-06,41048
2019-12-07,40715
2019-12-08,40890
2019-12-09,41016
2019-12-10,42656
2019-12-11,44630
2019-12-12,45398
2019-12-13,45247
2019-12-14,44721
2019-12-15,44704
2019-12-16,43860
2019-12-17,42702
2019-12-18,42619
2019-12-19,41280
2019-12-20,40718
2019-12-21,40300
2019-12-22,39863
2019-12-23,39784
2019-12-24,39359
2019-12-25,39201
2019-12-26,39051
2019-12-27,38368
2019-12-28,38063
2019-12-29,38056
2019-12-30,37871
2019-12-31,38128
2020-01-01,40005
2020-01-02,42005
2020-01-03,43157
2020-01-04,43826
2020-01-05,43621
2020-01-06,43697
2020-01-07,43758
2020-01-08,44714
2020-01-09,46222
2020-01-10,46408
2020-01-11,47104
2020-01-12,49101
2020-01-13,49893
2020-01-14,49842
2020-01-15,50869
2020-01-16,51914
2020-01-17,53179
2020-01-18,53319
2020-01-19,53228
2020-01-20,53917
2020-01-21,54251
2020-01-22,54581
2020-01-23,56364
2020-01-24,57857
2020-01-25,59888
2020-01-26,61411
2020-01-27,62934
2020-01-28,63444
2020-01-29,64165
2020-01-30,64795
2020-01-31,64112
2020-02-01,62155
2020-02-02,59279
2020-02-03,60526
2020-02-04,61042
2020-02-05,61449
2020-02-06,62150
2020-02-07,63062
2020-02-08,63963
2020-02-09,63287
2020-02-10,62937
2020-02-11,63433
2020-02-12,65881
2020-02-13,68081
2020-02-14,70060
2020-02-15,69431
2020-02-16,70113
2020-02-17,69710
2020-02-18,69889
2020-02-19,70585
2020-02-20,71618
2020-02-21,71393
2020-02-22,70638
2020-02-23,69561
2020-02-24,68610
2020-02-25,69032
2020-02-26,69844
2020-02-27,70877
2020-02-28,70185
2020-02-29,69642
2020-03-01,69664
2020-03-02,70638
2020-03-03,70615
2020-03-04,71627
2020-03-05,72625
2020-03-06,73201
2020-03-07,73608
2020-03-08,73051
2020-03-09,72263
2020-03-10,71340
2020-03-11,70405
2020-03-12,69394
2020-03-13,68239
2020-03-14,67613
2020-03-15,67445
2020-03-16,68586
2020-03-17,70414
2020-03-18,72344
2020-03-19,74169
2020-03-20,74941
2020-03-21,74506
2020-03-22,73672
2020-03-23,72757
2020-03-24,71494
2020-03-25,71033
2020-03-26,70516
2020-03-27,70141
2020-03-28,69604
2020-03-29,68560
2020-03-30,68315
2020-03-31,69014
2020-04-01,70789
2020-04-02,71632
2020-04-03,71994
2020-04-04,71054
2020-04-05,69952
2020-04-06,69282
2020-04-07,69945
2020-04-08,70090
2020-04-09,69412
2020-04-10,68316
2020-04-11,65637
2020-04-12,63031
2020-04-13,60730
2020-04-14,60243
2020-04-15,62736
2020-04-16,65873
2020-04-17,68999
2020-04-18,69991
2020-04-19,70006
2020-04-20,70051
2020-04-21,70688
2020-04-22,71416
2020-04-23,72103
2020-04-24,72268
2020-04-25,70598
2020-04-26,69151
2020-04-27,68058
2020-04-28,68499
2020-04-29,69210
2020-04-30,70284
2020-05-01,70223
2020-05-02,70099
2020-05-03,69154
2020-05-04,69256
2020-05-05,69510
2020-05-06,70094
2020-05-07,69982
2020-05-08,69193
2020-05-09,66600
2020-05-10,63321
2020-05-11,60681
2020-05-12,59015
2020-05-13,58300
