date_obj,Dragonstone%20ring price
2015-03-26,24593
2015-03-27,24593
2015-03-28,23424
2015-03-29,23424
2015-03-30,23424
2015-03-31,22293
2015-04-01,22293
2015-04-02,22293
2015-04-03,22293
2015-04-04,21178
2015-04-05,21178
2015-04-06,21178
2015-04-07,21178
2015-04-08,20119
2015-04-09,20119
2015-04-10,20119
2015-04-11,19136
2015-04-12,19136
2015-04-13,19136
2015-04-14,19136
2015-04-15,18191
2015-04-16,18191
2015-04-17,18191
2015-04-18,17492
2015-04-19,17492
2015-04-20,17492
2015-04-21,17492
2015-04-22,16841
2015-04-23,16841
2015-04-24,16841
2015-04-25,16841
2015-04-26,16109
2015-04-27,16109
2015-04-28,16109
2015-04-29,16109
2015-04-30,16410
2015-05-01,16410
2015-05-02,17217
2015-05-03,17217
2015-05-04,17941
2015-05-05,17941
2015-05-06,18744
2015-05-07,18744
2015-05-08,19244
2015-05-09,19244
2015-05-10,19067
2015-05-11,19067
2015-05-12,18725
2015-05-13,18725
2015-05-14,18492
2015-05-15,18492
2015-05-16,18492
2015-05-17,18714
2015-05-18,18714
2015-05-19,19063
2015-05-20,19063
2015-05-21,19063
2015-05-22,19598
2015-05-23,19598
2015-05-24,19276
2015-05-25,19276
2015-05-26,19214
2015-05-27,19214
2015-05-28,19404
2015-05-29,19404
2015-05-30,19575
2015-05-31,19575
2015-06-01,19575
2015-06-02,19853
2015-06-03,19853
2015-06-04,19853
2015-06-05,20310
2015-06-06,20310
2015-06-07,20310
2015-06-08,20327
2015-06-09,20327
2015-06-10,20327
2015-06-11,20139
2015-06-12,20139
2015-06-13,20139
2015-06-14,20000
2015-06-15,20000
2015-06-16,20000
2015-06-17,20000
2015-06-18,20004
2015-06-19,20004
2015-06-20,20004
2015-06-21,19770
2015-06-22,19770
2015-06-23,19770
2015-06-24,18876
2015-06-25,18876
2015-06-26,18876
2015-06-27,18876
2015-06-28,18026
2015-06-29,18026
2015-06-30,18026
2015-07-01,18175
2015-07-02,18175
2015-07-03,18175
2015-07-04,18366
2015-07-05,18366
2015-07-06,18366
2015-07-07,18366
2015-07-08,18528
2015-07-09,18528
2015-07-10,18528
2015-07-11,18528
2015-07-12,19148
2015-07-13,19148
2015-07-14,19148
2015-07-15,19916
2015-07-16,19916
2015-07-17,19916
2015-07-18,20780
2015-07-19,20780
2015-07-20,20780
2015-07-21,21619
2015-07-22,21619
2015-07-23,21619
2015-07-24,21842
2015-07-25,21842
2015-07-26,21842
2015-07-27,22138
2015-07-28,22138
2015-07-29,22929
2015-07-30,22929
2015-07-31,22929
2015-08-01,23567
2015-08-02,23567
2015-08-03,23567
2015-08-04,23067
2015-08-05,23067
2015-08-06,23067
2015-08-07,22875
2015-08-08,22875
2015-08-09,23399
2015-08-10,23399
2015-08-11,23399
2015-08-12,24282
2015-08-13,24282
2015-08-14,24282
2015-08-15,24282
2015-08-16,24012
2015-08-17,24012
2015-08-18,24012
2015-08-19,23485
2015-08-20,23485
2015-08-21,23485
2015-08-22,24244
2015-08-23,24244
2015-08-24,24244
2015-08-25,24244
2015-08-26,24514
2015-08-27,24514
2015-08-28,24514
2015-08-29,24703
2015-08-30,24703
2015-08-31,24703
2015-09-01,24703
2015-09-02,24896
2015-09-03,24896
2015-09-04,24896
2015-09-05,24896
2015-09-06,24872
2015-09-07,24872
2015-09-08,24872
2015-09-09,24872
2015-09-10,25455
2015-09-11,25455
2015-09-12,25455
2015-09-13,25455
2015-09-14,25963
2015-09-15,25963
2015-09-16,25963
2015-09-17,25963
2015-09-18,25963
2015-09-19,26693
2015-09-20,26693
2015-09-21,26693
2015-09-22,26693
2015-09-23,26386
2015-09-24,26386
2015-09-25,26386
2015-09-27,26386
2015-09-28,25635
2015-09-29,25635
2015-09-30,25635
2015-10-05,25450
2015-10-06,25294
2015-10-07,25294
2015-10-08,25294
2015-10-09,25294
2015-10-10,25294
2015-10-11,24874
2015-10-12,24874
2015-10-13,24874
2015-10-14,24874
2015-10-15,24874
2015-10-16,24320
2015-10-17,24320
2015-10-18,24320
2015-10-19,24320
2015-10-20,25189
2015-10-22,25189
2015-10-23,25189
2015-10-24,25189
2015-10-25,26184
2015-10-26,26184
2015-10-27,26184
2015-10-29,26184
2015-10-30,26797
2015-10-31,26797
2015-11-01,26797
2015-11-02,26797
2015-11-03,26797
2015-11-04,27163
2015-11-05,27163
2015-11-06,27163
2015-11-07,27163
2015-11-08,27163
2015-11-09,26499
2015-11-10,26499
2015-11-11,26499
2015-11-12,26499
2015-11-13,26499
2015-11-14,27057
2015-11-15,27057
2015-11-16,27057
2015-11-17,27057
2015-11-18,27057
2015-11-19,27263
2015-11-20,27263
2015-11-21,27263
2015-11-22,27263
2015-11-23,27263
2015-11-24,27236
2015-11-25,27236
2015-11-26,27236
2015-11-27,27236
2015-11-28,26918
2015-11-29,26918
2015-11-30,26918
2015-12-01,26918
2015-12-02,26100
2015-12-03,26100
2015-12-04,26100
2015-12-05,26100
2015-12-06,26875
2015-12-07,26875
2015-12-08,26875
2015-12-09,26875
2015-12-10,27628
2015-12-11,27628
2015-12-12,27628
2015-12-13,27628
2015-12-14,27888
2015-12-15,27888
2015-12-16,27888
2015-12-17,27888
2015-12-18,27855
2015-12-19,27855
2015-12-20,27855
2015-12-21,27855
2015-12-22,27417
2015-12-23,27417
2015-12-24,27417
2015-12-25,27417
2015-12-26,27590
2015-12-27,27590
2015-12-28,27590
2015-12-29,27134
2015-12-30,27134
2015-12-31,27134
2016-01-01,27134
2016-01-02,27158
2016-01-03,27158
2016-01-04,27158
2016-01-05,27757
2016-01-06,27757
2016-01-07,27757
2016-01-08,27757
2016-01-09,28077
2016-01-10,28077
2016-01-11,28077
2016-01-12,28425
2016-01-13,28425
2016-01-14,28425
2016-01-15,28291
2016-01-16,28291
2016-01-17,28291
2016-01-18,28610
2016-01-19,28610
2016-01-20,28610
2016-01-21,28610
2016-01-22,28474
2016-01-23,28474
2016-01-24,28474
2016-01-25,28751
2016-01-26,28751
2016-01-27,28751
2016-01-28,28751
2016-01-29,29011
2016-01-30,29011
2016-01-31,29011
2016-02-01,29639
2016-02-02,29639
2016-02-03,29639
2016-02-04,29639
2016-02-05,29137
2016-02-06,29137
2016-02-07,29137
2016-02-08,28469
2016-02-09,28469
2016-02-10,28469
2016-02-11,27615
2016-02-12,27615
2016-02-13,27615
2016-02-14,27741
2016-02-15,27741
2016-02-16,27741
2016-02-17,27718
2016-02-18,27718
2016-02-19,27718
2016-02-20,27718
2016-02-21,27957
2016-02-22,27957
2016-02-23,27957
2016-02-24,27957
2016-02-25,28373
2016-02-26,28373
2016-02-27,28373
2016-02-28,28473
2016-02-29,28473
2016-03-01,28473
2016-03-02,28756
2016-03-03,28756
2016-03-04,28756
2016-03-05,28294
2016-03-06,28294
2016-03-07,28294
2016-03-08,28403
2016-03-09,28403
2016-03-10,28403
2016-03-11,28534
2016-03-12,28534
2016-03-13,28534
2016-03-14,28576
2016-03-15,28576
2016-03-16,28576
2016-03-17,28652
2016-03-18,28652
2016-03-19,28652
2016-03-20,28185
2016-03-21,28185
2016-03-22,28185
2016-03-23,28578
2016-03-24,28578
2016-03-25,28578
2016-03-26,28976
2016-03-27,28976
2016-03-28,28976
2016-03-29,29394
2016-03-30,29394
2016-03-31,29394
2016-04-01,29394
2016-04-02,28642
2016-04-04,28642
2016-04-05,28565
2016-04-06,28565
2016-04-07,28565
2016-04-08,29121
2016-04-09,29121
2016-04-10,29020
2016-04-11,29020
2016-04-12,29020
2016-04-13,29020
2016-04-14,29744
2016-04-15,29744
2016-04-16,29744
2016-04-17,30059
2016-04-18,30059
2016-04-19,30059
2016-04-20,30322
2016-04-21,30322
2016-04-22,30322
2016-04-23,30322
2016-04-24,30882
2016-04-25,30882
2016-04-26,30882
2016-04-27,31372
2016-04-28,31372
2016-04-29,31372
2016-04-30,30197
2016-05-01,30197
2016-05-02,30197
2016-05-03,29268
2016-05-04,29268
2016-05-05,29268
2016-05-06,29441
2016-05-07,29441
2016-05-08,29441
2016-05-09,28151
2016-05-10,28151
2016-05-11,28151
2016-05-12,26801
2016-05-13,26801
2016-05-14,26529
2016-05-15,26529
2016-05-16,26529
2016-05-17,26223
2016-05-18,26223
2016-05-19,26223
2016-05-22,27197
2016-05-23,27702
2016-05-24,27702
2016-05-25,27702
2016-05-26,27531
2016-05-27,27531
2016-05-28,27531
2016-05-29,27612
2016-05-30,27612
2016-05-31,27612
2016-06-01,27264
2016-06-02,27264
2016-06-03,27264
2016-06-04,26910
2016-06-05,26910
2016-06-06,26910
2016-06-07,26935
2016-06-08,26935
2016-06-09,26935
2016-06-10,26909
2016-06-11,26909
2016-06-12,26909
2016-06-13,27150
2016-06-14,27150
2016-06-15,27150
2016-06-16,26752
2016-06-17,26752
2016-06-18,26834
2016-06-19,26834
2016-06-20,27053
2016-06-21,27053
2016-06-22,27053
2016-06-23,27620
2016-06-24,27620
2016-06-25,27620
2016-06-26,27509
2016-06-27,27509
2016-06-28,27509
2016-06-29,26562
2016-06-30,26562
2016-07-01,26436
2016-07-02,26436
2016-07-03,26436
2016-07-04,26934
2016-07-05,26934
2016-07-06,26934
2016-07-07,27537
2016-07-08,27537
2016-07-09,27537
2016-07-10,27774
2016-07-11,27774
2016-07-12,27774
2016-07-13,27504
2016-07-14,27504
2016-07-15,27504
2016-07-16,26419
2016-07-17,26419
2016-07-18,26419
2016-07-23,26753
2016-07-24,26753
2016-07-25,27711
2016-07-26,27711
2016-07-27,27711
2016-07-28,27711
2016-07-29,28436
2016-07-30,28436
2016-07-31,28436
2016-08-01,28436
2016-08-02,28137
2016-08-03,28137
2016-08-04,28137
2016-08-05,28137
2016-08-06,28063
2016-08-07,28063
2016-08-08,28063
2016-08-09,28178
2016-08-10,28178
2016-08-11,28178
2016-08-12,28178
2016-08-13,27900
2016-08-14,27900
2016-08-15,27900
2016-08-16,28024
2016-08-17,28024
2016-08-18,28024
2016-08-19,28442
2016-08-20,28442
2016-08-21,28442
2016-08-22,27200
2016-08-23,27200
2016-08-24,27200
2016-08-25,25912
2016-08-26,25912
2016-08-28,24787
2016-08-31,23937
2016-09-01,23937
2016-09-02,23937
2016-09-03,24329
2016-09-04,24329
2016-09-05,24329
2016-09-06,24716
2016-09-07,24716
2016-09-08,24716
2016-09-09,24716
2016-09-10,25279
2016-09-11,25279
2016-09-12,25279
2016-09-13,25279
2016-09-14,24297
2016-09-15,24297
2016-09-16,24297
2016-09-17,23614
2016-09-18,23614
2016-09-19,23614
2016-09-20,24073
2016-09-21,24073
2016-09-22,24073
2016-09-23,23537
2016-09-24,23537
2016-09-25,23537
2016-09-26,23537
2016-09-27,23003
2016-09-28,23003
2016-09-29,23003
2016-09-30,22166
2016-10-01,22166
2016-10-02,22166
2016-10-03,22166
2016-10-04,21329
2016-10-05,21329
2016-10-06,21329
2016-10-07,21329
2016-10-08,21577
2016-10-09,21577
2016-10-10,21577
2016-10-11,21577
2016-10-12,20802
2016-10-13,20802
2016-10-14,20802
2016-10-15,20510
2016-10-16,20510
2016-10-17,20510
2016-10-18,20659
2016-10-19,20659
2016-10-20,20659
2016-10-21,20848
2016-10-22,20848
2016-10-23,20848
2016-10-24,20186
2016-10-25,20186
2016-10-26,20186
2016-10-27,20351
2016-10-28,20351
2016-10-29,20351
2016-10-30,19743
2016-10-31,19743
2016-11-01,19743
2016-11-02,20067
2016-11-03,20067
2016-11-04,20067
2016-11-05,19828
2016-11-06,19828
2016-11-07,19828
2016-11-08,19585
2016-11-09,19585
2016-11-10,19585
2016-11-11,19855
2016-11-12,19855
2016-11-13,19855
2016-11-14,19569
2016-11-15,19569
2016-12-07,18974
2016-12-08,18974
2016-12-09,19010
2016-12-10,19010
2016-12-11,19010
2016-12-12,18760
2016-12-13,18760
2016-12-14,18760
2016-12-15,18873
2016-12-16,18873
2016-12-17,19243
2016-12-18,19243
2016-12-19,19243
2016-12-20,18967
2016-12-21,18967
2016-12-22,18967
2016-12-23,18978
2016-12-24,18978
2016-12-25,18978
2016-12-26,18944
2016-12-27,18944
2016-12-28,19025
2016-12-29,19025
2016-12-30,19025
2016-12-31,18317
2017-01-01,18317
2017-01-02,18050
2017-01-03,18050
2017-01-04,18502
2017-01-05,18502
2017-01-06,18502
2017-01-07,17935
2017-01-08,17935
2017-01-09,17227
2017-01-10,17227
2017-01-11,17227
2017-01-12,16864
2017-01-13,16864
2017-01-14,16864
2017-01-15,16804
2017-01-16,16804
2017-01-17,16956
2017-01-18,16956
2017-01-19,16956
2017-01-20,16977
2017-01-21,16977
2017-01-22,17017
2017-01-23,17017
2017-01-27,16666
2017-01-28,16669
2017-01-29,16669
2017-01-30,16669
2017-01-31,16677
2017-02-01,16677
2017-02-02,16864
2017-02-03,16864
2017-02-04,16936
2017-02-05,16936
2017-02-06,16936
2017-02-07,16496
2017-02-08,16496
2017-02-09,16012
2017-02-10,16012
2017-02-11,15752
2017-02-12,15752
2017-02-13,15752
2017-02-14,15916
2017-02-15,15916
2017-02-16,16129
2017-02-18,16129
2017-02-19,16259
2017-02-20,16259
2017-02-21,16259
2017-02-22,16756
2017-02-23,16756
2017-02-24,16756
2017-02-25,16565
2017-02-26,16565
2017-02-27,16565
2017-02-28,16329
2017-03-01,16329
2017-03-02,15690
2017-03-03,15690
2017-03-04,15310
2017-03-05,15310
2017-03-06,15448
2017-03-07,15448
2017-03-08,15448
2017-03-09,15927
2017-03-10,15927
2017-03-11,16222
2017-03-12,16222
2017-03-13,16169
2017-03-14,16169
2017-03-15,16034
2017-03-16,16034
2017-03-17,16034
2017-03-18,16087
2017-03-19,16087
2017-03-20,16064
2017-03-21,16064
2017-03-22,16064
2017-03-23,15872
2017-03-24,15872
2017-03-25,15872
2017-03-26,16103
2017-03-27,16103
2017-03-28,16103
2017-03-29,15985
2017-03-30,15985
2017-03-31,16054
2017-04-01,16054
2017-04-02,16054
2017-04-03,16003
2017-04-04,16003
2017-04-12,16052
2017-04-13,15974
2017-04-14,15974
2017-04-15,16164
2017-04-16,16164
2017-04-17,16202
2017-04-18,16202
2017-04-19,16201
2017-04-20,16201
2017-04-21,16223
2017-04-22,16223
2017-04-23,16315
2017-04-24,16315
2017-04-25,16788
2017-04-26,16788
2017-04-27,16788
2017-04-28,17028
2017-04-29,17028
2017-04-30,16412
2017-05-01,16412
2017-05-02,16175
2017-05-03,16175
2017-05-04,16262
2017-05-05,16262
2017-05-06,16561
2017-05-07,16561
2017-05-08,16587
2017-05-09,16587
2017-05-10,16568
2017-05-11,16568
2017-05-12,16325
2017-05-13,16325
2017-05-14,16223
2017-05-15,16223
2017-05-16,16138
2017-05-17,16138
2017-05-18,15998
2017-05-19,15998
2017-05-20,16058
2017-05-21,16058
2017-05-22,16058
2017-05-23,16081
2017-05-24,16081
2017-05-25,16061
2017-05-26,16061
2017-05-27,16042
2017-05-28,16042
2017-05-29,15534
2017-05-30,15534
2017-05-31,15175
2017-06-01,15175
2017-06-02,15035
2017-06-03,15035
2017-06-04,14638
2017-06-05,14638
2017-06-06,14775
2017-06-07,14775
2017-06-08,14775
2017-06-09,14905
2017-06-10,14905
2017-06-11,15108
2017-06-12,15108
2017-06-13,14897
2017-06-14,14897
2017-06-15,14669
2017-06-16,14669
2017-06-17,14250
2017-06-18,14250
2017-06-19,14250
2017-06-20,14466
2017-06-21,14466
2017-06-22,14466
2017-06-23,14875
2017-06-24,14875
2017-06-25,15360
2017-06-26,15360
2017-06-27,15566
2017-06-28,15566
2017-06-29,15444
2017-06-30,15444
2017-07-01,15444
2017-07-02,15560
2017-07-03,15560
2017-07-04,15835
2017-07-05,15835
2017-07-06,15835
2017-07-07,16026
2017-07-08,16026
2017-07-13,16900
2017-07-14,16878
2017-07-15,16878
2017-07-16,16878
2017-07-17,17440
2017-07-18,17440
2017-07-19,17518
2017-07-20,17518
2017-07-21,17109
2017-07-22,17109
2017-07-23,17418
2017-07-24,17418
2017-07-25,17418
2017-07-26,17243
2017-07-27,17243
2017-07-28,17049
2017-07-29,17049
2017-07-30,16729
2017-07-31,16729
2017-08-01,16729
2017-08-02,17008
2017-08-03,17008
2017-08-04,17008
2017-08-05,17335
2017-08-06,17335
2017-08-09,17553
2017-08-10,17405
2017-08-11,17405
2017-08-12,17322
2017-08-13,17322
2017-08-14,17285
2017-08-15,17285
2017-08-16,17337
2017-08-17,17337
2017-08-18,17552
2017-08-19,17552
2017-08-20,17600
2017-08-21,17600
2017-08-22,17482
2017-08-23,17482
2017-08-24,17482
2017-08-25,17571
2017-08-26,17571
2017-08-27,17332
2017-08-28,17332
2017-08-29,17332
2017-08-30,17470
2017-08-31,17470
2017-09-01,17470
2017-09-03,17673
2017-09-04,17673
2017-09-05,17959
2017-09-06,17959
2017-09-07,17993
2017-09-08,17993
2017-09-09,17740
2017-09-10,17740
2017-09-11,17866
2017-09-12,17866
2017-09-13,17686
2017-09-14,17686
2017-09-15,17844
2017-09-16,17844
2017-09-17,17987
2017-09-18,17987
2017-09-19,18312
2017-09-20,18312
2017-09-21,17715
2017-09-22,17715
2017-09-23,17635
2017-09-24,17635
2017-09-25,17740
2017-09-26,17740
2017-09-27,17740
2017-09-28,17969
2017-09-29,17969
2017-09-30,17946
2017-10-01,17946
2017-10-02,18375
2017-10-03,18375
2017-10-04,18375
2017-10-05,18589
2017-10-06,18589
2017-10-07,19162
2017-10-08,19162
2017-10-09,19934
2017-10-10,19934
2017-10-11,20169
2017-10-12,20169
2017-10-13,20187
2017-10-14,20187
2017-10-15,20380
2017-10-16,20380
2017-10-17,20790
2017-10-18,20790
2017-10-19,20741
2017-10-20,20741
2017-10-21,20327
2017-10-22,20327
2017-10-23,19321
2017-10-24,19321
2017-10-25,18571
2017-10-26,18571
2017-10-27,18783
2017-10-28,18783
2017-10-29,18886
2017-10-30,18886
2017-10-31,19362
2017-11-01,19362
2017-11-02,19579
2017-11-03,19579
2017-11-04,19446
2017-11-05,19446
2017-11-06,19285
2017-11-07,19285
2017-11-08,19285
2017-11-09,19351
2017-11-10,19351
2017-11-11,18667
2017-11-12,18667
2017-11-13,18972
2017-11-14,18972
2017-11-15,19180
2017-11-16,19180
2017-11-17,19364
2017-11-18,19364
2017-11-19,19238
2017-11-20,19238
2017-11-21,18767
2017-11-22,18767
2017-11-23,18653
2017-11-24,18653
2017-11-25,18521
2017-11-26,18521
2017-11-27,18521
2017-11-28,18381
2017-11-29,18381
2017-11-30,18381
2017-12-01,18700
2017-12-02,18700
2017-12-03,18978
2017-12-04,18978
2017-12-05,18623
2017-12-06,18623
2017-12-07,18468
2017-12-08,18468
2017-12-09,18468
2017-12-10,18649
2017-12-11,18649
2017-12-12,18875
2017-12-13,18875
2017-12-14,19042
2017-12-15,19042
2017-12-16,19279
2017-12-17,19279
2017-12-18,18799
2017-12-19,18799
2017-12-20,18215
2017-12-21,18215
2017-12-22,17982
2017-12-23,17982
2017-12-24,17407
2017-12-25,17407
2017-12-26,17655
2017-12-27,17655
2017-12-28,18385
2017-12-29,18385
2017-12-30,18738
2017-12-31,18738
2018-01-01,18687
2018-01-02,18687
2018-01-03,18055
2018-01-04,18055
2018-01-05,17805
2018-01-06,17805
2018-01-07,17658
2018-01-08,17658
2018-01-09,17272
2018-01-10,17272
2018-01-11,17282
2018-01-12,17282
2018-01-13,17085
2018-01-14,17085
2018-01-15,16423
2018-01-16,16423
2018-01-17,16010
2018-01-18,16010
2018-01-19,15838
2018-01-20,15838
2018-01-21,15889
2018-01-22,15889
2018-01-23,15896
2018-01-25,15685
2018-01-26,15752
2018-01-27,15752
2018-01-28,15246
2018-01-29,15246
2018-01-30,14679
2018-01-31,14679
2018-02-01,14821
2018-02-02,14821
2018-02-03,14921
2018-02-04,14921
2018-02-05,14901
2018-02-06,15021
2018-02-07,15052
2018-02-08,15052
2018-02-09,15235
2018-02-10,15235
2018-02-11,15236
2018-02-12,15236
2018-02-13,14794
2018-02-14,14794
2018-02-15,14285
2018-02-16,14285
2018-02-17,13792
2018-02-18,13792
2018-02-19,13386
2018-02-20,13386
2018-02-21,13598
2018-02-22,13598
2018-02-23,13703
2018-02-24,13703
2018-02-25,13610
2018-02-26,13610
2018-02-27,13604
2018-02-28,13604
2018-03-01,13419
2018-03-02,13380
2018-03-03,13316
2018-03-04,13316
2018-03-05,13044
2018-03-06,13044
2018-03-07,12909
2018-03-09,12893
2018-03-10,12893
2018-03-11,12862
2018-03-12,12862
2018-03-13,13160
2018-03-14,13357
2018-03-15,13357
2018-03-16,13153
2018-03-17,12608
2018-03-18,12608
2018-03-20,12800
2018-03-21,12800
2018-03-23,12642
2018-03-24,12261
2018-03-25,12399
2018-03-26,12399
2018-03-27,12098
2018-03-28,12098
2018-03-29,11875
2018-03-30,11875
2018-03-31,11917
2018-04-01,11917
2018-04-02,11449
2018-04-03,11320
2018-04-04,11320
2018-04-05,11335
2018-04-06,11284
2018-04-07,11284
2018-04-08,11609
2018-04-09,11557
2018-04-10,11557
2018-04-11,11584
2018-04-12,11472
2018-04-13,11472
2018-04-14,11558
2018-04-15,11547
2018-04-16,11547
2018-04-17,11570
2018-04-18,11570
2018-04-19,11376
2018-04-20,11376
2018-04-21,11190
2018-04-22,11190
2018-04-23,10931
2018-04-24,10931
2018-04-25,10809
2018-04-26,10809
2018-04-27,10876
2018-04-28,10876
2018-04-29,11280
2018-04-30,11583
2018-05-01,11583
2018-05-03,11984
2018-05-04,12176
2018-05-05,12057
2018-05-07,11765
2018-05-08,11765
2018-05-09,11672
2018-05-10,11672
2018-05-11,11502
2018-05-12,11571
2018-05-13,11571
2018-05-14,11457
2018-05-15,11457
2018-05-16,11516
2018-05-17,11516
2018-05-18,11436
2018-05-19,11331
2018-05-20,11331
2018-05-21,11458
2018-05-22,11458
2018-05-23,11350
2018-05-24,11350
2018-05-25,11537
2018-05-26,11726
2018-05-27,11726
2018-05-28,12186
2018-05-29,12293
2018-05-30,12293
2018-05-31,12014
2018-06-01,12014
2018-06-02,11676
2018-06-03,11676
2018-06-04,11758
2018-06-05,11952
2018-06-06,11693
2018-06-07,11693
2018-06-08,11457
2018-06-09,11457
2018-06-10,11281
2018-06-11,11281
2018-06-12,11382
2018-06-13,11272
2018-06-14,11272
2018-06-15,11145
2018-06-16,11145
2018-06-17,11153
2018-06-18,11153
2018-06-19,11313
2018-06-20,11313
2018-06-21,11589
2018-06-22,11762
2018-06-23,11762
2018-06-24,11797
2018-06-25,11797
2018-06-26,11446
2018-06-27,11446
2018-06-28,11512
2018-06-29,11481
2018-06-30,11481
2018-07-01,11588
2018-07-02,11588
2018-07-03,11562
2018-07-04,11562
2018-07-05,11661
2018-07-06,11853
2018-07-07,11853
