date_obj,Holy%20book%20page%20set price
2015-09-12,62118
2015-09-13,62118
2015-09-14,62118
2015-09-15,62118
2015-09-16,59071
2015-09-17,59071
2015-09-18,59071
2015-09-19,56791
2015-09-20,56791
2015-09-21,56791
2015-09-22,56791
2015-09-23,56031
2015-09-24,56031
2015-09-25,56031
2015-09-27,54007
2015-09-28,54007
2015-09-29,54007
2015-09-30,54007
2015-10-05,51731
2015-10-06,49200
2015-10-07,49200
2015-10-08,49200
2015-10-09,49200
2015-10-10,49200
2015-10-11,46740
2015-10-12,46740
2015-10-13,46740
2015-10-14,46740
2015-10-15,47317
2015-10-16,47317
2015-10-17,47317
2015-10-18,47317
2015-10-19,45840
2015-10-20,45840
2015-10-22,45840
2015-10-23,46598
2015-10-24,46598
2015-10-25,46598
2015-10-26,46962
2015-10-27,46962
2015-10-29,46962
2015-10-30,46962
2015-10-31,45470
2015-11-01,45470
2015-11-02,45470
2015-11-03,45470
2015-11-04,45470
2015-11-05,43917
2015-11-06,43917
2015-11-07,43917
2015-11-08,43917
2015-11-09,43917
2015-11-10,43352
2015-11-11,43352
2015-11-12,43352
2015-11-13,43352
2015-11-14,43352
2015-11-15,42304
2015-11-16,42304
2015-11-17,42304
2015-11-18,42304
2015-11-19,42842
2015-11-20,42842
2015-11-21,42842
2015-11-22,42842
2015-11-23,43402
2015-11-24,43402
2015-11-25,43402
2015-11-26,43402
2015-11-27,43980
2015-11-28,43980
2015-11-29,43980
2015-11-30,43980
2015-12-01,45543
2015-12-02,45543
2015-12-03,45543
2015-12-04,45543
2015-12-05,47740
2015-12-06,47740
2015-12-07,47740
2015-12-08,49928
2015-12-09,49928
2015-12-10,49928
2015-12-11,52194
2015-12-12,52194
2015-12-13,52194
2015-12-14,52194
2015-12-15,52774
2015-12-16,52774
2015-12-17,52774
2015-12-18,52774
2015-12-19,54652
2015-12-20,54652
2015-12-21,54652
2015-12-22,54652
2015-12-23,55047
2015-12-24,55047
2015-12-25,55047
2015-12-26,55047
2015-12-27,56245
2015-12-28,56245
2015-12-29,56245
2015-12-30,57925
2015-12-31,57925
2016-01-01,57925
2016-01-02,57925
2016-01-03,59705
2016-01-04,59705
2016-01-05,59705
2016-01-06,59705
2016-01-07,61287
2016-01-08,61287
2016-01-09,61287
2016-01-10,63998
2016-01-11,63998
2016-01-12,63998
2016-01-13,66482
2016-01-14,66482
2016-01-15,66482
2016-01-16,68801
2016-01-17,68801
2016-01-18,68801
2016-01-19,68801
2016-01-20,70875
2016-01-21,70875
2016-01-22,70875
2016-01-23,70875
2016-01-24,71595
2016-01-25,71595
2016-01-26,71595
2016-01-27,68936
2016-01-28,68936
2016-01-29,68936
2016-01-30,68936
2016-01-31,67135
2016-02-01,67135
2016-02-02,67135
2016-02-03,67135
2016-02-04,64967
2016-02-05,64967
2016-02-06,64967
2016-02-07,64967
2016-02-08,61878
2016-02-09,61878
2016-02-10,61878
2016-02-11,61878
2016-02-12,59547
2016-02-13,59547
2016-02-15,57212
2016-02-16,57212
2016-02-17,57212
2016-02-18,57212
2016-02-19,56071
2016-02-20,56071
2016-02-21,56071
2016-02-22,56616
2016-02-23,56616
2016-02-24,56616
2016-02-25,56616
2016-02-26,54705
2016-02-27,54705
2016-02-28,54705
2016-02-29,54872
2016-03-01,54872
2016-03-02,54872
2016-03-03,56325
2016-03-04,56325
2016-03-05,56325
2016-03-06,57533
2016-03-07,57533
2016-03-08,57533
2016-03-09,58794
2016-03-10,58794
2016-03-11,58794
2016-03-12,61179
2016-03-13,61179
2016-03-14,61179
2016-03-15,61179
2016-03-16,63684
2016-03-17,63684
2016-03-18,63684
2016-03-19,63684
2016-03-20,65778
2016-03-21,65778
2016-03-22,65778
2016-03-23,65778
2016-03-24,65778
2016-03-25,64150
2016-03-26,64150
2016-03-27,64150
2016-03-28,64150
2016-03-29,65275
2016-03-30,65275
2016-03-31,65275
2016-04-01,65275
2016-04-02,65275
2016-04-03,67057
2016-04-04,67057
2016-04-05,67057
2016-04-06,67057
2016-04-07,67057
2016-04-08,65083
2016-04-09,65083
2016-04-10,65083
2016-04-11,65083
2016-04-12,63833
2016-04-13,63833
2016-04-14,63833
2016-04-15,63833
2016-04-16,63108
2016-04-17,63108
2016-04-18,63108
2016-04-19,63108
2016-04-20,63036
2016-04-21,63036
2016-04-22,63036
2016-04-23,63036
2016-04-24,63036
2016-04-25,60330
2016-04-26,60330
2016-04-27,60330
2016-04-28,60330
2016-04-29,58134
2016-04-30,58134
2016-05-01,58134
2016-05-02,58134
2016-05-03,56711
2016-05-04,56711
2016-05-05,56711
2016-05-06,56711
2016-05-07,55594
2016-05-08,55594
2016-05-09,55594
2016-05-10,55594
2016-05-11,53082
2016-05-12,53082
2016-05-13,53082
2016-05-14,53082
2016-05-15,50550
2016-05-16,50550
2016-05-17,50550
2016-05-18,50550
2016-05-19,48169
2016-05-22,48169
2016-05-23,45760
2016-05-24,45760
2016-05-25,45760
2016-05-26,45760
2016-05-27,43936
2016-05-28,43936
2016-05-29,43936
2016-05-30,43936
2016-05-31,42073
2016-06-01,42073
2016-06-02,42073
2016-06-03,42073
2016-06-04,42429
2016-06-05,42429
2016-06-06,42429
2016-06-07,42429
2016-06-08,44007
2016-06-09,44007
2016-06-10,44007
2016-06-11,44007
2016-06-12,44852
2016-06-13,44852
2016-06-14,44852
2016-06-15,44852
2016-06-16,44852
2016-06-17,42621
2016-06-18,42621
2016-06-19,42621
2016-06-20,42621
2016-06-21,40489
2016-06-22,40489
2016-06-23,40489
2016-06-24,40489
2016-06-25,38464
2016-06-26,38464
2016-06-27,38464
2016-06-28,38464
2016-06-29,36897
2016-06-30,36897
2016-07-01,36897
2016-07-02,35346
2016-07-03,35346
2016-07-04,35346
2016-07-05,35346
2016-07-06,34052
2016-07-07,34052
2016-07-08,34052
2016-07-09,32511
2016-07-10,32511
2016-07-11,32511
2016-07-12,30970
2016-07-13,30970
2016-07-14,30970
2016-07-15,30097
2016-07-16,30097
2016-07-17,30097
2016-07-18,30097
2016-07-23,29208
2016-07-24,28079
2016-07-25,28079
2016-07-26,28079
2016-07-27,28079
2016-07-28,28079
2016-07-29,26675
2016-07-30,26675
2016-07-31,26675
2016-08-01,26675
2016-08-02,25559
2016-08-03,25559
2016-08-04,25559
2016-08-05,25559
2016-08-06,24545
2016-08-07,24545
2016-08-08,24545
2016-08-09,24545
2016-08-10,25111
2016-08-11,25111
2016-08-12,25111
2016-08-13,25111
2016-08-14,25111
2016-08-15,24919
2016-08-16,24919
2016-08-17,24919
2016-08-18,24919
2016-08-19,24919
2016-08-20,23981
2016-08-21,23981
2016-08-22,23981
2016-08-23,23981
2016-08-24,23981
2016-08-25,24625
2016-08-26,24625
2016-08-28,24625
2016-08-31,24293
2016-09-01,24293
2016-09-02,24293
2016-09-03,24293
2016-09-04,23684
2016-09-05,23684
2016-09-06,23684
2016-09-07,23684
2016-09-08,23684
2016-09-09,23684
2016-09-10,23648
2016-09-11,23648
2016-09-12,23648
2016-09-13,23648
2016-09-14,23648
2016-09-15,24268
2016-09-16,24268
2016-09-17,24268
2016-09-18,24268
2016-09-19,24268
2016-09-20,24268
2016-09-21,23343
2016-09-22,23343
2016-09-23,23343
2016-09-24,23343
2016-09-25,23343
2016-09-26,23343
2016-09-27,23653
2016-09-28,23653
2016-09-29,23653
2016-09-30,23653
2016-10-01,23653
2016-10-02,24499
2016-10-03,24499
2016-10-04,24499
2016-10-05,24499
2016-10-06,24499
2016-10-07,24499
2016-10-08,23973
2016-10-09,23973
2016-10-10,23973
2016-10-11,23973
2016-10-12,23973
2016-10-13,23028
2016-10-14,23028
2016-10-15,23028
2016-10-16,23028
2016-10-17,22326
2016-10-18,22326
2016-10-19,22326
2016-10-20,22326
2016-10-21,22326
2016-10-22,22326
2016-10-23,22421
2016-10-24,22421
2016-10-25,22421
2016-10-26,22421
2016-10-27,22421
2016-10-28,22421
2016-10-29,22536
2016-10-30,22536
2016-10-31,22536
2016-11-01,22536
2016-11-02,22536
2016-11-03,22797
2016-11-04,22797
2016-11-05,22797
2016-11-06,22797
2016-11-07,22797
2016-11-08,22196
2016-11-09,22196
2016-11-10,22196
2016-11-11,22196
2016-11-12,22196
2016-11-13,22044
2016-11-14,22044
2016-11-15,22044
2016-12-07,19326
2016-12-08,19326
2016-12-09,19326
2016-12-10,19326
2016-12-11,20101
2016-12-12,20101
2016-12-13,20101
2016-12-14,20101
2016-12-15,20101
2016-12-16,20853
2016-12-17,20853
2016-12-18,20853
2016-12-19,20853
2016-12-20,20853
2016-12-21,21842
2016-12-22,21842
2016-12-23,21842
2016-12-24,21842
2016-12-25,22896
2016-12-26,22896
2016-12-27,22896
2016-12-28,22896
2016-12-29,22896
2016-12-30,23778
2016-12-31,23778
2017-01-01,23778
2017-01-02,23778
2017-01-03,24355
2017-01-04,24355
2017-01-05,24355
2017-01-06,24355
2017-01-07,25276
2017-01-08,25276
2017-01-09,25276
2017-01-10,25276
2017-01-11,26413
2017-01-12,26413
2017-01-13,26413
2017-01-14,26413
2017-01-15,27536
2017-01-16,27536
2017-01-17,27536
2017-01-18,27536
2017-01-19,28265
2017-01-20,28265
2017-01-21,28265
2017-01-22,28265
2017-01-23,27106
2017-01-27,25750
2017-01-28,25750
2017-01-29,25750
2017-01-30,25750
2017-01-31,25020
2017-02-01,25020
2017-02-02,25020
2017-02-03,25020
2017-02-04,24087
2017-02-05,24087
2017-02-06,24087
2017-02-07,24087
2017-02-08,23849
2017-02-09,23849
2017-02-10,23849
2017-02-11,22800
2017-02-12,22800
2017-02-13,22800
2017-02-14,22800
2017-02-15,22712
2017-02-16,22712
2017-02-18,22712
2017-02-19,23161
2017-02-20,23161
2017-02-21,23161
2017-02-22,23161
2017-02-23,23161
2017-02-24,23054
2017-02-25,23054
2017-02-26,23054
2017-02-27,23054
2017-02-28,22303
2017-03-01,22303
2017-03-02,22303
2017-03-03,22303
2017-03-04,22464
2017-03-05,22464
2017-03-06,22464
2017-03-07,22464
2017-03-08,22720
2017-03-09,22720
2017-03-10,22720
2017-03-11,22720
2017-03-12,22819
2017-03-13,22819
2017-03-14,22819
2017-03-15,23727
2017-03-16,23727
2017-03-17,23727
2017-03-18,23727
2017-03-19,24673
2017-03-20,24673
2017-03-21,24673
2017-03-22,24673
2017-03-23,25532
2017-03-24,25532
2017-03-25,25532
2017-03-26,25532
2017-03-27,26719
2017-03-28,26719
2017-03-29,26719
2017-03-30,27506
2017-03-31,27506
2017-04-01,27506
2017-04-02,27506
2017-04-03,28655
2017-04-04,28655
2017-04-12,30497
2017-04-13,30497
2017-04-14,30497
2017-04-15,29042
2017-04-16,29042
2017-04-17,29042
2017-04-18,27619
2017-04-19,27619
2017-04-20,27619
2017-04-21,27619
2017-04-22,26238
2017-04-23,26238
2017-04-24,26238
2017-04-25,26408
2017-04-26,26408
2017-04-27,26408
2017-04-28,27510
2017-04-29,27510
2017-04-30,27510
2017-05-01,28593
2017-05-02,28593
2017-05-03,28593
2017-05-04,29697
2017-05-05,29697
2017-05-06,29697
2017-05-07,29697
2017-05-08,29028
2017-05-09,29028
2017-05-10,29028
2017-05-11,29028
2017-05-12,27638
2017-05-13,27638
2017-05-14,27638
2017-05-15,27638
2017-05-16,28416
2017-05-17,28416
2017-05-18,28416
2017-05-19,28416
2017-05-20,28156
2017-05-21,28156
2017-05-22,28156
2017-05-23,28156
2017-05-24,27026
2017-05-25,27026
2017-05-26,27026
2017-05-27,27026
2017-05-28,25688
2017-05-29,25688
2017-05-30,25688
2017-05-31,25688
2017-06-01,24403
2017-06-02,24403
2017-06-03,24403
2017-06-04,24403
2017-06-06,23182
2017-06-07,23182
2017-06-08,22031
2017-06-09,22031
2017-06-10,22031
2017-06-11,20948
2017-06-12,20948
2017-06-13,20948
2017-06-14,20948
2017-06-15,20018
2017-06-16,20018
2017-06-17,20018
2017-06-18,20018
2017-06-19,20018
2017-06-20,19017
2017-06-21,19017
2017-06-22,19017
2017-06-23,19017
2017-06-24,18071
2017-06-25,18071
2017-06-26,18071
2017-06-27,18071
2017-06-28,17180
2017-06-29,17180
2017-06-30,17180
2017-07-01,17180
2017-07-02,17180
2017-07-03,16687
2017-07-04,16687
2017-07-05,16687
2017-07-06,16687
2017-07-07,16687
2017-07-08,16460
2017-07-13,16406
2017-07-14,16406
2017-07-15,16406
2017-07-16,16406
2017-07-17,16272
2017-07-18,16272
2017-07-19,16272
2017-07-20,16272
2017-07-21,16272
2017-07-22,15719
2017-07-23,15719
2017-07-24,15719
2017-07-25,15719
2017-07-26,15719
2017-07-27,15010
2017-07-28,15010
2017-07-29,15010
2017-07-30,15010
2017-07-31,15010
2017-08-01,14626
2017-08-02,14626
2017-08-03,14626
2017-08-04,14626
2017-08-05,14916
2017-08-06,14916
2017-08-09,14333
2017-08-10,14333
2017-08-11,14333
2017-08-12,14333
2017-08-13,14839
2017-08-14,14839
2017-08-15,14839
2017-08-16,14839
2017-08-17,15500
2017-08-18,15500
2017-08-19,15500
2017-08-20,15500
2017-08-21,15961
2017-08-22,15961
2017-08-23,15961
2017-08-24,15961
2017-08-25,15961
2017-08-26,16093
2017-08-27,16093
2017-08-28,16093
2017-08-29,16093
2017-08-30,16093
2017-08-31,15994
2017-09-01,15994
2017-09-02,15994
2017-09-03,15994
2017-09-04,15218
2017-09-05,15218
2017-09-06,15218
2017-09-07,15218
2017-09-08,15218
2017-09-09,14998
2017-09-10,14998
2017-09-11,14998
2017-09-12,14998
2017-09-13,14998
2017-09-14,15101
2017-09-15,15101
2017-09-16,15101
2017-09-17,15101
2017-09-18,15101
2017-09-19,14697
2017-09-20,14697
2017-09-21,14697
2017-09-22,14697
2017-09-23,14697
2017-09-24,15280
2017-09-25,15280
2017-09-26,15280
2017-09-27,15280
2017-09-28,15280
2017-09-29,15906
2017-09-30,15906
2017-10-01,15906
2017-10-02,15906
2017-10-03,15906
2017-10-04,15906
2017-10-05,16525
2017-10-06,16525
2017-10-07,16525
2017-10-08,16525
2017-10-09,16525
2017-10-10,16969
2017-10-11,16969
2017-10-12,16969
2017-10-13,16969
2017-10-14,16969
2017-10-15,16969
2017-10-16,17511
2017-10-17,17511
2017-10-18,17511
2017-10-19,17511
2017-10-20,17511
2017-10-21,17674
2017-10-22,17674
2017-10-23,17674
2017-10-24,17674
2017-10-25,17546
2017-10-26,17546
2017-10-27,17546
2017-10-28,17546
2017-10-29,17546
2017-10-30,16771
2017-10-31,16771
2017-11-01,16771
2017-11-02,16771
2017-11-03,16771
2017-11-04,17306
2017-11-05,17306
2017-11-06,17306
2017-11-07,17306
2017-11-08,17306
2017-11-09,17306
2017-11-10,16967
2017-11-11,16967
2017-11-12,16967
2017-11-13,16967
2017-11-14,16967
2017-11-15,16967
2017-11-16,16809
2017-11-17,16809
2017-11-18,16809
2017-11-19,16809
2017-11-20,16809
2017-11-21,16477
2017-11-22,16477
2017-11-23,16477
2017-11-24,16477
2017-11-25,16477
2017-11-26,17148
2017-11-27,17148
2017-11-28,17148
2017-11-29,17148
2017-11-30,17148
2017-12-01,16875
2017-12-02,16875
2017-12-03,16875
2017-12-04,16875
2017-12-05,16875
2017-12-06,16918
2017-12-07,16918
2017-12-08,16918
2017-12-09,16918
2017-12-10,16918
2017-12-11,17694
2017-12-12,17694
2017-12-13,17694
2017-12-14,17694
2017-12-15,17694
2017-12-16,17694
2017-12-17,18543
2017-12-18,18543
2017-12-19,18543
2017-12-20,18543
2017-12-21,18543
2017-12-22,19448
2017-12-23,19448
2017-12-24,19448
2017-12-25,19448
2017-12-26,19448
2017-12-27,20417
2017-12-28,20417
2017-12-29,20417
2017-12-30,20417
2017-12-31,20417
2018-01-01,20368
2018-01-02,20368
2018-01-03,20368
2018-01-04,20368
2018-01-05,20455
2018-01-06,20455
2018-01-07,20455
2018-01-08,20455
2018-01-09,20109
2018-01-10,20109
2018-01-11,20109
2018-01-12,20109
2018-01-13,20109
2018-01-14,20650
2018-01-15,20650
2018-01-16,20650
2018-01-17,20650
2018-01-18,21337
2018-01-19,21337
2018-01-20,21337
2018-01-21,21337
2018-01-22,21337
2018-01-23,21938
2018-01-25,21339
2018-01-26,21339
2018-01-27,21339
2018-01-28,20454
2018-01-29,20454
2018-01-30,19431
2018-01-31,19431
2018-02-01,19431
2018-02-02,19289
2018-02-03,19289
2018-02-04,19220
2018-02-05,19220
2018-02-06,19220
2018-02-07,18894
2018-02-08,18894
2018-02-09,18894
2018-02-10,18734
2018-02-11,18734
2018-02-12,18700
2018-02-13,18700
2018-02-14,18700
2018-02-15,18574
2018-02-16,18574
2018-02-17,18574
2018-02-18,18559
2018-02-19,18559
2018-02-20,18394
2018-02-21,18394
2018-02-22,18394
2018-02-23,18406
2018-02-24,18406
2018-02-25,18254
2018-02-26,18254
2018-02-27,17775
2018-02-28,17775
2018-03-01,17775
2018-03-02,17704
2018-03-03,17704
2018-03-04,17704
2018-03-05,17785
2018-03-06,17785
2018-03-07,17711
2018-03-08,17711
2018-03-09,17711
2018-03-10,17619
2018-03-11,17619
2018-03-12,18239
2018-03-13,18239
2018-03-14,18239
2018-03-15,18553
2018-03-16,18553
2018-03-17,18029
2018-03-18,18029
2018-03-19,18029
2018-03-20,17831
2018-03-21,17831
2018-03-23,18107
2018-03-24,18107
2018-03-25,18380
2018-03-26,18380
2018-03-27,18327
2018-03-28,18327
2018-03-29,18869
2018-03-30,18869
2018-03-31,18869
2018-04-01,19269
2018-04-02,19269
2018-04-03,18904
2018-04-04,18904
2018-04-05,18904
2018-04-06,18759
2018-04-07,18759
2018-04-08,18759
2018-04-09,19463
2018-04-10,19463
2018-04-11,19463
2018-04-12,19237
2018-04-13,19237
2018-04-14,19237
2018-04-15,18392
2018-04-16,18392
2018-04-17,18392
2018-04-18,17472
2018-04-19,17472
2018-04-20,17472
2018-04-21,16865
2018-04-22,16865
2018-04-23,16865
2018-04-24,17631
2018-04-25,17631
2018-04-26,17631
2018-04-27,17631
2018-04-28,17896
2018-04-29,17896
2018-04-30,17760
2018-05-01,17760
2018-05-03,18400
2018-05-04,18400
2018-05-05,18385
2018-05-06,18385
2018-05-07,18385
2018-05-08,19131
2018-05-09,19131
2018-05-10,18841
2018-05-11,18841
2018-05-12,18360
2018-05-13,18360
2018-05-14,18360
2018-05-15,17442
2018-05-16,17442
2018-05-17,17442
2018-05-18,17254
2018-05-19,17254
2018-05-20,16872
2018-05-21,16872
2018-05-22,16872
2018-05-23,16629
2018-05-24,16629
2018-05-25,16629
2018-05-26,16450
2018-05-27,16450
2018-05-28,16174
2018-05-29,16174
2018-05-30,15538
2018-05-31,15538
2018-06-01,15538
2018-06-02,14894
2018-06-03,14894
2018-06-04,14894
2018-06-05,14205
2018-06-06,14205
2018-06-07,14205
2018-06-08,13494
2018-06-09,13494
2018-06-10,13494
2018-06-11,12882
2018-06-12,12882
2018-06-13,12341
2018-06-14,12341
2018-06-15,12341
2018-06-16,11723
2018-06-17,11723
2018-06-18,11136
2018-06-19,11136
2018-06-20,11136
2018-06-21,10603
2018-06-22,10603
2018-06-23,10603
2018-06-24,10593
2018-06-25,10593
2018-06-26,10593
2018-06-27,10330
2018-06-28,10330
2018-06-29,10563
2018-06-30,10563
2018-07-01,10563
2018-07-02,10831
2018-07-03,10831
2018-07-04,10370
2018-07-05,10370
2018-07-06,10077
2018-07-07,10077
2018-07-08,10295
2018-07-09,10295
2018-07-10,10721
2018-07-11,10721
2018-07-12,10721
2018-07-13,10996
2018-07-14,10996
2018-07-15,10766
2018-07-16,10766
2018-07-17,10976
2018-07-18,10976
2018-07-19,11338
2018-07-20,11338
2018-07-21,11497
2018-07-22,11497
2018-07-23,12047
2018-07-24,12047
2018-07-25,12047
2018-07-26,12416
2018-07-27,12416
2018-07-28,12358
2018-07-29,12358
2018-07-30,12362
2018-07-31,12393
2018-08-01,12393
2018-08-02,12803
2018-08-03,12803
2018-08-04,13019
2018-08-05,13019
2018-08-06,12817
2018-08-07,12817
2018-08-08,12767
2018-08-09,12767
2018-08-10,12484
2018-08-11,12484
2018-08-12,11859
2018-08-14,11266
2018-08-16,10782
2018-08-17,10782
2018-08-18,10829
2018-08-19,10829
2018-08-20,10703
2018-08-21,10703
2018-08-22,10601
2018-08-23,10601
2018-08-24,10527
2018-08-25,10390
2018-08-26,10390
2018-08-27,10541
2018-08-28,10541
2018-08-29,10095
2018-08-30,10095
2018-08-31,10419
2018-09-01,10685
2018-09-02,10685
2018-09-03,10689
2018-09-04,10689
2018-09-05,10250
2018-09-06,10250
2018-09-07,9868
2018-09-08,9868
2018-09-09,10091
2018-09-10,10091
2018-09-11,10046
2018-09-12,10046
2018-09-13,10285
2018-09-14,10285
2018-09-15,10772
2018-09-16,10772
2018-09-17,11292
2018-09-18,11833
2018-09-19,11833
2018-09-20,12409
2018-09-21,12409
2018-09-22,13001
2018-09-23,13635
2018-09-24,14270
2018-09-25,14270
2018-09-26,14889
2018-09-27,14889
2018-09-28,15589
2018-09-29,15589
2018-09-30,16330
2018-10-01,16330
2018-10-02,17142
2018-10-03,17928
2018-10-04,17928
2018-10-05,17928
2018-10-06,18825
2018-10-07,18825
2018-10-08,19737
2018-10-09,19737
2018-10-10,20416
2018-10-11,20416
2018-10-12,21350
2018-10-13,21350
2018-10-14,22279
2018-10-15,22279
2018-10-16,22279
2018-10-17,23116
2018-10-18,23116
2018-10-19,23983
2018-10-20,23983
2018-10-21,25001
2018-10-22,25001
2018-10-23,26189
2018-10-24,26189
2018-10-25,26189
2018-10-26,27055
2018-10-27,27055
2018-10-28,28140
2018-10-29,28140
2018-10-30,28140
2018-10-31,29369
2018-11-01,29369
2018-11-03,30678
2018-11-04,31564
2018-11-05,32115
2018-11-06,32115
2018-11-07,31660
2018-11-08,31660
2018-11-09,30259
2018-11-10,30105
2018-11-11,30105
2018-11-12,30589
2018-11-13,30589
2018-11-14,31147
2018-11-15,31986
2018-11-16,32137
2018-11-17,32137
2018-11-18,31184
2018-11-19,31184
2018-11-20,29958
2018-11-21,29958
2018-11-22,30694
2018-11-23,30694
2018-11-24,31419
2018-11-25,31778
2018-11-26,31778
2018-11-27,31248
2018-11-28,30924
2018-11-29,30588
2018-12-01,30000
2018-12-02,30457
2018-12-03,30457
2018-12-05,31237
2018-12-07,30445
2018-12-09,30347
2018-12-10,30265
2018-12-11,30265
2018-12-12,30864
2018-12-13,31405
2018-12-14,31405
2018-12-15,31827
2018-12-16,31645
2018-12-17,31645
2018-12-18,31749
2018-12-19,31749
2018-12-20,31581
2018-12-21,31581
2018-12-22,31379
2018-12-23,30969
2018-12-24,30209
2018-12-25,30209
2018-12-26,30929
2018-12-27,31380
2018-12-28,31380
2018-12-29,31449
2018-12-30,31449
2018-12-31,31363
2019-01-01,31363
2019-01-02,30826
2019-01-03,30826
2019-01-04,30172
2019-01-05,29661
2019-01-06,29487
2019-01-08,30082
2019-01-10,29910
2019-01-11,29910
2019-01-12,29841
2019-01-13,29992
2019-01-14,30623
2019-01-15,31220
2019-01-16,31220
2019-01-17,31390
2019-01-18,31390
2019-01-19,30509
2019-01-20,30150
2019-01-21,30150
2019-01-22,30261
2019-01-23,30154
2019-01-24,30154
2019-01-25,30502
2019-01-26,30156
2019-01-27,30049
2019-01-28,30049
2019-01-29,30045
2019-01-30,30396
2019-01-31,30396
2019-02-01,30753
2019-02-02,30753
2019-02-03,30848
2019-02-04,30848
2019-02-05,31283
2019-02-06,31283
2019-02-07,31801
2019-02-08,31801
2019-02-09,31929
2019-02-10,31929
2019-02-11,32346
2019-02-12,32346
2019-02-13,32445
2019-02-14,32445
2019-02-15,32294
2019-02-16,32330
2019-02-17,32330
2019-02-18,32541
2019-02-19,32541
2019-02-20,32702
2019-02-21,32696
2019-02-22,32696
2019-02-23,31520
2019-02-24,31201
2019-02-25,31536
2019-02-26,31536
2019-02-27,31389
2019-02-28,31389
2019-03-01,31056
2019-03-02,31056
2019-03-03,31612
2019-03-04,31615
2019-03-05,31615
2019-03-06,31582
2019-03-07,31582
2019-03-08,31217
2019-03-09,31217
2019-03-10,30659
2019-03-11,30659
2019-03-12,30235
2019-03-13,30235
2019-03-14,29981
2019-03-15,29981
2019-03-16,29930
2019-03-17,29576
2019-03-18,29576
2019-03-19,30045
2019-03-20,30045
2019-03-21,31202
2019-03-22,31202
2019-03-23,30918
2019-03-24,30918
2019-03-25,31289
2019-03-26,31289
2019-03-27,31397
2019-03-28,31397
