date_obj,Palm%20sapling price
2015-08-10,32287
2015-08-11,32287
2015-08-12,32287
2015-08-13,32287
2015-08-14,32497
2015-08-15,32497
2015-08-16,32497
2015-08-17,33077
2015-08-18,33077
2015-08-19,34575
2015-08-20,34575
2015-08-21,36108
2015-08-22,36108
2015-08-23,36108
2015-08-24,37811
2015-08-25,37811
2015-08-26,37811
2015-08-27,38673
2015-08-28,38673
2015-08-29,38673
2015-08-30,37288
2015-08-31,37288
2015-09-01,37288
2015-09-02,35928
2015-09-03,35928
2015-09-04,34493
2015-09-05,34493
2015-09-06,34493
2015-09-07,33953
2015-09-08,33953
2015-09-09,33913
2015-09-10,33913
2015-09-11,33913
2015-09-12,33721
2015-09-13,33721
2015-09-14,33721
2015-09-15,34676
2015-09-16,34676
2015-09-17,36261
2015-09-18,36261
2015-09-19,36261
2015-09-20,37922
2015-09-21,37922
2015-09-22,37922
2015-09-23,39819
2015-09-24,39819
2015-09-25,39819
2015-09-27,41690
2015-09-28,41690
2015-09-29,42850
2015-09-30,42850
2015-10-05,38867
2015-10-06,38867
2015-10-07,38867
2015-10-08,37745
2015-10-09,37745
2015-10-10,37745
2015-10-11,38071
2015-10-12,38071
2015-10-13,38071
2015-10-14,38071
2015-10-15,37155
2015-10-16,37155
2015-10-17,37155
2015-10-18,38825
2015-10-19,38825
2015-10-20,40626
2015-10-22,40626
2015-10-23,41622
2015-10-24,41622
2015-10-25,41622
2015-10-26,42447
2015-10-27,42447
2015-10-29,40678
2015-10-30,40678
2015-10-31,40678
2015-11-01,40678
2015-11-02,39344
2015-11-03,39344
2015-11-04,39344
2015-11-05,40601
2015-11-06,40601
2015-11-07,40601
2015-11-08,41861
2015-11-09,41861
2015-11-10,41861
2015-11-11,42966
2015-11-12,42966
2015-11-13,42966
2015-11-14,42966
2015-11-15,44615
2015-11-16,44615
2015-11-17,44615
2015-11-18,45411
2015-11-19,45411
2015-11-20,45411
2015-11-21,47350
2015-11-22,47350
2015-11-23,47350
2015-11-24,48726
2015-11-25,48726
2015-11-26,48726
2015-11-27,48570
2015-11-28,48570
2015-11-29,48570
2015-11-30,49973
2015-12-01,49973
2015-12-02,49973
2015-12-03,51572
2015-12-04,51572
2015-12-05,51572
2015-12-06,50959
2015-12-07,50959
2015-12-08,50959
2015-12-09,49453
2015-12-10,49453
2015-12-11,49453
2015-12-12,48587
2015-12-13,48587
2015-12-14,48587
2015-12-15,47309
2015-12-16,47309
2015-12-17,47309
2015-12-18,46383
2015-12-19,46383
2015-12-20,44209
2015-12-21,44209
2015-12-22,44209
2015-12-23,42675
2015-12-24,42675
2015-12-25,42675
2015-12-26,40904
2015-12-27,40904
2015-12-28,39677
2015-12-29,39677
2015-12-30,40692
2015-12-31,40692
2016-01-01,40692
2016-01-02,42717
2016-01-03,42717
2016-01-04,43733
2016-01-05,43733
2016-01-06,44086
2016-01-07,44086
2016-01-08,43996
2016-01-09,43996
2016-01-10,42545
2016-01-11,42545
2016-01-12,41366
2016-01-13,41366
2016-01-14,41974
2016-01-15,41974
2016-01-16,42200
2016-01-17,42200
2016-01-18,43622
2016-01-19,43622
2016-01-20,44588
2016-01-21,44588
2016-01-22,44605
2016-01-23,44605
2016-01-24,43905
2016-01-25,43290
2016-01-26,43290
2016-01-27,44161
2016-01-28,44161
2016-01-29,45349
2016-01-30,45349
2016-01-31,45688
2016-02-01,45688
2016-02-02,45756
2016-02-03,45756
2016-02-04,46520
2016-02-05,46520
2016-02-06,48843
2016-02-07,48843
2016-02-08,51037
2016-02-09,51037
2016-02-10,51899
2016-02-11,51899
2016-02-12,51899
2016-02-13,49950
2016-02-14,49950
2016-02-15,49480
2016-02-16,49480
2016-02-17,48479
2016-02-18,48479
2016-02-19,46604
2016-02-20,46604
2016-02-21,44822
2016-02-22,44822
2016-02-23,46694
2016-02-24,46694
2016-02-25,46505
2016-02-26,46505
2016-02-27,45640
2016-02-28,45640
2016-02-29,44323
2016-03-01,44323
2016-03-02,43979
2016-03-03,43979
2016-03-04,46021
2016-03-05,46021
2016-03-06,47801
2016-03-07,47801
2016-03-08,50012
2016-03-09,50012
2016-03-10,51686
2016-03-11,51686
2016-03-12,49726
2016-03-13,49726
2016-03-14,48212
2016-03-15,48212
2016-03-16,47436
2016-03-17,47436
2016-03-18,47517
2016-03-19,47517
2016-03-20,46036
2016-03-21,46036
2016-03-22,44848
2016-03-23,44848
2016-03-24,45073
2016-03-25,45073
2016-03-26,44707
2016-03-27,44707
2016-03-28,43906
2016-03-29,43906
2016-03-30,43521
2016-03-31,43521
2016-04-01,42996
2016-04-02,42996
2016-04-03,43198
2016-04-04,43198
2016-04-05,43537
2016-04-06,43537
2016-04-07,44331
2016-04-08,44331
2016-04-09,45517
2016-04-10,45589
2016-04-11,45589
2016-04-12,44415
2016-04-13,44415
2016-04-14,45181
2016-04-15,45181
2016-04-16,45702
2016-04-17,45702
2016-04-18,44976
2016-04-19,44976
2016-04-20,43677
2016-04-21,43677
2016-04-22,42777
2016-04-23,42777
2016-04-24,41406
2016-04-25,40716
2016-04-26,40716
2016-04-27,41343
2016-04-28,41343
2016-04-29,42441
2016-04-30,42441
2016-05-01,41927
2016-05-02,41927
2016-05-03,41160
2016-05-04,41160
2016-05-05,40351
2016-05-06,40351
2016-05-07,40880
2016-05-08,40880
2016-05-09,41430
2016-05-10,41430
2016-05-11,41384
2016-05-12,41384
2016-05-13,41075
2016-05-14,41075
2016-05-15,40135
2016-05-16,40135
2016-05-17,39501
2016-05-18,39853
2016-05-19,39853
2016-05-22,40305
2016-05-23,40614
2016-05-24,40614
2016-05-25,41419
2016-05-26,41040
2016-05-27,41349
2016-05-28,41349
2016-05-29,40964
2016-05-30,40964
2016-05-31,40852
2016-06-01,42762
2016-06-02,42762
2016-06-03,44713
2016-06-04,46845
2016-06-05,46845
2016-06-06,48103
2016-06-07,48103
2016-06-08,50167
2016-06-09,51969
2016-06-10,54044
2016-06-11,54044
2016-06-12,55800
2016-06-13,55800
2016-06-14,57055
2016-06-15,57055
2016-06-16,55632
2016-06-17,53601
2016-06-18,53601
2016-06-19,53052
2016-06-20,53052
2016-06-21,52058
2016-06-22,52016
2016-06-23,51862
2016-06-24,51862
2016-06-25,52145
2016-06-26,52145
2016-06-27,53830
2016-06-28,56051
2016-06-29,56051
2016-06-30,55758
2016-07-01,57076
2016-07-02,57076
2016-07-03,57233
2016-07-04,59161
2016-07-05,59161
2016-07-06,61663
2016-07-07,61663
2016-07-08,64353
2016-07-09,67287
2016-07-10,70081
2016-07-11,71345
2016-07-12,71345
2016-07-13,69100
2016-07-14,67977
2016-07-15,67977
2016-07-16,70706
2016-07-17,70706
2016-07-18,72396
2016-07-23,70434
2016-07-24,68234
2016-07-25,68234
2016-07-26,64822
2016-07-27,64822
2016-07-28,61580
2016-07-29,59972
2016-07-30,59972
2016-07-31,59328
2016-08-01,59328
2016-08-02,58601
2016-08-03,56496
2016-08-04,56496
2016-08-05,54363
2016-08-06,54363
2016-08-07,53094
2016-08-08,53094
2016-08-09,50796
2016-08-10,50796
2016-08-11,50439
2016-08-12,50439
2016-08-13,52882
2016-08-14,52882
2016-08-15,55174
2016-08-16,55174
2016-08-17,54062
2016-08-18,54062
2016-08-19,55541
2016-08-20,57757
2016-08-21,57757
2016-08-22,58724
2016-08-23,56381
2016-08-24,56381
2016-08-25,53776
2016-08-26,53776
2016-08-28,51087
2016-08-31,51329
2016-09-01,52224
2016-09-02,52224
2016-09-03,53976
2016-09-04,54863
2016-09-05,54293
2016-09-06,54120
2016-09-07,54120
2016-09-08,55191
2016-09-09,55191
2016-09-10,57052
2016-09-11,57052
2016-09-12,59905
2016-09-13,62901
2016-09-14,62901
2016-09-15,66047
2016-09-16,66047
2016-09-17,69350
2016-09-18,69350
2016-09-19,72807
2016-09-20,72807
2016-09-21,76406
2016-09-22,80180
2016-09-23,80180
2016-09-24,83368
2016-09-25,83674
2016-09-26,83674
2016-09-27,84650
2016-09-28,84052
2016-09-29,84052
2016-09-30,84306
2016-10-01,82034
2016-10-02,82034
2016-10-03,81673
2016-10-04,81673
2016-10-05,80271
2016-10-06,80271
2016-10-07,79230
2016-10-08,79288
2016-10-09,79288
2016-10-10,79739
2016-10-11,78552
2016-10-12,78552
2016-10-13,78914
2016-10-14,78914
2016-10-15,77738
2016-10-16,77738
2016-10-17,73959
2016-10-18,73959
2016-10-19,70475
2016-10-20,70475
2016-10-21,70401
2016-10-22,70401
2016-10-23,73370
2016-10-24,73435
2016-10-25,73435
2016-10-26,72728
2016-10-27,72728
2016-10-28,71333
2016-10-29,69603
2016-10-30,69603
2016-10-31,68043
2016-11-01,68043
2016-11-02,68688
2016-11-03,68688
2016-11-04,68453
2016-11-05,68453
2016-11-06,68124
2016-11-07,68124
2016-11-08,66289
2016-11-09,65427
2016-11-10,64999
2016-11-11,64999
2016-11-12,65673
2016-11-13,65673
2016-11-14,67816
2016-12-07,70703
2016-12-08,71044
2016-12-09,71928
2016-12-10,71928
2016-12-11,71702
2016-12-12,71702
2016-12-13,71463
2016-12-14,69616
2016-12-15,69616
2016-12-16,68707
2016-12-17,67560
2016-12-18,67560
2016-12-19,65404
2016-12-20,63840
2016-12-21,61757
2016-12-22,61757
2016-12-23,62269
2016-12-24,62269
2016-12-25,60220
2016-12-26,60220
2016-12-27,60061
2016-12-28,61530
2016-12-29,61690
2016-12-30,61865
2016-12-31,60911
2017-01-01,60383
2017-01-02,60645
2017-01-03,60645
2017-01-04,58941
2017-01-05,58941
2017-01-06,56533
2017-01-07,56930
2017-01-08,57108
2017-01-09,56861
2017-01-10,57533
2017-01-11,60387
2017-01-12,62790
2017-01-13,62790
2017-01-14,61449
2017-01-15,59597
2017-01-16,61477
2017-01-17,64290
2017-01-18,67152
2017-01-19,67152
2017-01-20,67872
2017-01-21,66457
2017-01-22,65105
2017-01-27,60922
2017-01-28,59445
2017-01-29,58240
2017-01-30,58240
2017-01-31,57577
2017-02-01,57795
2017-02-02,57797
2017-02-03,56248
2017-02-04,57583
2017-02-05,58050
2017-02-06,60666
2017-02-07,61784
2017-02-08,60823
2017-02-09,60823
2017-02-10,60823
2017-02-11,61050
2017-02-12,61050
2017-02-13,61530
2017-02-14,62453
2017-02-15,62453
2017-02-16,61669
2017-02-18,60219
2017-02-19,59235
2017-02-20,60556
2017-02-21,62981
2017-02-22,62981
2017-02-23,65000
2017-02-24,65000
2017-02-25,65093
2017-02-26,62092
2017-02-27,59682
2017-02-28,61226
2017-03-01,61078
2017-03-02,60505
2017-03-03,60505
2017-03-04,59945
2017-03-05,59945
2017-03-06,59433
2017-03-07,58043
2017-03-08,58043
2017-03-09,57116
2017-03-10,55945
2017-03-11,55517
2017-03-12,54164
2017-03-13,54550
2017-03-14,53817
2017-03-15,53733
2017-03-16,53393
2017-03-17,52807
2017-03-18,52277
2017-03-19,52552
2017-03-20,53441
2017-03-21,53441
2017-03-22,53410
2017-03-23,54384
2017-03-24,54254
2017-03-25,54254
2017-03-26,53824
2017-03-27,54517
2017-03-28,55273
2017-03-29,57094
2017-03-30,56351
2017-03-31,54683
2017-04-01,53649
2017-04-02,53649
2017-04-03,53857
2017-04-04,55017
2017-04-12,51952
2017-04-13,52753
2017-04-14,52154
2017-04-15,50895
2017-04-16,50783
2017-04-17,50684
2017-04-18,50812
2017-04-19,52375
2017-04-20,52540
2017-04-21,52070
2017-04-22,52070
2017-04-23,52151
2017-04-24,52513
2017-04-25,52497
2017-04-26,52497
2017-04-27,52056
2017-04-28,51576
2017-04-29,51106
2017-04-30,50875
2017-05-01,50760
2017-05-02,50503
2017-05-03,49996
2017-05-04,49531
2017-05-05,49716
2017-05-06,49801
2017-05-07,49260
2017-05-08,50023
2017-05-09,50826
2017-05-10,50512
2017-05-11,50394
2017-05-12,50023
2017-05-13,49902
2017-05-14,51792
2017-05-15,51283
2017-05-16,51139
2017-05-17,50750
2017-05-18,50569
2017-05-19,50569
2017-05-20,50764
2017-05-21,50764
2017-05-22,51016
2017-05-23,51172
2017-05-24,51380
2017-05-25,52569
2017-05-26,52015
2017-05-27,54302
2017-05-28,56763
2017-05-29,59142
2017-05-30,61847
2017-05-31,64251
2017-06-01,64131
2017-06-02,61490
2017-06-03,61490
2017-06-06,65262
2017-06-07,68489
2017-06-08,68489
2017-06-09,71536
2017-06-10,73439
2017-06-11,75878
2017-06-12,75878
2017-06-13,77506
2017-06-14,79122
2017-06-15,79711
2017-06-16,79639
2017-06-17,79762
2017-06-18,79743
2017-06-19,79743
2017-06-20,80633
2017-06-21,80324
2017-06-22,80324
2017-06-23,80810
2017-06-24,80670
2017-06-25,80658
2017-06-26,80700
2017-06-27,80981
2017-06-28,80981
2017-06-29,80796
2017-06-30,79996
2017-07-01,79996
2017-07-02,78615
2017-07-03,76403
2017-07-04,76030
2017-07-05,76030
2017-07-06,75622
2017-07-07,75622
2017-07-08,75155
2017-07-13,70986
2017-07-14,68449
2017-07-15,68449
2017-07-16,65147
2017-07-17,63317
2017-07-18,63532
2017-07-19,62848
2017-07-20,62772
2017-07-21,62575
2017-07-22,61957
2017-07-23,61820
2017-07-24,61820
2017-07-25,61969
2017-07-26,61738
2017-07-27,62242
2017-07-28,63307
2017-07-29,63307
2017-07-30,62781
2017-07-31,62781
2017-08-01,62797
2017-08-02,62970
2017-08-03,63059
2017-08-04,63059
2017-08-05,63515
2017-08-06,63515
2017-08-09,65363
2017-08-10,65740
2017-08-11,65730
2017-08-12,65665
2017-08-13,65476
2017-08-14,65134
2017-08-15,65099
2017-08-17,65381
2017-08-18,65381
2017-08-19,65002
2017-08-20,65137
2017-08-21,65133
2017-08-22,65352
2017-08-23,65114
2017-08-24,64547
2017-08-25,65045
2017-08-26,64902
2017-08-27,65208
2017-08-28,65192
2017-08-29,65192
2017-08-30,65505
2017-08-31,65864
2017-09-01,65864
2017-09-02,65546
2017-09-03,65546
2017-09-04,64845
2017-09-05,65677
2017-09-06,65920
2017-09-07,65731
2017-09-08,65731
2017-09-09,65402
2017-09-10,65234
2017-09-11,65511
2017-09-12,65511
2017-09-13,65614
2017-09-14,65319
2017-09-15,65319
2017-09-16,65427
2017-09-17,65513
2017-09-19,65775
2017-09-20,66775
2017-09-21,66840
2017-09-22,66005
2017-09-23,66005
2017-09-24,66628
2017-09-25,65793
2017-09-26,65063
2017-09-27,65063
2017-09-28,64637
2017-09-29,64693
2017-09-30,64555
2017-10-01,64479
2017-10-02,64431
2017-10-03,64431
2017-10-04,64861
2017-10-05,65249
2017-10-06,65606
2017-10-07,65699
2017-10-08,65840
2017-10-09,65916
2017-10-10,66536
2017-10-11,66536
2017-10-12,66474
2017-10-13,65967
2017-10-14,65242
2017-10-15,65242
2017-10-16,64443
2017-10-17,64443
2017-10-18,63607
2017-10-19,63029
2017-10-20,63029
2017-10-21,63558
2017-10-22,63513
2017-10-23,63485
2017-10-24,64182
2017-10-25,63608
2017-10-26,63559
2017-10-27,63139
2017-10-28,63139
2017-10-29,62828
2017-10-30,62316
2017-10-31,61323
2017-11-01,61323
2017-11-02,59815
2017-11-03,59648
2017-11-04,58761
2017-11-05,57391
2017-11-06,55756
2017-11-07,54173
2017-11-08,54050
2017-11-09,55205
2017-11-10,57164
2017-11-11,56479
2017-11-12,58368
2017-11-13,59877
2017-11-14,62600
2017-11-15,64592
2017-11-16,66429
2017-11-17,66058
2017-11-18,66058
2017-11-19,66011
2017-11-20,65108
2017-11-21,65223
2017-11-22,64381
2017-11-23,64093
2017-11-24,62218
2017-11-25,60879
2017-11-26,59019
2017-11-27,59019
2017-11-28,58343
2017-11-29,59543
2017-11-30,58909
2017-12-01,59340
2017-12-02,59340
2017-12-03,59568
2017-12-04,58387
2017-12-05,57521
2017-12-06,57289
2017-12-07,57327
2017-12-08,57327
2017-12-09,57304
2017-12-10,56661
2017-12-11,55945
2017-12-12,55147
2017-12-14,54587
2017-12-15,54474
2017-12-16,54401
2017-12-17,53916
2017-12-18,52453
2017-12-19,51138
2017-12-20,51607
2017-12-21,51438
2017-12-22,51115
2017-12-23,51039
2017-12-24,50726
2017-12-25,50673
2017-12-26,50631
2017-12-27,51252
2017-12-28,51449
2017-12-29,51928
2017-12-30,52711
2017-12-31,51674
2018-01-01,52053
2018-01-02,51950
2018-01-03,51539
2018-01-04,50469
2018-01-05,49859
2018-01-06,49747
2018-01-07,49404
2018-01-08,48486
2018-01-09,49424
2018-01-10,49535
2018-01-11,49774
2018-01-12,50449
2018-01-13,51298
2018-01-14,51123
2018-01-15,52002
2018-01-16,53327
2018-01-17,53633
2018-01-18,53618
2018-01-19,53618
2018-01-20,54402
2018-01-21,53506
2018-01-22,52652
2018-01-23,53161
2018-01-24,54037
2018-01-25,54948
2018-01-26,55943
2018-01-27,56613
2018-01-28,56640
2018-01-29,56250
2018-01-31,55141
2018-02-01,55096
2018-02-02,55297
2018-02-03,56440
2018-02-04,57241
2018-02-05,58096
2018-02-06,59968
2018-02-07,62260
2018-02-08,63585
2018-02-09,65806
2018-02-10,68949
2018-02-11,68387
2018-02-12,66856
2018-02-13,67738
2018-02-14,70780
2018-02-15,74239
2018-02-16,76671
2018-02-17,78044
2018-02-18,79959
2018-02-19,79046
2018-02-20,79935
2018-02-21,79134
2018-02-22,78517
2018-02-23,79626
2018-02-24,80680
2018-02-25,79985
2018-02-26,78700
2018-02-27,78081
2018-03-01,77228
2018-03-02,77160
2018-03-03,77229
2018-03-04,77048
2018-03-05,77088
2018-03-06,77091
2018-03-07,76869
2018-03-08,76455
2018-03-09,75841
2018-03-10,74747
2018-03-11,74243
2018-03-12,72725
2018-03-13,72113
2018-03-14,72411
2018-03-15,74378
2018-03-16,74671
2018-03-17,74425
2018-03-18,73893
2018-03-19,74022
2018-03-20,73530
2018-03-21,72919
2018-03-23,73068
2018-03-24,72521
2018-03-26,74095
2018-03-27,73331
2018-03-28,73065
2018-03-29,74854
2018-03-30,74280
2018-03-31,74349
2018-04-01,73263
2018-04-02,73237
2018-04-03,72735
2018-04-04,73301
2018-04-05,73540
2018-04-06,75689
2018-04-08,77317
2018-04-09,80574
2018-04-10,84373
2018-04-11,85903
2018-04-12,87195
2018-04-13,86817
2018-04-14,85669
2018-04-15,85114
2018-04-16,84169
2018-04-17,83796
2018-04-18,83803
2018-04-19,84321
2018-04-20,83629
2018-04-21,83512
2018-04-22,82985
2018-04-23,82227
2018-04-24,81236
2018-04-25,81891
2018-04-26,81677
2018-04-27,81881
2018-04-28,81655
2018-04-29,81545
2018-04-30,80874
2018-05-01,81787
2018-05-02,81942
2018-05-04,82595
2018-05-05,83002
2018-05-06,82975
2018-05-07,82516
2018-05-08,81941
2018-05-09,81391
2018-05-10,79586
2018-05-11,79394
2018-05-12,79683
2018-05-13,81649
2018-05-14,83704
2018-05-15,82722
2018-05-16,81929
2018-05-17,81113
2018-05-18,80688
2018-05-19,79816
2018-05-20,79891
2018-05-21,78956
2018-05-22,78736
2018-05-23,77709
2018-05-24,76004
2018-05-25,73669
2018-05-26,71888
2018-05-27,71414
2018-05-28,74186
2018-05-29,72813
2018-05-30,70407
2018-05-31,70025
2018-06-01,71014
2018-06-02,69832
2018-06-03,67496
2018-06-04,66995
2018-06-05,66660
2018-06-06,65322
2018-06-07,62789
2018-06-08,62819
2018-06-09,64270
2018-06-10,64886
2018-06-11,62673
2018-06-12,60237
2018-06-13,58700
2018-06-14,58088
2018-06-15,59702
2018-06-16,60334
2018-06-17,62707
2018-06-18,65055
2018-06-19,67718
2018-06-20,70457
2018-06-21,70771
2018-06-22,71128
2018-06-23,73106
2018-06-24,74314
2018-06-25,74233
2018-06-26,73429
2018-06-27,74709
2018-06-28,75967
2018-06-29,75375
2018-06-30,74543
2018-07-01,73138
2018-07-02,72038
2018-07-03,71111
2018-07-04,70369
2018-07-05,69463
2018-07-06,66680
2018-07-07,65477
2018-07-08,65984
2018-07-09,68352
2018-07-10,67385
2018-07-11,65982
2018-07-12,65179
2018-07-13,66343
2018-07-14,67364
2018-07-15,66356
2018-07-16,65794
2018-07-17,66071
2018-07-18,66814
2018-07-19,67426
2018-07-20,67089
2018-07-21,66237
2018-07-22,64810
2018-07-23,63830
2018-07-24,63181
2018-07-25,62808
2018-07-26,62088
2018-07-27,61546
2018-07-28,61982
2018-07-29,62329
2018-07-30,63933
2018-07-31,64855
2018-08-01,65467
2018-08-02,65380
2018-08-03,65854
2018-08-04,65556
2018-08-05,64885
2018-08-06,64873
2018-08-07,64549
2018-08-08,67356
2018-08-09,65916
2018-08-10,66110
2018-08-11,66738
2018-08-12,66827
2018-08-14,69795
2018-08-16,70584
2018-08-17,71396
2018-08-18,71371
2018-08-19,72330
2018-08-20,72039
2018-08-21,74893
2018-08-22,73450
2018-08-23,73184
2018-08-24,74514
2018-08-25,73334
2018-08-26,73181
2018-08-27,73355
2018-08-28,73613
2018-08-29,75513
2018-08-30,74834
2018-08-31,74814
2018-09-01,75095
2018-09-02,75620
2018-09-03,75328
2018-09-04,77150
2018-09-05,75502
2018-09-06,74784
2018-09-07,73469
2018-09-08,71603
2018-09-09,70271
2018-09-10,71288
2018-09-11,72206
2018-09-12,71383
2018-09-13,71829
2018-09-14,72643
2018-09-15,71196
2018-09-16,70593
2018-09-17,70866
2018-09-18,69642
2018-09-19,70824
2018-09-20,71217
2018-09-21,71460
2018-09-22,70925
2018-09-23,70667
2018-09-24,72626
2018-09-25,74073
2018-09-26,72920
2018-09-27,72297
2018-09-28,71935
2018-09-29,71701
2018-09-30,72045
2018-10-02,71531
2018-10-03,71476
2018-10-04,71029
2018-10-05,71310
2018-10-06,70930
2018-10-07,70915
2018-10-08,71717
2018-10-09,72683
2018-10-10,71930
2018-10-11,72461
2018-10-12,71413
2018-10-13,71232
2018-10-14,69945
2018-10-15,69844
2018-10-16,69602
2018-10-17,69687
2018-10-18,70227
2018-10-19,70674
2018-10-20,69293
2018-10-21,68320
2018-10-22,67585
2018-10-23,67534
2018-10-24,66956
2018-10-25,68626
2018-10-26,68565
2018-10-27,71590
2018-10-28,70898
2018-10-29,70298
2018-10-30,69722
2018-10-31,69312
2018-11-01,68710
2018-11-03,68075
2018-11-04,67137
2018-11-05,66555
2018-11-06,66057
2018-11-07,65260
2018-11-08,64372
2018-11-09,63380
2018-11-10,63363
2018-11-11,64609
2018-11-12,65474
2018-11-13,64441
2018-11-15,64511
2018-11-16,63282
2018-11-17,61790
2018-11-18,59397
2018-11-19,57928
2018-11-20,57734
2018-11-21,59045
2018-11-22,60643
2018-11-23,62448
2018-11-24,62566
2018-11-25,64606
2018-11-26,65579
2018-11-27,66137
2018-11-28,65570
2018-11-29,65282
2018-12-01,63878
2018-12-02,63204
2018-12-03,62802
2018-12-04,62136
2018-12-05,60858
2018-12-07,59666
2018-12-09,58404
2018-12-10,57868
2018-12-11,58300
2018-12-12,58601
2018-12-13,59286
2018-12-14,58257
2018-12-15,56558
2018-12-16,54535
2018-12-17,53598
2018-12-18,53591
2018-12-19,53616
2018-12-20,53207
2018-12-21,54145
2018-12-22,55515
2018-12-23,54412
2018-12-24,52190
2018-12-25,51143
2018-12-26,50656
2018-12-27,49742
2018-12-28,49009
2018-12-29,49484
2018-12-30,48898
2018-12-31,49317
2019-01-01,51733
2019-01-02,54301
2019-01-03,56938
2019-01-04,59785
2019-01-05,62756
2019-01-06,64766
2019-01-08,65055
2019-01-10,61916
2019-01-11,58868
2019-01-12,56326
2019-01-13,54721
2019-01-14,53246
2019-01-15,51663
2019-01-16,51257
2019-01-17,52237
2019-01-18,53086
2019-01-19,52501
2019-01-20,51617
2019-01-21,51834
2019-01-22,52370
2019-01-23,53497
2019-01-24,53695
2019-01-25,53276
2019-01-26,52154
2019-01-27,50565
2019-01-28,49294
2019-01-29,48536
2019-01-30,47997
2019-01-31,46278
2019-02-01,45288
2019-02-02,44440
2019-02-03,43461
2019-02-04,41461
2019-02-05,40751
2019-02-06,42608
2019-02-07,44251
2019-02-08,44735
2019-02-09,42870
2019-02-10,41418
2019-02-11,39933
2019-02-12,38225
2019-02-13,38790
2019-02-14,39224
2019-02-15,39344
2019-02-16,38383
2019-02-17,37302
2019-02-18,38533
2019-02-19,39755
2019-02-20,41281
2019-02-21,42814
2019-02-22,44499
2019-02-23,43587
2019-02-24,42777
2019-02-25,43374
2019-02-26,43226
2019-02-27,42633
2019-02-28,41905
2019-03-01,40503
2019-03-02,39477
2019-03-03,37996
2019-03-04,37773
2019-03-05,38952
2019-03-06,40196
2019-03-07,41251
2019-03-08,41072
2019-03-09,40626
2019-03-10,40156
2019-03-11,39267
2019-03-12,38829
2019-03-13,38314
2019-03-14,38540
2019-03-15,38062
2019-03-16,37666
2019-03-17,37093
2019-03-18,36874
2019-03-19,37725
2019-03-20,39174
2019-03-21,38685
2019-03-22,38331
2019-03-23,37822
2019-03-24,37449
2019-03-25,37333
2019-03-26,37168
2019-03-27,37056
2019-03-28,37285
2019-03-29,37513
2019-03-30,37695
2019-03-31,37663
2019-04-01,37415
2019-04-02,37390
2019-04-03,38866
2019-04-04,39664
2019-04-05,40044
2019-04-06,39054
2019-04-07,38605
