date_obj,Armadyl%20plateskirt price
2016-08-19,41600
2016-08-20,41600
2016-08-21,42035
2016-08-22,42035
2016-08-23,41844
2016-08-24,41844
2016-08-25,41275
2016-08-26,41275
2016-08-28,40094
2016-08-31,40596
2016-09-01,40596
2016-09-02,40054
2016-09-03,40054
2016-09-04,40740
2016-09-05,40740
2016-09-06,40448
2016-09-07,40448
2016-09-08,40448
2016-09-09,41777
2016-09-10,41777
2016-09-11,42007
2016-09-12,42007
2016-09-13,41283
2016-09-14,41283
2016-09-15,42114
2016-09-16,42114
2016-09-17,41619
2016-09-18,41619
2016-09-19,40775
2016-09-20,40775
2016-09-21,40775
2016-09-22,39748
2016-09-23,39748
2016-09-24,39748
2016-09-25,38745
2016-09-26,38745
2016-09-27,38339
2016-09-28,38339
2016-09-29,38164
2016-09-30,38164
2016-10-01,38412
2016-10-02,38412
2016-10-03,38755
2016-10-04,38755
2016-10-05,38838
2016-10-06,38838
2016-10-07,39433
2016-10-08,39640
2016-10-09,39640
2016-10-10,39640
2016-10-11,40022
2016-10-12,40022
2016-10-13,40210
2016-10-14,40210
2016-10-15,39627
2016-10-16,39627
2016-10-17,38158
2016-10-18,38158
2016-10-19,38041
2016-10-20,38041
2016-10-21,38434
2016-10-22,38434
2016-10-23,39186
2016-10-24,39599
2016-10-25,39599
2016-10-26,39461
2016-10-27,39461
2016-10-28,39461
2016-10-29,39916
2016-10-30,39916
2016-10-31,40162
2016-11-01,40162
2016-11-02,40316
2016-11-03,40316
2016-11-04,39700
2016-11-05,39700
2016-11-06,39115
2016-11-07,39115
2016-11-08,40083
2016-11-09,40083
2016-11-10,40600
2016-11-11,40600
2016-11-12,40776
2016-11-13,40776
2016-11-14,39373
2016-11-15,39373
2016-12-07,39469
2016-12-08,39821
2016-12-09,39821
2016-12-10,39874
2016-12-11,39874
2016-12-12,39798
2016-12-13,39798
2016-12-14,39554
2016-12-15,39554
2016-12-16,40118
2016-12-17,40159
2016-12-18,40159
2016-12-19,39651
2016-12-20,39813
2016-12-21,39813
2016-12-22,38783
2016-12-23,38748
2016-12-24,38748
2016-12-25,39309
2016-12-26,39309
2016-12-27,39130
2016-12-28,39415
2016-12-29,39415
2016-12-30,39548
2016-12-31,39548
2017-01-01,39780
2017-01-02,40419
2017-01-03,40419
2017-01-04,40388
2017-01-05,40388
2017-01-06,40033
2017-01-07,40033
2017-01-08,39957
2017-01-09,39957
2017-01-10,39802
2017-01-11,39802
2017-01-12,40209
2017-01-13,40209
2017-01-14,39454
2017-01-15,40360
2017-01-16,39017
2017-01-17,39367
2017-01-18,39817
2017-01-19,39817
2017-01-20,39313
2017-01-21,40206
2017-01-22,40206
2017-01-23,39408
2017-01-27,38741
2017-01-28,39304
2017-01-29,40194
2017-01-30,40194
2017-01-31,40472
2017-02-01,39639
2017-02-02,39639
2017-02-03,39849
2017-02-04,40031
2017-02-05,40031
2017-02-06,39599
2017-02-07,39599
2017-02-08,39404
2017-02-09,39404
2017-02-10,39467
2017-02-11,39678
2017-02-12,39678
2017-02-13,39828
2017-02-14,40760
2017-02-15,40760
2017-02-16,40631
2017-02-18,40925
2017-02-19,41677
2017-02-20,41677
2017-02-21,40836
2017-02-22,40836
2017-02-23,39535
2017-02-24,39535
2017-02-25,39147
2017-02-26,39147
2017-02-27,39196
2017-02-28,39258
2017-03-01,38216
2017-03-02,39628
2017-03-03,39628
2017-03-04,40285
2017-03-05,40285
2017-03-06,40248
2017-03-07,40248
2017-03-08,41094
2017-03-09,41094
2017-03-10,40425
2017-03-11,39638
2017-03-12,39638
2017-03-13,39737
2017-03-14,39485
2017-03-15,39485
2017-03-16,39845
2017-03-17,39845
2017-03-18,39318
2017-03-19,39945
2017-03-20,40116
2017-03-21,40404
2017-03-22,40404
2017-03-23,40053
2017-03-24,40053
2017-03-25,40474
2017-03-26,40687
2017-03-27,40569
2017-03-28,40569
2017-03-29,40452
2017-03-30,40452
2017-03-31,40857
2017-04-01,40857
2017-04-02,41240
2017-04-03,41279
2017-04-04,41279
2017-04-05,41323
2017-04-12,39637
2017-04-13,39562
2017-04-14,39562
2017-04-15,40121
2017-04-16,39520
2017-04-17,40368
2017-04-18,40368
2017-04-19,40487
2017-04-20,40487
2017-04-21,40337
2017-04-22,40337
2017-04-23,39460
2017-04-24,39460
2017-04-25,38887
2017-04-26,38887
2017-04-27,38561
2017-04-28,38561
2017-04-29,38488
2017-04-30,38488
2017-05-01,39050
2017-05-02,39320
2017-05-03,39320
2017-05-04,39911
2017-05-05,39911
2017-05-06,40444
2017-05-07,40444
2017-05-08,40587
2017-05-09,40459
2017-05-10,40459
2017-05-11,40054
2017-05-12,39435
2017-05-13,38454
2017-05-14,38454
2017-05-15,40006
2017-05-16,40608
2017-05-17,40608
2017-05-18,39879
2017-05-19,39879
2017-05-20,39059
2017-05-21,39059
2017-05-22,39277
2017-05-23,39277
2017-05-24,39087
2017-05-25,39087
2017-05-26,38260
2017-05-27,37049
2017-05-28,37049
2017-05-29,37647
2017-05-30,37647
2017-05-31,37797
2017-06-01,38449
2017-06-02,38449
2017-06-03,37996
2017-06-04,37853
2017-06-05,37853
2017-06-06,37826
2017-06-07,38105
2017-06-08,38105
2017-06-09,38214
2017-06-10,38390
2017-06-11,38128
2017-06-12,38128
2017-06-13,38294
2017-06-14,38294
2017-06-15,38066
2017-06-16,37889
2017-06-17,37889
2017-06-18,37797
2017-06-19,37797
2017-06-20,38003
2017-06-21,38003
2017-06-22,37913
2017-06-23,37913
2017-06-24,38457
2017-06-25,38457
2017-06-26,38332
2017-06-27,38332
2017-06-28,38227
2017-06-29,38227
2017-06-30,37813
2017-07-01,37813
2017-07-02,38041
2017-07-03,37989
2017-07-04,37989
2017-07-05,37989
2017-07-06,37656
2017-07-07,37656
2017-07-08,37656
2017-07-09,37783
2017-07-13,37899
2017-07-14,37852
2017-07-15,37852
2017-07-16,38013
2017-07-17,37780
2017-07-18,37780
2017-07-19,37645
2017-07-20,37911
2017-07-21,37914
2017-07-22,37571
2017-07-23,38060
2017-07-24,38060
2017-07-25,38078
2017-07-26,37623
2017-07-27,37885
2017-07-28,38138
2017-07-29,38138
2017-07-30,37713
2017-07-31,37713
2017-08-01,37802
2017-08-02,37858
2017-08-03,37858
2017-08-04,38000
2017-08-05,37544
2017-08-06,37544
2017-08-07,37550
2017-08-08,37550
2017-08-09,37887
2017-08-10,38097
2017-08-11,38097
2017-08-12,38223
2017-08-13,38223
2017-08-14,38216
2017-08-15,38216
2017-08-16,38400
2017-08-17,38400
2017-08-18,38307
2017-08-19,38307
2017-08-20,38046
2017-08-21,38046
2017-08-22,38051
2017-08-23,38051
2017-08-24,38104
2017-08-25,38104
2017-08-26,38345
2017-08-27,38345
2017-08-28,38303
2017-08-29,38303
2017-08-30,38660
2017-08-31,38660
2017-09-01,38660
2017-09-02,38320
2017-09-03,38320
2017-09-04,38320
2017-09-05,38505
2017-09-06,38505
2017-09-07,38543
2017-09-08,38543
2017-09-09,37782
2017-09-10,37773
2017-09-11,37773
2017-09-12,37857
2017-09-13,37857
2017-09-14,38178
2017-09-15,38178
2017-09-16,38178
2017-09-17,37785
2017-09-18,37785
2017-09-19,37794
2017-09-20,37794
2017-09-22,37834
2017-09-23,38401
2017-09-24,38401
2017-09-25,39332
2017-09-26,39332
2017-09-27,39160
2017-09-28,39160
2017-09-29,38311
2017-09-30,38311
2017-10-01,38280
2017-10-02,38280
2017-10-03,38456
2017-10-04,38456
2017-10-05,38339
2017-10-06,38339
2017-10-07,38230
2017-10-08,38230
2017-10-09,37999
2017-10-10,38010
2017-10-11,38010
2017-10-12,38066
2017-10-13,38157
2017-10-14,38157
2017-10-15,38111
2017-10-16,38026
2017-10-17,38026
2017-10-18,37903
2017-10-19,37903
2017-10-20,38134
2017-10-21,38134
2017-10-22,37997
2017-10-23,37997
2017-10-24,37742
2017-10-25,37769
2017-10-26,37769
2017-10-27,37825
2017-10-28,37825
2017-10-29,37544
2017-10-30,37749
2017-10-31,37749
2017-11-01,37944
2017-11-02,37944
2017-11-03,37829
2017-11-04,37895
2017-11-05,37895
2017-11-06,38029
2017-11-07,38029
2017-11-08,37913
2017-11-09,37994
2017-11-10,37994
2017-11-11,38195
2017-11-12,37188
2017-11-13,37188
2017-11-14,37312
2017-11-15,37312
2017-11-16,38132
2017-11-17,38132
2017-11-18,37486
2017-11-19,37983
2017-11-20,37983
2017-11-21,37978
2017-11-22,37978
2017-11-23,38183
2017-11-24,38183
2017-11-25,38068
2017-11-26,38068
2017-11-27,37765
2017-11-28,37633
2017-11-29,37633
2017-11-30,37651
2017-12-01,37829
2017-12-02,37829
2017-12-03,37781
2017-12-04,37781
2017-12-05,37780
2017-12-06,38149
2017-12-07,38149
2017-12-08,38111
2017-12-09,38111
2017-12-10,37715
2017-12-11,37715
2017-12-12,38098
2017-12-13,38098
2017-12-14,38098
2017-12-15,37985
2017-12-16,37985
2017-12-17,37862
2017-12-18,38177
2017-12-19,38177
2017-12-20,38177
2017-12-21,38936
2017-12-22,38936
2017-12-23,38437
2017-12-24,38437
2017-12-25,38256
2017-12-26,38256
2017-12-27,38524
2017-12-28,38524
2017-12-29,38597
2017-12-30,38867
2017-12-31,38867
2018-01-01,39061
2018-01-02,39061
2018-01-03,38418
2018-01-04,38418
2018-01-05,38143
2018-01-06,38143
2018-01-07,37844
2018-01-08,37844
2018-01-09,37002
2018-01-10,37002
2018-01-11,37779
2018-01-12,37779
2018-01-13,37820
2018-01-14,37965
2018-01-15,37965
2018-01-16,38209
2018-01-17,38209
2018-01-18,37922
2018-01-19,37922
2018-01-20,38105
2018-01-21,38105
2018-01-22,38779
2018-01-23,38335
2018-01-24,38335
2018-01-25,38040
2018-01-26,38040
2018-01-27,38168
2018-01-29,37708
2018-01-30,38030
2018-01-31,38030
2018-02-01,38030
2018-02-02,38600
2018-02-03,38356
2018-02-04,38356
2018-02-05,37797
2018-02-06,37797
2018-02-07,38015
2018-02-08,38015
2018-02-09,37487
2018-02-10,37487
2018-02-11,37680
2018-02-12,37726
2018-02-13,37726
2018-02-14,37912
2018-02-15,38022
2018-02-16,38022
2018-02-17,38255
2018-02-18,38255
2018-02-19,37769
2018-02-20,37769
2018-02-21,37739
2018-02-22,37739
2018-02-23,37869
2018-02-24,37869
2018-02-25,37991
2018-02-26,37991
2018-02-27,37815
2018-02-28,37815
2018-03-01,38187
2018-03-02,37639
2018-03-03,37891
2018-03-04,37891
2018-03-05,37238
2018-03-06,37238
2018-03-07,38047
2018-03-08,38047
2018-03-09,38250
2018-03-10,38250
2018-03-11,38181
2018-03-12,38181
2018-03-13,37875
2018-03-14,37994
2018-03-15,37994
2018-03-16,37972
2018-03-17,37972
2018-03-18,37972
2018-03-20,37925
2018-03-22,38251
2018-03-23,38251
2018-03-24,37890
2018-03-25,37890
2018-03-26,37891
2018-03-27,38249
2018-03-28,38249
2018-03-29,38636
2018-03-30,38636
2018-03-31,38056
2018-04-01,38056
2018-04-02,37850
2018-04-03,37850
2018-04-04,37702
2018-04-05,37702
2018-04-06,37616
2018-04-07,37616
2018-04-08,38045
2018-04-09,38214
2018-04-10,38214
2018-04-11,37995
2018-04-12,37995
2018-04-13,38718
2018-04-14,38718
2018-04-15,38168
2018-04-16,38168
2018-04-17,38081
2018-04-18,38081
2018-04-19,38081
2018-04-20,38004
2018-04-21,38004
2018-04-22,38371
2018-04-23,38371
2018-04-24,38124
2018-04-25,38124
2018-04-26,38124
2018-04-27,38114
2018-04-28,38114
2018-04-29,38470
2018-04-30,38470
2018-05-01,37855
2018-05-02,37855
2018-05-03,37969
2018-05-04,37969
2018-05-05,38379
2018-05-06,38379
2018-05-07,38333
2018-05-08,38333
2018-05-09,37753
2018-05-10,37753
2018-05-11,38068
2018-05-12,38068
2018-05-13,38129
2018-05-14,38129
2018-05-15,37780
2018-05-16,37780
2018-05-17,37977
2018-05-18,37844
2018-05-19,37507
2018-05-20,37507
2018-05-21,38058
2018-05-22,38058
2018-05-23,38002
2018-05-24,38002
2018-05-25,37906
2018-05-26,38140
2018-05-27,38140
2018-05-28,38154
2018-05-29,38154
2018-05-30,38137
2018-05-31,38137
2018-06-01,37338
2018-06-02,37973
2018-06-03,37973
2018-06-04,38031
2018-06-05,38130
2018-06-06,38082
2018-06-07,38082
2018-06-08,38188
2018-06-09,38188
2018-06-10,37827
2018-06-11,37827
2018-06-12,37556
2018-06-13,37590
2018-06-14,37590
2018-06-15,38027
2018-06-16,38027
2018-06-17,37708
2018-06-18,37708
2018-06-19,37761
2018-06-20,37761
2018-06-21,38312
2018-06-22,38312
2018-06-23,37869
2018-06-24,37869
2018-06-25,37989
2018-06-26,37989
2018-06-27,38125
2018-06-28,37736
2018-06-29,37894
2018-06-30,37894
2018-07-01,38062
2018-07-02,38062
2018-07-03,38202
2018-07-04,38202
2018-07-05,37996
2018-07-06,37996
2018-07-07,38016
2018-07-08,38016
2018-07-09,39262
2018-07-10,39262
2018-07-11,40074
2018-07-12,40074
2018-07-13,41653
2018-07-14,41653
2018-07-15,43476
2018-07-16,43476
2018-07-17,42123
2018-07-18,42123
2018-07-19,40053
2018-07-20,40053
2018-07-21,38821
2018-07-22,38064
2018-07-23,38013
2018-07-24,38013
2018-07-25,37945
2018-07-26,37945
2018-07-27,37911
2018-07-28,37911
2018-07-29,38335
2018-07-30,38335
2018-07-31,39000
2018-08-01,39000
2018-08-02,38139
2018-08-03,38139
2018-08-04,38347
2018-08-05,38347
2018-08-06,38129
2018-08-07,38129
2018-08-08,37760
2018-08-09,37760
2018-08-10,37685
2018-08-11,37685
2018-08-12,37897
2018-08-14,38005
2018-08-16,38318
2018-08-17,38089
2018-08-18,38089
2018-08-19,38004
2018-08-20,38056
2018-08-21,38056
2018-08-22,38312
2018-08-23,38312
2018-08-24,38543
2018-08-25,38326
2018-08-26,38326
2018-08-27,38113
2018-08-28,38940
2018-08-29,38940
2018-08-30,38097
2018-08-31,38385
2018-09-01,37911
2018-09-02,37911
2018-09-03,37965
2018-09-04,37965
2018-09-05,37942
2018-09-06,37942
2018-09-07,37804
2018-09-08,38025
2018-09-09,38025
2018-09-10,37856
2018-09-11,37856
2018-09-12,38113
2018-09-13,38113
2018-09-14,38569
2018-09-15,37888
2018-09-16,37888
2018-09-17,37981
2018-09-18,38207
2018-09-19,38207
2018-09-20,38410
2018-09-21,38410
2018-09-22,38417
2018-09-23,38417
2018-09-24,38061
2018-09-25,38061
2018-09-26,38211
2018-09-27,38211
2018-09-28,38643
2018-09-29,38643
2018-09-30,38355
2018-10-01,38355
2018-10-02,37979
2018-10-03,38105
2018-10-04,38105
2018-10-05,38105
2018-10-06,38768
2018-10-07,38768
2018-10-08,39074
2018-10-09,39074
2018-10-10,39207
2018-10-11,39207
2018-10-12,39234
2018-10-13,39425
2018-10-14,39425
2018-10-15,39244
2018-10-16,39244
2018-10-17,39054
2018-10-18,39054
2018-10-19,39069
2018-10-20,39069
2018-10-21,38877
2018-10-22,38894
2018-10-23,38894
2018-10-24,38930
2018-10-25,38930
2018-10-26,38735
2018-10-27,38735
2018-10-28,38924
2018-10-29,38924
2018-10-30,39188
2018-10-31,39107
2018-11-01,39329
2018-11-03,39768
2018-11-04,39768
2018-11-05,39876
2018-11-06,40861
2018-11-07,40861
2018-11-08,39752
2018-11-09,39752
2018-11-10,39069
2018-11-11,39069
2018-11-12,38647
2018-11-13,38774
2018-11-14,39115
2018-11-15,38836
2018-11-16,38228
2018-11-18,38861
2018-11-19,38861
2018-11-20,38588
2018-11-21,38588
2018-11-22,38570
2018-11-23,38570
2018-11-24,39348
2018-11-25,39182
2018-11-26,39182
2018-11-27,38573
2018-11-28,38093
2018-11-29,38271
2018-12-01,38274
2018-12-02,38081
2018-12-03,38081
2018-12-04,38138
2018-12-05,38690
2018-12-07,39001
2018-12-09,38863
2018-12-10,38569
2018-12-11,39182
2018-12-12,38192
2018-12-13,38245
2018-12-14,38318
2018-12-15,38094
2018-12-16,38676
2018-12-17,38676
2018-12-18,39000
2018-12-19,39494
2018-12-20,39352
2018-12-21,39385
2018-12-22,39471
2018-12-23,40085
2018-12-24,40245
2018-12-25,40245
2018-12-26,40235
2018-12-27,40109
2018-12-28,40109
2018-12-29,39263
2018-12-30,39923
2018-12-31,39895
2019-01-01,39309
2019-01-02,39332
2019-01-03,38942
2019-01-04,38395
2019-01-05,38119
2019-01-06,38448
2019-01-08,38114
2019-01-10,37868
2019-01-11,38224
2019-01-12,38005
2019-01-13,38912
2019-01-14,38858
2019-01-15,38309
2019-01-16,38367
2019-01-17,38388
2019-01-18,38306
2019-01-19,38499
2019-01-20,38421
2019-01-21,38422
2019-01-22,38526
2019-01-23,38832
2019-01-24,38897
2019-01-25,38330
2019-01-26,38653
2019-01-27,38399
2019-01-28,38172
2019-01-29,38195
2019-01-30,38243
2019-01-31,38243
2019-02-01,38217
2019-02-02,38217
2019-02-03,38881
2019-02-04,38881
2019-02-05,38204
2019-02-06,38204
2019-02-07,38286
2019-02-08,38286
2019-02-09,38379
2019-02-10,38428
2019-02-11,38424
2019-02-12,38424
2019-02-13,38220
2019-02-14,38220
2019-02-15,38077
2019-02-16,37987
2019-02-17,38188
2019-02-18,37769
2019-02-19,37984
2019-02-20,37907
2019-02-21,38042
2019-02-22,38106
2019-02-23,38071
2019-02-24,38092
2019-02-25,38570
2019-02-26,38570
2019-02-27,38171
2019-02-28,38171
2019-03-01,38180
2019-03-02,38292
2019-03-03,37968
2019-03-04,38056
2019-03-05,37818
2019-03-06,37874
2019-03-07,38099
2019-03-08,38099
2019-03-09,37940
2019-03-10,38405
2019-03-11,38488
2019-03-12,38260
2019-03-13,38260
2019-03-14,38007
2019-03-15,38007
2019-03-16,37775
2019-03-17,37843
2019-03-18,37843
2019-03-19,37941
2019-03-20,37794
2019-03-21,38167
2019-03-22,38167
