date_obj,Adamant%20halberd price
2019-03-16,12185
2019-03-17,11603
2019-03-18,11603
2019-03-19,11417
2019-03-20,11702
2019-03-21,12034
2019-03-22,12034
2019-03-23,12331
2019-03-24,12300
2019-03-25,12300
2019-03-26,11866
2019-03-27,11866
2019-03-28,11623
2019-03-29,11646
2019-03-30,11646
2019-03-31,11826
2019-04-01,12095
2019-04-02,12297
2019-04-03,12776
2019-04-04,12971
2019-04-05,12399
2019-04-06,12399
2019-04-07,11952
2019-04-08,12179
2019-04-09,11732
2019-04-10,11743
2019-04-11,11986
2019-04-12,11924
2019-04-13,11761
2019-04-14,11584
2019-04-15,11533
2019-04-16,11248
2019-04-17,11095
2019-04-18,11326
2019-04-19,11298
2019-04-20,11543
2019-04-21,11687
2019-04-22,11688
2019-04-23,11484
2019-04-24,11012
2019-04-25,10877
2019-04-26,10717
2019-04-27,10813
2019-04-28,10944
2019-04-29,10925
2019-04-30,10729
2019-05-01,10729
2019-05-02,10525
2019-05-03,10394
2019-05-04,10429
2019-05-05,10705
2019-05-06,11011
2019-05-07,11455
2019-05-08,11493
2019-05-09,10997
2019-05-10,10835
2019-05-11,10428
2019-05-12,10069
2019-05-13,9881
2019-05-14,9877
2019-05-15,9877
2019-05-16,9935
2019-05-17,9935
2019-05-18,10035
2019-05-19,10035
2019-05-20,10053
2019-05-21,10053
2019-05-22,10080
2019-05-23,10277
2019-05-24,10277
2019-05-25,10379
2019-05-26,10379
2019-05-27,10800
2019-05-28,10741
2019-05-29,10334
2019-05-30,10334
2019-05-31,10616
2019-06-01,10267
2019-06-02,10068
2019-06-03,10004
2019-06-04,10085
2019-06-05,10245
2019-06-06,10245
2019-06-07,10476
2019-06-08,10762
2019-06-09,11087
2019-06-10,11087
2019-06-11,11162
2019-06-12,11162
2019-06-13,10844
2019-06-14,10578
2019-06-15,10578
2019-06-16,10343
2019-06-17,10485
2019-06-18,10485
2019-06-19,10618
2019-06-20,10515
2019-06-21,10515
2019-06-22,10573
2019-06-23,10748
2019-06-24,10748
2019-06-25,10888
2019-06-26,10888
2019-06-27,10909
2019-06-28,10909
2019-06-29,10886
2019-06-30,10515
2019-07-01,10515
2019-07-02,10625
2019-07-03,10625
2019-07-04,10995
2019-07-05,11290
2019-07-06,11290
2019-07-07,11350
2019-07-08,11350
2019-07-09,11415
2019-07-10,11415
2019-07-11,11309
2019-07-12,10973
2019-07-13,10973
2019-07-14,11029
2019-07-15,11029
2019-07-16,11186
2019-07-17,11377
2019-07-18,11377
2019-07-19,11762
2019-07-20,11762
2019-07-21,12063
2019-07-22,12063
2019-07-23,12092
2019-07-24,12092
2019-07-25,11906
2019-07-26,11906
2019-07-27,11860
2019-07-28,11860
2019-07-29,11731
2019-07-30,11634
2019-07-31,11604
2019-08-01,11604
2019-08-02,11632
2019-08-03,11942
2019-08-04,11942
2019-08-05,11926
2019-08-06,11926
2019-08-07,11329
2019-08-08,11329
2019-08-09,11209
2019-08-10,11388
2019-08-11,11388
2019-08-12,11552
2019-08-13,11552
2019-08-14,11547
2019-08-15,11829
2019-08-16,12116
2019-08-17,12116
2019-08-18,12386
2019-08-19,12612
2019-08-20,12612
2019-08-21,12643
2019-08-22,12217
2019-08-23,12217
2019-08-24,12075
2019-08-24,12075
2019-08-25,12075
2019-08-25,12075
2019-08-26,11937
2019-08-27,11937
2019-08-27,11937
2019-08-28,11870
2019-08-29,11870
2019-08-30,11960
2019-08-31,11960
2019-09-01,11739
2019-09-02,11739
2019-09-03,11457
2019-09-04,11457
2019-09-05,11281
2019-09-06,11281
2019-09-07,11157
2019-09-08,11031
2019-09-09,11031
2019-09-10,10728
2019-09-11,10728
2019-09-12,10749
2019-09-13,10749
2019-09-14,10985
2019-09-15,10985
2019-09-16,11223
2019-09-17,11223
2019-09-18,11471
2019-09-19,11471
2019-09-20,11300
2019-09-21,11300
2019-09-22,11200
2019-09-23,11229
2019-09-24,11229
2019-09-25,10968
2019-09-26,10968
2019-09-27,10562
2019-09-28,10241
2019-09-29,10241
2019-09-30,10043
2019-10-01,9904
2019-10-02,9904
2019-10-03,10074
2019-10-04,10074
2019-10-05,10155
2019-10-06,10329
2019-10-07,10329
2019-10-08,10606
2019-10-09,10606
2019-10-10,10230
2019-10-11,10230
2019-10-12,10271
2019-10-13,10349
2019-10-14,10349
2019-10-15,10448
2019-10-16,10448
2019-10-17,10416
2019-10-18,10416
2019-10-19,10483
2019-10-20,10483
2019-10-21,10553
2019-10-22,10553
2019-10-23,10839
2019-10-24,10839
2019-10-25,10870
2019-10-26,10870
2019-10-27,10573
2019-10-28,10752
2019-10-29,10752
2019-10-30,10752
2019-10-31,10808
2019-11-01,10808
2019-11-02,11089
2019-11-03,11089
2019-11-04,10720
2019-11-05,10720
2019-11-06,10269
2019-11-07,10269
2019-11-08,9755
2019-11-09,9755
2019-11-10,9515
2019-11-11,9515
2019-11-12,9545
2019-11-13,9545
2019-11-14,9544
2019-11-15,9544
2019-11-16,9918
2019-11-17,9918
2019-11-18,10251
2019-11-19,10251
2019-11-20,10545
2019-11-21,10545
2019-11-22,10575
2019-11-23,10575
2019-11-24,10941
2019-11-25,10941
2019-11-26,10997
2019-11-27,10997
2019-11-28,10546
2019-11-29,10546
2019-11-30,10462
2019-12-01,10462
2019-12-02,10571
2019-12-03,10571
2019-12-04,10971
2019-12-05,10971
2019-12-06,10939
2019-12-07,10939
2019-12-08,11103
2019-12-09,11103
2019-12-10,11064
2019-12-11,11064
2019-12-12,11232
2019-12-13,11232
2019-12-14,11315
2019-12-15,11315
2019-12-16,11144
2019-12-17,11144
2019-12-18,11230
2019-12-19,11230
2019-12-20,11382
2019-12-21,11382
2019-12-22,11266
2019-12-23,11266
2019-12-24,11223
2019-12-25,11223
2019-12-26,11442
2019-12-27,11442
2019-12-28,11733
2019-12-29,11733
2019-12-30,11898
2019-12-31,11898
2020-01-01,11766
2020-01-02,11766
2020-01-03,11445
2020-01-04,11445
2020-01-05,11456
2020-01-06,11456
2020-01-07,11461
2020-01-08,11461
2020-01-09,11461
2020-01-10,11720
2020-01-11,12114
2020-01-12,12114
2020-01-13,11848
2020-01-14,11848
2020-01-15,11624
2020-01-16,11624
2020-01-17,11457
2020-01-18,11457
2020-01-19,11496
2020-01-20,11496
2020-01-21,11358
2020-01-22,11358
2020-01-23,11042
2020-01-24,11042
2020-01-25,10818
2020-01-26,10849
2020-01-27,10849
2020-01-28,10837
2020-01-29,10935
2020-01-30,10935
2020-01-31,11237
2020-02-01,11237
2020-02-02,11489
2020-02-03,11489
2020-02-04,11763
2020-02-05,11763
2020-02-06,11669
2020-02-07,11669
2020-02-08,11303
2020-02-09,11303
2020-02-10,11113
2020-02-11,11113
2020-02-12,10906
2020-02-13,10906
2020-02-14,10792
2020-02-15,10792
2020-02-16,10635
2020-02-17,10612
2020-02-18,10612
2020-02-19,10538
2020-02-20,10830
2020-02-21,10830
2020-02-22,10858
2020-02-23,10858
2020-02-24,11142
2020-02-25,11142
2020-02-26,11405
2020-02-27,11405
2020-02-28,11595
2020-02-29,11595
2020-03-01,11681
2020-03-02,11681
2020-03-03,11684
2020-03-04,11684
2020-03-05,11504
2020-03-06,11595
2020-03-07,11595
2020-03-08,11753
2020-03-09,11835
2020-03-10,12144
2020-03-11,12144
2020-03-12,12291
2020-03-13,12291
2020-03-14,12384
2020-03-15,12384
2020-03-16,12159
2020-03-17,12159
2020-03-18,12328
2020-03-19,12328
2020-03-20,12206
2020-03-21,12103
2020-03-22,12181
2020-03-23,11918
2020-03-24,11774
2020-03-25,11803
2020-03-26,11811
2020-03-27,11799
2020-03-28,11814
2020-03-29,11762
2020-03-30,11919
2020-03-31,12097
2020-04-01,12444
2020-04-02,12252
2020-04-03,12252
2020-04-04,12315
2020-04-05,12318
2020-04-06,12118
2020-04-07,12376
2020-04-08,12535
2020-04-09,12577
2020-04-10,12577
2020-04-11,12531
2020-04-12,12286
2020-04-13,12391
2020-04-14,12266
2020-04-15,11674
2020-04-16,11674
2020-04-17,11731
2020-04-18,11995
2020-04-19,12366
2020-04-20,12543
2020-04-21,12086
2020-04-22,11481
2020-04-23,10906
2020-04-24,10360
2020-04-25,9842
2020-04-26,9355
2020-04-27,9290
2020-04-28,9301
2020-04-29,9228
2020-04-30,9310
2020-05-01,9465
2020-05-02,9660
2020-05-03,9985
2020-05-04,10232
2020-05-05,10471
2020-05-06,10644
2020-05-07,10698
2020-05-08,10698
2020-05-09,10720
2020-05-10,10836
2020-05-11,10836
2020-05-12,10730
2020-05-13,10664
